anchor_id	statement_id	physical_page	register	owner_de	state_bank_id	statement_event_count	eligible_window_count	selected_window_offset	window_start_position	first_event_id	last_event_id	window_event_ids	window_source_recipes
G457-A011	P1009-S020	f18r	HERBAL	große abgebildete Blütenpflanze	f18r::große abgebildete Blütenpflanze	19	4	2	3	G407-E0553	G407-E0568	G407-E0553|G407-E0554|G407-E0555|G407-E0556|G407-E0557|G407-E0558|G407-E0559|G407-E0560|G407-E0561|G407-E0562|G407-E0563|G407-E0564|G407-E0565|G407-E0566|G407-E0567|G407-E0568	CH+T+AIIN|CH+T+OL|L+OL|HO+M_LOCAL|Y+Y|K+CH+OR|D_ADDR+AIR|Y+T+OL|CH+CH+T+Y|D_ADDR+AR|D_ADDR+AR|AL|O+SH+OR|SH+AIIN|CH+T+Y|SH+OL+D_ADDR+Y
G457-A012	P1009-S022	f18r	HERBAL	große abgebildete Blütenpflanze	f18r::große abgebildete Blütenpflanze	31	1	0	1	G407-E0574	G407-E0589	G407-E0574|G407-E0575|G407-E0576|G407-E0577|G407-E0578|G407-E0579|G407-E0580|G407-E0581|G407-E0582|G407-E0583|G407-E0584|G407-E0585|G407-E0586|G407-E0587|G407-E0588|G407-E0589	OK+AL|Y|DA+R+Y|OL|CH+T+AL|OK+SH+AL|OK+AL|D_ADDR+AR|SH+OR|OK+OL|OL|Y+D_ADDR+AIIN|S+OT+AIIN|OK+CH+Y|CH+K+OL|CH+OR
G457-A013	G404-S009	f24v	HERBAL	F24V_WHOLE_PLANT	f24v::F24V_WHOLE_PLANT	30	6	0	10	G407-E0620	G407-E0635	G407-E0620|G407-E0621|G407-E0622|G407-E0623|G407-E0624|G407-E0625|G407-E0626|G407-E0627|G407-E0628|G407-E0629|G407-E0630|G407-E0631|G407-E0632|G407-E0633|G407-E0634|G407-E0635	D_ADDR+CH+OR|OT+OL|OT+IIN+R|OT+CH+O+S|OK+CH+O+AM_ADDR|OK+CH+O|O+CH+T+Y+L|O+D_ADDR+CH+EE+S|O+E+S+E+AR+LOCAL_CHAR_I+E+S|OK+AM_ADDR|CH+CH+T|Y+AL|SH|OK+OL|OK+AIIN|O+D_ADDR+AIIN
G457-A014	G404-S010	f24v	HERBAL	F24V_WHOLE_PLANT	f24v::F24V_WHOLE_PLANT	50	19	13	30	G407-E0670	G407-E0685	G407-E0670|G407-E0671|G407-E0672|G407-E0673|G407-E0674|G407-E0675|G407-E0676|G407-E0677|G407-E0678|G407-E0679|G407-E0680|G407-E0681|G407-E0682|G407-E0683|G407-E0684|G407-E0685	OK+CH|OK|OK+CH+AL|O+EEE+Y|CH+E+O+L|OL|O+D_ADDR+OR|SH+O|D_ADDR+O|OT+OL+O+D_ADDR+AL|D_ADDR+O+IIN+R|CH+EE+O+D_ADDR+AM_ADDR|SH+O|SH+O|Y|CH+E+Y
G457-A015	P1009-S026	f55v	HERBAL	große aromatische Doldenpflanze	f55v::große aromatische Doldenpflanze	56	25	21	38	G407-E0763	G407-E0778	G407-E0763|G407-E0764|G407-E0765|G407-E0766|G407-E0767|G407-E0768|G407-E0769|G407-E0770|G407-E0771|G407-E0772|G407-E0773|G407-E0774|G407-E0775|G407-E0776|G407-E0777|G407-E0778	OK+AIIN|Y+K+AIN|OT+A_ADDR+K+Y|O+AIIN|OL|S|AIIN|OK+AIIN|OK+Y|Y+T+AIIN|OT+AR|Y|K+AL|Y+K+AR|OL|Y+K+AIIN
G457-A016	P1009-S029	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	f56r::stachelköpfiges Kraut in mehreren Reifestufen	45	12	6	7	G407-E0809	G407-E0824	G407-E0809|G407-E0810|G407-E0811|G407-E0812|G407-E0813|G407-E0814|G407-E0815|G407-E0816|G407-E0817|G407-E0818|G407-E0819|G407-E0820|G407-E0821|G407-E0822|G407-E0823|G407-E0824	OL+Y|K+OR+CH+Y|CH+Y+K+E+Y|CH+OT+Y|SH+OK+AIIN|OL+Y|OK+OL|Y|K+EE+Y|OK+EE+Y|OK+EE+Y|OK+S+Y|OT|CH+OR|CH+OR|OK+OR
G457-A017	P1009-S030	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	f56r::stachelköpfiges Kraut in mehreren Reifestufen	54	13	10	27	G407-E0874	G407-E0889	G407-E0874|G407-E0875|G407-E0876|G407-E0877|G407-E0878|G407-E0879|G407-E0880|G407-E0881|G407-E0882|G407-E0883|G407-E0884|G407-E0885|G407-E0886|G407-E0887|G407-E0888|G407-E0889	K+CH+AL|S|OL|CH+OT+OL|OT+Y|T+CH+O|T+OL|OL|CH+T+Y|OT+Y|CH+O+D_ADDR+Y|CH+T+O|R|Y|K+CH+AR+LOCAL_CHAR_G|OK+EE+Y
G457-A018	P1009-S032	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	f67r2::zwei getrennte Himmelsräder und Tabelle	19	2	1	2	G407-E0910	G407-E0925	G407-E0910|G407-E0911|G407-E0912|G407-E0913|G407-E0914|G407-E0915|G407-E0916|G407-E0917|G407-E0918|G407-E0919|G407-E0920|G407-E0921|G407-E0922|G407-E0923|G407-E0924|G407-E0925	OK+O+E+S|O+E+K+AIN|Y|OT+Y|S+OR+AIIN+R|Y|O+P+Y|AIIN|AL|Y+D_ADDR+CH+O+S|AIN|AR|AM_ADDR+Y|CH+O+CH+LOCAL_CHAR_F+Y|S+AR+AL|S+AIN
G457-A019	P1009-S041	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	f67r2::zwei getrennte Himmelsräder und Tabelle	36	21	16	17	G407-E1008	G407-E1023	G407-E1008|G407-E1009|G407-E1010|G407-E1011|G407-E1012|G407-E1013|G407-E1014|G407-E1015|G407-E1016|G407-E1017|G407-E1018|G407-E1019|G407-E1020|G407-E1021|G407-E1022|G407-E1023	Y+K+CH+E+Y|Y+K+CH+E+Y|OK+E+O+CH+Y|O+AIIN|OK+OL|AR|OL+AR|Y+SH+E+Y|OK+EE+O+D_ADDR+Y|CH+E+O+S|O+EE+O+S|CARRIER_Q+O+CH+K+Y|CH+O+S|AIIN|OK+EE+O+D_ADDR+Y|OK+O+AIIN
G457-A020	P1009-S044	f68r1	CELESTIAL	mehrteilige Sternstellentafel	f68r1::mehrteilige Sternstellentafel	16	1	0	1	G407-E1043	G407-E1058	G407-E1043|G407-E1044|G407-E1045|G407-E1046|G407-E1047|G407-E1048|G407-E1049|G407-E1050|G407-E1051|G407-E1052|G407-E1053|G407-E1054|G407-E1055|G407-E1056|G407-E1057|G407-E1058	CH+P+OR|CH+E+O+K+OR+CH+E+Y|CH+O+D_ADDR|Y+K+OR|SH+E+Y|CARRIER_Q+O+CH+EE+Y|OK+AL|OK+EE+Y|R+OR|E+CH+K+E+AR|DA+R+A_ADDR+AM_ADDR|D_ADDR+CH+OR|OK+A_ADDR+LOCAL_CHAR_I+IIN|Y+K+Y|DA+R+Y|CH+K+CH+Y+K+OL+Y
G457-A021	P1009-S045	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	f71v::erste lokale Figuren-/Sternringgruppe	19	4	2	3	G407-E1061	G407-E1076	G407-E1061|G407-E1062|G407-E1063|G407-E1064|G407-E1065|G407-E1066|G407-E1067|G407-E1068|G407-E1069|G407-E1070|G407-E1071|G407-E1072|G407-E1073|G407-E1074|G407-E1075|G407-E1076	OT+EE+O+D_ADDR+AIIN|SH+E|A_ADDR+T+EE+Y|AIIN|OT+E+O+K+EE+Y|AL|AL|OT+EE+Y|T+EE+Y|Y|OT+CH+Y|K+EE+Y|SH+EE+O|O+CH+E+Y|Y|OT+CH+E+O+D_ADDR+AL
G457-A022	P1009-S046	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	f71v::erste lokale Figuren-/Sternringgruppe	18	3	0	1	G407-E1078	G407-E1093	G407-E1078|G407-E1079|G407-E1080|G407-E1081|G407-E1082|G407-E1083|G407-E1084|G407-E1085|G407-E1086|G407-E1087|G407-E1088|G407-E1089|G407-E1090|G407-E1091|G407-E1092|G407-E1093	CH+E+O+L|OT+AR|OK+AM_ADDR|OT+E+O+D_ADDR+AR|CH+P+CH+Y|AR|AL|AIIN|OT+E+O+SH+AR|OK+E+O+D_ADDR+AL+Y|OT+EE+Y|T+EEE+Y|OT+EE+Y|K+E+OR|OR|AR+OL
G457-A023	P1009-S047	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	f71v::zweite lokale Figuren-/Sternringgruppe	27	12	6	7	G407-E1102	G407-E1117	G407-E1102|G407-E1103|G407-E1104|G407-E1105|G407-E1106|G407-E1107|G407-E1108|G407-E1109|G407-E1110|G407-E1111|G407-E1112|G407-E1113|G407-E1114|G407-E1115|G407-E1116|G407-E1117	OK+E+O|D_ADDR+AR|OT+Y|OT+O|K+AIIN|Y|T+AL|OT+CH+R|CH+T+O+S|CH+E+O+R|SH+E+P+CH+OL|OT+OR|SH+E+O|SH+O+P+CH+O|AR|AL+Y
G457-A024	P1009-S053	f72r	CELESTIAL	Tierkreis-Ringgruppe A	f72r::Tierkreis-Ringgruppe A	27	12	8	9	G407-E1160	G407-E1175	G407-E1160|G407-E1161|G407-E1162|G407-E1163|G407-E1164|G407-E1165|G407-E1166|G407-E1167|G407-E1168|G407-E1169|G407-E1170|G407-E1171|G407-E1172|G407-E1173|G407-E1174|G407-E1175	AL+AIIN|CH+K+E+OL|K+OL|OT+O+S|AR|AIIN|OT+AM_ADDR|OT+AM_ADDR|CH+OT+AM_ADDR|S+AL|OK+E+O|D_ADDR+AR|AR|A_ADDR+AL|D_ADDR+AR|OK+EE+Y
G457-A025	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	f72r::Tierkreis-Ringgruppe D	41	1	0	1	G407-E1219	G407-E1234	G407-E1219|G407-E1220|G407-E1221|G407-E1222|G407-E1223|G407-E1224|G407-E1225|G407-E1226|G407-E1227|G407-E1228|G407-E1229|G407-E1230|G407-E1231|G407-E1232|G407-E1233|G407-E1234	OT+E+O+S_ADDR|AIIN|OK+E+O|AIIN|OK+EE+Y|CH+E+O|K+E+O+AL|OL|OK+E+OL|OL+Y|OT+E+O+K+EE+Y|T+E+Y|OK+AIIN|OK+CH+AL|Y|AL
G457-A026	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r::Tierkreis-Ringgruppe E	17	2	1	2	G407-E1261	G407-E1276	G407-E1261|G407-E1262|G407-E1263|G407-E1264|G407-E1265|G407-E1266|G407-E1267|G407-E1268|G407-E1269|G407-E1270|G407-E1271|G407-E1272|G407-E1273|G407-E1274|G407-E1275|G407-E1276	T+E+Y|T+E+O+D_ADDR+AL|OK+AL+Y|OL|CH+E+O+L|OL|AIIN|OT+E+O|AIIN|SH+OK+AL|OT+E+Y|OT+AIIN|OT+AL+Y|AL|OK+AL+Y|AL+CHD+DY
G457-A027	P1009-S067	f72r	CELESTIAL	Tierkreis-Ringgruppe H	f72r::Tierkreis-Ringgruppe H	36	3	1	20	G407-E1372	G407-E1387	G407-E1372|G407-E1373|G407-E1374|G407-E1375|G407-E1376|G407-E1377|G407-E1378|G407-E1379|G407-E1380|G407-E1381|G407-E1382|G407-E1383|G407-E1384|G407-E1385|G407-E1386|G407-E1387	CH+T+E+O+S|D_ADDR+OT+EE+Y|S+OR|OT+E+OL|SH+OL|SH+EE+LOCAL_CHAR_G|OK+E+O+D_ADDR+Y|E+OL|SH+E+Y|SH+E+Y|SH+OT+EE+Y|CH+E+O+R|Y+T+EE+Y|OK+EE+OL|Y|OK+EE+O
G457-A028	P1009-S075	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	20	5	3	4	G407-E1442	G407-E1457	G407-E1442|G407-E1443|G407-E1444|G407-E1445|G407-E1446|G407-E1447|G407-E1448|G407-E1449|G407-E1450|G407-E1451|G407-E1452|G407-E1453|G407-E1454|G407-E1455|G407-E1456|G407-E1457	OR+Y|E+Y|K+AIN|SH+EE+K+Y|L+T+AIN|OL+K+AR|OR|DA+CH+K+Y|L+K+AM_ADDR+O|Y+K+EE+Y|L+SH+E+Y|K+AL|Y|SH+E+Y|OK|SH+E+Y
G457-A029	P1009-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	50	19	14	31	G407-E1621	G407-E1636	G407-E1621|G407-E1622|G407-E1623|G407-E1624|G407-E1625|G407-E1626|G407-E1627|G407-E1628|G407-E1629|G407-E1630|G407-E1631|G407-E1632|G407-E1633|G407-E1634|G407-E1635|G407-E1636	K+AR|CHD+Y|S+AR|P+Y|K+SH+E+Y|OK+EE+Y|OK+AL|S+SH+E+Y|OL|CHD+Y+OK+AM_ADDR|OK+AIN|OL+K+EE+Y|OL+K+AR+Y|S+AIN|CH+T+Y|L+OR
G457-A030	P1009-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	38	23	10	11	G407-E2686	G407-E2701	G407-E2686|G407-E2687|G407-E2688|G407-E2689|G407-E2690|G407-E2691|G407-E2692|G407-E2693|G407-E2694|G407-E2695|G407-E2696|G407-E2697|G407-E2698|G407-E2699|G407-E2700|G407-E2701	CH+E+S|L+CH+E+AR|AL|CH+R|S+L|S|AIN|OL|R+AIIN|L+O+D_ADDR|AIIN|CH+L+CH+P+SH+EE+Y|T+AL|CH+E+O+L|DA+LOCAL_CHAR_G|A_ADDR+S
G457-A031	G404-S014	f81r	BIOLOGICAL	F81R_UPPER_POOL	f81r::F81R_UPPER_POOL	18	3	1	2	G407-E2720	G407-E2735	G407-E2720|G407-E2721|G407-E2722|G407-E2723|G407-E2724|G407-E2725|G407-E2726|G407-E2727|G407-E2728|G407-E2729|G407-E2730|G407-E2731|G407-E2732|G407-E2733|G407-E2734|G407-E2735	OL+Y|CH+E+Y|L+SH+L|AL+CHD|OK+OL|OL|OT+AR|CHD+Y|OK+Y|OT+E+Y|L|SH+EE+S_ADDR|OL+K+AL|OL|CHD+Y|OK+AR
G457-A032	G404-S015	f81r	BIOLOGICAL	F81R_UPPER_POOL	f81r::F81R_UPPER_POOL	29	14	1	2	G407-E2738	G407-E2753	G407-E2738|G407-E2739|G407-E2740|G407-E2741|G407-E2742|G407-E2743|G407-E2744|G407-E2745|G407-E2746|G407-E2747|G407-E2748|G407-E2749|G407-E2750|G407-E2751|G407-E2752|G407-E2753	OK+AIN|OL|OL|CH+CH+T+Y|Y+K+EE+D_ADDR+Y|AL|OL|CH+E+O+L|OK+EE+Y|OL|OL|OL+AIIN|OL|OR|AIN|S+AR
G457-A033	G404-S043	f81r	BIOLOGICAL	F81R_LOWER_POOL	f81r::F81R_LOWER_POOL	23	8	3	4	G407-E2843	G407-E2858	G407-E2843|G407-E2844|G407-E2845|G407-E2846|G407-E2847|G407-E2848|G407-E2849|G407-E2850|G407-E2851|G407-E2852|G407-E2853|G407-E2854|G407-E2855|G407-E2856|G407-E2857|G407-E2858	OL+SH+E+Y|OT+E+Y|L+OL|OT+AL|CHD+Y|OL|OL|AIIN|OL|CHD+AR|OL|OL+Y|Y|OK+AIN|SH+E+CH+K+Y|S+O+IIN
G457-A034	P1009-S400	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v::gemeinsames zweireihiges Badfeld	17	2	0	1	G407-E3018	G407-E3033	G407-E3018|G407-E3019|G407-E3020|G407-E3021|G407-E3022|G407-E3023|G407-E3024|G407-E3025|G407-E3026|G407-E3027|G407-E3028|G407-E3029|G407-E3030|G407-E3031|G407-E3032|G407-E3033	OT+Y|D_ADDR+AIR+A_ADDR+AM_ADDR|Y+SH+E+Y|OK+EE+Y|OK+EE+Y|OK+Y|Y+K+EE+Y|OK+Y|OK+Y|L+K+Y|OL+CH+Y|K+Y|D_ADDR+SH+OL+Y+D_ADDR|OL|OL|CHD+Y
G457-A035	P1009-S473	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r::mehrere getrennte Bad- und Leitungsstationen	23	8	7	8	G407-E3348	G407-E3363	G407-E3348|G407-E3349|G407-E3350|G407-E3351|G407-E3352|G407-E3353|G407-E3354|G407-E3355|G407-E3356|G407-E3357|G407-E3358|G407-E3359|G407-E3360|G407-E3361|G407-E3362|G407-E3363	OK+AIIN|CH+E+O+R|SH+EE+Y|OK+AIIN|SH+CH+K+E+Y|OL|K+EEE+D_ADDR+Y|OK+EEE+Y|R+A_ADDR+S+Y|SH+EE+Y|CH+T+E+Y|OK+EE+Y|L+EE+Y|AIIN|Y|OK+EEE+DY
G457-A036	P1009-S498	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r::mehrere getrennte Bad- und Leitungsstationen	20	5	1	2	G407-E3436	G407-E3451	G407-E3436|G407-E3437|G407-E3438|G407-E3439|G407-E3440|G407-E3441|G407-E3442|G407-E3443|G407-E3444|G407-E3445|G407-E3446|G407-E3447|G407-E3448|G407-E3449|G407-E3450|G407-E3451	L+CH+EE+OR|OK+AIN|CH+EE+D_ADDR+Y|L+CHD|T+AIIN|SH+E+AIIN|CH+CH+K+E+Y|L+Y|L+CH+K+Y|SH+EE+Y|L+R|Y|R+AIN|S+AIN|OL|CH+E+O+L
G457-A037	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r::Variantenatlas lokaler Becken und Anwendungen	19	4	0	1	G407-E3532	G407-E3547	G407-E3532|G407-E3533|G407-E3534|G407-E3535|G407-E3536|G407-E3537|G407-E3538|G407-E3539|G407-E3540|G407-E3541|G407-E3542|G407-E3543|G407-E3544|G407-E3545|G407-E3546|G407-E3547	R|SH+E+K+E+D_ADDR+Y|CARRIER_Q+O+P+SH+D_ADDR+Y|CARRIER_Q+O+P+Y|OL+K+EE+Y|R+CH+S|CH+EE+LOCAL_CHAR_B|OL+S|AIIN|S+K+AL|AIN|CH+T+AL|S|AIIN|CH+K+Y|L+AL
G457-A038	P1009-S589	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r::Variantenatlas lokaler Becken und Anwendungen	16	1	0	1	G407-E3780	G407-E3795	G407-E3780|G407-E3781|G407-E3782|G407-E3783|G407-E3784|G407-E3785|G407-E3786|G407-E3787|G407-E3788|G407-E3789|G407-E3790|G407-E3791|G407-E3792|G407-E3793|G407-E3794|G407-E3795	OL+K+EE+Y|E+K+E+Y|R+AL+Y|OL|S+OL+CH+K+AL|CH+E+O+L|OT+AR|OL|AIIN|OL|AIN|Y|L+AL+OR|OL|R+T+AIN|CH+T+AL
G457-A039	P1009-S590	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r::sechzehn Drogenposten und drei Gefäßansätze	47	32	10	11	G407-E3806	G407-E3821	G407-E3806|G407-E3807|G407-E3808|G407-E3809|G407-E3810|G407-E3811|G407-E3812|G407-E3813|G407-E3814|G407-E3815|G407-E3816|G407-E3817|G407-E3818|G407-E3819|G407-E3820|G407-E3821	K+E+OL|CH+E+AR|SH+E+K+OR|OK+OR|AIIN|S+AR|S|AIIN|OK+Y|S+AM_ADDR|O+AIN|OR|O+AM_ADDR|OT+AM_ADDR|OK+E+O+AM_ADDR|CH+EE+OR
G457-A040	P1009-S592	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r::sechzehn Drogenposten und drei Gefäßansätze	33	18	12	13	G407-E3861	G407-E3876	G407-E3861|G407-E3862|G407-E3863|G407-E3864|G407-E3865|G407-E3866|G407-E3867|G407-E3868|G407-E3869|G407-E3870|G407-E3871|G407-E3872|G407-E3873|G407-E3874|G407-E3875|G407-E3876	Y|S|AIIN|CH+OR|OT+E+OR|AIIN|CH+O+S+AL+S|E+OL|CH+OR|O+L+SH+E+O+D_ADDR+Y|OK+E+OL|SH+O+Y|OL|SH+EE+OL|SH+E+OL+D_ADDR+LOCAL_CHAR_G|Y+Y
G457-A041	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r::sechzehn Drogenposten und drei Gefäßansätze	41	26	17	18	G407-E3906	G407-E3921	G407-E3906|G407-E3907|G407-E3908|G407-E3909|G407-E3910|G407-E3911|G407-E3912|G407-E3913|G407-E3914|G407-E3915|G407-E3916|G407-E3917|G407-E3918|G407-E3919|G407-E3920|G407-E3921	AR|AL+S+Y|K+OR|Y|OK+OL|CH+E+O+L|CH+O+D_ADDR+Y|OK+OL|K+CH+OR|OL|AL|Y+K+EEE+Y|CH+E+O+R|CH+E+O+T+E+Y|CH+E+O+L|OK+E+OR
