length_id	island_length	island_id	anchor_id	island_position	event_id	stream_ordinal	statement_id	physical_page	owner_de	source_recipe	replacement_recipe	neighbor_id	mutation_family	variant_selection_rule	nested_anchor_rule
L01	1	G457-L01-G457-A011	G457-A011	1	G407-E0553	553	P1009-S020	f18r	große abgebildete Blütenpflanze	CH+T+AIIN	CH+AIIN+T	G447-N06647	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A012	G457-A012	1	G407-E0574	574	P1009-S022	f18r	große abgebildete Blütenpflanze	OK+AL	AL	G447-N14917	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A013	G457-A013	1	G407-E0620	620	G404-S009	f24v	F24V_WHOLE_PLANT	D_ADDR+CH+OR	D_ADDR+CH+AIIN	G447-N08335	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A014	G457-A014	1	G407-E0670	670	G404-S010	f24v	F24V_WHOLE_PLANT	OK+CH	CH+OK	G447-N15351	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A015	G457-A015	1	G407-E0763	763	P1009-S026	f55v	große aromatische Doldenpflanze	OK+AIIN	AIIN	G447-N14840	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A016	G457-A016	1	G407-E0809	809	P1009-S029	f56r	stachelköpfiges Kraut in mehreren Reifestufen	OL+Y	OL	G447-N18495	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A017	G457-A017	1	G407-E0874	874	P1009-S030	f56r	stachelköpfiges Kraut in mehreren Reifestufen	K+CH+AL	CH+AL	G447-N09798	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A018	G457-A018	1	G407-E0910	910	P1009-S032	f67r2	zwei getrennte Himmelsräder und Tabelle	OK+O+E+S	CH+O+E+S	G447-N16994	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A019	G457-A019	1	G407-E1008	1008	P1009-S041	f67r2	zwei getrennte Himmelsräder und Tabelle	Y+K+CH+E+Y	Y+CHD+CH+E+Y	G447-N28989	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A020	G457-A020	1	G407-E1043	1043	P1009-S044	f68r1	mehrteilige Sternstellentafel	CH+P+OR	CH+OR	G447-N06488	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A021	G457-A021	1	G407-E1061	1061	P1009-S045	f71v	erste lokale Figuren-/Sternringgruppe	OT+EE+O+D_ADDR+AIIN	OL+EE+O+D_ADDR+AIIN	G447-N19433	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A022	G457-A022	1	G407-E1078	1078	P1009-S046	f71v	erste lokale Figuren-/Sternringgruppe	CH+E+O+L	CH+E+O+AIR	G447-N03228	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A023	G457-A023	1	G407-E1102	1102	P1009-S047	f71v	zweite lokale Figuren-/Sternringgruppe	OK+E+O	E+O	G447-N16160	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A024	G457-A024	1	G407-E1160	1160	P1009-S053	f72r	Tierkreis-Ringgruppe A	AL+AIIN	AIR+AIIN	G447-N00250	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A025	G457-A025	1	G407-E1219	1219	P1009-S057	f72r	Tierkreis-Ringgruppe D	OT+E+O+S_ADDR	OL+E+O+S_ADDR	G447-N19313	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A026	G457-A026	1	G407-E1261	1261	P1009-S058	f72r	Tierkreis-Ringgruppe E	T+E+Y	E+T+Y	G447-N27621	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A027	G457-A027	1	G407-E1372	1372	P1009-S067	f72r	Tierkreis-Ringgruppe H	CH+T+E+O+S	CH+E+O+S	G447-N06868	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A028	G457-A028	1	G407-E1442	1442	P1009-S075	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OR+Y	AIIN+Y	G447-N18634	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A029	G457-A029	1	G407-E1621	1621	P1009-S109	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	K+AR	AR	G447-N09675	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A030	G457-A030	1	G407-E2686	2686	P1009-S382	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH+E+S	CH+S+E	G447-N03592	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A031	G457-A031	1	G407-E2720	2720	G404-S014	f81r	F81R_UPPER_POOL	OL+Y	OL	G447-N18495	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A032	G457-A032	1	G407-E2738	2738	G404-S015	f81r	F81R_UPPER_POOL	OK+AIN	AIN+OK	G447-N14853	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A033	G457-A033	1	G407-E2843	2843	G404-S043	f81r	F81R_LOWER_POOL	OL+SH+E+Y	OL+CH+E+Y	G447-N18391	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A034	G457-A034	1	G407-E3018	3018	P1009-S400	f81v	gemeinsames zweireihiges Badfeld	OT+Y	OL+Y	G447-N19748	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A035	G457-A035	1	G407-E3348	3348	P1009-S473	f82r	mehrere getrennte Bad- und Leitungsstationen	OK+AIIN	AIIN	G447-N14840	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A036	G457-A036	1	G407-E3436	3436	P1009-S498	f82r	mehrere getrennte Bad- und Leitungsstationen	L+CH+EE+OR	CH+L+EE+OR	G447-N11393	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A037	G457-A037	1	G407-E3532	3532	P1009-S521	f83r	Variantenatlas lokaler Becken und Anwendungen	R	CH	G447-N21333	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A038	G457-A038	1	G407-E3780	3780	P1009-S589	f83r	Variantenatlas lokaler Becken und Anwendungen	OL+K+EE+Y	K+EE+Y	G447-N18061	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A039	G457-A039	1	G407-E3806	3806	P1009-S590	f88r	sechzehn Drogenposten und drei Gefäßansätze	K+E+OL	E+K+OL	G447-N10241	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A040	G457-A040	1	G407-E3861	3861	P1009-S592	f88r	sechzehn Drogenposten und drei Gefäßansätze	Y	AIIN	G447-N28193	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A041	G457-A041	1	G407-E3906	3906	P1009-S594	f88r	sechzehn Drogenposten und drei Gefäßansätze	AR	AIR	G447-N00695	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A042	G457-A042	1	G407-E3932	3932	P1009-S595	f88v	erste Gefaess-/Zutatengruppe	CH+E+O+R	CH+E+O+CH	G447-N03324	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A043	G457-A043	1	G407-E3952	3952	P1009-S596	f88v	erste Gefaess-/Zutatengruppe	CH+K+Y	CH+CHD+Y	G447-N04691	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A044	G457-A044	1	G407-E3976	3976	P1009-S600	f88v	zweite Gefaess-/Zutatengruppe	Y+SH+E+O+D_ADDR	AIIN+SH+E+O+D_ADDR	G447-N30079	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A045	G457-A045	1	G407-E4001	4001	P1009-S602	f88v	zweite Gefaess-/Zutatengruppe	O+D_ADDR+AIIN	D_ADDR+AIIN	G447-N13444	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A046	G457-A046	1	G407-E4027	4027	P1009-S605	f88v	zweite Gefaess-/Zutatengruppe	OT+E+O	OL+E+O	G447-N19228	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A047	G457-A047	1	G407-E4072	4072	P1009-S610	f89r	Gefäß-/Pflanzenteilgruppe A	O+CH+T+Y	O+CH+CH+Y	G447-N13304	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A048	G457-A048	1	G407-E4124	4124	P1009-S612	f89r	Gefäß-/Pflanzenteilgruppe B	CH+E+O+S	CH+E+O	G447-N03373	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A049	G457-A049	1	G407-E4150	4150	P1009-S614	f89r	Gefäß-/Pflanzenteilgruppe C	Y+DA+AM_ADDR	DA+Y+AM_ADDR	G447-N28547	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A050	G457-A050	1	G407-E4200	4200	P1009-S617	f89r	Gefäß-/Pflanzenteilgruppe D	CH+AL+Y	AL+CH+Y	G447-N02007	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A051	G457-A051	1	G407-E4244	4244	P1009-S620	f89r	Gefäß-/Pflanzenteilgruppe E	L+K+E+O+P+OL	K+E+O+P+OL	G447-N11953	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A052	G457-A052	1	G407-E4264	4264	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	T+O+S	CH+O+S	G447-N27826	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A053	G457-A053	1	G407-E4354	4354	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	S+CH+E+O+R	CHD+CH+E+O+R	G447-N22417	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A054	G457-A054	1	G407-E4411	4411	G404-S063	f95v	F95V_WHOLE_PLANT	AL+OR	AL	G447-N00540	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L01	1	G457-L01-G457-A055	G457-A055	1	G407-E4433	4433	G404-S065	f95v	F95V_WHOLE_PLANT	AIN	AIIN	G447-N00049	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A001	G457-A001	1	G407-E0006	6	G404-S001	f1r	F1R_TEXT_BLOCK_A	SH+OR+Y	OR+SH+Y	G447-N26925	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A001	G457-A001	2	G407-E0007	7	G404-S001	f1r	F1R_TEXT_BLOCK_A	CH+T+R+E+S	CH+R+E+S	G447-N07314	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A002	G457-A002	1	G407-E0135	135	G404-S005	f1r	F1R_TEXT_BLOCK_C	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	A_ADDR+LOCAL_CHAR_I+Y	G447-N08095	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A002	G457-A002	2	G407-E0136	136	G404-S005	f1r	F1R_TEXT_BLOCK_C	Y+T+O	T+O	G447-N30542	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A003	G457-A003	1	G407-E0160	160	G404-S006	f1r	F1R_TEXT_BLOCK_D	CH+P+O	CH+CHD+O	G447-N06352	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A003	G457-A003	2	G407-E0161	161	G404-S006	f1r	F1R_TEXT_BLOCK_D	SH+AIIN	AIIN+SH	G447-N23667	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A004	G457-A004	1	G407-E0237	237	P1009-S001	f10r	zweiknolliges blauköpfiges Heilkraut	CH+O+CH+T+Y	CH+O+CH+CHD+Y	G447-N05110	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A004	G457-A004	2	G407-E0238	238	P1009-S001	f10r	zweiknolliges blauköpfiges Heilkraut	OT+Y	OL+Y	G447-N19748	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A005	G457-A005	1	G407-E0283	283	P1009-S002	f10r	zweiknolliges blauköpfiges Heilkraut	AIIN	AIN	G447-N00002	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A005	G457-A005	2	G407-E0284	284	P1009-S002	f10r	zweiknolliges blauköpfiges Heilkraut	D_ADDR+AR	AR+D_ADDR	G447-N07991	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A006	G457-A006	1	G407-E0323	323	P1009-S004	f11r	blühender dreikroniger Sodenstock	AIIN	AIN	G447-N00002	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A006	G457-A006	2	G407-E0324	324	P1009-S004	f11r	blühender dreikroniger Sodenstock	OT+Y	OL+Y	G447-N19748	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A007	G457-A007	1	G407-E0367	367	P1009-S005	f13r	große Wurzelkrone mit Blatt und Blütenstand	O+P+Y	O+CH+Y	G447-N14594	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A007	G457-A007	2	G407-E0368	368	P1009-S005	f13r	große Wurzelkrone mit Blatt und Blütenstand	SH+OL	CH+OL	G447-N26815	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A008	G457-A008	1	G407-E0460	460	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	O+D_ADDR+CH+T+Y	O+D_ADDR+CH+CH+Y	G447-N13533	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A008	G457-A008	2	G407-E0461	461	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	O+D_ADDR+S	D_ADDR+O+S	G447-N13577	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A009	G457-A009	1	G407-E0505	505	P1009-S017	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	DA+S	DA	G447-N07860	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A009	G457-A009	2	G407-E0506	506	P1009-S017	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CH+Y+P+CH+AM_ADDR	CH+Y+CHD+CH+AM_ADDR	G447-N07463	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A010	G457-A010	1	G407-E0524	524	P1009-S019	f18r	große abgebildete Blütenpflanze	Y+K+OL	K+Y+OL	G447-N29555	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A010	G457-A010	2	G407-E0525	525	P1009-S019	f18r	große abgebildete Blütenpflanze	D_ADDR+AR	AR+D_ADDR	G447-N07991	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A011	G457-A011	1	G407-E0553	553	P1009-S020	f18r	große abgebildete Blütenpflanze	CH+T+AIIN	CH+AIIN+T	G447-N06647	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A011	G457-A011	2	G407-E0554	554	P1009-S020	f18r	große abgebildete Blütenpflanze	CH+T+OL	CH+CH+OL	G447-N07208	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A012	G457-A012	1	G407-E0574	574	P1009-S022	f18r	große abgebildete Blütenpflanze	OK+AL	AL	G447-N14917	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A012	G457-A012	2	G407-E0575	575	P1009-S022	f18r	große abgebildete Blütenpflanze	Y	AIIN	G447-N28193	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A013	G457-A013	1	G407-E0620	620	G404-S009	f24v	F24V_WHOLE_PLANT	D_ADDR+CH+OR	D_ADDR+CH+AIIN	G447-N08335	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A013	G457-A013	2	G407-E0621	621	G404-S009	f24v	F24V_WHOLE_PLANT	OT+OL	OL	G447-N19625	ATOM_DELETION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A014	G457-A014	1	G407-E0670	670	G404-S010	f24v	F24V_WHOLE_PLANT	OK+CH	CH+OK	G447-N15351	ADJACENT_SWAP	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
L02	2	G457-L02-G457-A014	G457-A014	2	G407-E0671	671	G404-S010	f24v	F24V_WHOLE_PLANT	OK	CH	G447-N14831	SAME_CLASS_SUBSTITUTION	SOURCE_BOUND_SHA256_MIN__NO_OUTCOME_FIELD	PREFIX_OF_FIXED_16_CARD_WINDOW
