event_serial	statement_id	record_unit_id	page	assigned_renderer	workshop_hand	master_card_id	semantic_atoms	actual_visible_surface	profile_preferred_surface	surface_match	learning_mode	revised_renderer_status
57	H4-S001	H4	f55v	R-D	KURZHAND	MC039	AIIN	chaiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
58	H4-S001	H4	f55v	R-D	KURZHAND	MC047	Y+AIN	ykain	ykain	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
59	H4-S001	H4	f55v	R-D	KURZHAND	MC148	Y+AIN	ykan	ykan	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
60	H4-S001	H4	f55v	R-D	KURZHAND	MC100	ODY	ody	ody	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
61	H4-S002	H4	f55v	R-D	KURZHAND	MC039	AIIN	daiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
62	H4-S002	H4	f55v	R-D	KURZHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
63	H4-S002	H4	f55v	R-D	KURZHAND	MC160	AL+AM	talam	talam	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
64	H4-S003	H4	f55v	R-D	KURZHAND	MC170	Y+AIIN	ykaiin	ykaiin	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
65	H4-S003	H4	f55v	R-D	KURZHAND	MC085	CHEO+AR	cheoar	cheoar	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
66	H4-S003	H4	f55v	R-D	KURZHAND	MC032	CHK+EE+Y	cheeky	cheeky	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
67	H4-S003	H4	f55v	R-D	KURZHAND	MC019	OL+CLOSE	oldy	oldy	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
68	H4-S004	H4	f55v	R-D	KURZHAND	MC039	AIIN	aiin	aiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
69	H4-S004	H4	f55v	R-D	KURZHAND	MC040	OK+AL	okal	okal	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
70	H4-S004	H4	f55v	R-D	KURZHAND	MC021	OL+CTH+Y	oltchy	oltchy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
71	H4-S004	H4	f55v	R-D	KURZHAND	MC080	OR	or	or	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
72	H4-S004	H4	f55v	R-D	KURZHAND	MC123	Y	y	y	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
73	H4-S004	H4	f55v	R-D	KURZHAND	MC072	OR+AIN	orain	orain	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
74	H5-S001	H5	f56r	R-C	S-FLUSSHAND	MC125	HO+OR	chochor	chochor	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
75	H5-S001	H5	f56r	R-C	S-FLUSSHAND	MC034	HO	cho	sho	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
76	H5-S001	H5	f56r	R-C	S-FLUSSHAND	MC010	HO+AL+Y	chodaly	chodaly	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
77	H5-S001	H5	f56r	R-C	S-FLUSSHAND	MC039	AIIN	daiin	saiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
78	H5-S001	H5	f56r	R-C	S-FLUSSHAND	MC034	HO	sho	sho	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
79	H5-S001	H5	f56r	R-C	S-FLUSSHAND	MC090	KCH+OL	kchol	kchol	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
80	H5-S001	H5	f56r	R-C	S-FLUSSHAND	MC013	OT+OR	otchor	otchor	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
81	H5-S001	H5	f56r	R-C	S-FLUSSHAND	MC026	OK+Y	choky	choky	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
82	H5-S001	H5	f56r	R-C	S-FLUSSHAND	MC154	AL	dal	sal	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
83	H5-S002	H5	f56r	R-C	S-FLUSSHAND	MC142	DCHOL	schol	schol	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
84	H5-S002	H5	f56r	R-C	S-FLUSSHAND	MC131	HO+Y	choy	choy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
85	H5-S002	H5	f56r	R-C	S-FLUSSHAND	MC026	OK+Y	choky	choky	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
86	H5-S002	H5	f56r	R-C	S-FLUSSHAND	MC099	EE+CKH+HO+CLOSE	cheeckhody	cheeckhody	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
87	H5-S003	H5	f56r	R-C	S-FLUSSHAND	MC114	SH	sh	sh	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
88	H5-S003	H5	f56r	R-C	S-FLUSSHAND	MC034	HO	cho	sho	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
89	H5-S003	H5	f56r	R-C	S-FLUSSHAND	MC122	KCH+E+Y	kchey	kchey	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
90	H5-S003	H5	f56r	R-C	S-FLUSSHAND	MC015	OK+OK+Y	qokokchy	qokokchy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
91	H5-S004	H5	f56r	R-C	S-FLUSSHAND	MC103	OK+Y	okchy	chokchy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
92	H5-S004	H5	f56r	R-C	S-FLUSSHAND	MC006	OK+CHEO	chokcheo	chokcheo	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
93	H5-S004	H5	f56r	R-C	S-FLUSSHAND	MC077	KCH+AL	kchal	kchal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
94	H5-S005	H5	f56r	R-C	S-FLUSSHAND	MC034	HO	sho	sho	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
95	H5-S005	H5	f56r	R-C	S-FLUSSHAND	MC103	OK+Y	chokchy	chokchy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
96	H5-S005	H5	f56r	R-C	S-FLUSSHAND	MC136	CHEO+AR	kchoar	kchoar	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
97	H5-S005	H5	f56r	R-C	S-FLUSSHAND	MC068	OT+DAN	sotodan	sotodan	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
98	H5-S006	H5	f56r	R-C	S-FLUSSHAND	MC171	OT+Y	otchey	otchey	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
99	H5-S006	H5	f56r	R-C	S-FLUSSHAND	MC104	E+OL	keol	keol	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
100	H5-S006	H5	f56r	R-C	S-FLUSSHAND	MC039	AIIN	daiin	saiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
101	B1-S001	B1	f81v	R-D	KURZHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
102	B1-S002	B1	f81v	R-D	KURZHAND	MC120	OK+AIIN	okaiin	okaiin	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
103	B1-S002	B1	f81v	R-D	KURZHAND	MC023	AIR	kair	kair	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
104	B1-S002	B1	f81v	R-D	KURZHAND	MC040	OK+AL	okal	okal	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
105	B1-S002	B1	f81v	R-D	KURZHAND	MC055	AR	sar	dar	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
106	B1-S002	B1	f81v	R-D	KURZHAND	MC153	OL	ol	ol	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
107	B1-S002	B1	f81v	R-D	KURZHAND	MC105	AIN	kain	kain	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
108	B1-S002	B1	f81v	R-D	KURZHAND	MC097	OL+AIN	olkain	olkain	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
109	B1-S002	B1	f81v	R-D	KURZHAND	MC154	AL	al	al	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
110	B1-S002	B1	f81v	R-D	KURZHAND	MC153	OL	ol	ol	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
111	B1-S002	B1	f81v	R-D	KURZHAND	MC016	OL	rol	rol	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
112	B1-S002	B1	f81v	R-D	KURZHAND	MC012	LOCAL_WHOLE	dl	dl	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
113	B1-S002	B1	f81v	R-D	KURZHAND	MC157	OL+OR	olor	olor	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
114	B1-S002	B1	f81v	R-D	KURZHAND	MC153	OL	ol	ol	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
115	B1-S002	B1	f81v	R-D	KURZHAND	MC058	CKH+E+AL	sheckhal	sheckhal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
116	B1-S002	B1	f81v	R-D	KURZHAND	MC039	AIIN	daiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
117	B1-S002	B1	f81v	R-D	KURZHAND	MC096	OK+EE+AL	qokeedal	qokeedal	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
118	B1-S002	B1	f81v	R-D	KURZHAND	MC039	AIIN	daiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
119	B1-S002	B1	f81v	R-D	KURZHAND	MC035	CKH+Y	chckhy	chckhy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
120	B1-S002	B1	f81v	R-D	KURZHAND	MC025	CHD+CLOSE	schedy	dchedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER	COPY_MASTER_EXEMPLAR_OVERRIDE
121	B1-S003	B1	f81v	R-D	KURZHAND	MC153	OL	qol	ol	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
122	B1-S003	B1	f81v	R-D	KURZHAND	MC061	SH+KCH+CHD+CLOSE	sshkchdy	sshkchdy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
123	B1-S004	B1	f81v	R-D	KURZHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
124	B1-S004	B1	f81v	R-D	KURZHAND	MC153	OL	ol	ol	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
125	B1-S004	B1	f81v	R-D	KURZHAND	MC128	SHED+E+CLOSE	shedy	tedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
126	B1-S005	B1	f81v	R-D	KURZHAND	MC028	OL+CHD+CLOSE	qolchedy	olchedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER	COPY_MASTER_EXEMPLAR_OVERRIDE
127	B1-S006	B1	f81v	R-D	KURZHAND	MC017	OK+AIN	qokain	okain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER	COPY_MASTER_EXEMPLAR_OVERRIDE
128	B1-S006	B1	f81v	R-D	KURZHAND	MC035	CKH+Y	shckhy	chckhy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
129	B1-S006	B1	f81v	R-D	KURZHAND	MC012	LOCAL_WHOLE	dl	dl	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
130	B1-S006	B1	f81v	R-D	KURZHAND	MC056	AL	ral	ral	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
131	B1-S007	B1	f81v	R-D	KURZHAND	MC088	OK+CHD+CLOSE	qokchdy	qokchdy	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
132	B1-S008	B1	f81v	R-D	KURZHAND	MC123	Y	chey	y	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
133	B1-S008	B1	f81v	R-D	KURZHAND	MC153	OL	ol	ol	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
134	B1-S008	B1	f81v	R-D	KURZHAND	MC147	CHK+E+Y	cheky	cheky	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
135	B1-S008	B1	f81v	R-D	KURZHAND	MC153	OL	ol	ol	YES	MEMORIZE_SHARED_17	PRIMARY_HABIT_MATCH
136	B1-S008	B1	f81v	R-D	KURZHAND	MC128	SHED+E+CLOSE	shedy	tedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD	COPY_MASTER_EXEMPLAR_OVERRIDE
137	B1-S009	B1	f81v	R-D	KURZHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
138	B1-S010	B1	f81v	R-D	KURZHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
139	B1-S011	B1	f81v	R-D	KURZHAND	MC035	CKH+Y	chckhy	chckhy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
140	B1-S011	B1	f81v	R-D	KURZHAND	MC026	OK+Y	qoky	oky	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	COPY_MASTER_EXEMPLAR_OVERRIDE
141	B1-S012	B1	f81v	R-D	KURZHAND	MC130	WASH	lsho	lsho	YES	COPY_SINGLETON_FROM_MASTER	PRIMARY_HABIT_MATCH
142	B1-S012	B1	f81v	R-D	KURZHAND	MC007	OK+E+Y	qokey	okey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER	COPY_MASTER_EXEMPLAR_OVERRIDE
143	B1-S012	B1	f81v	R-D	KURZHAND	MC038	WASH+CLOSE	lshedy	lshedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
144	B1-S013	B1	f81v	R-D	KURZHAND	MC038	WASH+CLOSE	lshedy	lshedy	YES	MEMORIZE_RECURRENT_SECTION_CARD	PRIMARY_HABIT_MATCH
145	B1-S014	B1	f81v	R-D	KURZHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17	SECONDARY_REPERTOIRE_MATCH
