case	edition	page	leaf	bundle	writer	paragraphs	observed_heads	source_ids	status	reason	candidate_codes	cuts	rejected_cuts	duplicate_positions
11	ZL3b	f103r	103	6	STAGE_PREFIX	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	polchedy pcheam tchoky qokechy pcholkchdy qokeey qoke{ca}r pchedy qokeey	ZL3b|f103r.18|G001;ZL3b|f103r.21|G001;ZL3b|f103r.24|G001;ZL3b|f103r.27|G001;ZL3b|f103r.30|G001;ZL3b|f103r.33|G001;ZL3b|f103r.35|G001;ZL3b|f103r.37|G001;ZL3b|f103r.40|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
12	ZL3b	f103r	103	6	STAGE_SUFFIX	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	polchedy pcheam tchoky qokechy pcholkchdy qokeey qoke{ca}r pchedy qokeey	ZL3b|f103r.18|G001;ZL3b|f103r.21|G001;ZL3b|f103r.24|G001;ZL3b|f103r.27|G001;ZL3b|f103r.30|G001;ZL3b|f103r.33|G001;ZL3b|f103r.35|G001;ZL3b|f103r.37|G001;ZL3b|f103r.40|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
13	ZL3b	f103r	103	7	STAGE_PREFIX	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	pcheam tchoky qokechy pcholkchdy qokeey qoke{ca}r pchedy qokeey tar	ZL3b|f103r.21|G001;ZL3b|f103r.24|G001;ZL3b|f103r.27|G001;ZL3b|f103r.30|G001;ZL3b|f103r.33|G001;ZL3b|f103r.35|G001;ZL3b|f103r.37|G001;ZL3b|f103r.40|G001;ZL3b|f103r.43|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
14	ZL3b	f103r	103	7	STAGE_SUFFIX	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	pcheam tchoky qokechy pcholkchdy qokeey qoke{ca}r pchedy qokeey tar	ZL3b|f103r.21|G001;ZL3b|f103r.24|G001;ZL3b|f103r.27|G001;ZL3b|f103r.30|G001;ZL3b|f103r.33|G001;ZL3b|f103r.35|G001;ZL3b|f103r.37|G001;ZL3b|f103r.40|G001;ZL3b|f103r.43|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
15	ZL3b	f103r	103	8	STAGE_PREFIX	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	tchoky qokechy pcholkchdy qokeey qoke{ca}r pchedy qokeey tar qokeedy	ZL3b|f103r.24|G001;ZL3b|f103r.27|G001;ZL3b|f103r.30|G001;ZL3b|f103r.33|G001;ZL3b|f103r.35|G001;ZL3b|f103r.37|G001;ZL3b|f103r.40|G001;ZL3b|f103r.43|G001;ZL3b|f103r.45|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
16	ZL3b	f103r	103	8	STAGE_SUFFIX	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	tchoky qokechy pcholkchdy qokeey qoke{ca}r pchedy qokeey tar qokeedy	ZL3b|f103r.24|G001;ZL3b|f103r.27|G001;ZL3b|f103r.30|G001;ZL3b|f103r.33|G001;ZL3b|f103r.35|G001;ZL3b|f103r.37|G001;ZL3b|f103r.40|G001;ZL3b|f103r.43|G001;ZL3b|f103r.45|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
17	ZL3b	f103r	103	9	STAGE_PREFIX	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	qokechy pcholkchdy qokeey qoke{ca}r pchedy qokeey tar qokeedy polarar	ZL3b|f103r.27|G001;ZL3b|f103r.30|G001;ZL3b|f103r.33|G001;ZL3b|f103r.35|G001;ZL3b|f103r.37|G001;ZL3b|f103r.40|G001;ZL3b|f103r.43|G001;ZL3b|f103r.45|G001;ZL3b|f103r.48|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
18	ZL3b	f103r	103	9	STAGE_SUFFIX	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	qokechy pcholkchdy qokeey qoke{ca}r pchedy qokeey tar qokeedy polarar	ZL3b|f103r.27|G001;ZL3b|f103r.30|G001;ZL3b|f103r.33|G001;ZL3b|f103r.35|G001;ZL3b|f103r.37|G001;ZL3b|f103r.40|G001;ZL3b|f103r.43|G001;ZL3b|f103r.45|G001;ZL3b|f103r.48|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
19	ZL3b	f103r	103	10	STAGE_PREFIX	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	pcholkchdy qokeey qoke{ca}r pchedy qokeey tar qokeedy polarar pchedal	ZL3b|f103r.30|G001;ZL3b|f103r.33|G001;ZL3b|f103r.35|G001;ZL3b|f103r.37|G001;ZL3b|f103r.40|G001;ZL3b|f103r.43|G001;ZL3b|f103r.45|G001;ZL3b|f103r.48|G001;ZL3b|f103r.52|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
20	ZL3b	f103r	103	10	STAGE_SUFFIX	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	pcholkchdy qokeey qoke{ca}r pchedy qokeey tar qokeedy polarar pchedal	ZL3b|f103r.30|G001;ZL3b|f103r.33|G001;ZL3b|f103r.35|G001;ZL3b|f103r.37|G001;ZL3b|f103r.40|G001;ZL3b|f103r.43|G001;ZL3b|f103r.45|G001;ZL3b|f103r.48|G001;ZL3b|f103r.52|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
21	ZL3b	f103v	103	11	STAGE_PREFIX	f103v|f103v.1-f103v.4;f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32	pol pcheor pchal sal teeol qokeedy pol fcheody pchear	ZL3b|f103v.1|G001;ZL3b|f103v.5|G001;ZL3b|f103v.9|G001;ZL3b|f103v.12|G001;ZL3b|f103v.14|G001;ZL3b|f103v.17|G001;ZL3b|f103v.20|G001;ZL3b|f103v.27|G001;ZL3b|f103v.30|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
22	ZL3b	f103v	103	11	STAGE_SUFFIX	f103v|f103v.1-f103v.4;f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32	pol pcheor pchal sal teeol qokeedy pol fcheody pchear	ZL3b|f103v.1|G001;ZL3b|f103v.5|G001;ZL3b|f103v.9|G001;ZL3b|f103v.12|G001;ZL3b|f103v.14|G001;ZL3b|f103v.17|G001;ZL3b|f103v.20|G001;ZL3b|f103v.27|G001;ZL3b|f103v.30|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
23	ZL3b	f103v	103	12	STAGE_PREFIX	f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36	pcheor pchal sal teeol qokeedy pol fcheody pchear yshey	ZL3b|f103v.5|G001;ZL3b|f103v.9|G001;ZL3b|f103v.12|G001;ZL3b|f103v.14|G001;ZL3b|f103v.17|G001;ZL3b|f103v.20|G001;ZL3b|f103v.27|G001;ZL3b|f103v.30|G001;ZL3b|f103v.33|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
24	ZL3b	f103v	103	12	STAGE_SUFFIX	f103v|f103v.5-f103v.8;f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36	pcheor pchal sal teeol qokeedy pol fcheody pchear yshey	ZL3b|f103v.5|G001;ZL3b|f103v.9|G001;ZL3b|f103v.12|G001;ZL3b|f103v.14|G001;ZL3b|f103v.17|G001;ZL3b|f103v.20|G001;ZL3b|f103v.27|G001;ZL3b|f103v.30|G001;ZL3b|f103v.33|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
25	ZL3b	f103v	103	13	STAGE_PREFIX	f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38	pchal sal teeol qokeedy pol fcheody pchear yshey olshey	ZL3b|f103v.9|G001;ZL3b|f103v.12|G001;ZL3b|f103v.14|G001;ZL3b|f103v.17|G001;ZL3b|f103v.20|G001;ZL3b|f103v.27|G001;ZL3b|f103v.30|G001;ZL3b|f103v.33|G001;ZL3b|f103v.37|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
26	ZL3b	f103v	103	13	STAGE_SUFFIX	f103v|f103v.9-f103v.11;f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38	pchal sal teeol qokeedy pol fcheody pchear yshey olshey	ZL3b|f103v.9|G001;ZL3b|f103v.12|G001;ZL3b|f103v.14|G001;ZL3b|f103v.17|G001;ZL3b|f103v.20|G001;ZL3b|f103v.27|G001;ZL3b|f103v.30|G001;ZL3b|f103v.33|G001;ZL3b|f103v.37|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
27	ZL3b	f103v	103	14	STAGE_PREFIX	f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42	sal teeol qokeedy pol fcheody pchear yshey olshey polshor	ZL3b|f103v.12|G001;ZL3b|f103v.14|G001;ZL3b|f103v.17|G001;ZL3b|f103v.20|G001;ZL3b|f103v.27|G001;ZL3b|f103v.30|G001;ZL3b|f103v.33|G001;ZL3b|f103v.37|G001;ZL3b|f103v.39|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	24	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 24}"	[]
28	ZL3b	f103v	103	14	STAGE_SUFFIX	f103v|f103v.12-f103v.13;f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42	sal teeol qokeedy pol fcheody pchear yshey olshey polshor	ZL3b|f103v.12|G001;ZL3b|f103v.14|G001;ZL3b|f103v.17|G001;ZL3b|f103v.20|G001;ZL3b|f103v.27|G001;ZL3b|f103v.30|G001;ZL3b|f103v.33|G001;ZL3b|f103v.37|G001;ZL3b|f103v.39|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	24	"{""SAME_STAGE_CODE"": 1, ""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 23}"	[]
29	ZL3b	f103v	103	15	STAGE_PREFIX	f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42;f103v|f103v.43-f103v.46	teeol qokeedy pol fcheody pchear yshey olshey polshor orain	ZL3b|f103v.14|G001;ZL3b|f103v.17|G001;ZL3b|f103v.20|G001;ZL3b|f103v.27|G001;ZL3b|f103v.30|G001;ZL3b|f103v.33|G001;ZL3b|f103v.37|G001;ZL3b|f103v.39|G001;ZL3b|f103v.43|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	10	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 10}"	[]
30	ZL3b	f103v	103	15	STAGE_SUFFIX	f103v|f103v.14-f103v.16;f103v|f103v.17-f103v.19;f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42;f103v|f103v.43-f103v.46	teeol qokeedy pol fcheody pchear yshey olshey polshor orain	ZL3b|f103v.14|G001;ZL3b|f103v.17|G001;ZL3b|f103v.20|G001;ZL3b|f103v.27|G001;ZL3b|f103v.30|G001;ZL3b|f103v.33|G001;ZL3b|f103v.37|G001;ZL3b|f103v.39|G001;ZL3b|f103v.43|G001	CONTRADICTION	NO_ALLOWED_STAGE_CUT	[]	10	"{""STAGE_OR_NONEMPTY_CORE_CONFLICT"": 10}"	[]
31	ZL3b	f104r	104	16	STAGE_PREFIX	f104r|f104r.1-f104r.4;f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33	pchdar kchdal tol tshdol ocheo{ith}ey toaiin tshedar pchedar okeeo	ZL3b|f104r.1|G001;ZL3b|f104r.5|G001;ZL3b|f104r.10|G001;ZL3b|f104r.12|G001;ZL3b|f104r.16|G001;ZL3b|f104r.19|G001;ZL3b|f104r.22|G001;ZL3b|f104r.27|G001;ZL3b|f104r.30|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
32	ZL3b	f104r	104	16	STAGE_SUFFIX	f104r|f104r.1-f104r.4;f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33	pchdar kchdal tol tshdol ocheo{ith}ey toaiin tshedar pchedar okeeo	ZL3b|f104r.1|G001;ZL3b|f104r.5|G001;ZL3b|f104r.10|G001;ZL3b|f104r.12|G001;ZL3b|f104r.16|G001;ZL3b|f104r.19|G001;ZL3b|f104r.22|G001;ZL3b|f104r.27|G001;ZL3b|f104r.30|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
33	ZL3b	f104r	104	17	STAGE_PREFIX	f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35	kchdal tol tshdol ocheo{ith}ey toaiin tshedar pchedar okeeo pchol	ZL3b|f104r.5|G001;ZL3b|f104r.10|G001;ZL3b|f104r.12|G001;ZL3b|f104r.16|G001;ZL3b|f104r.19|G001;ZL3b|f104r.22|G001;ZL3b|f104r.27|G001;ZL3b|f104r.30|G001;ZL3b|f104r.34|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
34	ZL3b	f104r	104	17	STAGE_SUFFIX	f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35	kchdal tol tshdol ocheo{ith}ey toaiin tshedar pchedar okeeo pchol	ZL3b|f104r.5|G001;ZL3b|f104r.10|G001;ZL3b|f104r.12|G001;ZL3b|f104r.16|G001;ZL3b|f104r.19|G001;ZL3b|f104r.22|G001;ZL3b|f104r.27|G001;ZL3b|f104r.30|G001;ZL3b|f104r.34|G001	UNKNOWN_HEADER	INELIGIBLE_FIRST_GROUP_OR_SEAM	[]	0	{}	[]
