event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	master_card_id	surface_display	corrected_semantic_atoms	short_default_de	imperative_de	syntactic_role	action_head	attachment_host_event_id	attachment_direction	attachment_ambiguity	is_statement_terminal_event	is_exact_close_card	surface_parse_class
11	E011	H1	f10r	f10r.5	F002	H1-S002	MC103	qokchy	OK+Y	Posten zur Weiterbearbeitung ansetzen	Setze den aktuellen Posten	ACTION_HEAD	OK	E011	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
12	E012	H1	f10r	f10r.5	F002	H1-S002	MC163	qotchol	OT+OL	danach weiterfuehren	Danach führe fort	ACTION_HEAD	OL	E012	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
13	E013	H1	f10r	f10r.5	F002	H1-S002	MC153	chol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E013	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
14	E014	H1	f10r	f10r.5	F002	H1-S002	MC161	cthy	CTH+Y	bereit	Halte den Posten bereit	ACTION_HEAD	CTH	E014	SELF	NONE	YES	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
15	E015	H2	f10r	f10r.6	F003	H2-S001	MC075	ycheor	Y+CHEO+OR	Auszugsansatz	Bereite den Auszugsansatz	CONTENT_OR_STATE	CHEO	E016	FORWARD	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
16	E016	H2	f10r	f10r.6	F003	H2-S001	MC161	cthy	CTH+Y	bereit	Halte den Posten bereit	ACTION_HEAD	CTH	E016	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
17	E017	H2	f10r	f10r.6	F003	H2-S001	MC080	chor	OR	Ansatz	Bereite den Ansatz	CONTENT_OR_STATE	OR	E016	BACKWARD	EQUAL_DISTANCE	NO	NO	LITERAL_PRODUCTIVE_PARSE
18	E018	H2	f10r	f10r.6	F003	H2-S001	MC169	cthaiin	CTH+AIIN	Fertigmaß	Stelle den Bereitwert ein	ACTION_HEAD	CTH	E018	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
19	E019	H2	f10r	f10r.6	F003	H2-S001	MC115	qoctholy	CTH+OL+Y	bereiten Posten weiterfuehren	Führe den bereiten Posten fort	ACTION_HEAD	CTH	E019	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
20	E020	H2	f10r	f10r.6	F003	H2-S001	MC123	dy	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E019	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
21	E021	H2	f10r	f10r.6	F003	H2-S001	MC123	chy	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E019	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
22	E022	H2	f10r	f10r.6	F003	H2-S001	MC039	taiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E019	BACKWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
23	E023	H2	f10r	f10r.6	F003	H2-S001	MC123	shy	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E019	BACKWARD	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
24	E024	H2	f10r	f10r.8	F004	H2-S002	MC013	qotchor	OT+OR	Folgeansatz	Bereite den Folgeansatz	ORDER_MARKER	OT	E026	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
25	E025	H2	f10r	f10r.8	F004	H2-S002	MC080	chor	OR	Ansatz	Bereite den Ansatz	CONTENT_OR_STATE	OR	E026	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
26	E026	H2	f10r	f10r.8	F004	H2-S002	MC053	otol	OT+OL	danach fortsetzen	Danach führe fort	ACTION_HEAD	OL	E026	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
27	E027	H2	f10r	f10r.8	F004	H2-S002	MC153	chol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E027	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
28	E028	H2	f10r	f10r.8	F004	H2-S002	MC157	cholor	OL+OR	Fortsetzungsansatz	Führe den Ansatz weiter	ACTION_HEAD	OL	E028	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
29	E029	H2	f10r	f10r.8	F004	H2-S002	MC153	chol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E029	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
30	E030	H2	f10r	f10r.8	F004	H2-S002	MC039	daiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E029	BACKWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
31	E031	H2	f10r	f10r.8	F004	H2-S002	MC055	dar	AR	aus dem Ansatz	Nimm vom Ausgang	ARGUMENT_OR_MODIFIER	AR	E029	BACKWARD	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
32	E032	H2	f10r	f10r.9	F005	H2-S003	MC027	oykchor	Y+KCH+OR	aktuellen Ansatz bearbeiten	Bearbeite den aktuellen Ansatz	ACTION_HEAD	KCH	E032	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
33	E033	H2	f10r	f10r.9	F005	H2-S003	MC080	shor	OR	Ansatz	Bereite den Ansatz	CONTENT_OR_STATE	OR	E032	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
34	E034	H2	f10r	f10r.9	F005	H2-S003	MC080	chor	OR	Ansatz	Bereite den Ansatz	CONTENT_OR_STATE	OR	E032	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
35	E035	H2	f10r	f10r.9	F005	H2-S003	MC123	chy	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E032	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
36	E036	H2	f10r	f10r.9	F005	H2-S003	MC048	kaiiin	IIN	Weichstufe	Stelle die Stufe ein	ARGUMENT_OR_MODIFIER	IIN	E032	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
37	E037	H2	f10r	f10r.9	F005	H2-S003	MC123	dy	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E032	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
38	E038	H2	f10r	f10r.9	F005	H2-S003	MC087	chodaiin	HO+AIIN	Zutatenmaß	Stelle den Eingangswert ein	CONTENT_OR_STATE	HO	E032	BACKWARD	NONE	YES	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
39	E039	H3	f11r	f11r.1	F006	H3-S001	MC098	tshol	HO+L	Zutat entnehmen	Entnimm den Eingangsposten	ACTION_HEAD	L	E039	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
40	E040	H3	f11r	f11r.1	F006	H3-S001	MC049	schoal	HO+AL	Zutat an die Arbeitsstelle geben	Führe den Eingangsposten zum Ziel	CONTENT_OR_STATE	HO	E039	BACKWARD	EQUAL_DISTANCE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
41	E041	H3	f11r	f11r.1	F006	H3-S001	MC129	cfhy	CFH+Y	aktuellen Posten auswringen	Wringe den aktuellen Posten aus	ACTION_HEAD	CFH	E041	SELF	NONE	NO	NO	PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY
42	E042	H3	f11r	f11r.1	F006	H3-S001	MC111	shfydaiin	SH+AIIN	Standmaß	Halte bis zum Vorgabewert	ACTION_HEAD	SH	E042	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
43	E043	H3	f11r	f11r.1	F006	H3-S001	MC156	cphy	CPH+Y	aktuellen Posten nachseihen	Seihe den aktuellen Posten nach	ACTION_HEAD	CPH	E043	SELF	NONE	NO	NO	PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY
44	E044	H3	f11r	f11r.1	F006	H3-S001	MC119	shey	CHEEY	klarer Auszug	Lies den freigegebenen Wert	CONTENT_OR_STATE	CHEEY	E043	BACKWARD	NONE	NO	NO	MEMORIZED_WHOLE
45	E045	H3	f11r	f11r.1	F006	H3-S001	MC037	tchody	HO+CLOSE	Eingangsposten beiseitestellen; Schluss	Stelle den Eingangsposten beiseite und schließe	ENDPOINT_ONLY	CLOSE	E043	BACKWARD	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
46	E046	H3	f11r	f11r.1	F007	H3-S002	MC062	shoyty	HO+Y+TY	Zutatenteil	Nimm einen Teil des Eingangspostens	ELLIPTIC_HEAD	OWNER_SUPPLIED_ACTION	E046	SELF	NONE	YES	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
47	E047	H3	f11r	f11r.4	F008	H3-S003	MC142	dchol	DCHOL	vorigen Posten fortsetzen	Nimm den vorigen Posten wieder auf	CONTENT_OR_STATE	DCHOL	E049	FORWARD	NONE	NO	NO	MEMORIZED_WHOLE
48	E048	H3	f11r	f11r.4	F008	H3-S003	MC123	chy	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E049	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
49	E049	H3	f11r	f11r.4	F008	H3-S003	MC117	kchy	KCH+Y	diesen Posten bearbeiten	Bearbeite den aktuellen Posten	ACTION_HEAD	KCH	E049	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
50	E050	H3	f11r	f11r.4	F008	H3-S003	MC123	dy	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E049	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
51	E051	H3	f11r	f11r.4	F008	H3-S003	MC039	daiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E049	BACKWARD	NONE	YES	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
52	E052	H3	f11r	f11r.7	F009	H3-S004	MC107	qotchy	OT+Y	anschließender Arbeitsposten	Nimm den Folgeposten	ORDER_MARKER	OT	E053	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
53	E053	H3	f11r	f11r.7	F009	H3-S004	MC041	okchol	OK+OL	weiterlaufenden Posten aufnehmen	Setze die Fortsetzung	ACTION_HEAD	OK	E053	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
54	E054	H3	f11r	f11r.7	F009	H3-S004	MC161	cthy	CTH+Y	bereit	Halte den Posten bereit	ACTION_HEAD	CTH	E054	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
55	E055	H3	f11r	f11r.7	F009	H3-S004	MC123	dy	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E054	BACKWARD	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
56	E056	H4	f55v	f55v.5	F010	H4-S001	MC120	qokaiin	OK+AIIN	auf Sollmaß einstellen	Stelle auf den Vorgabewert ein	ACTION_HEAD	OK	E056	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
57	E057	H4	f55v	f55v.5	F010	H4-S001	MC039	chaiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E056	BACKWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
58	E058	H4	f55v	f55v.5	F010	H4-S001	MC047	ykain	Y+AIN	Postenportion	Nimm einen Anteil des Postens	ARGUMENT_OR_MODIFIER	Y	E056	BACKWARD	EQUAL_DISTANCE	NO	NO	LITERAL_PRODUCTIVE_PARSE
59	E059	H4	f55v	f55v.5	F010	H4-S001	MC148	ykan	Y+AIN	dieser Anteil	Nimm den aktuellen Anteil	ARGUMENT_OR_MODIFIER	Y	E060	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
60	E060	H4	f55v	f55v.5	F010	H4-S001	MC100	ody	ODY	kühlen	Nimm zurück	ACTION_HEAD	ODY	E060	SELF	NONE	YES	NO	MEMORIZED_WHOLE
61	E061	H4	f55v	f55v.5	F011	H4-S002	MC039	daiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E062	FORWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
62	E062	H4	f55v	f55v.5	F011	H4-S002	MC074	chedy	CHD+Y	laufenden Posten umsetzen	Übertrage den aktuellen Posten	ACTION_HEAD	CHD	E062	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
63	E063	H4	f55v	f55v.5	F011	H4-S002	MC160	talam	AL+AM	am Ziel verwahren	Verwahre am Ziel	ACTION_HEAD	AM	E063	SELF	NONE	YES	NO	PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY
64	E064	H4	f55v	f55v.11	F012	H4-S003	MC170	ykaiin	Y+AIIN	Postenmaß	Stelle den Postenwert ein	ARGUMENT_OR_MODIFIER	Y	E066	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
65	E065	H4	f55v	f55v.11	F012	H4-S003	MC085	cheoar	CHEO+AR	Auszug entnehmen	Nimm den Auszug vom Ausgang	CONTENT_OR_STATE	CHEO	E066	FORWARD	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
66	E066	H4	f55v	f55v.11	F012	H4-S003	MC032	cheeky	CHK+EE+Y	länger erwärmen und offen halten	Wärme länger	ACTION_HEAD	CHK	E066	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
67	E067	H4	f55v	f55v.11	F012	H4-S003	MC019	oldy	OL+CLOSE	Fortsetzung abschließen	Führe fort und schließe	ACTION_HEAD	OL	E067	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
68	E068	H4	f55v	f55v.11	F013	H4-S004	MC039	aiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E069	FORWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
69	E069	H4	f55v	f55v.11	F013	H4-S004	MC040	okal	OK+AL	dort ansetzen	Setze am Ziel	ACTION_HEAD	OK	E069	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
70	E070	H4	f55v	f55v.11	F013	H4-S004	MC021	oltchy	OL+CTH+Y	bereiten Posten weiterführen	Führe den bereiten Posten fort	ACTION_HEAD	OL	E070	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
71	E071	H4	f55v	f55v.11	F013	H4-S004	MC080	or	OR	Ansatz	Bereite den Ansatz	CONTENT_OR_STATE	OR	E070	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
72	E072	H4	f55v	f55v.11	F013	H4-S004	MC123	y	Y	dieser Posten	Nimm den aktuellen Posten	ARGUMENT_OR_MODIFIER	Y	E070	BACKWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
73	E073	H4	f55v	f55v.11	F013	H4-S004	MC072	orain	OR+AIN	Ansatzportion	Nimm einen Anteil des Ansatzes	CONTENT_OR_STATE	OR	E070	BACKWARD	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
74	E074	H5	f56r	f56r.5	F014	H5-S001	MC125	chochor	HO+OR	Zutatenansatz	Bereite den Eingangsansatz	CONTENT_OR_STATE	HO	E079	FORWARD	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
75	E075	H5	f56r	f56r.5	F014	H5-S001	MC034	cho	HO	Zutat	Nimm den Eingangsposten	CONTENT_OR_STATE	HO	E079	FORWARD	NONE	NO	NO	LEXICAL_ROOT_ONLY
76	E076	H5	f56r	f56r.5	F014	H5-S001	MC010	chodaly	HO+AL+Y	diese Zutat zur Stelle bringen	Führe den Eingangsposten zum Ziel	CONTENT_OR_STATE	HO	E079	FORWARD	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
77	E077	H5	f56r	f56r.5	F014	H5-S001	MC039	daiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E079	FORWARD	NONE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
78	E078	H5	f56r	f56r.7	F015	H5-S001	MC034	sho	HO	Zutat	Nimm den Eingangsposten	CONTENT_OR_STATE	HO	E079	FORWARD	NONE	NO	NO	LEXICAL_ROOT_ONLY
79	E079	H5	f56r	f56r.7	F015	H5-S001	MC090	kchol	KCH+OL	weiter bearbeiten	Bearbeite weiter	ACTION_HEAD	KCH	E079	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
80	E080	H5	f56r	f56r.7	F015	H5-S001	MC013	otchor	OT+OR	Folgeansatz	Bereite den Folgeansatz	ORDER_MARKER	OT	E081	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
81	E081	H5	f56r	f56r.7	F015	H5-S001	MC026	choky	OK+Y	aktuellen Posten ansetzen	Setze den aktuellen Posten	ACTION_HEAD	OK	E081	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
82	E082	H5	f56r	f56r.7	F015	H5-S001	MC154	dal	AL	dorthin	Führe zum Ziel	ARGUMENT_OR_MODIFIER	AL	E081	BACKWARD	NONE	YES	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
83	E083	H5	f56r	f56r.8	F016	H5-S002	MC142	schol	DCHOL	vorigen Posten fortsetzen	Nimm den vorigen Posten wieder auf	CONTENT_OR_STATE	DCHOL	E085	FORWARD	NONE	NO	NO	MEMORIZED_WHOLE
84	E084	H5	f56r	f56r.8	F016	H5-S002	MC131	choy	HO+Y	diese Zutat	Nimm den aktuellen Eingangsposten	CONTENT_OR_STATE	HO	E085	FORWARD	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
85	E085	H5	f56r	f56r.8	F016	H5-S002	MC026	choky	OK+Y	aktuellen Posten ansetzen	Setze den aktuellen Posten	ACTION_HEAD	OK	E085	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
86	E086	H5	f56r	f56r.8	F016	H5-S002	MC099	cheeckhody	EE+CKH+HO+CLOSE	länger auftragen; Schluss	Führe den Eingangsposten länger und schließe	ACTION_HEAD	CKH	E086	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
87	E087	H5	f56r	f56r.12	F017	H5-S003	MC114	sh	SH	halten	Halte den aktuellen Posten	ACTION_HEAD	SH	E087	SELF	NONE	NO	NO	LEXICAL_ROOT_ONLY
88	E088	H5	f56r	f56r.12	F017	H5-S003	MC034	cho	HO	Zutat	Nimm den Eingangsposten	CONTENT_OR_STATE	HO	E087	BACKWARD	EQUAL_DISTANCE	NO	NO	LEXICAL_ROOT_ONLY
89	E089	H5	f56r	f56r.12	F017	H5-S003	MC122	kchey	KCH+E+Y	diesen Posten kurz bearbeiten	Bearbeite kurz	ACTION_HEAD	KCH	E089	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
90	E090	H5	f56r	f56r.12	F017	H5-S003	MC015	qokokchy	OK+OK+Y	erneut ansetzen	Setze den aktuellen Posten erneut	ACTION_HEAD	OK	E090	SELF	NONE	YES	NO	LITERAL_PRODUCTIVE_PARSE
91	E091	H5	f56r	f56r.13	F018	H5-S004	MC103	okchy	OK+Y	Posten zur Weiterbearbeitung ansetzen	Setze den aktuellen Posten	ACTION_HEAD	OK	E091	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
92	E092	H5	f56r	f56r.13	F018	H5-S004	MC006	chokcheo	OK+CHEO	Auszug zugeben	Setze den Auszug	ACTION_HEAD	OK	E092	SELF	NONE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
93	E093	H5	f56r	f56r.13	F018	H5-S004	MC077	kchal	KCH+AL	an der Zielstelle bearbeiten	Bearbeite am Ziel	ACTION_HEAD	KCH	E093	SELF	NONE	YES	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
94	E094	H5	f56r	f56r.18	F019	H5-S005	MC034	sho	HO	Zutat	Nimm den Eingangsposten	CONTENT_OR_STATE	HO	E095	FORWARD	NONE	NO	NO	LEXICAL_ROOT_ONLY
95	E095	H5	f56r	f56r.18	F019	H5-S005	MC103	chokchy	OK+Y	Posten zur Weiterbearbeitung ansetzen	Setze den aktuellen Posten	ACTION_HEAD	OK	E095	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
96	E096	H5	f56r	f56r.18	F019	H5-S005	MC136	kchoar	CHEO+AR	Auszug daraus	Nimm den Auszug vom Ausgang	CONTENT_OR_STATE	CHEO	E095	BACKWARD	EQUAL_DISTANCE	NO	NO	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
97	E097	H5	f56r	f56r.18	F019	H5-S005	MC068	sotodan	OT+DAN	danach anwenden	Wende danach an	ACTION_HEAD	DAN	E097	SELF	NONE	YES	NO	PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY
98	E098	H5	f56r	f56r.19	F020	H5-S006	MC171	otchey	OT+Y	nächster Teilposten	Nimm den nächsten Posten	ORDER_MARKER	OT	E099	FORWARD	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
99	E099	H5	f56r	f56r.19	F020	H5-S006	MC104	keol	E+OL	kurz weiterbearbeiten	Führe kurz fort	ACTION_HEAD	OL	E099	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
100	E100	H5	f56r	f56r.19	F020	H5-S006	MC039	daiin	AIIN	Sollmaß	Stelle den Vorgabewert ein	ARGUMENT_OR_MODIFIER	AIIN	E099	BACKWARD	NONE	YES	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
101	E101	B1	f81v	f81v.2	F021	B1-S001	MC083	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	Setze kurz und schließe	ACTION_HEAD	OK	E101	SELF	NONE	YES	YES	LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX
102	E102	B1	f81v	f81v.2	F022	B1-S002	MC120	okaiin	OK+AIIN	auf Sollmaß einstellen	Stelle auf den Vorgabewert ein	ACTION_HEAD	OK	E102	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
103	E103	B1	f81v	f81v.2	F022	B1-S002	MC023	kair	AIR	Beckenwasser	Nutze den Wasserlauf	ARGUMENT_OR_MODIFIER	AIR	E102	BACKWARD	EQUAL_DISTANCE	NO	NO	LITERAL_PRODUCTIVE_PARSE
104	E104	B1	f81v	f81v.2	F022	B1-S002	MC040	okal	OK+AL	dort ansetzen	Setze am Ziel	ACTION_HEAD	OK	E104	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
105	E105	B1	f81v	f81v.2	F022	B1-S002	MC055	sar	AR	aus dem Ansatz	Nimm vom Ausgang	ARGUMENT_OR_MODIFIER	AR	E104	BACKWARD	EQUAL_DISTANCE	NO	NO	LITERAL_PRODUCTIVE_PARSE
106	E106	B1	f81v	f81v.2	F022	B1-S002	MC153	ol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E106	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
107	E107	B1	f81v	f81v.2	F022	B1-S002	MC105	kain	AIN	eine Portion	Nimm einen Anteil	ARGUMENT_OR_MODIFIER	AIN	E106	BACKWARD	EQUAL_DISTANCE	NO	NO	LITERAL_PRODUCTIVE_PARSE
108	E108	B1	f81v	f81v.2	F022	B1-S002	MC097	olkain	OL+AIN	weitere Portion	Nimm einen weiteren Anteil	ACTION_HEAD	OL	E108	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
109	E109	B1	f81v	f81v.2	F022	B1-S002	MC154	al	AL	dorthin	Führe zum Ziel	ARGUMENT_OR_MODIFIER	AL	E108	BACKWARD	EQUAL_DISTANCE	NO	NO	RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE
110	E110	B1	f81v	f81v.2	F022	B1-S002	MC153	ol	OL	fortsetzen	Führe fort	ACTION_HEAD	OL	E110	SELF	NONE	NO	NO	LITERAL_PRODUCTIVE_PARSE
