fusion_unit_id	statement_id	record_unit_id	page	host_event_id	host_surface	action_head	pre_attached_event_ids	post_attached_event_ids	member_event_count	surface_sequence	atom_sequence	fused_clause_de
H4-S002-U01	H4-S002	H4	f55v	E062	chedy	CHD	E061	NONE	2	daiin chedy	AIIN | CHD+Y	Vorgabe Sollmaß: Übertrage den aktuellen Posten
H4-S002-U02	H4-S002	H4	f55v	E063	talam	AM	NONE	NONE	1	talam	AL+AM	Verwahre am Ziel
H4-S003-U01	H4-S003	H4	f55v	E066	cheeky	CHK	E064|E065	NONE	3	ykaiin cheoar cheeky	Y+AIIN | CHEO+AR | CHK+EE+Y	Vorgabe Postenmaß; Auszug entnehmen: Wärme länger
H4-S003-U02	H4-S003	H4	f55v	E067	oldy	OL	NONE	NONE	1	oldy	OL+CLOSE	Führe fort und schließe
H4-S004-U01	H4-S004	H4	f55v	E069	okal	OK	E068	NONE	2	aiin okal	AIIN | OK+AL	Vorgabe Sollmaß: Setze am Ziel
H4-S004-U02	H4-S004	H4	f55v	E070	oltchy	OL	NONE	E071|E072|E073	4	oltchy or y orain	OL+CTH+Y | OR | Y | OR+AIN	Führe den bereiten Posten fort; dazu Ansatz; dieser Posten; Ansatzportion
H5-S001-U01	H5-S001	H5	f56r	E079	kchol	KCH	E074|E075|E076|E077|E078	NONE	6	chochor cho chodaly daiin sho kchol	HO+OR | HO | HO+AL+Y | AIIN | HO | KCH+OL	Vorgabe Zutatenansatz; Zutat; diese Zutat zur Stelle bringen; Sollmaß; Zutat: Bearbeite weiter
H5-S001-U02	H5-S001	H5	f56r	E081	choky	OK	E080	E082	3	otchor choky dal	OT+OR | OK+Y | AL	Vorgabe Folgeansatz: Setze den aktuellen Posten; dazu dorthin
H5-S002-U01	H5-S002	H5	f56r	E085	choky	OK	E083|E084	NONE	3	schol choy choky	DCHOL | HO+Y | OK+Y	Vorgabe vorigen Posten fortsetzen; diese Zutat: Setze den aktuellen Posten
H5-S002-U02	H5-S002	H5	f56r	E086	cheeckhody	CKH	NONE	NONE	1	cheeckhody	EE+CKH+HO+CLOSE	Führe den Eingangsposten länger und schließe
H5-S003-U01	H5-S003	H5	f56r	E087	sh	SH	NONE	E088	2	sh cho	SH | HO	Halte den aktuellen Posten; dazu Zutat
H5-S003-U02	H5-S003	H5	f56r	E089	kchey	KCH	NONE	NONE	1	kchey	KCH+E+Y	Bearbeite kurz
H5-S003-U03	H5-S003	H5	f56r	E090	qokokchy	OK	NONE	NONE	1	qokokchy	OK+OK+Y	Setze den aktuellen Posten erneut
H5-S004-U01	H5-S004	H5	f56r	E091	okchy	OK	NONE	NONE	1	okchy	OK+Y	Setze den aktuellen Posten
H5-S004-U02	H5-S004	H5	f56r	E092	chokcheo	OK	NONE	NONE	1	chokcheo	OK+CHEO	Setze den Auszug
H5-S004-U03	H5-S004	H5	f56r	E093	kchal	KCH	NONE	NONE	1	kchal	KCH+AL	Bearbeite am Ziel
H5-S005-U01	H5-S005	H5	f56r	E095	chokchy	OK	E094	E096	3	sho chokchy kchoar	HO | OK+Y | CHEO+AR	Vorgabe Zutat: Setze den aktuellen Posten; dazu Auszug daraus
H5-S005-U02	H5-S005	H5	f56r	E097	sotodan	DAN	NONE	NONE	1	sotodan	OT+DAN	Wende danach an
H5-S006-U01	H5-S006	H5	f56r	E099	keol	OL	E098	E100	3	otchey keol daiin	OT+Y | E+OL | AIIN	Vorgabe nächster Teilposten: Führe kurz fort; dazu Sollmaß
B1-S001-U01	B1-S001	B1	f81v	E101	qokedy	OK	NONE	NONE	1	qokedy	OK+E+CLOSE	Setze kurz und schließe
B1-S002-U01	B1-S002	B1	f81v	E102	okaiin	OK	NONE	E103	2	okaiin kair	OK+AIIN | AIR	Stelle auf den Vorgabewert ein; dazu Beckenwasser
B1-S002-U02	B1-S002	B1	f81v	E104	okal	OK	NONE	E105	2	okal sar	OK+AL | AR	Setze am Ziel; dazu aus dem Ansatz
B1-S002-U03	B1-S002	B1	f81v	E106	ol	OL	NONE	E107	2	ol kain	OL | AIN	Führe fort; dazu eine Portion
B1-S002-U04	B1-S002	B1	f81v	E108	olkain	OL	NONE	E109	2	olkain al	OL+AIN | AL	Nimm einen weiteren Anteil; dazu dorthin
B1-S002-U05	B1-S002	B1	f81v	E110	ol	OL	NONE	NONE	1	ol	OL	Führe fort
B1-S002-U06	B1-S002	B1	f81v	E111	rol	OL	NONE	E112	2	rol dl	OL | LOCAL_WHOLE	Führe fort; dazu Zusatz
B1-S002-U07	B1-S002	B1	f81v	E113	olor	OL	NONE	NONE	1	olor	OL+OR	Führe den Ansatz weiter
B1-S002-U08	B1-S002	B1	f81v	E114	ol	OL	NONE	NONE	1	ol	OL	Führe fort
B1-S002-U09	B1-S002	B1	f81v	E115	sheckhal	CKH	NONE	E116	2	sheckhal daiin	CKH+E+AL | AIIN	Leite kurz zum Ziel durch; dazu Sollmaß
B1-S002-U10	B1-S002	B1	f81v	E117	qokeedal	OK	NONE	E118	2	qokeedal daiin	OK+EE+AL | AIIN	Halte länger am Ziel; dazu Sollmaß
B1-S002-U11	B1-S002	B1	f81v	E119	chckhy	CKH	NONE	NONE	1	chckhy	CKH+Y	Leite den aktuellen Posten durch
B1-S002-U12	B1-S002	B1	f81v	E120	schedy	CHD	NONE	NONE	1	schedy	CHD+CLOSE	Übertrage und schließe
B1-S003-U01	B1-S003	B1	f81v	E121	qol	OL	NONE	NONE	1	qol	OL	Führe fort
B1-S003-U02	B1-S003	B1	f81v	E122	sshkchdy	SH	NONE	NONE	1	sshkchdy	SH+KCH+CHD+CLOSE	Halte, bearbeite, übertrage und schließe
B1-S004-U01	B1-S004	B1	f81v	E123	chedy	CHD	NONE	NONE	1	chedy	CHD+Y	Übertrage den aktuellen Posten
B1-S004-U02	B1-S004	B1	f81v	E124	ol	OL	NONE	NONE	1	ol	OL	Führe fort
B1-S004-U03	B1-S004	B1	f81v	E125	shedy	SHED	NONE	NONE	1	shedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B1-S005-U01	B1-S005	B1	f81v	E126	qolchedy	OL	NONE	NONE	1	qolchedy	OL+CHD+CLOSE	Übertrage weiter und schließe
B1-S006-U01	B1-S006	B1	f81v	E127	qokain	OK	NONE	NONE	1	qokain	OK+AIN	Gib einen gezählten Anteil zu
B1-S006-U02	B1-S006	B1	f81v	E128	shckhy	CKH	NONE	E129|E130	3	shckhy dl ral	CKH+Y | LOCAL_WHOLE | AL	Leite den aktuellen Posten durch; dazu Zusatz; zur Zielstelle
B1-S007-U01	B1-S007	B1	f81v	E131	qokchdy	OK	NONE	NONE	1	qokchdy	OK+CHD+CLOSE	Setze an, übertrage und schließe
B1-S008-U01	B1-S008	B1	f81v	E133	ol	OL	E132	NONE	2	chey ol	Y | OL	Vorgabe dieser Posten: Führe fort
B1-S008-U02	B1-S008	B1	f81v	E134	cheky	CHK	NONE	NONE	1	cheky	CHK+E+Y	Wärme kurz
B1-S008-U03	B1-S008	B1	f81v	E135	ol	OL	NONE	NONE	1	ol	OL	Führe fort
B1-S008-U04	B1-S008	B1	f81v	E136	shedy	SHED	NONE	NONE	1	shedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B1-S009-U01	B1-S009	B1	f81v	E137	qokedy	OK	NONE	NONE	1	qokedy	OK+E+CLOSE	Setze kurz und schließe
B1-S010-U01	B1-S010	B1	f81v	E138	qokedy	OK	NONE	NONE	1	qokedy	OK+E+CLOSE	Setze kurz und schließe
B1-S011-U01	B1-S011	B1	f81v	E139	chckhy	CKH	NONE	NONE	1	chckhy	CKH+Y	Leite den aktuellen Posten durch
B1-S011-U02	B1-S011	B1	f81v	E140	qoky	OK	NONE	NONE	1	qoky	OK+Y	Setze den aktuellen Posten
B1-S012-U01	B1-S012	B1	f81v	E141	lsho	WASH	NONE	NONE	1	lsho	WASH	Führe den Waschgang aus
B1-S012-U02	B1-S012	B1	f81v	E142	qokey	OK	NONE	NONE	1	qokey	OK+E+Y	Setze die kurze Stufe
B1-S012-U03	B1-S012	B1	f81v	E143	lshedy	WASH	NONE	NONE	1	lshedy	WASH+CLOSE	Wasche und schließe
B1-S013-U01	B1-S013	B1	f81v	E144	lshedy	WASH	NONE	NONE	1	lshedy	WASH+CLOSE	Wasche und schließe
B1-S014-U01	B1-S014	B1	f81v	E145	chedy	CHD	NONE	NONE	1	chedy	CHD+Y	Übertrage den aktuellen Posten
B1-S014-U02	B1-S014	B1	f81v	E146	qolky	OL	NONE	NONE	1	qolky	OL	Führe auf dem Arbeitsweg fort
B1-S014-U03	B1-S014	B1	f81v	E147	lchedal	L	NONE	NONE	1	lchedal	L+CHD+AL	Führe zum Ziel ab
B1-S014-U04	B1-S014	B1	f81v	E148	qol	OL	NONE	E149	2	qol otar	OL | OT+AR	Führe fort; dazu danach von dort
B1-S015-U01	B1-S015	B1	f81v	E151	okchedy	OK	E150	NONE	2	ytey okchedy	Y+E+TY | OK+CHD+CLOSE	Vorgabe kurzen Teil des aktuellen Postens nehmen: Setze an, übertrage und schließe
B1-S016-U01	B1-S016	B1	f81v	E152	qokal	OK	NONE	NONE	1	qokal	OK+AL	Setze am Ziel
B1-S016-U02	B1-S016	B1	f81v	E153	okeey	OK	NONE	NONE	1	okeey	OK+EE+Y	Setze die lange Stufe
B1-S016-U03	B1-S016	B1	f81v	E154	qol	OL	NONE	NONE	1	qol	OL	Führe fort
B1-S016-U04	B1-S016	B1	f81v	E155	cheedy	SHED	NONE	NONE	1	cheedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B1-S017-U01	B1-S017	B1	f81v	E157	teol	OL	E156	NONE	2	sal teol	AL | E+OL	Vorgabe dorthin: Führe kurz fort
B1-S017-U02	B1-S017	B1	f81v	E158	dchdy	CHD	NONE	NONE	1	dchdy	CHD+CLOSE	Übertrage und schließe
B1-S018-U01	B1-S018	B1	f81v	E159	ly	L	NONE	NONE	1	ly	L+Y	Führe den aktuellen Posten ab
B1-S018-U02	B1-S018	B1	f81v	E160	dsheol	SH	NONE	E161	2	dsheol oiiin	SH+E+OL | IIN	Halte kurz und führe fort; dazu Sollstufe
B1-S018-U03	B1-S018	B1	f81v	E162	olkeedy	SOLK	NONE	NONE	1	olkeedy	SOLK+EE+CLOSE	Sammle länger und schließe
B1-S019-U01	B1-S019	B1	f81v	E163	tedy	SHED	NONE	NONE	1	tedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B1-S020-U01	B1-S020	B1	f81v	E164	cheky	CHK	NONE	NONE	1	cheky	CHK+E+Y	Wärme kurz
B1-S020-U02	B1-S020	B1	f81v	E165	shckhedy	CKHE	NONE	NONE	1	shckhedy	CKHE+CLOSE	Seihe und schließe
B1-S021-U01	B1-S021	B1	f81v	E166	chal	OWNER_SUPPLIED_ACTION	NONE	NONE	1	chal	AL	Führe zum Ziel
B2-S001-U01	B2-S001	B2	f82r	E167	dchedy	CHD	NONE	NONE	1	dchedy	CHD+CLOSE	Übertrage und schließe
B2-S002-U01	B2-S002	B2	f82r	E168	qolchedy	OL	NONE	NONE	1	qolchedy	OL+CHD+CLOSE	Übertrage weiter und schließe
B2-S003-U01	B2-S003	B2	f82r	E169	qokain	OK	NONE	E170	2	qokain dy	OK+AIN | Y	Gib einen gezählten Anteil zu; dazu dieser Posten
B2-S003-U02	B2-S003	B2	f82r	E171	qokeedy	OK	NONE	NONE	1	qokeedy	OK+EE+CLOSE	Setze länger und schließe
B2-S004-U01	B2-S004	B2	f82r	E172	qokal	OK	NONE	NONE	1	qokal	OK+AL	Setze am Ziel
B2-S004-U02	B2-S004	B2	f82r	E173	lcheckhy	L	NONE	NONE	1	lcheckhy	L+CKH+Y	Führe den Posten durch den Ausgang
B2-S004-U03	B2-S004	B2	f82r	E174	lched	L	NONE	NONE	1	lched	L+CHD	Führe ab
B2-S004-U04	B2-S004	B2	f82r	E175	qokeey	OK	NONE	NONE	1	qokeey	OK+EE+Y	Setze die lange Stufe
B2-S004-U05	B2-S004	B2	f82r	E176	lcheckhedy	L	NONE	NONE	1	lcheckhedy	L+CKHE+CLOSE	Seihe ab und schließe
B2-S005-U01	B2-S005	B2	f82r	E177	qokaly	OK	NONE	NONE	1	qokaly	OK+AL+Y	Setze den aktuellen Posten am Ziel
B2-S005-U02	B2-S005	B2	f82r	E178	solkaiin	SOLK	NONE	NONE	1	solkaiin	SOLK+AIIN	Sammle bis zum Vorgabewert
B2-S005-U03	B2-S005	B2	f82r	E179	chckhy	CKH	NONE	NONE	1	chckhy	CKH+Y	Leite den aktuellen Posten durch
B2-S005-U04	B2-S005	B2	f82r	E180	qokaiin	OK	NONE	NONE	1	qokaiin	OK+AIIN	Stelle auf den Vorgabewert ein
B2-S005-U05	B2-S005	B2	f82r	E181	qokaiin	OK	NONE	NONE	1	qokaiin	OK+AIIN	Stelle auf den Vorgabewert ein
B2-S005-U06	B2-S005	B2	f82r	E182	octheol	CTH	NONE	NONE	1	octheol	CTH+OL	Führe den bereiten Posten fort
B2-S005-U07	B2-S005	B2	f82r	E183	chkeey	CHK	NONE	NONE	1	chkeey	CHK+EE+Y	Wärme länger
B2-S005-U08	B2-S005	B2	f82r	E184	ldy	L	NONE	NONE	1	ldy	L+CLOSE	Führe ab und schließe
B2-S006-U01	B2-S006	B2	f82r	E186	qokal	OK	E185	NONE	2	oteey qokal	OT+EE+Y | OK+AL	Vorgabe langer Folgeposten: Setze am Ziel
B2-S006-U02	B2-S006	B2	f82r	E187	sheckhy	CKH	NONE	NONE	1	sheckhy	CKH+E+Y	Leite kurz durch
B2-S006-U03	B2-S006	B2	f82r	E188	qoky	OK	NONE	NONE	1	qoky	OK+Y	Setze den aktuellen Posten
B2-S007-U01	B2-S007	B2	f82r	E189	dshedy	SHED	NONE	NONE	1	dshedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B2-S008-U01	B2-S008	B2	f82r	E191	qokar	OK	E190	NONE	2	sotaiin qokar	OT+AIIN | OK+AR	Vorgabe Folgemaß: Setze vom Ausgang aus an
B2-S008-U02	B2-S008	B2	f82r	E192	shedy	SHED	NONE	NONE	1	shedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B2-S009-U01	B2-S009	B2	f82r	E193	solshedy	OL	NONE	NONE	1	solshedy	OL+SHED+CLOSE	Lass weiter absetzen und schließe
B2-S010-U01	B2-S010	B2	f82r	E194	qokeey	OK	NONE	NONE	1	qokeey	OK+EE+Y	Setze die lange Stufe
B2-S010-U02	B2-S010	B2	f82r	E195	qoky	OK	NONE	NONE	1	qoky	OK+Y	Setze den aktuellen Posten
B2-S010-U03	B2-S010	B2	f82r	E196	ls	L	NONE	E197	2	ls cheey	L | CHEEY	Nutze den Auslass; dazu klarer Auszug
B2-S011-U01	B2-S011	B2	f82r	E198	okain	OK	NONE	E199	2	okain char	OK+AIN | AR	Gib einen gezählten Anteil zu; dazu aus dem Ansatz
B2-S011-U02	B2-S011	B2	f82r	E200	okain	OK	NONE	NONE	1	okain	OK+AIN	Gib einen gezählten Anteil zu
B2-S011-U03	B2-S011	B2	f82r	E201	qokeedy	OK	NONE	NONE	1	qokeedy	OK+EE+CLOSE	Setze länger und schließe
B2-S012-U01	B2-S012	B2	f82r	E202	lchy	L	NONE	E203	2	lchy cheey	L+Y | CHEEY	Ziehe den aktuellen Posten ab; dazu klarer Auszug
B2-S012-U02	B2-S012	B2	f82r	E204	qcthey	CTH	NONE	NONE	1	qcthey	CTH+E+Y	Halte kurz bereit
B2-S012-U03	B2-S012	B2	f82r	E205	qokeey	OK	NONE	NONE	1	qokeey	OK+EE+Y	Setze die lange Stufe
B2-S012-U04	B2-S012	B2	f82r	E206	lcheey	L	NONE	E207	2	lcheey daiin	L+CHEEY | AIIN	Führe den freigegebenen Wert ab; dazu Sollmaß
B2-S012-U05	B2-S012	B2	f82r	E209	qokeeedy	OK	E208	NONE	2	chey qokeeedy	Y | OK+EEE+CLOSE	Vorgabe dieser Posten: Setze vollständig und schließe
B2-S013-U01	B2-S013	B2	f82r	E210	lchedy	L	NONE	NONE	1	lchedy	L+CHD+CLOSE	Führe ab und schließe
B2-S014-U01	B2-S014	B2	f82r	E211	lar	L	NONE	NONE	1	lar	L+AR	Führe vom Ausgang ab
B2-S015-U01	B2-S015	B2	f82r	E213	qokeedy	OK	E212	NONE	2	tshey qokeedy	CHEEY | OK+EE+CLOSE	Vorgabe Klarlauf zugeben: Setze länger und schließe
B2-S016-U01	B2-S016	B2	f82r	E215	lchedar	L	E214	NONE	2	cheal lchedar	AL | L+CHD+AR	Vorgabe dorthin: Führe vom Ausgang ab
B2-S016-U02	B2-S016	B2	f82r	E216	ches	PARTITION	NONE	E217	2	ches aiin	PARTITION | AIIN	Trenne; dazu Sollmaß
B2-S016-U03	B2-S016	B2	f82r	E219	qokaiin	OK	E218	NONE	2	oteey qokaiin	OT+EE+Y | OK+AIIN	Vorgabe langer Folgeposten: Stelle auf den Vorgabewert ein
B2-S016-U04	B2-S016	B2	f82r	E220	okey	OK	NONE	NONE	1	okey	OK+E+Y	Setze die kurze Stufe
B2-S016-U05	B2-S016	B2	f82r	E221	pchedy	P	NONE	NONE	1	pchedy	P+CHD+CLOSE	Führe ein und schließe
B2-S017-U01	B2-S017	B2	f82r	E222	rsheal	SH	NONE	E223	2	rsheal daldy	SH+E+AL | AL+CLOSE	Halte kurz am Ziel; dazu Nebenoeffnung; Schluss
B2-S018-U01	B2-S018	B2	f82r	E224	qokeedy	OK	NONE	NONE	1	qokeedy	OK+EE+CLOSE	Setze länger und schließe
B2-S019-U01	B2-S019	B2	f82r	E225	rshedy	WASH	NONE	NONE	1	rshedy	WASH+CLOSE	Wasche und schließe
B2-S020-U01	B2-S020	B2	f82r	E226	qoteedy	OWNER_SUPPLIED_ACTION	NONE	NONE	1	qoteedy	OT+EE+CLOSE	Führe die lange Folge aus und schließe
B2-S021-U01	B2-S021	B2	f82r	E227	qokeedy	OK	NONE	NONE	1	qokeedy	OK+EE+CLOSE	Setze länger und schließe
B2-S022-U01	B2-S022	B2	f82r	E228	lochedy	L	NONE	NONE	1	lochedy	L+CHD+CLOSE	Führe den Rest ab und schließe
B3-S001-U01	B3-S001	B3	f83r	E229	olkeedy	SOLK	NONE	NONE	1	olkeedy	SOLK+EE+CLOSE	Sammle länger und schließe
B3-S002-U01	B3-S002	B3	f83r	E231	chkeedy	CHK	E230	NONE	2	qotal chkeedy	OT+AL | CHK+EE+CLOSE	Vorgabe danach dorthin: Wärme länger und schließe
B3-S003-U01	B3-S003	B3	f83r	E235	lchedy	L	E232|E233|E234	NONE	4	chey daiin chey lchedy	Y | AIIN | Y | L+CHD+CLOSE	Vorgabe dieser Posten; Sollmaß; dieser Posten: Führe ab und schließe
B3-S004-U01	B3-S004	B3	f83r	E236	qokaiin	OK	NONE	E237|E238	3	qokaiin qotal dar	OK+AIIN | OT+AL | AR	Stelle auf den Vorgabewert ein; dazu danach dorthin; aus dem Ansatz
B3-S005-U01	B3-S005	B3	f83r	E239	schedy	CHD	NONE	NONE	1	schedy	CHD+CLOSE	Übertrage und schließe
B3-S006-U01	B3-S006	B3	f83r	E240	chedchy	CHD	NONE	NONE	1	chedchy	CHD+Y	Übertrage den aktuellen Posten
B3-S006-U02	B3-S006	B3	f83r	E241	qokal	OK	NONE	NONE	1	qokal	OK+AL	Setze am Ziel
B3-S006-U03	B3-S006	B3	f83r	E242	olchedy	OL	NONE	NONE	1	olchedy	OL+CHD+CLOSE	Übertrage weiter und schließe
B3-S007-U01	B3-S007	B3	f83r	E243	qokaiin	OK	NONE	NONE	1	qokaiin	OK+AIIN	Stelle auf den Vorgabewert ein
B3-S007-U02	B3-S007	B3	f83r	E244	chedy	CHD	NONE	NONE	1	chedy	CHD+Y	Übertrage den aktuellen Posten
B3-S007-U03	B3-S007	B3	f83r	E245	qokeedy	OK	NONE	NONE	1	qokeedy	OK+EE+CLOSE	Setze länger und schließe
B3-S008-U01	B3-S008	B3	f83r	E246	lchedy	L	NONE	NONE	1	lchedy	L+CHD+CLOSE	Führe ab und schließe
B3-S009-U01	B3-S009	B3	f83r	E247	qoky	OK	NONE	NONE	1	qoky	OK+Y	Setze den aktuellen Posten
B3-S010-U01	B3-S010	B3	f83r	E248	pchedal	P	NONE	E249	2	pchedal otedy	P+CHD+AL | OT+E+CLOSE	Führe zum Ziel ein; dazu kurze Folge; Schluss
B3-S011-U01	B3-S011	B3	f83r	E250	shecthedchy	CTH	NONE	NONE	1	shecthedchy	CTH+CHD+Y	Übertrage den bereiten Posten
B3-S011-U02	B3-S011	B3	f83r	E251	qoky	OK	NONE	NONE	1	qoky	OK+Y	Setze den aktuellen Posten
B3-S011-U03	B3-S011	B3	f83r	E252	chedy	CHD	NONE	E253	2	chedy chary	CHD+Y | AR+Y	Übertrage den aktuellen Posten; dazu aus diesem Posten
B3-S012-U01	B3-S012	B3	f83r	E255	shedy	SHED	E254	NONE	2	sor shedy	OR | SHED+E+CLOSE	Vorgabe Ansatz: Lass kurz absetzen und schließe
B3-S013-U01	B3-S013	B3	f83r	E256	qokaiin	OK	NONE	E257	2	qokaiin chkain	OK+AIIN | AIN	Stelle auf den Vorgabewert ein; dazu eine Portion
B3-S013-U02	B3-S013	B3	f83r	E258	shcthey	CTH	NONE	NONE	1	shcthey	CTH+E+Y	Halte kurz bereit
B3-S013-U03	B3-S013	B3	f83r	E259	qokedy	OK	NONE	NONE	1	qokedy	OK+E+CLOSE	Setze kurz und schließe
B3-S014-U01	B3-S014	B3	f83r	E260	okair	OK	NONE	NONE	1	okair	OK+AIR	Öffne den Wasserlauf
B3-S014-U02	B3-S014	B3	f83r	E261	sheedy	SHED	NONE	NONE	1	sheedy	SHED+EE+CLOSE	Lass länger absetzen und schließe
B3-S015-U01	B3-S015	B3	f83r	E262	lchedy	L	NONE	NONE	1	lchedy	L+CHD+CLOSE	Führe ab und schließe
B3-S016-U01	B3-S016	B3	f83r	E263	lo	L	NONE	NONE	1	lo	L	Führe ab
B3-S016-U02	B3-S016	B3	f83r	E264	qokchedy	OK	NONE	NONE	1	qokchedy	OK+CHD+CLOSE	Setze an, übertrage und schließe
B3-S017-U01	B3-S017	B3	f83r	E265	qokeedy	OK	NONE	NONE	1	qokeedy	OK+EE+CLOSE	Setze länger und schließe
B3-S018-U01	B3-S018	B3	f83r	E266	shedy	SHED	NONE	NONE	1	shedy	SHED+E+CLOSE	Lass kurz absetzen und schließe
B3-S019-U01	B3-S019	B3	f83r	E267	qokshedy	OK	NONE	NONE	1	qokshedy	OK+SHED+CLOSE	Beginne den Absetzgang und schließe
B3-S020-U01	B3-S020	B3	f83r	E269	lchedy	L	E268	NONE	2	dal lchedy	AL | L+CHD+CLOSE	Vorgabe dorthin: Führe ab und schließe
B3-S021-U01	B3-S021	B3	f83r	E270	qokaiin	OK	NONE	NONE	1	qokaiin	OK+AIIN	Stelle auf den Vorgabewert ein
