master_card_id	master_head_form	corrected_semantic_atoms	short_default_de	prose_events	records	syntactic_roles	attachment_directions	action_heads	role_stability	event_ids	context_decision
MC032	cheeky	CHK+EE+Y	länger erwärmen und offen halten	2	B4|H4	ACTION_HEAD:2	SELF:2	CHK:2	STABLE	E066|E333	KEEP_SHORT_VALUE
MC033	oiiin	IIN	Sollstufe	2	B1|B3	ARGUMENT_OR_MODIFIER:2	BACKWARD:1|FORWARD:1	IIN:2	STABLE	E161|E309	KEEP_SHORT_VALUE
MC034	cho	HO	Zutat	4	H5	CONTENT_OR_STATE:4	BACKWARD:1|FORWARD:3	HO:4	STABLE	E075|E078|E088|E094	KEEP_SHORT_VALUE
MC035	chckhy	CKH+Y	durchleiten	4	B1|B2	ACTION_HEAD:4	SELF:4	CKH:4	STABLE	E119|E128|E139|E179	KEEP_SHORT_VALUE
MC036	solkaiin	SOLK+AIIN	bis Sollmass sammeln	1	B2	ACTION_HEAD:1	SELF:1	SOLK:1	STABLE	E178	KEEP_SHORT_VALUE
MC037	tchody	HO+CLOSE	Eingangsposten beiseitestellen; Schluss	1	H3	ENDPOINT_ONLY:1	BACKWARD:1	CLOSE:1	STABLE	E045	KEEP_SHORT_VALUE
MC038	lshedy	WASH+CLOSE	waschen; Schluss	2	B1	ACTION_HEAD:2	SELF:2	WASH:2	STABLE	E143|E144	KEEP_SHORT_VALUE
MC039	aiin	AIIN	Sollmaß	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5	ARGUMENT_OR_MODIFIER:20	BACKWARD:13|FORWARD:7	AIIN:20	STABLE	E009|E022|E030|E051|E057|E061|E068|E077|E100|E116|E118|E207|E217|E233|E274|E299|E332|E338|E369|E377	KEEP_SHORT_VALUE
MC040	okal	OK+AL	dort ansetzen	6	B1|B2|B3|H4	ACTION_HEAD:6	SELF:6	OK:6	STABLE	E069|E104|E152|E172|E186|E241	KEEP_SHORT_VALUE
MC041	okchol	OK+OL	weiterlaufenden Posten aufnehmen	1	H3	ACTION_HEAD:1	SELF:1	OK:1	STABLE	E053	KEEP_SHORT_VALUE
MC042	cheedar	CHD+AR	von dort umsetzen	1	B3	ACTION_HEAD:1	SELF:1	CHD:1	STABLE	E285	KEEP_SHORT_VALUE
MC043	shecthedchy	CTH+CHD+Y	bereiten Posten umsetzen	1	B3	ACTION_HEAD:1	SELF:1	CTH:1	STABLE	E250	KEEP_SHORT_VALUE
MC044	qokar	OK+AR	daraus ansetzen	1	B2	ACTION_HEAD:1	SELF:1	OK:1	STABLE	E191	KEEP_SHORT_VALUE
MC045	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	3	B1|B3	ACTION_HEAD:3	SELF:3	SOLK:3	STABLE	E162|E229|E291	KEEP_SHORT_VALUE
MC046	raly	AL+Y	diesen Posten dorthin	1	B6	ARGUMENT_OR_MODIFIER:1	BACKWARD:1	AL:1	STABLE	E375	KEEP_SHORT_VALUE
MC047	ykain	Y+AIN	Postenportion	1	H4	ARGUMENT_OR_MODIFIER:1	BACKWARD:1	Y:1	STABLE	E058	KEEP_SHORT_VALUE
MC048	kaiiin	IIN	Weichstufe	1	H2	ARGUMENT_OR_MODIFIER:1	BACKWARD:1	IIN:1	STABLE	E036	KEEP_SHORT_VALUE
MC049	schoal	HO+AL	Zutat an die Arbeitsstelle geben	1	H3	CONTENT_OR_STATE:1	BACKWARD:1	HO:1	STABLE	E040	KEEP_SHORT_VALUE
MC050	solkey	SOLK+E+Y	kurz sammeln	1	B4	ACTION_HEAD:1	SELF:1	SOLK:1	STABLE	E356	KEEP_SHORT_VALUE
MC051	lchedal	L+CHD+AL	zur Ablaufstelle führen	1	B1	ACTION_HEAD:1	SELF:1	L:1	STABLE	E147	KEEP_SHORT_VALUE
MC052	qekey	KCH+E+Y	aktuellen Posten kurz bearbeiten	1	B6	ACTION_HEAD:1	SELF:1	KCH:1	STABLE	E374	KEEP_SHORT_VALUE
MC053	otol	OT+OL	danach fortsetzen	1	H2	ACTION_HEAD:1	SELF:1	OL:1	STABLE	E026	KEEP_SHORT_VALUE
MC054	qokaly	OK+AL+Y	dies dort ansetzen	1	B2	ACTION_HEAD:1	SELF:1	OK:1	STABLE	E177	KEEP_SHORT_VALUE
MC055	char	AR	aus dem Ansatz	5	B1|B2|B3|H1|H2	ARGUMENT_OR_MODIFIER:5	BACKWARD:5	AR:5	STABLE	E003|E031|E105|E199|E238	KEEP_SHORT_VALUE
MC056	ral	AL	zur Zielstelle	1	B1	ARGUMENT_OR_MODIFIER:1	BACKWARD:1	AL:1	STABLE	E130	KEEP_SHORT_VALUE
MC057	otchedy	OT+CHD+CLOSE	nächsten Posten überführen; Schluss	2	B3	ACTION_HEAD:2	SELF:2	CHD:2	STABLE	E281|E301	KEEP_SHORT_VALUE
MC058	sheckhal	CKH+E+AL	kurz zur Zielstelle durchleiten	1	B1	ACTION_HEAD:1	SELF:1	CKH:1	STABLE	E115	KEEP_SHORT_VALUE
MC059	dain	DAIN	Tuch	2	B4|B6	CONTENT_OR_STATE:2	BACKWARD:1|FORWARD:1	DAIN:2	STABLE	E327|E379	KEEP_SHORT_VALUE
MC060	otaiin	OT+AIIN	Folgemaß	3	B2|B3	ORDER_MARKER:3	BACKWARD:1|FORWARD:2	OT:3	STABLE	E190|E306|E312	KEEP_SHORT_VALUE
MC061	sshkchdy	SH+KCH+CHD+CLOSE	im Arbeitsgang schwenken; Schluss	1	B1	ACTION_HEAD:1	SELF:1	SH:1	STABLE	E122	KEEP_SHORT_VALUE
MC062	shoyty	HO+Y+TY	Zutatenteil	1	H3	ELLIPTIC_HEAD:1	SELF:1	OWNER_SUPPLIED_ACTION:1	STABLE	E046	KEEP_SHORT_VALUE
MC063	oteey	OT+EE+Y	langer Folgeposten	2	B2	ORDER_MARKER:2	FORWARD:2	OT:2	STABLE	E185|E218	KEEP_SHORT_VALUE
MC064	chedchy	CHD+Y	diesen Posten überführen	1	B3	ACTION_HEAD:1	SELF:1	CHD:1	STABLE	E240	KEEP_SHORT_VALUE
MC065	ls	L	Durchlassöffnung	1	B2	ACTION_HEAD:1	SELF:1	L:1	STABLE	E196	KEEP_SHORT_VALUE
MC066	lcheey	L+CHEEY	Klarlauf abfuehren	1	B2	ACTION_HEAD:1	SELF:1	L:1	STABLE	E206	KEEP_SHORT_VALUE
MC067	otchdy	OT+CHD+CLOSE	Folgegang vollziehen; Schluss	1	B5	ACTION_HEAD:1	SELF:1	CHD:1	STABLE	E362	KEEP_SHORT_VALUE
MC068	sotodan	OT+DAN	danach anwenden	1	H5	ACTION_HEAD:1	SELF:1	DAN:1	STABLE	E097	KEEP_SHORT_VALUE
MC069	otytchol	OT+TY+OL	naechsten Teilposten weiterfuehren	1	H1	ACTION_HEAD:1	SELF:1	OL:1	STABLE	E007	KEEP_SHORT_VALUE
MC070	pchedy	P+CHD+CLOSE	einführen; Schluss	1	B2	ACTION_HEAD:1	SELF:1	P:1	STABLE	E221	KEEP_SHORT_VALUE
MC071	dchey	DCHE+Y	Wurzel als aktueller Posten	1	H1	CONTENT_OR_STATE:1	FORWARD:1	DCHE:1	STABLE	E001	KEEP_SHORT_VALUE
MC072	orain	OR+AIN	Ansatzportion	1	H4	CONTENT_OR_STATE:1	BACKWARD:1	OR:1	STABLE	E073	KEEP_SHORT_VALUE
MC073	qcthey	CTH+E+Y	kurz bereithalten	2	B2|B3	ACTION_HEAD:2	SELF:2	CTH:2	STABLE	E204|E258	KEEP_SHORT_VALUE
MC074	chdy	CHD+Y	laufenden Posten umsetzen	11	B1|B3|B4|B5|H4	ACTION_HEAD:11	SELF:11	CHD:11	STABLE	E062|E123|E145|E244|E252|E287|E304|E319|E328|E342|E372	KEEP_SHORT_VALUE
MC075	ycheor	Y+CHEO+OR	Auszugsansatz	1	H2	CONTENT_OR_STATE:1	FORWARD:1	CHEO:1	STABLE	E015	KEEP_SHORT_VALUE
MC076	dsheol	SH+E+OL	kurz weiter ruhen lassen	1	B1	ACTION_HEAD:1	SELF:1	SH:1	STABLE	E160	KEEP_SHORT_VALUE
MC077	kchal	KCH+AL	an der Zielstelle bearbeiten	1	H5	ACTION_HEAD:1	SELF:1	KCH:1	STABLE	E093	KEEP_SHORT_VALUE
MC078	olsaly	AL+Y	untere Zielstelle	1	B3	ARGUMENT_OR_MODIFIER:1	FORWARD:1	AL:1	STABLE	E313	KEEP_SHORT_VALUE
MC079	daldy	AL+CLOSE	Nebenoeffnung; Schluss	1	B2	ENDPOINT_ONLY:1	BACKWARD:1	CLOSE:1	STABLE	E223	KEEP_SHORT_VALUE
MC080	chor	OR	Ansatz	7	B3|B4|H2|H4	CONTENT_OR_STATE:7	BACKWARD:4|FORWARD:3	OR:7	STABLE	E017|E025|E033|E034|E071|E254|E348	KEEP_SHORT_VALUE
MC081	okair	OK+AIR	Wasser einlassen	1	B3	ACTION_HEAD:1	SELF:1	OK:1	STABLE	E260	KEEP_SHORT_VALUE
MC082	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	10	B2|B3|B4	ACTION_HEAD:10	SELF:10	OK:10	STABLE	E171|E201|E213|E224|E227|E245|E265|E302|E315|E329	KEEP_SHORT_VALUE
MC083	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	8	B1|B3|B4	ACTION_HEAD:8	SELF:8	OK:8	STABLE	E101|E137|E138|E259|E294|E297|E318|E335	KEEP_SHORT_VALUE
MC084	rshedy	WASH+CLOSE	Waschgang abschließen	1	B2	ACTION_HEAD:1	SELF:1	WASH:1	STABLE	E225	KEEP_SHORT_VALUE
MC085	cheoar	CHEO+AR	Auszug entnehmen	1	H4	CONTENT_OR_STATE:1	FORWARD:1	CHEO:1	STABLE	E065	KEEP_SHORT_VALUE
MC086	chety	PARTITION+TY	Teil abtrennen	2	B3|H1	ACTION_HEAD:2	SELF:2	PARTITION:2	STABLE	E004|E311	KEEP_SHORT_VALUE
MC087	chodaiin	HO+AIIN	Zutatenmaß	1	H2	CONTENT_OR_STATE:1	BACKWARD:1	HO:1	STABLE	E038	KEEP_SHORT_VALUE
MC088	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	3	B1|B3|B5	ACTION_HEAD:3	SELF:3	OK:3	STABLE	E131|E284|E363	KEEP_SHORT_VALUE
MC089	skar	SK+AR	vom Ausgang ausgießen	1	B4	ACTION_HEAD:1	SELF:1	SK:1	STABLE	E360	KEEP_SHORT_VALUE
MC090	kchol	KCH+OL	weiter bearbeiten	1	H5	ACTION_HEAD:1	SELF:1	KCH:1	STABLE	E079	KEEP_SHORT_VALUE
MC091	dairydy	AIR+Y+CLOSE	Wasserlauf schliessen; Schluss	1	B4	ENDPOINT_ONLY:1	BACKWARD:1	CLOSE:1	STABLE	E351	KEEP_SHORT_VALUE
MC092	lol	L+OL	von dort weiterfuehren	1	B5	ACTION_HEAD:1	SELF:1	L:1	STABLE	E367	KEEP_SHORT_VALUE
MC093	otal	OT+AL	danach dorthin	3	B3|B4	ORDER_MARKER:3	BACKWARD:1|FORWARD:2	OT:3	STABLE	E230|E237|E320	KEEP_SHORT_VALUE
MC094	cheeety	EEE+TY	ganzen Teilposten	1	B3	ARGUMENT_OR_MODIFIER:1	BACKWARD:1	EEE:1	STABLE	E296	KEEP_SHORT_VALUE
MC095	sheey	SH+EE+Y	laenger ruhen	1	B4	ACTION_HEAD:1	SELF:1	SH:1	STABLE	E334	KEEP_SHORT_VALUE
MC096	qokeedal	OK+EE+AL	dort länger halten	1	B1	ACTION_HEAD:1	SELF:1	OK:1	STABLE	E117	KEEP_SHORT_VALUE
MC097	olkain	OL+AIN	weitere Portion	2	B1|B4	ACTION_HEAD:2	SELF:2	OL:2	STABLE	E108|E358	KEEP_SHORT_VALUE
MC098	tshol	HO+L	Zutat entnehmen	1	H3	ACTION_HEAD:1	SELF:1	L:1	STABLE	E039	KEEP_SHORT_VALUE
MC099	cheeckhody	EE+CKH+HO+CLOSE	länger auftragen; Schluss	1	H5	ACTION_HEAD:1	SELF:1	CKH:1	STABLE	E086	KEEP_SHORT_VALUE
MC100	ody	ODY	kühlen	1	H4	ACTION_HEAD:1	SELF:1	ODY:1	STABLE	E060	KEEP_SHORT_VALUE
MC101	ldalor	AL	Endziel	1	B6	ARGUMENT_OR_MODIFIER:1	BACKWARD:1	AL:1	STABLE	E381	KEEP_SHORT_VALUE
MC102	rsheal	SH+E+AL	kurz am Ziel ruhen	1	B2	ACTION_HEAD:1	SELF:1	SH:1	STABLE	E222	KEEP_SHORT_VALUE
MC103	chokchy	OK+Y	Posten zur Weiterbearbeitung ansetzen	3	H1|H5	ACTION_HEAD:3	SELF:3	OK:3	STABLE	E011|E091|E095	KEEP_SHORT_VALUE
MC104	keol	E+OL	kurz weiterbearbeiten	1	H5	ACTION_HEAD:1	SELF:1	OL:1	STABLE	E099	KEEP_SHORT_VALUE
MC105	chkain	AIN	eine Portion	3	B1|B3|B4	ARGUMENT_OR_MODIFIER:3	BACKWARD:2|FORWARD:1	AIN:3	STABLE	E107|E257|E354	KEEP_SHORT_VALUE
MC106	teol	E+OL	kurz weiterleiten	1	B1	ACTION_HEAD:1	SELF:1	OL:1	STABLE	E157	KEEP_SHORT_VALUE
MC107	qotchy	OT+Y	anschließender Arbeitsposten	1	H3	ORDER_MARKER:1	FORWARD:1	OT:1	STABLE	E052	KEEP_SHORT_VALUE
MC108	etyd	E+TY	kleiner Restteil	1	H1	ARGUMENT_OR_MODIFIER:1	BACKWARD:1	E:1	STABLE	E010	KEEP_SHORT_VALUE
MC109	ytey	Y+E+TY	kurzen Teil des aktuellen Postens nehmen	1	B1	ARGUMENT_OR_MODIFIER:1	FORWARD:1	Y:1	STABLE	E150	KEEP_SHORT_VALUE
MC110	chkeedy	CHK+EE+CLOSE	länger wärmen; Schluss	1	B3	ACTION_HEAD:1	SELF:1	CHK:1	STABLE	E231	KEEP_SHORT_VALUE
MC111	shfydaiin	SH+AIIN	Standmaß	1	H3	ACTION_HEAD:1	SELF:1	SH:1	STABLE	E042	KEEP_SHORT_VALUE
MC112	octheol	CTH+OL	bereitgestellten Gang fortsetzen	1	B2	ACTION_HEAD:1	SELF:1	CTH:1	STABLE	E182	KEEP_SHORT_VALUE
MC113	shedal	SHED+AL	dort absetzen	2	B3|B5	ACTION_HEAD:2	SELF:2	SHED:2	STABLE	E275|E364	KEEP_SHORT_VALUE
MC114	sh	SH	halten	1	H5	ACTION_HEAD:1	SELF:1	SH:1	STABLE	E087	KEEP_SHORT_VALUE
MC115	qoctholy	CTH+OL+Y	bereiten Posten weiterfuehren	1	H2	ACTION_HEAD:1	SELF:1	CTH:1	STABLE	E019	KEEP_SHORT_VALUE
MC116	schedair	AIR	Wasser weiterleiten	1	B3	ARGUMENT_OR_MODIFIER:1	FORWARD:1	AIR:1	STABLE	E300	KEEP_SHORT_VALUE
MC117	kchy	KCH+Y	diesen Posten bearbeiten	1	H3	ACTION_HEAD:1	SELF:1	KCH:1	STABLE	E049	KEEP_SHORT_VALUE
MC118	ly	L+Y	aktuellen Posten abführen	1	B1	ACTION_HEAD:1	SELF:1	L:1	STABLE	E159	KEEP_SHORT_VALUE
MC119	cheey	CHEEY	klarer Auszug	4	B2|B4|H3	CONTENT_OR_STATE:4	BACKWARD:4	CHEEY:4	STABLE	E044|E197|E203|E353	KEEP_SHORT_VALUE
MC120	okaiin	OK+AIIN	auf Sollmaß einstellen	9	B1|B2|B3|H4	ACTION_HEAD:9	SELF:9	OK:9	STABLE	E056|E102|E180|E181|E219|E236|E243|E256|E270	KEEP_SHORT_VALUE
MC121	otar	OT+AR	danach von dort	1	B1	ORDER_MARKER:1	BACKWARD:1	OT:1	STABLE	E149	KEEP_SHORT_VALUE
MC122	kchey	KCH+E+Y	diesen Posten kurz bearbeiten	1	H5	ACTION_HEAD:1	SELF:1	KCH:1	STABLE	E089	KEEP_SHORT_VALUE
MC123	chey	Y	dieser Posten	18	B1|B2|B3|B4|B6|H2|H3|H4	ARGUMENT_OR_MODIFIER:18	BACKWARD:12|FORWARD:6	Y:18	STABLE	E020|E021|E023|E035|E037|E048|E050|E055|E072|E132|E170|E208|E232|E234|E273|E277|E349|E380	KEEP_SHORT_VALUE
MC124	lkedy	L+E+CLOSE	kurz abführen; Schluss	1	B4	ACTION_HEAD:1	SELF:1	L:1	STABLE	E344	KEEP_SHORT_VALUE
MC125	chochor	HO+OR	Zutatenansatz	1	H5	CONTENT_OR_STATE:1	FORWARD:1	HO:1	STABLE	E074	KEEP_SHORT_VALUE
MC126	pchedal	P+CHD+AL	Einlass	1	B3	ACTION_HEAD:1	SELF:1	P:1	STABLE	E248	KEEP_SHORT_VALUE
MC127	lched	L+CHD	abführen	1	B2	ACTION_HEAD:1	SELF:1	L:1	STABLE	E174	KEEP_SHORT_VALUE
MC128	cheedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	12	B1|B2|B3|B4	ACTION_HEAD:12	SELF:12	SHED:12	STABLE	E125|E136|E155|E163|E192|E255|E266|E314|E325|E336|E347|E361	KEEP_SHORT_VALUE
MC129	cfhy	CFH+Y	aktuellen Posten auswringen	1	H3	ACTION_HEAD:1	SELF:1	CFH:1	STABLE	E041	KEEP_SHORT_VALUE
MC130	lsho	WASH	Waschgang beginnen	1	B1	ACTION_HEAD:1	SELF:1	WASH:1	STABLE	E141	KEEP_SHORT_VALUE
MC131	choy	HO+Y	diese Zutat	1	H5	CONTENT_OR_STATE:1	FORWARD:1	HO:1	STABLE	E084	KEEP_SHORT_VALUE
MC132	sheckhy	CKH+E+Y	kurz durchleiten	1	B2	ACTION_HEAD:1	SELF:1	CKH:1	STABLE	E187	KEEP_SHORT_VALUE
MC133	lcheckhedy	L+CKHE+CLOSE	abseihen; Schluss	1	B2	ACTION_HEAD:1	SELF:1	L:1	STABLE	E176	KEEP_SHORT_VALUE
MC134	qolky	OL	auf dem Arbeitsweg weiterleiten	1	B1	ACTION_HEAD:1	SELF:1	OL:1	STABLE	E146	KEEP_SHORT_VALUE
MC135	otedy	OT+E+CLOSE	kurze Folge; Schluss	2	B3	ORDER_MARKER:2	BACKWARD:2	OT:2	STABLE	E249|E307	KEEP_SHORT_VALUE
MC136	kchoar	CHEO+AR	Auszug daraus	1	H5	CONTENT_OR_STATE:1	BACKWARD:1	CHEO:1	STABLE	E096	KEEP_SHORT_VALUE
MC137	shecthy	CTH+E+Y	kurz bereit halten	1	B3	ACTION_HEAD:1	SELF:1	CTH:1	STABLE	E276	KEEP_SHORT_VALUE
MC138	dshedy	SHED+E+CLOSE	kurz absetzen; Schluss	1	B2	ACTION_HEAD:1	SELF:1	SHED:1	STABLE	E189	KEEP_SHORT_VALUE
MC139	dchdy	CHD+CLOSE	weitergeführten Posten überführen; Schluss	1	B1	ACTION_HEAD:1	SELF:1	CHD:1	STABLE	E158	KEEP_SHORT_VALUE
MC140	qokeeedy	OK+EEE+CLOSE	vollständig ansetzen; Schluss	1	B2	ACTION_HEAD:1	SELF:1	OK:1	STABLE	E209	KEEP_SHORT_VALUE
MC141	tshey	CHEEY	Klarlauf zugeben	1	B2	CONTENT_OR_STATE:1	FORWARD:1	CHEEY:1	STABLE	E212	KEEP_SHORT_VALUE
MC142	dchol	DCHOL	vorigen Posten fortsetzen	2	H3|H5	CONTENT_OR_STATE:2	FORWARD:2	DCHOL:2	STABLE	E047|E083	KEEP_SHORT_VALUE
MC143	shckhedy	CKHE+CLOSE	seihen; Schluss	3	B1|B4	ACTION_HEAD:3	SELF:3	CKHE:3	STABLE	E165|E330|E331	KEEP_SHORT_VALUE
MC144	chldaiin	SHED+AIIN	Absetzmaß	1	B3	ACTION_HEAD:1	SELF:1	SHED:1	STABLE	E286	KEEP_SHORT_VALUE
MC145	chedain	CHD+AIN	Portion umsetzen	1	B3	ACTION_HEAD:1	SELF:1	CHD:1	STABLE	E303	KEEP_SHORT_VALUE
MC146	chealror	AL+OR	Ansatz von dort zur Zielstelle	1	B3	CONTENT_OR_STATE:1	BACKWARD:1	OR:1	STABLE	E290	KEEP_SHORT_VALUE
MC147	cheky	CHK+E+Y	kurz wärmen	3	B1|B4	ACTION_HEAD:3	SELF:3	CHK:3	STABLE	E134|E164|E339	KEEP_SHORT_VALUE
MC148	ykan	Y+AIN	dieser Anteil	1	H4	ARGUMENT_OR_MODIFIER:1	FORWARD:1	Y:1	STABLE	E059	KEEP_SHORT_VALUE
MC149	solshedy	OL+SHED+CLOSE	weiter absetzen; Schluss	1	B2	ACTION_HEAD:1	SELF:1	OL:1	STABLE	E193	KEEP_SHORT_VALUE
MC150	okeeol	OK+EE+OL	länger fortführen	1	B4	ACTION_HEAD:1	SELF:1	OK:1	STABLE	E340	KEEP_SHORT_VALUE
MC151	qokshedy	OK+SHED+CLOSE	Absetzgang ansetzen; Schluss	1	B3	ACTION_HEAD:1	SELF:1	OK:1	STABLE	E267	KEEP_SHORT_VALUE
MC152	ches	PARTITION	teilen	1	B2	ACTION_HEAD:1	SELF:1	PARTITION:1	STABLE	E216	KEEP_SHORT_VALUE
MC153	cheol	OL	fortsetzen	19	B1|B3|B4|B5|B6|H1|H2	ACTION_HEAD:19	SELF:19	OL:19	STABLE	E013|E027|E029|E106|E110|E114|E121|E124|E133|E135|E148|E154|E295|E324|E343|E366|E370|E376|E378	KEEP_SHORT_VALUE
MC154	al	AL	dorthin	10	B1|B2|B3|B4|B5|H5	ARGUMENT_OR_MODIFIER:9|ELLIPTIC_HEAD:1	BACKWARD:5|FORWARD:4|SELF:1	AL:9|OWNER_SUPPLIED_ACTION:1	MIXED	E082|E109|E156|E166|E214|E268|E272|E278|E359|E365	KEEP_VALUE_REVIEW_ATTACHMENT
MC155	lchedy	L+CHD+CLOSE	abführen; Schluss	8	B2|B3|B4	ACTION_HEAD:8	SELF:8	L:8	STABLE	E210|E235|E246|E262|E269|E282|E345|E357	KEEP_SHORT_VALUE
MC156	cphy	CPH+Y	aktuellen Posten nachseihen	1	H3	ACTION_HEAD:1	SELF:1	CPH:1	STABLE	E043	KEEP_SHORT_VALUE
MC157	cholor	OL+OR	Fortsetzungsansatz	2	B1|H2	ACTION_HEAD:2	SELF:2	OL:2	STABLE	E028|E113	KEEP_SHORT_VALUE
MC158	cthoor	CTH+OR	Ansatz bereit	1	H1	ACTION_HEAD:1	SELF:1	CTH:1	STABLE	E002	KEEP_SHORT_VALUE
