mode	record	line	locus	word	element_id	start	end	piece	bound	known	rendering	row_status
W	f17r	f17r.6	f17r.6:3	cho	f17r.6:3/1	0	3	cho	NO	False	⟦cho⟧	recorded
W	f17r	f17r.6	f17r.6:4	qokcheor	f17r.6:4/1	0	8	qokcheor	NO	False	⟦qokcheor⟧	recorded
W	f17r	f17r.6	f17r.6:5	cheteg	f17r.6:5/1	0	6	cheteg	NO	False	⟦cheteg⟧	recorded
W	f21r	f21r.8	f21r.8:1	fcho	f21r.8:1/1	0	4	fcho	NO	False	⟦fcho⟧	recorded
W	f21r	f21r.8	f21r.8:2	kshy	f21r.8:2/1	0	4	kshy	NO	False	⟦kshy⟧	recorded
W	f21r	f21r.8	f21r.8:3	otor	f21r.8:3/1	0	4	otor	NO	False	⟦otor⟧	recorded
W	f21r	f21r.8	f21r.8:4	sheol	f21r.8:4/1	0	5	sheol	NO	False	⟦sheol⟧	recorded
W	f21r	f21r.8	f21r.8:5	ocphal	f21r.8:5/1	0	6	ocphal	NO	False	⟦ocphal⟧	recorded
W	f21r	f21r.8	f21r.8:6	opsheas	f21r.8:6/1	0	7	opsheas	NO	False	⟦opsheas⟧	recorded
W	f21r	f21r.8	f21r.8:7	cthodaiin	f21r.8:7/1	0	9	cthodaiin	NO	False	⟦cthodaiin⟧	recorded
W	f21r	f21r.8	f21r.8:8	oty	f21r.8:8/1	0	3	oty	NO	False	⟦oty⟧	recorded
W	f21r	f21r.9	f21r.9:1	okaiin	f21r.9:1/1	0	6	okaiin	NO	True	Ansatz[f21r.9:1/1]	recorded
W	f21r	f21r.9	f21r.9:2	sho	f21r.9:2/1	0	3	sho	NO	True	vermische(cthy;UNMARKED_ARGUMENT;NP=f21r.9:8/1)	recorded
W	f21r	f21r.9	f21r.9:3	tshaiin	f21r.9:3/1	0	7	tshaiin	NO	False	⟦tshaiin⟧	recorded
W	f21r	f21r.9	f21r.9:4	chkaiin	f21r.9:4/1	0	7	chkaiin	NO	False	⟦chkaiin⟧	recorded
W	f21r	f21r.9	f21r.9:5	sh	f21r.9:5/1	0	2	sh	NO	False	⟦sh⟧	recorded
W	f21r	f21r.9	f21r.9:6	cthey	f21r.9:6/1	0	5	cthey	NO	False	⟦cthey⟧	recorded
W	f21r	f21r.9	f21r.9:7	cthody	f21r.9:7/1	0	6	cthody	NO	False	⟦cthody⟧	recorded
W	f21r	f21r.9	f21r.9:8	cthy	f21r.9:8/1	0	4	cthy	NO	True	Kraut[f21r.9:8/1]	recorded
W	f21r	f21r.9	f21r.9:9	s	f21r.9:9/1	0	1	s	NO	False	⟦s⟧	recorded
W	f21r	f21r.10	f21r.10:1	totchy	f21r.10:1/1	0	6	totchy	NO	False	⟦totchy⟧	recorded
W	f21r	f21r.10	f21r.10:2	keor	f21r.10:2/1	0	4	keor	NO	False	⟦keor⟧	recorded
W	f21r	f21r.10	f21r.10:3	chy	f21r.10:3/1	0	3	chy	NO	True	Wasser[f21r.10:3/1]	recorded
W	f21r	f21r.10	f21r.10:4	ky	f21r.10:4/1	0	2	ky	NO	False	⟦ky⟧	recorded
W	f21r	f21r.10	f21r.10:5	qotaiin	f21r.10:5/1	0	7	qotaiin	NO	False	⟦qotaiin⟧	recorded
W	f21r	f21r.10	f21r.10:6	qotchol	f21r.10:6/1	0	7	qotchol	NO	False	⟦qotchol⟧	recorded
W	f21r	f21r.10	f21r.10:7	ty	f21r.10:7/1	0	2	ty	NO	False	⟦ty⟧	recorded
W	f21r	f21r.10	f21r.10:8	ctheey	f21r.10:8/1	0	6	ctheey	NO	False	⟦ctheey⟧	recorded
W	f21r	f21r.10	f21r.10:9	otaiin	f21r.10:9/1	0	6	otaiin	NO	False	⟦otaiin⟧	recorded
W	f21r	f21r.11	f21r.11:1	shol	f21r.11:1/1	0	4	shol	NO	True	feucht[NP=f21r.10:3/1]	recorded
W	f21r	f21r.11	f21r.11:2	chol	f21r.11:2/1	0	4	chol	NO	True	trocken[NP=f21r.10:3/1]	recorded
W	f21r	f21r.11	f21r.11:3	shol	f21r.11:3/1	0	4	shol	NO	True	feucht[NP=f21r.10:3/1]	recorded
W	f21r	f21r.11	f21r.11:4	tchol	f21r.11:4/1	0	5	tchol	NO	False	⟦tchol⟧	recorded
W	f21r	f21r.11	f21r.11:5	chcthy	f21r.11:5/1	0	6	chcthy	NO	False	⟦chcthy⟧	recorded
W	f21r	f21r.11	f21r.11:6	otyky	f21r.11:6/1	0	5	otyky	NO	False	⟦otyky⟧	recorded
W	f21r	f21r.11	f21r.11:7	shey	f21r.11:7/1	0	4	shey	NO	False	⟦shey⟧	recorded
W	f21r	f21r.11	f21r.11:8	yteol	f21r.11:8/1	0	5	yteol	NO	False	⟦yteol⟧	recorded
W	f21r	f21r.11	f21r.11:9	shody	f21r.11:9/1	0	5	shody	NO	False	⟦shody⟧	recorded
W	f21r	f21r.12	f21r.12:1	ykeey	f21r.12:1/1	0	5	ykeey	NO	False	⟦ykeey⟧	recorded
W	f21r	f21r.12	f21r.12:2	chor	f21r.12:2/1	0	4	chor	NO	True	Blüten[f21r.12:2/1]	recorded
W	f21r	f21r.12	f21r.12:3	sheey	f21r.12:3/1	0	5	sheey	NO	False	⟦sheey⟧	recorded
W	f21r	f21r.12	f21r.12:4	ysheol	f21r.12:4/1	0	6	ysheol	NO	False	⟦ysheol⟧	recorded
W	f21r	f21r.12	f21r.12:5	chor	f21r.12:5/1	0	4	chor	NO	True	Blüten[f21r.12:5/1]	recorded
W	f21r	f21r.12	f21r.12:6	chol	f21r.12:6/1	0	4	chol	NO	True	trocken[NP=f21r.12:5/1]	recorded
W	f21r	f21r.12	f21r.12:7	daiin	f21r.12:7/1	0	5	daiin	NO	True	OBJ[MARKED_OBJECT;NP=f21r.12:5/1]	recorded
W	f21r	f21r.12	f21r.12:8	chkaiin	f21r.12:8/1	0	7	chkaiin	NO	False	⟦chkaiin⟧	recorded
W	f32v	f32v.7	f32v.7:1	ksho	f32v.7:1/1	0	4	ksho	NO	False	⟦ksho⟧	recorded
W	f32v	f32v.7	f32v.7:2	cphos	f32v.7:2/1	0	5	cphos	NO	False	⟦cphos⟧	recorded
W	f32v	f32v.7	f32v.7:3	she	f32v.7:3/1	0	3	she	NO	False	⟦she⟧	recorded
W	f32v	f32v.7	f32v.7:4	sheaiin	f32v.7:4/1	0	7	sheaiin	NO	False	⟦sheaiin⟧	recorded
W	f32v	f32v.7	f32v.7:5	otshcho	f32v.7:5/1	0	7	otshcho	NO	False	⟦otshcho⟧	recorded
W	f32v	f32v.7	f32v.7:6	r	f32v.7:6/1	0	1	r	NO	False	⟦r⟧	recorded
W	f32v	f32v.7	f32v.7:7	dain	f32v.7:7/1	0	4	dain	NO	False	⟦dain⟧	recorded
W	f32v	f32v.7	f32v.7:8	shckhy	f32v.7:8/1	0	6	shckhy	NO	False	⟦shckhy⟧	recorded
W	f32v	f32v.7	f32v.7:9	s	f32v.7:9/1	0	1	s	NO	False	⟦s⟧	recorded
W	f32v	f32v.7	f32v.7:10	odan	f32v.7:10/1	0	4	odan	NO	False	⟦odan⟧	recorded
W	f32v	f32v.8	f32v.8:1	otchol	f32v.8:1/1	0	6	otchol	NO	True	Trockenmaterial[f32v.8:1/1]	recorded
W	f32v	f32v.8	f32v.8:2	daiin	f32v.8:2/1	0	5	daiin	NO	True	OBJ[MARKED_OBJECT;NP=f32v.8:1/1]	recorded
W	f32v	f32v.8	f32v.8:3	daiin	f32v.8:3/1	0	5	daiin	NO	True	OBJ[DUPLICATE_CASE;NP=f32v.8:1/1]	recorded
W	f32v	f32v.8	f32v.8:4	ctho	f32v.8:4/1	0	4	ctho	NO	True	Pulver[f32v.8:4/1]	recorded
W	f32v	f32v.8	f32v.8:5	daiin	f32v.8:5/1	0	5	daiin	NO	True	OBJ[MARKED_OBJECT;NP=f32v.8:4/1]	recorded
W	f32v	f32v.8	f32v.8:6	qotaiin	f32v.8:6/1	0	7	qotaiin	NO	False	⟦qotaiin⟧	recorded
W	f32v	f32v.8	f32v.8:7	otchy	f32v.8:7/1	0	5	otchy	NO	False	⟦otchy⟧	recorded
W	f32v	f32v.8	f32v.8:8	d	f32v.8:8/1	0	1	d	NO	False	⟦d⟧	recorded
W	f32v	f32v.8	f32v.8:9	shan	f32v.8:9/1	0	4	shan	NO	False	⟦shan⟧	recorded
W	f32v	f32v.9	f32v.9:1	qotchy	f32v.9:1/1	0	6	qotchy	NO	True	zerkleinere(chocthy;MATCH_OBJECT;NP=f32v.9:4/1)	recorded
W	f32v	f32v.9	f32v.9:2	cfhy	f32v.9:2/1	0	4	cfhy	NO	False	⟦cfhy⟧	recorded
W	f32v	f32v.9	f32v.9:3	skey	f32v.9:3/1	0	4	skey	NO	False	⟦skey⟧	recorded
W	f32v	f32v.9	f32v.9:4	chocthy	f32v.9:4/1	0	7	chocthy	NO	True	Mark[f32v.9:4/1]	recorded
W	f32v	f32v.9	f32v.9:5	daiin	f32v.9:5/1	0	5	daiin	NO	True	OBJ[MARKED_OBJECT;NP=f32v.9:4/1]	recorded
W	f32v	f32v.9	f32v.9:6	cthaiin	f32v.9:6/1	0	7	cthaiin	NO	True	Pflanzenportion[f32v.9:6/1]	recorded
W	f32v	f32v.9	f32v.9:7	daiin	f32v.9:7/1	0	5	daiin	NO	True	OBJ[MARKED_OBJECT;NP=f32v.9:6/1]	recorded
W	f32v	f32v.10	f32v.10:1	sho	f32v.10:1/1	0	3	sho	NO	True	vermische(keol;UNMARKED_ARGUMENT;NP=f32v.10:2/1)	recorded
W	f32v	f32v.10	f32v.10:2	keol	f32v.10:2/1	0	4	keol	NO	True	Öl[f32v.10:2/1]	recorded
W	f32v	f32v.10	f32v.10:3	chor	f32v.10:3/1	0	4	chor	NO	True	Blüten[f32v.10:3/1]	recorded
W	f32v	f32v.10	f32v.10:4	chol	f32v.10:4/1	0	4	chol	NO	True	trocken[NP=f32v.10:3/1]	recorded
W	f32v	f32v.10	f32v.10:5	daiin	f32v.10:5/1	0	5	daiin	NO	True	OBJ[MARKED_OBJECT;NP=f32v.10:3/1]	recorded
W	f32v	f32v.10	f32v.10:6	cpho	f32v.10:6/1	0	4	cpho	NO	False	⟦cpho⟧	recorded
W	f32v	f32v.10	f32v.10:7	l	f32v.10:7/1	0	1	l	NO	False	⟦l⟧	recorded
W	f32v	f32v.10	f32v.10:8	cthol	f32v.10:8/1	0	5	cthol	NO	False	⟦cthol⟧	recorded
W	f32v	f32v.10	f32v.10:9	da	f32v.10:9/1	0	2	da	NO	False	⟦da⟧	recorded
W	f32v	f32v.10	f32v.10:10	ar	f32v.10:10/1	0	2	ar	NO	False	⟦ar⟧	recorded
W	f32v	f32v.11	f32v.11:1	ol	f32v.11:1/1	0	2	ol	NO	False	⟦ol⟧	recorded
W	f32v	f32v.11	f32v.11:2	sho	f32v.11:2/1	0	3	sho	NO	True	vermische(chy;UNMARKED_ARGUMENT;NP=f32v.11:3/1)	recorded
W	f32v	f32v.11	f32v.11:3	chy	f32v.11:3/1	0	3	chy	NO	True	Wasser[f32v.11:3/1]	recorded
W	f29v	f29v.1	f29v.1:1	kooiin	f29v.1:1/1	0	6	kooiin	NO	False	⟦kooiin⟧	recorded
W	f29v	f29v.1	f29v.1:2	shor	f29v.1:2/1	0	4	shor	NO	True	Früchte[f29v.1:2/1]	recorded
W	f29v	f29v.1	f29v.1:3	chetchy	f29v.1:3/1	0	7	chetchy	NO	False	⟦chetchy⟧	recorded
W	f29v	f29v.1	f29v.1:4	ol	f29v.1:4/1	0	2	ol	NO	False	⟦ol⟧	recorded
W	f29v	f29v.1	f29v.1:5	ls	f29v.1:5/1	0	2	ls	NO	False	⟦ls⟧	recorded
W	f29v	f29v.1	f29v.1:6	shytchy	f29v.1:6/1	0	7	shytchy	NO	False	⟦shytchy⟧	recorded
W	f29v	f29v.1	f29v.1:7	cthy	f29v.1:7/1	0	4	cthy	NO	True	Kraut[f29v.1:7/1]	recorded
W	f29v	f29v.1	f29v.1:8	shy	f29v.1:8/1	0	3	shy	NO	False	⟦shy⟧	recorded
W	f29v	f29v.1	f29v.1:9	cho	f29v.1:9/1	0	3	cho	NO	False	⟦cho⟧	recorded
W	f29v	f29v.1	f29v.1:10	shy	f29v.1:10/1	0	3	shy	NO	False	⟦shy⟧	recorded
W	f29v	f29v.1	f29v.1:11	daiin	f29v.1:11/1	0	5	daiin	NO	True	OBJ[MARKED_OBJECT;NP=f29v.1:7/1]	recorded
W	f29v	f29v.2	f29v.2:1	qotcheaiin	f29v.2:1/1	0	10	qotcheaiin	NO	False	⟦qotcheaiin⟧	recorded
W	f29v	f29v.2	f29v.2:2	s	f29v.2:2/1	0	1	s	NO	False	⟦s⟧	recorded
W	f29v	f29v.2	f29v.2:3	chol	f29v.2:3/1	0	4	chol	NO	True	trocken[NP=f29v.1:7/1]	recorded
W	f29v	f29v.2	f29v.2:4	chol	f29v.2:4/1	0	4	chol	NO	True	trocken[NP=f29v.1:7/1]	recorded
W	f29v	f29v.2	f29v.2:5	cthy	f29v.2:5/1	0	4	cthy	NO	True	Kraut[f29v.2:5/1]	recorded
W	f29v	f29v.2	f29v.2:6	chey	f29v.2:6/1	0	4	chey	NO	False	⟦chey⟧	recorded
W	f29v	f29v.2	f29v.2:7	cthold	f29v.2:7/1	0	6	cthold	NO	False	⟦cthold⟧	recorded
W	f29v	f29v.2	f29v.2:8	ytchor	f29v.2:8/1	0	6	ytchor	NO	False	⟦ytchor⟧	recorded
W	f29v	f29v.2	f29v.2:9	dary	f29v.2:9/1	0	4	dary	NO	False	⟦dary⟧	recorded
W	f29v	f29v.3	f29v.3:1	chol	f29v.3:1/1	0	4	chol	NO	True	trocken[NP=f29v.2:5/1]	recorded
W	f29v	f29v.3	f29v.3:2	chol	f29v.3:2/1	0	4	chol	NO	True	trocken[NP=f29v.2:5/1]	recorded
W	f29v	f29v.3	f29v.3:3	kor	f29v.3:3/1	0	3	kor	NO	False	⟦kor⟧	recorded
W	f29v	f29v.3	f29v.3:4	shey	f29v.3:4/1	0	4	shey	NO	False	⟦shey⟧	recorded
W	f29v	f29v.3	f29v.3:5	odaiin	f29v.3:5/1	0	6	odaiin	NO	False	⟦odaiin⟧	recorded
W	f29v	f29v.3	f29v.3:6	qotchy	f29v.3:6/1	0	6	qotchy	NO	True	zerkleinere(NA;MISSING_ARGUMENT;NP=NA)	recorded
W	f29v	f29v.3	f29v.3:7	taiin	f29v.3:7/1	0	5	taiin	NO	False	⟦taiin⟧	recorded
W	f29v	f29v.3	f29v.3:8	s	f29v.3:8/1	0	1	s	NO	False	⟦s⟧	recorded
W	f29v	f29v.3	f29v.3:9	she	f29v.3:9/1	0	3	she	NO	False	⟦she⟧	recorded
W	f29v	f29v.3	f29v.3:10	otey	f29v.3:10/1	0	4	otey	NO	False	⟦otey⟧	recorded
W	f29v	f29v.3	f29v.3:11	sy	f29v.3:11/1	0	2	sy	NO	False	⟦sy⟧	recorded
W	f29v	f29v.4	f29v.4:1	ysho	f29v.4:1/1	0	4	ysho	NO	False	⟦ysho⟧	recorded
W	f29v	f29v.4	f29v.4:2	otshy	f29v.4:2/1	0	5	otshy	NO	False	⟦otshy⟧	recorded
W	f29v	f29v.4	f29v.4:3	okaiin	f29v.4:3/1	0	6	okaiin	NO	True	Ansatz[f29v.4:3/1]	recorded
W	f29v	f29v.4	f29v.4:4	cthy	f29v.4:4/1	0	4	cthy	NO	True	Kraut[f29v.4:4/1]	recorded
W	f29v	f29v.4	f29v.4:5	oltchy	f29v.4:5/1	0	6	oltchy	NO	False	⟦oltchy⟧	recorded
W	f29v	f29v.4	f29v.4:6	s	f29v.4:6/1	0	1	s	NO	False	⟦s⟧	recorded
W	f29v	f29v.4	f29v.4:7	shot	f29v.4:7/1	0	4	shot	NO	False	⟦shot⟧	recorded
W	f29v	f29v.4	f29v.4:8	sho	f29v.4:8/1	0	3	sho	NO	True	vermische(okaiin;UNMARKED_ARGUMENT;NP=f29v.4:9/1)	recorded
W	f29v	f29v.4	f29v.4:9	okaiin	f29v.4:9/1	0	6	okaiin	NO	True	Ansatz[f29v.4:9/1]	recorded
