mode	record	line	locus	word	pieces	coverage	rendering	row_status
W	f21r	f21r.11	f21r.11:9	shody	shody	OPEN	⟦shody⟧	recorded
W	f21r	f21r.12	f21r.12:1	ykeey	ykeey	OPEN	⟦ykeey⟧	recorded
W	f21r	f21r.12	f21r.12:2	chor	chor	FULL_HYPOTHESIS	Blüten[f21r.12:2/1]	recorded
W	f21r	f21r.12	f21r.12:3	sheey	sheey	OPEN	⟦sheey⟧	recorded
W	f21r	f21r.12	f21r.12:4	ysheol	ysheol	OPEN	⟦ysheol⟧	recorded
W	f21r	f21r.12	f21r.12:5	chor	chor	FULL_HYPOTHESIS	Blüten[f21r.12:5/1]	recorded
W	f21r	f21r.12	f21r.12:6	chol	chol	FULL_HYPOTHESIS	trocken[NP=f21r.12:5/1]	recorded
W	f21r	f21r.12	f21r.12:7	daiin	daiin	FULL_HYPOTHESIS	OBJ[MARKED_OBJECT;NP=f21r.12:5/1]	recorded
W	f21r	f21r.12	f21r.12:8	chkaiin	chkaiin	OPEN	⟦chkaiin⟧	recorded
W	f32v	f32v.7	f32v.7:1	ksho	ksho	OPEN	⟦ksho⟧	recorded
W	f32v	f32v.7	f32v.7:2	cphos	cphos	OPEN	⟦cphos⟧	recorded
W	f32v	f32v.7	f32v.7:3	she	she	OPEN	⟦she⟧	recorded
W	f32v	f32v.7	f32v.7:4	sheaiin	sheaiin	OPEN	⟦sheaiin⟧	recorded
W	f32v	f32v.7	f32v.7:5	otshcho	otshcho	OPEN	⟦otshcho⟧	recorded
W	f32v	f32v.7	f32v.7:6	r	r	OPEN	⟦r⟧	recorded
W	f32v	f32v.7	f32v.7:7	dain	dain	OPEN	⟦dain⟧	recorded
W	f32v	f32v.7	f32v.7:8	shckhy	shckhy	OPEN	⟦shckhy⟧	recorded
W	f32v	f32v.7	f32v.7:9	s	s	OPEN	⟦s⟧	recorded
W	f32v	f32v.7	f32v.7:10	odan	odan	OPEN	⟦odan⟧	recorded
W	f32v	f32v.8	f32v.8:1	otchol	otchol	FULL_HYPOTHESIS	Trockenmaterial[f32v.8:1/1]	recorded
W	f32v	f32v.8	f32v.8:2	daiin	daiin	FULL_HYPOTHESIS	OBJ[MARKED_OBJECT;NP=f32v.8:1/1]	recorded
W	f32v	f32v.8	f32v.8:3	daiin	daiin	FULL_HYPOTHESIS	OBJ[DUPLICATE_CASE;NP=f32v.8:1/1]	recorded
W	f32v	f32v.8	f32v.8:4	ctho	ctho	FULL_HYPOTHESIS	Pulver[f32v.8:4/1]	recorded
W	f32v	f32v.8	f32v.8:5	daiin	daiin	FULL_HYPOTHESIS	OBJ[MARKED_OBJECT;NP=f32v.8:4/1]	recorded
W	f32v	f32v.8	f32v.8:6	qotaiin	qotaiin	OPEN	⟦qotaiin⟧	recorded
W	f32v	f32v.8	f32v.8:7	otchy	otchy	OPEN	⟦otchy⟧	recorded
W	f32v	f32v.8	f32v.8:8	d	d	OPEN	⟦d⟧	recorded
W	f32v	f32v.8	f32v.8:9	shan	shan	OPEN	⟦shan⟧	recorded
W	f32v	f32v.9	f32v.9:1	qotchy	qotchy	FULL_HYPOTHESIS	zerkleinere(chocthy;MATCH_OBJECT;NP=f32v.9:4/1)	recorded
W	f32v	f32v.9	f32v.9:2	cfhy	cfhy	OPEN	⟦cfhy⟧	recorded
W	f32v	f32v.9	f32v.9:3	skey	skey	OPEN	⟦skey⟧	recorded
W	f32v	f32v.9	f32v.9:4	chocthy	chocthy	FULL_HYPOTHESIS	Mark[f32v.9:4/1]	recorded
W	f32v	f32v.9	f32v.9:5	daiin	daiin	FULL_HYPOTHESIS	OBJ[MARKED_OBJECT;NP=f32v.9:4/1]	recorded
W	f32v	f32v.9	f32v.9:6	cthaiin	cthaiin	FULL_HYPOTHESIS	Pflanzenportion[f32v.9:6/1]	recorded
W	f32v	f32v.9	f32v.9:7	daiin	daiin	FULL_HYPOTHESIS	OBJ[MARKED_OBJECT;NP=f32v.9:6/1]	recorded
W	f32v	f32v.10	f32v.10:1	sho	sho	FULL_HYPOTHESIS	vermische(keol;UNMARKED_ARGUMENT;NP=f32v.10:2/1)	recorded
W	f32v	f32v.10	f32v.10:2	keol	keol	FULL_HYPOTHESIS	Öl[f32v.10:2/1]	recorded
W	f32v	f32v.10	f32v.10:3	chor	chor	FULL_HYPOTHESIS	Blüten[f32v.10:3/1]	recorded
W	f32v	f32v.10	f32v.10:4	chol	chol	FULL_HYPOTHESIS	trocken[NP=f32v.10:3/1]	recorded
W	f32v	f32v.10	f32v.10:5	daiin	daiin	FULL_HYPOTHESIS	OBJ[MARKED_OBJECT;NP=f32v.10:3/1]	recorded
W	f32v	f32v.10	f32v.10:6	cpho	cpho	OPEN	⟦cpho⟧	recorded
W	f32v	f32v.10	f32v.10:7	l	l	OPEN	⟦l⟧	recorded
W	f32v	f32v.10	f32v.10:8	cthol	cthol	OPEN	⟦cthol⟧	recorded
W	f32v	f32v.10	f32v.10:9	da	da	OPEN	⟦da⟧	recorded
W	f32v	f32v.10	f32v.10:10	ar	ar	OPEN	⟦ar⟧	recorded
W	f32v	f32v.11	f32v.11:1	ol	ol	OPEN	⟦ol⟧	recorded
W	f32v	f32v.11	f32v.11:2	sho	sho	FULL_HYPOTHESIS	vermische(chy;UNMARKED_ARGUMENT;NP=f32v.11:3/1)	recorded
W	f32v	f32v.11	f32v.11:3	chy	chy	FULL_HYPOTHESIS	Wasser[f32v.11:3/1]	recorded
W	f29v	f29v.1	f29v.1:1	kooiin	kooiin	OPEN	⟦kooiin⟧	recorded
W	f29v	f29v.1	f29v.1:2	shor	shor	FULL_HYPOTHESIS	Früchte[f29v.1:2/1]	recorded
W	f29v	f29v.1	f29v.1:3	chetchy	chetchy	OPEN	⟦chetchy⟧	recorded
W	f29v	f29v.1	f29v.1:4	ol	ol	OPEN	⟦ol⟧	recorded
W	f29v	f29v.1	f29v.1:5	ls	ls	OPEN	⟦ls⟧	recorded
W	f29v	f29v.1	f29v.1:6	shytchy	shytchy	OPEN	⟦shytchy⟧	recorded
W	f29v	f29v.1	f29v.1:7	cthy	cthy	FULL_HYPOTHESIS	Kraut[f29v.1:7/1]	recorded
W	f29v	f29v.1	f29v.1:8	shy	shy	OPEN	⟦shy⟧	recorded
W	f29v	f29v.1	f29v.1:9	cho	cho	OPEN	⟦cho⟧	recorded
W	f29v	f29v.1	f29v.1:10	shy	shy	OPEN	⟦shy⟧	recorded
W	f29v	f29v.1	f29v.1:11	daiin	daiin	FULL_HYPOTHESIS	OBJ[MARKED_OBJECT;NP=f29v.1:7/1]	recorded
W	f29v	f29v.2	f29v.2:1	qotcheaiin	qotcheaiin	OPEN	⟦qotcheaiin⟧	recorded
W	f29v	f29v.2	f29v.2:2	s	s	OPEN	⟦s⟧	recorded
W	f29v	f29v.2	f29v.2:3	chol	chol	FULL_HYPOTHESIS	trocken[NP=f29v.1:7/1]	recorded
W	f29v	f29v.2	f29v.2:4	chol	chol	FULL_HYPOTHESIS	trocken[NP=f29v.1:7/1]	recorded
W	f29v	f29v.2	f29v.2:5	cthy	cthy	FULL_HYPOTHESIS	Kraut[f29v.2:5/1]	recorded
W	f29v	f29v.2	f29v.2:6	chey	chey	OPEN	⟦chey⟧	recorded
W	f29v	f29v.2	f29v.2:7	cthold	cthold	OPEN	⟦cthold⟧	recorded
W	f29v	f29v.2	f29v.2:8	ytchor	ytchor	OPEN	⟦ytchor⟧	recorded
W	f29v	f29v.2	f29v.2:9	dary	dary	OPEN	⟦dary⟧	recorded
W	f29v	f29v.3	f29v.3:1	chol	chol	FULL_HYPOTHESIS	trocken[NP=f29v.2:5/1]	recorded
W	f29v	f29v.3	f29v.3:2	chol	chol	FULL_HYPOTHESIS	trocken[NP=f29v.2:5/1]	recorded
W	f29v	f29v.3	f29v.3:3	kor	kor	OPEN	⟦kor⟧	recorded
W	f29v	f29v.3	f29v.3:4	shey	shey	OPEN	⟦shey⟧	recorded
W	f29v	f29v.3	f29v.3:5	odaiin	odaiin	OPEN	⟦odaiin⟧	recorded
W	f29v	f29v.3	f29v.3:6	qotchy	qotchy	FULL_HYPOTHESIS	zerkleinere(NA;MISSING_ARGUMENT;NP=NA)	recorded
W	f29v	f29v.3	f29v.3:7	taiin	taiin	OPEN	⟦taiin⟧	recorded
W	f29v	f29v.3	f29v.3:8	s	s	OPEN	⟦s⟧	recorded
W	f29v	f29v.3	f29v.3:9	she	she	OPEN	⟦she⟧	recorded
W	f29v	f29v.3	f29v.3:10	otey	otey	OPEN	⟦otey⟧	recorded
W	f29v	f29v.3	f29v.3:11	sy	sy	OPEN	⟦sy⟧	recorded
W	f29v	f29v.4	f29v.4:1	ysho	ysho	OPEN	⟦ysho⟧	recorded
W	f29v	f29v.4	f29v.4:2	otshy	otshy	OPEN	⟦otshy⟧	recorded
W	f29v	f29v.4	f29v.4:3	okaiin	okaiin	FULL_HYPOTHESIS	Ansatz[f29v.4:3/1]	recorded
W	f29v	f29v.4	f29v.4:4	cthy	cthy	FULL_HYPOTHESIS	Kraut[f29v.4:4/1]	recorded
W	f29v	f29v.4	f29v.4:5	oltchy	oltchy	OPEN	⟦oltchy⟧	recorded
W	f29v	f29v.4	f29v.4:6	s	s	OPEN	⟦s⟧	recorded
W	f29v	f29v.4	f29v.4:7	shot	shot	OPEN	⟦shot⟧	recorded
W	f29v	f29v.4	f29v.4:8	sho	sho	FULL_HYPOTHESIS	vermische(okaiin;UNMARKED_ARGUMENT;NP=f29v.4:9/1)	recorded
W	f29v	f29v.4	f29v.4:9	okaiin	okaiin	FULL_HYPOTHESIS	Ansatz[f29v.4:9/1]	recorded
