station_work_unit_id	base_unit_id	statement_id	record_unit_id	page	event_ids	surfaces	atomic_chain	event_count	owner_id	owner_status	owner_gloss_not_translation	station_role	work_instruction_de	boundary_from_previous_unit	incoming_contact_rule	direction_constraint	global_flow_edge
B1-S007	B1-S007	B1-S007	B1	f81v	E131	qokchdy	Neueinsatz	1	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	EINBRINGEN: Neueinsatz.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S008	B1-S008	B1-S008	B1	f81v	E132|E133|E134|E135|E136	y ol cheky ol cheedy	dies → weiter → Kurzwärme → weiter → Kurzabsetzung	5	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	STEUERN: dies – weiter; dann BEHANDELN: Kurzwärme; dann STEUERN: weiter; dann ABSETZEN: Kurzabsetzung.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S009	B1-S009	B1-S009	B1	f81v	E137	qokedy	Kurzkontakt	1	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	BEHANDELN: Kurzkontakt.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S010	B1-S010	B1-S010	B1	f81v	E138	qokedy	Kurzkontakt	1	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	BEHANDELN: Kurzkontakt.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S011	B1-S011	B1-S011	B1	f81v	E139|E140	chckhy oky	durchleiten → einsetzen	2	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	DURCHARBEITEN: durchleiten; dann EINBRINGEN: einsetzen …	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S012	B1-S012	B1-S012	B1	f81v	E141|E142|E143	lsho okey lshedy	Waschgang → Kurzkontakt → Waschgang	3	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	DURCHARBEITEN: Waschgang; dann BEHANDELN: Kurzkontakt; dann DURCHARBEITEN: Waschgang.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S013	B1-S013	B1-S013	B1	f81v	E144	lshedy	Waschgang	1	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	DURCHARBEITEN: Waschgang.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S014	B1-S014	B1-S014	B1	f81v	E145|E146|E147|E148|E149	chdy qolky lchedal ol otar	überführen → Weiterweg → Zielabführung → weiter → Folgequelle	5	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	EINBRINGEN: überführen; dann STEUERN: Weiterweg; dann ABFÜHREN: Zielabführung; dann STEUERN: weiter – Folgequelle …	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S015	B1-S015	B1-S015	B1	f81v	E150|E151	ytey okchedy	Kurzteil → Rücktransfer	2	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	EINBRINGEN: Kurzteil – Rücktransfer.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S016	B1-S016	B1-S016	B1	f81v	E152|E153|E154|E155	qokal okeey ol cheedy	Orteinsatz → Langkontakt → weiter → Kurzabsetzung	4	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	EINBRINGEN: Orteinsatz; dann BEHANDELN: Langkontakt; dann STEUERN: weiter; dann ABSETZEN: Kurzabsetzung.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S017	B1-S017	B1-S017	B1	f81v	E156|E157|E158	al teol dchdy	dorthin → Kurzfortgang → Transfer	3	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	STEUERN: dorthin – Kurzfortgang; dann EINBRINGEN: Transfer.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S018	B1-S018	B1-S018	B1	f81v	E159|E160|E161|E162	ly dsheol oiiin olkeedy	Auffanggefäß → Kurzhalt → Arbeitsstufe → Langsammlung	4	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	STEUERN: Auffanggefäß – Kurzhalt; dann EINSTELLEN: Arbeitsstufe; dann ABSETZEN: Langsammlung.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S019	B1-S019	B1-S019	B1	f81v	E163	cheedy	Kurzabsetzung	1	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	ABSETZEN: Kurzabsetzung.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S020	B1-S020	B1-S020	B1	f81v	E164|E165	cheky shckhedy	Kurzwärme → durchlassen	2	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	BEHANDELN: Kurzwärme; dann DURCHARBEITEN: durchlassen.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B1-S021	B1-S021	B1-S021	B1	f81v	E166	al	dorthin	1	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	GEMEINSAMES_BEHANDLUNGSBECKEN	STEUERN: dorthin …	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B2-S001	B2-S001	B2-S001	B2	f82r	E167	schedy	überführen	1	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	DIRECT_VISIBLE	obere f82r-Paarbecken-/Zylinderstation	PAARBECKEN_MIT_MITTELZYLINDER	EINBRINGEN: überführen.	RECORD_START	RECORD_RESET;CLEAR_OWNER_ACTIVE_TARGET_PREVIOUS	RECORD_RESET;CLEAR_OWNER_ACTIVE_TARGET_PREVIOUS;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S002	B2-S002	B2-S002	B2	f82r	E168	qolchedy	weiterführen	1	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Paarbecken-/Zylinderstation	PAARBECKEN_MIT_MITTELZYLINDER	STEUERN: weiterführen.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S003	B2-S003	B2-S003	B2	f82r	E169|E170|E171	qokain y qokeedy	Zugabe → dies → Langkontakt	3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Paarbecken-/Zylinderstation	PAARBECKEN_MIT_MITTELZYLINDER	EINBRINGEN: Zugabe; dann STEUERN: dies; dann BEHANDELN: Langkontakt.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S004	B2-S004	B2-S004	B2	f82r	E172|E173|E174|E175|E176	qokal lcheckhy lched qokeey lcheckhedy	Orteinsatz → Abführpassage → Abführung → Langkontakt → Trennabzug	5	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Paarbecken-/Zylinderstation	PAARBECKEN_MIT_MITTELZYLINDER	EINBRINGEN: Orteinsatz; dann ABFÜHREN: Abführpassage – Abführung; dann BEHANDELN: Langkontakt; dann ABFÜHREN: Trennabzug.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S005-M01	B2-S005-M01	B2-S005	B2	f82r	E177|E178|E179	qokaly solkaiin chckhy	Zieleinsatz → Sollsammlung → durchleiten	3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Paarbecken-/Zylinderstation	PAARBECKEN_MIT_MITTELZYLINDER	Setze am Ziel ein, sammle bis zum Soll und leite hindurch.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S005-M02	B2-S005-M02	B2-S005	B2	f82r	E180|E181|E182	qokaiin qokaiin octheol	bemessen → bemessen → Folgevorbereitung	3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Paarbecken-/Zylinderstation	PAARBECKEN_MIT_MITTELZYLINDER	Messe einmal ab und bereite den folgenden Durchgang vor.	SAME_LOCAL_STATION	WITHIN_FIELD_SAME_OWNER	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S005-M03	B2-S005-M03	B2-S005	B2	f82r	E183|E184	chkeey ldy	Langwärmen → abziehen	2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Paarbecken-/Zylinderstation	PAARBECKEN_MIT_MITTELZYLINDER	Wärme lange und ziehe anschließend ab.	SAME_LOCAL_STATION	WITHIN_FIELD_SAME_OWNER	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S006	B2-S006	B2-S006	B2	f82r	E185|E186|E187|E188	oteey qokal sheckhy qoky	Langfolge → Orteinsatz → Kurzpassage → einsetzen	4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Paarbecken-/Zylinderstation	PAARBECKEN_MIT_MITTELZYLINDER	STEUERN: Langfolge; dann EINBRINGEN: Orteinsatz; dann DURCHARBEITEN: Kurzpassage; dann EINBRINGEN: einsetzen …	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S007	B2-S007	B2-S007	B2	f82r	E189	dshedy	Frischspülung	1	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	DIRECT_VISIBLE	mittlere linke f82r-Geräte-/Inline-Knotenstation	ZWISCHENGERAET_MIT_KNOTEN	EINBRINGEN: Frischspülung.	VISIBLE_OWNER_BREAK_NO_PHYSICAL_CARRY	BREAK_VISIBLE_OWNER;BLOCK_PHYSICAL_CARRY;BOOKKEEPING_ID_MAY_CONTINUE_ONLY	BREAK_VISIBLE_OWNER;BLOCK_PHYSICAL_CARRY;BOOKKEEPING_ID_MAY_CONTINUE_ONLY;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S008	B2-S008	B2-S008	B2	f82r	E190|E191|E192	otaiin qokar cheedy	Folgemaß → Quelleinsatz → Kurzabsetzung	3	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	mittlere linke f82r-Geräte-/Inline-Knotenstation	ZWISCHENGERAET_MIT_KNOTEN	EINSTELLEN: Folgemaß; dann STEUERN: Quelleinsatz; dann ABSETZEN: Kurzabsetzung.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S009	B2-S009	B2-S009	B2	f82r	E193	solshedy	Folgeabsetzen	1	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	mittlere linke f82r-Geräte-/Inline-Knotenstation	ZWISCHENGERAET_MIT_KNOTEN	ABSETZEN: Folgeabsetzen.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S010	B2-S010	B2-S010	B2	f82r	E194|E195|E196|E197	qokeey qoky ls cheey	Langkontakt → einsetzen → Auslass → Klarlauf	4	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	mittlere linke f82r-Geräte-/Inline-Knotenstation	ZWISCHENGERAET_MIT_KNOTEN	BEHANDELN: Langkontakt; dann EINBRINGEN: einsetzen; dann ABFÜHREN: Auslass; dann DURCHARBEITEN: Klarlauf …	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;VISIBLE_LOCAL_CONTACT_IS_UNDIRECTED	NONE
B2-S011	B2-S011	B2-S011	B2	f82r	E198|E199|E200|E201	qokain char qokain qokeedy	Zugabe → davon → Zugabe → Langkontakt	4	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	ungelöste mittlere f82r-Linien-/Liegepodeststation	AMBIGUER_RECHTER_POSTEN	EINBRINGEN: Zugabe; dann STEUERN: davon; dann EINBRINGEN: Zugabe; dann BEHANDELN: Langkontakt.	VISIBLE_OWNER_BREAK_NO_PHYSICAL_CARRY	BREAK_VISIBLE_OWNER;BLOCK_PHYSICAL_CARRY;BOOKKEEPING_ID_MAY_CONTINUE_ONLY	BREAK_VISIBLE_OWNER;BLOCK_PHYSICAL_CARRY;BOOKKEEPING_ID_MAY_CONTINUE_ONLY;NO_GLOBAL_FLOW_DIRECTION;OWNER_UNRESOLVED;NO_MATERIAL_OR_STATE_CARRY	NONE
B2-S012-M01	B2-S012-M01	B2-S012	B2	f82r	E202	lchy	Abführgut	1	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	ungelöste mittlere f82r-Linien-/Liegepodeststation	AMBIGUER_RECHTER_POSTEN	Übernimm das Abführgut aus der vorherigen Station.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_UNRESOLVED;NO_MATERIAL_OR_STATE_CARRY	NONE
B2-S012-M02	B2-S012-M02	B2-S012	B2	f82r	E203|E204|E205|E206	cheey qcthey qokeey lcheey	Klarlauf → Kurzvorbereitung → Langkontakt → Klarabzug	4	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	unteres grünes f82r-Mehrfigurenfeld	MEHRPLATZ_BADBECKEN	Nimm den Klarlauf, bereite ihn kurz vor, halte ihn lange und ziehe den klaren Anteil ab.	VISIBLE_OWNER_BREAK_NO_PHYSICAL_CARRY	BREAK_VISIBLE_OWNER;BLOCK_PHYSICAL_CARRY;BOOKKEEPING_ID_MAY_CONTINUE_ONLY	BREAK_VISIBLE_OWNER;BLOCK_PHYSICAL_CARRY;BOOKKEEPING_ID_MAY_CONTINUE_ONLY;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B2-S012-M03	B2-S012-M03	B2-S012	B2	f82r	E207|E208|E209	aiin y qokeeedy	Sollmaß → dies → Volleinsatz	3	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	unteres grünes f82r-Mehrfigurenfeld	MEHRPLATZ_BADBECKEN	Stelle das Sollmaß ein und setze diesen Posten vollständig ein.	SAME_LOCAL_STATION	WITHIN_FIELD_SAME_OWNER	BREAK_VISIBLE_OWNER;BLOCK_PHYSICAL_CARRY;BOOKKEEPING_ID_MAY_CONTINUE_ONLY;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
B2-S013	B2-S013	B2-S013	B2	f82r	E210	lchedy	abführen	1	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	unteres grünes f82r-Mehrfigurenfeld	MEHRPLATZ_BADBECKEN	ABFÜHREN: abführen.	SAME_LOCAL_STATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	NONE
