context_witness_id	frame_id	frozen_frame	context_recipe	context_meaning_de	event_id	record_id	physical_page	register	active_model	surface	working_recipe	match_count	match_start_ordinals	context_is_complete_event_recipe	current_event_reading_de	source_event_preserved
G489-CW080	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E034	G475-R023	f72r	CELESTIAL	COORDINATE	otaraldy	OT+AR+AL+Y	1	3	NO	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	YES
G489-CW081	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E053	G475-R037	f72r	CELESTIAL	COORDINATE	otaraldy	OT+AR+AL+Y	1	3	NO	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	YES
G489-CW082	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E056	G475-R040	f72r	CELESTIAL	INSTRUCTION	okaly	OK+AL+Y	1	2	NO	Setze den Positionsposten zur Zielposition.	YES
G489-CW083	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E066	G475-R048	f72r	CELESTIAL	INSTRUCTION	okaly	OK+AL+Y	1	2	NO	Setze den Positionsposten zur Zielposition.	YES
G489-CW084	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E073	G475-R055	f72r	CELESTIAL	COORDINATE	otalshy	OT+AL+Y	1	2	NO	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW085	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E077	G475-R059	f72r	CELESTIAL	CATALOGUE	ainaly	AL+Y	1	1	YES	Sternstelle »ain« — Zielzuordnung, Postenangabe.	YES
G489-CW086	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E080	G475-R060	f72r	CELESTIAL	COORDINATE	olalsy	OL+AL+Y	1	2	NO	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	YES
G489-CW087	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E089	G475-R065	f72r	CELESTIAL	CATALOGUE	alaly	AL+AL+Y	1	2	NO	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	YES
G489-CW088	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E105	G475-R075	f72r	CELESTIAL	CATALOGUE	eeesaly	AL+Y	1	1	YES	Sternstelle »eees« — Zielzuordnung, Postenangabe.	YES
G489-CW089	G489-F05	@ACTION+AL+Y	AL+Y	ZIELORT · POSTEN	G485-E181	G475-R133	f89r	PHARMA	COORDINATE	otalsy	OT+AL+Y	1	2	NO	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	YES
G489-CW090	G489-F06	@ACTION+CH+E+Y	CH+E+Y	NEHMEN · GRAD I · POSTEN	G485-E101	G475-R074	f72r	CELESTIAL	INSTRUCTION	ochey	O+CH+E+Y	1	2	NO	Nimm den Positionsposten auf, als Ausführung und auf Grad I.	YES
G489-CW091	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E006	G475-R004	f71v	CELESTIAL	INSTRUCTION	okolar	OK+OL+AR	1	2	NO	Weiter setze den Eintrag von der Ausgangsposition. Reihenfolge konkret: OL — Setzen in Ausgang weiterführen.	YES
G489-CW092	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E024	G475-R016	f71v	CELESTIAL	INSTRUCTION	sholshdy	SH+OL+SH	1	2	NO	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	YES
G489-CW093	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E040	G475-R026	f72r	CELESTIAL	INSTRUCTION	ochol	O+OL	1	2	NO	Weiter beziehe den Eintrag, als Ausführung. Reihenfolge konkret: OL — Ausführung weiterführen.	YES
G489-CW094	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E069	G475-R051	f72r	CELESTIAL	COORDINATE	otolam	OT+OL+AM_ADDR	1	2	NO	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	YES
G489-CW095	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E079	G475-R060	f72r	CELESTIAL	INSTRUCTION	olkalaiin	OL+AL+AIIN	1	1	NO	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«.	YES
G489-CW096	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E080	G475-R060	f72r	CELESTIAL	COORDINATE	olalsy	OL+AL+Y	1	1	NO	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	YES
G489-CW097	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E093	G475-R068	f72r	CELESTIAL	INSTRUCTION	ofsholdy	O+LOCAL_CHAR_F+SH+OL	1	4	NO	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	YES
G489-CW098	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E096	G475-R069	f72r	CELESTIAL	INSTRUCTION	ykolairol	OL+AIR+OL	2	1|3	NO	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.	YES
G489-CW099	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E110	G475-R078	f72r	CELESTIAL	CATALOGUE	olaiin	OL+AIIN	1	1	NO	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	YES
G489-CW100	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E111	G475-R078	f72r	CELESTIAL	CATALOGUE	olay	OL	1	1	YES	Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Sternstelle »ay«.	YES
G489-CW101	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E112	G475-R078	f72r	CELESTIAL	INSTRUCTION	olfsheoral	OL+SH+AL	1	1	NO	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	YES
G489-CW102	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E120	G475-R084	f72r	CELESTIAL	COORDINATE	oletal	OL+AL	1	1	NO	Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	YES
G489-CW103	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E122	G475-R085	f77r	BIOLOGICAL	CATALOGUE	olkchs	OL	1	1	YES	Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.	YES
G489-CW104	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E125	G475-R088	f77r	BIOLOGICAL	COORDINATE	otol	OT+OL	1	2	NO	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	YES
G489-CW105	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E130	G475-R093	f77r	BIOLOGICAL	COORDINATE	otolaiin	OT+OL+AIIN	1	2	NO	Adressspur: danach → weiter → Stationswert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	YES
G489-CW106	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E137	G475-R098	f88v	PHARMA	INSTRUCTION	otokol	OT+OK+OL	1	3	NO	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	YES
G489-CW107	G489-F08	@ACTION+OL	OL	FORTSETZEN	G485-E147	G475-R107	f89r	PHARMA	INSTRUCTION	qkol	OL	1	1	YES	Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen.	YES
