teaching_order	module_id	phase_name_de	case_id	case_title_de	prepare_statements	operate_apply_statements	total_statements	phase_present	statement_ids	phase_reading_de
4	M04	HALTEN_ABSETZEN	C3	Bluetenauszug und Eintauch-/Waschfolge	2	7	9	YES	H3-S001|H3-S002|B3-S011|B3-S012|B3-S014|B3-S018|B3-S019|B3-S021|B3-S034	Posten halten, gradieren oder absetzen
4	M04	HALTEN_ABSETZEN	C4	Temperierte Portion und Kontakt-/Auflagefolge	0	8	8	YES	B4-S003|B4-S006|B4-S007|B4-S008|B4-S009|B4-S013|B4-S015|B4-S016	Posten halten, gradieren oder absetzen
4	M04	HALTEN_ABSETZEN	C5	Konzentrat und linker Transfer-/Haltegang	1	1	2	YES	H5-S003|B5-S003	Posten halten, gradieren oder absetzen
5	M05	AUFFANGEN	C1	Grundauszug und mildes gemeinsames Bad	1	2	3	YES	H1-S001|B1-S014|B1-S018	abgenommenen oder weitergeleiteten Bestand auffangen
5	M05	AUFFANGEN	C2	Nach- oder Spuelauszug und mehrstufige Behandlung	0	1	1	YES	B2-S005	abgenommenen oder weitergeleiteten Bestand auffangen
5	M05	AUFFANGEN	C3	Bluetenauszug und Eintauch-/Waschfolge	0	2	2	YES	B3-S001|B3-S026	abgenommenen oder weitergeleiteten Bestand auffangen
5	M05	AUFFANGEN	C4	Temperierte Portion und Kontakt-/Auflagefolge	0	1	1	YES	B4-S015	abgenommenen oder weitergeleiteten Bestand auffangen
5	M05	AUFFANGEN	C5	Konzentrat und linker Transfer-/Haltegang	0	0	0	NO	NONE	abgenommenen oder weitergeleiteten Bestand auffangen
6	M06	FORTSETZEN	C1	Grundauszug und mildes gemeinsames Bad	2	9	11	YES	H1-S001|H1-S002|B1-S002|B1-S003|B1-S004|B1-S005|B1-S008|B1-S014|B1-S016|B1-S017|B1-S018	denselben Arbeitsfaden fortsetzen oder spaeter wiederaufnehmen
6	M06	FORTSETZEN	C2	Nach- oder Spuelauszug und mehrstufige Behandlung	2	8	10	YES	H2-S001|H2-S002|B2-S002|B2-S005|B2-S006|B2-S008|B2-S009|B2-S010|B2-S016|B2-S020	denselben Arbeitsfaden fortsetzen oder spaeter wiederaufnehmen
6	M06	FORTSETZEN	C3	Bluetenauszug und Eintauch-/Waschfolge	3	10	13	YES	H3-S001|H3-S003|H3-S004|B3-S002|B3-S004|B3-S006|B3-S010|B3-S022|B3-S027|B3-S029|B3-S030|B3-S032|B3-S034	denselben Arbeitsfaden fortsetzen oder spaeter wiederaufnehmen
6	M06	FORTSETZEN	C4	Temperierte Portion und Kontakt-/Auflagefolge	2	6	8	YES	H4-S003|H4-S004|B4-S002|B4-S003|B4-S010|B4-S011|B4-S013|B4-S016	denselben Arbeitsfaden fortsetzen oder spaeter wiederaufnehmen
6	M06	FORTSETZEN	C5	Konzentrat und linker Transfer-/Haltegang	4	2	6	YES	H5-S001|H5-S002|H5-S005|H5-S006|B5-S001|B5-S003	denselben Arbeitsfaden fortsetzen oder spaeter wiederaufnehmen
7	M07	BEREITSCHAFT_PRUEFEN	C1	Grundauszug und mildes gemeinsames Bad	2	0	2	YES	H1-S001|H1-S002	bis zum bereiten Zustand arbeiten
7	M07	BEREITSCHAFT_PRUEFEN	C2	Nach- oder Spuelauszug und mehrstufige Behandlung	1	2	3	YES	H2-S001|B2-S005|B2-S012	bis zum bereiten Zustand arbeiten
7	M07	BEREITSCHAFT_PRUEFEN	C3	Bluetenauszug und Eintauch-/Waschfolge	1	5	6	YES	H3-S004|B3-S011|B3-S013|B3-S021|B3-S026|B3-S034	bis zum bereiten Zustand arbeiten
7	M07	BEREITSCHAFT_PRUEFEN	C4	Temperierte Portion und Kontakt-/Auflagefolge	0	0	0	NO	NONE	bis zum bereiten Zustand arbeiten
7	M07	BEREITSCHAFT_PRUEFEN	C5	Konzentrat und linker Transfer-/Haltegang	0	0	0	NO	NONE	bis zum bereiten Zustand arbeiten
8	M08	SCHLIESSEN	C1	Grundauszug und mildes gemeinsames Bad	0	17	17	YES	B1-S001|B1-S002|B1-S003|B1-S004|B1-S005|B1-S007|B1-S008|B1-S009|B1-S010|B1-S012|B1-S013|B1-S015|B1-S016|B1-S017|B1-S018|B1-S019|B1-S020	lokalen Arbeitsschritt mit lizenzierter Schlusskarte beenden
8	M08	SCHLIESSEN	C2	Nach- oder Spuelauszug und mehrstufige Behandlung	0	19	19	YES	B2-S001|B2-S002|B2-S003|B2-S004|B2-S005|B2-S007|B2-S008|B2-S009|B2-S011|B2-S012|B2-S013|B2-S015|B2-S016|B2-S017|B2-S018|B2-S019|B2-S020|B2-S021|B2-S022	lokalen Arbeitsschritt mit lizenzierter Schlusskarte beenden
8	M08	SCHLIESSEN	C3	Bluetenauszug und Eintauch-/Waschfolge	1	31	32	YES	H3-S001|B3-S001|B3-S002|B3-S003|B3-S005|B3-S006|B3-S007|B3-S008|B3-S010|B3-S012|B3-S013|B3-S014|B3-S015|B3-S016|B3-S017|B3-S018|B3-S019|B3-S020|B3-S021|B3-S022|B3-S023|B3-S024|B3-S025|B3-S026|B3-S027|B3-S028|B3-S029|B3-S030|B3-S031|B3-S032|B3-S033|B3-S034	lokalen Arbeitsschritt mit lizenzierter Schlusskarte beenden
8	M08	SCHLIESSEN	C4	Temperierte Portion und Kontakt-/Auflagefolge	2	16	18	YES	H4-S001|H4-S003|B4-S001|B4-S002|B4-S003|B4-S004|B4-S005|B4-S006|B4-S007|B4-S008|B4-S009|B4-S010|B4-S011|B4-S012|B4-S013|B4-S014|B4-S015|B4-S016	lokalen Arbeitsschritt mit lizenzierter Schlusskarte beenden
8	M08	SCHLIESSEN	C5	Konzentrat und linker Transfer-/Haltegang	1	2	3	YES	H5-S002|B5-S001|B5-S002	lokalen Arbeitsschritt mit lizenzierter Schlusskarte beenden
