event_id	physical_page	locus	surface	component_recipe	component_slots	collapsed_slot_pattern	portable_atomic_reading_de	compact_layer
P912-E0020	f10r	f10r.3	o	O	ACTION	ACTION	AUSFÜHREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0021	f10r	f10r.3	tchy	T+Y	ACTION+REFERENT	ACTION>REFERENT	EINSTELLEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0022	f10r	f10r.3	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0023	f10r	f10r.3	chocthy	CH+O+CTH+Y	ACTION+ACTION+ACTION+REFERENT	ACTION>REFERENT	NEHMEN · AUSFÜHREN · BEREIT · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0024	f10r	f10r.3	qotchy	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E0025	f10r	f10r.3	chol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0026	f10r	f10r.3	or	OR	ARGUMENT	ARGUMENT	SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0027	f10r	f10r.3	yty	Y+T+Y	REFERENT+ACTION+REFERENT	REFERENT>ACTION>REFERENT	DIES · EINSTELLEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0028	f10r	f10r.3	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0029	f10r	f10r.3	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0030	f10r	f10r.4	sor	S+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	AUSWÄHLEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0031	f10r	f10r.4	chaiin	CH+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	NEHMEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0032	f10r	f10r.4	chcthy	CH+CTH+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	NEHMEN · BEREIT · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0033	f10r	f10r.4	ctho	CTH+O	ACTION+ACTION	ACTION	BEREIT · AUSFÜHREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0034	f10r	f10r.4	ckhy	CKH+Y	ACTION+REFERENT	ACTION>REFERENT	DURCHLASS · DIES	LEARNED_FORMULA_CARD
P912-E0035	f10r	f10r.4	or	OR	ARGUMENT	ARGUMENT	SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0036	f10r	f10r.4	aiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0037	f10r	f10r.4	chtchor	CH+T+CH+OR	ACTION+ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	NEHMEN · EINSTELLEN · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0038	f10r	f10r.4	doiir	D_ADDR+O+IIN+R	ARGUMENT+ACTION+GRADE+ACTION	ARGUMENT>ACTION>GRADE>ACTION	TEIL · AUSFÜHREN · STUFE · MARKIEREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0039	f10r	f10r.4	ody	O+DY	ACTION+CLOSE	ACTION>CLOSE	AUSFÜHREN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0040	f10r	f10r.5	qokchy	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0041	f10r	f10r.5	qotchol	OT+CH+OL	ORDER+ACTION+ORDER	ORDER>ACTION>ORDER	DANACH · NEHMEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0042	f10r	f10r.5	chol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0043	f10r	f10r.5	cthy	CTH+Y	ACTION+REFERENT	ACTION>REFERENT	BEREIT · DIES	LEARNED_FORMULA_CARD
P912-E0044	f10r	f10r.6	ycheor	Y+CHEO+R	REFERENT+ACTION+ACTION	REFERENT>ACTION	DIES · AUSZUG · MARKIEREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0045	f10r	f10r.6	cthy	CTH+Y	ACTION+REFERENT	ACTION>REFERENT	BEREIT · DIES	LEARNED_FORMULA_CARD
P912-E0046	f10r	f10r.6	chor	CH+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0047	f10r	f10r.6	cthaiin	CTH+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	BEREIT · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0048	f10r	f10r.6	qoctholy	CARRIER_Q+O+CTH+OL+Y	FRAME+ACTION+ACTION+ORDER+REFERENT	FRAME>ACTION>ORDER>REFERENT	BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0049	f10r	f10r.6	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0050	f10r	f10r.6	chy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0051	f10r	f10r.6	taiin	T+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	EINSTELLEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0052	f10r	f10r.6	shy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0053	f10r	f10r.7	dchy	D_ADDR+Y	ARGUMENT+REFERENT	ARGUMENT>REFERENT	TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0054	f10r	f10r.7	qokchol	OK+OL	ACTION+ORDER	ACTION>ORDER	SETZEN · FORTSETZEN	LEARNED_FORMULA_CARD
P912-E0055	f10r	f10r.7	y	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0056	f10r	f10r.7	kchaiin	K+CH+AIIN	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	GEBEN · NEHMEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0057	f10r	f10r.7	yty	Y+T+Y	REFERENT+ACTION+REFERENT	REFERENT>ACTION>REFERENT	DIES · EINSTELLEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0058	f10r	f10r.7	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0059	f10r	f10r.7	cth	CTH	ACTION	ACTION	BEREIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0060	f10r	f10r.7	dain	AIN	ARGUMENT	ARGUMENT	EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0061	f10r	f10r.7	dair	D_ADDR+AIR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · LAUF	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0062	f10r	f10r.7	am	AM_ADDR	ARGUMENT	ARGUMENT	INNEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0063	f10r	f10r.8	qotchor	OT+CH+OR	ORDER+ACTION+ARGUMENT	ORDER>ACTION>ARGUMENT	DANACH · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0064	f10r	f10r.8	chor	CH+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0065	f10r	f10r.8	otol	OT+OL	ORDER+ORDER	ORDER	DANACH · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0066	f10r	f10r.8	chol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0067	f10r	f10r.8	cholor	OL+OR	ORDER+ARGUMENT	ORDER>ARGUMENT	FORTSETZEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0068	f10r	f10r.8	chol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0069	f10r	f10r.8	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0070	f10r	f10r.8	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LEARNED_FORMULA_CARD
P912-E0071	f10r	f10r.9	oykchor	O+Y+K+CH+OR	ACTION+REFERENT+ACTION+ACTION+ARGUMENT	ACTION>REFERENT>ACTION>ARGUMENT	AUSFÜHREN · DIES · GEBEN · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0072	f10r	f10r.9	shor	SH+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	HALTEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0073	f10r	f10r.9	chor	CH+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0074	f10r	f10r.9	chy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0075	f10r	f10r.9	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	ACTION+ARGUMENT+ARGUMENT+GRADE	ACTION>ARGUMENT>GRADE	GEBEN · ORT · UNTERSTUFE · STUFE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0076	f10r	f10r.9	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0077	f10r	f10r.9	chodaiin	CH+O+D_ADDR+AIIN	ACTION+ACTION+ARGUMENT+ARGUMENT	ACTION>ARGUMENT	NEHMEN · AUSFÜHREN · TEIL · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0078	f10r	f10r.10	oqotor	O+OT+OR	ACTION+ORDER+ARGUMENT	ACTION>ORDER>ARGUMENT	AUSFÜHREN · DANACH · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0079	f10r	f10r.10	otor	OT+OR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · SATZ	LEARNED_FORMULA_CARD
P912-E0080	f10r	f10r.10	cfhy	CFH+Y	ACTION+REFERENT	ACTION>REFERENT	TRENNEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0081	f10r	f10r.10	cthor	CTH+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	BEREIT · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0082	f10r	f10r.10	osain	O+S+AIN	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	AUSFÜHREN · AUSWÄHLEN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0083	f10r	f10r.10	ytoiin	Y+T+O+IIN	REFERENT+ACTION+ACTION+GRADE	REFERENT>ACTION>GRADE	DIES · EINSTELLEN · AUSFÜHREN · STUFE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0084	f10r	f10r.11	otchoshor	OT+CH+O+SH+OR	ORDER+ACTION+ACTION+ACTION+ARGUMENT	ORDER>ACTION>ARGUMENT	DANACH · NEHMEN · AUSFÜHREN · HALTEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0085	f10r	f10r.11	qoty	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E0086	f10r	f10r.11	qotor	OT+OR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · SATZ	LEARNED_FORMULA_CARD
P912-E0087	f10r	f10r.11	cthyd	CTH+Y+D_ADDR	ACTION+REFERENT+ARGUMENT	ACTION>REFERENT>ARGUMENT	BEREIT · DIES · TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0088	f10r	f10r.11	otar	OT+AR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · QUELLE	LEARNED_FORMULA_CARD
P912-E0089	f10r	f10r.12	odaiin	O+D_ADDR+AIIN	ACTION+ARGUMENT+ARGUMENT	ACTION>ARGUMENT	AUSFÜHREN · TEIL · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0090	f10r	f10r.12	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0091	f10r	f10r.12	qotchy	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E0092	f10r	f10r.12	qotor	OT+OR	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · SATZ	LEARNED_FORMULA_CARD
P912-E0093	f11r	f11r.1	tshol	T+SH+OL	ACTION+ACTION+ORDER	ACTION>ORDER	EINSTELLEN · HALTEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0094	f11r	f11r.1	schoal	SH+O+AL	ACTION+ACTION+ARGUMENT	ACTION>ARGUMENT	HALTEN · AUSFÜHREN · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0095	f11r	f11r.1	cfhy	CFH+Y	ACTION+REFERENT	ACTION>REFERENT	TRENNEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0096	f11r	f11r.1	shfydaiin	SH+Y+AIIN	ACTION+REFERENT+ARGUMENT	ACTION>REFERENT>ARGUMENT	HALTEN · DIES · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0097	f11r	f11r.1	cphy	CPH+Y	ACTION+REFERENT	ACTION>REFERENT	UMLEITEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0098	f11r	f11r.1	shey	SH+E+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · KURZ · DIES	LEARNED_FORMULA_CARD
P912-E0099	f11r	f11r.1	tchody	T+CH+O+DY	ACTION+ACTION+ACTION+CLOSE	ACTION>CLOSE	EINSTELLEN · NEHMEN · AUSFÜHREN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0100	f11r	f11r.1	shoyty	SH+O+Y+T+Y	ACTION+ACTION+REFERENT+ACTION+REFERENT	ACTION>REFERENT>ACTION>REFERENT	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0101	f11r	f11r.2	socthody	S+O+CTH+O+D_ADDR+Y	ACTION+ACTION+ACTION+ACTION+ARGUMENT+REFERENT	ACTION>ARGUMENT>REFERENT	AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0102	f11r	f11r.2	qodor	CARRIER_Q+O+D_ADDR+OR	FRAME+ACTION+ARGUMENT+ARGUMENT	FRAME>ACTION>ARGUMENT	BEGINNEN · AUSFÜHREN · TEIL · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0103	f11r	f11r.2	y	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0104	f11r	f11r.2	kshy	K+SH+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	GEBEN · HALTEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0105	f11r	f11r.2	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0106	f11r	f11r.2	ytchy	Y+T+Y	REFERENT+ACTION+REFERENT	REFERENT>ACTION>REFERENT	DIES · EINSTELLEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0107	f11r	f11r.2	ytchoky	Y+T+OK+Y	REFERENT+ACTION+ACTION+REFERENT	REFERENT>ACTION>REFERENT	DIES · EINSTELLEN · SETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0108	f11r	f11r.2	kchol	K+OL	ACTION+ORDER	ACTION>ORDER	GEBEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0109	f11r	f11r.2	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0110	f11r	f11r.3	qoty	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E0111	f11r	f11r.3	chol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0112	f11r	f11r.3	cthy	CTH+Y	ACTION+REFERENT	ACTION>REFERENT	BEREIT · DIES	LEARNED_FORMULA_CARD
P912-E0113	f11r	f11r.3	dor	D_ADDR+OR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0114	f11r	f11r.3	ykychy	Y+K+Y+CH+Y	REFERENT+ACTION+REFERENT+ACTION+REFERENT	REFERENT>ACTION>REFERENT>ACTION>REFERENT	DIES · GEBEN · DIES · NEHMEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0115	f11r	f11r.3	choty	CH+OT+Y	ACTION+ORDER+REFERENT	ACTION>ORDER>REFERENT	NEHMEN · DANACH · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0116	f11r	f11r.3	dain	AIN	ARGUMENT	ARGUMENT	EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0117	f11r	f11r.3	chaiin	CH+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	NEHMEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0118	f11r	f11r.3	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0119	f11r	f11r.3	dod	D_ADDR+O+D_ADDR	ARGUMENT+ACTION+ARGUMENT	ARGUMENT>ACTION>ARGUMENT	TEIL · AUSFÜHREN · TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0120	f11r	f11r.4	dchol	D_ADDR+OL	ARGUMENT+ORDER	ARGUMENT>ORDER	TEIL · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0121	f11r	f11r.4	chy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0122	f11r	f11r.4	kchy	K+Y	ACTION+REFERENT	ACTION>REFERENT	GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0123	f11r	f11r.4	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0124	f11r	f11r.4	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0125	f11r	f11r.5	tchol	T+OL	ACTION+ORDER	ACTION>ORDER	EINSTELLEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0126	f11r	f11r.5	shor	SH+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	HALTEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0127	f11r	f11r.5	shor	SH+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	HALTEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0128	f11r	f11r.5	dky	D_ADDR+K+Y	ARGUMENT+ACTION+REFERENT	ARGUMENT>ACTION>REFERENT	TEIL · GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0129	f11r	f11r.5	y	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0130	f11r	f11r.5	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0131	f11r	f11r.5	cthy	CTH+Y	ACTION+REFERENT	ACTION>REFERENT	BEREIT · DIES	LEARNED_FORMULA_CARD
P912-E0132	f11r	f11r.5	d	D_ADDR	ARGUMENT	ARGUMENT	TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0133	f11r	f11r.5	y	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0134	f11r	f11r.5	chodl	CH+O+D_ADDR+L	ACTION+ACTION+ARGUMENT+ACTION	ACTION>ARGUMENT>ACTION	NEHMEN · AUSFÜHREN · TEIL · LEITEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0135	f11r	f11r.5	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0136	f11r	f11r.6	odl	O+D_ADDR+L	ACTION+ARGUMENT+ACTION	ACTION>ARGUMENT>ACTION	AUSFÜHREN · TEIL · LEITEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0137	f11r	f11r.6	d	D_ADDR	ARGUMENT	ARGUMENT	TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0138	f11r	f11r.6	s	S	ACTION	ACTION	AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0139	f11r	f11r.6	y	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0140	f11r	f11r.6	otol	OT+OL	ORDER+ORDER	ORDER	DANACH · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0141	f11r	f11r.6	chaiin	CH+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	NEHMEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0142	f11r	f11r.6	ykchor	Y+K+CH+OR	REFERENT+ACTION+ACTION+ARGUMENT	REFERENT>ACTION>ARGUMENT	DIES · GEBEN · NEHMEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0143	f11r	f11r.6	dair	D_ADDR+AIR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · LAUF	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0144	f11r	f11r.6	chody	CH+O+D_ADDR+Y	ACTION+ACTION+ARGUMENT+REFERENT	ACTION>ARGUMENT>REFERENT	NEHMEN · AUSFÜHREN · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0145	f11r	f11r.6	cthy	CTH+Y	ACTION+REFERENT	ACTION>REFERENT	BEREIT · DIES	LEARNED_FORMULA_CARD
P912-E0146	f11r	f11r.6	s	S	ACTION	ACTION	AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0147	f11r	f11r.6	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
