master_card_id	semantic_atoms	short_value_de	master_form	registered_forms	stable_surface_host	entry_prefixes	entry_gestures	form_count	family_class	training_rule
MC031	AL+CHD+CLOSE	dorthin umsetzen; Schluss	dalchdy	dalchdy	dalchdy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC032	CHK+EE+Y	länger erwärmen und offen halten	cheeky	cheeky	cheeky	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC033	IIN	Sollstufe	oiiin	oiiin|soiiin	oiiin	ZERO|s	ZERO|S_ENTRY	2	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC034	HO	Zutat	cho	cho|sho	ho	c|s	OTHER_ENTRY|S_ENTRY	2	BOUND_STABLE_HOST_PLUS_ENTRIES	learn one bound host and its licensed entry gestures
MC035	CKH+Y	durchleiten	chckhy	chckhy|shckhy	hckhy	c|s	OTHER_ENTRY|S_ENTRY	2	BOUND_STABLE_HOST_PLUS_ENTRIES	learn one bound host and its licensed entry gestures
MC036	SOLK+AIIN	bis Sollmass sammeln	solkaiin	solkaiin	solkaiin	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC037	HO+CLOSE	Eingangsposten beiseitestellen; Schluss	tchody	tchody	tchody	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC038	WASH+CLOSE	waschen; Schluss	lshedy	lshedy	lshedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC039	AIIN	Sollmaß	aiin	aiin|chaiin|daiin|saiin|taiin	aiin	ZERO|ch|d|s|t	ZERO|CH_ENTRY|D_ENTRY|S_ENTRY|T_ENTRY	5	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC040	OK+AL	dort ansetzen	okal	okal|qokal	okal	ZERO|q	ZERO|Q_ENTRY	2	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC041	OK+OL	weiterlaufenden Posten aufnehmen	okchol	okchol	okchol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC042	CHD+AR	von dort umsetzen	cheedar	cheedar	cheedar	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC043	CTH+CHD+Y	bereiten Posten umsetzen	shecthedchy	shecthedchy	shecthedchy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC044	OK+AR	daraus ansetzen	qokar	qokar	qokar	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC045	SOLK+EE+CLOSE	länger sammeln; Schluss	olkeedy	olkeedy|solkeedy	olkeedy	ZERO|s	ZERO|S_ENTRY	2	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC046	AL+Y	diesen Posten dorthin	raly	raly	raly	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC047	Y+AIN	Postenportion	ykain	ykain	ykain	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC048	IIN	Weichstufe	kaiiin	kaiiin	kaiiin	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC049	HO+AL	Zutat an die Arbeitsstelle geben	schoal	schoal	schoal	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC050	SOLK+E+Y	kurz sammeln	solkey	solkey	solkey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC051	L+CHD+AL	zur Ablaufstelle führen	lchedal	lchedal	lchedal	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC052	KCH+E+Y	aktuellen Posten kurz bearbeiten	qekey	qekey	qekey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC053	OT+OL	danach fortsetzen	otol	otol	otol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC054	OK+AL+Y	dies dort ansetzen	qokaly	qokaly	qokaly	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC055	AR	aus dem Ansatz	char	char|dar|sar	ar	ch|d|s	CH_ENTRY|D_ENTRY|S_ENTRY	3	BOUND_STABLE_HOST_PLUS_ENTRIES	learn one bound host and its licensed entry gestures
MC056	AL	zur Zielstelle	ral	ral	ral	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC057	OT+CHD+CLOSE	nächsten Posten überführen; Schluss	otchedy	otchedy|qotchedy	otchedy	ZERO|q	ZERO|Q_ENTRY	2	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC058	CKH+E+AL	kurz zur Zielstelle durchleiten	sheckhal	sheckhal	sheckhal	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC059	DAIN	Tuch	dain	dain	dain	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC060	OT+AIIN	Folgemaß	otaiin	otaiin|sotaiin	otaiin	ZERO|s	ZERO|S_ENTRY	2	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC061	SH+KCH+CHD+CLOSE	im Arbeitsgang schwenken; Schluss	sshkchdy	sshkchdy	sshkchdy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC062	HO+Y+TY	Zutatenteil	shoyty	shoyty	shoyty	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC063	OT+EE+Y	langer Folgeposten	oteey	oteey	oteey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC064	CHD+Y	diesen Posten überführen	chedchy	chedchy	chedchy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC065	L	Durchlassöffnung	ls	ls	ls	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC066	L+CHEEY	Klarlauf abfuehren	lcheey	lcheey	lcheey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC067	OT+CHD+CLOSE	Folgegang vollziehen; Schluss	otchdy	otchdy	otchdy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC068	OT+DAN	danach anwenden	sotodan	sotodan	sotodan	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC069	OT+TY+OL	naechsten Teilposten weiterfuehren	otytchol	otytchol	otytchol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC070	P+CHD+CLOSE	einführen; Schluss	pchedy	pchedy	pchedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC071	DCHE+Y	Wurzel als aktueller Posten	dchey	dchey	dchey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC072	OR+AIN	Ansatzportion	orain	orain	orain	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC073	CTH+E+Y	kurz bereithalten	qcthey	qcthey|shcthey	cthey	q|sh	Q_ENTRY|SH_ENTRY	2	BOUND_STABLE_HOST_PLUS_ENTRIES	learn one bound host and its licensed entry gestures
MC074	CHD+Y	laufenden Posten umsetzen	chdy	chdy|chedy	dy	ch|che	CH_ENTRY|CH_ENTRY	2	BOUND_STABLE_HOST_PLUS_ENTRIES	learn one bound host and its licensed entry gestures
MC075	Y+CHEO+OR	Auszugsansatz	ycheor	ycheor	ycheor	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC076	SH+E+OL	kurz weiter ruhen lassen	dsheol	dsheol	dsheol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC077	KCH+AL	an der Zielstelle bearbeiten	kchal	kchal	kchal	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC078	AL+Y	untere Zielstelle	olsaly	olsaly	olsaly	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC079	AL+CLOSE	Nebenoeffnung; Schluss	daldy	daldy	daldy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC080	OR	Ansatz	chor	chor|or|shor|sor	or	ch|ZERO|sh|s	CH_ENTRY|ZERO|SH_ENTRY|S_ENTRY	4	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC081	OK+AIR	Wasser einlassen	okair	okair	okair	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC082	OK+EE+CLOSE	länger ansetzen; Schluss	qokeedy	qokeedy	qokeedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC083	OK+E+CLOSE	kurz ansetzen; Schluss	qokedy	qokedy	qokedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC084	WASH+CLOSE	Waschgang abschließen	rshedy	rshedy	rshedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC085	CHEO+AR	Auszug entnehmen	cheoar	cheoar	cheoar	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC086	PARTITION+TY	Teil abtrennen	chety	chety|chty	ty	che|ch	CH_ENTRY|CH_ENTRY	2	BOUND_STABLE_HOST_PLUS_ENTRIES	learn one bound host and its licensed entry gestures
MC087	HO+AIIN	Zutatenmaß	chodaiin	chodaiin	chodaiin	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC088	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	qokchdy	qokchdy	qokchdy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC089	SK+AR	vom Ausgang ausgießen	skar	skar	skar	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC090	KCH+OL	weiter bearbeiten	kchol	kchol	kchol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC091	AIR+Y+CLOSE	Wasserlauf schliessen; Schluss	dairydy	dairydy	dairydy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC092	L+OL	von dort weiterfuehren	lol	lol	lol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC093	OT+AL	danach dorthin	otal	otal|qotal	otal	ZERO|q	ZERO|Q_ENTRY	2	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC094	EEE+TY	ganzen Teilposten	cheeety	cheeety	cheeety	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC095	SH+EE+Y	laenger ruhen	sheey	sheey	sheey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC096	OK+EE+AL	dort länger halten	qokeedal	qokeedal	qokeedal	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC097	OL+AIN	weitere Portion	olkain	olkain|qolkain	olkain	ZERO|q	ZERO|Q_ENTRY	2	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC098	HO+L	Zutat entnehmen	tshol	tshol	tshol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC099	EE+CKH+HO+CLOSE	länger auftragen; Schluss	cheeckhody	cheeckhody	cheeckhody	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC100	ODY	kühlen	ody	ody	ody	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC101	AL	Endziel	ldalor	ldalor	ldalor	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC102	SH+E+AL	kurz am Ziel ruhen	rsheal	rsheal	rsheal	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC103	OK+Y	Posten zur Weiterbearbeitung ansetzen	chokchy	chokchy|okchy|qokchy	okchy	ch|ZERO|q	CH_ENTRY|ZERO|Q_ENTRY	3	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC104	E+OL	kurz weiterbearbeiten	keol	keol	keol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC105	AIN	eine Portion	chkain	chkain|kain	kain	ch|ZERO	CH_ENTRY|ZERO	2	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC106	E+OL	kurz weiterleiten	teol	teol	teol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC107	OT+Y	anschließender Arbeitsposten	qotchy	qotchy	qotchy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC108	E+TY	kleiner Restteil	etyd	etyd	etyd	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC109	Y+E+TY	kurzen Teil des aktuellen Postens nehmen	ytey	ytey	ytey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC110	CHK+EE+CLOSE	länger wärmen; Schluss	chkeedy	chkeedy	chkeedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC111	SH+AIIN	Standmaß	shfydaiin	shfydaiin	shfydaiin	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC112	CTH+OL	bereitgestellten Gang fortsetzen	octheol	octheol	octheol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC113	SHED+AL	dort absetzen	shedal	shedal	shedal	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC114	SH	halten	sh	sh	sh	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC115	CTH+OL+Y	bereiten Posten weiterfuehren	qoctholy	qoctholy	qoctholy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC116	AIR	Wasser weiterleiten	schedair	schedair	schedair	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC117	KCH+Y	diesen Posten bearbeiten	kchy	kchy	kchy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC118	L+Y	aktuellen Posten abführen	ly	ly	ly	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC119	CHEEY	klarer Auszug	cheey	cheey|shey	ey	che|sh	CH_ENTRY|SH_ENTRY	2	BOUND_STABLE_HOST_PLUS_ENTRIES	learn one bound host and its licensed entry gestures
MC120	OK+AIIN	auf Sollmaß einstellen	okaiin	okaiin|qokaiin	okaiin	ZERO|q	ZERO|Q_ENTRY	2	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC121	OT+AR	danach von dort	otar	otar	otar	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC122	KCH+E+Y	diesen Posten kurz bearbeiten	kchey	kchey	kchey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC123	Y	dieser Posten	chey	chey|chy|dy|shy|sy|y	y	che|ch|d|sh|s|ZERO	CH_ENTRY|CH_ENTRY|D_ENTRY|SH_ENTRY|S_ENTRY|ZERO	6	MINIMAL_HOST__LEARN_ALLOGRAPH_SET	learn the whole allograph set; suffix alone is not semantic
MC124	L+E+CLOSE	kurz abführen; Schluss	lkedy	lkedy	lkedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC125	HO+OR	Zutatenansatz	chochor	chochor	chochor	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC126	P+CHD+AL	Einlass	pchedal	pchedal	pchedal	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC127	L+CHD	abführen	lched	lched	lched	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC128	SHED+E+CLOSE	kurz absetzen lassen; Schluss	cheedy	cheedy|shedy|tedy	edy	che|sh|t	CH_ENTRY|SH_ENTRY|T_ENTRY	3	BOUND_STABLE_HOST_PLUS_ENTRIES	learn one bound host and its licensed entry gestures
MC129	CFH+Y	aktuellen Posten auswringen	cfhy	cfhy	cfhy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC130	WASH	Waschgang beginnen	lsho	lsho	lsho	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC131	HO+Y	diese Zutat	choy	choy	choy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC132	CKH+E+Y	kurz durchleiten	sheckhy	sheckhy	sheckhy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC133	L+CKHE+CLOSE	abseihen; Schluss	lcheckhedy	lcheckhedy	lcheckhedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC134	OL	auf dem Arbeitsweg weiterleiten	qolky	qolky	qolky	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC135	OT+E+CLOSE	kurze Folge; Schluss	otedy	otedy	otedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC136	CHEO+AR	Auszug daraus	kchoar	kchoar	kchoar	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC137	CTH+E+Y	kurz bereit halten	shecthy	shecthy	shecthy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC138	SHED+E+CLOSE	kurz absetzen; Schluss	dshedy	dshedy	dshedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC139	CHD+CLOSE	weitergeführten Posten überführen; Schluss	dchdy	dchdy	dchdy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC140	OK+EEE+CLOSE	vollständig ansetzen; Schluss	qokeeedy	qokeeedy	qokeeedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC141	CHEEY	Klarlauf zugeben	tshey	tshey	tshey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC142	DCHOL	vorigen Posten fortsetzen	dchol	dchol|schol	chol	d|s	D_ENTRY|S_ENTRY	2	BOUND_STABLE_HOST_PLUS_ENTRIES	learn one bound host and its licensed entry gestures
MC143	CKHE+CLOSE	seihen; Schluss	shckhedy	shckhedy	shckhedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC144	SHED+AIIN	Absetzmaß	chldaiin	chldaiin	chldaiin	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC145	CHD+AIN	Portion umsetzen	chedain	chedain	chedain	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC146	AL+OR	Ansatz von dort zur Zielstelle	chealror	chealror	chealror	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC147	CHK+E+Y	kurz wärmen	cheky	cheky	cheky	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC148	Y+AIN	dieser Anteil	ykan	ykan	ykan	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC149	OL+SHED+CLOSE	weiter absetzen; Schluss	solshedy	solshedy	solshedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC150	OK+EE+OL	länger fortführen	okeeol	okeeol	okeeol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC151	OK+SHED+CLOSE	Absetzgang ansetzen; Schluss	qokshedy	qokshedy	qokshedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC152	PARTITION	teilen	ches	ches	ches	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC153	OL	fortsetzen	cheol	cheol|chol|ol|qol|sol|tol	ol	che|ch|ZERO|q|s|t	CH_ENTRY|CH_ENTRY|ZERO|Q_ENTRY|S_ENTRY|T_ENTRY	6	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC154	AL	dorthin	al	al|chal|cheal|dal|sal|tal	al	ZERO|ch|che|d|s|t	ZERO|CH_ENTRY|CH_ENTRY|D_ENTRY|S_ENTRY|T_ENTRY	6	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC155	L+CHD+CLOSE	abführen; Schluss	lchedy	lchedy	lchedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC156	CPH+Y	aktuellen Posten nachseihen	cphy	cphy	cphy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC157	OL+OR	Fortsetzungsansatz	cholor	cholor|olor	olor	ch|ZERO	CH_ENTRY|ZERO	2	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC158	CTH+OR	Ansatz bereit	cthoor	cthoor	cthoor	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC159	OS	Mischgefäß	os	os	os	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC160	AL+AM	am Ziel verwahren	talam	talam	talam	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC161	CTH+Y	bereit	checthy	checthy|cthy|shcthy	cthy	che|ZERO|sh	CH_ENTRY|ZERO|SH_ENTRY	3	FREE_STABLE_HOST_PLUS_ENTRIES	learn one free host and its licensed entry gestures
MC162	OL+Y	diesen Posten weiterfuehren	qolchey	qolchey	qolchey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC163	OT+OL	danach weiterfuehren	qotchol	qotchol	qotchol	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC164	OK+Y+LDDY	aktuellen Posten befestigen; Schluss	qokylddy	qokylddy	qokylddy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC165	OK+CKH+E+Y	kurzen Durchlauf ansetzen	qockhey	qockhey	qockhey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC166	CHK+EE+Y	diesen Posten länger warm halten	chkeey	chkeey	chkeey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC167	L+CHD+CLOSE	Rest abfuehren; Schluss	lochedy	lochedy	lochedy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC168	L+CKH+Y	Ausgangsdurchlass	lcheckhy	lcheckhy	lcheckhy	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC169	CTH+AIIN	Fertigmaß	cthaiin	cthaiin	cthaiin	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC170	Y+AIIN	Postenmaß	ykaiin	ykaiin	ykaiin	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC171	OT+Y	nächster Teilposten	otchey	otchey	otchey	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
MC172	IIN	Öffnungsstufe	daiiin	daiiin	daiiin	ZERO	ZERO	1	SINGLE_REGISTERED_FORM	copy the exact card
