mutation_family	blocked_factor_rule	stop_replay_case_count	distinct_neighbor_edge_count	distinct_target_recipe_count	distinct_source_recipe_count	context_event_occurrence_weight	instruction
ATOM_DELETION	PAIR:K>S	3	3	3	3	3	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:OK>R	2	1	1	1	2	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:P>K	2	2	2	2	2	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:P>R	2	2	2	2	2	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:P>S	2	2	2	2	2	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:R>S	3	3	3	3	3	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:S>CHD	5	3	2	3	5	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:S>P	1	1	1	1	1	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:S>S	4	4	4	4	4	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:SH>CHD	1	1	1	1	1	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:SH>P	3	3	3	3	3	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:SH>S	7	5	3	5	7	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:SH>SH	2	2	2	2	2	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:T>K	1	1	1	1	1	STOP_AND_PRESERVE_STATE
ATOM_DELETION	PAIR:T>S	6	5	3	5	6	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	FOCUS:CHD<-EEE	27	18	16	18	32	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	FOCUS:R<-EEE	16	10	9	10	16	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:CH>CHD	441	207	155	189	446	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:CH>SH	437	221	161	201	437	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:CHD>CH	160	100	81	100	160	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:CHD>CHD	61	31	23	30	66	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:CHD>K	173	65	62	65	173	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:CHD>OK	15	15	12	15	15	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:CHD>P	40	31	31	31	40	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:CHD>R	4	4	4	4	4	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:CHD>SH	57	45	35	45	57	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:CHD>T	131	64	63	64	131	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:K>K	214	99	80	96	214	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:K>P	81	65	54	65	81	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:K>R	45	38	34	38	45	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:K>S	53	45	40	45	53	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:K>T	172	98	85	98	172	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:OK>K	226	94	73	93	227	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:OK>P	93	60	43	59	94	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:OK>R	57	33	23	32	58	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:OK>T	184	93	75	92	185	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:P>K	234	109	92	109	238	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:P>OK	76	59	51	59	80	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:P>P	101	75	66	71	105	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:P>R	65	48	46	48	69	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:P>S	73	55	51	55	77	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:P>T	192	108	95	107	196	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:R>K	184	73	67	73	184	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:R>OK	26	23	18	23	26	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:R>P	51	39	36	39	51	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:R>R	15	12	12	12	15	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:R>S	23	19	18	18	23	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:S>CHD	76	44	34	43	81	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:S>P	55	44	40	44	55	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:S>R	19	17	16	17	19	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:S>S	27	24	23	24	27	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:S>T	146	77	72	76	146	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:SH>CHD	99	48	36	47	104	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:SH>P	78	48	44	48	78	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:SH>R	42	21	20	21	42	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:SH>S	50	28	26	28	50	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:SH>SH	95	62	48	62	95	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:T>K	209	92	74	92	209	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:T>P	76	58	48	58	76	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:T>S	48	38	32	38	48	STOP_AND_PRESERVE_STATE
SAME_CLASS_SUBSTITUTION	PAIR:T>T	167	91	77	88	167	STOP_AND_PRESERVE_STATE
