neighbor_id	source_recipe	target_recipe	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_is_exact_catalog_key	target_identity_route	neutral_execution_decision	sampled_context_count	sampled_occurrence_weight	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	green_occurrence_weight	amber_occurrence_weight	stop_occurrence_weight	observed_context_robustness	stop_factor_rules	neutral_stop_rescued_in_any_context	neutral_read_stops_in_any_context	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
G447-N00243	AL	EMPTY_RECIPE	ATOM_DELETION	1	AL	NONE	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	73	75	18	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	0	0	73	0	0	75	OBSERVED_CONTEXT_ALL_STOP	EMPTY_RECIPE	NO	NO	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
G447-N00248	AL+AIIN	AIIN	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	6	6	4	f67r2|f72r|f76r|f89r	6	0	0	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00249	AL+AIIN	AL	ATOM_DELETION	2	AIIN	NONE	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	6	6	4	f67r2|f72r|f76r|f89r	6	0	0	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00258	AL+AIIN+LOCAL_CHAR_I	AIIN+LOCAL_CHAR_I	ATOM_DELETION	1	AL	NONE	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00259	AL+AIIN+LOCAL_CHAR_I	AL+AIIN	ATOM_DELETION	3	LOCAL_CHAR_I	NONE	LOCAL_OR_CLASS_SIGN	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00260	AL+AIIN+LOCAL_CHAR_I	AL+LOCAL_CHAR_I	ATOM_DELETION	2	AIIN	NONE	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00276	AL+AL	AL	ATOM_DELETION	1|2	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	2	2	2	f81v|f89r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00326	AL+CHD	AL	ATOM_DELETION	2	CHD	NONE	ACTION_HEAD	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00327	AL+CHD	CHD	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00341	AL+CHD+DY	AL+CHD	ATOM_DELETION	3	DY	NONE	FORMAL_CONTROL	YES	IDENTITY_EXACT_OBSERVED	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00342	AL+CHD+DY	AL+DY	ATOM_DELETION	2	CHD	NONE	ACTION_HEAD	YES	IDENTITY_EXACT_OBSERVED	STOP	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00343	AL+CHD+DY	CHD+DY	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00375	AL+DY	AL	ATOM_DELETION	2	DY	NONE	FORMAL_CONTROL	YES	IDENTITY_EXACT_OBSERVED	READ	4	4	4	f13r|f75r|f81v|f82r	4	0	0	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00376	AL+DY	DY	ATOM_DELETION	1	AL	NONE	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	4	4	4	f13r|f75r|f81v|f82r	4	0	0	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00382	AL+D_ADDR+AIIN	AL+AIIN	ATOM_DELETION	2	D_ADDR	NONE	LOCAL_OR_CLASS_SIGN	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00383	AL+D_ADDR+AIIN	AL+D_ADDR	ATOM_DELETION	3	AIIN	NONE	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00384	AL+D_ADDR+AIIN	D_ADDR+AIIN	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00415	AL+D_ADDR+Y	AL+D_ADDR	ATOM_DELETION	3	Y	NONE	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f55v|f67r2	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00416	AL+D_ADDR+Y	AL+Y	ATOM_DELETION	2	D_ADDR	NONE	LOCAL_OR_CLASS_SIGN	YES	IDENTITY_EXACT_OBSERVED	READ	2	2	2	f55v|f67r2	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00417	AL+D_ADDR+Y	D_ADDR+Y	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	2	2	2	f55v|f67r2	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00445	AL+K+AIN	AL+AIN	ATOM_DELETION	2	K	NONE	ACTION_HEAD	YES	IDENTITY_EXACT_FUTURE_HIGH	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00446	AL+K+AIN	AL+K	ATOM_DELETION	3	AIN	NONE	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00447	AL+K+AIN	K+AIN	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00485	AL+LOCAL_CHAR_F+SH+E+D_ADDR	AL+LOCAL_CHAR_F+E+D_ADDR	ATOM_DELETION	3	SH	NONE	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00486	AL+LOCAL_CHAR_F+SH+E+D_ADDR	AL+LOCAL_CHAR_F+SH+D_ADDR	ATOM_DELETION	4	E	NONE	GRADE	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00487	AL+LOCAL_CHAR_F+SH+E+D_ADDR	AL+LOCAL_CHAR_F+SH+E	ATOM_DELETION	5	D_ADDR	NONE	LOCAL_OR_CLASS_SIGN	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00488	AL+LOCAL_CHAR_F+SH+E+D_ADDR	AL+SH+E+D_ADDR	ATOM_DELETION	2	LOCAL_CHAR_F	NONE	LOCAL_OR_CLASS_SIGN	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00489	AL+LOCAL_CHAR_F+SH+E+D_ADDR	LOCAL_CHAR_F+SH+E+D_ADDR	ATOM_DELETION	1	AL	NONE	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00504	AL+O	AL	ATOM_DELETION	2	O	NONE	FORMAL_CONTROL	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00505	AL+O	O	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00511	AL+O+Y	AL+O	ATOM_DELETION	3	Y	NONE	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00512	AL+O+Y	AL+Y	ATOM_DELETION	2	O	NONE	FORMAL_CONTROL	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00513	AL+O+Y	O+Y	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00521	AL+OL	AL	ATOM_DELETION	2	OL	NONE	ORDER_CONTROL	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00522	AL+OL	OL	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00540	AL+OR	AL	ATOM_DELETION	2	OR	NONE	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	3	3	3	f76r|f77r|f95v	3	0	0	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00541	AL+OR	OR	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	3	3	3	f76r|f77r|f95v	3	0	0	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00550	AL+R+OR	AL+OR	ATOM_DELETION	2	R	NONE	ACTION_HEAD	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00551	AL+R+OR	AL+R	ATOM_DELETION	3	OR	NONE	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00552	AL+R+OR	R+OR	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00568	AL+S	AL	ATOM_DELETION	2	S	NONE	ACTION_HEAD	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f89r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00569	AL+S	S	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f89r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00583	AL+S+Y	AL+S	ATOM_DELETION	3	Y	NONE	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f88r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00584	AL+S+Y	AL+Y	ATOM_DELETION	2	S	NONE	ACTION_HEAD	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f88r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00585	AL+S+Y	S+Y	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_FUTURE_STRONG	READ	1	1	1	f88r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00617	AL+SH+E+DY	AL+E+DY	ATOM_DELETION	2	SH	NONE	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	1	2	1	f76r	1	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	YES	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00618	AL+SH+E+DY	AL+SH+DY	ATOM_DELETION	3	E	NONE	GRADE	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	2	1	f76r	1	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00619	AL+SH+E+DY	AL+SH+E	ATOM_DELETION	4	DY	NONE	FORMAL_CONTROL	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	2	1	f76r	1	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00620	AL+SH+E+DY	SH+E+DY	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	1	2	1	f76r	1	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00636	AL+SH+Y	AL+SH	ATOM_DELETION	3	Y	NONE	ARGUMENT	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00637	AL+SH+Y	AL+Y	ATOM_DELETION	2	SH	NONE	ACTION_HEAD	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00638	AL+SH+Y	SH+Y	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00657	AL+T+E+D_ADDR+Y	AL+E+D_ADDR+Y	ATOM_DELETION	2	T	NONE	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00658	AL+T+E+D_ADDR+Y	AL+T+D_ADDR+Y	ATOM_DELETION	3	E	NONE	GRADE	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00659	AL+T+E+D_ADDR+Y	AL+T+E+D_ADDR	ATOM_DELETION	5	Y	NONE	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00660	AL+T+E+D_ADDR+Y	AL+T+E+Y	ATOM_DELETION	4	D_ADDR	NONE	LOCAL_OR_CLASS_SIGN	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00661	AL+T+E+D_ADDR+Y	T+E+D_ADDR+Y	ATOM_DELETION	1	AL	NONE	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00679	AL+Y	AL	ATOM_DELETION	2	Y	NONE	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	9	9	7	f71v|f72r|f75r|f76r|f77r|f81r|f89r	9	0	0	9	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00680	AL+Y	Y	ATOM_DELETION	1	AL	NONE	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	9	9	7	f71v|f72r|f75r|f76r|f77r|f81r|f89r	9	0	0	9	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00687	AM_ADDR	EMPTY_RECIPE	ATOM_DELETION	1	AM_ADDR	NONE	LOCAL_OR_CLASS_SIGN	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	9	9	7	f10r|f24v|f55v|f67r2|f72r|f75r|f95v	0	0	9	0	0	9	OBSERVED_CONTEXT_ALL_STOP	EMPTY_RECIPE	NO	NO	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
G447-N00689	AM_ADDR+Y	AM_ADDR	ATOM_DELETION	2	Y	NONE	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
