neighbor_id	source_recipe	target_recipe	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_is_exact_catalog_key	target_identity_route	neutral_execution_decision	sampled_context_count	sampled_occurrence_weight	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	green_occurrence_weight	amber_occurrence_weight	stop_occurrence_weight	observed_context_robustness	stop_factor_rules	neutral_stop_rescued_in_any_context	neutral_read_stops_in_any_context	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
G447-N00245	AL	AR	SAME_CLASS_SUBSTITUTION	1	AL	AR	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	73	75	18	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	73	0	0	75	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00246	AL	L	SAME_CLASS_SUBSTITUTION	1	AL	L	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	73	75	18	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	73	0	0	75	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00250	AL+AIIN	AIR+AIIN	SAME_CLASS_SUBSTITUTION	1	AL	AIR	RELATION	YES	IDENTITY_EXACT_FUTURE_STRONG	READ_AMBER	6	6	4	f67r2|f72r|f76r|f89r	6	0	0	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00251	AL+AIIN	AL+AIN	SAME_CLASS_SUBSTITUTION	2	AIIN	AIN	ARGUMENT	YES	IDENTITY_EXACT_FUTURE_HIGH	READ	6	6	4	f67r2|f72r|f76r|f89r	6	0	0	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00252	AL+AIIN	AL+OR	SAME_CLASS_SUBSTITUTION	2	AIIN	OR	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	6	6	4	f67r2|f72r|f76r|f89r	6	0	0	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00253	AL+AIIN	AL+Y	SAME_CLASS_SUBSTITUTION	2	AIIN	Y	ARGUMENT	YES	IDENTITY_EXACT_OBSERVED	READ	6	6	4	f67r2|f72r|f76r|f89r	6	0	0	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00254	AL+AIIN	AR+AIIN	SAME_CLASS_SUBSTITUTION	1	AL	AR	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	6	6	4	f67r2|f72r|f76r|f89r	6	0	0	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00255	AL+AIIN	L+AIIN	SAME_CLASS_SUBSTITUTION	1	AL	L	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	6	6	4	f67r2|f72r|f76r|f89r	6	0	0	6	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00261	AL+AIIN+LOCAL_CHAR_I	AIR+AIIN+LOCAL_CHAR_I	SAME_CLASS_SUBSTITUTION	1	AL	AIR	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00262	AL+AIIN+LOCAL_CHAR_I	AL+AIN+LOCAL_CHAR_I	SAME_CLASS_SUBSTITUTION	2	AIIN	AIN	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00263	AL+AIIN+LOCAL_CHAR_I	AL+OR+LOCAL_CHAR_I	SAME_CLASS_SUBSTITUTION	2	AIIN	OR	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00264	AL+AIIN+LOCAL_CHAR_I	AL+Y+LOCAL_CHAR_I	SAME_CLASS_SUBSTITUTION	2	AIIN	Y	ARGUMENT	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00265	AL+AIIN+LOCAL_CHAR_I	AR+AIIN+LOCAL_CHAR_I	SAME_CLASS_SUBSTITUTION	1	AL	AR	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00266	AL+AIIN+LOCAL_CHAR_I	L+AIIN+LOCAL_CHAR_I	SAME_CLASS_SUBSTITUTION	1	AL	L	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00277	AL+AL	AIR+AL	SAME_CLASS_SUBSTITUTION	1	AL	AIR	RELATION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ_AMBER	2	2	2	f81v|f89r	1	1	0	1	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
G447-N00278	AL+AL	AL+AIR	SAME_CLASS_SUBSTITUTION	2	AL	AIR	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	2	2	2	f81v|f89r	1	1	0	1	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
G447-N00279	AL+AL	AL+AR	SAME_CLASS_SUBSTITUTION	2	AL	AR	RELATION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	2	2	2	f81v|f89r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00280	AL+AL	AL+L	SAME_CLASS_SUBSTITUTION	2	AL	L	RELATION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f81v|f89r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00281	AL+AL	AR+AL	SAME_CLASS_SUBSTITUTION	1	AL	AR	RELATION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	2	2	2	f81v|f89r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00282	AL+AL	L+AL	SAME_CLASS_SUBSTITUTION	1	AL	L	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	2	2	2	f81v|f89r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00328	AL+CHD	AIR+CHD	SAME_CLASS_SUBSTITUTION	1	AL	AIR	RELATION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00329	AL+CHD	AL+CH	SAME_CLASS_SUBSTITUTION	2	CHD	CH	ACTION_HEAD	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00330	AL+CHD	AL+K	SAME_CLASS_SUBSTITUTION	2	CHD	K	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00331	AL+CHD	AL+OK	SAME_CLASS_SUBSTITUTION	2	CHD	OK	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00332	AL+CHD	AL+P	SAME_CLASS_SUBSTITUTION	2	CHD	P	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00333	AL+CHD	AL+R	SAME_CLASS_SUBSTITUTION	2	CHD	R	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00334	AL+CHD	AL+S	SAME_CLASS_SUBSTITUTION	2	CHD	S	ACTION_HEAD	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00335	AL+CHD	AL+SH	SAME_CLASS_SUBSTITUTION	2	CHD	SH	ACTION_HEAD	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00336	AL+CHD	AL+T	SAME_CLASS_SUBSTITUTION	2	CHD	T	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00337	AL+CHD	AR+CHD	SAME_CLASS_SUBSTITUTION	1	AL	AR	RELATION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00338	AL+CHD	L+CHD	SAME_CLASS_SUBSTITUTION	1	AL	L	RELATION	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f81r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00344	AL+CHD+DY	AIR+CHD+DY	SAME_CLASS_SUBSTITUTION	1	AL	AIR	RELATION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00345	AL+CHD+DY	AL+CH+DY	SAME_CLASS_SUBSTITUTION	2	CHD	CH	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00346	AL+CHD+DY	AL+K+DY	SAME_CLASS_SUBSTITUTION	2	CHD	K	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00347	AL+CHD+DY	AL+OK+DY	SAME_CLASS_SUBSTITUTION	2	CHD	OK	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00348	AL+CHD+DY	AL+P+DY	SAME_CLASS_SUBSTITUTION	2	CHD	P	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00349	AL+CHD+DY	AL+R+DY	SAME_CLASS_SUBSTITUTION	2	CHD	R	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00350	AL+CHD+DY	AL+S+DY	SAME_CLASS_SUBSTITUTION	2	CHD	S	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00351	AL+CHD+DY	AL+SH+DY	SAME_CLASS_SUBSTITUTION	2	CHD	SH	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00352	AL+CHD+DY	AL+T+DY	SAME_CLASS_SUBSTITUTION	2	CHD	T	ACTION_HEAD	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00353	AL+CHD+DY	AR+CHD+DY	SAME_CLASS_SUBSTITUTION	1	AL	AR	RELATION	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	4	5	5	f72r|f76r|f77r|f83r|f89r	4	0	0	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
