neighbor_id	source_recipe	target_recipe	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_is_exact_catalog_key	target_identity_route	neutral_execution_decision	sampled_context_count	sampled_occurrence_weight	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	green_occurrence_weight	amber_occurrence_weight	stop_occurrence_weight	observed_context_robustness	stop_factor_rules	neutral_stop_rescued_in_any_context	neutral_read_stops_in_any_context	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
G447-N00482	AL+LOCAL_CHAR_F+SH+E+D_ADDR	AL+LOCAL_CHAR_F+SH+D_ADDR+E	ADJACENT_SWAP	4-5	E>D_ADDR	D_ADDR>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00483	AL+LOCAL_CHAR_F+SH+E+D_ADDR	AL+SH+LOCAL_CHAR_F+E+D_ADDR	ADJACENT_SWAP	2-3	LOCAL_CHAR_F>SH	SH>LOCAL_CHAR_F	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00484	AL+LOCAL_CHAR_F+SH+E+D_ADDR	LOCAL_CHAR_F+AL+SH+E+D_ADDR	ADJACENT_SWAP	1-2	AL>LOCAL_CHAR_F	LOCAL_CHAR_F>AL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00503	AL+O	O+AL	ADJACENT_SWAP	1-2	AL>O	O>AL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00509	AL+O+Y	AL+Y+O	ADJACENT_SWAP	2-3	O>Y	Y>O	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00510	AL+O+Y	O+AL+Y	ADJACENT_SWAP	1-2	AL>O	O>AL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00520	AL+OL	OL+AL	ADJACENT_SWAP	1-2	AL>OL	OL>AL	ORDER	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00539	AL+OR	OR+AL	ADJACENT_SWAP	1-2	AL>OR	OR>AL	ORDER	YES	IDENTITY_EXACT_OBSERVED	READ	3	3	3	f76r|f77r|f95v	3	0	0	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00548	AL+R+OR	AL+OR+R	ADJACENT_SWAP	2-3	R>OR	OR>R	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00549	AL+R+OR	R+AL+OR	ADJACENT_SWAP	1-2	AL>R	R>AL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00567	AL+S	S+AL	ADJACENT_SWAP	1-2	AL>S	S>AL	ORDER	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f89r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00581	AL+S+Y	AL+Y+S	ADJACENT_SWAP	2-3	S>Y	Y>S	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00582	AL+S+Y	S+AL+Y	ADJACENT_SWAP	1-2	AL>S	S>AL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f88r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00614	AL+SH+E+DY	AL+E+SH+DY	ADJACENT_SWAP	2-3	SH>E	E>SH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	2	1	f76r	1	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00615	AL+SH+E+DY	AL+SH+DY+E	ADJACENT_SWAP	3-4	E>DY	DY>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	2	1	f76r	1	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00616	AL+SH+E+DY	SH+AL+E+DY	ADJACENT_SWAP	1-2	AL>SH	SH>AL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	2	1	f76r	1	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00634	AL+SH+Y	AL+Y+SH	ADJACENT_SWAP	2-3	SH>Y	Y>SH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00635	AL+SH+Y	SH+AL+Y	ADJACENT_SWAP	1-2	AL>SH	SH>AL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f76r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00653	AL+T+E+D_ADDR+Y	AL+E+T+D_ADDR+Y	ADJACENT_SWAP	2-3	T>E	E>T	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00654	AL+T+E+D_ADDR+Y	AL+T+D_ADDR+E+Y	ADJACENT_SWAP	3-4	E>D_ADDR	D_ADDR>E	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00655	AL+T+E+D_ADDR+Y	AL+T+E+Y+D_ADDR	ADJACENT_SWAP	4-5	D_ADDR>Y	Y>D_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00656	AL+T+E+D_ADDR+Y	T+AL+E+D_ADDR+Y	ADJACENT_SWAP	1-2	AL>T	T>AL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00678	AL+Y	Y+AL	ADJACENT_SWAP	1-2	AL>Y	Y>AL	ORDER	YES	IDENTITY_EXACT_OBSERVED	READ	9	9	7	f71v|f72r|f75r|f76r|f77r|f81r|f89r	9	0	0	9	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00688	AM_ADDR+Y	Y+AM_ADDR	ADJACENT_SWAP	1-2	AM_ADDR>Y	Y>AM_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f67r2	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00698	AR+AIIN	AIIN+AR	ADJACENT_SWAP	1-2	AR>AIIN	AIIN>AR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f82r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00748	AR+CH+EE+Y	AR+CH+Y+EE	ADJACENT_SWAP	3-4	EE>Y	Y>EE	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f76r|f88v	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00749	AR+CH+EE+Y	AR+EE+CH+Y	ADJACENT_SWAP	2-3	CH>EE	EE>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f76r|f88v	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00750	AR+CH+EE+Y	CH+AR+EE+Y	ADJACENT_SWAP	1-2	AR>CH	CH>AR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	2	f76r|f88v	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00771	AR+CH+Y+T+AIIN	AR+CH+T+Y+AIIN	ADJACENT_SWAP	3-4	Y>T	T>Y	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00772	AR+CH+Y+T+AIIN	AR+CH+Y+AIIN+T	ADJACENT_SWAP	4-5	T>AIIN	AIIN>T	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00773	AR+CH+Y+T+AIIN	AR+Y+CH+T+AIIN	ADJACENT_SWAP	2-3	CH>Y	Y>CH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00774	AR+CH+Y+T+AIIN	CH+AR+Y+T+AIIN	ADJACENT_SWAP	1-2	AR>CH	CH>AR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f95v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00866	AR+OL	OL+AR	ADJACENT_SWAP	1-2	AR>OL	OL>AR	ORDER	YES	IDENTITY_EXACT_OBSERVED	READ	4	4	4	f71v|f77r|f81r|f89r	4	0	0	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00873	AR+OL+Y	AR+Y+OL	ADJACENT_SWAP	2-3	OL>Y	Y>OL	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00874	AR+OL+Y	OL+AR+Y	ADJACENT_SWAP	1-2	AR>OL	OL>AR	ORDER	YES	IDENTITY_EXACT_NARROW_APPENDIX	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00894	AR+S+A_ADDR	AR+A_ADDR+S	ADJACENT_SWAP	2-3	S>A_ADDR	A_ADDR>S	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00895	AR+S+A_ADDR	S+AR+A_ADDR	ADJACENT_SWAP	1-2	AR>S	S>AR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f24v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00930	AR+Y	Y+AR	ADJACENT_SWAP	1-2	AR>Y	Y>AR	ORDER	YES	IDENTITY_EXACT_OBSERVED	READ	1	1	1	f83r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00940	A_ADDR+AL	AL+A_ADDR	ADJACENT_SWAP	1-2	A_ADDR>AL	AL>A_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f72r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00946	A_ADDR+LOCAL_CHAR_I+M_LOCAL	A_ADDR+M_LOCAL+LOCAL_CHAR_I	ADJACENT_SWAP	2-3	LOCAL_CHAR_I>M_LOCAL	M_LOCAL>LOCAL_CHAR_I	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	1	f89r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00947	A_ADDR+LOCAL_CHAR_I+M_LOCAL	LOCAL_CHAR_I+A_ADDR+M_LOCAL	ADJACENT_SWAP	1-2	A_ADDR>LOCAL_CHAR_I	LOCAL_CHAR_I>A_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	2	2	1	f89r	2	0	0	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00951	A_ADDR+S	S+A_ADDR	ADJACENT_SWAP	1-2	A_ADDR>S	S>A_ADDR	ORDER	YES	IDENTITY_EXACT_OBSERVED	READ	4	4	3	f76r|f77r|f89r	4	0	0	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00962	A_ADDR+S+E	A_ADDR+E+S	ADJACENT_SWAP	2-3	S>E	E>S	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f1r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00963	A_ADDR+S+E	S+A_ADDR+E	ADJACENT_SWAP	1-2	A_ADDR>S	S>A_ADDR	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f1r	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00977	A_ADDR+SH+Y+T+EE+D_ADDR	A_ADDR+SH+T+Y+EE+D_ADDR	ADJACENT_SWAP	3-4	Y>T	T>Y	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	1	1	1	f81v	0	1	0	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
G447-N00978	A_ADDR+SH+Y+T+EE+D_ADDR	A_ADDR+SH+Y+EE+T+D_ADDR	ADJACENT_SWAP	4-5	T>EE	EE>T	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f81v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00979	A_ADDR+SH+Y+T+EE+D_ADDR	A_ADDR+SH+Y+T+D_ADDR+EE	ADJACENT_SWAP	5-6	EE>D_ADDR	D_ADDR>EE	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	1	1	1	f81v	1	0	0	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
G447-N00980	A_ADDR+SH+Y+T+EE+D_ADDR	A_ADDR+Y+SH+T+EE+D_ADDR	ADJACENT_SWAP	2-3	SH>Y	Y>SH	ORDER	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ_AMBER	1	1	1	f81v	0	1	0	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	NO	NO	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
