assignment_id	source_probe_id	source_label_id	source_event_id	physical_page	locus	source_surface	content_class	surface_template_id	surface_template	component_template_id	component_template	meaning_template_de	topology_id	slot_topology	exact_channel_signature	channel_shape	function_channel_count	learned_slot_count	learned_span_trace	cold_route	owner_family_markers	recipe_support_tier	familiarity_state	familiarity_rank
G471-A011	G466-U011	G466-L015	P1008-E0127	f72r	f72r1.2	oshodady	STAR_BEARING_RING_POSITION	G471-T070	{NAME_1}sh{NAME_2}	G471-C068	{NAME_1} · SH · {NAME_2}	{NAME_1} · HALTEN · {NAME_2}	G471-P13	{NAME_1} · INTERNAL · {NAME_2}	G466-C44	INTERNAL	1	2	0:1:o|3:8:odady	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	sho=STERNSTELLENFAMILIE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A012	G466-U012	G466-L016	P1008-E0128	f72r	f72r1.3	chdaiirdainy	STAR_BEARING_RING_POSITION	G471-T038	{NAME_1}ainy	G471-C038	{NAME_1} · AIN+Y	{NAME_1} · ANTEIL · POSTEN	G471-P16	{NAME_1} · SUFFIX	G466-C16	SUFFIX	1	1	0:8:chdaiird	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A013	G466-U013	G466-L018	P1008-E0133	f72r	f72r1.6	ytalshdy	STAR_BEARING_RING_POSITION	G471-T044	{NAME_1}alsh{NAME_2}	G471-C043	{NAME_1} · AL · SH · {NAME_2}	{NAME_1} · ZIELORT · HALTEN · {NAME_2}	G471-P11	{NAME_1} · INTERNAL · INTERNAL · {NAME_2}	G466-C39+G466-C44	INTERNAL+INTERNAL	2	2	0:2:yt|6:8:dy	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	tal=STERNSTELLENFAMILIE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A014	G466-U014	G466-L019	P1008-E0135	f72r	f72r1.7	alif	STAR_BEARING_RING_POSITION	G471-T001	al{NAME_1}	G471-C001	AL · {NAME_1}	ZIELORT · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C05	PREFIX	1	1	2:4:if	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A015	G466-U015	G466-L020	P1008-E0139	f72r	f72r1.10	otalef	STAR_BEARING_RING_POSITION	G471-T025	otal{NAME_1}	G471-C032	OT+AL · {NAME_1}	DANACH · ZIELORT · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C01	PREFIX	1	1	4:6:ef	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	otal=STERNSTELLENFAMILIE|ota=STERNSTELLENFAMILIE|tal=STERNSTELLENFAMILIE	RUNNING_EXACT_RECIPE	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2
G471-A016	G466-U016	G466-L023	P1008-E0172	f72r	f72r1.14	otchoshy	STAR_BEARING_RING_POSITION	G471-T033	ot{NAME_1}shy	G471-C031	OT · {NAME_1} · Y	DANACH · {NAME_1} · POSTEN	G471-P08	PREFIX · {NAME_1} · SUFFIX	G466-C11+G466-C29	PREFIX+SUFFIX	2	1	2:5:cho	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	otch=STERNSTELLENFAMILIE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A017	G466-U017	G466-L024	P1008-E0173	f72r	f72r1.15	otchdal	STAR_BEARING_RING_POSITION	G471-T031	ot{NAME_1}dal	G471-C027	OT · {NAME_1} · AL	DANACH · {NAME_1} · ZIELORT	G471-P08	PREFIX · {NAME_1} · SUFFIX	G466-C11+G466-C24	PREFIX+SUFFIX	2	1	2:4:ch	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	otch=STERNSTELLENFAMILIE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A018	G466-U018	G466-L026	P1008-E0190	f72r	f72r2.1	ofchdamy	STAR_BEARING_RING_POSITION	G471-T005	of{NAME_1}	G471-C005	O+LOCAL_CHAR_F · {NAME_1}	AUSFÜHRUNG · HIER · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C07	PREFIX	1	1	2:8:chdamy	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2
G471-A019	G466-U019	G466-L027	P1008-E0191	f72r	f72r2.2	oklairdy	STAR_BEARING_RING_POSITION	G471-T013	ok{NAME_1}air{NAME_2}	G471-C013	OK · {NAME_1} · AIR · {NAME_2}	SETZEN · {NAME_1} · BAHN · {NAME_2}	G471-P06	PREFIX · {NAME_1} · INTERNAL · {NAME_2}	G466-C08+G466-C36	PREFIX+INTERNAL	2	2	2:3:l|6:8:dy	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A020	G466-U020	G466-L029	P1008-E0193	f72r	f72r2.4	okairy	STAR_BEARING_RING_POSITION	G471-T007	okair{NAME_1}	G471-C007	OK · AIR · {NAME_1}	SETZEN · BAHN · {NAME_1}	G471-P02	PREFIX · INTERNAL · {NAME_1}	G466-C08+G466-C36	PREFIX+INTERNAL	2	1	5:6:y	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A021	G466-U021	G466-L030	P1008-E0194	f72r	f72r2.5	okealar	STAR_BEARING_RING_POSITION	G471-T015	ok{NAME_1}alar	G471-C015	OK · {NAME_1} · AL · AR	SETZEN · {NAME_1} · ZIELORT · AUSGANG	G471-P05	PREFIX · {NAME_1} · INTERNAL · SUFFIX	G466-C08+G466-C39+G466-C33	PREFIX+INTERNAL+SUFFIX	3	1	2:3:e	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	alar=STERNSTELLENFAMILIE|ala=STERNSTELLENFAMILIE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A022	G466-U022	G466-L031	P1008-E0243	f72r	f72r2.13	oteeary	STAR_BEARING_RING_POSITION	G471-T030	ot{NAME_1}ar{NAME_2}	G471-C029	OT · {NAME_1} · AR · {NAME_2}	DANACH · {NAME_1} · AUSGANG · {NAME_2}	G471-P06	PREFIX · {NAME_1} · INTERNAL · {NAME_2}	G466-C11+G466-C40	PREFIX+INTERNAL	2	2	2:4:ee|6:7:y	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A023	G466-U023	G466-L032	P1008-E0246	f72r	f72r2.15	okaircham	STAR_BEARING_RING_POSITION	G471-T008	okair{NAME_1}am	G471-C008	OK · AIR · {NAME_1} · AM_ADDR	SETZEN · BAHN · {NAME_1} · HIER	G471-P03	PREFIX · INTERNAL · {NAME_1} · SUFFIX	G466-C08+G466-C36+G466-C32	PREFIX+INTERNAL+SUFFIX	3	1	5:7:ch	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A024	G466-U024	G466-L033	P1008-E0247	f72r	f72r2.16	okeal	STAR_BEARING_RING_POSITION	G471-T014	ok{NAME_1}al	G471-C014	OK · {NAME_1} · AL	SETZEN · {NAME_1} · ZIELORT	G471-P08	PREFIX · {NAME_1} · SUFFIX	G466-C08+G466-C31	PREFIX+SUFFIX	2	1	2:3:e	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A025	G466-U025	G466-L034	P1008-E0250	f72r	f72r2.19	orary	STAR_BEARING_RING_POSITION	G471-T022	orar{NAME_1}	G471-C022	OR · AR · {NAME_1}	EINHEIT · AUSGANG · {NAME_1}	G471-P02	PREFIX · INTERNAL · {NAME_1}	G466-C10+G466-C40	PREFIX+INTERNAL	2	1	4:5:y	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	ADDRESS_HYBRID_SHELL_ONLY	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A026	G466-U026	G466-L035	P1008-E0251	f72r	f72r2.20	okyd	STAR_BEARING_RING_POSITION	G471-T012	ok{NAME_1}	G471-C012	OK · {NAME_1}	SETZEN · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C08	PREFIX	1	1	2:4:yd	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A027	G466-U027	G466-L037	P1008-E0280	f72r	f72r2.24	ralal	STAR_BEARING_RING_POSITION	G471-T041	{NAME_1}alal	G471-C041	{NAME_1} · AL · AL	{NAME_1} · ZIELORT · ZIELORT	G471-P12	{NAME_1} · INTERNAL · SUFFIX	G466-C39+G466-C31	INTERNAL+SUFFIX	2	1	0:1:r	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	ala=STERNSTELLENFAMILIE	RUNNING_EXACT_RECIPE	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A028	G466-U028	G466-L038	P1008-E0284	f72r	f72r2.28	chosar	STAR_BEARING_RING_POSITION	G471-T049	{NAME_1}ar	G471-C049	{NAME_1} · AR	{NAME_1} · AUSGANG	G471-P16	{NAME_1} · SUFFIX	G466-C33	SUFFIX	1	1	0:4:chos	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A029	G466-U029	G466-L039	P1008-E0286	f72r	f72r2.30	ainaly	STAR_BEARING_RING_POSITION	G471-T045	{NAME_1}aly	G471-C047	{NAME_1} · AL+Y	{NAME_1} · ZIELORT · POSTEN	G471-P16	{NAME_1} · SUFFIX	G466-C23	SUFFIX	1	1	0:3:ain	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2
G471-A030	G466-U030	G466-L040	P1008-E0287	f72r	f72r2.31	okarcham	STAR_BEARING_RING_POSITION	G471-T010	okar{NAME_1}am	G471-C010	OK · AR · {NAME_1} · AM_ADDR	SETZEN · AUSGANG · {NAME_1} · HIER	G471-P03	PREFIX · INTERNAL · {NAME_1} · SUFFIX	G466-C08+G466-C40+G466-C32	PREFIX+INTERNAL+SUFFIX	3	1	4:6:ch	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	okar=STERNSTELLENFAMILIE|kar=STERNSTELLENFAMILIE	ADDRESS_FULL_FORMULA_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A031	G466-U031	G466-L041	P1008-E0350	f72r	f72r3.2	olkalaiin	STAR_BEARING_RING_POSITION	G471-T018	ol{NAME_1}alaiin	G471-C018	OL · {NAME_1} · AL · AIIN	FORTSETZEN · {NAME_1} · ZIELORT · WERT	G471-P05	PREFIX · {NAME_1} · INTERNAL · SUFFIX	G466-C09+G466-C39+G466-C15	PREFIX+INTERNAL+SUFFIX	3	1	2:3:k	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	ala=STERNSTELLENFAMILIE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A032	G466-U032	G466-L042	P1008-E0352	f72r	f72r3.4	oraiinam	STAR_BEARING_RING_POSITION	G471-T024	or{NAME_1}am	G471-C024	OR · {NAME_1} · AM_ADDR	EINHEIT · {NAME_1} · HIER	G471-P08	PREFIX · {NAME_1} · SUFFIX	G466-C10+G466-C32	PREFIX+SUFFIX	2	1	2:6:aiin	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	raiin=STERNSTELLENFAMILIE|raii=STERNSTELLENFAMILIE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A033	G466-U033	G466-L043	P1008-E0353	f72r	f72r3.5	osarsheeeo	STAR_BEARING_RING_POSITION	G471-T052	{NAME_1}arsh{NAME_2}	G471-C052	{NAME_1} · AR · SH · {NAME_2}	{NAME_1} · AUSGANG · HALTEN · {NAME_2}	G471-P11	{NAME_1} · INTERNAL · INTERNAL · {NAME_2}	G466-C40+G466-C44	INTERNAL+INTERNAL	2	2	0:2:os|6:10:eeeo	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A034	G466-U034	G466-L044	P1008-E0356	f72r	f72r3.7	opoiiinoin	STAR_BEARING_RING_POSITION	G471-T063	{NAME_1}oin	G471-C061	{NAME_1} · O+IIN	{NAME_1} · AUSFÜHRUNG · STUFE	G471-P16	{NAME_1} · SUFFIX	G466-C26	SUFFIX	1	1	0:7:opoiiin	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A035	G466-U035	G466-L045	P1008-E0359	f72r	f72r3.8	ypaiin	STAR_BEARING_RING_POSITION	G471-T036	{NAME_1}aiin	G471-C036	{NAME_1} · AIIN	{NAME_1} · WERT	G471-P16	{NAME_1} · SUFFIX	G466-C15	SUFFIX	1	1	0:2:yp	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	pa=STERNSTELLENFAMILIE	OUTSIDE_BOUNDED_SHELL_ATLAS	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A036	G466-U036	G466-L047	P1008-E0363	f72r	f72r3.10	oeeodaiin	STAR_BEARING_RING_POSITION	G471-T059	{NAME_1}daiin	G471-C036	{NAME_1} · AIIN	{NAME_1} · WERT	G471-P16	{NAME_1} · SUFFIX	G466-C14	SUFFIX	1	1	0:4:oeeo	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A037	G466-U037	G466-L048	P1008-E0364	f72r	f72r3.11	ofsholdy	STAR_BEARING_RING_POSITION	G471-T004	ofshol{NAME_1}	G471-C004	O+LOCAL_CHAR_F · SH · OL · {NAME_1}	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · {NAME_1}	G471-P01	PREFIX · INTERNAL · INTERNAL · {NAME_1}	G466-C07+G466-C44+G466-C42	PREFIX+INTERNAL+INTERNAL	3	1	6:8:dy	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	sho=STERNSTELLENFAMILIE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A038	G466-U038	G466-L049	P1008-E0365	f72r	f72r3.12	opoeey	STAR_BEARING_RING_POSITION	G471-T061	{NAME_1}eey	G471-C060	{NAME_1} · EE+Y	{NAME_1} · GRAD II · POSTEN	G471-P16	{NAME_1} · SUFFIX	G466-C25	SUFFIX	1	1	0:3:opo	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A039	G466-U039	G466-L050	P1008-E0367	f72r	f72r3.13	ykolairol	STAR_BEARING_RING_POSITION	G471-T065	{NAME_1}olairol	G471-C063	{NAME_1} · OL · AIR · OL	{NAME_1} · FORTSETZEN · BAHN · FORTSETZEN	G471-P10	{NAME_1} · INTERNAL · INTERNAL · SUFFIX	G466-C42+G466-C36+G466-C34	INTERNAL+INTERNAL+SUFFIX	3	1	0:2:yk	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A040	G466-U040	G466-L051	P1008-E0409	f72r	f72r3.15	oralkam	STAR_BEARING_RING_POSITION	G471-T021	oral{NAME_1}am	G471-C021	OR · AL · {NAME_1} · AM_ADDR	EINHEIT · ZIELORT · {NAME_1} · HIER	G471-P03	PREFIX · INTERNAL · {NAME_1} · SUFFIX	G466-C10+G466-C39+G466-C32	PREFIX+INTERNAL+SUFFIX	3	1	4:5:k	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A041	G466-U041	G466-L052	P1008-E0410	f72r	f72r3.16	ytairal	STAR_BEARING_RING_POSITION	G471-T039	{NAME_1}airal	G471-C039	{NAME_1} · AIR · AL	{NAME_1} · BAHN · ZIELORT	G471-P12	{NAME_1} · INTERNAL · SUFFIX	G466-C36+G466-C31	INTERNAL+SUFFIX	2	1	0:2:yt	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A042	G466-U042	G466-L053	P1008-E0411	f72r	f72r3.17	oeeesaiin	STAR_BEARING_RING_POSITION	G471-T036	{NAME_1}aiin	G471-C036	{NAME_1} · AIIN	{NAME_1} · WERT	G471-P16	{NAME_1} · SUFFIX	G466-C15	SUFFIX	1	1	0:5:oeees	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A043	G466-U043	G466-L054	P1008-E0414	f72r	f72r3.19	fydy	STAR_BEARING_RING_POSITION	G471-T071	{NAME_1}ydy	G471-C069	{NAME_1} · Y+DY	{NAME_1} · POSTEN · SCHLUSS	G471-P16	{NAME_1} · SUFFIX	G466-C30	SUFFIX	1	1	0:1:f	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A044	G466-U044	G466-L056	P1008-E0417	f72r	f72r3.20	eeesaly	STAR_BEARING_RING_POSITION	G471-T045	{NAME_1}aly	G471-C047	{NAME_1} · AL+Y	{NAME_1} · ZIELORT · POSTEN	G471-P16	{NAME_1} · SUFFIX	G466-C23	SUFFIX	1	1	0:4:eees	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	RUNNING_EXACT_RECIPE	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2
G471-A045	G466-U045	G466-L057	P1008-E0418	f72r	f72r3.21	ykaraiin	STAR_BEARING_RING_POSITION	G471-T050	{NAME_1}araiin	G471-C050	{NAME_1} · AR · AIIN	{NAME_1} · AUSGANG · WERT	G471-P12	{NAME_1} · INTERNAL · SUFFIX	G466-C40+G466-C15	INTERNAL+SUFFIX	2	1	0:2:yk	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	raiin=STERNSTELLENFAMILIE|kara=STERNSTELLENFAMILIE|raii=STERNSTELLENFAMILIE|kar=STERNSTELLENFAMILIE	RUNNING_EXACT_RECIPE	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-A046	G466-U046	G466-L058	P1008-E0421	f72r	f72r3.23	orara	STAR_BEARING_RING_POSITION	G471-T022	orar{NAME_1}	G471-C022	OR · AR · {NAME_1}	EINHEIT · AUSGANG · {NAME_1}	G471-P02	PREFIX · INTERNAL · {NAME_1}	G466-C10+G466-C40	PREFIX+INTERNAL	2	1	4:5:a	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	ADDRESS_HYBRID_SHELL_ONLY	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-A047	G466-U047	G466-L059	P1008-E0423	f72r	f72r3.24	olay	STAR_BEARING_RING_POSITION	G471-T016	ol{NAME_1}	G471-C016	OL · {NAME_1}	FORTSETZEN · {NAME_1}	G471-P04	PREFIX · {NAME_1}	G466-C09	PREFIX	1	1	2:4:ay	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G471-A048	G466-U048	G466-L060	P1008-E0424	f72r	f72r3.25	olfsheoral	STAR_BEARING_RING_POSITION	G471-T020	ol{NAME_1}sh{NAME_2}al	G471-C020	OL · {NAME_1} · SH · {NAME_2} · AL	FORTSETZEN · {NAME_1} · HALTEN · {NAME_2} · ZIELORT	G471-P07	PREFIX · {NAME_1} · INTERNAL · {NAME_2} · SUFFIX	G466-C09+G466-C44+G466-C31	PREFIX+INTERNAL+SUFFIX	3	2	2:3:f|5:8:eor	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	NONE	ADDRESS_HYBRID_SHELL_ONLY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
