surface_template_id	surface_template	component_template_ids	topology_ids	exact_channel_signatures	channel_shapes	function_channel_count	learned_slot_counts	source_count	content_class_count	content_classes	page_count	physical_pages	source_surfaces	recipe_support_tiers	old_carrier_source_count	familiarity_state	familiarity_rank
G471-T013	ok{NAME_1}air{NAME_2}	G471-C013	G471-P06	G466-C08+G466-C36	PREFIX+INTERNAL	2	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	oklairdy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T014	ok{NAME_1}al	G471-C014	G471-P08	G466-C08+G466-C31	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	okeal	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T015	ok{NAME_1}alar	G471-C015	G471-P05	G466-C08+G466-C39+G466-C33	PREFIX+INTERNAL+SUFFIX	3	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	okealar	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T016	ol{NAME_1}	G471-C016	G471-P04	G466-C09	PREFIX	1	1	2	2	BATH_OR_OUTLET_STATION|STAR_BEARING_RING_POSITION	2	f72r|f77r	olay|olkchs	OUTSIDE_BOUNDED_SHELL_ATLAS	0	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G471-T017	ol{NAME_1}al	G471-C017	G471-P08	G466-C09+G466-C31	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	oletal	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T018	ol{NAME_1}alaiin	G471-C018	G471-P05	G466-C09+G466-C39+G466-C15	PREFIX+INTERNAL+SUFFIX	3	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	olkalaiin	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T019	ol{NAME_1}am	G471-C019	G471-P08	G466-C09+G466-C32	PREFIX+SUFFIX	2	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	oldam	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T020	ol{NAME_1}sh{NAME_2}al	G471-C020	G471-P07	G466-C09+G466-C44+G466-C31	PREFIX+INTERNAL+SUFFIX	3	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	olfsheoral	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T021	oral{NAME_1}am	G471-C021	G471-P03	G466-C10+G466-C39+G466-C32	PREFIX+INTERNAL+SUFFIX	3	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	oralkam	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T022	orar{NAME_1}	G471-C022	G471-P02	G466-C10+G466-C40	PREFIX+INTERNAL	2	1	2	1	STAR_BEARING_RING_POSITION	1	f72r	orara|orary	ADDRESS_HYBRID_SHELL_ONLY	2	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-T023	or{NAME_1}al	G471-C023	G471-P08	G466-C10+G466-C31	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	oraiiral	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T024	or{NAME_1}am	G471-C024	G471-P08	G466-C10+G466-C32	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	oraiinam	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T025	otal{NAME_1}	G471-C032	G471-P04	G466-C01	PREFIX	1	1	2	1	STAR_BEARING_RING_POSITION	2	f71v|f72r	otalef|otalody	RUNNING_EXACT_RECIPE	2	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2
G471-T026	otol{NAME_1}	G471-C033	G471-P04	G466-C02	PREFIX	1	1	2	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	otold|otoldy	RUNNING_EXACT_RECIPE	2	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-T027	ot{NAME_1}	G471-C025	G471-P04	G466-C11	PREFIX	1	1	5	4	BATH_OR_OUTLET_STATION|DRUG_OR_INGREDIENT_OBJECT|PICTURED_PLANT|STAR_BEARING_RING_POSITION	4	f17r|f71v|f77r|f88v	otchody|otdordy|oteeeon|otora|otork	OUTSIDE_BOUNDED_SHELL_ATLAS	0	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G471-T028	ot{NAME_1}ain	G471-C026	G471-P08	G466-C11+G466-C22	PREFIX+SUFFIX	2	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	otorain	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T029	ot{NAME_1}am	G471-C028	G471-P08	G466-C11+G466-C32	PREFIX+SUFFIX	2	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	otoram	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T030	ot{NAME_1}ar{NAME_2}	G471-C029	G471-P06	G466-C11+G466-C40	PREFIX+INTERNAL	2	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	oteeary	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T031	ot{NAME_1}dal	G471-C027	G471-P08	G466-C11+G466-C24	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	otchdal	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T032	ot{NAME_1}dar{NAME_2}	G471-C030	G471-P06	G466-C11+G466-C38	PREFIX+INTERNAL	2	2	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	otydary	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T033	ot{NAME_1}shy	G471-C031	G471-P08	G466-C11+G466-C29	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	otchoshy	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T034	sholsh{NAME_1}	G471-C034	G471-P01	G466-C12+G466-C42+G466-C44	PREFIX+INTERNAL+INTERNAL	3	1	1	1	STAR_BEARING_RING_POSITION	1	f71v	sholshdy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T035	{NAME_1}	G471-C035	G471-P09	NONE	NONE	0	1	2	2	DRUG_OR_INGREDIENT_OBJECT|PICTURED_PLANT	2	f17r|f88v	cheosdy|oiil	OUTSIDE_BOUNDED_SHELL_ATLAS	0	WHOLE_NAME_DEFAULT	7
G471-T036	{NAME_1}aiin	G471-C036	G471-P16	G466-C15	SUFFIX	1	1	2	1	STAR_BEARING_RING_POSITION	1	f72r	oeeesaiin|ypaiin	OUTSIDE_BOUNDED_SHELL_ATLAS	0	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-T037	{NAME_1}ain	G471-C037	G471-P16	G466-C22	SUFFIX	1	1	2	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	oporain|yorain	OUTSIDE_BOUNDED_SHELL_ATLAS	0	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-T038	{NAME_1}ainy	G471-C038	G471-P16	G466-C16	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	chdaiirdainy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T039	{NAME_1}airal	G471-C039	G471-P12	G466-C36+G466-C31	INTERNAL+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	ytairal	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T040	{NAME_1}al	G471-C040	G471-P16	G466-C31	SUFFIX	1	1	1	1	BATH_OR_OUTLET_STATION	1	f77r	soral	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T041	{NAME_1}alal	G471-C041	G471-P12	G466-C39+G466-C31	INTERNAL+SUFFIX	2	1	2	1	STAR_BEARING_RING_POSITION	1	f72r	opalal|ralal	RUNNING_EXACT_RECIPE	2	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-T042	{NAME_1}alar	G471-C042	G471-P12	G466-C39+G466-C33	INTERNAL+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f71v	opalar	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T043	{NAME_1}alor	G471-C046	G471-P16	G466-C17	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f71v	opalor	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T044	{NAME_1}alsh{NAME_2}	G471-C043	G471-P11	G466-C39+G466-C44	INTERNAL+INTERNAL	2	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	ytalshdy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T045	{NAME_1}aly	G471-C047	G471-P16	G466-C23	SUFFIX	1	1	3	1	STAR_BEARING_RING_POSITION	2	f71v|f72r	ainaly|chfaly|eeesaly	RUNNING_EXACT_RECIPE	3	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2
G471-T046	{NAME_1}al{NAME_2}am	G471-C044	G471-P15	G466-C39+G466-C32	INTERNAL+SUFFIX	2	2	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	saldam	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T047	{NAME_1}al{NAME_2}sh{NAME_3}ol	G471-C045	G471-P14	G466-C39+G466-C44+G466-C34	INTERNAL+INTERNAL+SUFFIX	3	3	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	saloiinsheol	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T048	{NAME_1}am	G471-C048	G471-P16	G466-C32	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	opchosam	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T049	{NAME_1}ar	G471-C049	G471-P16	G466-C33	SUFFIX	1	1	2	1	STAR_BEARING_RING_POSITION	1	f72r	chosar|ytoar	OUTSIDE_BOUNDED_SHELL_ATLAS	0	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G471-T050	{NAME_1}araiin	G471-C050	G471-P12	G466-C40+G466-C15	INTERNAL+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	ykaraiin	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T051	{NAME_1}arar{NAME_2}	G471-C051	G471-P11	G466-C40+G466-C40	INTERNAL+INTERNAL	2	2	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	dararda	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T052	{NAME_1}arsh{NAME_2}	G471-C052	G471-P11	G466-C40+G466-C44	INTERNAL+INTERNAL	2	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	osarsheeeo	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T053	{NAME_1}ar{NAME_2}	G471-C053	G471-P13	G466-C40	INTERNAL	1	2	2	2	DRUG_OR_INGREDIENT_OBJECT|STAR_BEARING_RING_POSITION	2	f72r|f89r	yfary|ytarem	OUTSIDE_BOUNDED_SHELL_ATLAS	0	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G471-T054	{NAME_1}ar{NAME_2}ar	G471-C055	G471-P15	G466-C40+G466-C33	INTERNAL+SUFFIX	2	2	1	1	BATH_OR_OUTLET_STATION	1	f77r	darchdar	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T055	{NAME_1}ar{NAME_2}dal	G471-C054	G471-P15	G466-C40+G466-C24	INTERNAL+SUFFIX	2	2	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	daramdal	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T056	{NAME_1}cfhy	G471-C056	G471-P16	G466-C18	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	ykocfhy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T057	{NAME_1}cthy	G471-C058	G471-P16	G466-C20	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	cheocthy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T058	{NAME_1}cth{NAME_2}	G471-C057	G471-P13	G466-C37	INTERNAL	1	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	octho	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T059	{NAME_1}daiin	G471-C036	G471-P16	G466-C14	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	oeeodaiin	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T060	{NAME_1}darar{NAME_2}	G471-C059	G471-P11	G466-C38+G466-C40	INTERNAL+INTERNAL	2	2	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	sydarary	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T061	{NAME_1}eey	G471-C060	G471-P16	G466-C25	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	opoeey	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T062	{NAME_1}oiin	G471-C061	G471-P16	G466-C21	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	opchoroiin	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T063	{NAME_1}oin	G471-C061	G471-P16	G466-C26	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	opoiiinoin	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T064	{NAME_1}ol	G471-C062	G471-P16	G466-C34	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	qkol	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T065	{NAME_1}olairol	G471-C063	G471-P10	G466-C42+G466-C36+G466-C34	INTERNAL+INTERNAL+SUFFIX	3	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	ykolairol	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T066	{NAME_1}oly	G471-C064	G471-P16	G466-C27	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	doly	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T067	{NAME_1}or	G471-C065	G471-P16	G466-C35	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	cpheor	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T068	{NAME_1}ory	G471-C066	G471-P16	G466-C28	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	odory	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T069	{NAME_1}ot{NAME_2}	G471-C067	G471-P13	G466-C43	INTERNAL	1	2	1	1	BATH_OR_OUTLET_STATION	1	f77r	dotedy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T070	{NAME_1}sh{NAME_2}	G471-C068	G471-P13	G466-C44	INTERNAL	1	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	oshodady	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G471-T071	{NAME_1}ydy	G471-C069	G471-P16	G466-C30	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	fydy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
