source_card_ordinal	bath_action_ordinal	action_slot_id	target_event_id	statement_id	physical_page	locus	host_ordinal_in_statement	surface	component_recipe	aiin_fill_present	gdt569_inherited_argument_root	same_event_late_y_count	frame_evidence_slot_ids	frame_evidence_lemma_de	frame_evidence_basis	source_kind	complement_order	primary_object_source_direction	primary_object_source_slot_ids	gdt595_selection_route	gdt595_object_class	gdt595_object_lemma_de	gdt595_object_form_de	gdt594_previous_clause_de	gdt595_completed_clause_de	retained_badegut_clause_de	retained_body_clause_de	retained_station_clause_de	retained_portion_clause_de	retained_unit_clause_de	workshop_model_class	model_c_class	hybrid_changed_from_workshop	hybrid_agrees_with_model_c	working_strength	working_note_de	reader_clause_occurrence_index	completion_status	guard
11	69	RUNNING:G407-E2448@1	G407-E2448	G407-S330	f77r	f77r.15	1	shedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E2448:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	DEFINITE_BODY_DEFAULT	NO_PRIMARY_OBJECT_SOURCE	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	BODY	NO	YES	EXPLORATORY_BODY_FIRST_DEFAULT	Nach dem letzten Schnitt steht kein belastbarer nicht-mediumhafter Teilnehmer bereit; Körper ist der einfache definitive Arbeitsdefault.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
12	70	RUNNING:G407-E2450@1	G407-E2450	G407-S331	f77r	f77r.15	3	shedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E2450:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	DEFINITE_BODY_DEFAULT	NO_PRIMARY_OBJECT_SOURCE	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	BODY	NO	YES	EXPLORATORY_BODY_FIRST_DEFAULT	Nach dem letzten Schnitt steht kein belastbarer nicht-mediumhafter Teilnehmer bereit; Körper ist der einfache definitive Arbeitsdefault.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
13	71	RUNNING:G407-E2452@1	G407-E2452	G407-S332	f77r	f77r.15	2	sheety	SH+EE+T+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E2452@4	Körper	GDT590_EXACT_ACTION_CONDITIONED_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	RIGHTWARD_SHARED_COMPLEMENT	RUNNING:G407-E2452@4	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad auf Grad II	Halte den Körper im Bad auf Grad II	Halte das zu badende Gut im Bad auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Stationsansatz im Bad auf Grad II	Halte die Anwendungsportion im Bad auf Grad II	Halte die Badeinheit im Bad auf Grad II	BODY	BODY	NO	YES	WRITTEN_SAME_EVENT_COMPLEMENT_WORKING_RULE	Der im selben Ereignis rechts geschriebene Träger wird als gemeinsames Körper-Komplement der kurzen Verbkette gelesen; die ältere enge Hostanbindung bleibt als Rivale erhalten.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
14	73	RUNNING:G407-E2461@1	G407-E2461	G407-S334	f77r	f77r.16	4	shedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E2461:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	LEFTWARD_ANAPHORA	RUNNING:G407-E2459@2	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	BODY	NO	NO	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
15	82	RUNNING:G407-E2503@1	G407-E2503	G407-S348	f77r	f77r.21	2	shedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E2503:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	DEFINITE_BODY_DEFAULT	NO_PRIMARY_OBJECT_SOURCE	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	BODY	NO	YES	EXPLORATORY_BODY_FIRST_DEFAULT	Nach dem letzten Schnitt steht kein belastbarer nicht-mediumhafter Teilnehmer bereit; Körper ist der einfache definitive Arbeitsdefault.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
16	85	RUNNING:G407-E2520@1	G407-E2520	G407-S354	f77r	f77r.23	2	sheoky	SH+E+OK+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E2520@4	Stationsansatz	GDT582_EXACT_WRITTEN_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	LEFTWARD_ANAPHORA	RUNNING:G407-E2519@2	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	STATION	NO	YES	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
17	89	RUNNING:G407-E2552@1	G407-E2552	G407-S362	f77r	f77r.27	7	shedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E2552:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	LEFTWARD_ANAPHORA	RUNNING:G407-E2550@2	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	PORTION	Anwendungsportion	dieselbe Anwendungsportion	Halte das zu badende Gut im Bad auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	PORTION	BODY	NO	NO	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Anwendungsportion-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
18	91	RUNNING:G407-E2597@1	G407-E2597	G407-S372	f77r	f77r.34	6	shedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E2597:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	LEFTWARD_ANAPHORA	RUNNING:G407-E2594@4|RUNNING:G407-E2595@1	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	BODY	NO	NO	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
19	96	RUNNING:G407-E2634@1	G407-E2634	G407-S381	f77r	f77r.38	7	shedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E2634:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	LEFTWARD_ANAPHORA	RUNNING:G407-E2631@5	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	BODY	NO	NO	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
20	101	RUNNING:G407-E2647@1	G407-E2647	G407-S384	f77r	f77r.40	2	sheeol	SH+EE+OL	YES	AIIN	0	RUNNING:G407-E2648@2	Füllung	DIRECT_WRITTEN_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	DEFINITE_BODY_DEFAULT	NO_PRIMARY_OBJECT_SOURCE	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad bei der angegebenen Füllung	Halte den Körper im Bad bei der angegebenen Füllung	Halte das zu badende Gut im Bad bei der angegebenen Füllung	Halte den Körper im Bad bei der angegebenen Füllung	Halte den Stationsansatz im Bad bei der angegebenen Füllung	Halte die Anwendungsportion im Bad bei der angegebenen Füllung	Halte die Badeinheit im Bad bei der angegebenen Füllung	BODY	STATION	NO	NO	EXPLORATORY_BODY_FIRST_DEFAULT	Nach dem letzten Schnitt steht kein belastbarer nicht-mediumhafter Teilnehmer bereit; Körper ist der einfache definitive Arbeitsdefault.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
21	104	RUNNING:G407-E2670@1	G407-E2670	G407-S390	f77r	f77r.43	4	chee	SH+EE	NO	NOT_APPLICABLE	0	NO_DIRECT_AIIN_OR_SAME_EVENT_Y_SOURCE	NOT_APPLICABLE	VISIBLE_STATEMENT_OPERATION_CHAIN	NO_AIIN_OR_SAME_EVENT_Y_CONTEXT	CONTEXTUAL_PATIENT_COMPLETION	LEFTWARD_ANAPHORA	RUNNING:G407-E2665@3	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	Halte das zu badende Gut im Bad auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Stationsansatz im Bad auf Grad II	Halte die Anwendungsportion im Bad auf Grad II	Halte die Badeinheit im Bad auf Grad II	STATION	BODY	NO	NO	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen. Vorher wird der Stationsansatz vorbereitet, danach wieder entnommen; die Badeklausel liegt in derselben Arbeitskette.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
22	125	RUNNING:G407-E2857@1	G407-E2857	G407-S425	f81r	f81r.23	22	sheckhy	SH+E+CH+K+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E2857@5	Stationsansatz	GDT582_EXACT_WRITTEN_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	LEFTWARD_ANAPHORA	RUNNING:G407-E2856@2	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	PORTION	Anwendungsportion	dieselbe Anwendungsportion	Halte das zu badende Gut im Bad auf Grad I	Halte dieselbe Anwendungsportion im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	PORTION	STATION	NO	NO	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Anwendungsportion-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
23	126	RUNNING:G407-E2863@1	G407-E2863	G407-S426	f81r	f81r.24	1	shecphy	SH+E+CH+P+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E2863@5	Stationsansatz	GDT582_EXACT_WRITTEN_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	RIGHTWARD_SHARED_COMPLEMENT	RUNNING:G407-E2863@5	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	STATION	Stationsansatz	den Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	STATION	YES	YES	WRITTEN_SAME_EVENT_COMPLEMENT_WORKING_RULE	Der im selben Ereignis rechts geschriebene Träger wird als gemeinsames Stationsansatz-Komplement der kurzen Verbkette gelesen; die ältere enge Hostanbindung bleibt als Rivale erhalten.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
24	131	RUNNING:G407-E2906@1	G407-E2906	G407-S434	f81r	f81r.30	9	shedy	SH+E+DY	NO	AIIN	0	GDT569:G407-E2906:AIIN_CONTEXT_CARRY	Füllung	GDT569_INHERITED_AIIN_FILL	AIIN_FILL_CONTEXT	AIIN_MEDIUM_PLUS_SEPARATELY_SELECTED_PATIENT	LEFTWARD_ANAPHORA	RUNNING:G407-E2902@1	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	BODY	NO	NO	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
25	136	RUNNING:G407-E2927@1	G407-E2927	G407-S442	f81v	f81v.1	1	shekal	SH+E+K+AL	NO	NOT_APPLICABLE	0	NO_DIRECT_AIIN_OR_SAME_EVENT_Y_SOURCE	NOT_APPLICABLE	VISIBLE_STATEMENT_OPERATION_CHAIN	NO_AIIN_OR_SAME_EVENT_Y_CONTEXT	CONTEXTUAL_PATIENT_COMPLETION	DEFINITE_BODY_DEFAULT	NO_PRIMARY_OBJECT_SOURCE	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	BODY	NO	YES	EXPLORATORY_BODY_FIRST_DEFAULT	Nach dem letzten Schnitt steht kein belastbarer nicht-mediumhafter Teilnehmer bereit; Körper ist der einfache definitive Arbeitsdefault. Nach dem Satzreset steht vor der Badeklausel kein nicht-mediumhafter Teilnehmer; Körper bleibt der einfache Arbeitsdefault.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
26	137	RUNNING:G407-E2932@1	G407-E2932	G407-S443	f81v	f81v.1	1	shek	SH+E+K	NO	NOT_APPLICABLE	0	NO_DIRECT_AIIN_OR_SAME_EVENT_Y_SOURCE	NOT_APPLICABLE	VISIBLE_STATEMENT_OPERATION_CHAIN	NO_AIIN_OR_SAME_EVENT_Y_CONTEXT	CONTEXTUAL_PATIENT_COMPLETION	DEFINITE_BODY_DEFAULT	NO_PRIMARY_OBJECT_SOURCE	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	BODY	Körper	den Körper	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BODY	STATION	NO	NO	EXPLORATORY_BODY_FIRST_DEFAULT	Der Portionszeuge beginnt erst im Folgeereignis und die Station erhält danach eine eigene Badeklausel; die erste resetgebundene Stelle bleibt Körper. Im selben Satz folgt bereits eine ausdrücklich stationsgebundene Badeklausel; der erste unmarkierte Patient wird körpernah gelesen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
27	139	RUNNING:G407-E2952@1	G407-E2952	G407-S446	f81v	f81v.3	2	shek	SH+E+K	NO	NOT_APPLICABLE	0	NO_DIRECT_AIIN_OR_SAME_EVENT_Y_SOURCE	NOT_APPLICABLE	VISIBLE_STATEMENT_OPERATION_CHAIN	NO_AIIN_OR_SAME_EVENT_Y_CONTEXT	CONTEXTUAL_PATIENT_COMPLETION	BIDIRECTIONAL_PACKET_TIEBREAK	LEFT:RUNNING:G407-E2951@2|LEFT:RUNNING:G407-E2951@4|RIGHT:RUNNING:G407-E2953@2	STATION_PORTION_PACKET_RIGHT_STATION_TIEBREAK	STATION	Stationsansatz	den Stationsansatz	Halte das zu badende Gut im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	STATION	BODY	NO	NO	VISIBLE_BIDIRECTIONAL_TIEBREAK	Links stehen Stationsansatz und Portion gleichrangig; die folgende Stationsbehandlung entscheidet den Arbeitsdefault zugunsten der Station. Der Satz führt Stationsansatz und Portion zu und behandelt danach ausdrücklich wieder den Stationsansatz.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
28	140	RUNNING:G407-E2988@1	G407-E2988	G407-S449	f81v	f81v.7	4	sheckhal	SH+E+CH+K+AL	NO	NOT_APPLICABLE	0	NO_DIRECT_AIIN_OR_SAME_EVENT_Y_SOURCE	NOT_APPLICABLE	VISIBLE_STATEMENT_OPERATION_CHAIN	NO_AIIN_OR_SAME_EVENT_Y_CONTEXT	CONTEXTUAL_PATIENT_COMPLETION	LEFTWARD_ANAPHORA	RUNNING:G407-E2986@2	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	BATH_UNIT	Becken- oder Körpereinheit	dieselbe Becken- oder Körpereinheit	Halte das zu badende Gut im Bad auf Grad I	Halte dieselbe Becken- oder Körpereinheit im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte die Anwendungsportion im Bad auf Grad I	Halte die Badeinheit im Bad auf Grad I	BATH_UNIT	STATION	NO	NO	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Becken- oder Körpereinheit-Teilnehmer derselben Arbeitskette wird wiederaufgenommen. Die unmittelbar sichtbare Becken- oder Körpereinheit liefert hier den konkretesten lokalen Badeträger.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
29	151	RUNNING:G407-E3051@1	G407-E3051	G407-S466	f81v	f81v.14	2	sheeky	SH+EE+K+Y	NO	NOT_APPLICABLE	1	RUNNING:G407-E3051@4	Stationsansatz	GDT582_EXACT_WRITTEN_LATE_Y	SAME_EVENT_LATE_Y_PACKET	PATIENT_WRITTEN_AFTER_COMPACT_ACTION_CHAIN	LEFTWARD_ANAPHORA	RUNNING:G407-E3050@1|RUNNING:G407-E3050@5	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	STATION	Stationsansatz	denselben Stationsansatz	Halte das zu badende Gut im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	Halte das zu badende Gut im Bad auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Stationsansatz im Bad auf Grad II	Halte die Anwendungsportion im Bad auf Grad II	Halte die Badeinheit im Bad auf Grad II	STATION	STATION	NO	YES	VISIBLE_SAME_SEGMENT_PARTICIPANT	AIIN/Stationsmaß bleibt gegebenenfalls Medium; der sichtbare linke Stationsansatz-Teilnehmer derselben Arbeitskette wird wiederaufgenommen.	1	COLD_DEFAULT_COMPLETED_AT_OCCURRENCE_LEVEL	EXACT_COLD_ACTION_ONLY__SOURCE_PRIORITY_FILL_THEN_LATE_Y_THEN_CONTEXT__OLD_BADEGUT_AND_MAJOR_RIVALS_RETAINED__NO_GLOBAL_STEM_REDEFINITION
