instruction_id	clause_id	physical_page	register	start_event	end_event	event_count	loci	crosses_physical_line	surface_sequence	component_sequence	fluent_workshop_de	editorial_boundary	minimal_verb_sequence	revised_fluent_de
P917-I0011	P915-C001	f10r	HERBAL	P912-E0011	P912-E0012	2	f10r.2	NO	char · chty	AR | CH+T+Y	Von der Entnahmestelle diesen Posten entnehmen und bearbeiten.	ACTION_OR_LICENSED_CLOSE	CH>T	Von der Entnahmestelle diesen Posten entnehmen und einstellen.
P917-I0012	P915-C001	f10r	HERBAL	P912-E0013	P912-E0014	2	f10r.2	NO	os · chair	OS | CH+AIR	Auch entnehmen entlang des Laufs.	ACTION_OR_LICENSED_CLOSE	CH	Auch entnehmen entlang des Laufs.
P917-I0013	P915-C001	f10r	HERBAL	P912-E0015	P912-E0015	1	f10r.2	NO	otytchol	OT+Y+T+CH+OL	Danach weiter diesen Posten bearbeiten und entnehmen.	ACTION_OR_LICENSED_CLOSE	T>CH	Danach weiter diesen Posten einstellen und entnehmen.
P917-I0014	P915-C001	f10r	HERBAL	P912-E0016	P912-E0016	1	f10r.2	NO	oky	OK+Y	Diesen Posten ansetzen.	ACTION_OR_LICENSED_CLOSE	OK	Diesen Posten ansetzen.
P917-I0015	P915-C001	f10r	HERBAL	P912-E0017	P912-E0018	2	f10r.2	NO	daiin · etyd	AIIN | E+T+Y	Nach Sollmaß diesen Posten kurz bearbeiten.	ACTION_OR_LICENSED_CLOSE	T	Nach Sollmaß diesen Posten kurz einstellen.
P917-I0016	P915-C001	f10r	HERBAL	P912-E0019	P912-E0020	2	f10r.3	NO	qotor · o	OT+OR | O	Danach den Ansatz bearbeiten.	ACTION_OR_LICENSED_CLOSE	O	Danach den Ansatz ausführen.
P917-I0017	P915-C001	f10r	HERBAL	P912-E0021	P912-E0021	1	f10r.3	NO	tchy	T+Y	Diesen Posten bearbeiten.	ACTION_OR_LICENSED_CLOSE	T	Diesen Posten einstellen.
P917-I0018	P915-C001	f10r	HERBAL	P912-E0022	P912-E0023	2	f10r.3	NO	daiin · chocthy	AIIN | CH+O+CTH+Y	Nach Sollmaß diesen Posten entnehmen, bearbeiten und bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CH>O>CTH	Nach Sollmaß diesen Posten entnehmen, ausführen und bereitstellen.
P917-I0019	P915-C001	f10r	HERBAL	P912-E0024	P912-E0027	4	f10r.3	NO	qotchy · chol · or · yty	OT+Y | OL | OR | Y+T+Y	Danach weiter diesen Posten und den Ansatz bearbeiten.	ACTION_OR_LICENSED_CLOSE	T	Danach weiter diesen Posten und den Ansatz einstellen.
P917-I0020	P915-C001	f10r	HERBAL	P912-E0028	P912-E0030	3	f10r.3|f10r.4	YES	dy · dy · sor	Y | Y | S+OR	Diesen Posten und den Ansatz prüfen.	ACTION_OR_LICENSED_CLOSE	S	Diesen Posten und den Ansatz wählen.
P917-I0021	P915-C001	f10r	HERBAL	P912-E0031	P912-E0031	1	f10r.4	NO	chaiin	CH+AIIN	Nach Sollmaß entnehmen.	ACTION_OR_LICENSED_CLOSE	CH	Nach Sollmaß entnehmen.
P917-I0022	P915-C001	f10r	HERBAL	P912-E0032	P912-E0032	1	f10r.4	NO	chcthy	CH+CTH+Y	Diesen Posten entnehmen und bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CH>CTH	Diesen Posten entnehmen und bereitstellen.
P917-I0023	P915-C001	f10r	HERBAL	P912-E0033	P912-E0033	1	f10r.4	NO	ctho	CTH+O	Bis bereit führen und bearbeiten.	ACTION_OR_LICENSED_CLOSE	CTH>O	Bereitstellen und ausführen.
P917-I0024	P915-C001	f10r	HERBAL	P912-E0034	P912-E0037	4	f10r.4	NO	ckhy · or · aiin · chtchor	CKH+Y | OR | AIIN | CH+T+CH+OR	Nach Sollmaß diesen Posten und den Ansatz entnehmen, bearbeiten und entnehmen durch den Durchlass.	ACTION_OR_LICENSED_CLOSE	CH>T>CH	Nach Sollmaß diesen Posten und den Ansatz entnehmen, einstellen und entnehmen durch den Durchlass.
P917-I0025	P915-C001	f10r	HERBAL	P912-E0038	P912-E0038	1	f10r.4	NO	doiir	D_ADDR+O+IIN+R	Aus diesem Teil auf der angegebenen Stufe bearbeiten und den Zustand markieren.	ACTION_OR_LICENSED_CLOSE	O>R	Aus diesem Teil auf der angegebenen Stufe ausführen und kennzeichnen.
P917-I0026	P915-C001	f10r	HERBAL	P912-E0039	P912-E0039	1	f10r.4	NO	ody	O+DY	Bearbeiten; fertig.	ACTION_OR_LICENSED_CLOSE	O	Ausführen; fertig.
P917-I0027	P915-C002	f10r	HERBAL	P912-E0040	P912-E0040	1	f10r.5	NO	qokchy	OK+Y	Diesen Posten ansetzen.	ACTION_OR_LICENSED_CLOSE	OK	Diesen Posten ansetzen.
P917-I0028	P915-C002	f10r	HERBAL	P912-E0041	P912-E0041	1	f10r.5	NO	qotchol	OT+CH+OL	Danach weiter entnehmen.	ACTION_OR_LICENSED_CLOSE	CH	Danach weiter entnehmen.
P917-I0029	P915-C002	f10r	HERBAL	P912-E0042	P912-E0043	2	f10r.5	NO	chol · cthy	OL | CTH+Y	Weiter diesen Posten bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CTH	Weiter diesen Posten bereitstellen.
P917-I0030	P915-C002	f10r	HERBAL	P912-E0044	P912-E0044	1	f10r.6	NO	ycheor	Y+CHEO+R	Diesen Posten und den Auszug den Zustand markieren.	ACTION_OR_LICENSED_CLOSE	R	Diesen Posten und den Auszug kennzeichnen.
P917-I0031	P915-C002	f10r	HERBAL	P912-E0045	P912-E0045	1	f10r.6	NO	cthy	CTH+Y	Diesen Posten bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CTH	Diesen Posten bereitstellen.
P917-I0032	P915-C002	f10r	HERBAL	P912-E0046	P912-E0046	1	f10r.6	NO	chor	CH+OR	Den Ansatz entnehmen.	ACTION_OR_LICENSED_CLOSE	CH	Den Ansatz entnehmen.
P917-I0033	P915-C002	f10r	HERBAL	P912-E0047	P912-E0047	1	f10r.6	NO	cthaiin	CTH+AIIN	Nach Sollmaß bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CTH	Nach Sollmaß bereitstellen.
P917-I0034	P915-C002	f10r	HERBAL	P912-E0048	P912-E0048	1	f10r.6	NO	qoctholy	CARRIER_Q+O+CTH+OL+Y	Weiter diesen Posten bearbeiten und bis bereit führen unter q-Träger.	ACTION_OR_LICENSED_CLOSE	O>CTH	Weiter diesen Posten ausführen und bereitstellen unter q-Träger.
P917-I0035	P915-C002	f10r	HERBAL	P912-E0049	P912-E0051	3	f10r.6	NO	dy · chy · taiin	Y | Y | T+AIIN	Nach Sollmaß diesen Posten bearbeiten.	ACTION_OR_LICENSED_CLOSE	T	Nach Sollmaß diesen Posten einstellen.
P917-I0036	P915-C002	f10r	HERBAL	P912-E0052	P912-E0054	3	f10r.6|f10r.7	YES	shy · dchy · qokchol	Y | D_ADDR+Y | OK+OL	Weiter aus diesem Teil diesen Posten ansetzen.	ACTION_OR_LICENSED_CLOSE	OK	Weiter aus diesem Teil diesen Posten ansetzen.
P917-I0037	P915-C002	f10r	HERBAL	P912-E0055	P912-E0056	2	f10r.7	NO	y · kchaiin	Y | K+CH+AIIN	Nach Sollmaß diesen Posten zugeben oder zuordnen und entnehmen.	ACTION_OR_LICENSED_CLOSE	K>CH	Nach Sollmaß diesen Posten zugeben und entnehmen.
P917-I0038	P915-C002	f10r	HERBAL	P912-E0057	P912-E0057	1	f10r.7	NO	yty	Y+T+Y	Diesen Posten bearbeiten.	ACTION_OR_LICENSED_CLOSE	T	Diesen Posten einstellen.
P917-I0039	P915-C002	f10r	HERBAL	P912-E0058	P912-E0059	2	f10r.7	NO	daiin · cth	AIIN | CTH	Nach Sollmaß bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CTH	Nach Sollmaß bereitstellen.
P917-I0040	P915-C002	f10r	HERBAL	P912-E0060	P912-E0063	4	f10r.7|f10r.8	YES	dain · dair · am · qotchor	AIN | D_ADDR+AIR | AM_ADDR | OT+CH+OR	Danach aus diesem Teil als eine Portion den Ansatz entnehmen entlang des Laufs zur Innenstelle.	ACTION_OR_LICENSED_CLOSE	CH	Danach aus diesem Teil als eine Portion den Ansatz entnehmen entlang des Laufs zur Innenstelle.
P917-I0041	P915-C002	f10r	HERBAL	P912-E0064	P912-E0064	1	f10r.8	NO	chor	CH+OR	Den Ansatz entnehmen.	ACTION_OR_LICENSED_CLOSE	CH	Den Ansatz entnehmen.
P917-I0042	P915-C002	f10r	HERBAL	P912-E0065	P912-E0071	7	f10r.8|f10r.9	YES	otol · chol · cholor · chol · daiin · dar · oykchor	OT+OL | OL | OL+OR | OL | AIIN | D_ADDR+AR | O+Y+K+CH+OR	Danach weiter aus diesem Teil von der Entnahmestelle nach Sollmaß den Ansatz und diesen Posten bearbeiten, zugeben oder zuordnen und entnehmen.	ACTION_OR_LICENSED_CLOSE	O>K>CH	Danach weiter aus diesem Teil von der Entnahmestelle nach Sollmaß den Ansatz und diesen Posten ausführen, zugeben und entnehmen.
P917-I0043	P915-C002	f10r	HERBAL	P912-E0072	P912-E0072	1	f10r.9	NO	shor	SH+OR	Den Ansatz halten.	ACTION_OR_LICENSED_CLOSE	SH	Den Ansatz halten.
P917-I0044	P915-C002	f10r	HERBAL	P912-E0073	P912-E0073	1	f10r.9	NO	chor	CH+OR	Den Ansatz entnehmen.	ACTION_OR_LICENSED_CLOSE	CH	Den Ansatz entnehmen.
P917-I0045	P915-C002	f10r	HERBAL	P912-E0074	P912-E0075	2	f10r.9	NO	chy · kaiiin	Y | K+A_ADDR+LOCAL_CHAR_I+IIN	Von der lokalen Stelle auf der angegebenen Stufe diesen Posten zugeben oder zuordnen mit i-Zeichen.	ACTION_OR_LICENSED_CLOSE	K	Von der lokalen Stelle auf der angegebenen Stufe diesen Posten zugeben mit i-Zeichen.
P917-I0046	P915-C002	f10r	HERBAL	P912-E0076	P912-E0077	2	f10r.9	NO	dy · chodaiin	Y | CH+O+D_ADDR+AIIN	Aus diesem Teil nach Sollmaß diesen Posten entnehmen und bearbeiten.	ACTION_OR_LICENSED_CLOSE	CH>O	Aus diesem Teil nach Sollmaß diesen Posten entnehmen und ausführen.
P917-I0047	P915-C002	f10r	HERBAL	P912-E0078	P912-E0078	1	f10r.10	NO	oqotor	O+OT+OR	Danach den Ansatz bearbeiten.	ACTION_OR_LICENSED_CLOSE	O	Danach den Ansatz ausführen.
P917-I0048	P915-C002	f10r	HERBAL	P912-E0079	P912-E0080	2	f10r.10	NO	otor · cfhy	OT+OR | CFH+Y	Danach den Ansatz und diesen Posten pressen oder trennen.	ACTION_OR_LICENSED_CLOSE	CFH	Danach den Ansatz und diesen Posten pressen.
P917-I0049	P915-C002	f10r	HERBAL	P912-E0081	P912-E0081	1	f10r.10	NO	cthor	CTH+OR	Den Ansatz bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CTH	Den Ansatz bereitstellen.
P917-I0050	P915-C002	f10r	HERBAL	P912-E0082	P912-E0082	1	f10r.10	NO	osain	O+S+AIN	Als eine Portion bearbeiten und prüfen.	ACTION_OR_LICENSED_CLOSE	O>S	Als eine Portion ausführen und wählen.
P917-I0051	P915-C002	f10r	HERBAL	P912-E0083	P912-E0083	1	f10r.10	NO	ytoiin	Y+T+O+IIN	Auf der angegebenen Stufe diesen Posten bearbeiten.	ACTION_OR_LICENSED_CLOSE	T>O	Auf der angegebenen Stufe diesen Posten einstellen und ausführen.
P917-I0052	P915-C002	f10r	HERBAL	P912-E0084	P912-E0084	1	f10r.11	NO	otchoshor	OT+CH+O+SH+OR	Danach den Ansatz entnehmen, bearbeiten und halten.	ACTION_OR_LICENSED_CLOSE	CH>O>SH	Danach den Ansatz entnehmen, ausführen und halten.
P917-I0053	P915-C002	f10r	HERBAL	P912-E0085	P912-E0087	3	f10r.11	NO	qoty · qotor · cthyd	OT+Y | OT+OR | CTH+Y+D_ADDR	Danach aus diesem Teil diesen Posten und den Ansatz bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CTH	Danach aus diesem Teil diesen Posten und den Ansatz bereitstellen.
P917-I0054	P915-C002	f10r	HERBAL	P912-E0088	P912-E0089	2	f10r.11|f10r.12	YES	otar · odaiin	OT+AR | O+D_ADDR+AIIN	Danach von der Entnahmestelle aus diesem Teil nach Sollmaß bearbeiten.	ACTION_OR_LICENSED_CLOSE	O	Danach von der Entnahmestelle aus diesem Teil nach Sollmaß ausführen.
P917-I0055	P915-C002	f10r	HERBAL	P912-E0090	P912-E0092	3	f10r.12	NO	daiin · qotchy · qotor	AIIN | OT+Y | OT+OR	Danach nach Sollmaß mit diesen Posten und den Ansatz weiterarbeiten.	CLAUSE_END_ELLIPSIS		Danach nach Sollmaß diesen Posten und den Ansatz weiterarbeiten.
P917-I0056	P915-C003	f11r	HERBAL	P912-E0093	P912-E0093	1	f11r.1	NO	tshol	T+SH+OL	Weiter bearbeiten und halten.	ACTION_OR_LICENSED_CLOSE	T>SH	Weiter einstellen und halten.
P917-I0057	P915-C003	f11r	HERBAL	P912-E0094	P912-E0094	1	f11r.1	NO	schoal	SH+O+AL	Halten und bearbeiten zur Ziel- oder Anschlussstelle.	ACTION_OR_LICENSED_CLOSE	SH>O	Halten und ausführen zur Ziel- oder Anschlussstelle.
P917-I0058	P915-C003	f11r	HERBAL	P912-E0095	P912-E0095	1	f11r.1	NO	cfhy	CFH+Y	Diesen Posten pressen oder trennen.	ACTION_OR_LICENSED_CLOSE	CFH	Diesen Posten pressen.
P917-I0059	P915-C003	f11r	HERBAL	P912-E0096	P912-E0096	1	f11r.1	NO	shfydaiin	SH+Y+AIIN	Nach Sollmaß diesen Posten halten.	ACTION_OR_LICENSED_CLOSE	SH	Nach Sollmaß diesen Posten halten.
P917-I0060	P915-C003	f11r	HERBAL	P912-E0097	P912-E0097	1	f11r.1	NO	cphy	CPH+Y	Diesen Posten in den Gegengang führen.	ACTION_OR_LICENSED_CLOSE	CPH	Diesen Posten rückführen.
P917-I0061	P915-C003	f11r	HERBAL	P912-E0098	P912-E0098	1	f11r.1	NO	shey	SH+E+Y	Diesen Posten kurz halten.	ACTION_OR_LICENSED_CLOSE	SH	Diesen Posten kurz halten.
P917-I0062	P915-C003	f11r	HERBAL	P912-E0099	P912-E0099	1	f11r.1	NO	tchody	T+CH+O+DY	Bearbeiten, entnehmen und bearbeiten; fertig.	ACTION_OR_LICENSED_CLOSE	T>CH>O	Einstellen, entnehmen und ausführen; fertig.
P917-I0063	P915-C004	f11r	HERBAL	P912-E0100	P912-E0100	1	f11r.1	NO	shoyty	SH+O+Y+T+Y	Diesen Posten halten und bearbeiten.	ACTION_OR_LICENSED_CLOSE	SH>O>T	Diesen Posten halten, ausführen und einstellen.
P917-I0064	P915-C004	f11r	HERBAL	P912-E0101	P912-E0101	1	f11r.2	NO	socthody	S+O+CTH+O+D_ADDR+Y	Aus diesem Teil diesen Posten prüfen, bearbeiten, bis bereit führen und bearbeiten.	ACTION_OR_LICENSED_CLOSE	S>O>CTH>O	Aus diesem Teil diesen Posten wählen, ausführen, bereitstellen und ausführen.
P917-I0065	P915-C004	f11r	HERBAL	P912-E0102	P912-E0102	1	f11r.2	NO	qodor	CARRIER_Q+O+D_ADDR+OR	Aus diesem Teil den Ansatz bearbeiten unter q-Träger.	ACTION_OR_LICENSED_CLOSE	O	Aus diesem Teil den Ansatz ausführen unter q-Träger.
P917-I0066	P915-C004	f11r	HERBAL	P912-E0103	P912-E0104	2	f11r.2	NO	y · kshy	Y | K+SH+Y	Diesen Posten zugeben oder zuordnen und halten.	ACTION_OR_LICENSED_CLOSE	K>SH	Diesen Posten zugeben und halten.
P917-I0067	P915-C004	f11r	HERBAL	P912-E0105	P912-E0106	2	f11r.2	NO	daiin · ytchy	AIIN | Y+T+Y	Nach Sollmaß diesen Posten bearbeiten.	ACTION_OR_LICENSED_CLOSE	T	Nach Sollmaß diesen Posten einstellen.
P917-I0068	P915-C004	f11r	HERBAL	P912-E0107	P912-E0107	1	f11r.2	NO	ytchoky	Y+T+OK+Y	Diesen Posten bearbeiten und ansetzen.	ACTION_OR_LICENSED_CLOSE	T>OK	Diesen Posten einstellen und ansetzen.
P917-I0069	P915-C004	f11r	HERBAL	P912-E0108	P912-E0108	1	f11r.2	NO	kchol	K+OL	Weiter zugeben oder zuordnen.	ACTION_OR_LICENSED_CLOSE	K	Weiter zugeben.
P917-I0070	P915-C004	f11r	HERBAL	P912-E0109	P912-E0112	4	f11r.2|f11r.3	YES	daiin · qoty · chol · cthy	AIIN | OT+Y | OL | CTH+Y	Danach weiter nach Sollmaß diesen Posten bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CTH	Danach weiter nach Sollmaß diesen Posten bereitstellen.
P917-I0071	P915-C004	f11r	HERBAL	P912-E0113	P912-E0114	2	f11r.3	NO	dor · ykychy	D_ADDR+OR | Y+K+Y+CH+Y	Aus diesem Teil den Ansatz und diesen Posten zugeben oder zuordnen und entnehmen.	ACTION_OR_LICENSED_CLOSE	K>CH	Aus diesem Teil den Ansatz und diesen Posten zugeben und entnehmen.
P917-I0072	P915-C004	f11r	HERBAL	P912-E0115	P912-E0115	1	f11r.3	NO	choty	CH+OT+Y	Danach diesen Posten entnehmen.	ACTION_OR_LICENSED_CLOSE	CH	Danach diesen Posten entnehmen.
P917-I0073	P915-C004	f11r	HERBAL	P912-E0116	P912-E0117	2	f11r.3	NO	dain · chaiin	AIN | CH+AIIN	Als eine Portion nach Sollmaß entnehmen.	ACTION_OR_LICENSED_CLOSE	CH	Als eine Portion nach Sollmaß entnehmen.
P917-I0074	P915-C004	f11r	HERBAL	P912-E0118	P912-E0119	2	f11r.3	NO	daiin · dod	AIIN | D_ADDR+O+D_ADDR	Aus diesem Teil nach Sollmaß bearbeiten.	ACTION_OR_LICENSED_CLOSE	O	Aus diesem Teil nach Sollmaß ausführen.
P917-I0075	P915-C004	f11r	HERBAL	P912-E0120	P912-E0122	3	f11r.4	NO	dchol · chy · kchy	D_ADDR+OL | Y | K+Y	Weiter aus diesem Teil diesen Posten zugeben oder zuordnen.	ACTION_OR_LICENSED_CLOSE	K	Weiter aus diesem Teil diesen Posten zugeben.
P917-I0076	P915-C004	f11r	HERBAL	P912-E0123	P912-E0125	3	f11r.4|f11r.5	YES	dy · daiin · tchol	Y | AIIN | T+OL	Weiter nach Sollmaß diesen Posten bearbeiten.	ACTION_OR_LICENSED_CLOSE	T	Weiter nach Sollmaß diesen Posten einstellen.
P917-I0077	P915-C004	f11r	HERBAL	P912-E0126	P912-E0126	1	f11r.5	NO	shor	SH+OR	Den Ansatz halten.	ACTION_OR_LICENSED_CLOSE	SH	Den Ansatz halten.
P917-I0078	P915-C004	f11r	HERBAL	P912-E0127	P912-E0127	1	f11r.5	NO	shor	SH+OR	Den Ansatz halten.	ACTION_OR_LICENSED_CLOSE	SH	Den Ansatz halten.
P917-I0079	P915-C004	f11r	HERBAL	P912-E0128	P912-E0128	1	f11r.5	NO	dky	D_ADDR+K+Y	Aus diesem Teil diesen Posten zugeben oder zuordnen.	ACTION_OR_LICENSED_CLOSE	K	Aus diesem Teil diesen Posten zugeben.
P917-I0080	P915-C004	f11r	HERBAL	P912-E0129	P912-E0131	3	f11r.5	NO	y · daiin · cthy	Y | AIIN | CTH+Y	Nach Sollmaß diesen Posten bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CTH	Nach Sollmaß diesen Posten bereitstellen.
P917-I0081	P915-C004	f11r	HERBAL	P912-E0132	P912-E0134	3	f11r.5	NO	d · y · chodl	D_ADDR | Y | CH+O+D_ADDR+L	Aus diesem Teil diesen Posten entnehmen und bearbeiten in den nächsten Lauf.	ACTION_OR_LICENSED_CLOSE	CH>O	Aus diesem Teil diesen Posten entnehmen und ausführen in den nächsten Lauf.
P917-I0082	P915-C004	f11r	HERBAL	P912-E0135	P912-E0136	2	f11r.5|f11r.6	YES	daiin · odl	AIIN | O+D_ADDR+L	Aus diesem Teil nach Sollmaß bearbeiten in den nächsten Lauf.	ACTION_OR_LICENSED_CLOSE	O	Aus diesem Teil nach Sollmaß ausführen in den nächsten Lauf.
P917-I0083	P915-C004	f11r	HERBAL	P912-E0137	P912-E0138	2	f11r.6	NO	d · s	D_ADDR | S	Aus diesem Teil prüfen.	ACTION_OR_LICENSED_CLOSE	S	Aus diesem Teil wählen.
P917-I0084	P915-C004	f11r	HERBAL	P912-E0139	P912-E0141	3	f11r.6	NO	y · otol · chaiin	Y | OT+OL | CH+AIIN	Danach weiter nach Sollmaß diesen Posten entnehmen.	ACTION_OR_LICENSED_CLOSE	CH	Danach weiter nach Sollmaß diesen Posten entnehmen.
P917-I0085	P915-C004	f11r	HERBAL	P912-E0142	P912-E0142	1	f11r.6	NO	ykchor	Y+K+CH+OR	Diesen Posten und den Ansatz zugeben oder zuordnen und entnehmen.	ACTION_OR_LICENSED_CLOSE	K>CH	Diesen Posten und den Ansatz zugeben und entnehmen.
P917-I0086	P915-C004	f11r	HERBAL	P912-E0143	P912-E0144	2	f11r.6	NO	dair · chody	D_ADDR+AIR | CH+O+D_ADDR+Y	Aus diesem Teil diesen Posten entnehmen und bearbeiten entlang des Laufs.	ACTION_OR_LICENSED_CLOSE	CH>O	Aus diesem Teil diesen Posten entnehmen und ausführen entlang des Laufs.
P917-I0087	P915-C004	f11r	HERBAL	P912-E0145	P912-E0145	1	f11r.6	NO	cthy	CTH+Y	Diesen Posten bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CTH	Diesen Posten bereitstellen.
P917-I0088	P915-C004	f11r	HERBAL	P912-E0146	P912-E0146	1	f11r.6	NO	s	S	Prüfen.	ACTION_OR_LICENSED_CLOSE	S	Wählen.
P917-I0089	P915-C004	f11r	HERBAL	P912-E0147	P912-E0149	3	f11r.6|f11r.7	YES	daiin · qotchy · okchol	AIIN | OT+Y | OK+OL	Danach weiter nach Sollmaß diesen Posten ansetzen.	ACTION_OR_LICENSED_CLOSE	OK	Danach weiter nach Sollmaß diesen Posten ansetzen.
P917-I0090	P915-C004	f11r	HERBAL	P912-E0150	P912-E0150	1	f11r.7	NO	cthy	CTH+Y	Diesen Posten bis bereit führen.	ACTION_OR_LICENSED_CLOSE	CTH	Diesen Posten bereitstellen.
P917-I0091	P915-C004	f11r	HERBAL	P912-E0151	P912-E0151	1	f11r.7	NO	dy	Y	Mit diesen Posten weiterarbeiten.	CLAUSE_END_ELLIPSIS		Diesen Posten weiterarbeiten.
P917-I0092	P915-C005	f13r	HERBAL	P912-E0152	P912-E0152	1	f13r.1	NO	torshor	T+OR+SH+OR	Den Ansatz bearbeiten und halten.	ACTION_OR_LICENSED_CLOSE	T>SH	Den Ansatz einstellen und halten.
P917-I0093	P915-C005	f13r	HERBAL	P912-E0153	P912-E0153	1	f13r.1	NO	opchy	O+P+Y	Diesen Posten bearbeiten und einsetzen.	ACTION_OR_LICENSED_CLOSE	O>P	Diesen Posten ausführen und einsetzen.
P917-I0094	P915-C005	f13r	HERBAL	P912-E0154	P912-E0154	1	f13r.1	NO	shol	SH+OL	Weiter halten.	ACTION_OR_LICENSED_CLOSE	SH	Weiter halten.
P917-I0095	P915-C005	f13r	HERBAL	P912-E0155	P912-E0156	2	f13r.1	NO	dy · qopchy	Y | O+P+Y	Diesen Posten bearbeiten und einsetzen.	ACTION_OR_LICENSED_CLOSE	O>P	Diesen Posten ausführen und einsetzen.
P917-I0096	P915-C005	f13r	HERBAL	P912-E0157	P912-E0157	1	f13r.1	NO	shol	SH+OL	Weiter halten.	ACTION_OR_LICENSED_CLOSE	SH	Weiter halten.
P917-I0097	P915-C005	f13r	HERBAL	P912-E0158	P912-E0158	1	f13r.1	NO	opchor	O+P+CH+OR	Den Ansatz bearbeiten, einsetzen und entnehmen.	ACTION_OR_LICENSED_CLOSE	O>P>CH	Den Ansatz ausführen, einsetzen und entnehmen.
P917-I0098	P915-C005	f13r	HERBAL	P912-E0159	P912-E0159	1	f13r.1	NO	dypchy	D_ADDR+Y+P+Y	Aus diesem Teil diesen Posten einsetzen.	ACTION_OR_LICENSED_CLOSE	P	Aus diesem Teil diesen Posten einsetzen.
P917-I0099	P915-C005	f13r	HERBAL	P912-E0160	P912-E0160	1	f13r.1	NO	dchg	D_ADDR+CH+LOCAL_CHAR_G	Aus diesem Teil entnehmen mit g-Zeichen.	ACTION_OR_LICENSED_CLOSE	CH	Aus diesem Teil entnehmen mit g-Zeichen.
