core	endpoint	grade	status	events	surfaces	reading_de
SH	Y	E	ATTESTED	1	tshey	HALTEN · KURZ · DIES
SH	Y	EE	ATTESTED	5	cheey,sheey,shey	HALTEN · LANG · DIES
SH	Y	EEE	FORMABLE_BY_REPEATED_LADDER	0	sheeey	HALTEN · VOLL · DIES
SH	DY	E	ATTESTED	1	dshedy	HALTEN · KURZ · SCHLUSS
SH	DY	EE	ATTESTED	1	sheedy	HALTEN · LANG · SCHLUSS
SH	DY	EEE	FORMABLE_BY_REPEATED_LADDER	0	sheeedy	HALTEN · VOLL · SCHLUSS
SH	AL	E	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SH	AL	EE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SH	AL	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SH	OL	E	ATTESTED	1	dsheol	HALTEN · KURZ · WEITER
SH	OL	EE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SH	OL	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SH	AIIN	E	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SH	AIIN	EE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SH	AIIN	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	Y	E	ATTESTED	3	cheky	WAERMEN · KURZ · DIES
CHK	Y	EE	ATTESTED	3	cheeky,chkeey	WAERMEN · LANG · DIES
CHK	Y	EEE	FORMABLE_BY_REPEATED_LADDER	0	cheeeky	WAERMEN · VOLL · DIES
CHK	DY	E	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	DY	EE	ATTESTED	1	chkeedy	WAERMEN · LANG · SCHLUSS
CHK	DY	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	AL	E	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	AL	EE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	AL	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	OL	E	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	OL	EE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	OL	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	AIIN	E	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	AIIN	EE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
CHK	AIIN	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	Y	E	ATTESTED	1	solkey	SAMMELSTELLE · KURZ · DIES
SOLK	Y	EE	ATTESTED	1	solkeey	SAMMELSTELLE · LANG · DIES
SOLK	Y	EEE	FORMABLE_BY_REPEATED_LADDER	0	solkeeey	SAMMELSTELLE · VOLL · DIES
SOLK	DY	E	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	DY	EE	ATTESTED	3	olkeedy,solkeedy	SAMMELSTELLE · LANG · SCHLUSS
SOLK	DY	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	AL	E	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	AL	EE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	AL	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	OL	E	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	OL	EE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	OL	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	AIIN	E	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	AIIN	EE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
SOLK	AIIN	EEE	NO_LOCAL_LADDER	0	NONE	NOT_ASSIGNED
