comparison_card_id	gdt501_frontier_priority_rank	gdt501_frontier_support_tier	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	target_portable_trace_de	target_owner_local_trace_de	target_current_default_phrase_de	support_channel	support_channel_basis	support_partial_candidate_id	support_recipe	support_register_relation	support_register	support_component_count	target_component_count	target_removed_position_sets	target_added_component_sets	ordered_action_pair	support_event_count	support_clause_form_count	selected_old_clause_de	selected_old_clause_carrier_count	all_old_clauses_de	support_event_ids	support_pages	support_page_count	support_surfaces	support_surface_count	support_roundtrip_exact	target_current_phrase_changed	target_evidence_status_retained	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
G502-F11	11	A_SAME_REGISTER_NEAR_DELETION	G498-M299	@ACTION+CHD+Y	CHD	CHD+CHD+Y	CELESTIAL	BEARBEITEN · BEARBEITEN · POSTEN	EINTRAG BEARBEITEN · EINTRAG BEARBEITEN · POSITIONSPOSTEN	Bearbeite den Positionsposten zweimal.	LOCAL_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0149	CHD+Y	SAME_REGISTER	CELESTIAL	2	3	2|1	CHD|CHD	CHD+CHD	2	1	Bearbeite den Positionsposten.	2	Bearbeite den Positionsposten.	G407-E1408|G407-E1409	f72r	1	chedy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F12	12	A_SAME_REGISTER_NEAR_DELETION	G498-M390	@ACTION+OR+Y	CHD	CHD+OR+Y	PHARMA	BEARBEITEN · EINHEIT · POSTEN	ANSATZ BEARBEITEN · ANSATZEINHEIT · DROGENPOSTEN	Bearbeite die Ansatzeinheit und den Drogenposten.	LOCAL_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0026	CHD+Y	SAME_REGISTER	PHARMA	2	3	2	OR	NONE	1	1	Bearbeite den Drogenposten.	1	Bearbeite den Drogenposten.	G407-E4075	f89r	1	chedy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F13	13	A_SAME_REGISTER_NEAR_DELETION	G498-M206	@ACTION+AL+Y	CHD	CHD+AL+Y	SOURCE_SECTION_T	BEARBEITEN · ZIELORT · POSTEN	EINTRAG BEARBEITEN · ZIELSPALTE · LAUFENDER EINTRAG	Bearbeite den laufenden Eintrag; zur Zielspalte.	LOCAL_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0020	CHD+Y	SAME_REGISTER	SOURCE_SECTION_T	2	3	2	AL	NONE	1	1	Bearbeite den laufenden Eintrag.	1	Bearbeite den laufenden Eintrag.	G407-E0102	f1r	1	chdy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F14	14	A_SAME_REGISTER_NEAR_DELETION	G498-M300	@ACTION+CHD+Y	CHD	CHD+CHD+Y	PHARMA	BEARBEITEN · BEARBEITEN · POSTEN	ANSATZ BEARBEITEN · ANSATZ BEARBEITEN · DROGENPOSTEN	Bearbeite den Drogenposten zweimal.	LOCAL_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0151	CHD+Y	SAME_REGISTER	PHARMA	2	3	2|1	CHD|CHD	CHD+CHD	1	1	Bearbeite den Drogenposten.	1	Bearbeite den Drogenposten.	G407-E4075	f89r	1	chedy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F15	15	A_SAME_REGISTER_NEAR_DELETION	G498-M296	@ACTION+CHD+Y	CHD	CHD+CHD+Y	SOURCE_SECTION_T	BEARBEITEN · BEARBEITEN · POSTEN	EINTRAG BEARBEITEN · EINTRAG BEARBEITEN · LAUFENDER EINTRAG	Bearbeite den laufenden Eintrag zweimal.	LOCAL_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0153	CHD+Y	SAME_REGISTER	SOURCE_SECTION_T	2	3	2|1	CHD|CHD	CHD+CHD	1	1	Bearbeite den laufenden Eintrag.	1	Bearbeite den laufenden Eintrag.	G407-E0102	f1r	1	chdy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F16	16	A_SAME_REGISTER_NEAR_DELETION	G498-M196	@ACTION+AL+Y	K	K+AL+Y	SOURCE_SECTION_T	GEBEN · ZIELORT · POSTEN	ZUORDNEN · ZIELSPALTE · LAUFENDER EINTRAG	Ordne den laufenden Eintrag zu; zur Zielspalte.	LOCAL_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0032	K+Y	SAME_REGISTER	SOURCE_SECTION_T	2	3	2	AL	NONE	1	1	Ordne den laufenden Eintrag zu.	1	Ordne den laufenden Eintrag zu.	G407-E0122	f1r	1	kchy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F17	17	B_SAME_REGISTER_ACTION_PARTIAL	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	BEARBEITEN · NEHMEN · GRAD I · POSTEN	EINTRAG BEARBEITEN · POSITION AUFNEHMEN · GRAD I · POSITIONSPOSTEN	Bearbeite den Positionsposten und nimm den Positionsposten auf; auf Grad I.	LOCAL_ACTION_PARTIAL_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0090	CHD+Y	SAME_REGISTER	CELESTIAL	2	4	2,3	CH+E	CHD+CH	2	1	Bearbeite den Positionsposten.	2	Bearbeite den Positionsposten.	G407-E1408|G407-E1409	f72r	1	chedy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F18	18	B_SAME_REGISTER_ACTION_PARTIAL	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	BEARBEITEN · NEHMEN · GRAD I · POSTEN	ANSATZ BEARBEITEN · DROGENPOSTEN NEHMEN · GRAD I · DROGENPOSTEN	Bearbeite den Drogenposten und nimm den Drogenposten; auf Grad I.	LOCAL_ACTION_PARTIAL_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0100	CHD+Y	SAME_REGISTER	PHARMA	2	4	2,3	CH+E	CHD+CH	1	1	Bearbeite den Drogenposten.	1	Bearbeite den Drogenposten.	G407-E4075	f89r	1	chedy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F19	19	B_SAME_REGISTER_ACTION_PARTIAL	G498-M234	@ACTION+CH+E+Y	CH	CH+CH+E+Y	CELESTIAL	NEHMEN · NEHMEN · GRAD I · POSTEN	POSITION AUFNEHMEN · POSITION AUFNEHMEN · GRAD I · POSITIONSPOSTEN	Nimm den Positionsposten zweimal auf; auf Grad I.	LOCAL_ACTION_PARTIAL_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0155	CH+E	SAME_REGISTER	CELESTIAL	2	4	2,4|1,4	CH+Y|CH+Y	CH+CH	1	1	Nimm den Positionsposten [wie zuvor] auf; auf Grad I.	1	Nimm den Positionsposten [wie zuvor] auf; auf Grad I.	G407-E1392	f72r	1	che	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F20	20	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M284	@ACTION+CHD+Y	SH	SH+CHD+Y	CELESTIAL	HALTEN · BEARBEITEN · POSTEN	POSITION HALTEN · EINTRAG BEARBEITEN · POSITIONSPOSTEN	Halte den Positionsposten und bearbeite den Positionsposten.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0080	SH+Y	CROSS_REGISTER	BIOLOGICAL	2	3	2	CHD	SH+CHD	1	1	Halte den Stationsposten.	1	Halte den Stationsposten.	G407-E3154	f81v	1	shchey	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F21	21	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	EINSETZEN · NEHMEN · GRAD I · POSTEN	ZUTAT EINSETZEN · DROGENPOSTEN NEHMEN · GRAD I · DROGENPOSTEN	Setze den Drogenposten ein und nimm den Drogenposten; auf Grad I.	ORDERED_PAIR_TARGET_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	O+P+CH+E+OL	SAME_REGISTER	PHARMA	5	4	NONE	E+Y	P+CH	1	1	Weiter setze die Ansatzeinheit [wie zuvor] ein und nimm die Ansatzeinheit [wie zuvor]; als Ausführung und auf Grad I.	1	Weiter setze die Ansatzeinheit [wie zuvor] ein und nimm die Ansatzeinheit [wie zuvor]; als Ausführung und auf Grad I.	G407-E4298	f89r	1	opcheol	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F22	22	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M294	@ACTION+CHD+Y	S	S+CHD+Y	CELESTIAL	WÄHLEN · BEARBEITEN · POSTEN	POSITION WÄHLEN · EINTRAG BEARBEITEN · POSITIONSPOSTEN	Wähle den Positionsposten und bearbeite den Positionsposten.	ORDERED_PAIR_OTHER_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	S+OL+CHD+Y	CROSS_REGISTER	BIOLOGICAL	4	3	NONE	Y	S+CHD	3	1	Weiter wähle den Stationsposten und bearbeite den Stationsposten.	3	Weiter wähle den Stationsposten und bearbeite den Stationsposten.	G407-E1883|G407-E2549|G407-E3749	f76r|f77r|f83r	3	solchedy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F23	23	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M279	@ACTION+CHD+Y	CH	CH+CHD+Y	CELESTIAL	NEHMEN · BEARBEITEN · POSTEN	POSITION AUFNEHMEN · EINTRAG BEARBEITEN · POSITIONSPOSTEN	Nimm den Positionsposten auf und bearbeite den Positionsposten.	LOCAL_FRAME_BACKBONE_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0003	CHD+Y	SAME_REGISTER	CELESTIAL	2	3	1	CH	CH+CHD	2	1	Bearbeite den Positionsposten.	2	Bearbeite den Positionsposten.	G407-E1408|G407-E1409	f72r	1	chedy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F24	24	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M405	@ACTION+OR+Y	P	P+OR+Y	PHARMA	EINSETZEN · EINHEIT · POSTEN	ZUTAT EINSETZEN · ANSATZEINHEIT · DROGENPOSTEN	Setze die Ansatzeinheit und den Drogenposten ein.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0056	P+Y	CROSS_REGISTER	BIOLOGICAL	2	3	2	OR	NONE	1	1	Setze den Stationsposten ein.	1	Setze den Stationsposten ein.	G407-E1624	f75r	1	pchey	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F25	25	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M285	@ACTION+CHD+Y	SH	SH+CHD+Y	PHARMA	HALTEN · BEARBEITEN · POSTEN	ANSATZ HALTEN · ANSATZ BEARBEITEN · DROGENPOSTEN	Halte den Drogenposten und bearbeite den Drogenposten.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0083	SH+Y	CROSS_REGISTER	BIOLOGICAL	2	3	2	CHD	SH+CHD	1	1	Halte den Stationsposten.	1	Halte den Stationsposten.	G407-E3154	f81v	1	shchey	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F26	26	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M281	@ACTION+CHD+Y	SH	SH+CHD+Y	SOURCE_SECTION_T	HALTEN · BEARBEITEN · POSTEN	FESTHALTEN · EINTRAG BEARBEITEN · LAUFENDER EINTRAG	Halte den laufenden Eintrag fest und bearbeite den laufenden Eintrag.	CROSS_NEAR_ACTION_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0086	SH+Y	CROSS_REGISTER	BIOLOGICAL	2	3	2	CHD	SH+CHD	1	1	Halte den Stationsposten.	1	Halte den Stationsposten.	G407-E3154	f81v	1	shchey	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F27	27	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	EINSETZEN · NEHMEN · GRAD I · POSTEN	EINTRAG EINSETZEN · POSITION AUFNEHMEN · GRAD I · POSITIONSPOSTEN	Setze den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	ORDERED_PAIR_TARGET_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	O+P+AR+CH+Y	SAME_REGISTER	CELESTIAL	5	4	NONE	E+Y	P+CH	1	1	Setze den Positionsposten ein und nimm den Positionsposten auf; von der Ausgangsposition; als Ausführung.	1	Setze den Positionsposten ein und nimm den Positionsposten auf; von der Ausgangsposition; als Ausführung.	G407-E0928	f67r2	1	oparchy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F28	28	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M295	@ACTION+CHD+Y	S	S+CHD+Y	PHARMA	WÄHLEN · BEARBEITEN · POSTEN	DROGENPOSTEN WÄHLEN · ANSATZ BEARBEITEN · DROGENPOSTEN	Wähle den Drogenposten und bearbeite den Drogenposten.	ORDERED_PAIR_OTHER_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	S+OL+CHD+Y	CROSS_REGISTER	BIOLOGICAL	4	3	NONE	Y	S+CHD	3	1	Weiter wähle den Stationsposten und bearbeite den Stationsposten.	3	Weiter wähle den Stationsposten und bearbeite den Stationsposten.	G407-E1883|G407-E2549|G407-E3749	f76r|f77r|f83r	3	solchedy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F29	29	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M291	@ACTION+CHD+Y	S	S+CHD+Y	SOURCE_SECTION_T	WÄHLEN · BEARBEITEN · POSTEN	AUSWÄHLEN · EINTRAG BEARBEITEN · LAUFENDER EINTRAG	Wähle den laufenden Eintrag und bearbeite den laufenden Eintrag.	ORDERED_PAIR_OTHER_REGISTER	EXACT_GDT416_CLAUSE_WITH_ATTESTED_GDT421_ORDERED_PAIR	NONE	S+OL+CHD+Y	CROSS_REGISTER	BIOLOGICAL	4	3	NONE	Y	S+CHD	3	1	Weiter wähle den Stationsposten und bearbeite den Stationsposten.	3	Weiter wähle den Stationsposten und bearbeite den Stationsposten.	G407-E1883|G407-E2549|G407-E3749	f76r|f77r|f83r	3	solchedy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F30	30	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M280	@ACTION+CHD+Y	CH	CH+CHD+Y	PHARMA	NEHMEN · BEARBEITEN · POSTEN	DROGENPOSTEN NEHMEN · ANSATZ BEARBEITEN · DROGENPOSTEN	Nimm den Drogenposten und bearbeite den Drogenposten.	LOCAL_FRAME_BACKBONE_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0006	CHD+Y	SAME_REGISTER	PHARMA	2	3	1	CH	CH+CHD	1	1	Bearbeite den Drogenposten.	1	Bearbeite den Drogenposten.	G407-E4075	f89r	1	chedy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
G502-F31	31	C_STRUCTURAL_PARTIAL_OR_ACTION_PAIR	G498-M276	@ACTION+CHD+Y	CH	CH+CHD+Y	SOURCE_SECTION_T	NEHMEN · BEARBEITEN · POSTEN	ENTNEHMEN · EINTRAG BEARBEITEN · LAUFENDER EINTRAG	Entnimm den laufenden Eintrag und bearbeite den laufenden Eintrag.	LOCAL_FRAME_BACKBONE_RECIPE	EXACT_COMPLETE_GDT416_PARTIAL_RECIPE	G501-C0009	CHD+Y	SAME_REGISTER	SOURCE_SECTION_T	2	3	1	CH	CH+CHD	1	1	Bearbeite den laufenden Eintrag.	1	Bearbeite den laufenden Eintrag.	G407-E0102	f1r	1	chdy	1	YES	NO	COMPOSED_WORKING	NO	NO	NO	COMPARISON_CARD_ONLY__CURRENT_TARGET_PHRASE_AND_COMPOSED_STATUS_RETAINED
