event_id	page	record_unit_id	locus	field_id	statement_id	joint_tuple_id	surface_display	direction_family	selected_component_default_de	selected_card_default_de	source_default_de	medium_or_path_default_de	target_default_de	prior_statement_de	revised_statement_de
E147	f81v	B1	f81v.21	F036	B1-S014	433713294b25b0a12f66	lchedal	AL__L_CHED	AL=ZIELSTELLE; L+CHED=ABFÜHREN	Ablaufstelle	Arbeitsgefäß	Abfluss	Ablaufstelle	Den laufenden Posten umsetzen oder durcharbeiten; betroffene Stelle; Ablass- oder Transferstelle; mit Vorigem weiter; danach auslassen	Arbeite den laufenden Posten an der betroffenen Stelle um, führe ihn zur Ablaufstelle und lasse ihn danach ab.
E149	f81v	B1	f81v.21	F036	B1-S014	b6b654722e55729cc947	otar	AR	AR=QUELLE	danach ablassen	Arbeitsgefäß	Ablassen	Ablauf	Den laufenden Posten umsetzen oder durcharbeiten; betroffene Stelle; Ablass- oder Transferstelle; mit Vorigem weiter; danach auslassen	Arbeite den laufenden Posten an der betroffenen Stelle um, führe ihn zur Ablaufstelle und lasse ihn danach ab.
E152	f81v	B1	f81v.24	F038	B1-S016	308e8ea2d5d190c498e8	qokal	AL	AL=ZIELSTELLE	an der Zielstelle anwenden	laufender Posten	Anwendung	Zielstelle	An der Zielstelle anwenden; dorthin führen; den laufenden Posten anhaltend in Kontakt halten; mit Vorigem weiter; kurz oder gewöhnlich ruhen lassen; Schluss	Trage ihn an der Zielstelle auf, halte ihn dort anhaltend in Kontakt, führe mit dem Vorigen fort und lasse ihn kurz ruhen; Schluss.
E156	f81v	B1	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	sal	AL	AL=ZIELSTELLE	Zielstelle	laufender Posten	Anwendung	Zielstelle	An der Stelle; erste Öffnung; Umsetzung abschließen	Öffne an der Zielstelle den ersten Zugang und schließe die Umsetzung ab.
E166	f81v	B1	f81v.27	F044	B1-S021	dd0ecaf5e27d81befffc	chal	AL	AL=ZIELSTELLE	Zielstelle	laufender Posten	Anwendung	Zielstelle	An der Stelle	Benutze die Zielstelle.
E172	f82r	B2	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	qokal	AL	AL=ZIELSTELLE	an der Zielstelle anwenden	laufender Posten	Anwendung	Zielstelle	An der Zielstelle anwenden; dorthin führen; zweite Öffnung; abführen oder weiterleiten; den laufenden Posten anhaltend in Kontakt halten; klar seihen; Ende	Trage den Posten an der Zielstelle auf, öffne den zweiten Zugang, führe ihn ab, halte den nächsten Posten anhaltend in Kontakt und seihe klar; Schluss.
E174	f82r	B2	f82r.2	F048	B2-S004	ba8142680851f24c9ff2	lched	L_CHED	L+CHED=ABFÜHREN	abführen	Arbeitsgefäß	Abfluss	Sammelstelle	An der Zielstelle anwenden; dorthin führen; zweite Öffnung; abführen oder weiterleiten; den laufenden Posten anhaltend in Kontakt halten; klar seihen; Ende	Trage den Posten an der Zielstelle auf, öffne den zweiten Zugang, führe ihn ab, halte den nächsten Posten anhaltend in Kontakt und seihe klar; Schluss.
E177	f82r	B2	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	qokaly	AL	AL=ZIELSTELLE	dies an der Zielstelle anwenden	laufender Posten	Anwendung	Zielstelle	Den laufenden Posten an der Zielstelle einsetzen; durch Tuch; durch verbundenen Lauf; nach Maß einsetzen; den Einsatz bemessen; nach Maß einsetzen; den Einsatz bemessen; gleiche Einstellung; breites Gefäß; abziehen; Ende	Setze den laufenden Posten an der Zielstelle ein und führe ihn durch Tuch und verbundenen Lauf. Bemesse zwei Einsätze gleich, gib sie in das breite Gefäß und ziehe ab; Schluss.
E186	f82r	B2	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	qokal	AL	AL=ZIELSTELLE	an der Zielstelle anwenden	laufender Posten	Anwendung	Zielstelle	Den laufenden Posten danach anhaltend einwirken lassen; an der Zielstelle anwenden; dorthin führen; über der Stelle; den laufenden Posten anwenden oder in Arbeit nehmen	Nach längerem Einwirken trage den laufenden Posten an der Zielstelle auf; halte ihn über der Stelle in Arbeit.
E191	f82r	B2	f82r.7	F054	B2-S008	3ae9a121ba0045b913e8	qokar	AR	AR=QUELLE	aus der Quelle heranführen	Quelle oder Vorrat	Heranführung	laufender Ansatz	Voriges Maß wiederholen; von dort heranführen; daraus anwenden; kurz oder gewöhnlich ruhen lassen; Schluss	Wiederhole das vorige Maß, führe es aus der Quelle heran und lasse den Ansatz kurz ruhen; Schluss.
E199	f82r	B2	f82r.19	F057	B2-S011	4d4559019a961b834aa1	char	AR	AR=QUELLE	aus demselben Vorrat	gleicher Vorrat	Entnahme	laufender Ansatz	Eine Portion einsetzen oder zugeben; aus demselben Ansatz; eine Portion einsetzen oder zugeben; eintauchen oder einweichen und den Schritt abschließen	Gib eine Portion aus demselben Vorrat und eine zweite Portion zu; weiche sie ein; Schluss.
E210	f82r	B2	f82r.23	F060	B2-S013	de7321bface5628e35d6	lchedy	L_CHED	L+CHED=ABFÜHREN	abführen; Schluss	Arbeitsgefäß	Abfluss	Sammelstelle	Abführen; Schluss	Führe den Inhalt ab; Schluss.
E214	f82r	B2	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	cheal	AL	AL=ZIELSTELLE	Zielstelle	laufender Posten	Anwendung	Zielstelle	An der Stelle; aus einer Quelle oder Station abführen; gleiche Anteile; Maß; den laufenden Posten danach anhaltend einwirken lassen; nach Maß einsetzen; den Einsatz bemessen; den laufenden Posten kurz anlegen oder benetzen; in den Empfänger einführen; Schluss	Leite an der Zielstelle aus der Quelle ab, vereinige gleiche Anteile nach Maß, lasse den laufenden Posten länger einwirken, bemesse ihn, benetze ihn kurz und führe ihn dem Empfänger zu; Schluss.
E215	f82r	B2	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	lchedar	AR__L_CHED	AR=QUELLE; L+CHED=ABFÜHREN	aus der Quelle abführen	Quelle oder Gefäß	Abfluss	Ablauf oder Sammelstelle	An der Stelle; aus einer Quelle oder Station abführen; gleiche Anteile; Maß; den laufenden Posten danach anhaltend einwirken lassen; nach Maß einsetzen; den Einsatz bemessen; den laufenden Posten kurz anlegen oder benetzen; in den Empfänger einführen; Schluss	Leite an der Zielstelle aus der Quelle ab, vereinige gleiche Anteile nach Maß, lasse den laufenden Posten länger einwirken, bemesse ihn, benetze ihn kurz und führe ihn dem Empfänger zu; Schluss.
E221	f82r	B2	f82r.27	F064	B2-S016	65df3cd9e59060042d47	pchedy	P_CHED	P+CHED=ZUFÜHREN	zuführen; Schluss	laufender Ansatz	Zuleitung	Empfänger	An der Stelle; aus einer Quelle oder Station abführen; gleiche Anteile; Maß; den laufenden Posten danach anhaltend einwirken lassen; nach Maß einsetzen; den Einsatz bemessen; den laufenden Posten kurz anlegen oder benetzen; in den Empfänger einführen; Schluss	Leite an der Zielstelle aus der Quelle ab, vereinige gleiche Anteile nach Maß, lasse den laufenden Posten länger einwirken, bemesse ihn, benetze ihn kurz und führe ihn dem Empfänger zu; Schluss.
E228	f82r	B2	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	lochedy	L_CHED	L+CHED=ABFÜHREN	abführen; Schluss	Arbeitsgefäß	Abfluss	Sammelstelle	Abführen oder umsetzen; Schluss	Führe den Rest ab; Schluss.
E230	f83r	B3	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	qotal	AL	AL=ZIELSTELLE	danach zur Ablaufstelle	laufender Posten	Weitergabe	Ablaufstelle	Danach zur Ablaufstelle; vollständig benetzen; Ende	Bringe ihn danach zur Ablaufstelle, benetze ihn vollständig; Schluss.
E235	f83r	B3	f83r.3	F073	B3-S003	de7321bface5628e35d6	lchedy	L_CHED	L+CHED=ABFÜHREN	abführen; Schluss	Arbeitsgefäß	Abfluss	Sammelstelle	Der laufende Posten; dies oder es; Maß; der laufende Posten; dies oder es; abführen; Schluss	Nimm vom laufenden Posten das Maß und führe ihn ab; Schluss.
E237	f83r	B3	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	AL	AL=ZIELSTELLE	danach zur Ablaufstelle	laufender Posten	Weitergabe	Ablaufstelle	Nach Maß einsetzen; den Einsatz bemessen; danach zur Ablaufstelle; aus demselben Ansatz	Entnimm aus demselben Vorrat das bemessene Maß und bringe es danach zur Ablaufstelle.
E238	f83r	B3	f83r.3	F074	B3-S004	4d4559019a961b834aa1	dar	AR	AR=QUELLE	aus demselben Vorrat	gleicher Vorrat	Entnahme	laufender Ansatz	Nach Maß einsetzen; den Einsatz bemessen; danach zur Ablaufstelle; aus demselben Ansatz	Entnimm aus demselben Vorrat das bemessene Maß und bringe es danach zur Ablaufstelle.
E241	f83r	B3	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	qokal	AL	AL=ZIELSTELLE	an der Zielstelle anwenden	laufender Posten	Anwendung	Zielstelle	Den laufenden Posten zuführen oder umsetzen; an der Zielstelle anwenden; dorthin führen; weiterführen; Schluss	Führe den laufenden Posten zu, wende ihn an der Zielstelle an und führe den vorigen Gang zu Ende.
E246	f83r	B3	f83r.6	F078	B3-S008	de7321bface5628e35d6	lchedy	L_CHED	L+CHED=ABFÜHREN	abführen; Schluss	Arbeitsgefäß	Abfluss	Sammelstelle	Abführen; Schluss	Führe ab; Schluss.
E248	f83r	B3	f83r.8	F080	B3-S010	ba540da978ea132f6da5	pchedal	AL__P_CHED	AL=ZIELSTELLE; P+CHED=ZUFÜHREN	Zuführstelle	laufender Ansatz	Zuleitung	Zuführstelle	Einfüllstelle; danach kurz oder gewöhnlich einwirken lassen und abschließen	Benutze die Zuführstelle und lasse den Posten danach kurz einwirken; Schluss.
E260	f83r	B3	f83r.11	F084	B3-S014	7d2404c835b10a2c06af	okair	AIR	AIR=WASSERLAUF	Wasserlauf öffnen	Wasserquelle	Wasserlauf	Arbeitsgefäß	Flüssigkeitslauf in Gang setzen; Lauf öffnen; länger ruhen oder nachwirken lassen; Schluss	Öffne den Wasserlauf und lasse den Posten länger ruhen; Schluss.
E262	f83r	B3	f83r.11	F085	B3-S015	de7321bface5628e35d6	lchedy	L_CHED	L+CHED=ABFÜHREN	abführen; Schluss	Arbeitsgefäß	Abfluss	Sammelstelle	Abführen; Schluss	Führe ab; Schluss.
E268	f83r	B3	f83r.14	F091	B3-S020	dd0ecaf5e27d81befffc	dal	AL	AL=ZIELSTELLE	Zielstelle	laufender Posten	Anwendung	Zielstelle	An der Stelle; abführen; Schluss	Führe an der Zielstelle ab; Schluss.
E269	f83r	B3	f83r.14	F091	B3-S020	de7321bface5628e35d6	lchedy	L_CHED	L+CHED=ABFÜHREN	abführen; Schluss	Arbeitsgefäß	Abfluss	Sammelstelle	An der Stelle; abführen; Schluss	Führe an der Zielstelle ab; Schluss.
E272	f83r	B3	f83r.14	F092	B3-S021	dd0ecaf5e27d81befffc	dal	AL	AL=ZIELSTELLE	Zielstelle	laufender Posten	Anwendung	Zielstelle	Nach Maß einsetzen; den Einsatz bemessen; bereit; an der Stelle; der laufende Posten; dies oder es; Maß; Zeitabschnitt; warmes Wasser; der laufende Posten; dies oder es; an der Stelle; bereit; lokal umsetzen; Schluss	Bemesse den Einsatz. Wenn er bereit ist, setze ihn an der Zielstelle an. Nach einem Zeitabschnitt gib warmes Wasser zum laufenden Posten, setze ihn an derselben Zielstelle an und schließe die örtliche Umsetzung ab.
E278	f83r	B3	f83r.15	F093	B3-S021	dd0ecaf5e27d81befffc	tal	AL	AL=ZIELSTELLE	Zielstelle	laufender Posten	Anwendung	Zielstelle	Nach Maß einsetzen; den Einsatz bemessen; bereit; an der Stelle; der laufende Posten; dies oder es; Maß; Zeitabschnitt; warmes Wasser; der laufende Posten; dies oder es; an der Stelle; bereit; lokal umsetzen; Schluss	Bemesse den Einsatz. Wenn er bereit ist, setze ihn an der Zielstelle an. Nach einem Zeitabschnitt gib warmes Wasser zum laufenden Posten, setze ihn an derselben Zielstelle an und schließe die örtliche Umsetzung ab.
E282	f83r	B3	f83r.15	F095	B3-S023	de7321bface5628e35d6	lchedy	L_CHED	L+CHED=ABFÜHREN	abführen; Schluss	Arbeitsgefäß	Abfluss	Sammelstelle	Abführen; Schluss	Führe ab; Schluss.
E300	f83r	B3	f83r.22	F104	B3-S030	b154ff779abe5f196c80	schedair	AIR__CHED	AIR=WASSERLAUF; CHED=FÜHREN	Wasserstrom abführen	Arbeitsgefäß	Wasserstrom oder Abfluss	Sammelstelle	Den laufenden Posten anwenden oder in Arbeit nehmen; Maß; Flüssigkeitsstrom führen oder abziehen; danach oder erneut umsetzen; Schluss	Nimm den laufenden Posten nach Maß, führe den Wasserstrom ab und setze ihn danach erneut um; Schluss.
E313	f83r	B3	f83r.24	F108	B3-S034	7811a7daff25d476e28d	olsaly	AL	AL=ZIELSTELLE	untere Zielstelle	laufender Ansatz	Auflage	untere Zielstelle	Klar; bereit; zerkleinern; voriges Maß wiederholen; untere Stelle; kurz oder gewöhnlich ruhen lassen; Schluss	Wenn der zerkleinerte Posten klar und bereit ist, wiederhole das vorige Maß, lege ihn an die untere Zielstelle und lasse ihn kurz ruhen; Schluss.
E320	f83r	B4	f83r.25	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	AL	AL=ZIELSTELLE	danach zur Ablaufstelle	laufender Posten	Weitergabe	Ablaufstelle	Den laufenden Posten umsetzen oder durcharbeiten; danach zur Ablaufstelle; Teil auswählen; den laufenden Posten anhaltend in Kontakt halten; den laufenden Posten anwenden oder in Arbeit nehmen; mit Vorigem weiter; kurz oder gewöhnlich ruhen lassen; Schluss	Arbeite den Posten um und bringe ihn danach zur Ablaufstelle. Wähle einen Teil, halte ihn anhaltend in Kontakt, verwende ihn mit dem Vorigen weiter und lasse ihn kurz ruhen; Schluss.
E326	f83r	B4	f83r.26	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	LDDY	LDDY=AUFLAGE BEFESTIGEN	dies auflegen und befestigen	laufender Posten	Auflage	befestigte Anwendungsstelle	Den laufenden Posten anwenden; den Schritt schließen	Lege den laufenden Posten an der Zielstelle auf und befestige die Auflage.
E345	f83r	B4	f83r.37	F122	B4-S012	de7321bface5628e35d6	lchedy	L_CHED	L+CHED=ABFÜHREN	abführen; Schluss	Arbeitsgefäß	Abfluss	Sammelstelle	Abführen; Schluss	Führe ab; Schluss.
E357	f83r	B4	f83r.41	F126	B4-S015	de7321bface5628e35d6	lchedy	L_CHED	L+CHED=ABFÜHREN	abführen; Schluss	Arbeitsgefäß	Abfluss	Sammelstelle	Eine Portion einsetzen oder zugeben; klare Flüssigkeit; abgemessener Teil; Dauer; Sammelstelle kurz öffnen oder aktiv halten; abführen; Schluss	Gib eine abgemessene Portion klare Flüssigkeit zu, halte die angegebene Dauer an der Sammelstelle ein und führe dann ab; Schluss.
E359	f83r	B4	f83r.41	F127	B4-S016	dd0ecaf5e27d81befffc	dal	AL	AL=ZIELSTELLE	Zielstelle	laufender Posten	Anwendung	Zielstelle	Unteres Becken; an der Stelle; warmes Wasser ausgießen; kurz oder gewöhnlich ruhen lassen; Schluss	Am unteren Becken gieße an der Zielstelle warmes Wasser aus und lasse es kurz ruhen; Schluss.
E360	f83r	B4	f83r.44	F128	B4-S016	883a6708116c342cb10b	skar	AR	AR=QUELLE	warmes Wasser ausgießen	Warmwassergefäß	Ausgießen	Zielstelle	Unteres Becken; an der Stelle; warmes Wasser ausgießen; kurz oder gewöhnlich ruhen lassen; Schluss	Am unteren Becken gieße an der Zielstelle warmes Wasser aus und lasse es kurz ruhen; Schluss.
E365	f83r	B5	f83r.48	F132	B5-S003	dd0ecaf5e27d81befffc	dal	AL	AL=ZIELSTELLE	Zielstelle	laufender Posten	Anwendung	Zielstelle	Zeitabschnitt; an der Stelle; mit Vorigem weiter; bis warm; an der Stelle umsetzen; Maß; mit Vorigem weiter; zweite Öffnung; den laufenden Posten umsetzen oder durcharbeiten	Halte den Posten für den Zeitabschnitt an der Zielstelle, bis er warm ist, setze ihn dort um, bemesse ihn, öffne den zweiten Zugang und arbeite ihn weiter durch.
E368	f83r	B5	f83r.48	F132	B5-S003	00d8ebe3c68294eeac39	chdal	AL__CHD	AL=ZIELSTELLE	an der Zielstelle umsetzen	laufender Posten	Umsetzung	Zielstelle	Zeitabschnitt; an der Stelle; mit Vorigem weiter; bis warm; an der Stelle umsetzen; Maß; mit Vorigem weiter; zweite Öffnung; den laufenden Posten umsetzen oder durcharbeiten	Halte den Posten für den Zeitabschnitt an der Zielstelle, bis er warm ist, setze ihn dort um, bemesse ihn, öffne den zweiten Zugang und arbeite ihn weiter durch.
E381	f83r	B6	f83r.54	F135	B6-S001	97ddca78c9ebcc956d04	ldalor	AL	AL=ZIELSTELLE	markierte Zielstelle	laufender Posten	Zuweisung	markierte Zielstelle	Sammelstelle länger offen halten; ungekocht; erste Öffnung; mit Vorigem weiter; Maß; mit Vorigem weiter; durch Tuch; der laufende Posten; dies oder es; bezeichnete Stelle	Halte die Sammelstelle länger offen. Verwende den ungekochten Posten am ersten Zugang, arbeite nach Maß weiter, führe ihn durch ein Tuch und bringe ihn an die markierte Zielstelle.
