event_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	component_family	selected_parse	selected_component_meaning_de	selected_card_reading_de	decision	local_image_owner	owner_status	visible_geometry	drawn_connection_or_direction	owner_direction_verdict	previous_contextual_reading_de	limit
E109	f81v	f81v.2	F022	B1-S002	dd0ecaf5e27d81befffc	al	AL	AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an oder bei der bezeichneten Stelle	SELECT_TARGET_ADDRESS	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	Alle ungefähr sechzehn Figuren liegen in derselben grünen Umgrenzung; keine Reihenfolge ist gezeichnet.	COMMON_ENCLOSURE_UNDIRECTED	Lokale Beckenfluessigkeit sowie Quell-/Zieladressen; keine Rueckrichtung	Den aktiven Posten an der örtlich bezeichneten Station führen	Eine exakte Karte mit al|chal|cheal|dal|sal|tal.
E117	f81v	f81v.7	F023	B1-S002	93f69c38fdedee1598e9	qokeedal	AL	OK+EE+AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an der bezeichneten Stelle anhaltend in Kontakt halten	SELECT_TARGET_ADDRESS	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	Alle ungefähr sechzehn Figuren liegen in derselben grünen Umgrenzung; keine Reihenfolge ist gezeichnet.	COMMON_ENCLOSURE_UNDIRECTED	Lokale Beckenfluessigkeit sowie Quell-/Zieladressen; keine Rueckrichtung	Bezeichneten Teil oder Stelle in anhaltenden Kontakt bringen	Keine bestimmte Koerperstelle im AL-Wert.
E147	f81v	f81v.21	F036	B1-S014	433713294b25b0a12f66	lchedal	AL|L_CHED	L+CHED+AL	AL=Stelle; L+CHED=herausfuehren	Entnahme- oder Uebergabestelle	SELECT_SOURCE_SIDE_TRANSFER_AT_ADDRESS	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	Alle ungefähr sechzehn Figuren liegen in derselben grünen Umgrenzung; keine Reihenfolge ist gezeichnet.	COMMON_ENCLOSURE_UNDIRECTED	Lokale Beckenfluessigkeit sowie Quell-/Zieladressen; keine Rueckrichtung	Ablass- oder Transferstelle	Im gemeinsamen Feld ist kein bestimmter Ablauf gezeichnet.
E149	f81v	f81v.21	F036	B1-S014	b6b654722e55729cc947	otar	AR	OT+AR	aus/von; Quellseite	danach herausnehmen oder auslassen	SELECT_SOURCE_ADDRESS	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	Alle ungefähr sechzehn Figuren liegen in derselben grünen Umgrenzung; keine Reihenfolge ist gezeichnet.	COMMON_ENCLOSURE_UNDIRECTED	Lokale Beckenfluessigkeit sowie Quell-/Zieladressen; keine Rueckrichtung	Benutze danach den unteren Ablauf	Kein sicherer unterer Ablauf.
E152	f81v	f81v.24	F038	B1-S016	308e8ea2d5d190c498e8	qokal	AL	OK+AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an der Zielstelle einsetzen oder anwenden	SELECT_TARGET_ADDRESS	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	Alle ungefähr sechzehn Figuren liegen in derselben grünen Umgrenzung; keine Reihenfolge ist gezeichnet.	COMMON_ENCLOSURE_UNDIRECTED	Lokale Beckenfluessigkeit sowie Quell-/Zieladressen; keine Rueckrichtung	An der Zielstelle anwenden; dorthin führen	Zieladresse, kein bestimmtes Gefaess.
E156	f81v	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	sal	AL	AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an oder bei der bezeichneten Stelle	SELECT_TARGET_ADDRESS	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	Alle ungefähr sechzehn Figuren liegen in derselben grünen Umgrenzung; keine Reihenfolge ist gezeichnet.	COMMON_ENCLOSURE_UNDIRECTED	Lokale Beckenfluessigkeit sowie Quell-/Zieladressen; keine Rueckrichtung	Den aktiven Posten an der örtlich bezeichneten Station führen	Eine exakte Karte mit al|chal|cheal|dal|sal|tal.
E166	f81v	f81v.27	F044	B1-S021	dd0ecaf5e27d81befffc	chal	AL	AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an oder bei der bezeichneten Stelle	SELECT_TARGET_ADDRESS	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	Alle ungefähr sechzehn Figuren liegen in derselben grünen Umgrenzung; keine Reihenfolge ist gezeichnet.	COMMON_ENCLOSURE_UNDIRECTED	Lokale Beckenfluessigkeit sowie Quell-/Zieladressen; keine Rueckrichtung	Den aktiven Posten an der örtlich bezeichneten Station führen	Eine exakte Karte mit al|chal|cheal|dal|sal|tal.
E172	f82r	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	qokal	AL	OK+AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an der Zielstelle einsetzen oder anwenden	SELECT_TARGET_ADDRESS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	Bögen treffen den Mittelzylinder und eine Hand hält ein Bogenende; die Richtung bleibt offen.	VISIBLE_CONTACT_UNDIRECTED	Lokaler Transfer zwischen empfaengerfaehigen Stationen	An der Zielstelle anwenden; dorthin führen	Zieladresse, kein bestimmtes Gefaess.
E174	f82r	f82r.2	F048	B2-S004	ba8142680851f24c9ff2	lched	L_CHED	L+CHED	aus dem lokalen Posten herausnehmen oder abfuehren	aus dem lokalen Posten herausfuehren	SELECT_SOURCE_SIDE_TRANSFER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	Bögen treffen den Mittelzylinder und eine Hand hält ein Bogenende; die Richtung bleibt offen.	VISIBLE_CONTACT_UNDIRECTED	Lokaler Transfer zwischen empfaengerfaehigen Stationen	Abführen oder weiterleiten	Bogenkontakt ist ungerichtet.
E177	f82r	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	qokaly	AL	OK+AL+Y	an/bei/zu der bezeichneten Stelle; Zieladresse	diesen Posten an der Zielstelle einsetzen	SELECT_TARGET_ADDRESS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	Bögen treffen den Mittelzylinder und eine Hand hält ein Bogenende; die Richtung bleibt offen.	VISIBLE_CONTACT_UNDIRECTED	Lokaler Transfer zwischen empfaengerfaehigen Stationen	Den laufenden Posten an der Zielstelle einsetzen	Argumentordnung bleibt eine Einzelkarte.
E186	f82r	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	qokal	AL	OK+AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an der Zielstelle einsetzen oder anwenden	SELECT_TARGET_ADDRESS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	Bögen treffen den Mittelzylinder und eine Hand hält ein Bogenende; die Richtung bleibt offen.	VISIBLE_CONTACT_UNDIRECTED	Lokaler Transfer zwischen empfaengerfaehigen Stationen	An der Zielstelle anwenden; dorthin führen	Zieladresse, kein bestimmtes Gefaess.
E191	f82r	f82r.7	F054	B2-S008	3ae9a121ba0045b913e8	qokar	AR	OK+AR	aus/von; Quellseite	von dort in Arbeit nehmen oder daraus anwenden	SELECT_SOURCE_ADDRESS	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	Wellenlinien setzen am Handgerät an; der Doppelstrich läuft durch den Sternknoten, aber ohne Pfeil.	VISIBLE_CONTACT_UNDIRECTED	AR nennt lokale Quellseite am Geraet/Knoten	Von dort heranführen; daraus anwenden	Keine gezeichnete Richtung am Handgeraet/Knoten.
E199	f82r	f82r.19	F057	B2-S011	4d4559019a961b834aa1	char	AR	AR	aus/von; Quellseite	davon oder daraus; aus dem aktuellen Quellposten	SELECT_SOURCE_ADDRESS	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	Linie und Podest sind nur nahe; ein tatsächlicher Kontakt ist nicht sichtbar gesichert.	CONTACT_UNRESOLVED	AR bleibt nur textinterner Quellverweis	Daraus, aus demselben Ansatz	Huellen char|dar|sar sind keine verschiedenen Richtungen.
E210	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	lchedy	L_CHED	L+CHED+DY	aus dem lokalen Posten herausnehmen oder abfuehren	herausnehmen oder abfuehren; lokaler Schluss	SELECT_SOURCE_SIDE_TRANSFER	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	Mehrere Figuren schneiden dieselbe grüne Fläche; lokale Plätze sind sichtbar, aber kein Rundlauf.	COMMON_POOL_NO_CIRCUIT	L+CHED kann aus dem lokalen Feld entfernen	Abführen; Schluss	Nicht immer Fluessigkeit und nicht immer sichtbares Rohr.
E214	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	cheal	AL	AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an oder bei der bezeichneten Stelle	SELECT_TARGET_ADDRESS	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	Gefäße und Figuren liegen am Feldrand; keine Leitung koppelt die einzelnen Plätze.	EDGE_VESSELS_NO_PIPE	Lokale Quelle, Ziel, Entnahme und Empfaenger; keine gemeinsame Leitung	Den aktiven Posten an der örtlich bezeichneten Station führen	Eine exakte Karte mit al|chal|cheal|dal|sal|tal.
E215	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	lchedar	AR|L_CHED	L+CHED+AR	AR=aus/von; L+CHED=herausfuehren	aus dem bezeichneten Quellposten abfuehren	SELECT_SOURCE_SIDE_TRANSFER	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	Gefäße und Figuren liegen am Feldrand; keine Leitung koppelt die einzelnen Plätze.	EDGE_VESSELS_NO_PIPE	Lokale Quelle, Ziel, Entnahme und Empfaenger; keine gemeinsame Leitung	Aus einer Quelle oder Station abführen	Randposten besitzen keine gemeinsame Leitung.
E221	f82r	f82r.27	F064	B2-S016	65df3cd9e59060042d47	pchedy	P_CHED	P+CHED+DY	in einen lokalen Empfaenger einbringen oder einfuellen	in den Empfaenger einbringen; lokaler Schluss	SELECT_RECEIVER_SIDE_TRANSFER	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	Gefäße und Figuren liegen am Feldrand; keine Leitung koppelt die einzelnen Plätze.	EDGE_VESSELS_NO_PIPE	Lokale Quelle, Ziel, Entnahme und Empfaenger; keine gemeinsame Leitung	In den Empfänger einführen; Schluss	Beckenrand hat keine gemeinsame Speiseleitung.
E228	f82r	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	lochedy	L_CHED	L+O+CHED+DY	aus dem lokalen Posten herausnehmen oder abfuehren	herausnehmen oder abfuehren; lokaler Schluss	SELECT_SOURCE_SIDE_TRANSFER__O_UNKNOWN	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	Gefäße und Figuren liegen am Feldrand; keine Leitung koppelt die einzelnen Plätze.	EDGE_VESSELS_NO_PIPE	Lokale Quelle, Ziel, Entnahme und Empfaenger; keine gemeinsame Leitung	Abführen oder umsetzen; Schluss	O bleibt unbekannt.
E230	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	qotal	AL	OT+AL	an/bei/zu der bezeichneten Stelle; Zieladresse	danach zur oder bei der naechsten Stelle	SELECT_TARGET_ADDRESS	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	Figur und offenes Fächermotiv gehören lokal zusammen; die offenen Enden geben keine Richtung.	OPEN_ENDS_NO_DIRECTION	Adressierter offener Posten; Entnahme moeglich	Zum unteren Ablauf hin	Unterer Ablauf wird gestrichen.
E235	f83r	f83r.3	F073	B3-S003	de7321bface5628e35d6	lchedy	L_CHED	L+CHED+DY	aus dem lokalen Posten herausnehmen oder abfuehren	herausnehmen oder abfuehren; lokaler Schluss	SELECT_SOURCE_SIDE_TRANSFER	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	Figur und offenes Fächermotiv gehören lokal zusammen; die offenen Enden geben keine Richtung.	OPEN_ENDS_NO_DIRECTION	Adressierter offener Posten; Entnahme moeglich	Abführen; Schluss	Nicht immer Fluessigkeit und nicht immer sichtbares Rohr.
E237	f83r	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	AL	OT+AL	an/bei/zu der bezeichneten Stelle; Zieladresse	danach zur oder bei der naechsten Stelle	SELECT_TARGET_ADDRESS	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	Figur und offenes Fächermotiv gehören lokal zusammen; die offenen Enden geben keine Richtung.	OPEN_ENDS_NO_DIRECTION	Adressierter offener Posten; Entnahme moeglich	den unteren Ablauf	Unterer Ablauf wird gestrichen.
E238	f83r	f83r.3	F074	B3-S004	4d4559019a961b834aa1	dar	AR	AR	aus/von; Quellseite	davon oder daraus; aus dem aktuellen Quellposten	SELECT_SOURCE_ADDRESS	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	Figur und offenes Fächermotiv gehören lokal zusammen; die offenen Enden geben keine Richtung.	OPEN_ENDS_NO_DIRECTION	Adressierter offener Posten; Entnahme moeglich	Daraus, aus demselben Ansatz	Huellen char|dar|sar sind keine verschiedenen Richtungen.
E241	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	qokal	AL	OK+AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an der Zielstelle einsetzen oder anwenden	SELECT_TARGET_ADDRESS	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	Figur und Rundgefäß bilden eine lokale Station; zum oberen und unteren Posten fehlt die Leitung.	LOCAL_VESSEL_NO_EXTERNAL_EDGE	Lokale Ziel- und Entnahmehandlung am Rundgefaess	An der Zielstelle anwenden; dorthin führen	Zieladresse, kein bestimmtes Gefaess.
E246	f83r	f83r.6	F078	B3-S008	de7321bface5628e35d6	lchedy	L_CHED	L+CHED+DY	aus dem lokalen Posten herausnehmen oder abfuehren	herausnehmen oder abfuehren; lokaler Schluss	SELECT_SOURCE_SIDE_TRANSFER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	Figur und Rundgefäß bilden eine lokale Station; zum oberen und unteren Posten fehlt die Leitung.	LOCAL_VESSEL_NO_EXTERNAL_EDGE	Lokale Ziel- und Entnahmehandlung am Rundgefaess	Abführen; Schluss	Nicht immer Fluessigkeit und nicht immer sichtbares Rohr.
E248	f83r	f83r.8	F080	B3-S010	ba540da978ea132f6da5	pchedal	AL|P_CHED	P+CHED+AL	AL=Stelle; P+CHED=zum Empfaenger	Einfuell- oder Empfangsstelle	SELECT_RECEIVER_SIDE_TRANSFER_AT_ADDRESS	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	DIRECT_VISIBLE	Figur und Korb-/Schuppenform sind lokal gebunden; freie Striche enden offen.	LOCAL_RECEIVER_OPEN_ENDS	P+CHED-Empfaenger und bewegte Fluessigkeit am Korbgefaess	Einfüllstelle	Korbgefaess stuetzt Empfaenger, aber kein Pfeil.
E260	f83r	f83r.11	F084	B3-S014	7d2404c835b10a2c06af	okair	AIR	OK+AIR	fliessende Fluessigkeit; Laufwasser	Fluessigkeit in Lauf bringen	SELECT_MOVING_LIQUID_NOT_PATH	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	Figur und Korb-/Schuppenform sind lokal gebunden; freie Striche enden offen.	LOCAL_RECEIVER_OPEN_ENDS	P+CHED-Empfaenger und bewegte Fluessigkeit am Korbgefaess	Flüssigkeitslauf in Gang setzen; Lauf öffnen	Weder oben noch Flussrichtung ist sichtbar.
E262	f83r	f83r.11	F085	B3-S015	de7321bface5628e35d6	lchedy	L_CHED	L+CHED+DY	aus dem lokalen Posten herausnehmen oder abfuehren	herausnehmen oder abfuehren; lokaler Schluss	SELECT_SOURCE_SIDE_TRANSFER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	Figur und Korb-/Schuppenform sind lokal gebunden; freie Striche enden offen.	LOCAL_RECEIVER_OPEN_ENDS	P+CHED-Empfaenger und bewegte Fluessigkeit am Korbgefaess	Abführen; Schluss	Nicht immer Fluessigkeit und nicht immer sichtbares Rohr.
E268	f83r	f83r.14	F091	B3-S020	dd0ecaf5e27d81befffc	dal	AL	AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an oder bei der bezeichneten Stelle	SELECT_TARGET_ADDRESS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	Zwischen Randstapel und Hauptpaar ist keine gezeichnete Kante vorhanden.	NO_VISIBLE_EDGE	AL/L+CHED sind reine Textadressen; kein Bildfluss	Den aktiven Posten an der örtlich bezeichneten Station führen	Eine exakte Karte mit al|chal|cheal|dal|sal|tal.
E269	f83r	f83r.14	F091	B3-S020	de7321bface5628e35d6	lchedy	L_CHED	L+CHED+DY	aus dem lokalen Posten herausnehmen oder abfuehren	herausnehmen oder abfuehren; lokaler Schluss	SELECT_SOURCE_SIDE_TRANSFER	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	Zwischen Randstapel und Hauptpaar ist keine gezeichnete Kante vorhanden.	NO_VISIBLE_EDGE	AL/L+CHED sind reine Textadressen; kein Bildfluss	Abführen; Schluss	Nicht immer Fluessigkeit und nicht immer sichtbares Rohr.
E272	f83r	f83r.14	F092	B3-S021	dd0ecaf5e27d81befffc	dal	AL	AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an oder bei der bezeichneten Stelle	SELECT_TARGET_ADDRESS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	Zwischen Randstapel und Hauptpaar ist keine gezeichnete Kante vorhanden.	NO_VISIBLE_EDGE	AL/L+CHED sind reine Textadressen; kein Bildfluss	Den aktiven Posten an der örtlich bezeichneten Station führen	Eine exakte Karte mit al|chal|cheal|dal|sal|tal.
E278	f83r	f83r.15	F093	B3-S021	dd0ecaf5e27d81befffc	tal	AL	AL	an/bei/zu der bezeichneten Stelle; Zieladresse	an oder bei der bezeichneten Stelle	SELECT_TARGET_ADDRESS	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	Zwischen Randstapel und Hauptpaar ist keine gezeichnete Kante vorhanden.	NO_VISIBLE_EDGE	AL/L+CHED sind reine Textadressen; kein Bildfluss	Den aktiven Posten an der örtlich bezeichneten Station führen	Eine exakte Karte mit al|chal|cheal|dal|sal|tal.
E282	f83r	f83r.15	F095	B3-S023	de7321bface5628e35d6	lchedy	L_CHED	L+CHED+DY	aus dem lokalen Posten herausnehmen oder abfuehren	herausnehmen oder abfuehren; lokaler Schluss	SELECT_SOURCE_SIDE_TRANSFER	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	Zwischen Randstapel und Hauptpaar ist keine gezeichnete Kante vorhanden.	NO_VISIBLE_EDGE	AL/L+CHED sind reine Textadressen; kein Bildfluss	Abführen; Schluss	Nicht immer Fluessigkeit und nicht immer sichtbares Rohr.
E300	f83r	f83r.22	F104	B3-S030	b154ff779abe5f196c80	schedair	AIR	CHED+AIR	fliessende Fluessigkeit; Laufwasser	fliessende Fluessigkeit fuehren oder umsetzen	SELECT_MOVING_LIQUID_NOT_PATH	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	Der breite Bogen verbindet beide Figuren tatsächlich; Quelle, Senke und Richtung fehlen.	VISIBLE_ARCH_UNDIRECTED	Fluessigkeit und Ziel am gekoppelten Paar; Quelle/Senke offen	Flüssigkeitsstrom führen oder abziehen	Bogen ist ungerichtet; klar/abziehen nicht im AIR-Wert.
E313	f83r	f83r.24	F108	B3-S034	7811a7daff25d476e28d	olsaly	AL	whole card with AL	an/bei/zu der bezeichneten Stelle; Zieladresse	die bezeichnete lokale Stelle	SELECT_TARGET_ADDRESS__OPAQUE_REMAINDER	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	Der breite Bogen verbindet beide Figuren tatsächlich; Quelle, Senke und Richtung fehlen.	VISIBLE_ARCH_UNDIRECTED	Fluessigkeit und Ziel am gekoppelten Paar; Quelle/Senke offen	Das untere Becken	Unteres Becken bleibt lokale Expansion.
E320	f83r	f83r.25	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	AL	OT+AL	an/bei/zu der bezeichneten Stelle; Zieladresse	danach zur oder bei der naechsten Stelle	SELECT_TARGET_ADDRESS	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	Beide Seiten teilen den sichtbaren Bogen; B4 beginnt trotzdem mit geleerten Registern.	VISIBLE_ARCH_UNDIRECTED	Zielanwendung lokal; LDDY bleibt bildlich unentschieden	Zum unteren Ablauf hin	Unterer Ablauf wird gestrichen.
E326	f83r	f83r.26	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	LDDY_OWNER_CHECK	OK+Y+LDDY	opake lokale Abschlusskonstruktion	diesen Posten lokal anwenden und den Schritt abschliessen	KEEP_LDDY_OPAQUE	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	Beide Seiten teilen den sichtbaren Bogen; B4 beginnt trotzdem mit geleerten Registern.	VISIBLE_ARCH_UNDIRECTED	Zielanwendung lokal; LDDY bleibt bildlich unentschieden	Den laufenden Posten anwenden; den Schritt schließen	Unggerichtetes Bogenpaar entscheidet nicht zwischen Auflegen, Abnehmen oder Leitung.
