statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	revised_event_count	surface_sequence	directional_card_sequence_de	compact_directional_reading_de	physical_line_note
H4-S002	H4	f55v	f55v.5	F011	E061|E062|E063	3	0	daiin · chedy · talam	Maß · den laufenden Posten umsetzen oder durcharbeiten · klaren Auszug verwahren	Maß; den laufenden Posten umsetzen oder durcharbeiten; klaren Auszug verwahren	LOCAL_SEQUENCE
H4-S003	H4	f55v	f55v.11	F012	E064|E065|E066|E067	4	1	ykaiin · cheoar · cheeky · oldy	Wunde waschen · Auszug daraus entnehmen · länger warm halten · weiterführen; Ende	Wunde waschen; Auszug daraus entnehmen; länger warm halten; weiterführen; Ende	LOCAL_SEQUENCE
H4-S004	H4	f55v	f55v.11	F013	E068|E069|E070|E071|E072|E073	6	1	aiin · okal · oltchy · or · y · orain	Maß · an der Zielstelle einsetzen · gelind erwärmen · Zubereitung · der laufende Posten; dies oder es · warm auflegen	Maß; an der Zielstelle einsetzen; gelind erwärmen; Zubereitung; der laufende Posten; dies oder es; warm auflegen	LOCAL_SEQUENCE
H5-S001	H5	f56r	f56r.5|f56r.7	F014|F015	E074|E075|E076|E077|E078|E079|E080|E081|E082	9	2	chochor · cho · chodaly · daiin · sho · kchol · otchor · choky · dal	Pflanzenteil · Pflanze · Blütebeginn · Maß · Pflanze · auflegen · die nächste Zubereitung · den laufenden Posten anwenden oder in Arbeit nehmen · Zielstelle	Pflanzenteil; Pflanze; Blütebeginn; Maß; Pflanze; auflegen; die nächste Zubereitung; den laufenden Posten anwenden oder in Arbeit nehmen; Zielstelle	CONTINUES_ACROSS_LINE
H5-S002	H5	f56r	f56r.8	F016	E083|E084|E085|E086	4	1	schol · choy · choky · cheeckhody	vom vorigen Posten nehmen · mit Wasser waschen · den laufenden Posten anwenden oder in Arbeit nehmen · äußerlich anwenden; Ende	Vom vorigen Posten nehmen; mit Wasser waschen; den laufenden Posten anwenden oder in Arbeit nehmen; äußerlich anwenden; Ende	LOCAL_SEQUENCE
H5-S003	H5	f56r	f56r.12	F017	E087|E088|E089|E090	4	0	sh · cho · kchey · qokokchy	Pflanzenteil · Pflanze · grob zerreiben · den laufenden Posten erneut in Arbeit nehmen	Pflanzenteil; Pflanze; grob zerreiben; den laufenden Posten erneut in Arbeit nehmen	LOCAL_SEQUENCE
H5-S004	H5	f56r	f56r.13	F018	E091|E092|E093	3	1	okchy · chokcheo · kchal	den laufenden Posten anwenden oder in Arbeit nehmen · Auszugsflüssigkeit zugeben · durch Tuch	Den laufenden Posten anwenden oder in Arbeit nehmen; Auszugsflüssigkeit zugeben; durch Tuch	LOCAL_SEQUENCE
H5-S005	H5	f56r	f56r.18	F019	E094|E095|E096|E097	4	0	sho · chokchy · kchoar · sotodan	Pflanze · den laufenden Posten anwenden oder in Arbeit nehmen · Brusttrank · gebrauchen	Pflanze; den laufenden Posten anwenden oder in Arbeit nehmen; Brusttrank; gebrauchen	LOCAL_SEQUENCE
H5-S006	H5	f56r	f56r.19	F020	E098|E099|E100	3	1	otchey · keol · daiin	den nächsten Posten wählen · je Gabe · Maß	Den nächsten Posten wählen; je Gabe; Maß	LOCAL_SEQUENCE
B1-S001	B1	f81v	f81v.2	F021	E101	1	0	qokedy	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B1-S002	B1	f81v	f81v.2|f81v.7	F022|F023	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	19	6	okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl · olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy	nach Maß einsetzen; den Einsatz bemessen · laufende Beckenflüssigkeit · an der Zielstelle einsetzen · aus demselben Vorrat · mit Vorigem weiter · abgemessener Teil · mit einer weiteren Portion fortfahren · Zielstelle · mit Vorigem weiter · vor dem Abkühlen · Badezusatz · vorige Zubereitung · mit Vorigem weiter · mäßige Menge · Maß · an der Zielstelle anhaltend in Kontakt halten · Maß · durch verbundenen Lauf · Arbeitsbewegung abschließen	Nach Maß einsetzen; den Einsatz bemessen; laufende Beckenflüssigkeit; an der Zielstelle einsetzen; aus demselben Vorrat; mit Vorigem weiter; abgemessener Teil; mit einer weiteren Portion fortfahren; Zielstelle; mit Vorigem weiter; vor dem Abkühlen; Badezusatz; vorige Zubereitung; mit Vorigem weiter; mäßige Menge; Maß; an der Zielstelle anhaltend in Kontakt halten; Maß; durch verbundenen Lauf; Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE
B1-S003	B1	f81v	f81v.7|f81v.17	F024|F025	E121|E122	2	0	qol · sshkchdy	mit Vorigem weiter · unter besonderer Bedingung umsetzen; Schluss	Mit Vorigem weiter; unter besonderer Bedingung umsetzen; Schluss	CONTINUES_ACROSS_LINE
B1-S004	B1	f81v	f81v.17	F026	E123|E124|E125	3	0	chedy · ol · shedy	den laufenden Posten umsetzen oder durcharbeiten · mit Vorigem weiter · kurz oder gewöhnlich ruhen lassen; Schluss	Den laufenden Posten umsetzen oder durcharbeiten; mit Vorigem weiter; kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE
B1-S005	B1	f81v	f81v.17	F027	E126	1	0	qolchedy	weiterführen; Schluss	Weiterführen; Schluss	CONTINUES_ACROSS_LINE
B1-S006	B1	f81v	f81v.17	F028	E127|E128|E129|E130	4	0	qokain · shckhy · dl · ral	eine Portion einsetzen oder zugeben · durch verbundenen Lauf · Badezusatz · abkühlen	Eine Portion einsetzen oder zugeben; durch verbundenen Lauf; Badezusatz; abkühlen	CONTINUES_ACROSS_LINE
B1-S007	B1	f81v	f81v.18	F029	E131	1	0	qokchdy	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B1-S008	B1	f81v	f81v.18	F030	E132|E133|E134|E135|E136	5	0	chey · ol · cheky · ol · shedy	der laufende Posten; dies oder es · mit Vorigem weiter · kurz oder mild erwärmen · mit Vorigem weiter · kurz oder gewöhnlich ruhen lassen; Schluss	Der laufende Posten; dies oder es; mit Vorigem weiter; kurz oder mild erwärmen; mit Vorigem weiter; kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE
B1-S009	B1	f81v	f81v.18	F031	E137	1	0	qokedy	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B1-S010	B1	f81v	f81v.18	F032	E138	1	0	qokedy	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B1-S011	B1	f81v	f81v.18	F033	E139|E140	2	0	chckhy · qoky	durch verbundenen Lauf · den laufenden Posten anwenden oder in Arbeit nehmen	Durch verbundenen Lauf; den laufenden Posten anwenden oder in Arbeit nehmen	CONTINUES_ACROSS_LINE
B1-S012	B1	f81v	f81v.21	F034	E141|E142|E143	3	0	lsho · qokey · lshedy	Spülung beginnen · den laufenden Posten kurz anlegen oder benetzen · waschen; Ende	Spülung beginnen; den laufenden Posten kurz anlegen oder benetzen; waschen; Ende	CONTINUES_ACROSS_LINE
B1-S013	B1	f81v	f81v.21	F035	E144	1	0	lshedy	waschen; Ende	Waschen; Ende	CONTINUES_ACROSS_LINE
B1-S014	B1	f81v	f81v.21	F036	E145|E146|E147|E148|E149	5	2	chedy · qolky · lchedal · qol · otar	den laufenden Posten umsetzen oder durcharbeiten · betroffene Stelle · Auslassstelle · mit Vorigem weiter · danach auslassen	Den laufenden Posten umsetzen oder durcharbeiten; betroffene Stelle; Auslassstelle; mit Vorigem weiter; danach auslassen	CONTINUES_ACROSS_LINE
B1-S015	B1	f81v	f81v.24	F037	E150|E151	2	0	ytey · okchedy	Gefäß füllen · Ansatz umsetzen; Schluss	Gefäß füllen; Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B1-S016	B1	f81v	f81v.24	F038	E152|E153|E154|E155	4	1	qokal · okeey · qol · cheedy	an der Zielstelle einsetzen · den laufenden Posten anhaltend in Kontakt halten · mit Vorigem weiter · kurz oder gewöhnlich ruhen lassen; Schluss	An der Zielstelle einsetzen; den laufenden Posten anhaltend in Kontakt halten; mit Vorigem weiter; kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE
B1-S017	B1	f81v	f81v.24	F039	E156|E157|E158	3	1	sal · teol · dchdy	Zielstelle · erste Öffnung · Umsetzung abschließen	Zielstelle; erste Öffnung; Umsetzung abschließen	CONTINUES_ACROSS_LINE
B1-S018	B1	f81v	f81v.24|f81v.27	F040|F041	E159|E160|E161|E162	4	1	ly · dsheol · oiiin · olkeedy	Gefäß füllen · Stelle bestreichen · vorgeschriebener Grad · an der Sammelstelle stehen oder absetzen lassen; Schluss	Gefäß füllen; Stelle bestreichen; vorgeschriebener Grad; an der Sammelstelle stehen oder absetzen lassen; Schluss	CONTINUES_ACROSS_LINE
B1-S019	B1	f81v	f81v.27	F042	E163	1	0	tedy	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE
B1-S020	B1	f81v	f81v.27	F043	E164|E165	2	0	cheky · shckhedy	kurz oder mild erwärmen · durch Tuch seihen; Ende	Kurz oder mild erwärmen; durch Tuch seihen; Ende	CONTINUES_ACROSS_LINE
B1-S021	B1	f81v	f81v.27	F044	E166	1	1	chal	Zielstelle	Zielstelle	CONTINUES_ACROSS_LINE
B2-S001	B2	f82r	f82r.2	F045	E167	1	0	dchedy	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE
B2-S002	B2	f82r	f82r.2	F046	E168	1	0	qolchedy	weiterführen; Schluss	Weiterführen; Schluss	CONTINUES_ACROSS_LINE
B2-S003	B2	f82r	f82r.2	F047	E169|E170|E171	3	0	qokain · dy · qokeedy	eine Portion einsetzen oder zugeben · der laufende Posten; dies oder es · eintauchen oder einweichen und den Schritt abschließen	Eine Portion einsetzen oder zugeben; der laufende Posten; dies oder es; eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S004	B2	f82r	f82r.2|f82r.3	F048|F049	E172|E173|E174|E175|E176	5	2	qokal · lcheckhy · lched · qokeey · lcheckhedy	an der Zielstelle einsetzen · zweite Öffnung · hinausführen · den laufenden Posten anhaltend in Kontakt halten · klar seihen; Ende	An der Zielstelle einsetzen; zweite Öffnung; hinausführen; den laufenden Posten anhaltend in Kontakt halten; klar seihen; Ende	CONTINUES_ACROSS_LINE
B2-S005	B2	f82r	f82r.3|f82r.4	F050|F051	E177|E178|E179|E180|E181|E182|E183|E184	8	1	qokaly · solkaiin · chckhy · qokaiin · qokaiin · octheol · chkeey · ldy	den laufenden Posten an der Zielstelle einsetzen · durch Tuch · durch verbundenen Lauf · nach Maß einsetzen; den Einsatz bemessen · nach Maß einsetzen; den Einsatz bemessen · gleiche Einstellung · breites Gefäß · abziehen; Ende	Den laufenden Posten an der Zielstelle einsetzen; durch Tuch; durch verbundenen Lauf; nach Maß einsetzen; den Einsatz bemessen; nach Maß einsetzen; den Einsatz bemessen; gleiche Einstellung; breites Gefäß; abziehen; Ende	CONTINUES_ACROSS_LINE
B2-S006	B2	f82r	f82r.4	F052	E185|E186|E187|E188	4	1	oteey · qokal · sheckhy · qoky	den laufenden Posten danach anhaltend einwirken lassen · an der Zielstelle einsetzen · über der Stelle · den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten danach anhaltend einwirken lassen; an der Zielstelle einsetzen; über der Stelle; den laufenden Posten anwenden oder in Arbeit nehmen	CONTINUES_ACROSS_LINE
B2-S007	B2	f82r	f82r.7	F053	E189	1	0	dshedy	sauberes Wasser zugeben	Sauberes Wasser zugeben	CONTINUES_ACROSS_LINE
B2-S008	B2	f82r	f82r.7	F054	E190|E191|E192	3	1	sotaiin · qokar · shedy	voriges Maß wiederholen · daraus in den Arbeitsgang nehmen · kurz oder gewöhnlich ruhen lassen; Schluss	Voriges Maß wiederholen; daraus in den Arbeitsgang nehmen; kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE
B2-S009	B2	f82r	f82r.7	F055	E193	1	0	solshedy	warm halten; Ende	Warm halten; Ende	CONTINUES_ACROSS_LINE
B2-S010	B2	f82r	f82r.7	F056	E194|E195|E196|E197	4	0	qokeey · qoky · ls · cheey	den laufenden Posten anhaltend in Kontakt halten · den laufenden Posten anwenden oder in Arbeit nehmen · erste Öffnung · klare Flüssigkeit	Den laufenden Posten anhaltend in Kontakt halten; den laufenden Posten anwenden oder in Arbeit nehmen; erste Öffnung; klare Flüssigkeit	CONTINUES_ACROSS_LINE
B2-S011	B2	f82r	f82r.19	F057	E198|E199|E200|E201	4	1	okain · char · okain · qokeedy	eine Portion einsetzen oder zugeben · aus demselben Vorrat · eine Portion einsetzen oder zugeben · eintauchen oder einweichen und den Schritt abschließen	Eine Portion einsetzen oder zugeben; aus demselben Vorrat; eine Portion einsetzen oder zugeben; eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S012	B2	f82r	f82r.19|f82r.23	F058|F059	E202|E203|E204|E205|E206|E207|E208|E209	8	1	lchy · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy	den flüssigen Anteil des laufenden Postens abziehen · klare Flüssigkeit · den laufenden Posten bereit halten · den laufenden Posten anhaltend in Kontakt halten · benetzte Körperstelle · Maß · der laufende Posten; dies oder es · vollständig durchtränken und den Schritt abschließen	Den flüssigen Anteil des laufenden Postens abziehen; klare Flüssigkeit; den laufenden Posten bereit halten; den laufenden Posten anhaltend in Kontakt halten; benetzte Körperstelle; Maß; der laufende Posten; dies oder es; vollständig durchtränken und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S013	B2	f82r	f82r.23	F060	E210	1	1	lchedy	hinausführen; Schluss	Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B2-S014	B2	f82r	f82r.23	F061	E211	1	0	lar	unterer Ablauf	Unterer Ablauf	CONTINUES_ACROSS_LINE
B2-S015	B2	f82r	f82r.26	F062	E212|E213	2	0	tshey · qokeedy	Spülung beginnen · eintauchen oder einweichen und den Schritt abschließen	Spülung beginnen; eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S016	B2	f82r	f82r.26|f82r.27	F063|F064	E214|E215|E216|E217|E218|E219|E220|E221	8	3	cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy	Zielstelle · aus der Quelle hinausführen · gleiche Anteile · Maß · den laufenden Posten danach anhaltend einwirken lassen · nach Maß einsetzen; den Einsatz bemessen · den laufenden Posten kurz anlegen oder benetzen · hineinführen; Schluss	Zielstelle; aus der Quelle hinausführen; gleiche Anteile; Maß; den laufenden Posten danach anhaltend einwirken lassen; nach Maß einsetzen; den Einsatz bemessen; den laufenden Posten kurz anlegen oder benetzen; hineinführen; Schluss	CONTINUES_ACROSS_LINE
B2-S017	B2	f82r	f82r.27	F065	E222|E223	2	0	rsheal · daldy	warmes Wasser · zweite Öffnung; Ende	Warmes Wasser; zweite Öffnung; Ende	CONTINUES_ACROSS_LINE
B2-S018	B2	f82r	f82r.27	F066	E224	1	0	qokeedy	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S019	B2	f82r	f82r.27	F067	E225	1	0	rshedy	Teil als Waschung	Teil als Waschung	CONTINUES_ACROSS_LINE
B2-S020	B2	f82r	f82r.27	F068	E226	1	0	qoteedy	danach anhaltend einwirken lassen und abschließen	Danach anhaltend einwirken lassen und abschließen	CONTINUES_ACROSS_LINE
B2-S021	B2	f82r	f82r.27	F069	E227	1	0	qokeedy	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S022	B2	f82r	f82r.27	F070	E228	1	1	lochedy	den Rest hinausführen; Schluss	Den Rest hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S001	B3	f83r	f83r.3	F071	E229	1	0	olkeedy	an der Sammelstelle stehen oder absetzen lassen; Schluss	An der Sammelstelle stehen oder absetzen lassen; Schluss	CONTINUES_ACROSS_LINE
B3-S002	B3	f83r	f83r.3	F072	E230|E231	2	1	qotal · chkeedy	danach zur Zielstelle · vollständig benetzen; Ende	Danach zur Zielstelle; vollständig benetzen; Ende	CONTINUES_ACROSS_LINE
B3-S003	B3	f83r	f83r.3	F073	E232|E233|E234|E235	4	1	chey · daiin · chey · lchedy	der laufende Posten; dies oder es · Maß · der laufende Posten; dies oder es · hinausführen; Schluss	Der laufende Posten; dies oder es; Maß; der laufende Posten; dies oder es; hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S004	B3	f83r	f83r.3	F074	E236|E237|E238	3	2	qokaiin · qotal · dar	nach Maß einsetzen; den Einsatz bemessen · danach zur Zielstelle · aus demselben Vorrat	Nach Maß einsetzen; den Einsatz bemessen; danach zur Zielstelle; aus demselben Vorrat	CONTINUES_ACROSS_LINE
B3-S005	B3	f83r	f83r.6	F075	E239	1	0	schedy	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE
B3-S006	B3	f83r	f83r.6	F076	E240|E241|E242	3	1	chedchy · qokal · olchedy	den laufenden Posten zuführen oder umsetzen · an der Zielstelle einsetzen · weiterführen; Schluss	Den laufenden Posten zuführen oder umsetzen; an der Zielstelle einsetzen; weiterführen; Schluss	CONTINUES_ACROSS_LINE
B3-S007	B3	f83r	f83r.6	F077	E243|E244|E245	3	0	qokaiin · chedy · qokeedy	nach Maß einsetzen; den Einsatz bemessen · den laufenden Posten umsetzen oder durcharbeiten · eintauchen oder einweichen und den Schritt abschließen	Nach Maß einsetzen; den Einsatz bemessen; den laufenden Posten umsetzen oder durcharbeiten; eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B3-S008	B3	f83r	f83r.6	F078	E246	1	1	lchedy	hinausführen; Schluss	Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S009	B3	f83r	f83r.6	F079	E247	1	0	qoky	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	CONTINUES_ACROSS_LINE
B3-S010	B3	f83r	f83r.8	F080	E248|E249	2	1	pchedal · otedy	Einfüllstelle · danach kurz oder gewöhnlich einwirken lassen und abschließen	Einfüllstelle; danach kurz oder gewöhnlich einwirken lassen und abschließen	CONTINUES_ACROSS_LINE
B3-S011	B3	f83r	f83r.8	F081	E250|E251|E252|E253	4	0	shecthedchy · qoky · chedy · chary	Stelle bestreichen · den laufenden Posten anwenden oder in Arbeit nehmen · den laufenden Posten umsetzen oder durcharbeiten · abkühlen	Stelle bestreichen; den laufenden Posten anwenden oder in Arbeit nehmen; den laufenden Posten umsetzen oder durcharbeiten; abkühlen	CONTINUES_ACROSS_LINE
B3-S012	B3	f83r	f83r.11	F082	E254|E255	2	0	sor · shedy	Zubereitung · kurz oder gewöhnlich ruhen lassen; Schluss	Zubereitung; kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE
B3-S013	B3	f83r	f83r.11	F083	E256|E257|E258|E259	4	1	qokaiin · chkain · shcthey · qokedy	nach Maß einsetzen; den Einsatz bemessen · abgemessener Teil · den laufenden Posten bereit halten · kurz spülen oder benetzen und den Schritt abschließen	Nach Maß einsetzen; den Einsatz bemessen; abgemessener Teil; den laufenden Posten bereit halten; kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B3-S014	B3	f83r	f83r.11	F084	E260|E261	2	1	okair · sheedy	Flüssigkeit in den Lauf bringen · länger ruhen oder nachwirken lassen; Schluss	Flüssigkeit in den Lauf bringen; länger ruhen oder nachwirken lassen; Schluss	CONTINUES_ACROSS_LINE
B3-S015	B3	f83r	f83r.11	F085	E262	1	1	lchedy	hinausführen; Schluss	Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S016	B3	f83r	f83r.11|f83r.14	F086|F087	E263|E264	2	0	lo · qokchedy	unterer Ablauf · Ansatz umsetzen; Schluss	Unterer Ablauf; Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S017	B3	f83r	f83r.14	F088	E265	1	0	qokeedy	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B3-S018	B3	f83r	f83r.14	F089	E266	1	0	shedy	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE
B3-S019	B3	f83r	f83r.14	F090	E267	1	0	qokshedy	Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	CONTINUES_ACROSS_LINE
B3-S020	B3	f83r	f83r.14	F091	E268|E269	2	2	dal · lchedy	Zielstelle · hinausführen; Schluss	Zielstelle; hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S021	B3	f83r	f83r.14|f83r.15	F092|F093	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	11	3	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	nach Maß einsetzen; den Einsatz bemessen · bereit · Zielstelle · der laufende Posten; dies oder es · Maß · Ruhe- oder Absetzstelle · warmes Wasser · der laufende Posten; dies oder es · Zielstelle · bereit · lokal umsetzen; Schluss	Nach Maß einsetzen; den Einsatz bemessen; bereit; Zielstelle; der laufende Posten; dies oder es; Maß; Ruhe- oder Absetzstelle; warmes Wasser; der laufende Posten; dies oder es; Zielstelle; bereit; lokal umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S022	B3	f83r	f83r.15	F094	E281	1	0	qotchedy	danach oder erneut umsetzen; Schluss	Danach oder erneut umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S023	B3	f83r	f83r.15	F095	E282	1	1	lchedy	hinausführen; Schluss	Hinausführen; Schluss	CONTINUES_ACROSS_LINE
B3-S024	B3	f83r	f83r.16	F096	E283	1	0	tchedy	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE
B3-S025	B3	f83r	f83r.16	F097	E284	1	0	qokchdy	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S026	B3	f83r	f83r.16|f83r.20	F098|F099	E285|E286|E287|E288|E289|E290|E291	7	0	cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy	Beckenstation · absetzen lassen · den laufenden Posten umsetzen oder durcharbeiten · eine Portion einsetzen oder zugeben · bereit · bis klar · an der Sammelstelle stehen oder absetzen lassen; Schluss	Beckenstation; absetzen lassen; den laufenden Posten umsetzen oder durcharbeiten; eine Portion einsetzen oder zugeben; bereit; bis klar; an der Sammelstelle stehen oder absetzen lassen; Schluss	CONTINUES_ACROSS_LINE
B3-S027	B3	f83r	f83r.20	F100	E292	1	0	qoteedy	danach anhaltend einwirken lassen und abschließen	Danach anhaltend einwirken lassen und abschließen	CONTINUES_ACROSS_LINE
