paired_event_id	source_event_id	bundle_id	physical_page	register	locus	surface	working_recipe	literal_working_reading_de	order_occurrence_count	order_root_sequence	scope_orientation_sequence	state_operation_sequence	paired_scope_reading_de	context_selected_model	context_selected_event_reading_de	paired_order_event_reading_de	root_meaning_change	learned_name_change
G478-E015	P1008-E0172	G474-B028	f72r	CELESTIAL	f72r1.14	otchoshy	OT+Y	DANACH · [STERNSTELLENNAME:cho] · POSTEN	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Sternstelle »cho«	CATALOGUE	Sternstelle »cho« — Folgevermerk, Postenangabe.	Sternstelle »cho« — Folgevermerk, Postenangabe. Reihenfolge: OT: danach Sternstelle »cho«.	NO	NO
G478-E016	P1008-E0173	G474-B029	f72r	CELESTIAL	f72r1.15	otchdal	OT+AL	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Sternstelle »ch«	CATALOGUE	Sternstelle »ch« — Folgevermerk, Zielzuordnung.	Sternstelle »ch« — Folgevermerk, Zielzuordnung. Reihenfolge: OT: danach Sternstelle »ch«.	NO	NO
G478-E017	P1008-E0176	G474-B031	f72r	CELESTIAL	f72r1.17	otainy	OT+AIN+Y	DANACH · ANTEIL · POSTEN	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Anteil	COORDINATE	Adressspur: danach → Sektoranteil → Positionsposten.	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge: OT: danach Anteil.	NO	NO
G478-E018	P1008-E0236	G474-B037	f72r	CELESTIAL	f72r2.7	otaraldy	OT+AR+AL+Y	DANACH · AUSGANG · ZIELORT · POSTEN	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Ausgang	COORDINATE	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge: OT: danach Ausgang.	NO	NO
G478-E019	P1008-E0243	G474-B043	f72r	CELESTIAL	f72r2.13	oteeary	OT+AR	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Sternstelle »ee«	CATALOGUE	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung.	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung. Reihenfolge: OT: danach Sternstelle »ee«.	NO	NO
G478-E020	P1008-E0244	G474-B044	f72r	CELESTIAL	f72r2.14	otair	OT+AIR	DANACH · BAHN	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Bahn	COORDINATE	Adressspur: danach → Ringbahn.	Adressspur: danach → Ringbahn. Reihenfolge: OT: danach Bahn.	NO	NO
G478-E021	P1008-E0248	G474-B047	f72r	CELESTIAL	f72r2.17	otar	OT+AR	DANACH · AUSGANG	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Ausgang	COORDINATE	Adressspur: danach → Ausgangsposition.	Adressspur: danach → Ausgangsposition. Reihenfolge: OT: danach Ausgang.	NO	NO
G478-E022	P1008-E0252	G474-B051	f72r	CELESTIAL	f72r2.21	otolam	OT+OL+AM_ADDR	DANACH · FORTSETZEN · HIER	2	OT|OL	FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT: danach Fortsetzung; OL: Folgeschritt in bezeichnete Stelle weiterführen	COORDINATE	Adressspur: danach → weiter → hier.	Adressspur: danach → weiter → hier. Reihenfolge: OT: danach Fortsetzung; OL: Folgeschritt in bezeichnete Stelle weiterführen.	NO	NO
G478-E023	P1008-E0279	G474-B052	f72r	CELESTIAL	f72r2.23	otal	OT+AL	DANACH · ZIELORT	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Zielort	COORDINATE	Adressspur: danach → Zielposition.	Adressspur: danach → Zielposition. Reihenfolge: OT: danach Zielort.	NO	NO
G478-E024	P1008-E0282	G474-B055	f72r	CELESTIAL	f72r2.26	otalshy	OT+AL+Y	DANACH · ZIELORT · POSTEN	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Zielort	COORDINATE	Adressspur: danach → Zielposition → Positionsposten.	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge: OT: danach Zielort.	NO	NO
G478-E025	P1008-E0285	G474-B058	f72r	CELESTIAL	f72r2.29	otam	OT+AM_ADDR	DANACH · HIER	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach bezeichnete Stelle	COORDINATE	Adressspur: danach → hier.	Adressspur: danach → hier. Reihenfolge: OT: danach bezeichnete Stelle.	NO	NO
G478-E026	P1008-E0350	G474-B061	f72r	CELESTIAL	f72r3.2	olkalaiin	OL+AL+AIIN	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	1	OL	FORWARD_OPEN	KEEP_ACTIVE_UNIT	OL: weiter mit Sternstelle »k«	INSTRUCTION	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition.	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge: OL: weiter mit Sternstelle »k«.	NO	NO
G478-E027	P1008-E0351	G474-B062	f72r	CELESTIAL	f72r3.3	olalsy	OL+AL+Y	FORTSETZEN · ZIELORT · POSTEN	1	OL	FORWARD_OPEN	KEEP_ACTIVE_UNIT	OL: weiter mit Zielort	COORDINATE	Adressspur: weiter → Zielposition → Positionsposten.	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge: OL: weiter mit Zielort.	NO	NO
G478-E028	P1008-E0354	G474-B065	f72r	CELESTIAL	f72r3.6	oto	OT+O	DANACH · AUSFÜHRUNG	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Ausführung	COORDINATE	Adressspur: danach → Ausführungspunkt.	Adressspur: danach → Ausführungspunkt. Reihenfolge: OT: danach Ausführung.	NO	NO
G478-E029	P1008-E0361	G474-B068	f72r	CELESTIAL	f72r3.9	oteey	OT+EE+Y	DANACH · GRAD II · POSTEN	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Grad II	COORDINATE	Adressspur: danach → Grad II → Positionsposten.	Adressspur: danach → Grad II → Positionsposten. Reihenfolge: OT: danach Grad II.	NO	NO
G478-E030	P1008-E0364	G474-B070	f72r	CELESTIAL	f72r3.11	ofsholdy	O+LOCAL_CHAR_F+SH+OL	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	1	OL	BRIDGE_LEFT_TO_RIGHT	KEEP_ACTIVE_UNIT	OL: Halten in Sternstelle »dy« weiterführen	INSTRUCTION	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge: OL: Halten in Sternstelle »dy« weiterführen.	NO	NO
G478-E031	P1008-E0367	G474-B072	f72r	CELESTIAL	f72r3.13	ykolairol	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	2	OL|OL	BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD	KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT	OL: Sternstelle »yk« in Bahn weiterführen; OL: Bahn weiterführen	INSTRUCTION	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn.	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge: OL: Sternstelle »yk« in Bahn weiterführen; OL: Bahn weiterführen.	NO	NO
G478-E032	P1008-E0422	G474-B082	f72r	CELESTIAL	f72r3.24	olaiin	OL+AIIN	FORTSETZEN · WERT	1	OL	FORWARD_OPEN	KEEP_ACTIVE_UNIT	OL: weiter mit Wert	CATALOGUE	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe.	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. Reihenfolge: OL: weiter mit Wert.	NO	NO
G478-E033	P1008-E0423	G474-B082	f72r	CELESTIAL	f72r3.24	olay	OL	FORTSETZEN · [STERNSTELLENNAME:ay]	1	OL	FORWARD_OPEN	KEEP_ACTIVE_UNIT	OL: weiter mit Sternstelle »ay«	CATALOGUE	Sternstelle »ay« — Fortsetzungsvermerk.	Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge: OL: weiter mit Sternstelle »ay«.	NO	NO
G478-E034	P1008-E0424	G474-B083	f72r	CELESTIAL	f72r3.25	olfsheoral	OL+SH+AL	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	1	OL	FORWARD_OPEN	KEEP_ACTIVE_UNIT	OL: weiter mit Sternstelle »f«	INSTRUCTION	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge: OL: weiter mit Sternstelle »f«.	NO	NO
G478-E035	P1008-E0459	G474-B090	f72r	CELESTIAL	f72r3.33	oletal	OL+AL	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	1	OL	FORWARD_OPEN	KEEP_ACTIVE_UNIT	OL: weiter mit Sternstelle »et«	COORDINATE	Adressspur: weiter → Sternstelle »et« → Zielposition.	Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge: OL: weiter mit Sternstelle »et«.	NO	NO
G478-E036	P1003-E0082	G474-B092	f77r	BIOLOGICAL	f77r.2	olkchs	OL	FORTSETZEN · [BADSTATIONSNAME:kchs]	1	OL	FORWARD_OPEN	KEEP_ACTIVE_UNIT	OL: weiter mit Badstation »kchs«	CATALOGUE	Badstation »kchs« — Fortsetzungsvermerk.	Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge: OL: weiter mit Badstation »kchs«.	NO	NO
G478-E037	P1003-E0083	G474-B093	f77r	BIOLOGICAL	f77r.3	otedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Grad I	COORDINATE	Adressspur: danach → Grad I → Endpunkt.	Adressspur: danach → Grad I → Endpunkt. Reihenfolge: OT: danach Grad I.	NO	NO
G478-E038	P1003-E0084	G474-B094	f77r	BIOLOGICAL	f77r.4	otork	OT	DANACH · [BADSTATIONSNAME:ork]	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Badstation »ork«	CATALOGUE	Badstation »ork« — Folgevermerk.	Badstation »ork« — Folgevermerk. Reihenfolge: OT: danach Badstation »ork«.	NO	NO
G478-E039	P1003-E0085	G474-B095	f77r	BIOLOGICAL	f77r.5	otol	OT+OL	DANACH · FORTSETZEN	2	OT|OL	FORWARD_OPEN|BACKWARD_HOLD	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT: danach Fortsetzung; OL: Folgeschritt weiterführen	COORDINATE	Adressspur: danach → weiter.	Adressspur: danach → weiter. Reihenfolge: OT: danach Fortsetzung; OL: Folgeschritt weiterführen.	NO	NO
G478-E040	P1003-E0088	G474-B098	f77r	BIOLOGICAL	f77r.8	dotedy	OT	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	1	OT	BRIDGE_LEFT_TO_RIGHT	START_FRESH_SIBLING	OT: nach Badstation »d« folgt Badstation »edy«	CATALOGUE	Badstation »d« / Badstation »edy« — Folgevermerk.	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge: OT: nach Badstation »d« folgt Badstation »edy«.	NO	NO
G478-E041	P1003-E0410	G474-B099	f77r	BIOLOGICAL	f77r.49	otchdy	OT+CHD+DY	DANACH · BEARBEITEN · SCHLUSS	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Bearbeiten	INSTRUCTION	Danach bearbeite den Eintrag, und schließe den Schritt.	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge: OT: danach Bearbeiten.	NO	NO
G478-E042	P1003-E0411	G474-B100	f77r	BIOLOGICAL	f77r.50	otolaiin	OT+OL+AIIN	DANACH · FORTSETZEN · WERT	2	OT|OL	FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT: danach Fortsetzung; OL: Folgeschritt in Wert weiterführen	COORDINATE	Adressspur: danach → weiter → Stationswert.	Adressspur: danach → weiter → Stationswert. Reihenfolge: OT: danach Fortsetzung; OL: Folgeschritt in Wert weiterführen.	NO	NO
G478-E043	P1003-E0416	G474-B104	f88v	PHARMA	f88v.4	otar	OT+AR	DANACH · AUSGANG	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Ausgang	CATALOGUE	Eintrag »otar« — Folgevermerk, Ausgangszuordnung.	Eintrag »otar« — Folgevermerk, Ausgangszuordnung. Reihenfolge: OT: danach Ausgang.	NO	NO
G478-E044	P1003-E0418	G474-B105	f88v	PHARMA	f88v.5	otokol	OT+OK+OL	DANACH · SETZEN · FORTSETZEN	2	OT|OL	FORWARD_OPEN|BACKWARD_HOLD	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT: danach Setzen; OL: Setzen weiterführen	INSTRUCTION	Danach und weiter setze den Eintrag als Ansatz an.	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge: OT: danach Setzen; OL: Setzen weiterführen.	NO	NO
G478-E045	P1003-E0458	G474-B106	f88v	PHARMA	f88v.11	otoram	OT+AM_ADDR	DANACH · [DROGENNAME:or] · HIER	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Droge »or«	CATALOGUE	Droge »or« — Folgevermerk, Hier-Vermerk.	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge: OT: danach Droge »or«.	NO	NO
G478-E046	P1003-E0459	G474-B107	f88v	PHARMA	f88v.12	otora	OT	DANACH · [DROGENNAME:ora]	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Droge »ora«	CATALOGUE	Droge »ora« — Folgevermerk.	Droge »ora« — Folgevermerk. Reihenfolge: OT: danach Droge »ora«.	NO	NO
G478-E047	P1003-E0555	G474-B111	f88v	PHARMA	f88v.28	otydary	OT+D_ADDR+AR	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Droge »y«	CATALOGUE	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung.	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge: OT: danach Droge »y«.	NO	NO
G478-E048	P1003-E0556	G474-B112	f88v	PHARMA	f88v.29	otdordy	OT	DANACH · [DROGENNAME:dordy]	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Droge »dordy«	CATALOGUE	Droge »dordy« — Folgevermerk.	Droge »dordy« — Folgevermerk. Reihenfolge: OT: danach Droge »dordy«.	NO	NO
G478-E049	P1008-E1039	G474-B115	f89r	PHARMA	f89r1.2	qkol	OL	[DROGENNAME:qk] · FORTSETZEN	1	OL	BACKWARD_HOLD	KEEP_ACTIVE_UNIT	OL: Droge »qk« weiterführen	INSTRUCTION	Weiter beziehe den Drogeneintrag »qk«.	Weiter beziehe den Drogeneintrag »qk«. Reihenfolge: OL: Droge »qk« weiterführen.	NO	NO
G478-E050	P1008-E1040	G474-B116	f89r	PHARMA	f89r1.3	oldam	OL+AM_ADDR	FORTSETZEN · [DROGENNAME:d] · HIER	1	OL	FORWARD_OPEN	KEEP_ACTIVE_UNIT	OL: weiter mit Droge »d«	INSTRUCTION	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle.	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge: OL: weiter mit Droge »d«.	NO	NO
G478-E051	P1008-E1041	G474-B117	f89r	PHARMA	f89r1.4	otoldy	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:dy]	2	OT|OL	FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT: danach Fortsetzung; OL: Folgeschritt in Droge »dy« weiterführen	CATALOGUE	Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge: OT: danach Fortsetzung; OL: Folgeschritt in Droge »dy« weiterführen.	NO	NO
G478-E052	P1008-E1091	G474-B120	f89r	PHARMA	f89r1.12	chol	OL	FORTSETZEN	1	OL	FORWARD_OPEN	KEEP_ACTIVE_UNIT	OL: im aktiven Eintrag weiter	INSTRUCTION	Weiter beziehe den Eintrag.	Weiter beziehe den Eintrag. Reihenfolge: OL: im aktiven Eintrag weiter.	NO	NO
G478-E053	P1008-E1093	G474-B121	f89r	PHARMA	f89r1.13	otorain	OT+AIN	DANACH · [DROGENNAME:or] · ANTEIL	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Droge »or«	CATALOGUE	Droge »or« — Folgevermerk, Anteilsangabe.	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge: OT: danach Droge »or«.	NO	NO
G478-E054	P1008-E1180	G474-B128	f89r	PHARMA	f89r2.2	doly	OL+Y	[DROGENNAME:d] · FORTSETZEN · POSTEN	1	OL	BRIDGE_LEFT_TO_RIGHT	KEEP_ACTIVE_UNIT	OL: Droge »d« in Posten weiterführen	CATALOGUE	Droge »d« — Fortsetzungsvermerk, Postenangabe.	Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge: OL: Droge »d« in Posten weiterführen.	NO	NO
G478-E055	P1008-E1182	G474-B130	f89r	PHARMA	f89r2.4	saloiinsheol	AL+SH+OL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	1	OL	BACKWARD_HOLD	KEEP_ACTIVE_UNIT	OL: Droge »e« weiterführen	INSTRUCTION	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge: OL: Droge »e« weiterführen.	NO	NO
G478-E056	P1008-E1228	G474-B132	f89r	PHARMA	f89r2.9	otold	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:d]	2	OT|OL	FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	OT: danach Fortsetzung; OL: Folgeschritt in Droge »d« weiterführen	CATALOGUE	Droge »d« — Folgevermerk, Fortsetzungsvermerk.	Droge »d« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge: OT: danach Fortsetzung; OL: Folgeschritt in Droge »d« weiterführen.	NO	NO
G478-E057	P1008-E1230	G474-B133	f89r	PHARMA	f89r2.10	okol	OK+OL	SETZEN · FORTSETZEN	1	OL	BACKWARD_HOLD	KEEP_ACTIVE_UNIT	OL: Setzen weiterführen	INSTRUCTION	Weiter setze den Eintrag als Ansatz an.	Weiter setze den Eintrag als Ansatz an. Reihenfolge: OL: Setzen weiterführen.	NO	NO
G478-E058	P1008-E1231	G474-B133	f89r	PHARMA	f89r2.10	shol	SH+OL	HALTEN · FORTSETZEN	1	OL	BACKWARD_HOLD	KEEP_ACTIVE_UNIT	OL: Halten weiterführen	INSTRUCTION	Weiter halte den Eintrag.	Weiter halte den Eintrag. Reihenfolge: OL: Halten weiterführen.	NO	NO
G478-E059	P1008-E1411	G474-B144	f89r	PHARMA	f89r2.32	otalsy	OT+AL+Y	DANACH · ZIELORT · POSTEN	1	OT	FORWARD_OPEN	START_FRESH_SIBLING	OT: danach Zielort	COORDINATE	Adressspur: danach → Zielgefäß → Drogenposten.	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge: OT: danach Zielort.	NO	NO
G478-E060	P1008-E1413	G474-B146	f89r	PHARMA	f89r2.34	otolarol	OT+OL+AR+OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	3	OT|OL|OL	FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT	OT: danach Fortsetzung; OL: Folgeschritt in Ausgang weiterführen; OL: Ausgang weiterführen	COORDINATE	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge: OT: danach Fortsetzung; OL: Folgeschritt in Ausgang weiterführen; OL: Ausgang weiterführen.	NO	NO
