paired_scope_id	order_occurrence_id	root	working_meaning_de	source_event_id	bundle_id	record_id	physical_page	register	locus	surface	working_recipe	literal_working_reading_de	marked_literal_working_reading_de	root_ordinal_in_event	literal_token_ordinal	literal_token_count	left_token	left_token_type	right_token	right_token_type	name_relative_position	scope_orientation	scope_formula_de	directional_scope_phrase_de	state_operation	gdt475_position_role	gdt475_stream_interpretation	boundary_role	context_selected_model	model_source	context_selected_event_reading_de	root_meaning_change	learned_name_change	claim_status
G478-O011	G475-O011	OT	DANACH	P1008-E0137	G474-B024	G475-R024	f72r	CELESTIAL	f72r1.9	otaiin	OT+AIIN	DANACH · WERT	⟦DANACH⟧ · WERT	1	1	2	NONE	BOUNDARY	WERT	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Wert	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → Positionswert.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O012	G475-O012	OT	DANACH	P1008-E0138	G474-B024	G475-R024	f72r	CELESTIAL	f72r1.9	otain	OT+AIN	DANACH · ANTEIL	⟦DANACH⟧ · ANTEIL	1	1	2	NONE	BOUNDARY	ANTEIL	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Anteil	START_FRESH_SIBLING	LATER_EVENT_LEADING	NEXT_SIBLING_WITHIN_LOCUS	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → Sektoranteil.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O013	G475-O013	OT	DANACH	P1008-E0139	G474-B025	G475-R025	f72r	CELESTIAL	f72r1.10	otalef	OT+AL	DANACH · ZIELORT · [STERNSTELLENNAME:ef]	⟦DANACH⟧ · ZIELORT · [STERNSTELLENNAME:ef]	1	1	3	NONE	BOUNDARY	ZIELORT	FUNCTION	PRE_NAME	FORWARD_OPEN	OT · X = nächster Träger: X	danach Zielort	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	INSTRUCTION	GDT474_SELECTED_DEFAULT	Danach beziehe den Sternstelleneintrag »ef« zur Zielposition.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O014	G475-O014	OL	FORTSETZEN	P1008-E0142	G474-B026	G475-R026	f72r	CELESTIAL	f72r1.11	ochol	O+OL	AUSFÜHRUNG · FORTSETZEN	AUSFÜHRUNG · ⟦FORTSETZEN⟧	1	2	2	AUSFÜHRUNG	FUNCTION	NONE	BOUNDARY	NAME_FREE	BACKWARD_HOLD	X · OL = X weiterführen	Ausführung weiterführen	KEEP_ACTIVE_UNIT	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter beziehe den Eintrag, als Ausführung.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O015	G475-O015	OT	DANACH	P1008-E0172	G474-B028	G475-R028	f72r	CELESTIAL	f72r1.14	otchoshy	OT+Y	DANACH · [STERNSTELLENNAME:cho] · POSTEN	⟦DANACH⟧ · [STERNSTELLENNAME:cho] · POSTEN	1	1	3	NONE	BOUNDARY	[STERNSTELLENNAME:cho]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OT · X = nächster Träger: X	danach Sternstelle »cho«	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	GDT474_SELECTED_DEFAULT	Sternstelle »cho« — Folgevermerk, Postenangabe.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O016	G475-O016	OT	DANACH	P1008-E0173	G474-B029	G475-R029	f72r	CELESTIAL	f72r1.15	otchdal	OT+AL	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	⟦DANACH⟧ · [STERNSTELLENNAME:ch] · ZIELORT	1	1	3	NONE	BOUNDARY	[STERNSTELLENNAME:ch]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OT · X = nächster Träger: X	danach Sternstelle »ch«	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	GDT474_SELECTED_DEFAULT	Sternstelle »ch« — Folgevermerk, Zielzuordnung.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O017	G475-O017	OT	DANACH	P1008-E0176	G474-B031	G475-R031	f72r	CELESTIAL	f72r1.17	otainy	OT+AIN+Y	DANACH · ANTEIL · POSTEN	⟦DANACH⟧ · ANTEIL · POSTEN	1	1	3	NONE	BOUNDARY	ANTEIL	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Anteil	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → Sektoranteil → Positionsposten.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O018	G475-O018	OT	DANACH	P1008-E0236	G474-B037	G475-R037	f72r	CELESTIAL	f72r2.7	otaraldy	OT+AR+AL+Y	DANACH · AUSGANG · ZIELORT · POSTEN	⟦DANACH⟧ · AUSGANG · ZIELORT · POSTEN	1	1	4	NONE	BOUNDARY	AUSGANG	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Ausgang	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O019	G475-O019	OT	DANACH	P1008-E0243	G474-B043	G475-R043	f72r	CELESTIAL	f72r2.13	oteeary	OT+AR	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	⟦DANACH⟧ · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	1	1	4	NONE	BOUNDARY	[STERNSTELLENNAME:ee]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OT · X = nächster Träger: X	danach Sternstelle »ee«	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	GDT474_SELECTED_DEFAULT	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O020	G475-O020	OT	DANACH	P1008-E0244	G474-B044	G475-R044	f72r	CELESTIAL	f72r2.14	otair	OT+AIR	DANACH · BAHN	⟦DANACH⟧ · BAHN	1	1	2	NONE	BOUNDARY	BAHN	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Bahn	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → Ringbahn.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O021	G475-O021	OT	DANACH	P1008-E0248	G474-B047	G475-R047	f72r	CELESTIAL	f72r2.17	otar	OT+AR	DANACH · AUSGANG	⟦DANACH⟧ · AUSGANG	1	1	2	NONE	BOUNDARY	AUSGANG	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Ausgang	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → Ausgangsposition.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O022	G475-O022	OT	DANACH	P1008-E0252	G474-B051	G475-R051	f72r	CELESTIAL	f72r2.21	otolam	OT+OL+AM_ADDR	DANACH · FORTSETZEN · HIER	⟦DANACH⟧ · FORTSETZEN · HIER	1	1	3	NONE	BOUNDARY	FORTSETZEN	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Fortsetzung	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → weiter → hier.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O023	G475-O023	OL	FORTSETZEN	P1008-E0252	G474-B051	G475-R051	f72r	CELESTIAL	f72r2.21	otolam	OT+OL+AM_ADDR	DANACH · FORTSETZEN · HIER	DANACH · ⟦FORTSETZEN⟧ · HIER	1	2	3	DANACH	FUNCTION	HIER	FUNCTION	NAME_FREE	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Folgeschritt in bezeichnete Stelle weiterführen	KEEP_ACTIVE_UNIT	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → weiter → hier.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O024	G475-O024	OT	DANACH	P1008-E0279	G474-B052	G475-R052	f72r	CELESTIAL	f72r2.23	otal	OT+AL	DANACH · ZIELORT	⟦DANACH⟧ · ZIELORT	1	1	2	NONE	BOUNDARY	ZIELORT	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Zielort	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → Zielposition.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O025	G475-O025	OT	DANACH	P1008-E0282	G474-B055	G475-R055	f72r	CELESTIAL	f72r2.26	otalshy	OT+AL+Y	DANACH · ZIELORT · POSTEN	⟦DANACH⟧ · ZIELORT · POSTEN	1	1	3	NONE	BOUNDARY	ZIELORT	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Zielort	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → Zielposition → Positionsposten.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O026	G475-O026	OT	DANACH	P1008-E0285	G474-B058	G475-R058	f72r	CELESTIAL	f72r2.29	otam	OT+AM_ADDR	DANACH · HIER	⟦DANACH⟧ · HIER	1	1	2	NONE	BOUNDARY	HIER	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach bezeichnete Stelle	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → hier.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O027	G475-O027	OL	FORTSETZEN	P1008-E0350	G474-B061	G475-R060	f72r	CELESTIAL	f72r3.2	olkalaiin	OL+AL+AIIN	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	⟦FORTSETZEN⟧ · [STERNSTELLENNAME:k] · ZIELORT · WERT	1	1	4	NONE	BOUNDARY	[STERNSTELLENNAME:k]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Sternstelle »k«	KEEP_ACTIVE_UNIT	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	INSTRUCTION	GDT476_CONTEXT	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O028	G475-O028	OL	FORTSETZEN	P1008-E0351	G474-B062	G475-R060	f72r	CELESTIAL	f72r3.3	olalsy	OL+AL+Y	FORTSETZEN · ZIELORT · POSTEN	⟦FORTSETZEN⟧ · ZIELORT · POSTEN	1	1	3	NONE	BOUNDARY	ZIELORT	FUNCTION	NAME_FREE	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Zielort	KEEP_ACTIVE_UNIT	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: weiter → Zielposition → Positionsposten.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O029	G475-O029	OT	DANACH	P1008-E0354	G474-B065	G475-R063	f72r	CELESTIAL	f72r3.6	oto	OT+O	DANACH · AUSFÜHRUNG	⟦DANACH⟧ · AUSFÜHRUNG	1	1	2	NONE	BOUNDARY	AUSFÜHRUNG	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Ausführung	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → Ausführungspunkt.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O030	G475-O030	OT	DANACH	P1008-E0361	G474-B068	G475-R066	f72r	CELESTIAL	f72r3.9	oteey	OT+EE+Y	DANACH · GRAD II · POSTEN	⟦DANACH⟧ · GRAD II · POSTEN	1	1	3	NONE	BOUNDARY	GRAD II	FUNCTION	NAME_FREE	FORWARD_OPEN	OT · X = nächster Träger: X	danach Grad II	START_FRESH_SIBLING	BUNDLE_LEADING	NEXT_SIBLING_RECORD	EXPLICIT_NEXT_SIBLING_OT	COORDINATE	GDT474_SELECTED_DEFAULT	Adressspur: danach → Grad II → Positionsposten.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O031	G475-O031	OL	FORTSETZEN	P1008-E0364	G474-B070	G475-R068	f72r	CELESTIAL	f72r3.11	ofsholdy	O+LOCAL_CHAR_F+SH+OL	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	AUSFÜHRUNG · HIER · HALTEN · ⟦FORTSETZEN⟧ · [STERNSTELLENNAME:dy]	1	4	5	HALTEN	ACTION	[STERNSTELLENNAME:dy]	LEARNED_NAME	PRE_NAME	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Halten in Sternstelle »dy« weiterführen	KEEP_ACTIVE_UNIT	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	GDT474_SELECTED_DEFAULT	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O032	G475-O032	OL	FORTSETZEN	P1008-E0367	G474-B072	G475-R069	f72r	CELESTIAL	f72r3.13	ykolairol	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	[STERNSTELLENNAME:yk] · ⟦FORTSETZEN⟧ · BAHN · FORTSETZEN	1	2	4	[STERNSTELLENNAME:yk]	LEARNED_NAME	BAHN	FUNCTION	POST_NAME	BRIDGE_LEFT_TO_RIGHT	X · OL · Y = X in Y weiterführen	Sternstelle »yk« in Bahn weiterführen	KEEP_ACTIVE_UNIT	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	INSTRUCTION	GDT476_CONTEXT	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O033	G475-O033	OL	FORTSETZEN	P1008-E0367	G474-B072	G475-R069	f72r	CELESTIAL	f72r3.13	ykolairol	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · ⟦FORTSETZEN⟧	2	4	4	BAHN	FUNCTION	NONE	BOUNDARY	POST_NAME	BACKWARD_HOLD	X · OL = X weiterführen	Bahn weiterführen	KEEP_ACTIVE_UNIT	EVENT_INTERNAL	CONTINUE_ACTIVE_CARD_OR_QUALIFIER	EXPLICIT_CONTINUATION_OL	INSTRUCTION	GDT476_CONTEXT	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O034	G475-O034	OL	FORTSETZEN	P1008-E0422	G474-B082	G475-R078	f72r	CELESTIAL	f72r3.24	olaiin	OL+AIIN	FORTSETZEN · WERT	⟦FORTSETZEN⟧ · WERT	1	1	2	NONE	BOUNDARY	WERT	FUNCTION	NAME_FREE	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Wert	KEEP_ACTIVE_UNIT	BUNDLE_LEADING	CONTINUE_PREVIOUS_RECORD	EXPLICIT_CONTINUATION_OL	CATALOGUE	GDT476_CONTEXT	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
G478-O035	G475-O035	OL	FORTSETZEN	P1008-E0423	G474-B082	G475-R078	f72r	CELESTIAL	f72r3.24	olay	OL	FORTSETZEN · [STERNSTELLENNAME:ay]	⟦FORTSETZEN⟧ · [STERNSTELLENNAME:ay]	1	1	2	NONE	BOUNDARY	[STERNSTELLENNAME:ay]	LEARNED_NAME	PRE_NAME	FORWARD_OPEN	OL · X = weiter mit X	weiter mit Sternstelle »ay«	KEEP_ACTIVE_UNIT	LATER_EVENT_LEADING	CONTINUE_WITHIN_LOCUS	EXPLICIT_CONTINUATION_OL	CATALOGUE	GDT476_CONTEXT	Sternstelle »ay« — Fortsetzungsvermerk.	NO	NO	PAIRED_ORDER_SCOPE_DEFAULT__ROOT_MEANINGS_UNCHANGED
