current_default_id	source_realization_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_slot_trace_de	state_requirement	previous_display_phrase_de	current_default_phrase_de	current_default_policy	editorial_change_type	generalized_inherited_noun_count	evidence_status_retained	display_phrase_provenance_retained	observed_event_count_retained	observed_clause_form_count_retained	observed_pages_retained	observed_event_ids_retained	all_observed_clause_forms_de_retained	observed_inherited_argument_roots_retained	context_argument_policy	all_recipe_value_cells_observed	new_slot_value_required	working_root_meaning_changed	formal_frame_changed	evidence_status_changed	surface_prediction_made	occurrence_prediction_made	guard
G497-D011	G493-C011	G493-F02	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	EINSTELLEN · WERT	T=FESTLEGEN · AIIN=KENNWERT	SELF_CONTAINED_ARGUMENT	Lege den Kennwert fest.	Lege den Kennwert fest.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D012	G493-C012	G493-F02	@ACTION+AIIN	T	T+AIIN	HERBAL	EINSTELLEN · WERT	T=ARBEITSSTUFE EINSTELLEN · AIIN=ARBEITSWERT	SELF_CONTAINED_ARGUMENT	Stelle den Arbeitswert ein.	Stelle den Arbeitswert ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	1	f10r|f95v	G407-E0265|G407-E4534	Stelle den Arbeitswert ein.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D013	G493-C013	G493-F02	@ACTION+AIIN	T	T+AIIN	BIOLOGICAL	EINSTELLEN · WERT	T=STATIONSWERT EINSTELLEN · AIIN=STATIONSWERT	SELF_CONTAINED_ARGUMENT	Stelle den Stationswert ein.	Stelle den Stationswert ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	1	f81r|f82r	G407-E2893|G407-E3440	Stelle den Stationswert ein.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D014	G493-C014	G493-F02	@ACTION+AIIN	T	T+AIIN	CELESTIAL	EINSTELLEN · WERT	T=WERT EINSTELLEN · AIIN=POSITIONSWERT	SELF_CONTAINED_ARGUMENT	Stelle den Positionswert ein.	Stelle den Positionswert ein.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D015	G493-C015	G493-F02	@ACTION+AIIN	T	T+AIIN	PHARMA	EINSTELLEN · WERT	T=ANSATZWERT EINSTELLEN · AIIN=MENGENWERT	SELF_CONTAINED_ARGUMENT	Stelle den Mengenwert ein.	Stelle den Mengenwert ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f89r	G407-E4161	Stelle den Mengenwert ein.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D016	G493-C016	G493-F02	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	MARKIEREN · WERT	R=KENNZEICHNEN · AIIN=KENNWERT	SELF_CONTAINED_ARGUMENT	Kennzeichne den Kennwert.	Kennzeichne den Kennwert.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D017	G493-C017	G493-F02	@ACTION+AIIN	R	R+AIIN	HERBAL	MARKIEREN · WERT	R=TEIL MARKIEREN · AIIN=ARBEITSWERT	SELF_CONTAINED_ARGUMENT	Markiere den Arbeitswert.	Markiere den Arbeitswert.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f95v	G407-E4540	Markiere den Arbeitswert.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D018	G493-C018	G493-F02	@ACTION+AIIN	R	R+AIIN	BIOLOGICAL	MARKIEREN · WERT	R=STATION MARKIEREN · AIIN=STATIONSWERT	SELF_CONTAINED_ARGUMENT	Markiere den Stationswert.	Markiere den Stationswert.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	7	1	f76r|f77r|f82r	G407-E2340|G407-E2603|G407-E2676|G407-E2694|G407-E3370|G407-E3374|G407-E3423	Markiere den Stationswert.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D019	G493-C019	G493-F02	@ACTION+AIIN	R	R+AIIN	CELESTIAL	MARKIEREN · WERT	R=POSITION MARKIEREN · AIIN=POSITIONSWERT	SELF_CONTAINED_ARGUMENT	Markiere den Positionswert.	Markiere den Positionswert.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D020	G493-C020	G493-F02	@ACTION+AIIN	R	R+AIIN	PHARMA	MARKIEREN · WERT	R=POSTEN MARKIEREN · AIIN=MENGENWERT	SELF_CONTAINED_ARGUMENT	Markiere den Mengenwert.	Markiere den Mengenwert.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D021	G493-C021	G493-F03	@ACTION+AIN	T	T+AIN	SOURCE_SECTION_T	EINSTELLEN · ANTEIL	T=FESTLEGEN · AIN=TEILWERT	SELF_CONTAINED_ARGUMENT	Lege den Teilwert fest.	Lege den Teilwert fest.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D022	G493-C022	G493-F03	@ACTION+AIN	T	T+AIN	HERBAL	EINSTELLEN · ANTEIL	T=ARBEITSSTUFE EINSTELLEN · AIN=MATERIALANTEIL	SELF_CONTAINED_ARGUMENT	Stelle den Materialanteil ein.	Stelle den Materialanteil ein.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D023	G493-C023	G493-F03	@ACTION+AIN	T	T+AIN	BIOLOGICAL	EINSTELLEN · ANTEIL	T=STATIONSWERT EINSTELLEN · AIN=STATIONSANTEIL	SELF_CONTAINED_ARGUMENT	Stelle den Stationsanteil ein.	Stelle den Stationsanteil ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f77r	G407-E2709	Stelle den Stationsanteil ein.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D024	G493-C024	G493-F03	@ACTION+AIN	T	T+AIN	CELESTIAL	EINSTELLEN · ANTEIL	T=WERT EINSTELLEN · AIN=SEKTORANTEIL	SELF_CONTAINED_ARGUMENT	Stelle den Sektoranteil ein.	Stelle den Sektoranteil ein.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D025	G493-C025	G493-F03	@ACTION+AIN	T	T+AIN	PHARMA	EINSTELLEN · ANTEIL	T=ANSATZWERT EINSTELLEN · AIN=DROGENANTEIL	SELF_CONTAINED_ARGUMENT	Stelle den Drogenanteil ein.	Stelle den Drogenanteil ein.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f89r	G407-E4098	Stelle den Drogenanteil ein.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D026	G493-C026	G493-F03	@ACTION+AIN	R	R+AIN	SOURCE_SECTION_T	MARKIEREN · ANTEIL	R=KENNZEICHNEN · AIN=TEILWERT	SELF_CONTAINED_ARGUMENT	Kennzeichne den Teilwert.	Kennzeichne den Teilwert.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D027	G493-C027	G493-F03	@ACTION+AIN	R	R+AIN	HERBAL	MARKIEREN · ANTEIL	R=TEIL MARKIEREN · AIN=MATERIALANTEIL	SELF_CONTAINED_ARGUMENT	Markiere den Materialanteil.	Markiere den Materialanteil.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D028	G493-C028	G493-F03	@ACTION+AIN	R	R+AIN	BIOLOGICAL	MARKIEREN · ANTEIL	R=STATION MARKIEREN · AIN=STATIONSANTEIL	SELF_CONTAINED_ARGUMENT	Markiere den Stationsanteil.	Markiere den Stationsanteil.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	3	1	f76r|f81r|f82r	G407-E2137|G407-E2837|G407-E3448	Markiere den Stationsanteil.	NONE	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D029	G493-C029	G493-F03	@ACTION+AIN	R	R+AIN	CELESTIAL	MARKIEREN · ANTEIL	R=POSITION MARKIEREN · AIN=SEKTORANTEIL	SELF_CONTAINED_ARGUMENT	Markiere den Sektoranteil.	Markiere den Sektoranteil.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D030	G493-C030	G493-F03	@ACTION+AIN	R	R+AIN	PHARMA	MARKIEREN · ANTEIL	R=POSTEN MARKIEREN · AIN=DROGENANTEIL	SELF_CONTAINED_ARGUMENT	Markiere den Drogenanteil.	Markiere den Drogenanteil.	COMPOSED_SELF_CONTAINED_RETAINED	UNCHANGED_SELF_CONTAINED	0	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	EXPLICIT_IN_RECIPE	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D031	G493-C031	G493-F04	@ACTION+AL	T	T+AL	SOURCE_SECTION_T	EINSTELLEN · ZIELORT	T=FESTLEGEN · AL=ZIELSPALTE	ACTIVE_ARGUMENT_REQUIRED	Lege den laufenden Eintrag [wie zuvor] fest; zur Zielspalte.	Lege das zuvor Genannte fest; zur Zielspalte.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D032	G493-C032	G493-F04	@ACTION+AL	T	T+AL	HERBAL	EINSTELLEN · ZIELORT	T=ARBEITSSTUFE EINSTELLEN · AL=ZIELSTELLE	ACTIVE_ARGUMENT_REQUIRED	Stelle den Pflanzenposten [wie zuvor] ein; zur Zielstelle.	Stelle das zuvor Genannte ein; zur Zielstelle.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D033	G493-C033	G493-F04	@ACTION+AL	T	T+AL	BIOLOGICAL	EINSTELLEN · ZIELORT	T=STATIONSWERT EINSTELLEN · AL=ZIELSTATION	ACTIVE_ARGUMENT_REQUIRED	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	1	f77r|f83r	G407-E2698|G407-E3592	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	Y	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D034	G493-C034	G493-F04	@ACTION+AL	T	T+AL	CELESTIAL	EINSTELLEN · ZIELORT	T=WERT EINSTELLEN · AL=ZIELPOSITION	ACTIVE_ARGUMENT_REQUIRED	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	OBSERVED_CLAUSE_RETAINED	UNCHANGED_OBSERVED	0	OBSERVED_CLAUSE	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	f71v	G407-E1108	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Y	USE_EXACT_OBSERVED_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D035	G493-C035	G493-F04	@ACTION+AL	T	T+AL	PHARMA	EINSTELLEN · ZIELORT	T=ANSATZWERT EINSTELLEN · AL=ZIELGEFÄSS	ACTIVE_ARGUMENT_REQUIRED	Stelle den Drogenposten [wie zuvor] ein; zum Zielgefäß.	Stelle das zuvor Genannte ein; zum Zielgefäß.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D036	G493-C036	G493-F04	@ACTION+AL	R	R+AL	SOURCE_SECTION_T	MARKIEREN · ZIELORT	R=KENNZEICHNEN · AL=ZIELSPALTE	ACTIVE_ARGUMENT_REQUIRED	Kennzeichne den laufenden Eintrag [wie zuvor]; zur Zielspalte.	Kennzeichne das zuvor Genannte; zur Zielspalte.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-D037	G493-C037	G493-F04	@ACTION+AL	R	R+AL	HERBAL	MARKIEREN · ZIELORT	R=TEIL MARKIEREN · AL=ZIELSTELLE	ACTIVE_ARGUMENT_REQUIRED	Markiere den Pflanzenposten [wie zuvor]; zur Zielstelle.	Markiere das zuvor Genannte; zur Zielstelle.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	NONE	NONE	NONE	NONE	INHERIT_LIVE_ARGUMENT	YES	NO	NO	NO	NO	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
