context_generalization_id	current_default_id	source_realization_cell_id	frozen_frame	action_root	action_recipe	register	previous_y_default_phrase_de	context_safe_default_phrase_de	editorial_change_type	generalized_inherited_noun_count	same_frame_observed_state_cell_count	same_frame_observed_state_cell_ids	same_frame_observed_argument_roots	same_register_observed_state_cell_count	same_register_observed_state_cell_ids	same_action_observed_state_cell_count	same_action_observed_state_cell_ids	same_action_observed_registers	observed_state_examples_de	working_root_meaning_changed	formal_frame_changed	evidence_status_retained	surface_prediction_made	occurrence_prediction_made	guard
G497-C11	G497-D074	G493-C074	@ACTION+OL	T	T+OL	CELESTIAL	Weiter stelle den Positionsposten [wie zuvor] ein.	Fahre fort, das zuvor Genannte einzustellen.	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	1	5	G493-C071|G493-C072|G493-C073|G493-C075|G493-C078	AIIN|AIN|Y	0	NONE	4	G493-C071|G493-C072|G493-C073|G493-C075	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	G493-C071:SOURCE_SECTION_T:T+OL:Weiter lege den laufenden Eintrag [wie zuvor] fest. || G493-C072:HERBAL:T+OL:Weiter stelle den Pflanzenposten [wie zuvor] ein. || G493-C073:BIOLOGICAL:T+OL:Weiter stelle den Stationsposten [wie zuvor] ein. || G493-C075:PHARMA:T+OL:Weiter stelle den Drogenanteil [wie zuvor] ein. || G493-C078:BIOLOGICAL:R+OL:Weiter markiere den Stationsposten [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C12	G497-D076	G493-C076	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	Weiter kennzeichne den laufenden Eintrag [wie zuvor].	Fahre fort, das zuvor Genannte zu kennzeichnen.	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	1	5	G493-C071|G493-C072|G493-C073|G493-C075|G493-C078	AIIN|AIN|Y	1	G493-C071	1	G493-C078	BIOLOGICAL	G493-C071:SOURCE_SECTION_T:T+OL:Weiter lege den laufenden Eintrag [wie zuvor] fest. || G493-C072:HERBAL:T+OL:Weiter stelle den Pflanzenposten [wie zuvor] ein. || G493-C073:BIOLOGICAL:T+OL:Weiter stelle den Stationsposten [wie zuvor] ein. || G493-C075:PHARMA:T+OL:Weiter stelle den Drogenanteil [wie zuvor] ein. || G493-C078:BIOLOGICAL:R+OL:Weiter markiere den Stationsposten [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C13	G497-D077	G493-C077	@ACTION+OL	R	R+OL	HERBAL	Weiter markiere den Pflanzenposten [wie zuvor].	Fahre fort, das zuvor Genannte zu markieren.	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	1	5	G493-C071|G493-C072|G493-C073|G493-C075|G493-C078	AIIN|AIN|Y	1	G493-C072	1	G493-C078	BIOLOGICAL	G493-C071:SOURCE_SECTION_T:T+OL:Weiter lege den laufenden Eintrag [wie zuvor] fest. || G493-C072:HERBAL:T+OL:Weiter stelle den Pflanzenposten [wie zuvor] ein. || G493-C073:BIOLOGICAL:T+OL:Weiter stelle den Stationsposten [wie zuvor] ein. || G493-C075:PHARMA:T+OL:Weiter stelle den Drogenanteil [wie zuvor] ein. || G493-C078:BIOLOGICAL:R+OL:Weiter markiere den Stationsposten [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C14	G497-D079	G493-C079	@ACTION+OL	R	R+OL	CELESTIAL	Weiter markiere den Positionsposten [wie zuvor].	Fahre fort, das zuvor Genannte zu markieren.	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	1	5	G493-C071|G493-C072|G493-C073|G493-C075|G493-C078	AIIN|AIN|Y	0	NONE	1	G493-C078	BIOLOGICAL	G493-C071:SOURCE_SECTION_T:T+OL:Weiter lege den laufenden Eintrag [wie zuvor] fest. || G493-C072:HERBAL:T+OL:Weiter stelle den Pflanzenposten [wie zuvor] ein. || G493-C073:BIOLOGICAL:T+OL:Weiter stelle den Stationsposten [wie zuvor] ein. || G493-C075:PHARMA:T+OL:Weiter stelle den Drogenanteil [wie zuvor] ein. || G493-C078:BIOLOGICAL:R+OL:Weiter markiere den Stationsposten [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C15	G497-D080	G493-C080	@ACTION+OL	R	R+OL	PHARMA	Weiter markiere den Drogenposten [wie zuvor].	Fahre fort, das zuvor Genannte zu markieren.	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	1	5	G493-C071|G493-C072|G493-C073|G493-C075|G493-C078	AIIN|AIN|Y	1	G493-C075	1	G493-C078	BIOLOGICAL	G493-C071:SOURCE_SECTION_T:T+OL:Weiter lege den laufenden Eintrag [wie zuvor] fest. || G493-C072:HERBAL:T+OL:Weiter stelle den Pflanzenposten [wie zuvor] ein. || G493-C073:BIOLOGICAL:T+OL:Weiter stelle den Stationsposten [wie zuvor] ein. || G493-C075:PHARMA:T+OL:Weiter stelle den Drogenanteil [wie zuvor] ein. || G493-C078:BIOLOGICAL:R+OL:Weiter markiere den Stationsposten [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C16	G497-D101	G493-C101	CH+@ACTION	T	CH+T	SOURCE_SECTION_T	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest.	Entnimm das zuvor Genannte und lege es fest.	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	2	G493-C102|G493-C108	AIIN	0	NONE	1	G493-C102	HERBAL	G493-C102:HERBAL:CH+T:Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein. || G493-C108:BIOLOGICAL:CH+R:Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C17	G497-D103	G493-C103	CH+@ACTION	T	CH+T	BIOLOGICAL	Entnimm den Stationsposten [wie zuvor] und stelle den Stationsposten [wie zuvor] ein.	Entnimm das zuvor Genannte und stelle es ein.	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	2	G493-C102|G493-C108	AIIN	1	G493-C108	1	G493-C102	HERBAL	G493-C102:HERBAL:CH+T:Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein. || G493-C108:BIOLOGICAL:CH+R:Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C18	G497-D104	G493-C104	CH+@ACTION	T	CH+T	CELESTIAL	Nimm den Positionsposten [wie zuvor] auf und stelle den Positionsposten [wie zuvor] ein.	Nimm das zuvor Genannte auf und stelle es ein.	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	2	G493-C102|G493-C108	AIIN	0	NONE	1	G493-C102	HERBAL	G493-C102:HERBAL:CH+T:Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein. || G493-C108:BIOLOGICAL:CH+R:Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C19	G497-D105	G493-C105	CH+@ACTION	T	CH+T	PHARMA	Nimm den Drogenposten [wie zuvor] und stelle den Drogenposten [wie zuvor] ein.	Nimm das zuvor Genannte und stelle es ein.	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	2	G493-C102|G493-C108	AIIN	0	NONE	1	G493-C102	HERBAL	G493-C102:HERBAL:CH+T:Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein. || G493-C108:BIOLOGICAL:CH+R:Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C20	G497-D106	G493-C106	CH+@ACTION	R	CH+R	SOURCE_SECTION_T	Entnimm den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor].	Entnimm das zuvor Genannte und kennzeichne es.	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	2	G493-C102|G493-C108	AIIN	0	NONE	1	G493-C108	BIOLOGICAL	G493-C102:HERBAL:CH+T:Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein. || G493-C108:BIOLOGICAL:CH+R:Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C21	G497-D107	G493-C107	CH+@ACTION	R	CH+R	HERBAL	Nimm den Pflanzenposten [wie zuvor] und markiere den Pflanzenposten [wie zuvor].	Nimm das zuvor Genannte und markiere es.	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	2	G493-C102|G493-C108	AIIN	1	G493-C102	1	G493-C108	BIOLOGICAL	G493-C102:HERBAL:CH+T:Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein. || G493-C108:BIOLOGICAL:CH+R:Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C22	G497-D109	G493-C109	CH+@ACTION	R	CH+R	CELESTIAL	Nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor].	Nimm das zuvor Genannte auf und markiere es.	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	2	G493-C102|G493-C108	AIIN	0	NONE	1	G493-C108	BIOLOGICAL	G493-C102:HERBAL:CH+T:Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein. || G493-C108:BIOLOGICAL:CH+R:Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-C23	G497-D110	G493-C110	CH+@ACTION	R	CH+R	PHARMA	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor].	Nimm das zuvor Genannte und markiere es.	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	2	G493-C102|G493-C108	AIIN	0	NONE	1	G493-C108	BIOLOGICAL	G493-C102:HERBAL:CH+T:Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein. || G493-C108:BIOLOGICAL:CH+R:Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	NO	NO	COMPOSED_WORKING	NO	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
