current_pair_id	frozen_frame	register	t_current_default_id	r_current_default_id	t_current_phrase_de	r_current_phrase_de	t_policy	r_policy	t_evidence_status	r_evidence_status	current_phrases_distinct	formal_remainder_unchanged	both_context_safe	working_root_meaning_changed	guard
G497-TR38	@ACTION+OL	HERBAL	G497-D072	G497-D077	Weiter stelle den Pflanzenposten [wie zuvor] ein.	Fahre fort, das zuvor Genannte zu markieren.	OBSERVED_CLAUSE_RETAINED	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR39	@ACTION+OL	PHARMA	G497-D075	G497-D080	Weiter stelle den Drogenanteil [wie zuvor] ein.	Fahre fort, das zuvor Genannte zu markieren.	OBSERVED_CLAUSE_RETAINED	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR40	@ACTION+OL	SOURCE_SECTION_T	G497-D071	G497-D076	Weiter lege den laufenden Eintrag [wie zuvor] fest.	Fahre fort, das zuvor Genannte zu kennzeichnen.	OBSERVED_CLAUSE_RETAINED	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR41	@ACTION+OR+Y	BIOLOGICAL	G497-D083	G497-D088	Stelle die Stationseinheit und den Stationsposten ein.	Markiere die Stationseinheit und den Stationsposten.	COMPOSED_SELF_CONTAINED_RETAINED	OBSERVED_CLAUSE_RETAINED	COMPOSED_WORKING	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR42	@ACTION+OR+Y	CELESTIAL	G497-D084	G497-D089	Stelle die Positionseinheit und den Positionsposten ein.	Markiere die Positionseinheit und den Positionsposten.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR43	@ACTION+OR+Y	HERBAL	G497-D082	G497-D087	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Markiere die Arbeitseinheit und den Pflanzenposten.	OBSERVED_CLAUSE_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR44	@ACTION+OR+Y	PHARMA	G497-D085	G497-D090	Stelle die Ansatzeinheit und den Drogenposten ein.	Markiere die Ansatzeinheit und den Drogenposten.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR45	@ACTION+OR+Y	SOURCE_SECTION_T	G497-D081	G497-D086	Lege die Eintragseinheit und den laufenden Eintrag fest.	Kennzeichne die Eintragseinheit und den laufenden Eintrag.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR46	@ACTION+Y	BIOLOGICAL	G497-D093	G497-D098	Stelle den Stationsposten ein.	Markiere den Stationsposten.	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE_RETAINED	OBSERVED_CLAUSE	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR47	@ACTION+Y	CELESTIAL	G497-D094	G497-D099	Stelle den Positionsposten ein.	Markiere den Positionsposten.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR48	@ACTION+Y	HERBAL	G497-D092	G497-D097	Stelle den Pflanzenposten ein.	Markiere den Pflanzenposten.	OBSERVED_CLAUSE_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR49	@ACTION+Y	PHARMA	G497-D095	G497-D100	Stelle den Drogenposten ein.	Markiere den Drogenposten.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR50	@ACTION+Y	SOURCE_SECTION_T	G497-D091	G497-D096	Lege den laufenden Eintrag fest.	Kennzeichne den laufenden Eintrag.	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_SELF_CONTAINED_RETAINED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR51	CH+@ACTION	BIOLOGICAL	G497-D103	G497-D108	Entnimm das zuvor Genannte und stelle es ein.	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE_RETAINED	COMPOSED_WORKING	OBSERVED_CLAUSE	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR52	CH+@ACTION	CELESTIAL	G497-D104	G497-D109	Nimm das zuvor Genannte auf und stelle es ein.	Nimm das zuvor Genannte auf und markiere es.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR53	CH+@ACTION	HERBAL	G497-D102	G497-D107	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	Nimm das zuvor Genannte und markiere es.	OBSERVED_CLAUSE_RETAINED	COMPOSED_CONTEXT_SAFE_GENERALIZED	OBSERVED_CLAUSE	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR54	CH+@ACTION	PHARMA	G497-D105	G497-D110	Nimm das zuvor Genannte und stelle es ein.	Nimm das zuvor Genannte und markiere es.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G497-TR55	CH+@ACTION	SOURCE_SECTION_T	G497-D101	G497-D106	Entnimm das zuvor Genannte und lege es fest.	Entnimm das zuvor Genannte und kennzeichne es.	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_CONTEXT_SAFE_GENERALIZED	COMPOSED_WORKING	COMPOSED_WORKING	YES	YES	YES	NO	CURRENT_WORKING_DEFAULT__NO_SURFACE_OR_OCCURRENCE_PREDICTION
