drill_id	source_position	owner_code	microcycle	board_call_only	joint_tuple_id	baseline_surface	drill_surface	surface_changed	registered_palette	surface_is_registered	atomic_backread_de	identity_backread
D02	12	B3	C4	B3:C4:12@0275fbf1	0275fbf14e07935b0a45	qokeey	qokeey	NO	okeey|qokeey	YES	Langkontakt	0275fbf14e07935b0a45
D02	13	B3	C4	B3:C4:13@7db18b2f	7db18b2f0fb7ed0fcfd3	qokedy	qokedy	NO	qokedy	YES	Kurzkontakt	7db18b2f0fb7ed0fcfd3
D02	14	B3	C4	B3:C4:14@e026af58	e026af581c99322fbd46	talam	talam	NO	talam	YES	Verwahren	e026af581c99322fbd46
D03	1	H4	C1	H4:C1:01@2cc05435	2cc054357a929df85f64	sho	sho	NO	cho|sho	YES	Zutat	2cc054357a929df85f64
D03	2	H4	C1	H4:C1:02@7a4bb813	7a4bb8136330ee4e6e56	shor	shor	NO	chor|or|shor|sor	YES	Ansatz	7a4bb8136330ee4e6e56
D03	3	H4	C1	H4:C1:03@807591ef	807591efc3d3f7ddbfab	cheoar	cheoar	NO	cheoar	YES	Auszugnahme	807591efc3d3f7ddbfab
D03	4	H4	C1	H4:C1:04@d904bf7b	d904bf7b044dd3922781	cheky	cheky	NO	cheky	YES	Kurzwärme	d904bf7b044dd3922781
D03	5	H4	C2	H4:C2:05@5fca8fc3	5fca8fc3dee57e1d8c1f	lcheey	lcheey	NO	lcheey	YES	Klarabzug	5fca8fc3dee57e1d8c1f
D03	6	H4	C2	H4:C2:06@deb37738	deb377381ceaf55ea310	cphy	cphy	NO	cphy	YES	Nachseihen	deb377381ceaf55ea310
D03	7	H4	C2	H4:C2:07@e0b630cb	e0b630cb1b5df5e7105b	checthy	checthy	NO	checthy|cthy|shcthy	YES	Bereit	e0b630cb1b5df5e7105b
D03	8	B3	C3	B3:C3:08@b921a237	b921a237be883a820352	y	dy	YES	chey|chy|dy|shy|sy|y	YES	Diesposten	b921a237be883a820352
D03	9	B3	C3	B3:C3:09@2f1c5e56	2f1c5e56e8f0ff459065	taiin	taiin	NO	aiin|chaiin|daiin|saiin|taiin	YES	Sollmaß	2f1c5e56e8f0ff459065
D03	10	B3	C3	B3:C3:10@2cc8bb3c	2cc8bb3c2af19607888f	shckhy	shckhy	NO	chckhy|shckhy	YES	durchleiten	2cc8bb3c2af19607888f
D03	11	B3	C3	B3:C3:11@276a7c2d	276a7c2d74d1143446f4	qoky	qoky	NO	choky|oky|qoky	YES	Einsetzen	276a7c2d74d1143446f4
D03	12	B3	C4	B3:C4:12@0275fbf1	0275fbf14e07935b0a45	qokeey	qokeey	NO	okeey|qokeey	YES	Langkontakt	0275fbf14e07935b0a45
D03	13	B3	C4	B3:C4:13@7db18b2f	7db18b2f0fb7ed0fcfd3	qokedy	qokedy	NO	qokedy	YES	Kurzkontakt	7db18b2f0fb7ed0fcfd3
D03	14	B3	C4	B3:C4:14@e026af58	e026af581c99322fbd46	talam	talam	NO	talam	YES	Verwahren	e026af581c99322fbd46
D04	1	H4	C1	H4:C1:01@2cc05435	2cc054357a929df85f64	sho	sho	NO	cho|sho	YES	Zutat	2cc054357a929df85f64
D04	2	H4	C1	H4:C1:02@7a4bb813	7a4bb8136330ee4e6e56	shor	shor	NO	chor|or|shor|sor	YES	Ansatz	7a4bb8136330ee4e6e56
D04	3	H4	C1	H4:C1:03@807591ef	807591efc3d3f7ddbfab	cheoar	cheoar	NO	cheoar	YES	Auszugnahme	807591efc3d3f7ddbfab
D04	4	H4	C1	H4:C1:04@d904bf7b	d904bf7b044dd3922781	cheky	cheky	NO	cheky	YES	Kurzwärme	d904bf7b044dd3922781
D04	5	H4	C2	H4:C2:05@5fca8fc3	5fca8fc3dee57e1d8c1f	lcheey	lcheey	NO	lcheey	YES	Klarabzug	5fca8fc3dee57e1d8c1f
D04	6	H4	C2	H4:C2:06@deb37738	deb377381ceaf55ea310	cphy	cphy	NO	cphy	YES	Nachseihen	deb377381ceaf55ea310
D04	7	H4	C2	H4:C2:07@e0b630cb	e0b630cb1b5df5e7105b	checthy	checthy	NO	checthy|cthy|shcthy	YES	Bereit	e0b630cb1b5df5e7105b
D04	8	B3	C3	B3:C3:08@b921a237	b921a237be883a820352	y	shy	YES	chey|chy|dy|shy|sy|y	YES	Diesposten	b921a237be883a820352
D04	9	B3	C3	B3:C3:09@2f1c5e56	2f1c5e56e8f0ff459065	taiin	taiin	NO	aiin|chaiin|daiin|saiin|taiin	YES	Sollmaß	2f1c5e56e8f0ff459065
D04	10	B3	C3	B3:C3:10@2cc8bb3c	2cc8bb3c2af19607888f	shckhy	shckhy	NO	chckhy|shckhy	YES	durchleiten	2cc8bb3c2af19607888f
D04	11	B3	C3	B3:C3:11@276a7c2d	276a7c2d74d1143446f4	qoky	qoky	NO	choky|oky|qoky	YES	Einsetzen	276a7c2d74d1143446f4
D04	12	B3	C4	B3:C4:12@0275fbf1	0275fbf14e07935b0a45	qokeey	qokeey	NO	okeey|qokeey	YES	Langkontakt	0275fbf14e07935b0a45
D04	13	B3	C4	B3:C4:13@7db18b2f	7db18b2f0fb7ed0fcfd3	qokedy	qokedy	NO	qokedy	YES	Kurzkontakt	7db18b2f0fb7ed0fcfd3
D04	14	B3	C4	B3:C4:14@e026af58	e026af581c99322fbd46	talam	talam	NO	talam	YES	Verwahren	e026af581c99322fbd46
D05	1	H4	C1	H4:C1:01@2cc05435	2cc054357a929df85f64	sho	sho	NO	cho|sho	YES	Zutat	2cc054357a929df85f64
D05	2	H4	C1	H4:C1:02@7a4bb813	7a4bb8136330ee4e6e56	shor	shor	NO	chor|or|shor|sor	YES	Ansatz	7a4bb8136330ee4e6e56
D05	3	H4	C1	H4:C1:03@807591ef	807591efc3d3f7ddbfab	cheoar	cheoar	NO	cheoar	YES	Auszugnahme	807591efc3d3f7ddbfab
D05	4	H4	C1	H4:C1:04@d904bf7b	d904bf7b044dd3922781	cheky	cheky	NO	cheky	YES	Kurzwärme	d904bf7b044dd3922781
D05	5	H4	C2	H4:C2:05@5fca8fc3	5fca8fc3dee57e1d8c1f	lcheey	lcheey	NO	lcheey	YES	Klarabzug	5fca8fc3dee57e1d8c1f
D05	6	H4	C2	H4:C2:06@deb37738	deb377381ceaf55ea310	cphy	cphy	NO	cphy	YES	Nachseihen	deb377381ceaf55ea310
D05	7	H4	C2	H4:C2:07@e0b630cb	e0b630cb1b5df5e7105b	checthy	checthy	NO	checthy|cthy|shcthy	YES	Bereit	e0b630cb1b5df5e7105b
D05	8	B3	C3	B3:C3:08@b921a237	b921a237be883a820352	y	y	NO	chey|chy|dy|shy|sy|y	YES	Diesposten	b921a237be883a820352
D05	9	B3	C3	B3:C3:09@2f1c5e56	2f1c5e56e8f0ff459065	taiin	aiin	YES	aiin|chaiin|daiin|saiin|taiin	YES	Sollmaß	2f1c5e56e8f0ff459065
D05	10	B3	C3	B3:C3:10@2cc8bb3c	2cc8bb3c2af19607888f	shckhy	shckhy	NO	chckhy|shckhy	YES	durchleiten	2cc8bb3c2af19607888f
D05	11	B3	C3	B3:C3:11@276a7c2d	276a7c2d74d1143446f4	qoky	qoky	NO	choky|oky|qoky	YES	Einsetzen	276a7c2d74d1143446f4
D05	12	B3	C4	B3:C4:12@0275fbf1	0275fbf14e07935b0a45	qokeey	qokeey	NO	okeey|qokeey	YES	Langkontakt	0275fbf14e07935b0a45
D05	13	B3	C4	B3:C4:13@7db18b2f	7db18b2f0fb7ed0fcfd3	qokedy	qokedy	NO	qokedy	YES	Kurzkontakt	7db18b2f0fb7ed0fcfd3
D05	14	B3	C4	B3:C4:14@e026af58	e026af581c99322fbd46	talam	talam	NO	talam	YES	Verwahren	e026af581c99322fbd46
D06	1	H4	C1	H4:C1:01@2cc05435	2cc054357a929df85f64	sho	sho	NO	cho|sho	YES	Zutat	2cc054357a929df85f64
D06	2	H4	C1	H4:C1:02@7a4bb813	7a4bb8136330ee4e6e56	shor	shor	NO	chor|or|shor|sor	YES	Ansatz	7a4bb8136330ee4e6e56
D06	3	H4	C1	H4:C1:03@807591ef	807591efc3d3f7ddbfab	cheoar	cheoar	NO	cheoar	YES	Auszugnahme	807591efc3d3f7ddbfab
D06	4	H4	C1	H4:C1:04@d904bf7b	d904bf7b044dd3922781	cheky	cheky	NO	cheky	YES	Kurzwärme	d904bf7b044dd3922781
D06	5	H4	C2	H4:C2:05@5fca8fc3	5fca8fc3dee57e1d8c1f	lcheey	lcheey	NO	lcheey	YES	Klarabzug	5fca8fc3dee57e1d8c1f
D06	6	H4	C2	H4:C2:06@deb37738	deb377381ceaf55ea310	cphy	cphy	NO	cphy	YES	Nachseihen	deb377381ceaf55ea310
D06	7	H4	C2	H4:C2:07@e0b630cb	e0b630cb1b5df5e7105b	checthy	checthy	NO	checthy|cthy|shcthy	YES	Bereit	e0b630cb1b5df5e7105b
D06	8	B3	C3	B3:C3:08@b921a237	b921a237be883a820352	y	y	NO	chey|chy|dy|shy|sy|y	YES	Diesposten	b921a237be883a820352
D06	9	B3	C3	B3:C3:09@2f1c5e56	2f1c5e56e8f0ff459065	taiin	daiin	YES	aiin|chaiin|daiin|saiin|taiin	YES	Sollmaß	2f1c5e56e8f0ff459065
D06	10	B3	C3	B3:C3:10@2cc8bb3c	2cc8bb3c2af19607888f	shckhy	shckhy	NO	chckhy|shckhy	YES	durchleiten	2cc8bb3c2af19607888f
D06	11	B3	C3	B3:C3:11@276a7c2d	276a7c2d74d1143446f4	qoky	qoky	NO	choky|oky|qoky	YES	Einsetzen	276a7c2d74d1143446f4
D06	12	B3	C4	B3:C4:12@0275fbf1	0275fbf14e07935b0a45	qokeey	qokeey	NO	okeey|qokeey	YES	Langkontakt	0275fbf14e07935b0a45
D06	13	B3	C4	B3:C4:13@7db18b2f	7db18b2f0fb7ed0fcfd3	qokedy	qokedy	NO	qokedy	YES	Kurzkontakt	7db18b2f0fb7ed0fcfd3
D06	14	B3	C4	B3:C4:14@e026af58	e026af581c99322fbd46	talam	talam	NO	talam	YES	Verwahren	e026af581c99322fbd46
