work_order_id	work_order_title_de	execution_step	phase	phase_step	source_unit	page	reading_unit_count	visible_group_count	compact_command_de	complete_current_reading_de	handoff_de
D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	4	WHAT	1	H3	f11r	4	17	Kräuteransatz auswringen, stehen lassen, nachseihen, klar abziehen und kühlen	Entnimm eine Zutat, gib sie dorthin, wringe aus, lass bis zum Standmass stehen, seih nach, nimm den Klarlauf und stelle ihn kalt. Lege einen Zutatenteil zurueck. Nimm den Vorposten, bearbeite diesen Posten und stelle sein Sollmass ein. Nimm die restliche Blütenreserve als Folgeposten, setze die Fortsetzung an und halte sie bereit	vorbereiteten Posten an die Ausführungsstation übergeben
D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	5	HOW	1	B2	f82r	22	62	Flüssigkeit durch lokale Stationen führen, sammeln, wärmen, klären und verteilen	Setze um und schließe Führe weiter und schließe Gib eine Portion zu, setze den Posten länger an und schließe Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe Setze diesen Posten dort an, sammle bis zum Sollmass, leite durch, stelle das Sollmass ein, fuehre bereit weiter, waerme laenger, ziehe ab und schliesse. Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an. Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe Lass weiter absetzen und schließe Setze laenger an, fuehre den Posten durch den Auslass und nimm den Klarlauf. Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn laenger an, fuehre den Klarlauf ab, stelle das Sollmass ein, fuehre den Posten vollstaendig aus und schliesse. Führe ab und schließe Fuehre von dort ab. Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze laenger an und schliesse. Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe Lass den Posten kurz am Ziel ruhen, schliesse die Nebenöffnung und beende den Schritt. Setze länger an und schließe Führe den Waschgang aus und schließe. Nimm die lange Folge und schließe Setze länger an und schließe Führe den Rest ab und schließe	Ergebnis, Ziel und Abschluss auf der Auftragskarte vermerken
D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	1	WHEN	1	M69_LEFT_RUBRIC	f69v	1	40	Lies die linke Ringrubrik als Bedienregel für das 28-Platz-Inventar	A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf | Ablesung dieses Hauses | naechster Platz oder folgende Bedingung | vom bezeichneten Ausgangsplatz | Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | Diagrammposten setzen oder aktivieren + Position oder Bedingung halten | Ausgangssektor, Ursprung oder Bezugswert | abgeleiteter Platzwert | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Grundwert | aktueller Phasenwert | naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe | in langer Stufe setzen | fester Grundindex | lange oder volle Diagrammstufe | dieser lokale Diagrammposten | dieser lokale Diagrammposten | naechster Platz oder folgende Bedingung | dieser lokale Diagrammposten | Diagrammposten setzen oder aktivieren | sekundärer Zustand fest | Diagrammposten setzen oder aktivieren | dieser lokale Diagrammposten | dieser lokale Diagrammposten | Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert | im selben Ring oder Band fortsetzen | lange oder volle Diagrammstufe | aktueller Platz | Himmels-, Ring- oder Zeigerlauf | Teilsektor oder Untereintrag | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe | vom bezeichneten Ausgangsplatz | Grundwert | ausgewählter Klassenplatz | Bedingungs-, Tabellen- oder Wahlansatz | vom bezeichneten Ausgangsplatz.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	2	WHEN	2	M69_LEFT_28_SLOTS	f69v	28	33	Wähle genau den sichtbaren Radialplatz und lies seinen Wert	A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen | vom bezeichneten Ausgangsplatz. A3_LEFT_RADIAL_SLOT_02: Diagrammposten setzen oder aktivieren | dieser lokale Diagrammposten. A3_LEFT_RADIAL_SLOT_03: Himmelsobjekt oder Eingangsbedingung. A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe. A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz. A3_LEFT_RADIAL_SLOT_06: lange oder volle Diagrammstufe. A3_LEFT_RADIAL_SLOT_07: Platz fest eingetragen. A3_LEFT_RADIAL_SLOT_08: Diagrammposten setzen oder aktivieren. A3_LEFT_RADIAL_SLOT_09: naechster Platz oder folgende Bedingung. A3_LEFT_RADIAL_SLOT_10: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld. A3_LEFT_RADIAL_SLOT_11: Diagrammposten setzen oder aktivieren. A3_LEFT_RADIAL_SLOT_12: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe. A3_LEFT_RADIAL_SLOT_13: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen. A3_LEFT_RADIAL_SLOT_14: aktuelle Klasse fest. A3_LEFT_RADIAL_SLOT_15: Diagrammposten setzen oder aktivieren. A3_LEFT_RADIAL_SLOT_16: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld. A3_LEFT_RADIAL_SLOT_17: sekundärer Hauptindex. A3_LEFT_RADIAL_SLOT_18: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert. A3_LEFT_RADIAL_SLOT_19: Klassenplatz fest eingetragen. A3_LEFT_RADIAL_SLOT_20: Ausgangssektor, Ursprung oder Bezugswert. A3_LEFT_RADIAL_SLOT_21: naechster Platz oder folgende Bedingung. A3_LEFT_RADIAL_SLOT_22: in langer Stufe setzen | dieser lokale Diagrammposten. A3_LEFT_RADIAL_SLOT_23: in kurzer Stufe setzen | Festwert. A3_LEFT_RADIAL_SLOT_24: Diagrammposten setzen oder aktivieren. A3_LEFT_RADIAL_SLOT_25: Diagrammposten setzen oder aktivieren. A3_LEFT_RADIAL_SLOT_26: Diagrammposten setzen oder aktivieren. A3_LEFT_RADIAL_SLOT_27: Diagrammplatz berechnen oder bearbeiten. A3_LEFT_RADIAL_SLOT_28: Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	3	WHEN	3	M69_MIDDLE_QUALITY	f69v	1	38	Lies das mittlere Rad als eigene Qualitäts- oder Wettertafel	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität | im selben Ring oder Band fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | zum bezeichneten Zielplatz | aktuelle Qualität fest | Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz | abgelesener oder freigegebener Diagrammwert | im selben Ring, Band oder Satz fortsetzen | lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld | Ablesewert | Ausgangssektor, Ursprung oder Bezugswert | durch Sektor, Ring oder Pruefweg fuehren | diese Position laenger halten | Sollwert oder Grad des bezeichneten Himmelsplatzes | dieser lokale Diagrammposten | Zielsektor, Zielstern oder Zielfeld | Ablesewert fest | zum bezeichneten Zielplatz | ausgewählter Phasenwert | Ausgangssektor, Ursprung oder Bezugswert | dieser lokale Diagrammposten | dieser lokale Diagrammposten | aktuelle Klasse | Zustand | dieser lokale Diagrammposten | dieser lokale Diagrammposten | im selben Ring oder Band fortsetzen | Ausgangssektor, Ursprung oder Bezugswert | im selben Ring oder Band fortsetzen | dieser lokale Diagrammposten | lange oder volle Diagrammstufe | dieser lokale Diagrammposten | zum bezeichneten Zielplatz | diesen Diagrammposten zuruecknehmen | Himmels-, Ring- oder Zeigerlauf | diesen Diagrammposten setzen | aktueller Ablesewert | dieser lokale Diagrammposten.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	4	WHEN	4	M69_RIGHT_LIGHT	f69v	1	29	Lies das rechte Rad als eigene Licht- oder Zustandsregel	A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf | naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld | Himmels-, Ring- oder Zeigerlauf | auf den bezeichneten Diagrammplatz uebertragen | naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | dieser lokale Diagrammposten | naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz | Eingangsobjekt oder Eingangsbedingung | naechster Platz oder folgende Bedingung + Himmels-, Ring- oder Zeigerlauf | Wert oder Platzbezug uebertragen | naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld | Bedingungs-, Tabellen- oder Wahlansatz | Ausgangssektor, Ursprung oder Bezugswert | Himmels-, Ring- oder Zeigerlauf | naechster Platz oder folgende Bedingung | Teilsektor oder Untereintrag | Hauptwert | fester Zustand | naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen | Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld | naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert | lange oder volle Diagrammstufe | Himmels-, Ring- oder Zeigerlauf | dieser lokale Diagrammposten | Diagrammposten setzen oder aktivieren | zum bezeichneten Zielplatz | naechster Diagrammposten in langer Stufe | naechster Diagrammposten in langer Stufe.	Bedingung auf die Auftragskarte schreiben; dann Material bereitstellen
D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	5	WHAT	1	H4	f55v	4	18	Ansatz portionieren, lagern, wieder entnehmen und länger einwirken lassen	Stelle das Sollmaß ein, nimm eine Postenportion und kühle diesen Anteil ab Setze den Posten nach Sollmass um und verwahre ihn am Ziel. Nimm den Auszug aus dem verwahrten Ansatz nach Postenmaß, wärme ihn länger und schließe die Fortsetzung Stelle das Sollmass ein, setze dort an, fuehre den bereiten Ansatz weiter und nimm davon eine Portion.	vorbereiteten Posten an die Ausführungsstation übergeben
D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	6	HOW	1	B4	f83r	16	47	Tuch-, Auflage- oder Einsatzfolge anlegen, festmachen, nachwaschen und abführen	Setze länger an und schließe Fuehre diesen Posten weiter, setze ihn laenger und dann kurz an und schliesse. Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe Befestige den Posten und schließe Lege das Tuch ein, setze um, setze länger an und schließe Seih und schließe Seih und schließe Stelle das Sollmass ein, waerme laenger, lass laenger ruhen, setze kurz an und schliesse. Lass absetzen und schließe Führe weiter und schließe Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe Führe ab und schließe Setze die Fortsetzung ein, lass absetzen und schließe Setze den Ansatz in einen kurzen Durchlauf, schliesse den Wasserlauf und beende den Schritt. Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, fuehre ab und schliesse. Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schliesse.	Ergebnis, Ziel und Abschluss auf der Auftragskarte vermerken
D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	7	HOW	2	B5	f83r	3	11	kurze Fortsetzungs- und Übergaberoutine ausführen	Führe die Folgeumsetzung aus und schließe Setze um und schließe Lass dort absetzen, fuehre dorthin und weiter, fuehre von dort weiter, setze dort um, stelle das Sollmass ein und setze weiter um.	Ergebnis, Ziel und Abschluss auf der Auftragskarte vermerken
D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	8	HOW	3	B6	f83r	1	9	Rohposten sammeln, zum Ziel bringen, abmessen, durch Tuch führen und abschließen	Sammle den rohen Posten laenger, fuehre diesen Posten dorthin, stelle das Sollmass ein, lege das Tuch ein und fuehre den Posten zum Endziel.	Ergebnis, Ziel und Abschluss auf der Auftragskarte vermerken
