work_order_serial	source_unified_serial	work_order_id	work_order_title_de	phase	execution_step	phase_step	source_unit	reading_unit_id	register	page	source_group_id	visible_owner	visible_surface	lookup_id	resolved_entry_id	resolved_reading_de	lookup_status	assignment_status
W017	U398	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.7	ASTRO	f67r2	A1:G017	A1_RIGHT_SECTOR_SLOT_07	ykchys	AR177	ASTRO_OWNER_VALUE_177	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ys.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W018	U399	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.8	ASTRO	f67r2	A1:G018	A1_RIGHT_SECTOR_SLOT_08	chkchdar	AR178	ASTRO_OWNER_VALUE_178	Sektorplatz A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W019	U400	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.9	ASTRO	f67r2	A1:G019	A1_RIGHT_SECTOR_SLOT_09	ykar	AR180	ASTRO_OWNER_VALUE_180	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W020	U401	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.9	ASTRO	f67r2	A1:G020	A1_RIGHT_SECTOR_SLOT_09	ykaly	AR179	ASTRO_OWNER_VALUE_179	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk/y.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W021	U402	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.10	ASTRO	f67r2	A1:G021	A1_RIGHT_SECTOR_SLOT_10	lkshy	AR182	ASTRO_OWNER_VALUE_182	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten; lokaler Namensrest lk/y.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W022	U403	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.10	ASTRO	f67r2	A1:G022	A1_RIGHT_SECTOR_SLOT_10	kchy	AR181	ASTRO_OWNER_VALUE_181	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: diesen Diagrammplatz bearbeiten.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W023	U404	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.10	ASTRO	f67r2	A1:G023	A1_RIGHT_SECTOR_SLOT_10	okar	AR183	ASTRO_OWNER_VALUE_183	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W024	U405	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.11	ASTRO	f67r2	A1:G024	A1_RIGHT_SECTOR_SLOT_11	chky	AR184	ASTRO_OWNER_VALUE_184	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren; lokaler Namensrest y.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W025	U406	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.11	ASTRO	f67r2	A1:G025	A1_RIGHT_SECTOR_SLOT_11	chykchs	AR186	ASTRO_OWNER_VALUE_186	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest chy/s.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W026	U407	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.11	ASTRO	f67r2	A1:G026	A1_RIGHT_SECTOR_SLOT_11	chy	AR185	ASTRO_OWNER_VALUE_185	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W027	U408	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.12	ASTRO	f67r2	A1:G027	A1_RIGHT_SECTOR_SLOT_12	ykees	AR188	ASTRO_OWNER_VALUE_188	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe; lokaler Namensrest yk/s.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W028	U409	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	1	1	M67_RIGHT_SECTORS	f67r2.12	ASTRO	f67r2	A1:G028	A1_RIGHT_SECTOR_SLOT_12	ykchos	AR187	ASTRO_OWNER_VALUE_187	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/os.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W029	U410	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.13	ASTRO	f67r2	A1:G029	A1_RIGHT_RING_BAND_01	opodchol	AR156	ASTRO_OWNER_VALUE_156	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opodch.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W030	U411	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.13	ASTRO	f67r2	A1:G030	A1_RIGHT_RING_BAND_01	s	AR157	ASTRO_OWNER_VALUE_157	A1_RIGHT_RING_BAND_01: Nebenwert.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W031	U412	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.13	ASTRO	f67r2	A1:G031	A1_RIGHT_RING_BAND_01	ain	AR154	ASTRO_OWNER_VALUE_154	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: gezaehlter Teil oder Unterabschnitt.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W032	U413	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.13	ASTRO	f67r2	A1:G032	A1_RIGHT_RING_BAND_01	aldy	AR155	ASTRO_OWNER_VALUE_155	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W033	U414	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.14	ASTRO	f67r2	A1:G033	A1_RIGHT_RING_BAND_02	soeey	AR160	ASTRO_OWNER_VALUE_160	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe; lokaler Namensrest so/y.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W034	U415	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.14	ASTRO	f67r2	A1:G034	A1_RIGHT_RING_BAND_02	doiin	AR158	ASTRO_OWNER_VALUE_158	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: Grad- oder Bedingungsstufe; lokaler Namensrest do.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W035	U416	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.14	ASTRO	f67r2	A1:G035	A1_RIGHT_RING_BAND_02	oldy	AR159	ASTRO_OWNER_VALUE_159	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W036	U548	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G167	A1_RIGHT_OUTER_RING_TEXT	sshey	AR141	ASTRO_OWNER_VALUE_141	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W037	U549	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G168	A1_RIGHT_OUTER_RING_TEXT	sy	AR142	ASTRO_OWNER_VALUE_142	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W038	U550	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G169	A1_RIGHT_OUTER_RING_TEXT	shees	AR140	ASTRO_OWNER_VALUE_140	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Position oder Bedingung halten + lange oder volle Diagrammstufe; lokaler Namensrest s.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W039	U551	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G170	A1_RIGHT_OUTER_RING_TEXT	qeykeey	AR138	ASTRO_OWNER_VALUE_138	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W040	U552	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G171	A1_RIGHT_OUTER_RING_TEXT	ykchey	AR143	ASTRO_OWNER_VALUE_143	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W041	U553	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G172	A1_RIGHT_OUTER_RING_TEXT	ykchey	AR143	ASTRO_OWNER_VALUE_143	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W042	U554	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G173	A1_RIGHT_OUTER_RING_TEXT	qokeochy	AR139	ASTRO_OWNER_VALUE_139	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest q/eochy.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W043	U555	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G174	A1_RIGHT_OUTER_RING_TEXT	oaiin	AR135	ASTRO_OWNER_VALUE_135	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest o.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W044	U556	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G175	A1_RIGHT_OUTER_RING_TEXT	okol	AR136	ASTRO_OWNER_VALUE_136	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W045	U557	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G176	A1_RIGHT_OUTER_RING_TEXT	ar	AR134	ASTRO_OWNER_VALUE_134	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W046	U558	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	2	2	M67_RIGHT_RING_RULES	f67r2.73	ASTRO	f67r2	A1:G177	A1_RIGHT_OUTER_RING_TEXT	olar	AR137	ASTRO_OWNER_VALUE_137	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W047	U526	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	3	3	M67_RIGHT_PHASES	f67r2.64	ASTRO	f67r2	A1:G145	A1_RIGHT_PHASE_STATION_01	s	AR145	ASTRO_OWNER_VALUE_145	A1_RIGHT_PHASE_STATION_01: Nebenwert.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W048	U527	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	3	3	M67_RIGHT_PHASES	f67r2.64	ASTRO	f67r2	A1:G146	A1_RIGHT_PHASE_STATION_01	air	AR144	ASTRO_OWNER_VALUE_144	Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W049	U528	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	3	3	M67_RIGHT_PHASES	f67r2.65	ASTRO	f67r2	A1:G147	A1_RIGHT_PHASE_STATION_02	soear	AR146	ASTRO_OWNER_VALUE_146	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W050	U529	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	3	3	M67_RIGHT_PHASES	f67r2.66	ASTRO	f67r2	A1:G148	A1_RIGHT_PHASE_STATION_03	cpheey	AR147	ASTRO_OWNER_VALUE_147	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W051	U530	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	3	3	M67_RIGHT_PHASES	f67r2.67	ASTRO	f67r2	A1:G149	A1_RIGHT_PHASE_STATION_04	okodar	AR148	ASTRO_OWNER_VALUE_148	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
W052	U531	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	WHEN	3	3	M67_RIGHT_PHASES	f67r2.68	ASTRO	f67r2	A1:G150	A1_RIGHT_PHASE_STATION_05	oepchod	AR149	ASTRO_OWNER_VALUE_149	Radstelle A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oepc/d.	OWNER_PLUS_SURFACE_ASTRO_PASS	CREATIVE_WORK_ORDER_PAIRING__CURRENT_READER_VALUE
