group_serial	page	locus	visible_owner	namespace_id	desired_diagram_value_de	portable_role	curriculum_layer	writer_strategy	copied_or_registered_core_surface	productive_affix_or_modifier	resulting_visible_surface	reverse_instruction_de	exact_prose_card_id	generation_status
31	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: gezaehlter Teil oder Unterabschnitt.	COMPOSED_ASTRO_QUANTITY_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	ain	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
33	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe; lokaler Namensrest so/y.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	so	EE+Y	soeey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
35	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	oldy	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC019	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
39	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_16: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest oek.	COMPOSED_ASTRO_QUANTITY_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	oekain	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
40	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	y	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
41	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	otchey	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC171	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
43	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	dy	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
44	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	qopch	Y	qopchy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
45	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	daiin	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC039	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
46	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	dal	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC154	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
48	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_19: gezaehlter Teil oder Unterabschnitt.	COMPOSED_ASTRO_QUANTITY_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	ain	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
49	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_19: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	ROOT	AR	ar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
50	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_19: aktueller Aspektwert.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	am	Y	amy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
52	f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_20: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	ASTRO_TARGET_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	s	AR+AL	saral	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
53	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s.	COMPOSED_ASTRO_QUANTITY_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	sain	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
55	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_21: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	ROOT	AR	ar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
56	f67r2	f67r2.22	A1_LEFT_LOCAL_FIELD_22	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	okal	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC040	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
57	f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	oparch	Y	oparchy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
58	f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_23: Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s/s.	COMPOSED_ASTRO_QUANTITY_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	salsain	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
59	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	sod	AR	sodar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
60	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	of	AR	ofar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
61	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	ROOT	AR	ar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
63	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.	ASTRO_CONDITION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	yteo	OR	yteoor	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
65	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	ASTRO_CONDITION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	yk	OR	ykor	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
68	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	aiin	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC039	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
70	f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.	QUANTITY_INPUT	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	okain	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC017	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
73	f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	saiin	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC039	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
74	f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.	ASTRO_CONTINUATION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	och	OL	ochol	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
75	f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	ASTRO_CONTINUATION_CARD	ASTRO_RELATION_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_RELATION	ol	OL	olol	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
77	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	dos	AR	dosar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
79	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_32: Himmels-, Ring- oder Zeigerlauf.	COMPOSED_ASTRO_PATH_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	air	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
80	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_32: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes.	COMPOSED_ASTRO_VALUE_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	alaiin	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
81	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an.	COMPOSED_ASTRO_QUANTITY_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	dokan	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
