event_id	page	record	statement_id	locus	owner_de	semantic_family	component_recipe	exact_card_id	surface	renderer_rules	surface_selection_layer
E240	f83r	B3	B3-S006	f83r.6	mittlere Randfigur im runden Gefäß	SEM041	CHD+Y	PROC133	chedchy	CHD_JOINT	GLOBAL_CARD_FORM
E244	f83r	B3	B3-S007	f83r.6	mittlere Randfigur im runden Gefäß	SEM041	CHD+Y	PROC042	chedy	CHD_JOINT	GLOBAL_CARD_FORM
E252	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	SEM041	CHD+Y	PROC042	chedy	CHD_JOINT	GLOBAL_CARD_FORM
E287	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	SEM041	CHD+Y	PROC042	chedy	CHD_JOINT	GLOBAL_CARD_FORM
E304	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	SEM041	CHD+Y	PROC042	chedy	CHD_JOINT	GLOBAL_CARD_FORM
E319	f83r	B4	B4-S003	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SEM041	CHD+Y	PROC042	chedy	CHD_JOINT	GLOBAL_CARD_FORM
E328	f83r	B4	B4-S005	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SEM041	CHD+Y	PROC042	chedy	CHD_JOINT	GLOBAL_CARD_FORM
E342	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	SEM041	CHD+Y	PROC042	chdy	CHD_JOINT	OWNER_CARD_DEFAULT
E372	f83r	B5	B5-S003	f83r.49	linke Fransenstation im B5-Nachtrag	SEM041	CHD+Y	PROC042	chedy	CHD_JOINT	GLOBAL_CARD_FORM
E066	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	SEM045	CHK+EE+Y	PROC046	cheeky	ITEM_CONTINUATION_CARRIER	GLOBAL_CARD_FORM
E183	f82r	B2	B2-S005	f82r.4	oberes Beckenpaar mit Zylinder	SEM045	CHK+EE+Y	PROC107	chkeey	DIRECT	GLOBAL_CARD_FORM
E333	f83r	B4	B4-S008	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SEM045	CHK+EE+Y	PROC046	cheeky	ITEM_CONTINUATION_CARRIER	GLOBAL_CARD_FORM
E120	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	SEM074	CHD+DY	PROC076	schedy	ENTRY_FRAME>CHD_JOINT	GLOBAL_CARD_FORM
E158	f81v	B1	B1-S017	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	SEM074	CHD+DY	PROC094	dchdy	ENTRY_FRAME	GLOBAL_CARD_FORM
E167	f82r	B2	B2-S001	f82r.2	oberes Beckenpaar mit Zylinder	SEM074	CHD+DY	PROC076	dchedy	ENTRY_FRAME>CHD_JOINT	OWNER_CARD_DEFAULT
E239	f83r	B3	B3-S005	f83r.6	mittlere Randfigur im runden Gefäß	SEM074	CHD+DY	PROC076	schedy	ENTRY_FRAME>CHD_JOINT	GLOBAL_CARD_FORM
E283	f83r	B3	B3-S024	f83r.16	unverbundener Zwischenbereich	SEM074	CHD+DY	PROC076	tchedy	ENTRY_FRAME>CHD_JOINT	OWNER_CARD_DEFAULT
E131	f81v	B1	B1-S007	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	SEM080	OK+CHD+DY	PROC082	qokchdy	ENTRY_FRAME	GLOBAL_CARD_FORM
E151	f81v	B1	B1-S015	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	SEM080	OK+CHD+DY	PROC091	okchedy	CHD_JOINT	GLOBAL_CARD_FORM
E264	f83r	B3	B3-S016	f83r.14	unverbundener Zwischenbereich	SEM080	OK+CHD+DY	PROC091	qokchedy	ENTRY_FRAME>CHD_JOINT	OWNER_CARD_DEFAULT
E284	f83r	B3	B3-S025	f83r.16	unverbundener Zwischenbereich	SEM080	OK+CHD+DY	PROC082	qokchdy	ENTRY_FRAME	GLOBAL_CARD_FORM
E363	f83r	B5	B5-S002	f83r.47	linke Fransenstation im B5-Nachtrag	SEM080	OK+CHD+DY	PROC082	qokchdy	ENTRY_FRAME	GLOBAL_CARD_FORM
E281	f83r	B3	B3-S022	f83r.15	unverbundener Zwischenbereich	SEM138	OT+CHD+DY	PROC145	qotchedy	ENTRY_FRAME>CHD_JOINT	OWNER_CARD_DEFAULT
E301	f83r	B3	B3-S030	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	SEM138	OT+CHD+DY	PROC145	otchedy	CHD_JOINT	GLOBAL_CARD_FORM
E362	f83r	B5	B5-S001	f83r.47	linke Fransenstation im B5-Nachtrag	SEM138	OT+CHD+DY	PROC166	otchdy	DIRECT	GLOBAL_CARD_FORM
