rule_id	active_model_sequence	fluent_frame_class	component_a	component_b	pair_count	same_page_pair_count	cross_page_pair_count	record_count	page_count	register_count	contrast_frame_count	phrase_signature_count	phrase_change_signatures_de	all_meaning_cues_visible	rule_status	context_explanation_de	dictionary_remap_required	pair_ids	record_pairs
G486-CR14	COORDINATE	COORDINATE_AFTER	HIER	ZIELORT	1	1	0	2	1	1	1	1	bezeichneten Stelle=>Zielposition	YES	SINGLE_WITNESS_WORDING_RULE	NONE	NO	G486-P031	G475-R058~G475-R052
G486-CR15	COORDINATE	COORDINATE_AFTER	POSTEN	WERT	1	0	1	2	2	1	1	1	von der=>über die || Positionsposten=>Positionswert	YES	SINGLE_WITNESS_WORDING_RULE	NONE	NO	G486-P008	G475-R055~G475-R014
G486-CR16	INSTRUCTION	INSTRUCTION_HALTEN	AUSGANG	ZIELORT	1	1	0	2	1	1	1	1	von der Ausgangsposition aus=>zur Zielposition	YES	SINGLE_WITNESS_WORDING_RULE	NONE	NO	G486-P016	G475-R062~G475-R021
G486-CR17	INSTRUCTION	INSTRUCTION_NEHMEN	EINSTELLEN	HIER	1	0	1	2	2	1	1	1	und stelle beide ein=>an der bezeichneten Stelle	YES	SINGLE_WITNESS_WORDING_RULE	NONE	NO	G486-P041	G475-R095~G475-R113
G486-CR18	INSTRUCTION	INSTRUCTION_SETZEN	ANTEIL	WERT	1	0	1	2	2	1	1	1	Drogenanteil=>Mengenwert	YES	SINGLE_WITNESS_WORDING_RULE	NONE	NO	G486-P046	G475-R130~G475-R102
G486-CR19	INSTRUCTION	INSTRUCTION_SETZEN	AUSGANG	HIER	2	2	0	3	1	1	1	1	∅=>an der bezeichneten Stelle || , ausgehend von der Ausgangsposition=>∅	YES	EXACT_RECURRENT_WORDING_RULE	NONE	NO	G486-P011|G486-P015	G475-R038~G475-R020|G475-R077~G475-R020
G486-CR20	INSTRUCTION	INSTRUCTION_SETZEN	AUSGANG	POSTEN	4	4	0	4	1	1	1	1	Eintrag=>Positionsposten || , ausgehend von der Ausgangsposition=>∅	YES	EXACT_RECURRENT_WORDING_RULE	NONE	NO	G486-P020|G486-P021|G486-P025|G486-P030	G475-R038~G475-R040|G475-R038~G475-R048|G475-R077~G475-R040|G475-R077~G475-R048
G486-CR21	INSTRUCTION	INSTRUCTION_SETZEN	AUSGANG	SCHLUSS	2	2	0	3	1	1	1	1	, ausgehend von der Ausgangsposition=>und schließe den Schritt	YES	EXACT_RECURRENT_WORDING_RULE	NONE	NO	G486-P022|G486-P034	G475-R038~G475-R056|G475-R077~G475-R056
G486-CR22	INSTRUCTION	INSTRUCTION_SETZEN	AUSGANG	ZIELORT	1	1	0	2	1	1	1	1	von der Ausgangsposition aus=>∅ || ∅=>zur Zielposition	YES	SINGLE_WITNESS_WORDING_RULE	NONE	NO	G486-P010	G475-R034~G475-R020
G486-CR23	INSTRUCTION	INSTRUCTION_SETZEN	FORTSETZEN	ZIELORT	2	0	2	3	2	1	1	1	Führe das Setzen des Eintrags=>Setze den Eintrag zur Zielposition , ausgehend || aus fort=>∅	YES	EXACT_RECURRENT_WORDING_RULE	NONE	NO	G486-P005|G486-P006	G475-R004~G475-R038|G475-R004~G475-R077
G486-CR24	INSTRUCTION	INSTRUCTION_SETZEN	HALTEN	ZIELORT	1	0	1	2	2	1	1	1	∅=>am Zielgefäß || und halte ihn=>∅	YES	SINGLE_WITNESS_WORDING_RULE	NONE	NO	G486-P040	G475-R129~G475-R094
G486-CR25	INSTRUCTION	INSTRUCTION_SETZEN	HIER	POSTEN	2	2	0	3	1	1	1	1	Eintrag an der bezeichneten Stelle=>Positionsposten	YES	EXACT_RECURRENT_WORDING_RULE	NONE	NO	G486-P012|G486-P013	G475-R020~G475-R040|G475-R020~G475-R048
G486-CR26	INSTRUCTION	INSTRUCTION_SETZEN	HIER	SCHLUSS	1	1	0	2	1	1	1	1	an der bezeichneten Stelle=>∅ || ∅=>und schließe den Schritt	YES	SINGLE_WITNESS_WORDING_RULE	NONE	NO	G486-P014	G475-R020~G475-R056
G486-CR27	INSTRUCTION	INSTRUCTION_SETZEN	HIER	WERT	1	0	1	2	2	1	1	1	Eintrag=>Positionswert || an der bezeichneten Stelle=>∅	YES	SINGLE_WITNESS_WORDING_RULE	NONE	NO	G486-P007	G475-R034~G475-R008
G486-CR28	INSTRUCTION	INSTRUCTION_SETZEN	HIER	ZIELORT	2	2	0	3	1	1	1	1	an der bezeichneten Stelle=>zur Zielposition	YES	EXACT_RECURRENT_WORDING_RULE	NONE	NO	G486-P023|G486-P026	G475-R054~G475-R039|G475-R054~G475-R041
G486-CR29	INSTRUCTION	INSTRUCTION_SETZEN	POSTEN	SCHLUSS	2	2	0	3	1	1	1	1	Positionsposten=>Eintrag || ∅=>und schließe den Schritt	YES	EXACT_RECURRENT_WORDING_RULE	NONE	NO	G486-P024|G486-P029	G475-R040~G475-R056|G475-R048~G475-R056
