assignment_id	record_id	physical_page	register	surface_sequence	active_model_sequence	fluent_frame_class	structural_frame_id	event_boundary_shape	component_trace_de	functional_component_count	opaque_slot_count	fluent_reading_de	same_page_pair_degree	register_pair_degree	contrast_covered	source_record_preserved
G486-R018	G475-R018	f72r	CELESTIAL	chdaiirdainy	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	{N1} · ANTEIL · POSTEN	2	1	Sternstelle »chdaiird« mit Anteils- und Postenangabe.	1	2	YES	YES
G486-R019	G475-R019	f72r	CELESTIAL	oaiin|ar|ary	COORDINATE	COORDINATE_MULTI	G486-RF020	2:DOT||1:NONE||2:DOT	AUSFÜHRUNG · WERT || AUSGANG || AUSGANG · POSTEN	5	0	Drei Adressspuren: vom Ausführungspunkt zum Positionswert; die Ausgangsposition; von der Ausgangsposition zum Positionsposten.	0	0	NO	YES
G486-R020	G475-R020	f72r	CELESTIAL	okalam	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · ZIELORT · HIER	3	0	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	6	6	YES	YES
G486-R021	G475-R021	f72r	CELESTIAL	ytalshdy	INSTRUCTION	INSTRUCTION_HALTEN	G486-RF036	4:DOT|DOT|DOT	{N1} · ZIELORT · HALTEN · {N2}	2	2	Halte die Sternstelleneinträge »yt« und »dy« zur Zielposition.	1	1	YES	YES
G486-R022	G475-R022	f72r	CELESTIAL	char|alif	CATALOGUE	CATALOGUE_SEQUENCE	G486-RF005	1:NONE||2:DOT	AUSGANG || ZIELORT · {N1}	2	1	Katalogfolge: Eintrag »char« mit Ausgangszuordnung; Sternstelle »if« mit Zielzuordnung.	0	1	YES	YES
G486-R023	G475-R023	f72r	CELESTIAL	otaraldy	COORDINATE	COORDINATE_AFTER	G486-RF018	4:DOT|DOT|DOT	DANACH · AUSGANG · ZIELORT · POSTEN	4	0	Danach führt die Adressspur von der Ausgangsposition über die Zielposition zum Positionsposten.	0	0	NO	YES
G486-R024	G475-R024	f72r	CELESTIAL	otaiin|otain	COORDINATE	COORDINATE_MULTI	G486-RF021	2:DOT||2:DOT	DANACH · WERT || DANACH · ANTEIL	4	0	Die erste Adressspur führt danach zum Positionswert, die zweite danach zum Sektoranteil.	0	0	NO	YES
G486-R025	G475-R025	f72r	CELESTIAL	otalef|ys|ainam	INSTRUCTION	INSTRUCTION_WÄHLEN	G486-RF049	3:DOT|DOT||2:DOT||2:DOT	DANACH · ZIELORT · {N1} || POSTEN · WÄHLEN || ANTEIL · HIER	6	1	Beziehe danach den Sternstelleneintrag »ef« zur Zielposition; wähle den Positionsposten und im selben Gang den Sektoranteil an der bezeichneten Stelle.	0	0	NO	YES
G486-R026	G475-R026	f72r	CELESTIAL	ochol|sharam	INSTRUCTION	INSTRUCTION_FORTSETZEN	G486-RF032	2:DOT||3:DOT|DOT	AUSFÜHRUNG · FORTSETZEN || HALTEN · AUSGANG · HIER	5	0	Führe den Bezug des Eintrags als Ausführung weiter; halte ihn anschließend von der Ausgangsposition an der bezeichneten Stelle.	0	0	NO	YES
G486-R027	G475-R027	f72r	CELESTIAL	ofaralar	COORDINATE	COORDINATE_SEQUENCE	G486-RF027	5:DOT|DOT|DOT|DOT	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	5	0	Adressfolge: Ausführungspunkt, bezeichnete Stelle, Ausgangsposition, Zielposition, erneut Ausgangsposition.	0	0	NO	YES
G486-R028	G475-R028	f72r	CELESTIAL	otchoshy	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	DANACH · {N1} · POSTEN	2	1	Sternstelle »cho« mit Folgevermerk und Postenangabe.	1	1	YES	YES
G486-R029	G475-R029	f72r	CELESTIAL	otchdal	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	DANACH · {N1} · ZIELORT	2	1	Sternstelle »ch« mit Folgevermerk und Zielzuordnung.	2	2	YES	YES
G486-R030	G475-R030	f72r	CELESTIAL	okeey|ary	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF046	3:DOT|DOT||2:DOT	SETZEN · GRAD II · POSTEN || AUSGANG · POSTEN	5	0	Setze den Positionsposten auf Grad II; setze ihn im selben Gang von der Ausgangsposition aus.	0	0	NO	YES
G486-R031	G475-R031	f72r	CELESTIAL	otainy	COORDINATE	COORDINATE_AFTER	G486-RF017	3:DOT|DOT	DANACH · ANTEIL · POSTEN	3	0	Danach führt die Adressspur vom Sektoranteil zum Positionsposten.	1	1	YES	YES
G486-R032	G475-R032	f72r	CELESTIAL	ofchdamy	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	AUSFÜHRUNG · HIER · {N1}	2	1	Sternstelle »chdamy« mit Ausführungs- und Hier-Vermerk.	0	0	NO	YES
G486-R033	G475-R033	f72r	CELESTIAL	oklairdy	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF047	4:DOT|DOT|DOT	SETZEN · {N1} · BAHN · {N2}	2	2	Setze die Sternstelleneinträge »l« und »dy« entlang der Ringbahn.	0	0	NO	YES
G486-R034	G475-R034	f72r	CELESTIAL	okaram	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · AUSGANG · HIER	3	0	Setze den Eintrag von der Ausgangsposition aus an der bezeichneten Stelle.	1	2	YES	YES
G486-R035	G475-R035	f72r	CELESTIAL	okairy	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · BAHN · {N1}	2	1	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	0	0	NO	YES
G486-R036	G475-R036	f72r	CELESTIAL	okealar	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF047	4:DOT|DOT|DOT	SETZEN · {N1} · ZIELORT · AUSGANG	3	1	Setze den Sternstelleneintrag »e« zur Zielposition, ausgehend von der Ausgangsposition.	0	0	NO	YES
G486-R037	G475-R037	f72r	CELESTIAL	otaraldy	COORDINATE	COORDINATE_AFTER	G486-RF018	4:DOT|DOT|DOT	DANACH · AUSGANG · ZIELORT · POSTEN	4	0	Danach führt die Adressspur von der Ausgangsposition über die Zielposition zum Positionsposten.	0	0	NO	YES
G486-R038	G475-R038	f72r	CELESTIAL	okalar	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · ZIELORT · AUSGANG	3	0	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	4	5	YES	YES
G486-R039	G475-R039	f72r	CELESTIAL	okal	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF042	2:DOT	SETZEN · ZIELORT	2	0	Setze den Eintrag zur Zielposition.	1	1	YES	YES
G486-R040	G475-R040	f72r	CELESTIAL	okaly	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · ZIELORT · POSTEN	3	0	Setze den Positionsposten zur Zielposition.	4	4	YES	YES
G486-R041	G475-R041	f72r	CELESTIAL	okal	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF042	2:DOT	SETZEN · ZIELORT	2	0	Setze den Eintrag zur Zielposition.	1	1	YES	YES
G486-R042	G475-R042	f72r	CELESTIAL	okeey|ary	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF046	3:DOT|DOT||2:DOT	SETZEN · GRAD II · POSTEN || AUSGANG · POSTEN	5	0	Setze den Positionsposten auf Grad II; setze ihn im selben Gang von der Ausgangsposition aus.	0	0	NO	YES
G486-R043	G475-R043	f72r	CELESTIAL	oteeary	CATALOGUE	CATALOGUE_ENTRY	G486-RF003	4:DOT|DOT|DOT	DANACH · {N1} · AUSGANG · {N2}	2	2	Sternstellen »ee« und »y« mit Folgevermerk und Ausgangszuordnung.	0	0	NO	YES
G486-R044	G475-R044	f72r	CELESTIAL	otair|dy	COORDINATE	COORDINATE_MULTI	G486-RF019	2:DOT||1:NONE	DANACH · BAHN || POSTEN	3	0	Die erste Adressspur führt danach zur Ringbahn; die zweite bezeichnet den Positionsposten.	0	0	NO	YES
G486-R045	G475-R045	f72r	CELESTIAL	okaircham	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF047	4:DOT|DOT|DOT	SETZEN · BAHN · {N1} · HIER	3	1	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	0	0	NO	YES
G486-R046	G475-R046	f72r	CELESTIAL	okeal	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · {N1} · ZIELORT	2	1	Setze den Sternstelleneintrag »e« zur Zielposition.	0	0	NO	YES
G486-R047	G475-R047	f72r	CELESTIAL	otar	COORDINATE	COORDINATE_AFTER	G486-RF016	2:DOT	DANACH · AUSGANG	2	0	Danach weist die Adressspur zur Ausgangsposition.	2	2	YES	YES
G486-R048	G475-R048	f72r	CELESTIAL	okaly	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · ZIELORT · POSTEN	3	0	Setze den Positionsposten zur Zielposition.	4	4	YES	YES
G486-R049	G475-R049	f72r	CELESTIAL	orary	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	EINHEIT · AUSGANG · {N1}	2	1	Sternstelle »y« mit Einheitsangabe und Ausgangszuordnung.	0	0	NO	YES
G486-R050	G475-R050	f72r	CELESTIAL	okyd	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF042	2:DOT	SETZEN · {N1}	1	1	Setze den Sternstelleneintrag »yd«.	0	0	NO	YES
G486-R051	G475-R051	f72r	CELESTIAL	otolam	COORDINATE	COORDINATE_PATH	G486-RF025	3:DOT|DOT	DANACH · FORTSETZEN · HIER	3	0	Die Adressspur wird danach bis zur bezeichneten Stelle fortgesetzt.	0	0	NO	YES
G486-R052	G475-R052	f72r	CELESTIAL	otal	COORDINATE	COORDINATE_AFTER	G486-RF016	2:DOT	DANACH · ZIELORT	2	0	Danach weist die Adressspur zur Zielposition.	2	2	YES	YES
G486-R053	G475-R053	f72r	CELESTIAL	ralal	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	{N1} · ZIELORT · ZIELORT	2	1	Sternstelle »r« mit zweifacher Zielzuordnung.	2	3	YES	YES
G486-R054	G475-R054	f72r	CELESTIAL	okam	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF042	2:DOT	SETZEN · HIER	2	0	Setze den Eintrag an der bezeichneten Stelle.	2	2	YES	YES
G486-R055	G475-R055	f72r	CELESTIAL	otalshy	COORDINATE	COORDINATE_AFTER	G486-RF017	3:DOT|DOT	DANACH · ZIELORT · POSTEN	3	0	Danach führt die Adressspur von der Zielposition zum Positionsposten.	1	2	YES	YES
G486-R056	G475-R056	f72r	CELESTIAL	okaldy	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · ZIELORT · SCHLUSS	3	0	Setze den Eintrag zur Zielposition und schließe den Schritt.	5	5	YES	YES
G486-R057	G475-R057	f72r	CELESTIAL	chosar	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	{N1} · AUSGANG	1	1	Sternstelle »chos« mit Ausgangszuordnung.	2	2	YES	YES
G486-R058	G475-R058	f72r	CELESTIAL	otam	COORDINATE	COORDINATE_AFTER	G486-RF016	2:DOT	DANACH · HIER	2	0	Danach weist die Adressspur zur bezeichneten Stelle.	2	2	YES	YES
G486-R059	G475-R059	f72r	CELESTIAL	ainaly	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	{N1} · ZIELORT · POSTEN	2	1	Sternstelle »ain« mit Zielzuordnung und Postenangabe.	3	3	YES	YES
G486-R060	G475-R060	f72r	CELESTIAL	okarcham|olkalaiin|olalsy	INSTRUCTION|INSTRUCTION|COORDINATE	MULTI_EVENT_INSTRUCTION|INSTRUCTION|COORDINATE	G486-RF051	4:DOT|DOT|DOT||4:DOT|DOT|DOT||3:DOT|DOT	SETZEN · AUSGANG · {N1} · HIER || FORTSETZEN · {N1} · ZIELORT · WERT || FORTSETZEN · ZIELORT · POSTEN	9	2	Setze den Sternstelleneintrag »ch« von der Ausgangsposition aus an der bezeichneten Stelle. Führe im selben Arbeitsgang den Bezug des Sternstelleneintrags »k« und des Positionswerts zur Zielposition fort. Die zugehörige Adressspur wird bis zur Zielposition und zum Positionsposten fortgesetzt.	0	0	NO	YES
G486-R061	G475-R061	f72r	CELESTIAL	oraiinam	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	EINHEIT · {N1} · HIER	2	1	Sternstelle »aiin« mit Einheitsangabe und Hier-Vermerk.	1	1	YES	YES
G486-R062	G475-R062	f72r	CELESTIAL	osarsheeeo	INSTRUCTION	INSTRUCTION_HALTEN	G486-RF036	4:DOT|DOT|DOT	{N1} · AUSGANG · HALTEN · {N2}	2	2	Halte die Sternstelleneinträge »os« und »eeeo« von der Ausgangsposition aus.	1	1	YES	YES
G486-R063	G475-R063	f72r	CELESTIAL	oto|aiin	COORDINATE	COORDINATE_MULTI	G486-RF019	2:DOT||1:NONE	DANACH · AUSFÜHRUNG || WERT	3	0	Die erste Adressspur führt danach zum Ausführungspunkt; die zweite bezeichnet den Positionswert.	0	0	NO	YES
G486-R064	G475-R064	f72r	CELESTIAL	opoiiinoin|al|ches	INSTRUCTION	INSTRUCTION_NEHMEN	G486-RF039	3:DOT|DOT||1:NONE||3:DOT|DOT	{N1} · AUSFÜHRUNG · STUFE || ZIELORT || NEHMEN · GRAD I · WÄHLEN	6	1	Beziehe den Sternstelleneintrag »opoiiin« als Ausführung auf der bezeichneten Stufe; beziehe den Eintrag zur Zielposition; nimm ihn auf und wähle ihn auf Grad I.	0	0	NO	YES
G486-R065	G475-R065	f72r	CELESTIAL	ypaiin|alaly	CATALOGUE	CATALOGUE_SEQUENCE	G486-RF009	2:DOT||3:DOT|DOT	{N1} · WERT || ZIELORT · ZIELORT · POSTEN	4	1	Katalogfolge: Sternstelle »yp« mit Wertangabe; Eintrag »alaly« mit zweifacher Zielzuordnung und Postenangabe.	0	0	NO	YES
G486-R066	G475-R066	f72r	CELESTIAL	oteey|daiin	COORDINATE	COORDINATE_MULTI	G486-RF022	3:DOT|DOT||1:NONE	DANACH · GRAD II · POSTEN || WERT	4	0	Die erste Adressspur führt danach über Grad II zum Positionsposten; die zweite bezeichnet den Positionswert.	0	0	NO	YES
G486-R067	G475-R067	f72r	CELESTIAL	oeeodaiin	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	{N1} · WERT	1	1	Sternstelle »oeeo« mit Wertangabe.	1	1	YES	YES
G486-R068	G475-R068	f72r	CELESTIAL	ofsholdy	INSTRUCTION	INSTRUCTION_HALTEN	G486-RF037	5:DOT|DOT|DOT|DOT	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · {N1}	4	1	Halte den Sternstelleneintrag »dy« an der bezeichneten Stelle als Ausführung weiter.	0	0	NO	YES
G486-R069	G475-R069	f72r	CELESTIAL	opoeey|okaiin|ykolairol	INSTRUCTION|INSTRUCTION	MULTI_EVENT_INSTRUCTION|INSTRUCTION	G486-RF053	3:DOT|DOT||2:DOT||4:DOT|DOT|DOT	{N1} · GRAD II · POSTEN || SETZEN · WERT || {N1} · FORTSETZEN · BAHN · FORTSETZEN	7	2	Beziehe den Sternstelleneintrag »opo« und den Positionsposten auf Grad II; setze den Positionswert. Führe im selben Arbeitsgang den Bezug des Sternstelleneintrags »yk« entlang der Ringbahn zweimal weiter.	0	0	NO	YES
G486-R070	G475-R070	f72r	CELESTIAL	oralkam	CATALOGUE	CATALOGUE_ENTRY	G486-RF003	4:DOT|DOT|DOT	EINHEIT · ZIELORT · {N1} · HIER	3	1	Sternstelle »k« mit Einheitsangabe, Zielzuordnung und Hier-Vermerk.	0	0	NO	YES
G486-R071	G475-R071	f72r	CELESTIAL	ytairal	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	{N1} · BAHN · ZIELORT	2	1	Sternstelle »yt« mit Bahnvermerk und Zielzuordnung.	2	2	YES	YES
G486-R072	G475-R072	f72r	CELESTIAL	oeeesaiin	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	{N1} · WERT	1	1	Sternstelle »oeees« mit Wertangabe.	1	1	YES	YES
G486-R073	G475-R073	f72r	CELESTIAL	ory	COORDINATE	COORDINATE_PATH	G486-RF024	2:DOT	EINHEIT · POSTEN	2	0	Die Adressspur führt von der Positionseinheit zum Positionsposten.	0	0	NO	YES
G486-R074	G475-R074	f72r	CELESTIAL	ochey|fydy	INSTRUCTION	INSTRUCTION_NEHMEN	G486-RF041	4:DOT|DOT|DOT||3:DOT|DOT	AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN || {N1} · POSTEN · SCHLUSS	6	1	Nimm den Positionsposten als Ausführung der Stufe I auf; nimm im selben Gang den Sternstelleneintrag »f« und den Positionsposten auf und schließe den Schritt.	0	0	NO	YES
G486-R075	G475-R075	f72r	CELESTIAL	of|o|eeesaly	CATALOGUE	CATALOGUE_SEQUENCE	G486-RF007	2:DOT||1:NONE||3:DOT|DOT	AUSFÜHRUNG · HIER || AUSFÜHRUNG || {N1} · ZIELORT · POSTEN	5	1	Katalogfolge: Eintrag »of« mit Ausführungs- und Hier-Vermerk; Eintrag »o« mit Ausführungsvermerk; Sternstelle »eees« mit Zielzuordnung und Postenangabe.	0	0	NO	YES
G486-R076	G475-R076	f72r	CELESTIAL	ykaraiin|airal	CATALOGUE	CATALOGUE_SEQUENCE	G486-RF012	3:DOT|DOT||2:DOT	{N1} · AUSGANG · WERT || BAHN · ZIELORT	4	1	Katalogfolge: Sternstelle »yk« mit Ausgangszuordnung und Wertangabe; Eintrag »airal« mit Bahnvermerk und Zielzuordnung.	0	0	NO	YES
G486-R077	G475-R077	f72r	CELESTIAL	okalar	INSTRUCTION	INSTRUCTION_SETZEN	G486-RF045	3:DOT|DOT	SETZEN · ZIELORT · AUSGANG	3	0	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	4	5	YES	YES
G486-R078	G475-R078	f72r	CELESTIAL	orara|olaiin|olay|olfsheoral	CATALOGUE|CATALOGUE|INSTRUCTION	MULTI_EVENT_CATALOGUE|CATALOGUE|INSTRUCTION	G486-RF013	3:DOT|DOT||2:DOT||2:DOT||5:DOT|DOT|DOT|DOT	EINHEIT · AUSGANG · {N1} || FORTSETZEN · WERT || FORTSETZEN · {N1} || FORTSETZEN · {N1} · HALTEN · {N2} · ZIELORT	8	4	Sternstelle »a« mit Einheitsangabe und Ausgangszuordnung. Führe den Katalog mit Eintrag »olaiin« samt Fortsetzungs- und Wertvermerk und mit Sternstelle »ay« samt Fortsetzungsvermerk weiter. Führe im selben Arbeitsgang das Halten der Sternstelleneinträge »f« und »eor« zur Zielposition fort.	0	0	NO	YES
G486-R079	G475-R079	f72r	CELESTIAL	opalal	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	{N1} · ZIELORT · ZIELORT	2	1	Sternstelle »op« mit zweifacher Zielzuordnung.	2	3	YES	YES
G486-R080	G475-R080	f72r	CELESTIAL	yfary	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	{N1} · AUSGANG · {N2}	1	2	Sternstellen »yf« und »y« mit Ausgangszuordnung.	0	0	NO	YES
G486-R081	G475-R081	f72r	CELESTIAL	oraiiral	CATALOGUE	CATALOGUE_ENTRY	G486-RF002	3:DOT|DOT	EINHEIT · {N1} · ZIELORT	2	1	Sternstelle »aiir« mit Einheitsangabe und Zielzuordnung.	2	2	YES	YES
G486-R082	G475-R082	f72r	CELESTIAL	ytoar|shar	CATALOGUE	CATALOGUE_SEQUENCE	G486-RF008	2:DOT||2:DOT	{N1} · AUSGANG || HALTEN · AUSGANG	3	1	Katalogfolge: Sternstelle »yto« mit Ausgangszuordnung; Eintrag »shar« mit Haltevermerk und Ausgangszuordnung.	0	0	NO	YES
G486-R083	G475-R083	f72r	CELESTIAL	octho	INSTRUCTION	INSTRUCTION_NEHMEN	G486-RF040	4:DOT|DOT|DOT	{N1} · NEHMEN · EINSTELLEN · {N1}	2	2	Nimm zwei Vorkommen des Sternstelleneintrags »o« auf und stelle beide ein.	0	0	NO	YES
G486-R084	G475-R084	f72r	CELESTIAL	aral|oletal	COORDINATE|COORDINATE	MULTI_EVENT_COORDINATE|COORDINATE	G486-RF028	2:DOT||3:DOT|DOT	AUSGANG · ZIELORT || FORTSETZEN · {N1} · ZIELORT	4	1	Die Adressspur führt von der Ausgangs- zur Zielposition; die zugehörige Spur wird anschließend über Sternstelle »et« zur Zielposition fortgesetzt.	0	0	NO	YES
G486-R085	G475-R085	f77r	BIOLOGICAL	darchdar|olkchs	CATALOGUE|CATALOGUE	MULTI_EVENT_CATALOGUE|CATALOGUE	G486-RF015	4:DOT|DOT|DOT||2:DOT	{N1} · AUSGANG · {N2} · AUSGANG || FORTSETZEN · {N1}	3	3	Badstationen »d« und »chd« mit je einer Ausgangszuordnung; fortgesetzter Katalogeintrag: Badstation »kchs« mit Fortsetzungsvermerk.	0	0	NO	YES
G486-R086	G475-R086	f77r	BIOLOGICAL	otedy	COORDINATE	COORDINATE_AFTER	G486-RF017	3:DOT|DOT	DANACH · GRAD I · SCHLUSS	3	0	Danach führt die Adressspur über Grad I zum Endpunkt.	0	0	NO	YES
G486-R087	G475-R087	f77r	BIOLOGICAL	otork	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	DANACH · {N1}	1	1	Badstation »ork« mit Folgevermerk.	0	0	NO	YES
G486-R088	G475-R088	f77r	BIOLOGICAL	otol	COORDINATE	COORDINATE_PATH	G486-RF024	2:DOT	DANACH · FORTSETZEN	2	0	Die Adressspur wird danach fortgesetzt.	0	0	NO	YES
G486-R089	G475-R089	f77r	BIOLOGICAL	dchdy	INSTRUCTION	INSTRUCTION_BEARBEITEN	G486-RF029	2:DOT	BEARBEITEN · SCHLUSS	2	0	Bearbeite den Eintrag und schließe den Schritt.	0	0	NO	YES
G486-R090	G475-R090	f77r	BIOLOGICAL	soral	CATALOGUE	CATALOGUE_ENTRY	G486-RF001	2:DOT	{N1} · ZIELORT	1	1	Badstation »sor« mit Zielzuordnung.	0	0	NO	YES
G486-R091	G475-R091	f77r	BIOLOGICAL	dotedy	CATALOGUE	CATALOGUE_SEQUENCE	G486-RF010	3:DOT|DOT	{N1} · DANACH · {N2}	1	2	Katalogfolge: Badstation »d« mit Folgevermerk; danach Badstation »edy«.	0	0	NO	YES
