pair_id	scope_class	source_record_id	target_record_id	source_physical_page	target_physical_page	register	active_model_sequence	fluent_frame_class	contrast_frame_id	wildcard_component_frame	changed_flat_component_ordinal	component_a	component_b	source_surface_sequence	target_surface_sequence	source_component_trace_de	target_component_trace_de	source_fluent_reading_de	target_fluent_reading_de	source_fluent_names_normalized_de	target_fluent_names_normalized_de	phrase_edit_block_count	phrase_edit_token_count	phrase_change_signature_de	component_a_cue_visible	component_b_cue_visible	meaning_change_visible	same_register	same_active_model	same_readable_frame_class	same_event_boundary_shape	single_functional_component_delta	source_support_tier	target_support_tier
G486-P011	SAME_PAGE_OWNER	G475-R038	G475-R020	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	AUSGANG	HIER	okalar	okalam	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · HIER	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	2	9	∅=>an der bezeichneten Stelle || , ausgehend von der Ausgangsposition=>∅	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P012	SAME_PAGE_OWNER	G475-R020	G475-R040	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	HIER	POSTEN	okalam	okaly	SETZEN · ZIELORT · HIER	SETZEN · ZIELORT · POSTEN	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	Setze den Positionsposten zur Zielposition.	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	Setze den Positionsposten zur Zielposition.	1	6	Eintrag an der bezeichneten Stelle=>Positionsposten	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P013	SAME_PAGE_OWNER	G475-R020	G475-R048	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	HIER	POSTEN	okalam	okaly	SETZEN · ZIELORT · HIER	SETZEN · ZIELORT · POSTEN	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	Setze den Positionsposten zur Zielposition.	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	Setze den Positionsposten zur Zielposition.	1	6	Eintrag an der bezeichneten Stelle=>Positionsposten	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P014	SAME_PAGE_OWNER	G475-R020	G475-R056	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	HIER	SCHLUSS	okalam	okaldy	SETZEN · ZIELORT · HIER	SETZEN · ZIELORT · SCHLUSS	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	Setze den Eintrag zur Zielposition und schließe den Schritt.	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	Setze den Eintrag zur Zielposition und schließe den Schritt.	2	8	an der bezeichneten Stelle=>∅ || ∅=>und schließe den Schritt	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P015	SAME_PAGE_OWNER	G475-R077	G475-R020	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	AUSGANG	HIER	okalar	okalam	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · HIER	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	2	9	∅=>an der bezeichneten Stelle || , ausgehend von der Ausgangsposition=>∅	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P016	SAME_PAGE_OWNER	G475-R062	G475-R021	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_HALTEN	G486-CF35307B5E48	{N1} · * · HALTEN · {N2}	2	AUSGANG	ZIELORT	osarsheeeo	ytalshdy	{N1} · AUSGANG · HALTEN · {N2}	{N1} · ZIELORT · HALTEN · {N2}	Halte die Sternstelleneinträge »os« und »eeeo« von der Ausgangsposition aus.	Halte die Sternstelleneinträge »yt« und »dy« zur Zielposition.	Halte die Sternstelleneinträge »{NAME}« und »{NAME}« von der Ausgangsposition aus.	Halte die Sternstelleneinträge »{NAME}« und »{NAME}« zur Zielposition.	1	6	von der Ausgangsposition aus=>zur Zielposition	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P017	SAME_PAGE_OWNER	G475-R028	G475-R029	f72r	f72r	CELESTIAL	CATALOGUE	CATALOGUE_ENTRY	G486-CFCE473265D4	DANACH · {N1} · *	3	POSTEN	ZIELORT	otchoshy	otchdal	DANACH · {N1} · POSTEN	DANACH · {N1} · ZIELORT	Sternstelle »cho« mit Folgevermerk und Postenangabe.	Sternstelle »ch« mit Folgevermerk und Zielzuordnung.	Sternstelle »{NAME}« mit Folgevermerk und Postenangabe.	Sternstelle »{NAME}« mit Folgevermerk und Zielzuordnung.	1	2	Postenangabe=>Zielzuordnung	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	SAME_MODEL_COMPONENT_TILE
G486-P018	SAME_PAGE_OWNER	G475-R029	G475-R081	f72r	f72r	CELESTIAL	CATALOGUE	CATALOGUE_ENTRY	G486-CF6C88AA9F52	* · {N1} · ZIELORT	1	DANACH	EINHEIT	otchdal	oraiiral	DANACH · {N1} · ZIELORT	EINHEIT · {N1} · ZIELORT	Sternstelle »ch« mit Folgevermerk und Zielzuordnung.	Sternstelle »aiir« mit Einheitsangabe und Zielzuordnung.	Sternstelle »{NAME}« mit Folgevermerk und Zielzuordnung.	Sternstelle »{NAME}« mit Einheitsangabe und Zielzuordnung.	1	2	Folgevermerk=>Einheitsangabe	YES	YES	YES	YES	YES	YES	YES	YES	SAME_MODEL_COMPONENT_TILE	SAME_MODEL_COMPONENT_TILE
G486-P019	SAME_PAGE_OWNER	G475-R031	G475-R055	f72r	f72r	CELESTIAL	COORDINATE	COORDINATE_AFTER	G486-CF89254A6035	DANACH · * · POSTEN	2	ANTEIL	ZIELORT	otainy	otalshy	DANACH · ANTEIL · POSTEN	DANACH · ZIELORT · POSTEN	Danach führt die Adressspur vom Sektoranteil zum Positionsposten.	Danach führt die Adressspur von der Zielposition zum Positionsposten.	Danach führt die Adressspur vom Sektoranteil zum Positionsposten.	Danach führt die Adressspur von der Zielposition zum Positionsposten.	1	5	vom Sektoranteil=>von der Zielposition	YES	YES	YES	YES	YES	YES	YES	YES	SAME_MODEL_COMPONENT_TILE	RECURRENT_STRICT_WHOLE_RECORD
G486-P020	SAME_PAGE_OWNER	G475-R038	G475-R040	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	AUSGANG	POSTEN	okalar	okaly	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · POSTEN	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Positionsposten zur Zielposition.	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Positionsposten zur Zielposition.	2	7	Eintrag=>Positionsposten || , ausgehend von der Ausgangsposition=>∅	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P021	SAME_PAGE_OWNER	G475-R038	G475-R048	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	AUSGANG	POSTEN	okalar	okaly	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · POSTEN	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Positionsposten zur Zielposition.	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Positionsposten zur Zielposition.	2	7	Eintrag=>Positionsposten || , ausgehend von der Ausgangsposition=>∅	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P022	SAME_PAGE_OWNER	G475-R038	G475-R056	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	AUSGANG	SCHLUSS	okalar	okaldy	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · SCHLUSS	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Eintrag zur Zielposition und schließe den Schritt.	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Eintrag zur Zielposition und schließe den Schritt.	1	9	, ausgehend von der Ausgangsposition=>und schließe den Schritt	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P023	SAME_PAGE_OWNER	G475-R054	G475-R039	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFEEA004BC2B	SETZEN · *	2	HIER	ZIELORT	okam	okal	SETZEN · HIER	SETZEN · ZIELORT	Setze den Eintrag an der bezeichneten Stelle.	Setze den Eintrag zur Zielposition.	Setze den Eintrag an der bezeichneten Stelle.	Setze den Eintrag zur Zielposition.	1	6	an der bezeichneten Stelle=>zur Zielposition	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P024	SAME_PAGE_OWNER	G475-R040	G475-R056	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	POSTEN	SCHLUSS	okaly	okaldy	SETZEN · ZIELORT · POSTEN	SETZEN · ZIELORT · SCHLUSS	Setze den Positionsposten zur Zielposition.	Setze den Eintrag zur Zielposition und schließe den Schritt.	Setze den Positionsposten zur Zielposition.	Setze den Eintrag zur Zielposition und schließe den Schritt.	2	6	Positionsposten=>Eintrag || ∅=>und schließe den Schritt	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P025	SAME_PAGE_OWNER	G475-R077	G475-R040	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	AUSGANG	POSTEN	okalar	okaly	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · POSTEN	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Positionsposten zur Zielposition.	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Positionsposten zur Zielposition.	2	7	Eintrag=>Positionsposten || , ausgehend von der Ausgangsposition=>∅	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P026	SAME_PAGE_OWNER	G475-R054	G475-R041	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFEEA004BC2B	SETZEN · *	2	HIER	ZIELORT	okam	okal	SETZEN · HIER	SETZEN · ZIELORT	Setze den Eintrag an der bezeichneten Stelle.	Setze den Eintrag zur Zielposition.	Setze den Eintrag an der bezeichneten Stelle.	Setze den Eintrag zur Zielposition.	1	6	an der bezeichneten Stelle=>zur Zielposition	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P027	SAME_PAGE_OWNER	G475-R047	G475-R052	f72r	f72r	CELESTIAL	COORDINATE	COORDINATE_AFTER	G486-CFECBCD9B974	DANACH · *	2	AUSGANG	ZIELORT	otar	otal	DANACH · AUSGANG	DANACH · ZIELORT	Danach weist die Adressspur zur Ausgangsposition.	Danach weist die Adressspur zur Zielposition.	Danach weist die Adressspur zur Ausgangsposition.	Danach weist die Adressspur zur Zielposition.	1	2	Ausgangsposition=>Zielposition	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P028	SAME_PAGE_OWNER	G475-R047	G475-R058	f72r	f72r	CELESTIAL	COORDINATE	COORDINATE_AFTER	G486-CFECBCD9B974	DANACH · *	2	AUSGANG	HIER	otar	otam	DANACH · AUSGANG	DANACH · HIER	Danach weist die Adressspur zur Ausgangsposition.	Danach weist die Adressspur zur bezeichneten Stelle.	Danach weist die Adressspur zur Ausgangsposition.	Danach weist die Adressspur zur bezeichneten Stelle.	1	3	Ausgangsposition=>bezeichneten Stelle	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	ALL_EVENTS_ROLE_RECURRENT
G486-P029	SAME_PAGE_OWNER	G475-R048	G475-R056	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	POSTEN	SCHLUSS	okaly	okaldy	SETZEN · ZIELORT · POSTEN	SETZEN · ZIELORT · SCHLUSS	Setze den Positionsposten zur Zielposition.	Setze den Eintrag zur Zielposition und schließe den Schritt.	Setze den Positionsposten zur Zielposition.	Setze den Eintrag zur Zielposition und schließe den Schritt.	2	6	Positionsposten=>Eintrag || ∅=>und schließe den Schritt	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P030	SAME_PAGE_OWNER	G475-R077	G475-R048	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	AUSGANG	POSTEN	okalar	okaly	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · POSTEN	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Positionsposten zur Zielposition.	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Positionsposten zur Zielposition.	2	7	Eintrag=>Positionsposten || , ausgehend von der Ausgangsposition=>∅	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P031	SAME_PAGE_OWNER	G475-R058	G475-R052	f72r	f72r	CELESTIAL	COORDINATE	COORDINATE_AFTER	G486-CFECBCD9B974	DANACH · *	2	HIER	ZIELORT	otam	otal	DANACH · HIER	DANACH · ZIELORT	Danach weist die Adressspur zur bezeichneten Stelle.	Danach weist die Adressspur zur Zielposition.	Danach weist die Adressspur zur bezeichneten Stelle.	Danach weist die Adressspur zur Zielposition.	1	3	bezeichneten Stelle=>Zielposition	YES	YES	YES	YES	YES	YES	YES	YES	ALL_EVENTS_ROLE_RECURRENT	RECURRENT_ROLE_WHOLE_RECORD
G486-P032	SAME_PAGE_OWNER	G475-R059	G475-R053	f72r	f72r	CELESTIAL	CATALOGUE	CATALOGUE_ENTRY	G486-CFF6632C9BCD	{N1} · ZIELORT · *	3	POSTEN	ZIELORT	ainaly	ralal	{N1} · ZIELORT · POSTEN	{N1} · ZIELORT · ZIELORT	Sternstelle »ain« mit Zielzuordnung und Postenangabe.	Sternstelle »r« mit zweifacher Zielzuordnung.	Sternstelle »{NAME}« mit Zielzuordnung und Postenangabe.	Sternstelle »{NAME}« mit zweifacher Zielzuordnung.	2	3	∅=>zweifacher || und Postenangabe=>∅	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P033	SAME_PAGE_OWNER	G475-R071	G475-R053	f72r	f72r	CELESTIAL	CATALOGUE	CATALOGUE_ENTRY	G486-CFD9E619A218	{N1} · * · ZIELORT	2	BAHN	ZIELORT	ytairal	ralal	{N1} · BAHN · ZIELORT	{N1} · ZIELORT · ZIELORT	Sternstelle »yt« mit Bahnvermerk und Zielzuordnung.	Sternstelle »r« mit zweifacher Zielzuordnung.	Sternstelle »{NAME}« mit Bahnvermerk und Zielzuordnung.	Sternstelle »{NAME}« mit zweifacher Zielzuordnung.	1	3	Bahnvermerk und=>zweifacher	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P034	SAME_PAGE_OWNER	G475-R077	G475-R056	f72r	f72r	CELESTIAL	INSTRUCTION	INSTRUCTION_SETZEN	G486-CFB0E5DEAFAB	SETZEN · ZIELORT · *	3	AUSGANG	SCHLUSS	okalar	okaldy	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · SCHLUSS	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Eintrag zur Zielposition und schließe den Schritt.	Setze den Eintrag zur Zielposition, ausgehend von der Ausgangsposition.	Setze den Eintrag zur Zielposition und schließe den Schritt.	1	9	, ausgehend von der Ausgangsposition=>und schließe den Schritt	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_STRICT_WHOLE_RECORD	RECURRENT_ROLE_WHOLE_RECORD
G486-P035	SAME_PAGE_OWNER	G475-R057	G475-R067	f72r	f72r	CELESTIAL	CATALOGUE	CATALOGUE_ENTRY	G486-CF97F33A67C9	{N1} · *	2	AUSGANG	WERT	chosar	oeeodaiin	{N1} · AUSGANG	{N1} · WERT	Sternstelle »chos« mit Ausgangszuordnung.	Sternstelle »oeeo« mit Wertangabe.	Sternstelle »{NAME}« mit Ausgangszuordnung.	Sternstelle »{NAME}« mit Wertangabe.	1	2	Ausgangszuordnung=>Wertangabe	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
G486-P036	SAME_PAGE_OWNER	G475-R057	G475-R072	f72r	f72r	CELESTIAL	CATALOGUE	CATALOGUE_ENTRY	G486-CF97F33A67C9	{N1} · *	2	AUSGANG	WERT	chosar	oeeesaiin	{N1} · AUSGANG	{N1} · WERT	Sternstelle »chos« mit Ausgangszuordnung.	Sternstelle »oeees« mit Wertangabe.	Sternstelle »{NAME}« mit Ausgangszuordnung.	Sternstelle »{NAME}« mit Wertangabe.	1	2	Ausgangszuordnung=>Wertangabe	YES	YES	YES	YES	YES	YES	YES	YES	RECURRENT_ROLE_WHOLE_RECORD	RECURRENT_STRICT_WHOLE_RECORD
