event_id	page	record_unit_id	statement_id	field_id	visible_surface	master_card_id	portable_value_de	visible_owner	curriculum_status	component_or_whole_analysis
E139	f81v	B1	B1-S011	F033	chckhy	MC035	durchleiten	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	Y
E140	f81v	B1	B1-S011	F033	qoky	MC026	einsetzen	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+Y
E141	f81v	B1	B1-S012	F034	lsho	MC130	Waschgang	gemeinsames zweireihiges Figuren-/Beckenfeld	EXISTING_SPECIALIST_COMPOSITION	LSH
E142	f81v	B1	B1-S012	F034	qokey	MC007	kurz einwirken	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+Y
E143	f81v	B1	B1-S012	F034	lshedy	MC038	Waschgang; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	DY
E144	f81v	B1	B1-S013	F035	lshedy	MC038	Waschgang; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	DY
E145	f81v	B1	B1-S014	F036	chedy	MC074	überführen	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	Y+CHED~CHD
E146	f81v	B1	B1-S014	F036	qolky	MC134	Weiterweg	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E147	f81v	B1	B1-S014	F036	lchedal	MC051	Zielabführung	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	AL+CHED~CHD
E148	f81v	B1	B1-S014	F036	qol	MC153	weiter	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E149	f81v	B1	B1-S014	F036	otar	MC121	Folgequelle	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OT+AR
E150	f81v	B1	B1-S015	F037	ytey	MC109	Kurzteil	gemeinsames zweireihiges Figuren-/Beckenfeld	PARTIAL_SPECIALIST_COMPOSITION	Y + E visible; T hull unresolved
E151	f81v	B1	B1-S015	F037	okchedy	MC005	einführen; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	CHED~CHD
E152	f81v	B1	B1-S016	F038	qokal	MC040	dorthin einsetzen	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+AL
E153	f81v	B1	B1-S016	F038	okeey	MC002	lange einwirken	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+Y
E154	f81v	B1	B1-S016	F038	qol	MC153	weiter	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E155	f81v	B1	B1-S016	F038	cheedy	MC128	kurz absetzen; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	DY
E156	f81v	B1	B1-S017	F039	sal	MC154	dorthin	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	AL
E157	f81v	B1	B1-S017	F039	teol	MC106	kurz weiterführen	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E158	f81v	B1	B1-S017	F039	dchdy	MC139	Transfer; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	CHED~CHD
E159	f81v	B1	B1-S018	F040	ly	MC118	Auffanggefäß	gemeinsames zweireihiges Figuren-/Beckenfeld	LEARNED_LOCAL_WHOLE_CARD	LY
E160	f81v	B1	B1-S018	F041	dsheol	MC076	Kurzhalt	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	OL
E161	f81v	B1	B1-S018	F041	oiiin	MC033	Arbeitsstufe	gemeinsames zweireihiges Figuren-/Beckenfeld	EXISTING_SPECIALIST_COMPOSITION	IIN
E162	f81v	B1	B1-S018	F041	olkeedy	MC045	lange sammeln; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	EXISTING_SPECIALIST_COMPOSITION	OL + K + EE + DY
E163	f81v	B1	B1-S019	F042	tedy	MC128	kurz absetzen; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	DY
E164	f81v	B1	B1-S020	F043	cheky	MC147	kurz wärmen	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	Y
E165	f81v	B1	B1-S020	F043	shckhedy	MC143	durchlassen; Schluss	gemeinsames zweireihiges Figuren-/Beckenfeld	EXISTING_SPECIALIST_COMPOSITION	SH + CKH + E + DY
E166	f81v	B1	B1-S021	F044	chal	MC154	dorthin	gemeinsames zweireihiges Figuren-/Beckenfeld	BASE_TWENTY_RULE_CURRICULUM	AL
E167	f82r	B2	B2-S001	F045	dchedy	MC025	überführen; Schluss	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	CHED~CHD
E168	f82r	B2	B2-S002	F046	qolchedy	MC028	weiterführen; Schluss	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OL+DY+CHED~CHD
E169	f82r	B2	B2-S003	F047	qokain	MC017	Anteil zugeben	obere Paarbecken-/Zylinderstation	EXISTING_SPECIALIST_COMPOSITION	OK + AIN
E170	f82r	B2	B2-S003	F047	dy	MC123	dies	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	Y
E171	f82r	B2	B2-S003	F047	qokeedy	MC082	lange einwirken; Schluss	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OK+DY
E172	f82r	B2	B2-S004	F048	qokal	MC040	dorthin einsetzen	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OK+AL
E173	f82r	B2	B2-S004	F048	lcheckhy	MC168	Abführpassage	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	Y
E174	f82r	B2	B2-S004	F048	lched	MC127	Abführung	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	CHED~CHD
E175	f82r	B2	B2-S004	F049	qokeey	MC002	lange einwirken	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OK+Y
E176	f82r	B2	B2-S004	F049	lcheckhedy	MC133	Trennabzug; Schluss	obere Paarbecken-/Zylinderstation	EXISTING_SPECIALIST_COMPOSITION	L + CKH + E + DY
E177	f82r	B2	B2-S005	F050	qokaly	MC054	Zieleinsatz	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OK+AL+Y
E178	f82r	B2	B2-S005	F050	solkaiin	MC036	Sollsammlung	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	AIIN
E179	f82r	B2	B2-S005	F050	chckhy	MC035	durchleiten	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	Y
E180	f82r	B2	B2-S005	F050	qokaiin	MC120	bemessen	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OK+AIIN
E181	f82r	B2	B2-S005	F051	qokaiin	MC120	bemessen	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OK+AIIN
E182	f82r	B2	B2-S005	F051	octheol	MC112	Fortsetzung vorbereiten	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OL
E183	f82r	B2	B2-S005	F051	chkeey	MC166	Langwärmen	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	Y
E184	f82r	B2	B2-S005	F051	ldy	MC004	abziehen; Schluss	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	DY
E185	f82r	B2	B2-S006	F052	oteey	MC063	Langfolge	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OT+Y
E186	f82r	B2	B2-S006	F052	qokal	MC040	dorthin einsetzen	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OK+AL
E187	f82r	B2	B2-S006	F052	sheckhy	MC132	Kurzpassage	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	Y
E188	f82r	B2	B2-S006	F052	qoky	MC026	einsetzen	obere Paarbecken-/Zylinderstation	BASE_TWENTY_RULE_CURRICULUM	OK+Y
E189	f82r	B2	B2-S007	F053	dshedy	MC138	Frischwasser zugeben; Schluss	mittlere linke Geräte-/Inline-Knotenstation	BASE_TWENTY_RULE_CURRICULUM	DY
E190	f82r	B2	B2-S008	F054	sotaiin	MC060	Folgemaß	mittlere linke Geräte-/Inline-Knotenstation	BASE_TWENTY_RULE_CURRICULUM	OT+AIIN
E191	f82r	B2	B2-S008	F054	qokar	MC044	Quelleinsatz	mittlere linke Geräte-/Inline-Knotenstation	BASE_TWENTY_RULE_CURRICULUM	OK+AR
E192	f82r	B2	B2-S008	F054	shedy	MC128	kurz absetzen; Schluss	mittlere linke Geräte-/Inline-Knotenstation	BASE_TWENTY_RULE_CURRICULUM	DY
E193	f82r	B2	B2-S009	F055	solshedy	MC149	Folgeabsetzen; Schluss	mittlere linke Geräte-/Inline-Knotenstation	BASE_TWENTY_RULE_CURRICULUM	OL
E194	f82r	B2	B2-S010	F056	qokeey	MC002	lange einwirken	mittlere linke Geräte-/Inline-Knotenstation	BASE_TWENTY_RULE_CURRICULUM	OK+Y
E195	f82r	B2	B2-S010	F056	qoky	MC026	einsetzen	mittlere linke Geräte-/Inline-Knotenstation	BASE_TWENTY_RULE_CURRICULUM	OK+Y
E196	f82r	B2	B2-S010	F056	ls	MC065	Auslass	mittlere linke Geräte-/Inline-Knotenstation	LEARNED_LOCAL_WHOLE_CARD	LS
E197	f82r	B2	B2-S010	F056	cheey	MC119	Ergebnis	mittlere linke Geräte-/Inline-Knotenstation	BASE_TWENTY_RULE_CURRICULUM	RESULT
E198	f82r	B2	B2-S011	F057	okain	MC017	Anteil zugeben	ungelöste mittlere rechte Linie-/Liegepodeststation	EXISTING_SPECIALIST_COMPOSITION	OK + AIN
E199	f82r	B2	B2-S011	F057	char	MC055	davon	ungelöste mittlere rechte Linie-/Liegepodeststation	BASE_TWENTY_RULE_CURRICULUM	AR
E200	f82r	B2	B2-S011	F057	okain	MC017	Anteil zugeben	ungelöste mittlere rechte Linie-/Liegepodeststation	EXISTING_SPECIALIST_COMPOSITION	OK + AIN
E201	f82r	B2	B2-S011	F057	qokeedy	MC082	lange einwirken; Schluss	ungelöste mittlere rechte Linie-/Liegepodeststation	BASE_TWENTY_RULE_CURRICULUM	OK+DY
E202	f82r	B2	B2-S012	F058	lchy	MC008	Abführgut	ungelöste mittlere rechte Linie-/Liegepodeststation	BASE_TWENTY_RULE_CURRICULUM	Y
E203	f82r	B2	B2-S012	F059	cheey	MC119	Ergebnis	unteres grünes Mehrfigurenfeld	BASE_TWENTY_RULE_CURRICULUM	RESULT
E204	f82r	B2	B2-S012	F059	qcthey	MC073	kurz vorbereiten	unteres grünes Mehrfigurenfeld	BASE_TWENTY_RULE_CURRICULUM	Y
E205	f82r	B2	B2-S012	F059	qokeey	MC002	lange einwirken	unteres grünes Mehrfigurenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+Y
E206	f82r	B2	B2-S012	F059	lcheey	MC066	Klarabzug	unteres grünes Mehrfigurenfeld	EXISTING_SPECIALIST_COMPOSITION	L + RESULT
E207	f82r	B2	B2-S012	F059	daiin	MC039	Sollwert	unteres grünes Mehrfigurenfeld	BASE_TWENTY_RULE_CURRICULUM	AIIN
E208	f82r	B2	B2-S012	F059	chey	MC123	dies	unteres grünes Mehrfigurenfeld	BASE_TWENTY_RULE_CURRICULUM	Y
E209	f82r	B2	B2-S012	F059	qokeeedy	MC140	Volleinsatz; Schluss	unteres grünes Mehrfigurenfeld	BASE_TWENTY_RULE_CURRICULUM	OK+DY
E210	f82r	B2	B2-S013	F060	lchedy	MC155	abführen; Schluss	unteres grünes Mehrfigurenfeld	BASE_TWENTY_RULE_CURRICULUM	CHED~CHD
E211	f82r	B2	B2-S014	F061	lar	MC029	Quellabzug	unteres grünes Mehrfigurenfeld	BASE_TWENTY_RULE_CURRICULUM	AR
E212	f82r	B2	B2-S015	F062	tshey	MC141	Folgeklarlauf	lokale Randstationen des unteren Feldes	EXISTING_SPECIALIST_COMPOSITION	T + RESULT
E213	f82r	B2	B2-S015	F062	qokeedy	MC082	lange einwirken; Schluss	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	OK+DY
E214	f82r	B2	B2-S016	F063	cheal	MC154	dorthin	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	AL
E215	f82r	B2	B2-S016	F063	lchedar	MC011	Quellabführung	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	AR+CHED~CHD
E216	f82r	B2	B2-S016	F063	ches	MC152	teilen	lokale Randstationen des unteren Feldes	LEARNED_LOCAL_WHOLE_CARD	CHES
E217	f82r	B2	B2-S016	F063	aiin	MC039	Sollwert	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	AIIN
E218	f82r	B2	B2-S016	F063	oteey	MC063	Langfolge	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	OT+Y
E219	f82r	B2	B2-S016	F063	qokaiin	MC120	bemessen	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	OK+AIIN
E220	f82r	B2	B2-S016	F063	okey	MC007	kurz einwirken	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	OK+Y
E221	f82r	B2	B2-S016	F064	pchedy	MC070	Zuführung; Schluss	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	CHED~CHD
E222	f82r	B2	B2-S017	F065	rsheal	MC102	Kurzhalt am Ziel	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	AL
E223	f82r	B2	B2-S017	F065	daldy	MC079	Zielschluss	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	AL+DY
E224	f82r	B2	B2-S018	F066	qokeedy	MC082	lange einwirken; Schluss	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	OK+DY
E225	f82r	B2	B2-S019	F067	rshedy	MC084	Vollwaschung; Schluss	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	DY
E226	f82r	B2	B2-S020	F068	qoteedy	MC173	lange Folgestufe; Schluss	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	OT
E227	f82r	B2	B2-S021	F069	qokeedy	MC082	lange einwirken; Schluss	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	OK+DY
E228	f82r	B2	B2-S022	F070	lochedy	MC167	Abführung; Schluss	lokale Randstationen des unteren Feldes	BASE_TWENTY_RULE_CURRICULUM	DY+CHED~CHD
