statement_id	page	record_unit_id	visible_owner	event_ids	event_count	curriculum_status	master_dictation_de	apprentice_response	nonbase_cards
B1-S019	f81v	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	E163	1	FULLY_BASE_RULED	Kurz absetzen lassen; Schluss.	tedy	NONE
B1-S020	f81v	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	E164|E165	2	BASE_PLUS_EXISTING_SPECIALIST_COMPOSITION	Kurz wärmen und durchlassen; Schluss.	cheky shckhedy	shckhedy
B1-S021	f81v	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	E166	1	FULLY_BASE_RULED	Dorthin bringen.	chal	NONE
B2-S001	f82r	B2	obere Paarbecken-/Zylinderstation	E167	1	FULLY_BASE_RULED	In die obere Paarbeckenstation überführen; Schluss.	dchedy	NONE
B2-S002	f82r	B2	obere Paarbecken-/Zylinderstation	E168	1	FULLY_BASE_RULED	Durch die obere Station weiterführen; Schluss.	qolchedy	NONE
B2-S003	f82r	B2	obere Paarbecken-/Zylinderstation	E169|E170|E171	3	BASE_PLUS_EXISTING_SPECIALIST_COMPOSITION	Einen Anteil zugeben, diesen Posten länger einwirken lassen; Schluss.	qokain dy qokeedy	qokain
B2-S004	f82r	B2	obere Paarbecken-/Zylinderstation	E172|E173|E174|E175|E176	5	BASE_PLUS_EXISTING_SPECIALIST_COMPOSITION	Am Ziel einsetzen, durchleiten, abführen, länger einwirken und getrennt abziehen; Schluss.	qokal lcheckhy lched qokeey lcheckhedy	lcheckhedy
B2-S005	f82r	B2	obere Paarbecken-/Zylinderstation	E177|E178|E179|E180|E181|E182|E183|E184	8	FULLY_BASE_RULED	Am Ziel einsetzen, bis zum Soll sammeln, durchleiten, zweimal bemessen, die Fortsetzung vorbereiten, länger wärmen und abziehen; Schluss.	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	NONE
B2-S006	f82r	B2	obere Paarbecken-/Zylinderstation	E185|E186|E187|E188	4	FULLY_BASE_RULED	Die lange Folge ausführen, dorthin einsetzen, durch die kurze Passage führen und einsetzen.	oteey qokal sheckhy qoky	NONE
B2-S007	f82r	B2	mittlere linke Geräte-/Inline-Knotenstation	E189	1	FULLY_BASE_RULED	An der mittleren linken Knotenstation Frischwasser zugeben; Schluss.	dshedy	NONE
B2-S008	f82r	B2	mittlere linke Geräte-/Inline-Knotenstation	E190|E191|E192	3	FULLY_BASE_RULED	Das Folgemaß aus der Quelle einsetzen und kurz absetzen lassen; Schluss.	sotaiin qokar shedy	NONE
B2-S009	f82r	B2	mittlere linke Geräte-/Inline-Knotenstation	E193	1	FULLY_BASE_RULED	Den Folgeposten absetzen lassen; Schluss.	solshedy	NONE
B2-S010	f82r	B2	mittlere linke Geräte-/Inline-Knotenstation	E194|E195|E196|E197	4	BASE_PLUS_EXEMPLAR_CARD	Länger einwirken lassen, einsetzen und den klaren Auszug zum Auslass führen.	qokeey qoky ls cheey	ls
B2-S011	f82r	B2	ungelöste mittlere rechte Linie-/Liegepodeststation	E198|E199|E200|E201	4	BASE_PLUS_EXISTING_SPECIALIST_COMPOSITION	Anteil zugeben, davon Anteil zugeben und länger einwirken; Schluss.	okain char okain qokeedy	okain|okain
B2-S012	f82r	B2	ungelöste mittlere rechte Linie-/Liegepodeststation	E202|E203|E204|E205|E206|E207|E208|E209	8	BASE_PLUS_EXISTING_SPECIALIST_COMPOSITION	Abführgut auf Ergebnis kurz vorbereiten, länger einwirken, klar abziehen, auf Sollwert bringen und vollständig einsetzen; Schluss.	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	lcheey
B2-S013	f82r	B2	unteres grünes Mehrfigurenfeld	E210	1	FULLY_BASE_RULED	In das untere grüne Mehrfigurenfeld abführen; Schluss.	lchedy	NONE
B2-S014	f82r	B2	unteres grünes Mehrfigurenfeld	E211	1	FULLY_BASE_RULED	Aus der Quelle abziehen.	lar	NONE
B2-S015	f82r	B2	lokale Randstationen des unteren Feldes	E212|E213	2	BASE_PLUS_EXISTING_SPECIALIST_COMPOSITION	An der lokalen Randstation den Folgeklarlauf länger einwirken lassen; Schluss.	tshey qokeedy	tshey
B2-S016	f82r	B2	lokale Randstationen des unteren Feldes	E214|E215|E216|E217|E218|E219|E220|E221	8	BASE_PLUS_EXEMPLAR_CARD	Dorthin führen, davon abführen, teilen, auf Sollwert bringen, die Folge bemessen, kurz einwirken und zuführen; Schluss.	cheal lchedar ches aiin oteey qokaiin okey pchedy	ches
B2-S017	f82r	B2	lokale Randstationen des unteren Feldes	E222|E223	2	FULLY_BASE_RULED	Am Ziel kurz halten und den Zielschritt schließen.	rsheal daldy	NONE
B2-S018	f82r	B2	lokale Randstationen des unteren Feldes	E224	1	FULLY_BASE_RULED	Länger einwirken lassen; Schluss.	qokeedy	NONE
B2-S019	f82r	B2	lokale Randstationen des unteren Feldes	E225	1	FULLY_BASE_RULED	Eine Vollwaschung ausführen; Schluss.	rshedy	NONE
B2-S020	f82r	B2	lokale Randstationen des unteren Feldes	E226	1	FULLY_BASE_RULED	Die folgende Stufe länger halten; Schluss.	qoteedy	NONE
B2-S021	f82r	B2	lokale Randstationen des unteren Feldes	E227	1	FULLY_BASE_RULED	Länger einwirken lassen; Schluss.	qokeedy	NONE
B2-S022	f82r	B2	lokale Randstationen des unteren Feldes	E228	1	FULLY_BASE_RULED	Abführen; Schluss.	lochedy	NONE
