direct_pair	left_action	separator_focus	right_action	separated_recipe	direct_pair_reader_status	separated_factor_gate_status	separator_decision	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	ordered_literal_reading_de	direct_pair_promoted	surface_or_occurrence_prediction
CH>SH	CH	AIN	SH	CH+AIN+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIN	NONE	NONE	NEHMEN · ANTEIL · HALTEN	NO	NO
CH>SH	CH	AIR	SH	CH+AIR+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:SH<-AIR	NONE	NONE	NEHMEN · BAHN · HALTEN	NO	NO
CH>SH	CH	AL	SH	CH+AL+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CH<-AL	NONE	NONE	NEHMEN · ZIELORT · HALTEN	NO	NO
CH>SH	CH	AR	SH	CH+AR+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CH<-AR	NONE	NONE	NEHMEN · AUSGANG · HALTEN	NO	NO
CH>SH	CH	E	SH	CH+E+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NEHMEN · GRAD I · HALTEN	NO	NO
CH>SH	CH	EE	SH	CH+EE+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE	NONE	NONE	NEHMEN · GRAD II · HALTEN	NO	NO
CH>SH	CH	EEE	SH	CH+EEE+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EEE	NONE	NONE	NEHMEN · GRAD III · HALTEN	NO	NO
CH>SH	CH	L	SH	CH+L+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:SH<-L	NONE	NONE	NEHMEN · VERBINDUNG · HALTEN	NO	NO
CH>SH	CH	OR	SH	CH+OR+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-OR	NONE	NONE	NEHMEN · EINHEIT · HALTEN	NO	NO
CH>SH	CH	Y	SH	CH+Y+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y	NONE	NONE	NEHMEN · POSTEN · HALTEN	NO	NO
CHD>CH	CHD	AIIN	CH	CHD+AIIN+CH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIIN	NONE	NONE	BEARBEITEN · WERT · NEHMEN	NO	NO
CHD>CH	CHD	AIN	CH	CHD+AIN+CH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIN	NONE	NONE	BEARBEITEN · ANTEIL · NEHMEN	NO	NO
CHD>CH	CHD	AIR	CH	CHD+AIR+CH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:CH<-AIR	NONE	NONE	BEARBEITEN · BAHN · NEHMEN	NO	NO
CHD>CH	CHD	AL	CH	CHD+AL+CH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AL	NONE	NONE	BEARBEITEN · ZIELORT · NEHMEN	NO	NO
CHD>CH	CHD	AR	CH	CHD+AR+CH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AR	NONE	NONE	BEARBEITEN · AUSGANG · NEHMEN	NO	NO
CHD>CH	CHD	E	CH	CHD+E+CH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-E	NONE	NONE	BEARBEITEN · GRAD I · NEHMEN	NO	NO
CHD>CH	CHD	EE	CH	CHD+EE+CH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-EE	NONE	NONE	BEARBEITEN · GRAD II · NEHMEN	NO	NO
CHD>CH	CHD	EEE	CH	CHD+EEE+CH	STOP_UNLICENSED	STOP__UNLICENSED_FACTOR	SEPARATED_CHAIN_STILL_STOPPED	NEAREST_HEAD_LEFT_TIE	NONE	NONE	FOCUS:CHD<-EEE	BEARBEITEN · GRAD III · NEHMEN	NO	NO
CHD>CH	CHD	L	CH	CHD+L+CH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:CH<-L	NONE	NONE	BEARBEITEN · VERBINDUNG · NEHMEN	NO	NO
CHD>CH	CHD	OR	CH	CHD+OR+CH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-OR	NONE	NONE	BEARBEITEN · EINHEIT · NEHMEN	NO	NO
CHD>CH	CHD	Y	CH	CHD+Y+CH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-Y	NONE	NONE	BEARBEITEN · POSTEN · NEHMEN	NO	NO
CHD>CHD	CHD	AIIN	CHD	CHD+AIIN+CHD	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIIN	NONE	NONE	BEARBEITEN · WERT · BEARBEITEN	NO	NO
CHD>CHD	CHD	AIN	CHD	CHD+AIN+CHD	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIN	NONE	NONE	BEARBEITEN · ANTEIL · BEARBEITEN	NO	NO
CHD>CHD	CHD	AIR	CHD	CHD+AIR+CHD	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:CHD<-AIR	NONE	NONE	BEARBEITEN · BAHN · BEARBEITEN	NO	NO
CHD>CHD	CHD	AL	CHD	CHD+AL+CHD	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AL	NONE	NONE	BEARBEITEN · ZIELORT · BEARBEITEN	NO	NO
CHD>CHD	CHD	AR	CHD	CHD+AR+CHD	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AR	NONE	NONE	BEARBEITEN · AUSGANG · BEARBEITEN	NO	NO
CHD>CHD	CHD	E	CHD	CHD+E+CHD	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-E	NONE	NONE	BEARBEITEN · GRAD I · BEARBEITEN	NO	NO
CHD>CHD	CHD	EE	CHD	CHD+EE+CHD	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-EE	NONE	NONE	BEARBEITEN · GRAD II · BEARBEITEN	NO	NO
CHD>CHD	CHD	EEE	CHD	CHD+EEE+CHD	STOP_UNLICENSED	STOP__UNLICENSED_FACTOR	SEPARATED_CHAIN_STILL_STOPPED	NEAREST_HEAD_LEFT_TIE	NONE	NONE	FOCUS:CHD<-EEE	BEARBEITEN · GRAD III · BEARBEITEN	NO	NO
CHD>CHD	CHD	L	CHD	CHD+L+CHD	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:CHD<-L	NONE	NONE	BEARBEITEN · VERBINDUNG · BEARBEITEN	NO	NO
CHD>CHD	CHD	OR	CHD	CHD+OR+CHD	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-OR	NONE	NONE	BEARBEITEN · EINHEIT · BEARBEITEN	NO	NO
CHD>CHD	CHD	Y	CHD	CHD+Y+CHD	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-Y	NONE	NONE	BEARBEITEN · POSTEN · BEARBEITEN	NO	NO
CHD>K	CHD	AIIN	K	CHD+AIIN+K	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIIN	NONE	NONE	BEARBEITEN · WERT · GEBEN	NO	NO
CHD>K	CHD	AIN	K	CHD+AIN+K	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIN	NONE	NONE	BEARBEITEN · ANTEIL · GEBEN	NO	NO
CHD>K	CHD	AIR	K	CHD+AIR+K	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:K<-AIR	NONE	NONE	BEARBEITEN · BAHN · GEBEN	NO	NO
CHD>K	CHD	AL	K	CHD+AL+K	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AL	NONE	NONE	BEARBEITEN · ZIELORT · GEBEN	NO	NO
CHD>K	CHD	AR	K	CHD+AR+K	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AR	NONE	NONE	BEARBEITEN · AUSGANG · GEBEN	NO	NO
CHD>K	CHD	E	K	CHD+E+K	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-E	NONE	NONE	BEARBEITEN · GRAD I · GEBEN	NO	NO
CHD>K	CHD	EE	K	CHD+EE+K	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-EE	NONE	NONE	BEARBEITEN · GRAD II · GEBEN	NO	NO
CHD>K	CHD	EEE	K	CHD+EEE+K	STOP_UNLICENSED	STOP__UNLICENSED_FACTOR	SEPARATED_CHAIN_STILL_STOPPED	NEAREST_HEAD_LEFT_TIE	NONE	NONE	FOCUS:CHD<-EEE	BEARBEITEN · GRAD III · GEBEN	NO	NO
CHD>K	CHD	L	K	CHD+L+K	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:K<-L	NONE	NONE	BEARBEITEN · VERBINDUNG · GEBEN	NO	NO
CHD>K	CHD	OR	K	CHD+OR+K	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-OR	NONE	NONE	BEARBEITEN · EINHEIT · GEBEN	NO	NO
CHD>K	CHD	Y	K	CHD+Y+K	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-Y	NONE	NONE	BEARBEITEN · POSTEN · GEBEN	NO	NO
CHD>OK	CHD	AIIN	OK	CHD+AIIN+OK	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIIN	NONE	NONE	BEARBEITEN · WERT · SETZEN	NO	NO
CHD>OK	CHD	AIN	OK	CHD+AIN+OK	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIN	NONE	NONE	BEARBEITEN · ANTEIL · SETZEN	NO	NO
CHD>OK	CHD	AIR	OK	CHD+AIR+OK	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:OK<-AIR	NONE	NONE	BEARBEITEN · BAHN · SETZEN	NO	NO
CHD>OK	CHD	AL	OK	CHD+AL+OK	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AL	NONE	NONE	BEARBEITEN · ZIELORT · SETZEN	NO	NO
CHD>OK	CHD	AR	OK	CHD+AR+OK	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AR	NONE	NONE	BEARBEITEN · AUSGANG · SETZEN	NO	NO
CHD>OK	CHD	E	OK	CHD+E+OK	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-E	NONE	NONE	BEARBEITEN · GRAD I · SETZEN	NO	NO
CHD>OK	CHD	EE	OK	CHD+EE+OK	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-EE	NONE	NONE	BEARBEITEN · GRAD II · SETZEN	NO	NO
CHD>OK	CHD	EEE	OK	CHD+EEE+OK	STOP_UNLICENSED	STOP__UNLICENSED_FACTOR	SEPARATED_CHAIN_STILL_STOPPED	NEAREST_HEAD_LEFT_TIE	NONE	NONE	FOCUS:CHD<-EEE	BEARBEITEN · GRAD III · SETZEN	NO	NO
CHD>OK	CHD	L	OK	CHD+L+OK	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:OK<-L	NONE	NONE	BEARBEITEN · VERBINDUNG · SETZEN	NO	NO
CHD>OK	CHD	OR	OK	CHD+OR+OK	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-OR	NONE	NONE	BEARBEITEN · EINHEIT · SETZEN	NO	NO
CHD>OK	CHD	Y	OK	CHD+Y+OK	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-Y	NONE	NONE	BEARBEITEN · POSTEN · SETZEN	NO	NO
CHD>P	CHD	AIIN	P	CHD+AIIN+P	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIIN	NONE	NONE	BEARBEITEN · WERT · EINSETZEN	NO	NO
CHD>P	CHD	AIN	P	CHD+AIN+P	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIN	NONE	NONE	BEARBEITEN · ANTEIL · EINSETZEN	NO	NO
CHD>P	CHD	AIR	P	CHD+AIR+P	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:P<-AIR	NONE	NONE	BEARBEITEN · BAHN · EINSETZEN	NO	NO
CHD>P	CHD	AL	P	CHD+AL+P	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AL	NONE	NONE	BEARBEITEN · ZIELORT · EINSETZEN	NO	NO
CHD>P	CHD	AR	P	CHD+AR+P	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AR	NONE	NONE	BEARBEITEN · AUSGANG · EINSETZEN	NO	NO
CHD>P	CHD	E	P	CHD+E+P	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-E	NONE	NONE	BEARBEITEN · GRAD I · EINSETZEN	NO	NO
CHD>P	CHD	EE	P	CHD+EE+P	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-EE	NONE	NONE	BEARBEITEN · GRAD II · EINSETZEN	NO	NO
CHD>P	CHD	EEE	P	CHD+EEE+P	STOP_UNLICENSED	STOP__UNLICENSED_FACTOR	SEPARATED_CHAIN_STILL_STOPPED	NEAREST_HEAD_LEFT_TIE	NONE	NONE	FOCUS:CHD<-EEE	BEARBEITEN · GRAD III · EINSETZEN	NO	NO
CHD>P	CHD	L	P	CHD+L+P	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:P<-L	NONE	NONE	BEARBEITEN · VERBINDUNG · EINSETZEN	NO	NO
CHD>P	CHD	OR	P	CHD+OR+P	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-OR	NONE	NONE	BEARBEITEN · EINHEIT · EINSETZEN	NO	NO
CHD>P	CHD	Y	P	CHD+Y+P	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-Y	NONE	NONE	BEARBEITEN · POSTEN · EINSETZEN	NO	NO
CHD>R	CHD	AIIN	R	CHD+AIIN+R	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIIN	NONE	NONE	BEARBEITEN · WERT · MARKIEREN	NO	NO
CHD>R	CHD	AIN	R	CHD+AIN+R	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIN	NONE	NONE	BEARBEITEN · ANTEIL · MARKIEREN	NO	NO
CHD>R	CHD	AIR	R	CHD+AIR+R	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:CHD<-AIR	NONE	NONE	BEARBEITEN · BAHN · MARKIEREN	NO	NO
CHD>R	CHD	AL	R	CHD+AL+R	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AL	NONE	NONE	BEARBEITEN · ZIELORT · MARKIEREN	NO	NO
CHD>R	CHD	AR	R	CHD+AR+R	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AR	NONE	NONE	BEARBEITEN · AUSGANG · MARKIEREN	NO	NO
CHD>R	CHD	E	R	CHD+E+R	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-E	NONE	NONE	BEARBEITEN · GRAD I · MARKIEREN	NO	NO
CHD>R	CHD	EE	R	CHD+EE+R	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-EE	NONE	NONE	BEARBEITEN · GRAD II · MARKIEREN	NO	NO
CHD>R	CHD	EEE	R	CHD+EEE+R	STOP_UNLICENSED	STOP__UNLICENSED_FACTOR	SEPARATED_CHAIN_STILL_STOPPED	NEAREST_HEAD_LEFT_TIE	NONE	NONE	FOCUS:CHD<-EEE	BEARBEITEN · GRAD III · MARKIEREN	NO	NO
CHD>R	CHD	L	R	CHD+L+R	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:CHD<-L	NONE	NONE	BEARBEITEN · VERBINDUNG · MARKIEREN	NO	NO
CHD>R	CHD	OR	R	CHD+OR+R	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-OR	NONE	NONE	BEARBEITEN · EINHEIT · MARKIEREN	NO	NO
CHD>R	CHD	Y	R	CHD+Y+R	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-Y	NONE	NONE	BEARBEITEN · POSTEN · MARKIEREN	NO	NO
CHD>SH	CHD	AIIN	SH	CHD+AIIN+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIIN	NONE	NONE	BEARBEITEN · WERT · HALTEN	NO	NO
CHD>SH	CHD	AIN	SH	CHD+AIN+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIN	NONE	NONE	BEARBEITEN · ANTEIL · HALTEN	NO	NO
CHD>SH	CHD	AIR	SH	CHD+AIR+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	L_AIR_RIGHT_FALLBACK	FOCUS:SH<-AIR	NONE	NONE	BEARBEITEN · BAHN · HALTEN	NO	NO
CHD>SH	CHD	AL	SH	CHD+AL+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AL	NONE	NONE	BEARBEITEN · ZIELORT · HALTEN	NO	NO
CHD>SH	CHD	AR	SH	CHD+AR+SH	STOP_UNLICENSED	FACTOR_GREEN_CROSS_PAGE	SEPARATED_CHAIN_GREEN	AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-AR	NONE	NONE	BEARBEITEN · AUSGANG · HALTEN	NO	NO
