statement_id	record_unit_id	page	source_job_ids	visible_owner	unchanged_atomic_chain_de	product_supplied_clause_de	terminal_status	dictionary_change
B1-S017	B1	f81v	J1	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin | Kurzfortsetzung | Transfer; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin — Kurzfortsetzung — Transfer; Schluss.	TERMINAL	NO
B1-S018	B1	f81v	J1	gemeinsames zweireihiges Figuren-/Beckenfeld	Abführposten | Kurzhalt | Arbeitsstufe | lange sammeln; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: Abführposten — Kurzhalt — Arbeitsstufe — lange sammeln; Schluss.	TERMINAL	NO
B1-S019	B1	f81v	J1	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz absetzen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: kurz absetzen; Schluss.	TERMINAL	NO
B1-S020	B1	f81v	J1	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz wärmen | durchlassen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: kurz wärmen — durchlassen; Schluss.	TERMINAL	NO
B1-S021	B1	f81v	J1	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin.	NONCLOSE	NO
B2-S001	B2	f82r	J2	obere Paarbecken-/Zylinderstation	überführen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Besitzer »obere Paarbecken-/Zylinderstation«: überführen; Schluss.	TERMINAL	NO
B2-S002	B2	f82r	J2	obere Paarbecken-/Zylinderstation	weiterführen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: weiterführen; Schluss.	TERMINAL	NO
B2-S003	B2	f82r	J2	obere Paarbecken-/Zylinderstation	Anteil zugeben | dies | lange einwirken; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Anteil zugeben — dies — lange einwirken; Schluss.	TERMINAL	NO
B2-S004	B2	f82r	J2	obere Paarbecken-/Zylinderstation	dorthin einsetzen | Abführpassage | Abführung | lange einwirken | Trennabzug; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin einsetzen — Abführpassage — Abführung — lange einwirken — Trennabzug; Schluss.	TERMINAL	NO
B2-S005	B2	f82r	J2	obere Paarbecken-/Zylinderstation	Zieleinsatz | Sollsammlung | durchleiten | bemessen | bemessen | Fortsetzung vorbereiten | Langwärmen | abziehen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.	TERMINAL	NO
B2-S006	B2	f82r	J2	obere Paarbecken-/Zylinderstation	Langfolge | dorthin einsetzen | Kurzpassage | einsetzen	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Langfolge — dorthin einsetzen — Kurzpassage — einsetzen.	NONCLOSE	NO
B2-S007	B2	f82r	J2	mittlere linke Geräte-/Inline-Knotenstation	Kurzabsetzen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: Kurzabsetzen; Schluss.	TERMINAL	NO
B2-S008	B2	f82r	J2	mittlere linke Geräte-/Inline-Knotenstation	Folgemaß | Quelleinsatz | kurz absetzen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Folgemaß — Quelleinsatz — kurz absetzen; Schluss.	TERMINAL	NO
B2-S009	B2	f82r	J2	mittlere linke Geräte-/Inline-Knotenstation	Folgeabsetzen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Folgeabsetzen; Schluss.	TERMINAL	NO
B2-S010	B2	f82r	J2	mittlere linke Geräte-/Inline-Knotenstation	lange einwirken | einsetzen | Auslass | Klarauszug	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken — einsetzen — Auslass — Klarauszug.	NONCLOSE	NO
B2-S011	B2	f82r	J2	ungelöste mittlere rechte Linie-/Liegepodeststation	Anteil zugeben | davon | Anteil zugeben | lange einwirken; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.	TERMINAL	NO
B2-S012	B2	f82r	J2	ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld	Abführgut | Klarauszug | kurz vorbereiten | lange einwirken | Klarabzug | Sollmaß | dies | Volleinsatz; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.	TERMINAL	NO
B2-S013	B2	f82r	J2	unteres grünes Mehrfigurenfeld	abführen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: abführen; Schluss.	TERMINAL	NO
B2-S014	B2	f82r	J2	unteres grünes Mehrfigurenfeld	Quellabzug	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Quellabzug.	NONCLOSE	NO
B2-S015	B2	f82r	J2	lokale Randstationen des unteren Feldes	Klarlauf | lange einwirken; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »lokale Randstationen des unteren Feldes«: Klarlauf — lange einwirken; Schluss.	TERMINAL	NO
B2-S016	B2	f82r	J2	lokale Randstationen des unteren Feldes	dorthin | Quellabführung | Teilen | Sollmaß | Langfolge | bemessen | kurz einwirken | Zuführung; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.	TERMINAL	NO
B2-S017	B2	f82r	J2	lokale Randstationen des unteren Feldes	Kurzhalt am Ziel | Zielschluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Kurzhalt am Ziel — Zielschluss.	TERMINAL	NO
B2-S018	B2	f82r	J2	lokale Randstationen des unteren Feldes	lange einwirken; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken; Schluss.	TERMINAL	NO
B2-S019	B2	f82r	J2	lokale Randstationen des unteren Feldes	Waschschluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Waschschluss.	TERMINAL	NO
B2-S020	B2	f82r	J2	lokale Randstationen des unteren Feldes	lange Folgestufe; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange Folgestufe; Schluss.	TERMINAL	NO
B2-S021	B2	f82r	J2	lokale Randstationen des unteren Feldes	lange einwirken; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken; Schluss.	TERMINAL	NO
B2-S022	B2	f82r	J2	lokale Randstationen des unteren Feldes	Abführung; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführung; Schluss.	TERMINAL	NO
B3-S001	B3	f83r	J3	obere offene Fächer-Randstation	lange sammeln; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Besitzer »obere offene Fächer-Randstation«: lange sammeln; Schluss.	TERMINAL	NO
B3-S002	B3	f83r	J3	obere offene Fächer-Randstation	danach dorthin | Langwärmen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: danach dorthin — Langwärmen; Schluss.	TERMINAL	NO
B3-S003	B3	f83r	J3	obere offene Fächer-Randstation	dies | Sollmaß | dies | abführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: dies — Sollmaß — dies — abführen; Schluss.	TERMINAL	NO
B3-S004	B3	f83r	J3	obere offene Fächer-Randstation	bemessen | danach dorthin | davon	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — danach dorthin — davon.	NONCLOSE	NO
B3-S005	B3	f83r	J3	mittlere runde Gefäß-Randstation	überführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Besitzer »mittlere runde Gefäß-Randstation«: überführen; Schluss.	TERMINAL	NO
B3-S006	B3	f83r	J3	mittlere runde Gefäß-Randstation	Postentransfer | dorthin einsetzen | weiterführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Postentransfer — dorthin einsetzen — weiterführen; Schluss.	TERMINAL	NO
B3-S007	B3	f83r	J3	mittlere runde Gefäß-Randstation	bemessen | überführen | lange einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — überführen — lange einwirken; Schluss.	TERMINAL	NO
B3-S008	B3	f83r	J3	mittlere runde Gefäß-Randstation	abführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abführen; Schluss.	TERMINAL	NO
B3-S009	B3	f83r	J3	mittlere runde Gefäß-Randstation	einsetzen	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen.	NONCLOSE	NO
B3-S010	B3	f83r	J3	untere korbartige Gefäß-Randstation	Zielzuführung | Kurzfolge; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Besitzer »untere korbartige Gefäß-Randstation«: Zielzuführung — Kurzfolge; Schluss.	TERMINAL	NO
B3-S011	B3	f83r	J3	untere korbartige Gefäß-Randstation	Vorbereitungstransfer | einsetzen | überführen | Quellposten	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Vorbereitungstransfer — einsetzen — überführen — Quellposten.	NONCLOSE	NO
B3-S012	B3	f83r	J3	untere korbartige Gefäß-Randstation	Ansatz | kurz absetzen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: mit dem aus der Quelle überführten Posten weiter: Ansatz — kurz absetzen; Schluss.	TERMINAL	NO
B3-S013	B3	f83r	J3	untere korbartige Gefäß-Randstation	bemessen | Anteil | kurz vorbereiten | kurz einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.	TERMINAL	NO
B3-S014	B3	f83r	J3	untere korbartige Gefäß-Randstation	Laufeinsatz | Langabsetzen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Laufeinsatz — Langabsetzen; Schluss.	TERMINAL	NO
B3-S015	B3	f83r	J3	untere korbartige Gefäß-Randstation	abführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abführen; Schluss.	TERMINAL	NO
B3-S016	B3	f83r	J3	untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Abzug | einführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Abzug — einführen; Schluss.	TERMINAL	NO
B3-S017	B3	f83r	J3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	lange einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken; Schluss.	TERMINAL	NO
B3-S018	B3	f83r	J3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	kurz absetzen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: kurz absetzen; Schluss.	TERMINAL	NO
B3-S019	B3	f83r	J3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Einsatzabsetzen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Einsatzabsetzen; Schluss.	TERMINAL	NO
B3-S020	B3	f83r	J3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dorthin | abführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: dorthin — abführen; Schluss.	TERMINAL	NO
B3-S021	B3	f83r	J3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	bemessen | bereit | dorthin | dies | Sollmaß | am Ziel absetzen | Kurzvorbereitung | dies | dorthin | bereit | Zieltransfer; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.	TERMINAL	NO
B3-S022	B3	f83r	J3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Folgetransfer; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Folgetransfer; Schluss.	TERMINAL	NO
B3-S023	B3	f83r	J3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	abführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abführen; Schluss.	TERMINAL	NO
B3-S024	B3	f83r	J3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	überführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: überführen; Schluss.	TERMINAL	NO
B3-S025	B3	f83r	J3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	einführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einführen; Schluss.	TERMINAL	NO
B3-S026	B3	f83r	J3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen	Quelltransfer | Sollabsetzung | überführen | Anteil zugeben | bereit | Zielbereitung | lange sammeln; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.	TERMINAL	NO
B3-S027	B3	f83r	J3	Hauptpaar am sichtbaren ungerichteten Bogen	lange Folgestufe; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange Folgestufe; Schluss.	TERMINAL	NO
B3-S028	B3	f83r	J3	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken | kurz einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken — kurz einwirken; Schluss.	TERMINAL	NO
B3-S029	B3	f83r	J3	Hauptpaar am sichtbaren ungerichteten Bogen	weiter | Vollteil | kurz einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: weiter — Vollteil — kurz einwirken; Schluss.	TERMINAL	NO
B3-S030	B3	f83r	J3	Hauptpaar am sichtbaren ungerichteten Bogen	einsetzen | Sollmaß | Weiterlauf | Folgetransfer; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.	TERMINAL	NO
B3-S031	B3	f83r	J3	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken; Schluss.	TERMINAL	NO
B3-S032	B3	f83r	J3	Hauptpaar am sichtbaren ungerichteten Bogen	Anteilstransfer | überführen | Kurzsoll | Folgemaß | Kurzfolge; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.	TERMINAL	NO
B3-S033	B3	f83r	J3	Hauptpaar am sichtbaren ungerichteten Bogen	abziehen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abziehen; Schluss.	TERMINAL	NO
B3-S034	B3	f83r	J3	Hauptpaar am sichtbaren ungerichteten Bogen	Arbeitsstufe | bereit | Anteil | Folgemaß | Zwischenziel | kurz absetzen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.	TERMINAL	NO
B4-S001	B4	f83r	J2+J4	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken; Schluss.	TERMINAL	NO
B4-S002	B4	f83r	J2+J4	Hauptpaar am sichtbaren ungerichteten Bogen	Weiterposten | lange einwirken | kurz einwirken; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiterposten — lange einwirken — kurz einwirken; Schluss.	TERMINAL	NO
B4-S003	B4	f83r	J2+J4	Hauptpaar am sichtbaren ungerichteten Bogen	überführen | danach dorthin | das nächste | lange einwirken | einsetzen | weiter | kurz absetzen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.	TERMINAL	NO
B4-S004	B4	f83r	J2+J4	Hauptpaar am sichtbaren ungerichteten Bogen	Festsetzen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Festsetzen; Schluss.	TERMINAL	NO
B4-S005	B4	f83r	J2+J4	Hauptpaar am sichtbaren ungerichteten Bogen	Einlage | überführen | lange einwirken; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.	TERMINAL	NO
B4-S006	B4	f83r	J2+J4	Hauptpaar am sichtbaren ungerichteten Bogen	durchlassen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: durchlassen; Schluss.	TERMINAL	NO
B4-S007	B4	f83r	J2+J4	Hauptpaar am sichtbaren ungerichteten Bogen	durchlassen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: durchlassen; Schluss.	TERMINAL	NO
B4-S008	B4	f83r	J2+J4	Hauptpaar am sichtbaren ungerichteten Bogen	Sollmaß | länger bearbeiten | Langhalt | kurz einwirken; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.	TERMINAL	NO
B4-S009	B4	f83r	J2+J4	Hauptpaar am sichtbaren ungerichteten Bogen	kurz absetzen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: kurz absetzen; Schluss.	TERMINAL	NO
B4-S010	B4	f83r	J2+J4	Hauptpaar am sichtbaren ungerichteten Bogen	fertig	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: fertig; Schluss.	TERMINAL	NO
B4-S011	B4	f83r	J2+J4	linke offene Fransen-/Unterlaufstation	Sollmaß | kurz wärmen | Langfortsetzung | Anteil zugeben | überführen | weiter | Kurzabzug; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.	TERMINAL	NO
B4-S012	B4	f83r	J2+J4	linke offene Fransen-/Unterlaufstation	abführen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: abführen; Schluss.	TERMINAL	NO
B4-S013	B4	f83r	J2+J4	linke offene Fransen-/Unterlaufstation	Weiter einsetzen | kurz absetzen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiter einsetzen — kurz absetzen; Schluss.	TERMINAL	NO
B4-S014	B4	f83r	J2+J4	linke offene Fransen-/Unterlaufstation	Ansatz | dies | Kurzdurchgang | Laufschluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.	TERMINAL	NO
