audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	before_gloss_de	after_gloss_de	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	hard_collision	verdict
G648-A01-011	1	otol	f114v	f114v.2	S	B	3	4	MEDIAL	choddy	chedal	dshedal qoteody choddy otol chedal otain chedol chedain shedy qotched dl	dshedal qoteody choddy otol chedal otain chedol chedain shedy qotched dl	dshedal qoteo y choddy otol chedal otain chedol chedain she y qotched dl	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	2	1	[dshedal:?] | [qoteody:?] | [choddy:?] | [otol:?] | [chedal:?] | kalt im Zubereitungsrahmen, Grad II | [chedol:?] | [chedain:?] | feucht in der Mitte des Grades, abgeschlossen | [qotched:?] | [dl:?]	[dshedal:?] | [qoteody:?] | [choddy:?] | kaltes Zubereitungsgut | [chedal:?] | kalt im Zubereitungsrahmen, Grad II | [chedol:?] | [chedain:?] | feucht in der Mitte des Grades, abgeschlossen | [qotched:?] | [dl:?]	0	OPAQUE_OR_SHORT_CONTEXT
G648-A01-012	1	otol	f11r	f11r.6	H	A	1	5	MEDIAL	y	chaiin	odl d s y otol chaiin ykchor dair chody cthy s daiin	odl ds y otol chaiin ykchor dair chody cthy s daiin	odl dsy otol chaiin ykchor dair chody cthy s daiin	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	3	3	[odl:?] | [d:?] | [s:?] | [y:?] | [otol:?] | trocken, Grad III | [ykchor:?] | [dair:?] | [chody:?] | CTH-Drogenmaterial | [s:?] | Grad-/Maßwert III	[odl:?] | [d:?] | [s:?] | [y:?] | kaltes Zubereitungsgut | trocken, Grad III | [ykchor:?] | [dair:?] | [chody:?] | CTH-Drogenmaterial | [s:?] | Grad-/Maßwert III	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-013	1	otol	f13v	f13v.1	H	A	1	5	MEDIAL	kchod	otchy	koair chtoiin otchy kchod otol otchy octhos	koair chtoiin otchy kchod otol otchy octhos	koair chtoiin otchy kchod otol otchy octhos	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	2	2	[koair:?] | [chtoiin:?] | kalt-trockener Ansatz am Anfang des Grades | [kchod:?] | [otol:?] | kalt-trockener Ansatz am Anfang des Grades | [octhos:?]	[koair:?] | [chtoiin:?] | kalt-trockener Ansatz am Anfang des Grades | [kchod:?] | kaltes Zubereitungsgut | kalt-trockener Ansatz am Anfang des Grades | [octhos:?]	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-014	1	otol	f16r	f16r.8	H	A	1	5	MEDIAL	shody	daiin	shotchy ydain yky shody otol daiin	shotchy ydain yky shody otol daiin	shotchy ydain yky shody otol daiin	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	1	1	[shotchy:?] | [ydain:?] | [yky:?] | [shody:?] | [otol:?] | Qualitätsgrad III	[shotchy:?] | [ydain:?] | [yky:?] | [shody:?] | kaltes Zubereitungsgut | Qualitätsgrad III	0	OPAQUE_OR_SHORT_CONTEXT
G648-A01-015	1	otol	f20v	f20v.2	H	A	1	7	MEDIAL	checthy	chol	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty	sos ykaiin cheol chol choiin checthy otol chol chodaiin oty	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	6	6	[sos:?] | [ykoiin:?] | trockener Drogenstoff | trocken; nominal trockenes Gut/Material | trockene Zubereitungsform III | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [otol:?] | trocken; nominal trockenes Gut/Material | [chodaiin:?] | kalter Ansatz am Anfang des Grades	[sos:?] | [ykoiin:?] | trockener Drogenstoff | trocken; nominal trockenes Gut/Material | trockene Zubereitungsform III | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | [chodaiin:?] | kalter Ansatz am Anfang des Grades	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-016	1	otol	f21r	f21r.5	H	A	1	5	MEDIAL	qokoiin	chol	ykeey daiin chosy qokoiin otol chol qotcheol okeoaiin	ykeey daiin chosy qokoiin otol chol qotcheol okeoaiin	ykeey daiin chosy qokoiin otol chol qotcheol okeoaiin	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	2	2	[ykeey:?] | Grad-/Maßwert III | [chosy:?] | [qokoiin:?] | [otol:?] | trocken; nominal trockenes Gut/Material | [qotcheol:?] | [okeoaiin:?]	[ykeey:?] | Grad-/Maßwert III | [chosy:?] | [qokoiin:?] | kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | [qotcheol:?] | [okeoaiin:?]	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-017	1	otol	f23v	f23v.1	H	A	1	7	MEDIAL	opchol	ol	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	2	0	[podairol:?] | [odaiiily:?] | feuchter Ansatz | [al:?] | [dy:?] | [opchol:?] | [otol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chcphy:?] | [qotchar:?] | [s:?]	[podairol:?] | [odaiiily:?] | feuchter Ansatz | [al:?] | [dy:?] | [opchol:?] | kaltes Zubereitungsgut | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chcphy:?] | [qotchar:?] | [s:?]	0	OPAQUE_OR_SHORT_CONTEXT
G648-A01-018	1	otol	f23v	f23v.10	H	A	1	6	MEDIAL	ctho	oloiir	dor chy kshol chol ctho otol oloiir	dor chy kshol chol cthol otol oloiir	dor chy kshol chol cthol otol oloiir	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	2	2	[dor:?] | trocken am Anfang des Grades | [kshol:?] | trocken; nominal trockenes Gut/Material | [ctho:?] | [otol:?] | [oloiir:?]	[dor:?] | trocken am Anfang des Grades | [kshol:?] | trocken; nominal trockenes Gut/Material | [ctho:?] | kaltes Zubereitungsgut | [oloiir:?]	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-019	1	otol	f24v	f24v.2	H	A	1	6	MEDIAL	dchor	otaiir	ydals ckhor shy cho dchor otol otaiir otchos okchom okcho	ydals ckhor shy cho dchar otol otaiir otchos okchom okcho	ydals ckhor shy cho d chor otol otaiir otchos okchom okcho	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	1	1	[ydals:?] | [ckhor:?] | feucht am Anfang des Grades | [cho:?] | [dchor:?] | [otol:?] | [otaiir:?] | [otchos:?] | [okchom:?] | [okcho:?]	[ydals:?] | [ckhor:?] | feucht am Anfang des Grades | [cho:?] | [dchor:?] | kaltes Zubereitungsgut | [otaiir:?] | [otchos:?] | [okchom:?] | [okcho:?]	0	OPAQUE_OR_SHORT_CONTEXT
G648-A01-020	1	otol	f28r	f28r.4	H	A	1	3	MEDIAL	chtol	chotchy	choty chtol otol chotchy cthol otol choky qoty	choty chtol otol chotchy cthol otol choky qoty	choty chtol otol chotchy cthol otol choky qoty	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	3	3	[choty:?] | [chtol:?] | [otol:?] | [chotchy:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [otol:?] | heiß-trockene Zubereitung, Grundform | kalt am Anfang des Grades	[choty:?] | [chtol:?] | kaltes Zubereitungsgut | [chotchy:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | kaltes Zubereitungsgut | heiß-trockene Zubereitung, Grundform | kalt am Anfang des Grades	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-021	1	otol	f28r	f28r.4	H	A	1	6	MEDIAL	cthol	choky	choty chtol otol chotchy cthol otol choky qoty	choty chtol otol chotchy cthol otol choky qoty	choty chtol otol chotchy cthol otol choky qoty	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	3	3	[choty:?] | [chtol:?] | [otol:?] | [chotchy:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [otol:?] | heiß-trockene Zubereitung, Grundform | kalt am Anfang des Grades	[choty:?] | [chtol:?] | kaltes Zubereitungsgut | [chotchy:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | kaltes Zubereitungsgut | heiß-trockene Zubereitung, Grundform | kalt am Anfang des Grades	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-022	1	otol	f28v	f28v.5	H	A	1	1	INITIAL	<BOS>	chol	otol chol daiin chkaiin shoiin qotchey qotshey daiiin	otol chol daiin chkaiin shoiin qotchey qotshey daiiin	otol chol daiin chkaiin shoiin qotchey qotshey daiiin	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	6	6	[otol:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | heiß-trocken, Grad III | [shoiin:?] | kalt und trocken in der Mitte des Grades | kalt und feucht in der Mitte des Grades | Grad-/Maßwert IV	kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | heiß-trocken, Grad III | [shoiin:?] | kalt und trocken in der Mitte des Grades | kalt und feucht in der Mitte des Grades | Grad-/Maßwert IV	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-023	1	otol	f29v	f29v.8	H	A	1	1	INITIAL	<BOS>	shotchor	otol shotchor cholody dain ch chy cthody dol	otol sho tchos cholody dain chcth chy cthody dol	otol shotchor cholody dain chcth chy cthody dol	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	3	3	[otol:?] | [shotchor:?] | [cholody:?] | Grad-/Maßwert II | [ch:?] | trocken am Anfang des Grades | [cthody:?] | Materialmaß	kaltes Zubereitungsgut | [shotchor:?] | [cholody:?] | Grad-/Maßwert II | [ch:?] | trocken am Anfang des Grades | [cthody:?] | Materialmaß	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-024	1	otol	f32r	f32r.7	H	A	1	1	INITIAL	<BOS>	dol	otol dol ol dair	otol dol ol dair	otol dol ol dair	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	2	1	[otol:?] | Materialmaß | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [dair:?]	kaltes Zubereitungsgut | Materialmaß | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [dair:?]	0	OPAQUE_OR_SHORT_CONTEXT
G648-A01-025	1	otol	f42r	f42r.10	H	A	1	5	MEDIAL	cthor	cthol	choty dol ksheo cthor otol cthol chol shol dain	choty dol ksheo cthor otol cthol chol shol dain	choty dol ksheo cthor otol cthol chol sholdain	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	6	4	[choty:?] | Materialmaß | [ksheo:?] | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [otol:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | trocken; nominal trockenes Gut/Material | feucht; nominal feuchtes Gut/Material | Qualitätsgrad II	[choty:?] | Materialmaß | [ksheo:?] | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | kaltes Zubereitungsgut | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | trocken; nominal trockenes Gut/Material | feucht; nominal feuchtes Gut/Material | Qualitätsgrad II	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-026	1	otol	f42v	f42v.2	H	A	1	9	MEDIAL	dain	daiin	dshey tchey y kchey chtchy y dan dain otol daiin	dshey tchey y kchey chtchy cphy dan dain otol daiin	dshey tchey y kchey chtchy y dan dain otol daiin	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	5	5	[dshey:?] | kalt und trocken in der Mitte des Grades | [y:?] | heiß und trocken in der Mitte des Grades | [chtchy:?] | [y:?] | Grad-/Maßwert I | Grad-/Maßwert II | [otol:?] | Qualitätsgrad III	[dshey:?] | kalt und trocken in der Mitte des Grades | [y:?] | heiß und trocken in der Mitte des Grades | [chtchy:?] | [y:?] | Grad-/Maßwert I | Grad-/Maßwert II | kaltes Zubereitungsgut | Qualitätsgrad III	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-027	1	otol	f44v	f44v.1	H	A	1	6	MEDIAL	chor	shol	tsho qotshy cthol d chor otol shol tol qotshol otoldy	tsho qotshy cthol dchor otol shol tol qotshol otoldy	tsho qotshy cthol d chor otol shol tol qotshol otoldy	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	5	4	[tsho:?] | kalt und feucht am Anfang des Grades | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [d:?] | Pflanzen-/Reproduktionsteil | [otol:?] | feucht; nominal feuchtes Gut/Material | kalt; nominal kaltes Gut/Material | [qotshol:?] | [otoldy:?]	[tsho:?] | kalt und feucht am Anfang des Grades | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [d:?] | Pflanzen-/Reproduktionsteil | kaltes Zubereitungsgut | feucht; nominal feuchtes Gut/Material | kalt; nominal kaltes Gut/Material | [qotshol:?] | [otoldy:?]	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-028	1	otol	f44v	f44v.3	H	A	1	4	MEDIAL	shcthy	daiin	tol okchor shcthy otol daiin cthy cthy	tol okchor shcthy otol daiin cthy cthy	tol okchar shcthy otol daiin cthy cthy	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	5	5	kalt; nominal kaltes Gut/Material | [okchor:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [otol:?] | Qualitätsgrad III | CTH-Drogenmaterial | CTH-Drogenmaterial	kalt; nominal kaltes Gut/Material | [okchor:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kaltes Zubereitungsgut | Qualitätsgrad III | CTH-Drogenmaterial | CTH-Drogenmaterial	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-029	1	otol	f49r	f49r.14	H	A	1	5	MEDIAL	sheor	daiin	qo shoqoky shor sheor otol daiin	qo shoqoky shor sheor otol daiin	qo shoqoky shor sheos otol daiin	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	2	2	[qo:?] | [shoqoky:?] | Blüten-/Fruchtstand; reproduktiver Teil | [sheor:?] | [otol:?] | Qualitätsgrad III	[qo:?] | [shoqoky:?] | Blüten-/Fruchtstand; reproduktiver Teil | [sheor:?] | kaltes Zubereitungsgut | Qualitätsgrad III	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-030	1	otol	f49v	f49v.26	H	A	1	3	MEDIAL	chokeeody	kcho	qokeol chokeeody otol kcho s chol daiin	qokeol chokeeody otol kchos chol daiin	qokeol chokeeody otol kchos chol daiin	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	3	2	[qokeol:?] | [chokeeody:?] | [otol:?] | Zubereitung: heiß und trocken | [s:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III	[qokeol:?] | [chokeeody:?] | kaltes Zubereitungsgut | Zubereitung: heiß und trocken | [s:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-031	1	otol	f53r	f53r.5	H	A	1	2	MEDIAL	oksh	cfhy	oksh otol cfhy cphodol ykody qokchod otcho qot oty	okes otol cfhy cphodol ykody qokchod otcho qot oty	oksh otol cfhy cphodol ykody qokchod otcho qot oty	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	1	1	[oksh:?] | [otol:?] | [cfhy:?] | [cphodol:?] | [ykody:?] | [qokchod:?] | [otcho:?] | [qot:?] | kalter Ansatz am Anfang des Grades	[oksh:?] | kaltes Zubereitungsgut | [cfhy:?] | [cphodol:?] | [ykody:?] | [qokchod:?] | [otcho:?] | [qot:?] | kalter Ansatz am Anfang des Grades	0	OPAQUE_OR_SHORT_CONTEXT
G648-A01-032	1	otol	f53r	f53r.9	H	A	1	1	INITIAL	<BOS>	chol	otol chol ctheees os orol chod qoty	otol chol ctheees os orol chod qoty	otol chol ctheees os orol chod qoty	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	2	2	[otol:?] | trocken; nominal trockenes Gut/Material | [ctheees:?] | [os:?] | [orol:?] | [chod:?] | kalt am Anfang des Grades	kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | [ctheees:?] | [os:?] | [orol:?] | [chod:?] | kalt am Anfang des Grades	0	CLEAN_CONTEXT_COMPATIBLE
G648-A01-033	1	otol	f55r	f55r.13	H	B	2	4	MEDIAL	daiin	otar	lchdal ockhy daiin otol otar shar ain	lchdal ockhy daiin otol otar shar ain	lchdal ockhy aiin otol otar shar ain	ALL_THREE_EXACT	1	1	[otol:?]	kaltes Zubereitungsgut	2	1	[lchdal:?] | [ockhy:?] | Grad-/Maßwert III | [otol:?] | [otar:?] | [shar:?] | Menge-/Klassenwert II	[lchdal:?] | [ockhy:?] | Grad-/Maßwert III | kaltes Zubereitungsgut | [otar:?] | [shar:?] | Menge-/Klassenwert II	0	OPAQUE_OR_SHORT_CONTEXT
