statement_id	record_unit_id	events	event_ids	fields	owner_zones	owner_break_inside_statement	card_sequence_de	continuous_reading_de
B1-S018	B1	4	E159|E160|E161|E162	F040|F041	B1_SHARED_POOL_WORKSTATION	NO	dies fuehren > kurz halten > Sollstand > länger auffangen; Schluss	Dies fuehren, kurz halten, auf Sollstand bringen, laenger auffangen und schliessen.
B1-S019	B1	1	E163	F042	B1_SHARED_POOL_WORKSTATION	NO	kurz absetzen; Schluss	Kurz absetzen und schließen.
B1-S020	B1	2	E164|E165	F043	B1_SHARED_POOL_WORKSTATION	NO	kurz wärmen > seihen; Schluss	Kurz wärmen, seihen und schließen.
B1-S021	B1	1	E166	F044	B1_SHARED_POOL_WORKSTATION	NO	Stelle	An der bezeichneten Stelle fortsetzen.
B2-S001	B2	1	E167	F045	B2_ZONE_A_UPPER_STATIONS	NO	überführen; Schluss	Überführen und schließen.
B2-S002	B2	1	E168	F046	B2_ZONE_A_UPPER_STATIONS	NO	weiterführen; Schluss	Weiterführen und schließen.
B2-S003	B2	3	E169|E170|E171	F047	B2_ZONE_A_UPPER_STATIONS	NO	eine Portion zugeben > dies > länger ansetzen; Schluss	Eine Portion zugeben, dies nehmen, länger ansetzen und schließen.
B2-S004	B2	5	E172|E173|E174|E175|E176	F048|F049	B2_ZONE_A_UPPER_STATIONS	NO	an die Stelle setzen > dies zum Durchlass führen > hinausführen > länger ansetzen > hinaus seihen; Schluss	An die Stelle setzen, dies zum Durchlass führen, hinausführen, länger ansetzen, hinaus seihen und schließen.
B2-S005	B2	8	E177|E178|E179|E180|E181|E182|E183|E184	F050|F051	B2_ZONE_A_UPPER_STATIONS	NO	dies an die Stelle setzen > Auffangmass > durchführen > bemessen > bemessen > gleich einstellen > dies länger wärmen > abführen; Schluss	Dies an die Stelle setzen, das Auffangmass einstellen, durchfuehren, zweimal bemessen, gleich einstellen, dies laenger waermen, abfuehren und schliessen.
B2-S006	B2	4	E185|E186|E187|E188	F052	B2_ZONE_A_UPPER_STATIONS	NO	nächsten Posten länger halten > an die Stelle setzen > dies kurz durchführen > verwende dies	Den nächsten Posten länger halten, an die Stelle setzen, kurz durchführen und verwenden.
B2-S007	B2	1	E189	F053	B2_ZONE_B_SIDE_POOL	NO	kurz halten; Schluss	Kurz halten und schliessen.
B2-S008	B2	3	E190|E191|E192	F054	B2_ZONE_B_SIDE_POOL	NO	nächstes Maß > von dort einsetzen > kurz absetzen; Schluss	Das nächste Maß nehmen, von dort einsetzen, kurz absetzen und schließen.
B2-S009	B2	1	E193	F055	B2_ZONE_B_SIDE_POOL	NO	mit dem Vorigen kurz absetzen; Schluss	Mit dem Vorigen kurz absetzen und schließen.
B2-S010	B2	4	E194|E195|E196|E197	F056	B2_ZONE_B_SIDE_POOL	NO	länger ansetzen > verwende dies > abfuehren > Klarauszug	Laenger ansetzen, dies verwenden, abfuehren und den Klarauszug nehmen.
B2-S011	B2	4	E198|E199|E200|E201	F057	B2_ZONE_C_CENTRAL_VESSEL	NO	eine Portion zugeben > dasselbe > eine Portion zugeben > länger ansetzen; Schluss	Eine Portion, dasselbe, noch eine Portion, länger ansetzen und schließen.
B2-S012	B2	8	E202|E203|E204|E205|E206|E207|E208|E209	F058|F059	B2_ZONE_C_CENTRAL_VESSEL|B2_ZONE_D_LOWER_STATIONS	YES	dies abziehen > Klarauszug > dies kurz bereithalten > länger ansetzen > dies länger abziehen > Mass > dies > vollständig ansetzen; Schluss	Dies abziehen, den Klarauszug kurz bereithalten, länger ansetzen, dies länger abziehen, auf Maß bringen, dies vollständig ansetzen und schließen.
B2-S013	B2	1	E210	F060	B2_ZONE_D_LOWER_STATIONS	NO	hinausführen; Schluss	Hinausführen und schließen.
B2-S014	B2	1	E211	F061	B2_ZONE_D_LOWER_STATIONS	NO	von dort abführen	Von dort abführen.
B2-S015	B2	2	E212|E213	F062	B2_ZONE_E_TERMINAL_CELL_ROW	NO	dies kurz halten > länger ansetzen; Schluss	Dies kurz halten, laenger ansetzen und schliessen.
B2-S016	B2	8	E214|E215|E216|E217|E218|E219|E220|E221	F063|F064	B2_ZONE_E_TERMINAL_CELL_ROW	NO	Stelle > von dort hinausführen > teilen > Mass > nächsten Posten länger halten > bemessen > kurz ansetzen > hineinführen; Schluss	Von der Stelle hinausfuehren, teilen, auf Mass bringen, den naechsten Posten laenger halten, bemessen, kurz ansetzen, hineinfuehren und schliessen.
B2-S017	B2	2	E222|E223	F065	B2_ZONE_E_TERMINAL_CELL_ROW	NO	Waschflüssigkeit an die Stelle > an der Stelle schliessen	Die Waschfluessigkeit an die Stelle bringen und dort schliessen.
B2-S018	B2	1	E224	F066	B2_ZONE_E_TERMINAL_CELL_ROW	NO	länger ansetzen; Schluss	Länger ansetzen und schließen.
B2-S019	B2	1	E225	F067	B2_ZONE_E_TERMINAL_CELL_ROW	NO	abkuehlen und absetzen; Schluss	Abkuehlen, absetzen und schliessen.
B2-S020	B2	1	E226	F068	B2_ZONE_E_TERMINAL_CELL_ROW	NO	nächsten Schritt länger halten; Schluss	Den nächsten Schritt länger halten und schließen.
B2-S021	B2	1	E227	F069	B2_ZONE_E_TERMINAL_CELL_ROW	NO	länger ansetzen; Schluss	Länger ansetzen und schließen.
B2-S022	B2	1	E228	F070	B2_ZONE_E_TERMINAL_CELL_ROW	NO	hinausführen; Schluss	Hinausführen und schließen.
B3-S001	B3	1	E229	F071	B3_ZONE_A_UPPER_PAIRED_STATION	NO	länger auffangen; Schluss	Länger auffangen und schließen.
B3-S002	B3	2	E230|E231	F072	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Folgestelle > länger wärmen; Schluss	An der Folgestelle länger wärmen und schließen.
B3-S003	B3	4	E232|E233|E234|E235	F073	B3_ZONE_A_UPPER_PAIRED_STATION	NO	dies > Mass > dies > hinausführen; Schluss	Diesen Posten nach Maß hinausführen und schließen.
B3-S004	B3	3	E236|E237|E238	F074	B3_ZONE_A_UPPER_PAIRED_STATION	NO	bemessen > Folgestelle > dasselbe	Bemessen, zur Folgestelle gehen und dasselbe verwenden.
B3-S005	B3	1	E239	F075	B3_ZONE_A_UPPER_PAIRED_STATION	NO	überführen; Schluss	Überführen und schließen.
B3-S006	B3	3	E240|E241|E242	F076	B3_ZONE_A_UPPER_PAIRED_STATION	NO	dies überführen > an die Stelle setzen > weiterführen; Schluss	Dies überführen, an die Stelle setzen, weiterführen und schließen.
B3-S007	B3	3	E243|E244|E245	F077	B3_ZONE_A_UPPER_PAIRED_STATION	NO	bemessen > dies umsetzen > länger ansetzen; Schluss	Bemessen, dies umsetzen, länger ansetzen und schließen.
B3-S008	B3	1	E246	F078	B3_ZONE_A_UPPER_PAIRED_STATION	NO	hinausführen; Schluss	Hinausführen und schließen.
B3-S009	B3	1	E247	F079	B3_ZONE_A_UPPER_PAIRED_STATION	NO	verwende dies	Dies verwenden.
B3-S010	B3	2	E248|E249	F080	B3_ZONE_A_UPPER_PAIRED_STATION	NO	an der Stelle hineinführen > kurzer Folgeschritt; Schluss	An der Stelle hineinführen, den kurzen Folgeschritt ausführen und schließen.
B3-S011	B3	4	E250|E251|E252|E253	F081	B3_ZONE_A_UPPER_PAIRED_STATION	NO	aufstreichen > verwende dies > dies umsetzen > dies aus der Quelle nehmen	Aufstreichen, verwenden, umsetzen und dies aus der Quelle nehmen.
B3-S012	B3	2	E254|E255	F082	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Ansatz > kurz absetzen; Schluss	Den Ansatz kurz absetzen und schließen.
B3-S013	B3	4	E256|E257|E258|E259	F083	B3_ZONE_A_UPPER_PAIRED_STATION	NO	bemessen > eine Portion > dies kurz bereithalten > kurz ansetzen; Schluss	Bemessen, eine Portion nehmen, dies kurz bereithalten, kurz ansetzen und schließen.
B3-S014	B3	2	E260|E261	F084	B3_ZONE_A_UPPER_PAIRED_STATION	NO	Laufflüssigkeit in Gang setzen > länger absetzen; Schluss	Laufflüssigkeit in Gang setzen, länger absetzen und schließen.
B3-S015	B3	1	E262	F085	B3_ZONE_A_UPPER_PAIRED_STATION	NO	hinausführen; Schluss	Hinausführen und schließen.
B3-S016	B3	2	E263|E264	F086|F087	B3_ZONE_A_UPPER_PAIRED_STATION|B3_ZONE_B_MIDDLE_STATION	YES	hinausfuehren > Ansatz umsetzen; Schluss	Hinausfuehren, den Ansatz umsetzen und schliessen.
B3-S017	B3	1	E265	F088	B3_ZONE_B_MIDDLE_STATION	NO	länger ansetzen; Schluss	Länger ansetzen und schließen.
B3-S018	B3	1	E266	F089	B3_ZONE_B_MIDDLE_STATION	NO	kurz absetzen; Schluss	Kurz absetzen und schließen.
B3-S019	B3	1	E267	F090	B3_ZONE_B_MIDDLE_STATION	NO	kurz absetzen; Schluss	Kurz absetzen und schließen.
B3-S020	B3	2	E268|E269	F091	B3_ZONE_B_MIDDLE_STATION	NO	Stelle > hinausführen; Schluss	An der Stelle hinausführen und schließen.
B3-S021	B3	11	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	F092|F093	B3_ZONE_B_MIDDLE_STATION	NO	bemessen > bereit > Stelle > dies > Mass > an der Stelle absetzen > dies kurz bereit halten > dies > Stelle > bereit > an der Stelle überführen; Schluss	Bemessen und bereitstellen; an der Stelle absetzen, dies kurz bereit halten und an der Stelle ueberfuehren und schliessen.
B3-S022	B3	1	E281	F094	B3_ZONE_B_MIDDLE_STATION	NO	Folgeüberführung; Schluss	Die Folgeüberführung ausführen und schließen.
B3-S023	B3	1	E282	F095	B3_ZONE_B_MIDDLE_STATION	NO	hinausführen; Schluss	Hinausführen und schließen.
B3-S024	B3	1	E283	F096	B3_ZONE_B_MIDDLE_STATION	NO	überführen; Schluss	Überführen und schließen.
B3-S025	B3	1	E284	F097	B3_ZONE_B_MIDDLE_STATION	NO	Ansatz umsetzen; Schluss	Den Ansatz umsetzen und schließen.
B3-S026	B3	7	E285|E286|E287|E288|E289|E290|E291	F098|F099	B3_ZONE_B_MIDDLE_STATION|B3_ZONE_C_LOWER_STATION	YES	laenger aus der Quelle fuehren > Abfuehrmass > dies umsetzen > eine Portion zugeben > bereit > Ansatz an der Stelle auffangen > länger auffangen; Schluss	Laenger aus der Quelle fuehren, das Abfuehrmass setzen, dies umsetzen, eine Portion zugeben, bereitstellen, den Ansatz an der Stelle auffangen, laenger auffangen und schliessen.
B3-S027	B3	1	E292	F100	B3_ZONE_C_LOWER_STATION	NO	nächsten Schritt länger halten; Schluss	Den nächsten Schritt länger halten und schließen.
B3-S028	B3	2	E293|E294	F101	B3_ZONE_C_LOWER_STATION	NO	länger ansetzen > kurz ansetzen; Schluss	Länger ansetzen, dann kurz ansetzen und schließen.
B3-S029	B3	3	E295|E296|E297	F102	B3_ZONE_C_LOWER_STATION	NO	fortsetzen > voll spülen > kurz ansetzen; Schluss	Fortsetzen, voll spülen, kurz ansetzen und schließen.
B3-S030	B3	4	E298|E299|E300|E301	F103|F104	B3_ZONE_C_LOWER_STATION	NO	verwende dies > Mass > Laufflüssigkeit weiterführen > Folgeüberführung; Schluss	Dies verwenden, auf Maß bringen, die Laufflüssigkeit weiterführen, die Folgeüberführung ausführen und schließen.
B3-S031	B3	1	E302	F105	B3_ZONE_C_LOWER_STATION	NO	länger ansetzen; Schluss	Länger ansetzen und schließen.
B3-S032	B3	5	E303|E304|E305|E306|E307	F106	B3_ZONE_C_LOWER_STATION	NO	eine Portion überführen > dies umsetzen > kurzes Folgemaß > nächstes Maß > kurzer Folgeschritt; Schluss	Eine Portion umsetzen, dies umsetzen, ein kurzes Folgemaß und danach das nächste Maß setzen, den kurzen Folgeschritt ausführen und schließen.
B3-S033	B3	1	E308	F107	B3_ZONE_C_LOWER_STATION	NO	abführen; Schluss	Abführen und schließen.
B3-S034	B3	6	E309|E310|E311|E312|E313|E314	F108	B3_ZONE_C_LOWER_STATION	NO	Sollstand > bereit > zerkleinern > nächstes Maß > dies an der Stelle fortsetzen > kurz absetzen; Schluss	Auf Sollstand bringen, bereitstellen, zerkleinern, das naechste Mass nehmen, dies an der Stelle fortsetzen, kurz absetzen und schliessen.
B4-S001	B4	1	E315	F109	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	länger ansetzen; Schluss	Länger ansetzen und schließen.
B4-S002	B4	3	E316|E317|E318	F110	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	dies weiterführen > länger ansetzen > kurz ansetzen; Schluss	Dies weiterführen, länger ansetzen, dann kurz ansetzen und schließen.
B4-S003	B4	7	E319|E320|E321|E322|E323|E324|E325	F111|F112	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	dies umsetzen > Folgestelle > nächster Posten > länger ansetzen > verwende dies > fortsetzen > kurz absetzen; Schluss	Dies umsetzen, an die Folgestelle gehen, den nächsten Posten länger ansetzen, dies verwenden, fortsetzen, kurz absetzen und schließen.
B4-S004	B4	1	E326	F113	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	dies befestigen; Schluss	Dies befestigen und schließen.
B4-S005	B4	3	E327|E328|E329	F114	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Tuch > dies umsetzen > länger ansetzen; Schluss	Durch das Tuch führen, dies umsetzen, länger ansetzen und schließen.
B4-S006	B4	1	E330	F115	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	seihen; Schluss	Seihen und schließen.
B4-S007	B4	1	E331	F116	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	seihen; Schluss	Seihen und schließen.
B4-S008	B4	4	E332|E333|E334|E335	F117	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Mass > dies länger wärmen > dies länger halten > kurz ansetzen; Schluss	Auf Maß bringen, dies länger wärmen und halten, kurz ansetzen und schließen.
B4-S009	B4	1	E336	F118	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	kurz absetzen; Schluss	Kurz absetzen und schließen.
B4-S010	B4	1	E337	F119	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	fortsetzen; Schluss	Fortsetzen und schließen.
B4-S011	B4	7	E338|E339|E340|E341|E342|E343|E344	F120|F121	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Mass > kurz wärmen > länger fortsetzen > eine Portion zugeben > dies umsetzen > fortsetzen > kurz abführen; Schluss	Auf Maß bringen, kurz wärmen, länger fortsetzen, eine Portion zugeben, dies umsetzen, fortsetzen, kurz abführen und schließen.
B4-S012	B4	1	E345	F122	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	hinausführen; Schluss	Hinausführen und schließen.
B4-S013	B4	2	E346|E347	F123	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Fortsetzung einsetzen > kurz absetzen; Schluss	Die Fortsetzung einsetzen, kurz absetzen und schließen.
B4-S014	B4	4	E348|E349|E350|E351	F124	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO	Ansatz > dies > dies kurz durchführen > Laufflüssigkeit abschließen	Den Ansatz und diesen Posten kurz durchführen, die Laufflüssigkeit abschließen.
B4-S015	B4	6	E352|E353|E354|E355|E356|E357	F125|F126	B4_ZONE_A_LEFT_AND_UPPER_FLOW|B4_ZONE_B_RIGHT_LOWER_FLOW	YES	eine Portion zugeben > Klarauszug > eine Portion > Durchlassstelle > kurz auffangen > hinausführen; Schluss	Eine Portion und den Klarauszug mit einer weiteren Portion zur Durchlassstelle bringen; nach dem Besitzerwechsel kurz auffangen, hinausführen und schließen.
B4-S016	B4	4	E358|E359|E360|E361	F127|F128	B4_ZONE_B_RIGHT_LOWER_FLOW	NO	weitere Portion > Stelle > aus dem Vorrat zufuehren > kurz absetzen; Schluss	Eine weitere Portion an die Stelle bringen, aus dem Vorrat zufuehren, kurz absetzen und schliessen.
B5-S001	B5	1	E362	F129	B5_LOCAL_RECORD_OWNER	NO	danach umsetzen; Schluss	Danach umsetzen und schliessen.
B5-S002	B5	1	E363	F130	B5_LOCAL_RECORD_OWNER	NO	Ansatz umsetzen; Schluss	Den Ansatz umsetzen und schliessen.
B5-S003	B5	9	E364|E365|E366|E367|E368|E369|E370|E371|E372	F131|F132|F133	B5_LOCAL_RECORD_OWNER	NO	an der Stelle absetzen > Stelle > fortsetzen > warm > an der Stelle umsetzen > Mass > fortsetzen > zweite Stufe > dies umsetzen	An der Absetzstelle weiterfuehren, warm halten, an dieser Stelle umsetzen, auf Mass bringen, fortsetzen, die zweite Stufe einstellen und den laufenden Posten umsetzen.
B6-S001	B6	9	E373|E374|E375|E376|E377|E378|E379|E380|E381	F134|F135	B6_LOCAL_RECORD_OWNER	NO	laenger auffangen > roh > dies abkuehlen > fortsetzen > Mass > fortsetzen > Tuch > dies > Ansatz zur Stelle fuehren	Den Rohansatz laenger auffangen, diesen abkuehlen und fortsetzen; auf Mass bringen, durch das Tuch fuehren und den Ansatz zur bezeichneten Stelle fuehren.
