held_out_page	slot_skeleton	gdt423_red_causes	event_count	resolved_event_count	local_appendix_event_count	local_appendix_rules	compression_status	event_ids	surfaces	component_recipes
f76r	CHD|NONE|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E2359	chedor	CHD+OR
f77r	P+CHD|E|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E2678	qepchedy	CARRIER_Q+E+P+CHD+Y
f77r	P+S|NONE|NONE|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E2393	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S
f81r	OK+S|E|NONE|CLOSE	CLOSE_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E2889	qokesdy	OK+E+S+DY
f82r	K|EEE|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	2	2	0	NONE	RESOLVED_CELL	G407-E3334|G407-E3354	keeedy	K+EEE+D_ADDR+Y
f82r	R+CH|E|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	2	1	1	PAIR:R>CH	LOCAL_APPENDIX_CELL	G407-E3246|G407-E3311	ralchey|rchey	R+AL+CH+E+Y|R+CH+E+Y
f82r	R+S|NONE|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E3356	rasy	R+A_ADDR+S+Y
f83r	R+T|NONE|AIN|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	0	1	PAIR:R>T	LOCAL_APPENDIX_CELL	G407-E3794	rtain	R+T+AIN
f83r	S+K|NONE|NONE|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE	1	0	1	PAIR:S>K	LOCAL_APPENDIX_CELL	G407-E3541	skal	S+K+AL
f83r	SH+CH|E|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E3609	shechy	SH+E+CH+Y
f83r	T+CHD|E|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E3707	techedy	T+E+CHD+Y
f88r	CH+S|NONE|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E3881	chorcholsal	CH+OR+OL+S+AL
f88r	S+S|NONE|Y|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E3849	salsaly	S+AL+S+AL+Y
f88r	SH+CH|NONE|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E3801	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR
f88r	SH+K|E|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E3808	shekor	SH+E+K+OR
f88v	S+OK|E|AIIN|OPEN	GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4010	sqokeodaiin	S+OK+E+O+D_ADDR+AIIN
f88v	S|NONE|NONE|CLOSE	CLOSE_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4056	saldy	S+AL+DY
f89r	CH+P|EEE|NONE|OPEN	GRADE_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4197	cpheeedol	CH+P+EEE+D_ADDR+OL
f89r	K+P|E|NONE|OPEN	GRADE_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4244	lkeopol	L+K+E+O+P+OL
f89r	SH+R|E|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4148	sheyr	SH+E+Y+R
f95v	OK+SH|E|Y|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4495	okshey	OK+SH+E+Y
f95v	OK+SH|NONE|Y|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4505	qokshy	OK+SH+Y
f95v	P|E|AIIN|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4460	oepaiin	O+E+P+AIIN
f95v	SH+K|E|AIIN|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4558	shekaiin	SH+E+K+AIIN
f95v	SH+K|E|Y|CLOSE	CLOSE_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4432	shekydy	SH+E+K+Y+DY
f95v	SH+SH|E|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4562	shotshey	SH+OT+SH+E+Y
f95v	T+CHD|NONE|AIIN|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4570	tchdaiin	T+CHD+AIIN
f95v	T+SH|E|Y|CLOSE	GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE|CLOSE_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4496	ytshedy	Y+T+SH+E+DY
f95v	T+SH|NONE|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4469	tshor	T+SH+OR
f95v	T+S|NONE|Y|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	1	0	NONE	RESOLVED_CELL	G407-E4457	ytasal	Y+T+A_ADDR+S+AL
