global_running_event_id	held_out_page	surface	focus_core	action_core	focus_edge	selector_rule	attachment_geometry	r_topology	other_page_count	other_pages	factorized_replay_status
G407-E0701	f55v	ykeesan	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0813	f56r	shokaiin	AIIN	OK	OK<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f13r|f17r|f18r|f1r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0820	f56r	choksy	Y	S	S<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f11r|f13r|f17r|f1r|f24v|f67r2|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0848	f56r	tchoky	Y	OK	OK<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	22	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0870	f56r	kchey	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0870	f56r	kchey	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0890	f56r	qokcheey	EE	CH	CH<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f1r|f24v|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0890	f56r	qokcheey	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0891	f56r	schey	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0891	f56r	schey	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0929	f67r2	salsain	AIN	S	S<-AIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	12	f10r|f17r|f24v|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E0929	f67r2	salsain	AL	S	S<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	11	f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1033	f68r1	opcheeol	EE	CH	CH<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1095	f71v	okaikaly	AL	K	K<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	13	f13r|f1r|f24v|f55v|f72r|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1095	f71v	okaikaly	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1394	f72r	opcholalaiin	AIIN	CH	CH<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f10r|f11r|f13r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f75r|f76r|f77r|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1394	f72r	opcholalaiin	AL	CH	CH<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	19	f10r|f13r|f18r|f1r|f24v|f55v|f56r|f68r1|f71v|f75r|f76r|f77r|f81r|f81v|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1437	f75r	chedykar	AR	K	K<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	14	f13r|f18r|f1r|f55v|f68r1|f71v|f72r|f76r|f81r|f81v|f83r|f88r|f88v|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1437	f75r	chedykar	Y	CHD	CHD<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f1r|f24v|f55v|f56r|f67r2|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1567	f75r	shokain	AIN	OK	OK<-AIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	12	f18r|f1r|f55v|f67r2|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1573	f75r	shepchy	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1573	f75r	shepchy	Y	P	P<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f11r|f13r|f17r|f1r|f24v|f56r|f67r2|f72r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1630	f75r	chedyqokam	Y	CHD	CHD<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f1r|f24v|f55v|f56r|f67r2|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1654	f75r	pdalshor	AL	P	P<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	6	f17r|f1r|f67r2|f76r|f82r|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1654	f75r	pdalshor	OR	SH	SH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f10r|f11r|f13r|f17r|f18r|f1r|f71v|f72r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1782	f75r	sokeedy	EE	OK	OK<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1963	f76r	chorshedy	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E1963	f76r	chorshedy	OR	CH	CH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f75r|f77r|f82r|f83r|f88r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E2359	f76r	chedor	OR	CHD	CHD<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	5	f75r|f77r|f82r|f83r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E2393	f77r	poldarais	AR	P	P<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	10	f1r|f67r2|f71v|f72r|f76r|f81r|f81v|f88r|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E2678	f77r	qepchedy	E	P	P<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	9	f1r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E2678	f77r	qepchedy	Y	CHD	CHD<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E2889	f81r	qokesdy	E	OK	OK<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f18r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3246	f82r	rchey	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3246	f82r	rchey	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3311	f82r	ralchey	AL	R	R<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	R_POSITIONAL_HEAD	6	f72r|f77r|f81r|f81v|f83r|f88r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3311	f82r	ralchey	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3311	f82r	ralchey	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3334	f82r	keeedy	EEE	K	K<-EEE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	2	f55v|f88r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3334	f82r	keeedy	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3354	f82r	keeedy	EEE	K	K<-EEE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	2	f55v|f88r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3354	f82r	keeedy	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3356	f82r	rasy	Y	S	S<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f11r|f13r|f17r|f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3541	f83r	skal	AL	K	K<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	13	f13r|f1r|f24v|f55v|f71v|f72r|f75r|f76r|f81r|f81v|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3609	f83r	shechy	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3609	f83r	shechy	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3707	f83r	techedy	E	T	T<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f17r|f1r|f24v|f67r2|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3707	f83r	techedy	Y	CHD	CHD<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3794	f83r	rtain	AIN	T	T<-AIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	9	f10r|f1r|f55v|f67r2|f75r|f76r|f77r|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3801	f88r	sholfchor	OR	CH	CH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3808	f88r	shekor	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3808	f88r	shekor	OR	K	K<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	12	f10r|f13r|f1r|f24v|f56r|f67r2|f68r1|f71v|f75r|f76r|f81v|f88v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3849	f88r	salsaly	AL	S	S<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	11	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3849	f88r	salsaly	AL	S	S<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	11	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3849	f88r	salsaly	Y	S	S<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f11r|f13r|f17r|f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3881	f88r	chorcholsal	AL	S	S<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	11	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E3881	f88r	chorcholsal	OR	CH	CH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4010	f88v	sqokeodaiin	AIIN	OK	OK<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4010	f88v	sqokeodaiin	E	OK	OK<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f18r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4056	f88v	saldy	AL	S	S<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	11	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4148	f89r	sheyr	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4148	f89r	sheyr	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	R_POSITIONAL_TAIL	21	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4197	f89r	cpheeedol	EEE	P	P<-EEE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	1	f72r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4244	f89r	lkeopol	E	K	K<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f95v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4244	f89r	lkeopol	L	K	K<-L	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	NONE	8	f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4432	f95v	shekydy	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4432	f95v	shekydy	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4457	f95v	ytasal	AL	S	S<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	11	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4457	f95v	ytasal	Y	T	T<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4460	f95v	oepaiin	AIIN	P	P<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	4	f24v|f67r2|f71v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4460	f95v	oepaiin	E	P	P<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	9	f1r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4469	f95v	tshor	OR	SH	SH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f10r|f11r|f13r|f17r|f18r|f1r|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4495	f95v	okshey	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4495	f95v	okshey	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
G407-E4496	f95v	ytshedy	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	OLD_FOCUS_EDGE_OTHER_PAGE
