global_running_event_id	held_out_page	register	owner_de	surface	component_recipe	gdt423_slot_skeleton	gdt423_red_causes	focus_attachment_count	local_focus_edges	private_pair_decision	close_replay_status	local_appendix_rules	compression_status	imperative_clause_de
G407-E0820	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	choksy	OK+S+Y	OK+S|NONE|Y|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Setze den Pflanzenposten im Arbeitsgang an und wähle den Pflanzenposten.
G407-E0848	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	tchoky	T+OK+Y	T+OK|NONE|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	LOCAL_ADJACENT_ORDERED_PAIR	NO_CLOSE	PAIR:T>OK	LOCAL_APPENDIX_RULE_REQUIRED	Stelle den Pflanzenposten ein und setze den Pflanzenposten im Arbeitsgang an.
G407-E0870	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	kchey	K+CH+E+Y	K+CH|E|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.
G407-E0890	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	qokcheey	OK+CH+EE+Y	OK+CH|EE|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad II.
G407-E0891	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	schey	S+CH+E+Y	S+CH|E|Y|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.
G407-E0929	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	salsain	S+AL+S+AIN	S+S|NONE|AIN|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Wähle den Sektoranteil und wähle den Sektoranteil; zur Zielposition.
G407-E1033	f68r1	CELESTIAL	mehrteilige Sternstellentafel	opcheeol	O+P+CH+EE+OL	P+CH|EE|NONE|OPEN	GRADE_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Weiter setze den Positionsposten [wie zuvor] ein und nimm den Positionsposten [wie zuvor] auf; als Ausführung und auf Grad II.
G407-E1095	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	okaikaly	OK+A_ADDR+IIN+K+AL+Y	OK+K|NONE|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	SPLIT_BY_VISIBLE_PACKAGE_OR_R_TOPOLOGY	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Setze den Positionsposten und ordne den Positionsposten zu; zur Zielposition; auf der bezeichneten Stufe; an der bezeichneten Stelle.
G407-E1394	f72r	CELESTIAL	Tierkreis-Ringgruppe I	opcholalaiin	O+P+CH+OL+AL+AIIN	P+CH|NONE|AIIN|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Weiter setze den Positionswert ein und nimm den Positionswert auf; zur Zielposition; als Ausführung.
G407-E1437	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedykar	CHD+Y+K+AR	CHD+K|NONE|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	SPLIT_BY_VISIBLE_PACKAGE_OR_R_TOPOLOGY	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Bearbeite den Stationsposten und führe den Stationsposten zu; von der Ausgangsstation.
G407-E1567	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shokain	SH+OK+AIN	SH+OK|NONE|AIN|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Halte den Stationsanteil und setze den Stationsanteil im Stationsgang an.
G407-E1573	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shepchy	SH+E+P+Y	SH+P|E|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	SPLIT_BY_VISIBLE_PACKAGE_OR_R_TOPOLOGY	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Halte den Stationsposten und setze den Stationsposten ein; auf Grad I.
G407-E1630	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedyqokam	CHD+Y+OK+AM_ADDR	CHD+OK|NONE|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	SPLIT_BY_VISIBLE_PACKAGE_OR_R_TOPOLOGY	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Bearbeite den Stationsposten und setze den Stationsposten im Stationsgang an; an der bezeichneten Stelle.
G407-E1654	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pdalshor	P+D_ADDR+AL+SH+OR	P+SH|NONE|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Setze die Stationseinheit ein und halte die Stationseinheit; zur Zielstation; an der bezeichneten Stelle.
G407-E1716	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chsdy	CH+S+DY	CH+S|NONE|NONE|CLOSE	CLOSE_SLOT_PAGE_PRIVATE	0	NONE	NOT_PAGE_PRIVATE_PAIR	OLD_TERMINAL_HEAD_CLOSE_OTHER_PAGE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Entnimm den Stationsanteil [wie zuvor] und wähle den Stationsanteil [wie zuvor]; schließe den Schritt.
G407-E1782	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sokeedy	S+OK+EE+DY	S+OK|EE|NONE|CLOSE	GRADE_SLOT_PAGE_PRIVATE|CLOSE_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	OLD_TERMINAL_HEAD_CLOSE_OTHER_PAGE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Wähle den Stationsanteil [wie zuvor] und setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E1963	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	chorshedy	CH+OR+SH+E+DY	CH+SH|E|OR|CLOSE	GRADE_SLOT_PAGE_PRIVATE|CLOSE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	OLD_TERMINAL_HEAD_CLOSE_OTHER_PAGE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Entnimm die Stationseinheit und halte die Stationseinheit; auf Grad I; schließe den Schritt.
G407-E2359	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	chedor	CHD+OR	CHD|NONE|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Bearbeite die Stationseinheit.
G407-E2393	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	P+S|NONE|NONE|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE	1	NONE	SPLIT_BY_VISIBLE_PACKAGE_OR_R_TOPOLOGY	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Weiter setze ein und wähle; von der Ausgangsstation; auf der bezeichneten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.
G407-E2678	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qepchedy	CARRIER_Q+E+P+CHD+Y	P+CHD|E|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Setze den Stationsposten ein und bearbeite den Stationsposten; als neuen Einsatz und auf Grad I.
G407-E2889	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokesdy	OK+E+S+DY	OK+S|E|NONE|CLOSE	CLOSE_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	OLD_TERMINAL_HEAD_CLOSE_OTHER_PAGE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Setze den Stationsposten [wie zuvor] im Stationsgang an und wähle den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E3246	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	rchey	R+CH+E+Y	R+CH|E|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	LOCAL_ADJACENT_ORDERED_PAIR	NO_CLOSE	PAIR:R>CH	LOCAL_APPENDIX_RULE_REQUIRED	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.
G407-E3311	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ralchey	R+AL+CH+E+Y	R+CH|E|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	3	NONE	SPLIT_BY_VISIBLE_PACKAGE_OR_R_TOPOLOGY	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Markiere den Stationsposten und entnimm den Stationsposten; zur Zielstation; auf Grad I.
G407-E3334	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	keeedy	K+EEE+D_ADDR+Y	K|EEE|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Führe den Stationsposten zu; auf Grad III; an der bezeichneten Stelle.
G407-E3354	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	keeedy	K+EEE+D_ADDR+Y	K|EEE|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Führe den Stationsposten zu; auf Grad III; an der bezeichneten Stelle.
G407-E3356	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	rasy	R+A_ADDR+S+Y	R+S|NONE|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	SPLIT_BY_VISIBLE_PACKAGE_OR_R_TOPOLOGY	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Markiere den Stationsposten und wähle den Stationsposten; an der bezeichneten Stelle.
G407-E3541	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	skal	S+K+AL	S+K|NONE|NONE|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE	1	NONE	LOCAL_ADJACENT_ORDERED_PAIR	NO_CLOSE	PAIR:S>K	LOCAL_APPENDIX_RULE_REQUIRED	Wähle den Stationswert [wie zuvor] und führe den Stationswert [wie zuvor] zu; zur Zielstation.
G407-E3609	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shechy	SH+E+CH+Y	SH+CH|E|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Halte den Stationsposten und entnimm den Stationsposten; auf Grad I.
G407-E3707	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	techedy	T+E+CHD+Y	T+CHD|E|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Stelle den Stationsposten ein und bearbeite den Stationsposten; auf Grad I.
G407-E3794	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	rtain	R+T+AIN	R+T|NONE|AIN|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	LOCAL_ADJACENT_ORDERED_PAIR	NO_CLOSE	PAIR:R>T	LOCAL_APPENDIX_RULE_REQUIRED	Markiere den Stationsanteil und stelle den Stationsanteil ein.
G407-E3801	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	SH+CH|NONE|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Weiter halte die Ansatzeinheit und nimm die Ansatzeinheit; an der bezeichneten Stelle.
G407-E3808	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	shekor	SH+E+K+OR	SH+K|E|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Halte die Ansatzeinheit und gib die Ansatzeinheit zu; auf Grad I.
G407-E3849	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	salsaly	S+AL+S+AL+Y	S+S|NONE|Y|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	3	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Wähle den Drogenposten und wähle den Drogenposten; zum Zielgefäß [außen] und zum Zielgefäß [innen].
G407-E3881	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chorcholsal	CH+OR+OL+S+AL	CH+S|NONE|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Weiter nimm die Ansatzeinheit und wähle die Ansatzeinheit; zum Zielgefäß.
G407-E4010	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	sqokeodaiin	S+OK+E+O+D_ADDR+AIIN	S+OK|E|AIIN|OPEN	GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Wähle den Mengenwert und setze den Mengenwert als Ansatz an; auf Grad I und als Ausführung; an der bezeichneten Stelle.
G407-E4056	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	saldy	S+AL+DY	S|NONE|NONE|CLOSE	CLOSE_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	OLD_TERMINAL_HEAD_CLOSE_OTHER_PAGE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Wähle den Drogenposten [wie zuvor]; zum Zielgefäß; schließe den Schritt.
G407-E4148	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	sheyr	SH+E+Y+R	SH+R|E|Y|OPEN	HEAD_OR_ORDERED_PAIR_PAGE_PRIVATE|GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	SPLIT_BY_VISIBLE_PACKAGE_OR_R_TOPOLOGY	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Halte den Drogenposten und markiere den Drogenposten; auf Grad I.
G407-E4197	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	cpheeedol	CH+P+EEE+D_ADDR+OL	CH+P|EEE|NONE|OPEN	GRADE_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Weiter nimm den Drogenposten [wie zuvor] und setze den Drogenposten [wie zuvor] ein; auf Grad III; an der bezeichneten Stelle.
G407-E4244	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	lkeopol	L+K+E+O+P+OL	K+P|E|NONE|OPEN	GRADE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Weiter gib den Drogenposten [wie zuvor] zu und setze den Drogenposten [wie zuvor] ein; über die Gefäßverbindung; auf Grad I und als Ausführung.
G407-E4432	f95v	HERBAL	F95V_WHOLE_PLANT	shekydy	SH+E+K+Y+DY	SH+K|E|Y|CLOSE	CLOSE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	OLD_TERMINAL_HEAD_CLOSE_OTHER_PAGE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.
G407-E4457	f95v	HERBAL	F95V_WHOLE_PLANT	ytasal	Y+T+A_ADDR+S+AL	T+S|NONE|Y|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Stelle den Pflanzenposten ein und wähle den Pflanzenposten; zur Zielstelle; an der bezeichneten Stelle.
G407-E4460	f95v	HERBAL	F95V_WHOLE_PLANT	oepaiin	O+E+P+AIIN	P|E|AIIN|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Setze den Arbeitswert ein; als Ausführung und auf Grad I.
G407-E4469	f95v	HERBAL	F95V_WHOLE_PLANT	tshor	T+SH+OR	T+SH|NONE|OR|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Stelle die Arbeitseinheit ein und halte die Arbeitseinheit.
G407-E4495	f95v	HERBAL	F95V_WHOLE_PLANT	okshey	OK+SH+E+Y	OK+SH|E|Y|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Setze den Pflanzenposten im Arbeitsgang an und halte den Pflanzenposten; auf Grad I.
G407-E4496	f95v	HERBAL	F95V_WHOLE_PLANT	ytshedy	Y+T+SH+E+DY	T+SH|E|Y|CLOSE	GRADE_SLOT_PAGE_PRIVATE|ARGUMENT_SLOT_PAGE_PRIVATE|CLOSE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	OLD_TERMINAL_HEAD_CLOSE_OTHER_PAGE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Stelle den Pflanzenposten ein und halte den Pflanzenposten; auf Grad I; schließe den Schritt.
G407-E4505	f95v	HERBAL	F95V_WHOLE_PLANT	qokshy	OK+SH+Y	OK+SH|NONE|Y|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Setze den Pflanzenposten im Arbeitsgang an und halte den Pflanzenposten.
G407-E4558	f95v	HERBAL	F95V_WHOLE_PLANT	shekaiin	SH+E+K+AIIN	SH+K|E|AIIN|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Halte den Arbeitswert und gib den Arbeitswert zu; auf Grad I.
G407-E4562	f95v	HERBAL	F95V_WHOLE_PLANT	shotshey	SH+OT+SH+E+Y	SH+SH|E|Y|OPEN	GRADE_SLOT_PAGE_PRIVATE	2	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Danach halte den Pflanzenposten und halte den Pflanzenposten; auf Grad I.
G407-E4570	f95v	HERBAL	F95V_WHOLE_PLANT	tchdaiin	T+CHD+AIIN	T+CHD|NONE|AIIN|OPEN	ARGUMENT_SLOT_PAGE_PRIVATE	1	NONE	NOT_PAGE_PRIVATE_PAIR	NO_CLOSE	NONE	RESOLVED_BY_FACTORIZED_OLD_RULES	Stelle den Arbeitswert ein und bearbeite den Arbeitswert.
