cell_id	base	ending	target_atom_sequence	intended_reading_de	lattice_status	compiler_branch	output_atom_sequence	output_surface_sequence	spoken_instruction_de	meaning_drift	exact_registered_fused_form	licensed_for_apprentice	master_action	reason_de
B04E11	CHD	E+CLOSE	CHD+E+CLOSE	umsetzen kurz und dann schließen	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	CHD+Y | OK+E+CLOSE	chdy qokedy	umsetzen, kurz neu ansetzen und schließen	EXTRA_SET_OPERATION	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B04E12	CHD	EE+CLOSE	CHD+EE+CLOSE	umsetzen länger und dann schließen	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	CHD+Y | OK+EE+CLOSE	chdy qokeedy	umsetzen, länger neu ansetzen und schließen	EXTRA_SET_OPERATION	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B05E01	CTH	Y	CTH+Y	bereitstellen am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	CTH+Y	cthy	bereitstellen am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	7 beobachtete Gruppe(n)
B05E03	CTH	AIIN	CTH+AIIN	bereitstellen mit Sollwert	OBSERVED	USE_OBSERVED_FUSED_CARD	CTH+AIIN	cthaiin	bereitstellen mit Sollwert	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B05E06	CTH	AL	CTH+AL	bereitstellen am Ziel	EMPTY_WELL_FORMED_PREDICTION	USE_ANALYTIC_TWO_CARD_FORM	CTH | AL	octhey al	bereitstellen am Ziel	BOUNDARY_SPLIT_ONLY	NO_ANALYTIC_EXPRESSION	YES	ZWEI_REGISTERKARTEN_GETRENNT_SCHREIBEN	Basis und Endung sind beide als selbständige Karten belegt
B05E09	CTH	E+Y	CTH+E+Y	bereitstellen kurz am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	CTH+E+Y	qcthey	bereitstellen kurz am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	3 beobachtete Gruppe(n)
B06E01	CKH	Y	CKH+Y	durchführen am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	CKH+Y	chckhy	durchführen am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	4 beobachtete Gruppe(n)
B06E03	CKH	AIIN	CKH+AIIN	durchführen mit Sollwert	EMPTY_WELL_FORMED_PREDICTION	USE_ANALYTIC_TWO_CARD_FORM	CKH | AIIN	ockhy aiin	durchführen mit Sollwert	BOUNDARY_SPLIT_ONLY	NO_ANALYTIC_EXPRESSION	YES	ZWEI_REGISTERKARTEN_GETRENNT_SCHREIBEN	Basis und Endung sind beide als selbständige Karten belegt
B06E06	CKH	AL	CKH+AL	durchführen am Ziel	OBSERVED	USE_OBSERVED_FUSED_CARD	CKH+AL	chckhal	durchführen am Ziel	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B06E09	CKH	E+Y	CKH+E+Y	durchführen kurz am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	CKH+E+Y	sheckhy	durchführen kurz am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B07E01	CKHE	Y	CKHE+Y	trennen am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	Y | CKHE+AR	y eckhear	den aktuellen Posten an der Quellenadresse trennen	EXTRA_SOURCE_ADDRESS	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B07E02	CKHE	CLOSE	CKHE+CLOSE	trennen und den Schritt schließen	OBSERVED	USE_OBSERVED_FUSED_CARD	CKHE+CLOSE	shckhedy	trennen und den Schritt schließen	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	3 beobachtete Gruppe(n)
B07E07	CKHE	AR	CKHE+AR	trennen aus der Quelle	OBSERVED	USE_OBSERVED_FUSED_CARD	CKHE+AR	eckhear	trennen aus der Quelle	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B08E01	CHK	Y	CHK+Y	wärmen am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	CHK+E+Y	cheky	den aktuellen Posten kurz wärmen	EXTRA_BRIEF_GRADE	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B08E03	CHK	AIIN	CHK+AIIN	wärmen mit Sollwert	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	AIIN | CHK+E+Y	aiin cheky	nach Sollwert kurz wärmen	EXTRA_BRIEF_GRADE_AND_CURRENT	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B08E09	CHK	E+Y	CHK+E+Y	wärmen kurz am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	CHK+E+Y	cheky	wärmen kurz am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	3 beobachtete Gruppe(n)
B08E10	CHK	EE+Y	CHK+EE+Y	wärmen länger am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	CHK+EE+Y	cheeky	wärmen länger am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	3 beobachtete Gruppe(n)
B08E12	CHK	EE+CLOSE	CHK+EE+CLOSE	wärmen länger und dann schließen	OBSERVED	USE_OBSERVED_FUSED_CARD	CHK+EE+CLOSE	chkeedy	wärmen länger und dann schließen	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B09E01	SHED	Y	SHED+Y	absetzen lassen am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	Y | SHED+E+CLOSE	y tedy	den aktuellen Posten kurz absetzen lassen und schließen	EXTRA_BRIEF_GRADE_AND_CLOSE	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B09E03	SHED	AIIN	SHED+AIIN	absetzen lassen mit Sollwert	OBSERVED	USE_OBSERVED_FUSED_CARD	SHED+AIIN	chldaiin	absetzen lassen mit Sollwert	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B09E06	SHED	AL	SHED+AL	absetzen lassen am Ziel	OBSERVED	USE_OBSERVED_FUSED_CARD	SHED+AL	shedal	absetzen lassen am Ziel	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	2 beobachtete Gruppe(n)
B09E07	SHED	AR	SHED+AR	absetzen lassen aus der Quelle	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	AR | SHED+E+CLOSE	ar tedy	aus der Quelle nehmen, kurz absetzen lassen und schließen	EXTRA_BRIEF_GRADE_AND_CLOSE	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B09E09	SHED	E+Y	SHED+E+Y	absetzen lassen kurz am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	Y | SHED+E+CLOSE	y tedy	den aktuellen Posten kurz absetzen lassen und schließen	EXTRA_CLOSE	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B09E10	SHED	EE+Y	SHED+EE+Y	absetzen lassen länger am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	Y | SHED+EE+CLOSE	y sheedy	den aktuellen Posten länger absetzen lassen und schließen	EXTRA_CLOSE	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B09E11	SHED	E+CLOSE	SHED+E+CLOSE	absetzen lassen kurz und dann schließen	OBSERVED	USE_OBSERVED_FUSED_CARD	SHED+E+CLOSE	tedy	absetzen lassen kurz und dann schließen	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	13 beobachtete Gruppe(n)
B09E12	SHED	EE+CLOSE	SHED+EE+CLOSE	absetzen lassen länger und dann schließen	OBSERVED	USE_OBSERVED_FUSED_CARD	SHED+EE+CLOSE	sheedy	absetzen lassen länger und dann schließen	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B10E01	SOLK	Y	SOLK+Y	auffangen am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	SOLK+E+Y	solkey	den aktuellen Posten kurz auffangen	EXTRA_BRIEF_GRADE	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B10E03	SOLK	AIIN	SOLK+AIIN	auffangen mit Sollwert	OBSERVED	USE_OBSERVED_FUSED_CARD	SOLK+AIIN	solkaiin	auffangen mit Sollwert	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B10E06	SOLK	AL	SOLK+AL	auffangen am Ziel	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	AL | SOLK+E+Y	al solkey	am Ziel kurz auffangen	EXTRA_BRIEF_GRADE_AND_CURRENT	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B10E07	SOLK	AR	SOLK+AR	auffangen aus der Quelle	EMPTY_WELL_FORMED_PREDICTION	USE_CONTROLLED_PARAPHRASE	AR | SOLK+E+Y	ar solkey	aus der Quelle kurz auffangen	EXTRA_BRIEF_GRADE_AND_CURRENT	NO_NEAREST_PARAPHRASE	YES_WITH_SPOKEN_DRIFT	BEOBACHTETE_KARTEN_UMSCHREIBEND_SCHREIBEN	gewünschte Fusion fehlt; vorhandene Karten tragen eine ausdrücklich genannte Zusatzbedeutung
B10E09	SOLK	E+Y	SOLK+E+Y	auffangen kurz am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	SOLK+E+Y	solkey	auffangen kurz am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B10E10	SOLK	EE+Y	SOLK+EE+Y	auffangen länger am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	SOLK+EE+Y	solkeey	auffangen länger am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B10E12	SOLK	EE+CLOSE	SOLK+EE+CLOSE	auffangen länger und dann schließen	OBSERVED	USE_OBSERVED_FUSED_CARD	SOLK+EE+CLOSE	olkeedy	auffangen länger und dann schließen	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	3 beobachtete Gruppe(n)
B11E01	KCH	Y	KCH+Y	bearbeiten am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	KCH+Y	kchy	bearbeiten am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B11E03	KCH	AIIN	KCH+AIIN	bearbeiten mit Sollwert	EMPTY_WELL_FORMED_PREDICTION	USE_ANALYTIC_TWO_CARD_FORM	KCH | AIIN	kchy aiin	bearbeiten mit Sollwert	BOUNDARY_SPLIT_ONLY	NO_ANALYTIC_EXPRESSION	YES	ZWEI_REGISTERKARTEN_GETRENNT_SCHREIBEN	Basis und Endung sind beide als selbständige Karten belegt
B11E06	KCH	AL	KCH+AL	bearbeiten am Ziel	OBSERVED	USE_OBSERVED_FUSED_CARD	KCH+AL	kchal	bearbeiten am Ziel	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	2 beobachtete Gruppe(n)
B11E07	KCH	AR	KCH+AR	bearbeiten aus der Quelle	OBSERVED	USE_OBSERVED_FUSED_CARD	KCH+AR	chkchdar	bearbeiten aus der Quelle	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B11E09	KCH	E+Y	KCH+E+Y	bearbeiten kurz am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	KCH+E+Y	kchey	bearbeiten kurz am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	2 beobachtete Gruppe(n)
B12E01	SH	Y	SH+Y	halten am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	SH+Y	lkshy	halten am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B12E03	SH	AIIN	SH+AIIN	halten mit Sollwert	OBSERVED	USE_OBSERVED_FUSED_CARD	SH+AIIN	shfydaiin	halten mit Sollwert	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
B12E10	SH	EE+Y	SH+EE+Y	halten länger am aktuellen Posten	OBSERVED	USE_OBSERVED_FUSED_CARD	SH+EE+Y	sheey	halten länger am aktuellen Posten	NONE	YES	YES	REGISTERKARTE_ABSCHREIBEN	1 beobachtete Gruppe(n)
