pattern_id	spoken_idiom_de	source_statement_id	page	start_position	scribe_id	tuple_sequence	source_surface_sequence	scribe_surface_sequence	changed_token_count	semantic_readback_de	tuple_sequence_changed	meaning_changed	copy_status
E05	den Posten umsetzen und weiterführen	B1-S004	f81v	1	S1_BARE_MASTER	6f7ff8287eddf4da9fdb dcda95c81a5460feb191	chedy ol	chdy cheol	2	den Posten umsetzen und weiterführen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E05	den Posten umsetzen und weiterführen	B1-S004	f81v	1	S2_Q_CELL_SCRIBE	6f7ff8287eddf4da9fdb dcda95c81a5460feb191	chedy ol	chdy cheol	2	den Posten umsetzen und weiterführen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E05	den Posten umsetzen und weiterführen	B1-S004	f81v	1	S3_S_LINE_SCRIBE	6f7ff8287eddf4da9fdb dcda95c81a5460feb191	chedy ol	chdy cheol	2	den Posten umsetzen und weiterführen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E05	den Posten umsetzen und weiterführen	B1-S004	f81v	1	S4_MIXED_COMPACT	6f7ff8287eddf4da9fdb dcda95c81a5460feb191	chedy ol	chdy ol	1	den Posten umsetzen und weiterführen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E06	denselben Posten um das Sollmaß führen	H2-S001	f10r	7	S1_BARE_MASTER	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	chy taiin shy	chey aiin chey	3	denselben Posten um das Sollmaß führen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E06	denselben Posten um das Sollmaß führen	H2-S001	f10r	7	S2_Q_CELL_SCRIBE	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	chy taiin shy	chey aiin chey	3	denselben Posten um das Sollmaß führen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E06	denselben Posten um das Sollmaß führen	H2-S001	f10r	7	S3_S_LINE_SCRIBE	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	chy taiin shy	shy aiin chey	3	denselben Posten um das Sollmaß führen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E06	denselben Posten um das Sollmaß führen	H2-S001	f10r	7	S4_MIXED_COMPACT	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	chy taiin shy	y aiin shy	2	denselben Posten um das Sollmaß führen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E07	mit demselben Sollmaß fortfahren	B5-S003	f83r	6	S1_BARE_MASTER	2f1c5e56e8f0ff459065 dcda95c81a5460feb191	aiin sol	aiin cheol	1	mit demselben Sollmaß fortfahren	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E07	mit demselben Sollmaß fortfahren	B5-S003	f83r	6	S2_Q_CELL_SCRIBE	2f1c5e56e8f0ff459065 dcda95c81a5460feb191	aiin sol	aiin cheol	1	mit demselben Sollmaß fortfahren	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E07	mit demselben Sollmaß fortfahren	B5-S003	f83r	6	S3_S_LINE_SCRIBE	2f1c5e56e8f0ff459065 dcda95c81a5460feb191	aiin sol	aiin sol	0	mit demselben Sollmaß fortfahren	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E07	mit demselben Sollmaß fortfahren	B5-S003	f83r	6	S4_MIXED_COMPACT	2f1c5e56e8f0ff459065 dcda95c81a5460feb191	aiin sol	aiin ol	1	mit demselben Sollmaß fortfahren	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E08	am Ziel weiterarbeiten	B1-S002	f81v	8	S1_BARE_MASTER	dd0ecaf5e27d81befffc dcda95c81a5460feb191	al ol	al cheol	1	am Ziel weiterarbeiten	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E08	am Ziel weiterarbeiten	B1-S002	f81v	8	S2_Q_CELL_SCRIBE	dd0ecaf5e27d81befffc dcda95c81a5460feb191	al ol	al cheol	1	am Ziel weiterarbeiten	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E08	am Ziel weiterarbeiten	B1-S002	f81v	8	S3_S_LINE_SCRIBE	dd0ecaf5e27d81befffc dcda95c81a5460feb191	al ol	al cheol	1	am Ziel weiterarbeiten	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E08	am Ziel weiterarbeiten	B1-S002	f81v	8	S4_MIXED_COMPACT	dd0ecaf5e27d81befffc dcda95c81a5460feb191	al ol	al sol	1	am Ziel weiterarbeiten	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E09	umsetzen, länger ansetzen und schließen	B3-S007	f83r	2	S1_BARE_MASTER	6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	chedy qokeedy	chdy qokeedy	1	umsetzen, länger ansetzen und schließen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E09	umsetzen, länger ansetzen und schließen	B3-S007	f83r	2	S2_Q_CELL_SCRIBE	6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	chedy qokeedy	chdy qokeedy	1	umsetzen, länger ansetzen und schließen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E09	umsetzen, länger ansetzen und schließen	B3-S007	f83r	2	S3_S_LINE_SCRIBE	6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	chedy qokeedy	chdy qokeedy	1	umsetzen, länger ansetzen und schließen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E09	umsetzen, länger ansetzen und schließen	B3-S007	f83r	2	S4_MIXED_COMPACT	6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	chedy qokeedy	chdy qokeedy	1	umsetzen, länger ansetzen und schließen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E10	länger halten, kurz nachsetzen und schließen	B3-S028	f83r	1	S1_BARE_MASTER	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	qokeey qokedy	okeey qokedy	1	länger halten, kurz nachsetzen und schließen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E10	länger halten, kurz nachsetzen und schließen	B3-S028	f83r	1	S2_Q_CELL_SCRIBE	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	qokeey qokedy	qokeey qokedy	0	länger halten, kurz nachsetzen und schließen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E10	länger halten, kurz nachsetzen und schließen	B3-S028	f83r	1	S3_S_LINE_SCRIBE	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	qokeey qokedy	okeey qokedy	1	länger halten, kurz nachsetzen und schließen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E10	länger halten, kurz nachsetzen und schließen	B3-S028	f83r	1	S4_MIXED_COMPACT	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	qokeey qokedy	qokeey qokedy	0	länger halten, kurz nachsetzen und schließen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E11	den länger gehaltenen Posten weiter ansetzen	B2-S010	f82r	1	S1_BARE_MASTER	0275fbf14e07935b0a45 276a7c2d74d1143446f4	qokeey qoky	okeey choky	2	den länger gehaltenen Posten weiter ansetzen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E11	den länger gehaltenen Posten weiter ansetzen	B2-S010	f82r	1	S2_Q_CELL_SCRIBE	0275fbf14e07935b0a45 276a7c2d74d1143446f4	qokeey qoky	qokeey choky	1	den länger gehaltenen Posten weiter ansetzen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E11	den länger gehaltenen Posten weiter ansetzen	B2-S010	f82r	1	S3_S_LINE_SCRIBE	0275fbf14e07935b0a45 276a7c2d74d1143446f4	qokeey qoky	okeey choky	2	den länger gehaltenen Posten weiter ansetzen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E11	den länger gehaltenen Posten weiter ansetzen	B2-S010	f82r	1	S4_MIXED_COMPACT	0275fbf14e07935b0a45 276a7c2d74d1143446f4	qokeey qoky	qokeey oky	1	den länger gehaltenen Posten weiter ansetzen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E12	den aktuellen Posten auf Sollmaß setzen	H1-S001	f10r	8	S1_BARE_MASTER	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065	oky daiin	choky aiin	2	den aktuellen Posten auf Sollmaß setzen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E12	den aktuellen Posten auf Sollmaß setzen	H1-S001	f10r	8	S2_Q_CELL_SCRIBE	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065	oky daiin	choky aiin	2	den aktuellen Posten auf Sollmaß setzen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E12	den aktuellen Posten auf Sollmaß setzen	H1-S001	f10r	8	S3_S_LINE_SCRIBE	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065	oky daiin	choky aiin	2	den aktuellen Posten auf Sollmaß setzen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E12	den aktuellen Posten auf Sollmaß setzen	H1-S001	f10r	8	S4_MIXED_COMPACT	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065	oky daiin	oky saiin	1	den aktuellen Posten auf Sollmaß setzen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E13	fortsetzen und auf Sollmaß stellen	H2-S002	f10r	6	S1_BARE_MASTER	dcda95c81a5460feb191 2f1c5e56e8f0ff459065	chol daiin	cheol aiin	2	fortsetzen und auf Sollmaß stellen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E13	fortsetzen und auf Sollmaß stellen	H2-S002	f10r	6	S2_Q_CELL_SCRIBE	dcda95c81a5460feb191 2f1c5e56e8f0ff459065	chol daiin	cheol aiin	2	fortsetzen und auf Sollmaß stellen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E13	fortsetzen und auf Sollmaß stellen	H2-S002	f10r	6	S3_S_LINE_SCRIBE	dcda95c81a5460feb191 2f1c5e56e8f0ff459065	chol daiin	cheol saiin	2	fortsetzen und auf Sollmaß stellen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E13	fortsetzen und auf Sollmaß stellen	H2-S002	f10r	6	S4_MIXED_COMPACT	dcda95c81a5460feb191 2f1c5e56e8f0ff459065	chol daiin	ol aiin	2	fortsetzen und auf Sollmaß stellen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E14	die nächste Portion zum Ziel bringen	B1-S002	f81v	7	S1_BARE_MASTER	94df4847b7b16c98394a dd0ecaf5e27d81befffc	olkain al	olkain al	0	die nächste Portion zum Ziel bringen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E14	die nächste Portion zum Ziel bringen	B1-S002	f81v	7	S2_Q_CELL_SCRIBE	94df4847b7b16c98394a dd0ecaf5e27d81befffc	olkain al	olkain al	0	die nächste Portion zum Ziel bringen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E14	die nächste Portion zum Ziel bringen	B1-S002	f81v	7	S3_S_LINE_SCRIBE	94df4847b7b16c98394a dd0ecaf5e27d81befffc	olkain al	olkain al	0	die nächste Portion zum Ziel bringen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E14	die nächste Portion zum Ziel bringen	B1-S002	f81v	7	S4_MIXED_COMPACT	94df4847b7b16c98394a dd0ecaf5e27d81befffc	olkain al	olkain al	0	die nächste Portion zum Ziel bringen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E15	den Fortsetzungsansatz weiterführen	H2-S002	f10r	5	S1_BARE_MASTER	dec401773c1f0347793d dcda95c81a5460feb191	cholor chol	cholor cheol	1	den Fortsetzungsansatz weiterführen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E15	den Fortsetzungsansatz weiterführen	H2-S002	f10r	5	S2_Q_CELL_SCRIBE	dec401773c1f0347793d dcda95c81a5460feb191	cholor chol	cholor cheol	1	den Fortsetzungsansatz weiterführen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E15	den Fortsetzungsansatz weiterführen	H2-S002	f10r	5	S3_S_LINE_SCRIBE	dec401773c1f0347793d dcda95c81a5460feb191	cholor chol	cholor cheol	1	den Fortsetzungsansatz weiterführen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E15	den Fortsetzungsansatz weiterführen	H2-S002	f10r	5	S4_MIXED_COMPACT	dec401773c1f0347793d dcda95c81a5460feb191	cholor chol	olor ol	2	den Fortsetzungsansatz weiterführen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E16	danach im selben Gang weiter	H1-S002	f10r	2	S1_BARE_MASTER	e8a6105b5c3a6220b440 dcda95c81a5460feb191	qotchol chol	qotchol cheol	1	danach im selben Gang weiter	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E16	danach im selben Gang weiter	H1-S002	f10r	2	S2_Q_CELL_SCRIBE	e8a6105b5c3a6220b440 dcda95c81a5460feb191	qotchol chol	qotchol cheol	1	danach im selben Gang weiter	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E16	danach im selben Gang weiter	H1-S002	f10r	2	S3_S_LINE_SCRIBE	e8a6105b5c3a6220b440 dcda95c81a5460feb191	qotchol chol	qotchol cheol	1	danach im selben Gang weiter	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E16	danach im selben Gang weiter	H1-S002	f10r	2	S4_MIXED_COMPACT	e8a6105b5c3a6220b440 dcda95c81a5460feb191	qotchol chol	qotchol ol	1	danach im selben Gang weiter	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E17	den aktuellen Posten zum Ziel bringen	B3-S021	f83r	8	S1_BARE_MASTER	b921a237be883a820352 dd0ecaf5e27d81befffc	chey tal	chey al	1	den aktuellen Posten zum Ziel bringen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E17	den aktuellen Posten zum Ziel bringen	B3-S021	f83r	8	S2_Q_CELL_SCRIBE	b921a237be883a820352 dd0ecaf5e27d81befffc	chey tal	chey al	1	den aktuellen Posten zum Ziel bringen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E17	den aktuellen Posten zum Ziel bringen	B3-S021	f83r	8	S3_S_LINE_SCRIBE	b921a237be883a820352 dd0ecaf5e27d81befffc	chey tal	chey al	1	den aktuellen Posten zum Ziel bringen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
E17	den aktuellen Posten zum Ziel bringen	B3-S021	f83r	8	S4_MIXED_COMPACT	b921a237be883a820352 dd0ecaf5e27d81befffc	chey tal	y sal	2	den aktuellen Posten zum Ziel bringen	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
