surface	reading_id	inherited_working_meaning_de	working_model_score	working_model_level	semantic_scope	unconditional_global_export_allowed	retired_head_words_detected	gdt737_decision	retained_exact_whole_meaning_de	reason	literal_translation_claimed	component_export_credit
pchodain	pchodain#GLOBAL	zwei Portionen getrockneten Pulveransatzes abmessen	53	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	pulver	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
polaiin	polaiin#G734	Pulver, Wert III	37	W1_WEAK_WORKING	EXPLORATORY_EXACT_WHOLE_READING	1	pulver	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
posaiin	posaiin#GLOBAL	Salzpulver-Zubereitung III	46	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	pulver	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
psheedy	psheedy#GLOBAL	Pulver vollständig einweichen und fertigstellen	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	1	pulver	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
psheey	psheey#GLOBAL	Pulver vollständig anfeuchten	46	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	pulver	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
pshol	pshol#1	eingeweichtes Pulver	44	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	1	pulver	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
ra	ra#GLOBAL	Wurzelanteil	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
raiir	raiir#GLOBAL	Wurzeldrogenanteil III	26	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
rain	rain#GLOBAL	Wurzeldroge in Charge II	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
raraiin	raraiin#GLOBAL	drei Teile der ersten Wurzelfraktion	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
rkar	rkar#GLOBAL	heiße Wurzelfraktion I	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
ro	ro#GLOBAL	Wurzelansatz	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_CONTEXT_LICENSED	0	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
roiiin	roiiin#GLOBAL	Wurzeldroge: Formklasse IV	26	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
rolchey	rolchey#GLOBAL	getrockneter Wurzelstoff, Mittelstufe	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
rolkeedy	rolkeedy#GLOBAL	erhitze den Wurzelauszug vollständig	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
rom	rom#GLOBAL	eine Handvoll Wurzelzubereitung	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_CONTEXT_LICENSED	0	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
rory	rory#GLOBAL	Wurzelportion, Grundform	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
rr	rr#1	getrocknete Wurzel	44	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
rtain	rtain#GLOBAL	Wurzeldroge auf Kältestufe II	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	1	wurzel	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
sa	sa#GLOBAL	gib Saatgut zu	13	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_CONTEXT_LICENSED	0	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
saiiin	saiiin#GLOBAL	Saatgutcharge IV	40	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
saiir	saiir#GLOBAL	Samenanteil III	26	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
sain	sain#1	Samen, Charge II	44	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
salchey	salchey#GLOBAL	Saatrohstoff bis zur mittleren Trockenstufe	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
saraiin	saraiin#1	drei Teile des Samenanteils I	30	W1_WEAK_WORKING	ACTIVE_EXACT_WHOLE_READING	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
saral	saral#GLOBAL	rohe Samenfraktion I	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
sary	sary#GLOBAL	erste Saatgutfraktion abschließen	63	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
schaiin	schaiin#GLOBAL	getrocknetes Saatgut, Stufe III	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
schodain	schodain#GLOBAL	zwei Portionen trockenen Samenansatzes	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
schos	schos#GLOBAL	trockene Arzneimischung aus Samen	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
skain	skain#GLOBAL	Saatgut auf Heizstufe II	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
skar	skar#GLOBAL	heiße Samenfraktion I	41	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
soiiin	soiiin#GLOBAL	Samendroge: Formklasse IV	46	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
soiry	soiry#GLOBAL	Saatgutansatz in zweiter Fraktion und Grundform	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
sokaiin	sokaiin#GLOBAL	heißer Samenansatz, Grad III	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
sokeedy	sokeedy#GLOBAL	heißer Samenansatz am Gradende, fertig	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
solaiin	solaiin#GLOBAL	drei Portionen Salz	28	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	NONE	RETAIN_CURRENT_EXACT_WHOLE_WORKING_DEFAULT	drei Portionen Salz	CURRENT_LEARNED_EXACT_WHOLE_SURVIVES_HEAD_CORRECTION__STILL_WORKING_NOT_CONFIRMED	0	0
solchey	solchey#GLOBAL	Saatgutansatz bis zur mittleren Stufe trocknen	55	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
solkedy	solkedy#GLOBAL	Saatgutansatz bis zur Mittelstufe erhitzen und fertigstellen	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
solkeedy	solkeedy#GLOBAL	Saatgutansatz vollständig erhitzt	53	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
solkeey	solkeey#GLOBAL	Saatgutansatz vollständig erhitzen	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
solky	solky#1	Samenansatz, leicht erhitzt	44	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
solor	solor#GLOBAL	eine Portion Saatgutansatz	28	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
sols	sols#GLOBAL	fertige Salzspecies	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	1	NONE	RETAIN_CURRENT_EXACT_WHOLE_WORKING_DEFAULT	fertige Salzspecies	CURRENT_LEARNED_EXACT_WHOLE_SURVIVES_HEAD_CORRECTION__STILL_WORKING_NOT_CONFIRMED	0	0
ssheckhy	ssheckhy#GLOBAL	angefeuchtetes Samenkompositum in Grundstufe	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	samen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
ssheey	ssheey#GLOBAL	vollständig eingeweichtes Saatgut	37	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	1	saat	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	NONE	MEANING_DEPENDS_ON_RETIRED_P_S_R_L_MATERIAL_HEAD_MODEL	0	0
