held_body_id	source_shared_id	body	head_occupancy	opaque_heads	forms	total_headed_occurrences	bare_body_occurrences	atlas_semantic_status	atlas_inherited_value_de	working_candidate_de	candidate_confidence	candidate_renderer_license
G737-B095	G635-R053	orain	3	H1|H2|H4	porain|sorain|lorain	4	16	ATLAS_ONLY	noch keine konkrete Restbedeutung	Teil-/Portionsträger: Wert II	HIGH	0
G737-B096	G635-R134	oror	2	H1|H4	poror|loror	2	4	ATLAS_ONLY	noch keine konkrete Restbedeutung	gekoppelter Teil-/Portionsträger	LOW	0
G737-B097	G635-R056	ory	3	H2|H3|H4	sory|rory|lory	3	13	ATLAS_ONLY	noch keine konkrete Restbedeutung	Teil-/Portionsträger, Grund-/Schlussform	MEDIUM_HIGH	0
G737-B098	G635-R068	os	2	H2|H4	sos|los	8	23	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zubereitungsposten	LOW	0
G737-B099	G635-R135	osaiin	2	H1|H4	posaiin|losaiin	2	5	ATLAS_ONLY	noch keine konkrete Restbedeutung	Zubereitungsposten: Wert III	LOW	0
G737-B100	G635-R136	otaiin	2	H2|H3	sotaiin|rotaiin	2	138	ATLAS_ONLY	noch keine konkrete Restbedeutung	kalte/abgekühlte Zubereitung: Index III	HIGH	0
G737-B101	G635-R082	oty	2	H2|H4	soty|loty	5	101	ATLAS_ONLY	noch keine konkrete Restbedeutung	kalte oder abgekühlte Zubereitung, Grundform	MEDIUM_HIGH	0
G737-B102	G635-R137	paiin	2	H2|H4	spaiin|lpaiin	2	7	ATLAS_ONLY	noch keine konkrete Restbedeutung	Verweis auf H1-Ordinal-III-Eintrag	STRUCTURE_ONLY	0
G737-B103	G635-R138	pchey	2	H3|H4	rpchey|lpchey	2	8	ATLAS_ONLY	noch keine konkrete Restbedeutung	Verweis auf H1-Trockenform-I-Eintrag	STRUCTURE_ONLY	0
G737-B104	G635-R062	r	2	H3|H4	rr|lr	11	129	ATLAS_ONLY	noch keine konkrete Restbedeutung	verschachtelter H3-Kopf oder Bezugsslot	STRUCTURE_ONLY	0
G737-B105	G635-R139	shar	2	H1|H4	pshar|lshar	2	29	ATLAS_ONLY	noch keine konkrete Restbedeutung	angefeuchtete Teil-/Fraktionsstufe I	HIGH	0
G737-B106	G635-R140	shdaiin	2	H1|H4	pshdaiin|lshdaiin	2	4	ATLAS_ONLY	noch keine konkrete Restbedeutung	angefeuchtetes Ergebnis: Dosis oder Wert III	HIGH	0
G737-B107	G635-R047	shdy	3	H1|H3|H4	pshdy|rshdy|lshdy	5	40	ATLAS_ONLY	noch keine konkrete Restbedeutung	angefeuchtetes Ergebnis, Grundform	HIGH	0
G737-B108	G635-R107	sheckhy	2	H2|H4	ssheckhy|lsheckhy	3	33	ATLAS_ONLY	noch keine konkrete Restbedeutung	angefeuchtete Mischung, Grundform	MEDIUM_HIGH	0
G737-B109	G635-R090	shed	2	H3|H4	rshed|lshed	4	18	ATLAS_ONLY	noch keine konkrete Restbedeutung	Einweich-/Feuchtergebnis, Mittel-/Schlussform	MEDIUM_HIGH	0
G737-B110	G635-R032	sheedy	3	H1|H3|H4	psheedy|rsheedy|lsheedy	11	77	ATLAS_ONLY	noch keine konkrete Restbedeutung	angefeuchtetes oder eingeweichtes Ergebnis, Form II	HIGH	0
G737-B111	G635-R033	sheey	3	H1|H2|H4	psheey|ssheey|lsheey	9	127	ATLAS_ONLY	noch keine konkrete Restbedeutung	feuchte oder angeweichte Form II	HIGH	0
G737-B112	G635-R141	sheg	2	H3|H4	rsheg|lsheg	2	0	ATLAS_ONLY	noch keine konkrete Restbedeutung	opaker feuchtbezogener Eintragsabschluss G	STRUCTURE_ONLY	0
G737-B113	G635-R142	sheo	2	H2|H4	ssheo|lsheo	2	37	ATLAS_ONLY	noch keine konkrete Restbedeutung	feuchte oder angeweichte Zubereitung	HIGH	0
G737-B114	G635-R143	sheodar	2	H1|H3	psheodar|rsheodar	2	1	ATLAS_ONLY	noch keine konkrete Restbedeutung	angefeuchtete Zubereitungsfraktion I	MEDIUM	0
G737-B115	G635-R072	sheody	2	H1|H4	psheody|lsheody	7	34	ATLAS_ONLY	noch keine konkrete Restbedeutung	feucht aufbereitetes Ergebnis, Grundform	MEDIUM_HIGH	0
G737-B116	G635-R057	sheol	3	H2|H3|H4	ssheol|rsheol|lsheol	3	90	ATLAS_ONLY	noch keine konkrete Restbedeutung	Feuchtmaterial, Form I	HIGH	0
G737-B117	G635-R144	shod	2	H1|H4	pshod|lshod	2	10	ATLAS_ONLY	noch keine konkrete Restbedeutung	angefeuchtete, abgemessene Zubereitung	MEDIUM	0
G737-B118	G635-R091	shol	2	H1|H4	pshol|lshol	4	163	ATLAS_ONLY	noch keine konkrete Restbedeutung	Feuchtmaterial	HIGH	0
G737-B119	G635-R092	shy	2	H1|H4	pshy|lshy	4	95	ATLAS_ONLY	noch keine konkrete Restbedeutung	feuchte oder angeweichte Grundform	HIGH	0
G737-B120	G635-R108	tain	2	H3|H4	rtain|ltain	3	9	ATLAS_ONLY	noch keine konkrete Restbedeutung	Kälte-/Abkühlindex II	HIGH	0
