held_form_id	source_shared_id	body	head_occupancy	opaque_head_id	eva_transcription_label	form	atlas_occurrences	atlas_reader_exact	atlas_pages	atlas_loci	gdt736_training_record_role	held_position_rule	default_precedence	current_default_render_de	exploratory_body_candidate_de	exploratory_candidate_confidence	exploratory_renderer_de	inherited_whole_status	body_candidate_renderer_license	semantic_cluster_export	literal_head_lexeme	literal_body_lexeme	component_export_credit
G737-F011	G635-R025	ain	3	H2	s	sain	60	53	33	60	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Ordinal-/Wertstufe II	HIGH	Posten: Ordinal-/Wertstufe II	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F012	G635-R025	ain	3	H3	r	rain	21	14	14	21	LATE_REFERENCE_OR_ITEM_CLOSE	middle=>internal reference; final=>close/reference; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Ordinal-/Wertstufe II	HIGH	Ordinal-/Wertstufe II; interner/später Bezug	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F013	G635-R025	ain	3	H4	l	lain	5	4	4	5	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Ordinal-/Wertstufe II	HIGH	internes Feld: Ordinal-/Wertstufe II	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F014	G635-R109	alar	2	H1	p	palar	1	1	1	1	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Rohstoff-/Materialfraktion I	MEDIUM	Eintrag: Rohstoff-/Materialfraktion I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F015	G635-R109	alar	2	H2	s	salar	1	1	1	1	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Rohstoff-/Materialfraktion I	MEDIUM	Posten: Rohstoff-/Materialfraktion I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F016	G635-R110	alchey	2	H2	s	salchey	1	0	1	1	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	trockenes Rohmaterial, Stufe I/Form I	HIGH	Posten: trockenes Rohmaterial, Stufe I/Form I	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F017	G635-R110	alchey	2	H3	r	ralchey	1	0	1	1	LATE_REFERENCE_OR_ITEM_CLOSE	middle=>internal reference; final=>close/reference; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	trockenes Rohmaterial, Stufe I/Form I	HIGH	trockenes Rohmaterial, Stufe I/Form I; interner/später Bezug	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F018	G635-R111	alol	2	H2	s	salol	1	1	1	1	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Rohmaterialträger	HIGH	Posten: Rohmaterialträger	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F019	G635-R111	alol	2	H3	r	ralol	1	0	1	1	LATE_REFERENCE_OR_ITEM_CLOSE	middle=>internal reference; final=>close/reference; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Rohmaterialträger	HIGH	Rohmaterialträger; interner/später Bezug	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F020	G635-R073	aly	2	H2	s	saly	3	2	3	3	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Rohstoff-/Materialstufe I, Grundform	HIGH	Posten: Rohstoff-/Materialstufe I, Grundform	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F021	G635-R073	aly	2	H3	r	raly	3	2	3	3	LATE_REFERENCE_OR_ITEM_CLOSE	middle=>internal reference; final=>close/reference; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Rohstoff-/Materialstufe I, Grundform	HIGH	Rohstoff-/Materialstufe I, Grundform; interner/später Bezug	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F022	G635-R069	araiin	2	H2	s	saraiin	3	1	3	3	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Teil-/Fraktionsstufe I: Wert III	HIGH	Posten: Teil-/Fraktionsstufe I: Wert III	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F023	G635-R069	araiin	2	H3	r	raraiin	4	3	4	4	LATE_REFERENCE_OR_ITEM_CLOSE	middle=>internal reference; final=>close/reference; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Teil-/Fraktionsstufe I: Wert III	HIGH	Teil-/Fraktionsstufe I: Wert III; interner/später Bezug	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F024	G635-R084	aral	2	H2	s	saral	3	2	3	3	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Rohstoff-/Materialfraktion I	HIGH	Posten: Rohstoff-/Materialfraktion I	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F025	G635-R084	aral	2	H3	r	raral	1	1	1	1	LATE_REFERENCE_OR_ITEM_CLOSE	middle=>internal reference; final=>close/reference; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Rohstoff-/Materialfraktion I	HIGH	Rohstoff-/Materialfraktion I; interner/später Bezug	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F026	G635-R042	aram	3	H2	s	saram	1	0	1	1	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Teil-/Fraktionsstufe I, Eintragsabschluss	MEDIUM_HIGH	Posten: Teil-/Fraktionsstufe I, Eintragsabschluss	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F027	G635-R042	aram	3	H3	r	raram	3	3	3	3	LATE_REFERENCE_OR_ITEM_CLOSE	middle=>internal reference; final=>close/reference; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Teil-/Fraktionsstufe I, Eintragsabschluss	MEDIUM_HIGH	Teil-/Fraktionsstufe I, Eintragsabschluss; interner/später Bezug	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F028	G635-R042	aram	3	H4	l	laram	1	0	1	1	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Teil-/Fraktionsstufe I, Eintragsabschluss	MEDIUM_HIGH	internes Feld: Teil-/Fraktionsstufe I, Eintragsabschluss	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F029	G635-R063	ary	2	H2	s	sary	7	5	6	7	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Teil-/Fraktionsstufe I, abgeschlossen	HIGH	Posten: Teil-/Fraktionsstufe I, abgeschlossen	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F030	G635-R063	ary	2	H3	r	rary	3	3	3	3	LATE_REFERENCE_OR_ITEM_CLOSE	middle=>internal reference; final=>close/reference; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Teil-/Fraktionsstufe I, abgeschlossen	HIGH	Teil-/Fraktionsstufe I, abgeschlossen; interner/später Bezug	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F031	G635-R112	chaiin	2	H1	p	pchaiin	1	1	1	1	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Trockenindex oder -grad III	HIGH	Eintrag: Trockenindex oder -grad III	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F032	G635-R112	chaiin	2	H2	s	schaiin	1	1	1	1	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Trockenindex oder -grad III	HIGH	Posten: Trockenindex oder -grad III	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F033	G635-R065	chal	2	H1	p	pchal	3	0	3	3	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	trockenes Material, Stufe I	HIGH	Eintrag: trockenes Material, Stufe I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F034	G635-R065	chal	2	H4	l	lchal	6	6	5	6	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	trockenes Material, Stufe I	HIGH	internes Feld: trockenes Material, Stufe I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F035	G635-R034	char	3	H1	p	pchar	4	2	4	4	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	trockene Teil-/Fraktionsstufe I	MEDIUM_HIGH	Eintrag: trockene Teil-/Fraktionsstufe I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F036	G635-R034	char	3	H2	s	schar	1	1	1	1	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	trockene Teil-/Fraktionsstufe I	MEDIUM_HIGH	Posten: trockene Teil-/Fraktionsstufe I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F037	G635-R034	char	3	H4	l	lchar	3	3	3	3	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	trockene Teil-/Fraktionsstufe I	MEDIUM_HIGH	internes Feld: trockene Teil-/Fraktionsstufe I	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F038	G635-R079	chdaiin	2	H1	p	pchdaiin	3	2	3	3	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Trockenresultat: Dosis oder Wert III	MEDIUM_HIGH	Eintrag: Trockenresultat: Dosis oder Wert III	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F039	G635-R079	chdaiin	2	H4	l	lchdaiin	2	0	2	2	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Trockenresultat: Dosis oder Wert III	MEDIUM_HIGH	internes Feld: Trockenresultat: Dosis oder Wert III	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F040	G635-R094	chdal	2	H1	p	pchdal	1	1	1	1	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	abgemessenes Trockenmaterial, Stufe I/Grundform	MEDIUM_HIGH	Eintrag: abgemessenes Trockenmaterial, Stufe I/Grundform	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F041	G635-R094	chdal	2	H4	l	lchdal	2	1	2	2	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	abgemessenes Trockenmaterial, Stufe I/Grundform	MEDIUM_HIGH	internes Feld: abgemessenes Trockenmaterial, Stufe I/Grundform	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F042	G635-R095	chdol	2	H1	p	pchdol	2	2	2	2	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Trockenmaterial-Maßslot	MEDIUM	Eintrag: Trockenmaterial-Maßslot	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F043	G635-R095	chdol	2	H4	l	lchdol	1	1	1	1	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Trockenmaterial-Maßslot	MEDIUM	internes Feld: Trockenmaterial-Maßslot	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F044	G635-R085	cheam	2	H1	p	pcheam	1	1	1	1	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Trockenform, Eintragsabschluss I	MEDIUM_HIGH	Eintrag: Trockenform, Eintragsabschluss I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F045	G635-R085	cheam	2	H4	l	lcheam	3	3	3	3	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	Trockenform, Eintragsabschluss I	MEDIUM_HIGH	internes Feld: Trockenform, Eintragsabschluss I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F046	G635-R096	chear	2	H1	p	pchear	2	2	2	2	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	trockene Teil-/Fraktionsstufe I, Form I	MEDIUM_HIGH	Eintrag: trockene Teil-/Fraktionsstufe I, Form I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F047	G635-R096	chear	2	H4	l	lchear	1	1	1	1	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	trockene Teil-/Fraktionsstufe I, Form I	MEDIUM_HIGH	internes Feld: trockene Teil-/Fraktionsstufe I, Form I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F048	G635-R035	ched	3	H1	p	pched	1	1	1	1	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	getrocknetes Ergebnis, Mittel-/Schlussform	MEDIUM_HIGH	Eintrag: getrocknetes Ergebnis, Mittel-/Schlussform	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F049	G635-R035	ched	3	H3	r	rched	1	1	1	1	LATE_REFERENCE_OR_ITEM_CLOSE	middle=>internal reference; final=>close/reference; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	getrocknetes Ergebnis, Mittel-/Schlussform	MEDIUM_HIGH	getrocknetes Ergebnis, Mittel-/Schlussform; interner/später Bezug	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F050	G635-R035	ched	3	H4	l	lched	6	6	5	6	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	getrocknetes Ergebnis, Mittel-/Schlussform	MEDIUM_HIGH	internes Feld: getrocknetes Ergebnis, Mittel-/Schlussform	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	0	0	UNRESOLVED	UNRESOLVED	0
G737-F051	G635-R113	chedair	2	H1	p	pchedair	1	0	1	1	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	getrocknete Fraktion, Form I/Wert II	MEDIUM	Eintrag: getrocknete Fraktion, Form I/Wert II	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F052	G635-R113	chedair	2	H2	s	schedair	1	1	1	1	LINE_ITEM_OR_SUBENTRY_MARKER	line-first=>item/subentry; otherwise whole/internal field	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	getrocknete Fraktion, Form I/Wert II	MEDIUM	Posten: getrocknete Fraktion, Form I/Wert II	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F053	G635-R074	chedal	2	H1	p	pchedal	5	4	4	5	PARAGRAPH_OR_RECORD_OPENER	paragraph-first=>record opener; line-first=>line/record opener; otherwise whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	abgemessenes Trockenmaterial, Stufe I/Form I	MEDIUM_HIGH	Eintrag: abgemessenes Trockenmaterial, Stufe I/Form I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
G737-F054	G635-R074	chedal	2	H4	l	lchedal	1	1	1	1	INTERNAL_BOUND_FIELD_OPERATOR	non-first=>internal field; first=>whole/exception	POSITION_AND_REGISTER_ROLE__NO_BODY_EXPORT	CONTEXT_REQUIRED__SEMANTIC_CONTENT_UNRESOLVED	abgemessenes Trockenmaterial, Stufe I/Form I	MEDIUM_HIGH	internes Feld: abgemessenes Trockenmaterial, Stufe I/Form I	NO_V99R7_WHOLE_CARD	0	0	UNRESOLVED	UNRESOLVED	0
