occurrence_id	held_form_id	form	opaque_head_id	eva_transcription_label	body	head_occupancy	page	locus	section	language	hand	token_index	token_ordinal	line_length	line_position	normalized_position	paragraph_start_line	paragraph_first_token	single_token_line	previous_surface	next_surface	surface_line	all_readers_exact	split_normalized_all_readers	reader_status	pair_axis	selected_occurrence_role	structural_render_de	exploratory_body_candidate_de	exploratory_candidate_render_de	body_candidate_renderer_license	literal_head_lexeme	literal_body_lexeme	component_export_credit
G737-O0013	G737-F129	lo	H4	l	o	3	f103r	f103r.8	S	B	3	13	13	13	LAST	1.000000	1	0	0	olkechdy	NONE	daroal okey chedy okey rain okechy qoisal qotar adchey ofeeo ltdy olkechdy lo	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lo]	Ansatz-/Zubereitungsrahmen	internes Feld: [lo] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
G737-O0014	G737-F103	lkaiin	H4	l	kaiin	2	f103r	f103r.9	S	B	3	6	6	14	MIDDLE	0.384615	0	0	0	shey	shey	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkaiin]	erhitzte Form: Index III	internes Feld: [lkaiin] — Kandidat: erhitzte Form: Index III	0	UNRESOLVED	UNRESOLVED	0
G737-O0015	G737-F207	lolshedy	H4	l	olshedy	2	f103r	f103r.11	S	B	3	4	4	12	MIDDLE	0.272727	0	0	0	otain	okain	dar oteey otain lolshedy okain chey qorain shey otoy qokeol key dayky	0	1	SPLIT_ONLY	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lolshedy]	angefeuchtetes Materialergebnis, Form I	internes Feld: [lolshedy] — Kandidat: angefeuchtetes Materialergebnis, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0016	G737-F140	podar	H1	p	odar	3	f103r	f103r.13	S	B	3	1	1	12	FIRST	0.000000	1	1	0	NONE	sheor	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [podar]	Zubereitungsanteil oder Dosisstufe I	Absatz-/Recordöffner: [podar] — Kandidat: Zubereitungsanteil oder Dosisstufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0017	G737-F111	lkar	H4	l	kar	3	f103r	f103r.19	S	B	3	9	9	12	MIDDLE	0.727273	0	0	0	oteol	okaral	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkar]	erhitzte Teil-/Fraktionsstufe I	internes Feld: [lkar] — Kandidat: erhitzte Teil-/Fraktionsstufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0018	G737-F237	lr	H4	l	r	2	f103r	f103r.19	S	B	3	12	12	12	LAST	1.000000	0	0	0	lkldy	NONE	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lr]	verschachtelter H3-Kopf oder Bezugsslot	internes Feld: [lr] — Kandidat: verschachtelter H3-Kopf oder Bezugsslot	0	UNRESOLVED	UNRESOLVED	0
G737-O0019	G737-F044	pcheam	H1	p	cheam	2	f103r	f103r.21	S	B	3	1	1	12	FIRST	0.000000	1	1	0	NONE	sokedy	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pcheam]	Trockenform, Eintragsabschluss I	Absatz-/Recordöffner: [pcheam] — Kandidat: Trockenform, Eintragsabschluss I	0	UNRESOLVED	UNRESOLVED	0
G737-O0020	G737-F161	sokedy	H2	s	okedy	2	f103r	f103r.21	S	B	3	2	2	12	MIDDLE	0.090909	1	0	0	pcheam	dalkar	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sokedy]	erhitztes Zubereitungsergebnis, Form I	H2-Ganzform oder internes Feld: [sokedy] — Kandidat: erhitztes Zubereitungsergebnis, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0021	G737-F117	lkeeody	H4	l	keeody	2	f103r	f103r.27	S	B	3	4	4	11	MIDDLE	0.300000	1	0	0	qokeey	sheey	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	0	1	SPLIT_ONLY	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeeody]	vollständig erhitztes Zubereitungsergebnis	internes Feld: [lkeeody] — Kandidat: vollständig erhitztes Zubereitungsergebnis	0	UNRESOLVED	UNRESOLVED	0
G737-O0022	G737-F165	lokeedy	H4	l	okeedy	3	f103r	f103r.38	S	B	3	5	5	9	MIDDLE	0.500000	0	0	0	chckhy	checkhy	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey	0	1	SPLIT_ONLY	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lokeedy]	erhitztes Zubereitungsergebnis, Form II	internes Feld: [lokeedy] — Kandidat: erhitztes Zubereitungsergebnis, Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0023	G737-F157	lokain	H4	l	okain	2	f103r	f103r.38	S	B	3	7	7	9	MIDDLE	0.750000	0	0	0	checkhy	shedy	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lokain]	erhitzte Zubereitung: Index II	internes Feld: [lokain] — Kandidat: erhitzte Zubereitung: Index II	0	UNRESOLVED	UNRESOLVED	0
G737-O0024	G737-F254	lsheey	H4	l	sheey	3	f103r	f103r.39	S	B	3	3	3	6	MIDDLE	0.400000	0	0	0	qokeey	qotal	ykeedy qokeey lsheey qotal shedy oteey	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lsheey]	feuchte oder angeweichte Form II	internes Feld: [lsheey] — Kandidat: feuchte oder angeweichte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0025	G737-F253	ssheey	H2	s	sheey	3	f103r	f103r.47	S	B	3	1	1	7	FIRST	0.000000	0	0	0	NONE	okeeo	ssheey okeeo l lchey qokaly lcheedy oloraiin	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [ssheey]	feuchte oder angeweichte Form II	Posten-/Untereintragsform: [ssheey] — Kandidat: feuchte oder angeweichte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0026	G737-F059	lcheedy	H4	l	cheedy	2	f103r	f103r.47	S	B	3	6	6	7	MIDDLE	0.833333	0	0	0	qokaly	oloraiin	ssheey okeeo l lchey qokaly lcheedy oloraiin	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lcheedy]	getrocknetes Ergebnis, Form II	internes Feld: [lcheedy] — Kandidat: getrocknetes Ergebnis, Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0027	G737-F237	lr	H4	l	r	2	f103r	f103r.49	S	B	3	2	2	13	MIDDLE	0.083333	0	0	0	okeey	ain	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lr]	verschachtelter H3-Kopf oder Bezugsslot	internes Feld: [lr] — Kandidat: verschachtelter H3-Kopf oder Bezugsslot	0	UNRESOLVED	UNRESOLVED	0
G737-O0028	G737-F253	ssheey	H2	s	sheey	3	f103r	f103r.50	S	B	3	1	1	11	FIRST	0.000000	0	0	0	NONE	l	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [ssheey]	feuchte oder angeweichte Form II	Posten-/Untereintragsform: [ssheey] — Kandidat: feuchte oder angeweichte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0029	G737-F053	pchedal	H1	p	chedal	2	f103r	f103r.52	S	B	3	1	1	10	FIRST	0.000000	1	1	0	NONE	oteey	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchedal]	abgemessenes Trockenmaterial, Stufe I/Form I	Absatz-/Recordöffner: [pchedal] — Kandidat: abgemessenes Trockenmaterial, Stufe I/Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0030	G737-F103	lkaiin	H4	l	kaiin	2	f103r	f103r.52	S	B	3	9	9	10	MIDDLE	0.888889	1	0	0	qopchey	otalsy	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkaiin]	erhitzte Form: Index III	internes Feld: [lkaiin] — Kandidat: erhitzte Form: Index III	0	UNRESOLVED	UNRESOLVED	0
G737-O0031	G737-F231	loty	H4	l	oty	2	f103r	f103r.53	S	B	3	10	10	10	LAST	1.000000	0	0	0	lchedy	NONE	sshey qokedy qokaiin shdy qokeey chedy qokeey qokeey lchedy loty	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [loty]	kalte oder abgekühlte Zubereitung, Grundform	internes Feld: [loty] — Kandidat: kalte oder abgekühlte Zubereitung, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0032	G737-F066	pcheor	H1	p	cheor	2	f103v	f103v.5	S	B	3	1	1	10	FIRST	0.000000	1	1	0	NONE	olkeey	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pcheor]	trockener Teil-/Portionsträger	Absatz-/Recordöffner: [pcheor] — Kandidat: trockener Teil-/Portionsträger	0	UNRESOLVED	UNRESOLVED	0
G737-O0033	G737-F011	sain	H2	s	ain	3	f103v	f103v.8	S	B	3	1	1	6	FIRST	0.000000	0	0	0	NONE	shey	sain shey olsheey dair chekoal okeey	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sain]	Ordinal-/Wertstufe II	Posten-/Untereintragsform: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0034	G737-F033	pchal	H1	p	chal	2	f103v	f103v.9	S	B	3	1	1	11	FIRST	0.000000	1	1	0	NONE	shal	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchal]	trockenes Material, Stufe I	Absatz-/Recordöffner: [pchal] — Kandidat: trockenes Material, Stufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0035	G737-F111	lkar	H4	l	kar	3	f103v	f103v.9	S	B	3	11	11	11	LAST	1.000000	1	0	0	ol	NONE	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkar]	erhitzte Teil-/Fraktionsstufe I	internes Feld: [lkar] — Kandidat: erhitzte Teil-/Fraktionsstufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0036	G737-F083	pchor	H1	p	chor	3	f103v	f103v.12	S	B	3	9	9	13	MIDDLE	0.666667	1	0	0	shedy	pchedy	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam	1	1	EXACT	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [pchor]	trockener Teil-/Portionsträger	H1-Ganzform oder Ausnahme: [pchor] — Kandidat: trockener Teil-/Portionsträger	0	UNRESOLVED	UNRESOLVED	0
G737-O0037	G737-F237	lr	H4	l	r	2	f103v	f103v.13	S	B	3	8	8	11	MIDDLE	0.700000	0	0	0	okeey	ain	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lr]	verschachtelter H3-Kopf oder Bezugsslot	internes Feld: [lr] — Kandidat: verschachtelter H3-Kopf oder Bezugsslot	0	UNRESOLVED	UNRESOLVED	0
G737-O0038	G737-F063	lcheody	H4	l	cheody	2	f103v	f103v.15	S	B	3	8	8	12	MIDDLE	0.636364	0	0	0	olchey	tedy	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otay	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lcheody]	trocken aufbereitetes Ergebnis, Form I	internes Feld: [lcheody] — Kandidat: trocken aufbereitetes Ergebnis, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0039	G737-F119	lkeey	H4	l	keey	2	f103v	f103v.19	S	B	3	3	3	7	MIDDLE	0.333333	0	0	0	chey	chalkar	daiin chey lkeey chalkar cheeey l chealainor	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0040	G737-F172	lolain	H4	l	olain	2	f103v	f103v.20	S	B	3	11	11	11	LAST	1.000000	1	0	0	qokeey	NONE	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lolain]	Materialträger: Wert II	internes Feld: [lolain] — Kandidat: Materialträger: Wert II	0	UNRESOLVED	UNRESOLVED	0
G737-O0041	G737-F011	sain	H2	s	ain	3	f103v	f103v.25	S	B	3	1	1	10	FIRST	0.000000	0	0	0	NONE	olkeeey	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	1	1	EXACT	ENTRY_PAIR	LINE_ITEM_OR_SUBENTRY	Posten-/Untereintragsform: [sain]	Ordinal-/Wertstufe II	Posten-/Untereintragsform: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0042	G737-F113	lkchdy	H4	l	kchdy	2	f103v	f103v.29	S	B	3	3	3	8	MIDDLE	0.285714	0	0	0	chey	sho	olcheeey chey lkchdy sho chcthy sal araiin qokeey	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkchdy]	erhitzt-trockenes Ergebnis, Grundform	internes Feld: [lkchdy] — Kandidat: erhitzt-trockenes Ergebnis, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0043	G737-F046	pchear	H1	p	chear	2	f103v	f103v.30	S	B	3	1	1	10	FIRST	0.000000	1	1	0	NONE	okain	pchear okain opchedy pchol fchedy otedy poly lchedy fchedey rar	1	1	EXACT	ENTRY_PAIR	PARAGRAPH_OR_RECORD_OPENER	Absatz-/Recordöffner: [pchear]	trockene Teil-/Fraktionsstufe I, Form I	Absatz-/Recordöffner: [pchear] — Kandidat: trockene Teil-/Fraktionsstufe I, Form I	0	UNRESOLVED	UNRESOLVED	0
G737-O0044	G737-F210	poly	H1	p	oly	3	f103v	f103v.30	S	B	3	7	7	10	MIDDLE	0.666667	1	0	0	otedy	lchedy	pchear okain opchedy pchol fchedy otedy poly lchedy fchedey rar	1	1	EXACT	ENTRY_PAIR	H1_WHOLE_OR_EXCEPTION	H1-Ganzform oder Ausnahme: [poly]	Abseih- oder Trennschritt	H1-Ganzform oder Ausnahme: [poly] — Kandidat: Abseih- oder Trennschritt	0	UNRESOLVED	UNRESOLVED	0
G737-O0045	G737-F119	lkeey	H4	l	keey	2	f103v	f103v.33	S	B	3	2	2	10	MIDDLE	0.111111	1	0	0	yshey	qokain	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkeey]	erhitzte Form II	internes Feld: [lkeey] — Kandidat: erhitzte Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0046	G737-F012	rain	H3	r	ain	3	f103v	f103v.40	S	B	3	10	10	10	LAST	1.000000	0	0	0	lchedy	NONE	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	1	1	EXACT	INTERNAL_PAIR	LATE_REFERENCE_OR_ITEM_CLOSE	Abschlussbezug: [rain]	Ordinal-/Wertstufe II	Abschlussbezug: [rain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0047	G737-F012	rain	H3	r	ain	3	f103v	f103v.44	S	B	3	6	6	11	MIDDLE	0.500000	0	0	0	oky	chckhy	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	0	1	SPLIT_ONLY	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [rain]	Ordinal-/Wertstufe II	interner Bezug: [rain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0048	G737-F128	ro	H3	r	o	3	f103v	f103v.44	S	B	3	11	11	11	LAST	1.000000	0	0	0	lteedy	NONE	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	1	1	EXACT	INTERNAL_PAIR	LATE_REFERENCE_OR_ITEM_CLOSE	Abschlussbezug: [ro]	Ansatz-/Zubereitungsrahmen	Abschlussbezug: [ro] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
G737-O0049	G737-F105	lkain	H4	l	kain	2	f103v	f103v.45	S	B	3	5	5	11	MIDDLE	0.400000	0	0	0	lcheey	shckhy	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkain]	erhitzte Form: Index II	internes Feld: [lkain] — Kandidat: erhitzte Form: Index II	0	UNRESOLVED	UNRESOLVED	0
G737-O0050	G737-F021	raly	H3	r	aly	2	f103v	f103v.46	S	B	3	7	7	9	MIDDLE	0.750000	0	0	0	chdy	osaiin	tain shol qokain chckhy rorol chdy raly osaiin chary	1	1	EXACT	INTERNAL_PAIR	INTERNAL_REFERENCE_FIELD	interner Bezug: [raly]	Rohstoff-/Materialstufe I, Grundform	interner Bezug: [raly] — Kandidat: Rohstoff-/Materialstufe I, Grundform	0	UNRESOLVED	UNRESOLVED	0
G737-O0051	G737-F011	sain	H2	s	ain	3	f104r	f104r.1	S	B	3	10	10	10	LAST	1.000000	1	0	0	qopchedy	NONE	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	1	1	EXACT	ENTRY_PAIR	H2_WHOLE_OR_INTERNAL_FIELD	H2-Ganzform oder internes Feld: [sain]	Ordinal-/Wertstufe II	H2-Ganzform oder internes Feld: [sain] — Kandidat: Ordinal-/Wertstufe II	0	UNRESOLVED	UNRESOLVED	0
G737-O0052	G737-F137	lod	H4	l	od	2	f104r	f104r.5	S	B	3	9	9	12	MIDDLE	0.727273	1	0	0	al	pchdair	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lod]	Abmess- oder Entnahmeschritt am Ansatz	internes Feld: [lod] — Kandidat: Abmess- oder Entnahmeschritt am Ansatz	0	UNRESOLVED	UNRESOLVED	0
G737-O0053	G737-F111	lkar	H4	l	kar	3	f104r	f104r.6	S	B	3	4	4	12	MIDDLE	0.272727	0	0	0	aiin	cheeo	y cheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy otain chedam	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lkar]	erhitzte Teil-/Fraktionsstufe I	internes Feld: [lkar] — Kandidat: erhitzte Teil-/Fraktionsstufe I	0	UNRESOLVED	UNRESOLVED	0
G737-O0054	G737-F251	lsheedy	H4	l	sheedy	3	f104r	f104r.8	S	B	3	2	2	12	MIDDLE	0.090909	0	0	0	o	lkeedy	o lsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okar otar odr	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lsheedy]	angefeuchtetes oder eingeweichtes Ergebnis, Form II	internes Feld: [lsheedy] — Kandidat: angefeuchtetes oder eingeweichtes Ergebnis, Form II	0	UNRESOLVED	UNRESOLVED	0
G737-O0055	G737-F129	lo	H4	l	o	3	f104r	f104r.12	S	B	3	5	5	11	MIDDLE	0.400000	1	0	0	qoteode	sar	tshdol qotchedy qokoeey qoteode lo sar al octhy qotor opchey qotam	1	1	EXACT	INTERNAL_PAIR	INTERNAL_FIELD	internes Feld: [lo]	Ansatz-/Zubereitungsrahmen	internes Feld: [lo] — Kandidat: Ansatz-/Zubereitungsrahmen	0	UNRESOLVED	UNRESOLVED	0
