event_id	page	record	statement_id	surface	card_no	component_parse	spoken_component_sequence_de	compact_statement_de	silent_owner_de	owner_is_separate_from_spoken_dictionary	complete
E016	f10r	H2	H2-S001	cthy	PROC014	CTH+Y	bereit · dies	dies kurz abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E017	f10r	H2	H2-S001	chor	PROC016	OR	Ansatz	dies kurz abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E018	f10r	H2	H2-S001	cthaiin	PROC017	CTH+AIIN	bereit · Maß	dies kurz abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E019	f10r	H2	H2-S001	qoctholy	PROC018	O+CTH+OL+Y	Gang · bereit · fort · dies	dies kurz abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E020	f10r	H2	H2-S001	dy	PROC019	Y	dies	dies kurz abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E021	f10r	H2	H2-S001	chy	PROC019	Y	dies	dies kurz abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E022	f10r	H2	H2-S001	taiin	PROC009	AIIN	Maß	dies kurz abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E023	f10r	H2	H2-S001	shy	PROC019	Y	dies	dies kurz abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E024	f10r	H2	H2-S002	qotchor	PROC020	OT+CH+OR	danach · ziehe ab · Ansatz	danach dies weiter nach Maß im Gang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E025	f10r	H2	H2-S002	chor	PROC016	OR	Ansatz	danach dies weiter nach Maß im Gang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E026	f10r	H2	H2-S002	otol	PROC021	OT+OL	danach · fort	danach dies weiter nach Maß im Gang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E027	f10r	H2	H2-S002	chol	PROC013	OL	fort	danach dies weiter nach Maß im Gang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E028	f10r	H2	H2-S002	cholor	PROC022	OL+OR	fort · Ansatz	danach dies weiter nach Maß im Gang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E029	f10r	H2	H2-S002	chol	PROC013	OL	fort	danach dies weiter nach Maß im Gang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E030	f10r	H2	H2-S002	daiin	PROC009	AIIN	Maß	danach dies weiter nach Maß im Gang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E031	f10r	H2	H2-S002	dar	PROC003	AR	davon	danach dies weiter nach Maß im Gang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E032	f10r	H2	H2-S003	oykchor	PROC023	O+Y+K+OR	Gang · dies · gib zu · Ansatz	danach dies weiter davon nach Maß im Gang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E033	f10r	H2	H2-S003	shor	PROC016	OR	Ansatz	danach dies weiter davon nach Maß im Gang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E034	f10r	H2	H2-S003	chor	PROC016	OR	Ansatz	danach dies weiter davon nach Maß im Gang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E035	f10r	H2	H2-S003	chy	PROC019	Y	dies	danach dies weiter davon nach Maß im Gang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E036	f10r	H2	H2-S003	kaiiin	PROC024	K+IIN	gib zu · Grad	danach dies weiter davon nach Maß im Gang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E037	f10r	H2	H2-S003	dy	PROC019	Y	dies	danach dies weiter davon nach Maß im Gang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E038	f10r	H2	H2-S003	chodaiin	PROC025	CH+O+AIIN	ziehe ab · Gang · Maß	danach dies weiter davon nach Maß im Gang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES	YES
E039	f11r	H3	H3-S001	tshol	PROC026	T+SH+OL	trage ein · halte · fort	dies weiter eintragen und halten	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E040	f11r	H3	H3-S001	schoal	PROC027	SH+O+AL	halte · Gang · dorthin	dies weiter eintragen und halten	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E041	f11r	H3	H3-S001	cfhy	PROC028	CFH+Y	wringe aus · dies	dies weiter eintragen und halten	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E042	f11r	H3	H3-S001	shfydaiin	PROC029	SH+Y+AIIN	halte · dies · Maß	dies weiter eintragen und halten	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E043	f11r	H3	H3-S001	cphy	PROC030	P+Y	gib hinein · dies	dies weiter eintragen und halten	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E044	f11r	H3	H3-S001	shey	PROC031	SH+EE+Y	halte · länger · dies	dies weiter eintragen und halten	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E045	f11r	H3	H3-S001	tchody	PROC032	T+CH+O+DY	trage ein · ziehe ab · Gang · schließe	dies weiter eintragen und halten	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E046	f11r	H3	H3-S002	shoyty	PROC033	SH+O+Y+T+Y	halte · Gang · dies · trage ein · dies	dies im Gang halten und eintragen	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E047	f11r	H3	H3-S003	dchol	PROC034	OL	fort	dies weiter zugeben	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E048	f11r	H3	H3-S003	chy	PROC019	Y	dies	dies weiter zugeben	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E049	f11r	H3	H3-S003	kchy	PROC035	K+Y	gib zu · dies	dies weiter zugeben	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E050	f11r	H3	H3-S003	dy	PROC019	Y	dies	dies weiter zugeben	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E051	f11r	H3	H3-S003	daiin	PROC009	AIIN	Maß	dies weiter zugeben	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E052	f11r	H3	H3-S004	qotchy	PROC036	OT+Y	danach · dies	danach dies weiter nach Maß bis bereit einsetzen	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E053	f11r	H3	H3-S004	okchol	PROC037	OK+OL	setze an · fort	danach dies weiter nach Maß bis bereit einsetzen	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E054	f11r	H3	H3-S004	cthy	PROC014	CTH+Y	bereit · dies	danach dies weiter nach Maß bis bereit einsetzen	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E055	f11r	H3	H3-S004	dy	PROC019	Y	dies	danach dies weiter nach Maß bis bereit einsetzen	abgebildete dicht blau blühende Kronenpflanze	YES	YES
E056	f55v	H4	H4-S001	qokaiin	PROC038	OK+AIIN	setze an · Maß	dies nach Maß einsetzen	abgebildete breitblättrige rispige Pflanze	YES	YES
E057	f55v	H4	H4-S001	chaiin	PROC009	AIIN	Maß	dies nach Maß einsetzen	abgebildete breitblättrige rispige Pflanze	YES	YES
E058	f55v	H4	H4-S001	ykain	PROC039	Y+K+AIN	dies · gib zu · Teil	dies nach Maß einsetzen	abgebildete breitblättrige rispige Pflanze	YES	YES
E059	f55v	H4	H4-S001	ykan	PROC040	Y+K+AIN	dies · gib zu · Teil	dies nach Maß einsetzen	abgebildete breitblättrige rispige Pflanze	YES	YES
E060	f55v	H4	H4-S001	ody	PROC041	O+DY	Gang · schließe	dies nach Maß einsetzen	abgebildete breitblättrige rispige Pflanze	YES	YES
E061	f55v	H4	H4-S002	daiin	PROC009	AIIN	Maß	dies nach Maß abmessen und umsetzen	abgebildete breitblättrige rispige Pflanze	YES	YES
E062	f55v	H4	H4-S002	chedy	PROC042	CHD+Y	setze um · dies	dies nach Maß abmessen und umsetzen	abgebildete breitblättrige rispige Pflanze	YES	YES
E063	f55v	H4	H4-S002	talam	PROC043	TALAM	verwahre	dies nach Maß abmessen und umsetzen	abgebildete breitblättrige rispige Pflanze	YES	YES
E064	f55v	H4	H4-S003	ykaiin	PROC044	Y+K+AIIN	dies · gib zu · Maß	dies nach Maß dosiert zugeben	abgebildete breitblättrige rispige Pflanze	YES	YES
E065	f55v	H4	H4-S003	cheoar	PROC045	CH+E+O+AR	ziehe ab · kurz · Gang · davon	dies nach Maß dosiert zugeben	abgebildete breitblättrige rispige Pflanze	YES	YES
E066	f55v	H4	H4-S003	cheeky	PROC046	CHK+EE+Y	wärme · länger · dies	dies nach Maß dosiert zugeben	abgebildete breitblättrige rispige Pflanze	YES	YES
E067	f55v	H4	H4-S003	oldy	PROC047	OL+DY	fort · schließe	dies nach Maß dosiert zugeben	abgebildete breitblättrige rispige Pflanze	YES	YES
E068	f55v	H4	H4-S004	aiin	PROC009	AIIN	Maß	dies nach Maß dorthin anlegen	abgebildete breitblättrige rispige Pflanze	YES	YES
E069	f55v	H4	H4-S004	okal	PROC048	OK+AL	setze an · dorthin	dies nach Maß dorthin anlegen	abgebildete breitblättrige rispige Pflanze	YES	YES
E070	f55v	H4	H4-S004	oltchy	PROC049	OL+T+Y	fort · trage ein · dies	dies nach Maß dorthin anlegen	abgebildete breitblättrige rispige Pflanze	YES	YES
E071	f55v	H4	H4-S004	or	PROC016	OR	Ansatz	dies nach Maß dorthin anlegen	abgebildete breitblättrige rispige Pflanze	YES	YES
E072	f55v	H4	H4-S004	y	PROC019	Y	dies	dies nach Maß dorthin anlegen	abgebildete breitblättrige rispige Pflanze	YES	YES
E073	f55v	H4	H4-S004	orain	PROC050	OR+AIN	Ansatz · Teil	dies nach Maß dorthin anlegen	abgebildete breitblättrige rispige Pflanze	YES	YES
E074	f56r	H5	H5-S001	chochor	PROC051	HO+CH+OR	Gabe · ziehe ab · Ansatz	den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E075	f56r	H5	H5-S001	cho	PROC052	HO	Gabe	den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E076	f56r	H5	H5-S001	chodaly	PROC053	HO+AL+Y	Gabe · dorthin · dies	den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E077	f56r	H5	H5-S001	daiin	PROC009	AIIN	Maß	den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E078	f56r	H5	H5-S001	sho	PROC052	HO	Gabe	den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E079	f56r	H5	H5-S001	kchol	PROC054	K+OL	gib zu · fort	den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E080	f56r	H5	H5-S001	otchor	PROC020	OT+CH+OR	danach · ziehe ab · Ansatz	den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E081	f56r	H5	H5-S001	choky	PROC008	OK+Y	setze an · dies	den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E082	f56r	H5	H5-S001	dal	PROC055	AL	dorthin	den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E083	f56r	H5	H5-S002	schol	PROC034	OL	fort	dies weiter dorthin anlegen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E084	f56r	H5	H5-S002	choy	PROC056	HO+Y	Gabe · dies	dies weiter dorthin anlegen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E085	f56r	H5	H5-S002	choky	PROC008	OK+Y	setze an · dies	dies weiter dorthin anlegen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E086	f56r	H5	H5-S002	cheeckhody	PROC057	CH+EE+CKH+O+DY	ziehe ab · länger · Durchlass · Gang · schließe	dies weiter dorthin anlegen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E087	f56r	H5	H5-S003	sh	PROC058	SH	halte	dies halten	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E088	f56r	H5	H5-S003	cho	PROC052	HO	Gabe	dies halten	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E089	f56r	H5	H5-S003	kchey	PROC059	K+E+Y	gib zu · kurz · dies	dies halten	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E090	f56r	H5	H5-S003	qokokchy	PROC060	OK+OK+Y	setze an · setze an · dies	dies halten	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E091	f56r	H5	H5-S004	okchy	PROC011	OK+Y	setze an · dies	dies einsetzen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E092	f56r	H5	H5-S004	chokcheo	PROC061	OK+CH+E+O	setze an · ziehe ab · kurz · Gang	dies einsetzen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E093	f56r	H5	H5-S004	kchal	PROC062	K+AL	gib zu · dorthin	dies einsetzen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E094	f56r	H5	H5-S005	sho	PROC052	HO	Gabe	dies ansetzen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E095	f56r	H5	H5-S005	chokchy	PROC011	OK+Y	setze an · dies	dies ansetzen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E096	f56r	H5	H5-S005	kchoar	PROC063	K+HO+AR	gib zu · Gabe · davon	dies ansetzen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E097	f56r	H5	H5-S005	sotodan	PROC064	OT+O+AIN	danach · Gang · Teil	dies ansetzen	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E098	f56r	H5	H5-S006	otchey	PROC065	OT+Y	danach · dies	danach dies weiter nach Maß als Portion im Gang kurz zugeben	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E099	f56r	H5	H5-S006	keol	PROC066	K+E+OL	gib zu · kurz · fort	danach dies weiter nach Maß als Portion im Gang kurz zugeben	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E100	f56r	H5	H5-S006	daiin	PROC009	AIIN	Maß	danach dies weiter nach Maß als Portion im Gang kurz zugeben	abgebildete mehrköpfige stachelige Pflanze	YES	YES
E101	f81v	B1	B1-S001	qokedy	PROC067	OK+E+DY	setze an · kurz · schließe	dies kurz einwirken lassen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E102	f81v	B1	B1-S002	okaiin	PROC038	OK+AIIN	setze an · Maß	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E103	f81v	B1	B1-S002	kair	PROC068	K+AIR	gib zu · Lauf	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E104	f81v	B1	B1-S002	okal	PROC048	OK+AL	setze an · dorthin	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E105	f81v	B1	B1-S002	sar	PROC003	AR	davon	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E106	f81v	B1	B1-S002	ol	PROC013	OL	fort	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E107	f81v	B1	B1-S002	kain	PROC069	K+AIN	gib zu · Teil	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E108	f81v	B1	B1-S002	olkain	PROC070	OL+K+AIN	fort · gib zu · Teil	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E109	f81v	B1	B1-S002	al	PROC055	AL	dorthin	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E110	f81v	B1	B1-S002	ol	PROC013	OL	fort	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E111	f81v	B1	B1-S002	rol	PROC071	R+OL	kühle · fort	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E112	f81v	B1	B1-S002	dl	PROC072	L	führe	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E113	f81v	B1	B1-S002	olor	PROC022	OL+OR	fort · Ansatz	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E114	f81v	B1	B1-S002	ol	PROC013	OL	fort	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E115	f81v	B1	B1-S002	sheckhal	PROC073	SH+E+CKH+AL	halte · kurz · Durchlass · dorthin	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E116	f81v	B1	B1-S002	daiin	PROC009	AIIN	Maß	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E117	f81v	B1	B1-S002	qokeedal	PROC074	OK+EE+AL	setze an · länger · dorthin	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E118	f81v	B1	B1-S002	daiin	PROC009	AIIN	Maß	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E119	f81v	B1	B1-S002	chckhy	PROC075	CKH+Y	Durchlass · dies	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E120	f81v	B1	B1-S002	schedy	PROC076	CHD+DY	setze um · schließe	dies nach Maß einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E121	f81v	B1	B1-S003	qol	PROC013	OL	fort	dies weiter halten und zugeben und überführen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E122	f81v	B1	B1-S003	sshkchdy	PROC077	SH+K+CHD+DY	halte · gib zu · setze um · schließe	dies weiter halten und zugeben und überführen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E123	f81v	B1	B1-S004	chedy	PROC042	CHD+Y	setze um · dies	dies umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E124	f81v	B1	B1-S004	ol	PROC013	OL	fort	dies umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E125	f81v	B1	B1-S004	shedy	PROC078	SHED+DY	setze ab · schließe	dies umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E126	f81v	B1	B1-S005	qolchedy	PROC079	OL+CHD+DY	fort · setze um · schließe	dies weiter überführen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E127	f81v	B1	B1-S006	qokain	PROC080	OK+AIN	setze an · Teil	eine Portion einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E128	f81v	B1	B1-S006	shckhy	PROC075	CKH+Y	Durchlass · dies	eine Portion einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E129	f81v	B1	B1-S006	dl	PROC072	L	führe	eine Portion einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E130	f81v	B1	B1-S006	ral	PROC081	R+AL	kühle · dorthin	eine Portion einsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E131	f81v	B1	B1-S007	qokchdy	PROC082	OK+CHD+DY	setze an · setze um · schließe	dies einsetzen und überführen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E132	f81v	B1	B1-S008	chey	PROC019	Y	dies	dies weiter kurz warm halten	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E133	f81v	B1	B1-S008	ol	PROC013	OL	fort	dies weiter kurz warm halten	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E134	f81v	B1	B1-S008	cheky	PROC083	CHK+E+Y	wärme · kurz · dies	dies weiter kurz warm halten	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E135	f81v	B1	B1-S008	ol	PROC013	OL	fort	dies weiter kurz warm halten	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E136	f81v	B1	B1-S008	shedy	PROC078	SHED+DY	setze ab · schließe	dies weiter kurz warm halten	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E137	f81v	B1	B1-S009	qokedy	PROC067	OK+E+DY	setze an · kurz · schließe	dies kurz einwirken lassen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E138	f81v	B1	B1-S010	qokedy	PROC067	OK+E+DY	setze an · kurz · schließe	dies kurz einwirken lassen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E139	f81v	B1	B1-S011	chckhy	PROC075	CKH+Y	Durchlass · dies	dies durch den Durchlass einleiten	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E140	f81v	B1	B1-S011	qoky	PROC008	OK+Y	setze an · dies	dies durch den Durchlass einleiten	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E141	f81v	B1	B1-S012	lsho	PROC084	LSH+O	wasche · Gang	dies im Gang waschen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E142	f81v	B1	B1-S012	qokey	PROC085	OK+E+Y	setze an · kurz · dies	dies im Gang waschen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E143	f81v	B1	B1-S012	lshedy	PROC086	LSH+E+DY	wasche · kurz · schließe	dies im Gang waschen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E144	f81v	B1	B1-S013	lshedy	PROC086	LSH+E+DY	wasche · kurz · schließe	dies kurz durchwaschen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E145	f81v	B1	B1-S014	chedy	PROC042	CHD+Y	setze um · dies	dies umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E146	f81v	B1	B1-S014	qolky	PROC087	SOLK+Y	fange auf · dies	dies umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E147	f81v	B1	B1-S014	lchedal	PROC088	L+CHD+AL	führe · setze um · dorthin	dies umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E148	f81v	B1	B1-S014	qol	PROC013	OL	fort	dies umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E149	f81v	B1	B1-S014	otar	PROC089	OT+AR	danach · davon	dies umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E150	f81v	B1	B1-S015	ytey	PROC090	T+E+Y	trage ein · kurz · dies	danach dies weiter davon kurz übertragen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E151	f81v	B1	B1-S015	okchedy	PROC091	OK+CHD+DY	setze an · setze um · schließe	danach dies weiter davon kurz übertragen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E152	f81v	B1	B1-S016	qokal	PROC048	OK+AL	setze an · dorthin	dies dorthin anlegen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E153	f81v	B1	B1-S016	okeey	PROC092	OK+EE+Y	setze an · länger · dies	dies dorthin anlegen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E154	f81v	B1	B1-S016	qol	PROC013	OL	fort	dies dorthin anlegen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E155	f81v	B1	B1-S016	cheedy	PROC078	SHED+DY	setze ab · schließe	dies dorthin anlegen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E156	f81v	B1	B1-S017	sal	PROC055	AL	dorthin	dies weiter dorthin kurz umfüllen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E157	f81v	B1	B1-S017	teol	PROC093	E+OL	kurz · fort	dies weiter dorthin kurz umfüllen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E158	f81v	B1	B1-S017	dchdy	PROC094	CHD+DY	setze um · schließe	dies weiter dorthin kurz umfüllen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E159	f81v	B1	B1-S018	ly	PROC095	L+Y	führe · dies	dies führen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E160	f81v	B1	B1-S018	dsheol	PROC096	SH+E+OL	halte · kurz · fort	dies führen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E161	f81v	B1	B1-S018	oiiin	PROC097	O+IIN	Gang · Grad	dies führen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E162	f81v	B1	B1-S018	olkeedy	PROC098	SOLK+EE+DY	fange auf · länger · schließe	dies führen	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E163	f81v	B1	B1-S019	tedy	PROC078	SHED+DY	setze ab · schließe	dies absetzen lassen; schließe	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E164	f81v	B1	B1-S020	cheky	PROC083	CHK+E+Y	wärme · kurz · dies	dies kurz warm halten	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E165	f81v	B1	B1-S020	shckhedy	PROC099	SH+CKH+E+DY	halte · Durchlass · kurz · schließe	dies kurz warm halten	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E166	f81v	B1	B1-S021	chal	PROC055	AL	dorthin	dorthin weiterarbeiten	gemeinsame zweireihige Figuren-/Beckenstation	YES	YES
E167	f82r	B2	B2-S001	dchedy	PROC076	CHD+DY	setze um · schließe	dies überführen; schließe	oberes Beckenpaar mit Zylinder	YES	YES
E168	f82r	B2	B2-S002	qolchedy	PROC079	OL+CHD+DY	fort · setze um · schließe	dies weiter überführen; schließe	oberes Beckenpaar mit Zylinder	YES	YES
