occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	scope_mode	context_class	placement_class	attachment_class	left_surface	right_surface	left_fused_surface	left_fused_occurrences	right_fused_surface	right_fused_occurrences	working_gloss_de	working_render_de	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line
G660-T019	f103r	f103r.9	13	13	14	dy	P	MEDIAL	S	B	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	l	okeedaram	ldy	24	dyokeedaram	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	oteeos ar cheal okeey shey lkaiin shey lkeor otain shedy otey l ledy okeedaram	oteeos ar cheal okeey shey lkaiin shey lkear otaiin she y otey l eedy okeedaram
G660-T020	f103v	f103v.1	5	5	12	dy	P	MEDIAL	S	B	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	qoky	qokeey	qokydy	1	dyqokeey	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qotear shedy dal	poldar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal
G660-T022	f104r	f104r.2	7	7	14	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	cheodar	aiin	cheodars	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram	oar aiin yteeody cheodaiin cheodar saiin chey tair osaiiin chcthedy teedaram	oar aiin yteeody cheedaiin cheo ar s aiin chey tair os aiin chcthedy teedaram
G660-T024	f104r	f104r.28	11	11	15	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	l	or	ls	12	sor	43	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	olcheear chedar or aror sheey olkeechy or char cheeo l s or or aiin atam	olcheear chedar or arorsheey olkeechy or char cheeol sor or aiin otam	olcheear chedar or aror eey olkeechy or char cheeol s or or aiin tam
G660-T026	f104r	f104r.45	4	4	11	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	l	aiin	ls	12	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otain	daiin olcheeo l s aiin otain ar ched qokaiin otaiin otaiin
G660-T029	f104v	f104v.14	4	4	7	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	lcheolshedy	aiin	lcheolshedys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	ytedy qokeeo lcheolshedy s aiin cheky daindl	ytchedy qokeeo lcheolshedy s aiin cheky daindl	ytchedy qokeeo lcheolshedy s aiin cheky aindl
G660-T030	f104v	f104v.17	4	4	12	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	cheos	otkchedy	cheoss	0	sotkchedy	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	ycheechy cheey cheos s otkchedy cholkchy qotchdy qotol sheedy or ain cheol	ycheechy cheey cheos air otkchedy cholkchy qotchdy qotol sheedy orain cheol	ycheechy cheey cheos s otkchedy chol chy qotchdy qotol sheedy or ain cheol
G660-T031	f104v	f104v.5	4	4	6	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	oeeodain	airol	oeeodains	0	sairol	1	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	dcheol chdeey oeeodain s airol chedal	dcheol chdeey oeeodain sairol chedal	dcheol ch eey oeeodain s airol chedal
G660-T032	f105r	f105r.12	3	3	12	dy	P	MEDIAL	S	B	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	yteeo	qoeeody	yteeody	6	dyqoeeody	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	yaiir yteeo dy qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry	yaiir yteeody qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry	aiir yteeody qoeeody qoeedy kchedy qotchdy otchee che teeor yke y ry
G660-T034	f105r	f105r.20	1	1	14	s	P	BOS	S	B	3	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	aiin	NONE	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	0	0	1	0	s aiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam	saiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam	s aiin chey teol ykair paiir olkaiin olfaiin o ar al airo y al teedar dam
G660-T035	f105v	f105v.10	11	11	16	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chedy	odar	chedys	0	sodar	2	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	ykeey ky che oiiin dal kaiin okairo lkair chedy sodar air al oral odam	ykeey ky che oiiin dal kaiin otairo l kair chedy s odar air al oral odaj
G660-T036	f105v	f105v.30	10	10	12	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	aiin	aiin	aiins	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	dchedy cheey qokor otaiin otair otair okeedy kaiin aiin s aiin sy	dchedy cheey qokor otaiin otair otair okeedy taiin aiin s aiin sy	dchedy cheey qokor otaiin otair otair okee y taiin aiin s aiin sy
G660-T037	f105v	f105v.36	8	8	11	dy	P	MEDIAL	S	B	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	chdal	daim	chdaldy	1	dydaim	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	laiin sheod okeeody qoaiin ytaiin otair chdal dy daim chdaiin oy	laiin sheod okeeody qoaiin ytaiin otair chdal dydaim chdaiin ockhhy	laiin sheod okeeody qoaiin ytaiin otair chdal dydaim chdaiin oy
G660-T039	f106v	f106v.7	3	3	13	dy	P	MEDIAL	S	B	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	shealsho	chain	shealshody	0	dychain	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	soy shealsho dy chain shol kain shokaiin qotaiin chodar ail dal dar loror	soy sheolshody chain shol kain shokaiin qotaiin chodar ail dal dar loror	soy she lsho dy chain shol kain okaiin qotaiin chodar ail al dar loror
G660-T040	f107r	f107r.19	8	8	12	dy	P	MEDIAL	S	B	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	cholal	cheeody	cholaldy	0	dycheeody	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin al y
G660-T041	f107v	f107v.49	7	7	8	dy	P	MEDIAL	S	B	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	cheey	qoy	cheeydy	0	dyqoy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	ycheosaiin oekey chey qokeey y cheey dy qoy	ycheo saiin oekey chey qokeey ycheey dy qoy	ycheosaiin oekey chey qokeey ycheey dy qoy
G660-T042	f108v	f108v.18	13	13	15	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	l	aiin	ls	12	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	okeey l keedy okeal okey cheykedy qoeedy lo rair cheey ol l s aiin am	okeey lkeedy okeal okey cheykedy qeeedy lo rair cheey ol lsaiin am	okeey lkeedy okeal okey cheykedy qeeedy lo r air cheey ol ls aiin am
G660-T043	f10r	f10r.3	10	10	11	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	yty	dy	ytydy	0	dydy	2	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qotor o tchy daiin chocthy qotchy chol or yty dy dy	qotor otchy daiin chocthy qotchy chol or yty dy dy	qotor otchy daiin chocthy qotchy chol or yty dy dy
G660-T044	f10r	f10r.3	11	11	11	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	dy	<EOS>	dydy	2	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	qotor o tchy daiin chocthy qotchy chol or yty dy dy	qotor otchy daiin chocthy qotchy chol or yty dy dy	qotor otchy daiin chocthy qotchy chol or yty dy dy
G660-T045	f10r	f10r.6	6	6	9	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	qoctholy	chy	qoctholydy	0	dychy	1	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	ycheor cthy chor cthaiin qoctholy dy chy taiin shy
G660-T046	f10r	f10r.9	6	6	7	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	kaiiin	chodaiin	kaiiindy	0	dychodaiin	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	oykchor shor chor chy kaiiin dy chodaiin	oykchor shor chor chy kaiiin dy chodaiin	oykchor shor chor chy kaiiin dy chodaiin
G660-T047	f10v	f10v.3	7	7	7	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	chol	<EOS>	choldy	8	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	dsho ytey kchol ol ty chol dy	dsho ytey kchol olty chol dy	dsho ytey kchol olty chol dy
G660-T048	f111r	f111r.25	7	7	14	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	LEFT_ATTACHED	qokeeo	chedar	qokeeos	2	schedar	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	so sheor okeedy oteeey qokeey qokeeo s chedar alal oy oxar aiin odaiin chody	so sheor okeedy oteeey qokeey qokeeos chedar alal oikhy oxar aiin odaiin chody	so shear okee y oteeey qokeey qokeeo s che ar alal oy oxar aiin odaiin chod
G660-T049	f111r	f111r.33	2	2	14	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	qoeeeo	ain	qoeeeos	0	sain	60	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s oin ar olkeey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s ain ar olkeey lkain cheda chkal keeodal eees eeo y qokee y l
G660-T050	f111v	f111v.15	15	15	15	s	P	EOS	S	B	3	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	l	<EOS>	ls	12	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	0	0	1	0	sar shey l otain qokaiin al kain chedy otal lchedy qokain chtal otain l s	rain sheo l otain qokaiin al kain chedy otal lchedy qokain chtal otain l ls	sar she l otain qokaiin al kain che y otal lche y qokain chtal otain l ls
G660-T051	f111v	f111v.37	6	6	12	dy	P	MEDIAL	S	B	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	shalky	tor	shalkydy	0	dytor	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	polchey lkarshar ykain qokain shalky dy tor chey keedy lteedy r aldl	polchey lkarshar okain qokain shalkl dy tor chey keedy lteedy raldl	polchey lkar shar kain qokain shalky dy tor chey keedy ltee y r aldl
G660-T053	f112r	f112r.13	10	10	10	dy	P	EOS	S	B	3	CONTEXT_SCOPED	DY_EOS	NONE	EOS	oteey	<EOS>	oteeydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy	sor aiin ch y ches qokeey okeey otaiin chcthy oteey y
G660-T054	f112r	f112r.32	5	5	13	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	ar	alkeeor	ars	0	salkeeor	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	sor ar al ar s alkeear alshedy okeechy qoiiin oteey ched al am	sor ar al ar s alkeeor alshe y okeechy qoiiin oteey ched al am
G660-T055	f112v	f112v.19	1	1	9	s	P	BOS	S	B	3	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	arain	NONE	0	sarain	1	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	0	0	1	0	s arain ain al qoeeey qoteo ar aiiinol chalor	sarain ain al qoeeey qoteo or aiiin ol chalor	sarain ain al qoeeey qoteo ar aiiinol chalor
G660-T056	f113r	f113r.15	3	3	5	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chs	aiin	chss	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	chol chs s aiin chaiiin	chol chr s aiin chaiiin	chol chr s aiin chaiiin
G660-T057	f113r	f113r.35	3	3	14	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	LEFT_ATTACHED	sh	sheeo	shs	2	ssheeo	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	y sh s sheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchdy qosain	yshs sheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchedy qosain	yshssheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchedy qosain
G660-T058	f113r	f113r.43	6	6	14	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	al	aiin	als	4	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	ykcheor cseeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	ykcheor eeod lkar ar al s aiin cheeey ol chedy lchey lkar am che am
G660-T061	f113v	f113v.42	3	3	13	dy	P	MEDIAL	S	B	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	keeo	qoeees	keeody	8	dyqoeees	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	pol keeo dy qoeees aiin or aiin oteol fchedy otchey dar otakeol ol	pol keeo dy qoeees aiin oraiin oteol fchedy oteeey dar otakeol ol	pol keeo dy qoeees aiin or aiin oteol fche y oteeey dar otakeol ol
G660-T062	f113v	f113v.48	12	12	12	dy	P	EOS	S	B	3	CONTEXT_SCOPED	DY_EOS	NONE	EOS	okal	<EOS>	okaldy	8	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	ycheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	y cheol cheey qol lshee y qokaiin che y kain qokeee y lkaiin okal dy
G660-T064	f114r	f114r.23	8	8	10	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	al	ain	als	4	sain	60	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	or cheo al taiin qokedaiin oeain al s ain ches	orcheo al taiin qokedaiin oeain al s ain ches	or cheo al taiin qokedaiin oeain al s ain ches
G660-T065	f114v	f114v.13	3	3	5	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	qoteeo	oiiin	qoteeos	1	soiiin	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	sheedy qoteeo s oiiin chcthain	sheedy qoteeo soiiin chcthain	sheedy qoteeosoiiin chcthain
G660-T066	f114v	f114v.26	4	4	11	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	qoto	araiin	qotos	0	saraiin	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	pcheodal chopcheod qoto s araiin qota l cheo pchdal qoeedy chcthey	pcheodal cheopcheod qotos araiin qotolcheo pchdal qoeedy chcthey	pcheodal cheopcheod qotos ar aiin qot lcheo pchdal qoeedy chcthey
G660-T067	f114v	f114v.7	5	5	10	s	P	MEDIAL	S	B	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	cheey	aiin	cheeys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	ytedshedy otaiin cheedar cheey s aiin chedky chedaiin shod chokchedy	ytedshedy otaiin cheedar cheey s aiin chedky chedaiiin shod chokchedy	ytedshe otaiin chee ar cheey s aiin che ky che aiin shod cho kchedy
