page	locus	section	language	hand	target_occurrences	target_ordinals	target_surfaces	context_or_placement_classes	zl3b_line	v36_token_glosses_de	v37_token_glosses_de	v36_working_translation_de	v37_working_translation_de	v36_unknown_tokens	v37_unknown_tokens	v37_complete
f102v2	f102v2.22	P	A	1	1	5	s	S_MEDIAL	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	Grad-/Maßwert II | Drogenportion | Menge III | trockener Drogenstoff | [s:?] | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht am Ende des Grades | [qockhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | [r:?] | [okeody:?] | [okeor:?] | [cho:?]	Grad-/Maßwert II | Drogenportion | Menge III | trockener Drogenstoff | Samen-/Saatgutposten | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht am Ende des Grades | [qockhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | [r:?] | [okeody:?] | [okeor:?] | [cho:?]	Grad-/Maßwert II; Drogenportion; Menge III; trockener Drogenstoff; [s:?]; [oiir:?]; trocken; nominal trockenes Gut/Material; feucht am Ende des Grades; [qockhy:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [keo:?]; [r:?]; [okeody:?]; [okeor:?]; [cho:?]	Grad-/Maßwert II; Drogenportion; Menge III; trockener Drogenstoff; Samen-/Saatgutposten; [oiir:?]; trocken; nominal trockenes Gut/Material; feucht am Ende des Grades; [qockhy:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [keo:?]; [r:?]; [okeody:?]; [okeor:?]; [cho:?]	8	7	0
f102v2	f102v2.32	P	A	1	1	6	s	S_MEDIAL	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	abgemessene Fraktion I | trockener Drogenteil | [shoar:?] | [okeol:?] | [shoy:?] | [s:?] | Drogenfraktion I | heißer Ansatz am Anfang des Grades | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform	abgemessene Fraktion I | trockener Drogenteil | [shoar:?] | [okeol:?] | [shoy:?] | Samen-/Saatgutposten | Drogenfraktion I | heißer Ansatz am Anfang des Grades | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform	abgemessene Fraktion I; trockener Drogenteil; [shoar:?]; [okeol:?]; [shoy:?]; [s:?]; Drogenfraktion I; heißer Ansatz am Anfang des Grades; [cheeor:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; Saatgut in Grundform	abgemessene Fraktion I; trockener Drogenteil; [shoar:?]; [okeol:?]; [shoy:?]; Samen-/Saatgutposten; Drogenfraktion I; heißer Ansatz am Anfang des Grades; [cheeor:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; Saatgut in Grundform	5	4	0
f102v2	f102v2.33	P	A	1	1	6	s	S_MEDIAL	qokeor sho keeeos cheor o s al chos aiiin o ky okaraiin	[qokeor:?] | feuchter Ansatz | [keeeos:?] | trockener Drogenteil | [o:?] | [s:?] | Rohstoffklasse I | [chos:?] | Menge-/Klassenwert IV | [o:?] | heiß am Anfang des Grades | [okaraiin:?]	[qokeor:?] | feuchter Ansatz | [keeeos:?] | trockener Drogenteil | [o:?] | Samen-/Saatgutposten | Rohstoffklasse I | [chos:?] | Menge-/Klassenwert IV | [o:?] | heiß am Anfang des Grades | [okaraiin:?]	[qokeor:?]; feuchter Ansatz; [keeeos:?]; trockener Drogenteil; [o:?]; [s:?]; Rohstoffklasse I; [chos:?]; Menge-/Klassenwert IV; [o:?]; heiß am Anfang des Grades; [okaraiin:?]	[qokeor:?]; feuchter Ansatz; [keeeos:?]; trockener Drogenteil; [o:?]; Samen-/Saatgutposten; Rohstoffklasse I; [chos:?]; Menge-/Klassenwert IV; [o:?]; heiß am Anfang des Grades; [okaraiin:?]	7	6	0
f103r	f103r.14	S	B	3	1	8	s	S_MEDIAL	okain shekain chedy qokeechy qoky shey lol s aiin chey eekain chcthy qoky	heiß im Zubereitungsrahmen, Grad II | [shekain:?] | trocken in der Mitte des Grades, abgeschlossen | [qokeechy:?] | heiß am Anfang des Grades | feucht in der Mitte des Grades | Holzstoff | [s:?] | Menge III | trocken in der Mitte des Grades | [eekain:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | heiß am Anfang des Grades	heiß im Zubereitungsrahmen, Grad II | [shekain:?] | trocken in der Mitte des Grades, abgeschlossen | [qokeechy:?] | heiß am Anfang des Grades | feucht in der Mitte des Grades | Holzstoff | Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | [eekain:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | heiß am Anfang des Grades	heiß im Zubereitungsrahmen, Grad II; [shekain:?]; trocken in der Mitte des Grades, abgeschlossen; [qokeechy:?]; heiß am Anfang des Grades; feucht in der Mitte des Grades; Holzstoff; [s:?]; Menge III; trocken in der Mitte des Grades; [eekain:?]; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; heiß am Anfang des Grades	heiß im Zubereitungsrahmen, Grad II; [shekain:?]; trocken in der Mitte des Grades, abgeschlossen; [qokeechy:?]; heiß am Anfang des Grades; feucht in der Mitte des Grades; Holzstoff; Samen-/Saatgutposten; Menge III; trocken in der Mitte des Grades; [eekain:?]; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; heiß am Anfang des Grades	4	3	0
f103r	f103r.3	S	B	3	1	3	cheoty	NONE	yshdain sheek cheoty eeokal chedy chckhy or orol okaiin eeal ot kar otar chal	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang | Drogenportion | Drogenstoffportion | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | heiße Drogenfraktion I | kalte Drogenfraktion I im Ansatz | Rohstoffklasse I, trocken am Gradanfang	[yshdain:?] | [sheek:?] | trocken angesetzte kalte Zubereitung am Gradanfang | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang | Drogenportion | Drogenstoffportion | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | heiße Drogenfraktion I | kalte Drogenfraktion I im Ansatz | Rohstoffklasse I, trocken am Gradanfang	[yshdain:?]; [sheek:?]; [cheoty:?]; [eeokal:?]; trocken in der Mitte des Grades, abgeschlossen; Arzneikompositum: trocken, Gradanfang; Drogenportion; Drogenstoffportion; heiß, Grad III, im Ansatzrahmen; [eeal:?]; [ot:?]; heiße Drogenfraktion I; kalte Drogenfraktion I im Ansatz; Rohstoffklasse I, trocken am Gradanfang	[yshdain:?]; [sheek:?]; trocken angesetzte kalte Zubereitung am Gradanfang; [eeokal:?]; trocken in der Mitte des Grades, abgeschlossen; Arzneikompositum: trocken, Gradanfang; Drogenportion; Drogenstoffportion; heiß, Grad III, im Ansatzrahmen; [eeal:?]; [ot:?]; heiße Drogenfraktion I; kalte Drogenfraktion I im Ansatz; Rohstoffklasse I, trocken am Gradanfang	6	5	0
f103r	f103r.41	S	B	3	1	9	s	S_MEDIAL	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	trockener Drogenstoff | [sheeey:?] | kalt in der Mitte des Grades | Rohstoffklasse I im Ansatz, kalt am Gradende | kalter Ansatz am Ende des Grades, abgeschlossen | [shet:?] | feuchter Ansatz | [keeo:?] | [s:?] | feucht in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | abgemessene Rohstoffmenge I	trockener Drogenstoff | [sheeey:?] | kalt in der Mitte des Grades | Rohstoffklasse I im Ansatz, kalt am Gradende | kalter Ansatz am Ende des Grades, abgeschlossen | [shet:?] | feuchter Ansatz | [keeo:?] | Samen-/Saatgutposten | feucht in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | abgemessene Rohstoffmenge I	trockener Drogenstoff; [sheeey:?]; kalt in der Mitte des Grades; Rohstoffklasse I im Ansatz, kalt am Gradende; kalter Ansatz am Ende des Grades, abgeschlossen; [shet:?]; feuchter Ansatz; [keeo:?]; [s:?]; feucht in der Mitte des Grades; heiß am Ende des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; abgemessene Rohstoffmenge I	trockener Drogenstoff; [sheeey:?]; kalt in der Mitte des Grades; Rohstoffklasse I im Ansatz, kalt am Gradende; kalter Ansatz am Ende des Grades, abgeschlossen; [shet:?]; feuchter Ansatz; [keeo:?]; Samen-/Saatgutposten; feucht in der Mitte des Grades; heiß am Ende des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; abgemessene Rohstoffmenge I	4	3	0
f103r	f103r.9	S	B	3	1	13	dy	DY_MEDIAL	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	[oteeos:?] | Drogenfraktion I | Rohstoffklasse I, trocken in der Gradmitte | heißer Ansatz am Ende des Grades | feucht in der Mitte des Grades | [lkaiin:?] | feucht in der Mitte des Grades | [lkeor:?] | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | [l:?] | [dy:?] | [okeedaram:?]	[oteeos:?] | Drogenfraktion I | Rohstoffklasse I, trocken in der Gradmitte | heißer Ansatz am Ende des Grades | feucht in der Mitte des Grades | [lkaiin:?] | feucht in der Mitte des Grades | [lkeor:?] | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | [l:?] | Qualitäts-/Wertfeld geschlossen | [okeedaram:?]	[oteeos:?]; Drogenfraktion I; Rohstoffklasse I, trocken in der Gradmitte; heißer Ansatz am Ende des Grades; feucht in der Mitte des Grades; [lkaiin:?]; feucht in der Mitte des Grades; [lkeor:?]; kalt im Zubereitungsrahmen, Grad III; feucht in der Mitte des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades; [l:?]; [dy:?]; [okeedaram:?]	[oteeos:?]; Drogenfraktion I; Rohstoffklasse I, trocken in der Gradmitte; heißer Ansatz am Ende des Grades; feucht in der Mitte des Grades; [lkaiin:?]; feucht in der Mitte des Grades; [lkeor:?]; kalt im Zubereitungsrahmen, Grad III; feucht in der Mitte des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades; [l:?]; [okeedaram:?]	6	5	0
f103v	f103v.1	S	B	3	1	5	dy	DY_MEDIAL	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal	Pulverstoff | abgemessene Fraktion I | [olfchey:?] | heiß am Anfang des Grades | [dy:?] | heiß am Ende des Grades | heiß am Ende des Grades | Grad-/Maßwert III | [okeedaky:?] | [qoteiir:?] | feucht in der Mitte des Grades, abgeschlossen | abgemessene Rohstoffmenge I	Pulverstoff | abgemessene Fraktion I | [olfchey:?] | heiß am Anfang des Grades | Qualitäts-/Wertfeld geschlossen | heiß am Ende des Grades | heiß am Ende des Grades | Grad-/Maßwert III | [okeedaky:?] | [qoteiir:?] | feucht in der Mitte des Grades, abgeschlossen | abgemessene Rohstoffmenge I	Pulverstoff; abgemessene Fraktion I; [olfchey:?]; heiß am Anfang des Grades; [dy:?]; heiß am Ende des Grades; heiß am Ende des Grades; Grad-/Maßwert III; [okeedaky:?]; [qoteiir:?]; feucht in der Mitte des Grades, abgeschlossen; abgemessene Rohstoffmenge I	Pulverstoff; abgemessene Fraktion I; [olfchey:?]; heiß am Anfang des Grades; heiß am Ende des Grades; heiß am Ende des Grades; Grad-/Maßwert III; [okeedaky:?]; [qoteiir:?]; feucht in der Mitte des Grades, abgeschlossen; abgemessene Rohstoffmenge I	4	3	0
f104r	f104r.13	S	B	3	1	2	qodain	NONE	olcheol qodain chokar okcho lkain okar cheody okeeody qodam chdy	[olcheol:?] | [qodain:?] | [chokar:?] | [okcho:?] | [lkain:?] | heiße Drogenfraktion I im Ansatz | getrockneter Ansatz | [okeeody:?] | [qodam:?] | trocken am Anfang des Grades, abgeschlossen	[olcheol:?] | Qualitätsgrad II | [chokar:?] | [okcho:?] | [lkain:?] | heiße Drogenfraktion I im Ansatz | getrockneter Ansatz | [okeeody:?] | [qodam:?] | trocken am Anfang des Grades, abgeschlossen	[olcheol:?]; [qodain:?]; [chokar:?]; [okcho:?]; [lkain:?]; heiße Drogenfraktion I im Ansatz; getrockneter Ansatz; [okeeody:?]; [qodam:?]; trocken am Anfang des Grades, abgeschlossen	[olcheol:?]; Qualitätsgrad II; [chokar:?]; [okcho:?]; [lkain:?]; heiße Drogenfraktion I im Ansatz; getrockneter Ansatz; [okeeody:?]; [qodam:?]; trocken am Anfang des Grades, abgeschlossen	7	6	0
f104r	f104r.2	S	B	3	1	7	s	S_MEDIAL	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram	[o:?] | Drogenfraktion I | Menge III | [yteeody:?] | [cheedaiin:?] | [cheodar:?] | [s:?] | Menge III | trocken in der Mitte des Grades | [tair:?] | [os:?] | Menge III | [chcthedy:?] | [teedaram:?]	[o:?] | Drogenfraktion I | Menge III | [yteeody:?] | [cheedaiin:?] | [cheodar:?] | Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | [tair:?] | [os:?] | Menge III | [chcthedy:?] | [teedaram:?]	[o:?]; Drogenfraktion I; Menge III; [yteeody:?]; [cheedaiin:?]; [cheodar:?]; [s:?]; Menge III; trocken in der Mitte des Grades; [tair:?]; [os:?]; Menge III; [chcthedy:?]; [teedaram:?]	[o:?]; Drogenfraktion I; Menge III; [yteeody:?]; [cheedaiin:?]; [cheodar:?]; Samen-/Saatgutposten; Menge III; trocken in der Mitte des Grades; [tair:?]; [os:?]; Menge III; [chcthedy:?]; [teedaram:?]	9	8	0
f104r	f104r.22	S	B	3	1	8	opchar	NONE	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	[tshedar:?] | [chllo:?] | [rl:?] | [shed:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [chokor:?] | trocken am Ende des Grades, abgeschlossen | [opchar:?] | trockener Drogenteil | Arzneikompositum: trocken, Gradmitte | kalt, Grad III | [dam:?]	[tshedar:?] | [chllo:?] | [rl:?] | [shed:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [chokor:?] | trocken am Ende des Grades, abgeschlossen | trockene Pulverfraktion I im Ansatz | trockener Drogenteil | Arzneikompositum: trocken, Gradmitte | kalt, Grad III | [dam:?]	[tshedar:?]; [chllo:?]; [rl:?]; [shed:?]; heiß und trocken in der Mitte des Grades, abgeschlossen; [chokor:?]; trocken am Ende des Grades, abgeschlossen; [opchar:?]; trockener Drogenteil; Arzneikompositum: trocken, Gradmitte; kalt, Grad III; [dam:?]	[tshedar:?]; [chllo:?]; [rl:?]; [shed:?]; heiß und trocken in der Mitte des Grades, abgeschlossen; [chokor:?]; trocken am Ende des Grades, abgeschlossen; trockene Pulverfraktion I im Ansatz; trockener Drogenteil; Arzneikompositum: trocken, Gradmitte; kalt, Grad III; [dam:?]	7	6	0
f104r	f104r.28	S	B	3	1	11	s	S_MEDIAL	olcheear chedar or aror sheey olkeechy or char cheeo l s or or aiin atam	[olcheear:?] | [chedar:?] | Drogenportion | [aror:?] | feucht am Ende des Grades | [olkeechy:?] | Drogenportion | [char:?] | [cheeo:?] | [l:?] | [s:?] | Drogenportion | Drogenportion | Menge III | [atam:?]	[olcheear:?] | [chedar:?] | Drogenportion | [aror:?] | feucht am Ende des Grades | [olkeechy:?] | Drogenportion | [char:?] | [cheeo:?] | [l:?] | Samen-/Saatgutposten | Drogenportion | Drogenportion | Menge III | [atam:?]	[olcheear:?]; [chedar:?]; Drogenportion; [aror:?]; feucht am Ende des Grades; [olkeechy:?]; Drogenportion; [char:?]; [cheeo:?]; [l:?]; [s:?]; Drogenportion; Drogenportion; Menge III; [atam:?]	[olcheear:?]; [chedar:?]; Drogenportion; [aror:?]; feucht am Ende des Grades; [olkeechy:?]; Drogenportion; [char:?]; [cheeo:?]; [l:?]; Samen-/Saatgutposten; Drogenportion; Drogenportion; Menge III; [atam:?]	9	8	0
f104r	f104r.42	S	B	3	1	3	cholkar	NONE	y lshedy cholkar	Eintrag: | eingeweichtes Drogenholz | [cholkar:?]	Eintrag: | eingeweichtes Drogenholz | Trockengut: heiße Fraktion I	Eintrag: eingeweichtes Drogenholz; [cholkar:?]	Eintrag: eingeweichtes Drogenholz; Trockengut: heiße Fraktion I	1	0	1
