id	exclude	first	other	there	copy	status	paths	physical_complete_paths	safe_consistent_paths	without_safety_consistent_paths	hazards	first_physical_failure	safety_violations
ZL-P00-V10	EXCLUDING	RECENT	OTHER	CURRENT	FIRST	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	"[{""clause"": ""S08"", ""attempted_load"": ""G"", ""destination"": ""R"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	[[]]
ZL-P00-V11	EXCLUDING	RECENT	OTHER	CURRENT	SECOND	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	"[{""clause"": ""S08"", ""attempted_load"": ""G"", ""destination"": ""R"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}]]"
ZL-P00-V12	EXCLUDING	RECENT	FIRST	GOAL	FIRST	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	"[{""clause"": ""S08"", ""attempted_load"": ""G"", ""destination"": ""R"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	[[]]
ZL-P00-V13	EXCLUDING	RECENT	FIRST	GOAL	SECOND	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	"[{""clause"": ""S08"", ""attempted_load"": ""G"", ""destination"": ""R"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}]]"
ZL-P00-V14	EXCLUDING	RECENT	FIRST	CURRENT	FIRST	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	"[{""clause"": ""S08"", ""attempted_load"": ""G"", ""destination"": ""R"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	[[]]
ZL-P00-V15	EXCLUDING	RECENT	FIRST	CURRENT	SECOND	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	"[{""clause"": ""S08"", ""attempted_load"": ""G"", ""destination"": ""R"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}]]"
ZL-P00-V16	WITH	FIRST	OTHER	GOAL	FIRST	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	"[{""clause"": ""S09"", ""attempted_load"": ""G"", ""destination"": ""L"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S08"", ""pair"": [""C"", ""G""], ""bank"": ""L""}]]"
ZL-P00-V17	WITH	FIRST	OTHER	GOAL	SECOND	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	"[{""clause"": ""S09"", ""attempted_load"": ""G"", ""destination"": ""L"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S08"", ""pair"": [""C"", ""G""], ""bank"": ""L""}]]"
ZL-P00-V18	WITH	FIRST	OTHER	CURRENT	FIRST	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	"[{""clause"": ""S09"", ""attempted_load"": ""G"", ""destination"": ""L"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S08"", ""pair"": [""C"", ""G""], ""bank"": ""L""}]]"
ZL-P00-V19	WITH	FIRST	OTHER	CURRENT	SECOND	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	"[{""clause"": ""S09"", ""attempted_load"": ""G"", ""destination"": ""L"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S08"", ""pair"": [""C"", ""G""], ""bank"": ""L""}]]"
ZL-P00-V20	WITH	FIRST	FIRST	GOAL	FIRST	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	"[{""clause"": ""S09"", ""attempted_load"": ""G"", ""destination"": ""L"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S08"", ""pair"": [""C"", ""G""], ""bank"": ""L""}]]"
ZL-P00-V21	WITH	FIRST	FIRST	GOAL	SECOND	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	"[{""clause"": ""S09"", ""attempted_load"": ""G"", ""destination"": ""L"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S08"", ""pair"": [""C"", ""G""], ""bank"": ""L""}]]"
ZL-P00-V22	WITH	FIRST	FIRST	CURRENT	FIRST	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	"[{""clause"": ""S09"", ""attempted_load"": ""G"", ""destination"": ""L"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S08"", ""pair"": [""C"", ""G""], ""bank"": ""L""}]]"
ZL-P00-V23	WITH	FIRST	FIRST	CURRENT	SECOND	CONTRADICTED_FIXED_VARIANT	1	0	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	"[{""clause"": ""S09"", ""attempted_load"": ""G"", ""destination"": ""L"", ""reasons"": [""CARGO_NOT_AT_AGENT""]}]"	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S08"", ""pair"": [""C"", ""G""], ""bank"": ""L""}]]"
ZL-P00-V24	WITH	RECENT	OTHER	GOAL	FIRST	CONTRADICTED_FIXED_VARIANT	1	1	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	[null]	"[[{""after"": ""S13"", ""pair"": [""G"", ""W""], ""bank"": ""L""}]]"
ZL-P00-V25	WITH	RECENT	OTHER	GOAL	SECOND	CONTRADICTED_FIXED_VARIANT	1	1	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	[null]	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S08"", ""pair"": [""C"", ""W""], ""bank"": ""L""}]]"
ZL-P00-V26	WITH	RECENT	OTHER	CURRENT	FIRST	CONTRADICTED_FIXED_VARIANT	1	1	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	[null]	"[[{""after"": ""S13"", ""pair"": [""G"", ""W""], ""bank"": ""L""}]]"
ZL-P00-V27	WITH	RECENT	OTHER	CURRENT	SECOND	CONTRADICTED_FIXED_VARIANT	1	1	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	[null]	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S08"", ""pair"": [""C"", ""W""], ""bank"": ""L""}]]"
ZL-P00-V28	WITH	RECENT	FIRST	GOAL	FIRST	CONTRADICTED_FIXED_VARIANT	1	1	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	[null]	"[[{""after"": ""S13"", ""pair"": [""G"", ""W""], ""bank"": ""L""}]]"
ZL-P00-V29	WITH	RECENT	FIRST	GOAL	SECOND	CONTRADICTED_FIXED_VARIANT	1	1	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	[null]	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S08"", ""pair"": [""C"", ""W""], ""bank"": ""L""}]]"
ZL-P00-V30	WITH	RECENT	FIRST	CURRENT	FIRST	CONTRADICTED_FIXED_VARIANT	1	1	0	0	"[[""C"", ""G""], [""G"", ""W""]]"	[null]	"[[{""after"": ""S13"", ""pair"": [""G"", ""W""], ""bank"": ""L""}]]"
ZL-P00-V31	WITH	RECENT	FIRST	CURRENT	SECOND	CONTRADICTED_FIXED_VARIANT	1	1	0	0	"[[""C"", ""G""], [""C"", ""W""]]"	[null]	"[[{""after"": ""S05"", ""pair"": [""C"", ""W""], ""bank"": ""L""}, {""after"": ""S08"", ""pair"": [""C"", ""W""], ""bank"": ""L""}]]"
