record	at	word	kind	material	material_word	vessel	missing	before	after	producer	reprocess	row_status
F83_P3	f83r.23:5	qokedy	qokedy	f83r.23:4	shedy			"{""heat"": ""f83r.22:5"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.22:5"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P3	f83r.23:9	chedy	chedy	f83r.23:4	shedy			"{""heat"": ""f83r.22:5"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.23:9"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P4	f83r.25:1	qokeedy	qokeedy				material,vessel	{}	{}		false	recorded
F83_P4	f83r.25:4	qokedy	qokedy				material	{}	{}		false	recorded
F83_P4	f83r.25:5	chedy	chedy				material	{}	{}		false	recorded
F83_P4	f83r.26:3	qoky	call				material,vessel	{}	{}		false	recorded
F83_P4	f83r.27:2	chedy	chedy	f83r.26:5	shedy			{}	"{""heat"": ""f83r.27:2"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P4	f83r.27:3	qokeedy	qokeedy	f83r.26:5	shedy		vessel	"{""heat"": ""f83r.27:2"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.27:2"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P4	f83r.28:4	qokedy	qokedy	f83r.26:5	shedy			"{""heat"": ""f83r.27:2"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.27:2"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P4	f83r.30:3	qokeedy	qokeedy	f83r.28:5	shedy		vessel	"{""heat"": ""f83r.27:2"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.27:2"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P4	f83r.30:4	qoky	call	f83r.28:5	shedy		vessel	"{""heat"": ""f83r.27:2"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.27:2"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P5	f83r.36:6	qoky	call			f83r.34:2	material	{}	{}		false	recorded
F83_P5	f83r.42:5	chedy	chedy	f83r.37:5	shedy			{}	"{""heat"": ""f83r.42:5"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_P5	f83r.43:3	chedy	chedy	f83r.37:5	shedy			"{""heat"": ""f83r.42:5"", ""prepared"": """", ""vessel"": """"}"	"{""heat"": ""f83r.43:3"", ""prepared"": """", ""vessel"": """"}"		false	recorded
F83_Q1	f83r.49:3	chedy	chedy				material	{}	{}		false	recorded
