record	at	word	reading	expanded	row_status
F83_P2	f83r.9:3	qokedy	? ist vorbereitet [Materialbezug=; Gefäßbezug=; offen=material; Ergebnisbeleg=]	? ist vorbereitet [Materialbezug=; Gefäßbezug=; offen=material; Ergebnisbeleg=]	recorded
F83_P2	f83r.9:4	lsheedy	⟦lsheedy⟧	⟦lsheedy⟧	recorded
F83_P2	f83r.9:5	qokchdy	⟦qokchdy⟧	⟦qokchdy⟧	recorded
F83_P2	f83r.9:6	r	⟦r⟧	⟦r⟧	recorded
F83_P2	f83r.9:7	shedkedy	⟦shedkedy⟧	⟦shedkedy⟧	recorded
F83_P2	f83r.9:8	qopshdy	⟦qopshdy⟧	⟦qopshdy⟧	recorded
F83_P2	f83r.9:9	qopy	⟦qopy⟧	⟦qopy⟧	recorded
F83_P2	f83r.10:1	olkeey	⟦olkeey⟧	⟦olkeey⟧	recorded
F83_P2	f83r.10:2	rchs	⟦rchs⟧	⟦rchs⟧	recorded
F83_P2	f83r.10:3	cheeb	⟦cheeb⟧	⟦cheeb⟧	recorded
F83_P2	f83r.10:4	ols	⟦ols⟧	⟦ols⟧	recorded
F83_P2	f83r.10:5	aiin	⟦aiin⟧	⟦aiin⟧	recorded
F83_P2	f83r.10:6	skal	⟦skal⟧	⟦skal⟧	recorded
F83_P2	f83r.10:7	dain	⟦dain⟧	⟦dain⟧	recorded
F83_P2	f83r.10:8	cthal	⟦cthal⟧	⟦cthal⟧	recorded
F83_P2	f83r.10:9	s	⟦s⟧	⟦s⟧	recorded
F83_P2	f83r.10:10	aiin	⟦aiin⟧	⟦aiin⟧	recorded
F83_P2	f83r.10:11	chky	⟦chky⟧	⟦chky⟧	recorded
F83_P2	f83r.10:12	lal	⟦lal⟧	⟦lal⟧	recorded
F83_P2	f83r.10:13	sam	⟦sam⟧	⟦sam⟧	recorded
F83_P2	f83r.11:1	sor	⟦sor⟧	⟦sor⟧	recorded
F83_P2	f83r.11:2	shedy	Material B	Material B	recorded
F83_P2	f83r.11:3	qokaiin	Material A	Material A	recorded
F83_P2	f83r.11:4	chkain	⟦chkain⟧	⟦chkain⟧	recorded
F83_P2	f83r.11:5	shcthey	⟦shcthey⟧	⟦shcthey⟧	recorded
F83_P2	f83r.11:6	qokedy	Material A ist vorbereitet [Materialbezug=f83r.11:3; Gefäßbezug=; offen=; Ergebnisbeleg=]	Material A ist vorbereitet [Materialbezug=f83r.11:3; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P2	f83r.11:7	okair	⟦okair⟧	⟦okair⟧	recorded
F83_P2	f83r.11:8	sheedy	⟦sheedy⟧	⟦sheedy⟧	recorded
F83_P2	f83r.11:9	lchedy	Gefäß	Gefäß	recorded
F83_P2	f83r.11:10	lo	⟦lo⟧	⟦lo⟧	recorded
F83_P2	f83r.12:1	qockhol	⟦qockhol⟧	⟦qockhol⟧	recorded
F83_P2	f83r.12:2	sheckhy	⟦sheckhy⟧	⟦sheckhy⟧	recorded
F83_P2	f83r.12:3	otal	⟦otal⟧	⟦otal⟧	recorded
F83_P2	f83r.12:4	qokeal	⟦qokeal⟧	⟦qokeal⟧	recorded
F83_P2	f83r.12:5	sheckhdy	⟦sheckhdy⟧	⟦sheckhdy⟧	recorded
F83_P2	f83r.12:6	al	⟦al⟧	⟦al⟧	recorded
F83_P2	f83r.12:7	okedy	⟦okedy⟧	⟦okedy⟧	recorded
F83_P2	f83r.12:8	qokedy	Material A ist vorbereitet [Materialbezug=f83r.11:3; Gefäßbezug=; offen=; Ergebnisbeleg=]	Material A ist vorbereitet [Materialbezug=f83r.11:3; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P2	f83r.12:9	qokal	⟦qokal⟧	⟦qokal⟧	recorded
F83_P2	f83r.13:1	salcheol	⟦salcheol⟧	⟦salcheol⟧	recorded
F83_P2	f83r.13:2	tar	⟦tar⟧	⟦tar⟧	recorded
F83_P2	f83r.13:3	shedy	Material B	Material B	recorded
F83_P2	f83r.13:4	s	⟦s⟧	⟦s⟧	recorded
F83_P2	f83r.13:5	altedy	⟦altedy⟧	⟦altedy⟧	recorded
F83_P2	f83r.13:6	sair	⟦sair⟧	⟦sair⟧	recorded
F83_P2	f83r.13:7	qokedy	Material B ist vorbereitet [Materialbezug=f83r.13:3; Gefäßbezug=; offen=; Ergebnisbeleg=]	Material B ist vorbereitet [Materialbezug=f83r.13:3; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P2	f83r.13:8	qedy	⟦qedy⟧	⟦qedy⟧	recorded
F83_P2	f83r.13:9	lchcphedy	⟦lchcphedy⟧	⟦lchcphedy⟧	recorded
F83_P2	f83r.13:10	ldar	⟦ldar⟧	⟦ldar⟧	recorded
F83_P2	f83r.14:1	qokchedy	⟦qokchedy⟧	⟦qokchedy⟧	recorded
F83_P2	f83r.14:2	qokeedy	überführe Material B in ? [Materialbezug=f83r.13:3; Gefäßbezug=; offen=vessel; Ergebnisbeleg=]	überführe Material B in ? [Materialbezug=f83r.13:3; Gefäßbezug=; offen=vessel; Ergebnisbeleg=]	recorded
F83_P2	f83r.14:3	shedy	Material B	Material B	recorded
F83_P2	f83r.14:4	qokshedy	⟦qokshedy⟧	⟦qokshedy⟧	recorded
F83_P2	f83r.14:5	dal	⟦dal⟧	⟦dal⟧	recorded
F83_P2	f83r.14:6	lchedy	Gefäß	Gefäß	recorded
F83_P2	f83r.14:7	qokaiin	Material A	Material A	recorded
F83_P2	f83r.14:8	shcthy	⟦shcthy⟧	⟦shcthy⟧	recorded
F83_P2	f83r.14:9	dal	⟦dal⟧	⟦dal⟧	recorded
F83_P2	f83r.14:10	sy	⟦sy⟧	⟦sy⟧	recorded
F83_P2	f83r.15:1	saiin	⟦saiin⟧	⟦saiin⟧	recorded
F83_P2	f83r.15:2	shedal	⟦shedal⟧	⟦shedal⟧	recorded
F83_P2	f83r.15:3	shecthy	⟦shecthy⟧	⟦shecthy⟧	recorded
F83_P2	f83r.15:4	chey	⟦chey⟧	⟦chey⟧	recorded
F83_P2	f83r.15:5	tal	⟦tal⟧	⟦tal⟧	recorded
F83_P2	f83r.15:6	shcthy	⟦shcthy⟧	⟦shcthy⟧	recorded
F83_P2	f83r.15:7	dalchdy	⟦dalchdy⟧	⟦dalchdy⟧	recorded
F83_P2	f83r.15:8	qotchedy	⟦qotchedy⟧	⟦qotchedy⟧	recorded
F83_P2	f83r.15:9	lchedy	Gefäß	Gefäß	recorded
F83_P2	f83r.16:1	tchedy	⟦tchedy⟧	⟦tchedy⟧	recorded
F83_P2	f83r.16:2	qokchdy	⟦qokchdy⟧	⟦qokchdy⟧	recorded
F83_P2	f83r.16:3	cheedar	⟦cheedar⟧	⟦cheedar⟧	recorded
F83_P2	f83r.16:4	chldaiin	⟦chldaiin⟧	⟦chldaiin⟧	recorded
F83_P2	f83r.16:5	chedy	erhitze Material A [Materialbezug=f83r.14:7; Gefäßbezug=; offen=; Ergebnisbeleg=]	erhitze Material A [Materialbezug=f83r.14:7; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P2	f83r.16:6	qokain	⟦qokain⟧	⟦qokain⟧	recorded
F83_P2	f83r.16:7	checthy	⟦checthy⟧	⟦checthy⟧	recorded
F83_P2	f83r.16:8	chealror	⟦chealror⟧	⟦chealror⟧	recorded
F83_P2	f83r.17:1	dcheokedy	⟦dcheokedy⟧	⟦dcheokedy⟧	recorded
F83_P2	f83r.17:2	lkeed	⟦lkeed⟧	⟦lkeed⟧	recorded
F83_P2	f83r.17:3	shckhey	⟦shckhey⟧	⟦shckhey⟧	recorded
F83_P2	f83r.17:4	ytaiin	⟦ytaiin⟧	⟦ytaiin⟧	recorded
F83_P2	f83r.17:5	shechy	⟦shechy⟧	⟦shechy⟧	recorded
F83_P2	f83r.17:6	schety	⟦schety⟧	⟦schety⟧	recorded
F83_P3	f83r.18:1	pdalshdy	⟦pdalshdy⟧	⟦pdalshdy⟧	recorded
F83_P3	f83r.18:2	shocphedy	⟦shocphedy⟧	⟦shocphedy⟧	recorded
F83_P3	f83r.18:3	otor	⟦otor⟧	⟦otor⟧	recorded
F83_P3	f83r.18:4	shedy	Material B	Material B	recorded
F83_P3	f83r.18:5	opshedy	⟦opshedy⟧	⟦opshedy⟧	recorded
F83_P3	f83r.18:6	otshdy	⟦otshdy⟧	⟦otshdy⟧	recorded
F83_P3	f83r.18:7	qokedol	⟦qokedol⟧	⟦qokedol⟧	recorded
F83_P3	f83r.18:8	shdy	⟦shdy⟧	⟦shdy⟧	recorded
F83_P3	f83r.18:9	soldy	⟦soldy⟧	⟦soldy⟧	recorded
F83_P3	f83r.19:1	sar	⟦sar⟧	⟦sar⟧	recorded
F83_P3	f83r.19:2	shedaiin	⟦shedaiin⟧	⟦shedaiin⟧	recorded
F83_P3	f83r.19:3	ockhey	⟦ockhey⟧	⟦ockhey⟧	recorded
F83_P3	f83r.19:4	sain	⟦sain⟧	⟦sain⟧	recorded
F83_P3	f83r.19:5	ched	⟦ched⟧	⟦ched⟧	recorded
F83_P3	f83r.19:6	shedy	Material B	Material B	recorded
F83_P3	f83r.19:7	qetal	⟦qetal⟧	⟦qetal⟧	recorded
F83_P3	f83r.19:8	dal	⟦dal⟧	⟦dal⟧	recorded
F83_P3	f83r.19:9	shedy	Material B	Material B	recorded
F83_P3	f83r.19:10	shey	⟦shey⟧	⟦shey⟧	recorded
F83_P3	f83r.19:11	lchedy	Gefäß	Gefäß	recorded
F83_P3	f83r.20:1	solkeedy	⟦solkeedy⟧	⟦solkeedy⟧	recorded
F83_P3	f83r.20:2	qoteedy	⟦qoteedy⟧	⟦qoteedy⟧	recorded
F83_P3	f83r.20:3	qokeey	⟦qokeey⟧	⟦qokeey⟧	recorded
F83_P3	f83r.20:4	qokedy	Material B ist vorbereitet [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	Material B ist vorbereitet [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P3	f83r.20:5	sol	⟦sol⟧	⟦sol⟧	recorded
F83_P3	f83r.20:6	cheeety	⟦cheeety⟧	⟦cheeety⟧	recorded
F83_P3	f83r.20:7	qokedy	Material B ist vorbereitet [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	Material B ist vorbereitet [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P3	f83r.20:8	qoky	Ansatz aus Material B in Gefäß@f83r.19:11 [Materialbezug=f83r.19:9; Gefäßbezug=f83r.19:11; offen=; Ergebnisbeleg=]	Ansatz aus Material B in Gefäß@f83r.19:11 [offen=]	recorded
F83_P3	f83r.20:9	saiin	⟦saiin⟧	⟦saiin⟧	recorded
F83_P3	f83r.21:1	solkeedy	⟦solkeedy⟧	⟦solkeedy⟧	recorded
F83_P3	f83r.21:2	qokedy	Material B ist vorbereitet [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	Material B ist vorbereitet [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P3	f83r.21:3	otedy	⟦otedy⟧	⟦otedy⟧	recorded
F83_P3	f83r.21:4	sol	⟦sol⟧	⟦sol⟧	recorded
F83_P3	f83r.21:5	chedy	erhitze Material B [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	erhitze Material B [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P3	f83r.21:6	lkedy	⟦lkedy⟧	⟦lkedy⟧	recorded
F83_P3	f83r.21:7	qokchedy	⟦qokchedy⟧	⟦qokchedy⟧	recorded
F83_P3	f83r.21:8	qokedy	Material B ist vorbereitet [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	Material B ist vorbereitet [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P3	f83r.21:9	chckhdy	⟦chckhdy⟧	⟦chckhdy⟧	recorded
F83_P3	f83r.21:10	sar	⟦sar⟧	⟦sar⟧	recorded
F83_P3	f83r.22:1	schedair	⟦schedair⟧	⟦schedair⟧	recorded
F83_P3	f83r.22:2	otchedy	⟦otchedy⟧	⟦otchedy⟧	recorded
F83_P3	f83r.22:3	qokeedy	überführe Material B in ? [Materialbezug=f83r.19:9; Gefäßbezug=; offen=vessel; Ergebnisbeleg=]	überführe Material B in ? [Materialbezug=f83r.19:9; Gefäßbezug=; offen=vessel; Ergebnisbeleg=]	recorded
F83_P3	f83r.22:4	chedain	⟦chedain⟧	⟦chedain⟧	recorded
F83_P3	f83r.22:5	chedy	erhitze Material B [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	erhitze Material B [Materialbezug=f83r.19:9; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P3	f83r.22:6	qotedaiin	⟦qotedaiin⟧	⟦qotedaiin⟧	recorded
F83_P3	f83r.22:7	otaiin	⟦otaiin⟧	⟦otaiin⟧	recorded
F83_P3	f83r.22:8	otedy	⟦otedy⟧	⟦otedy⟧	recorded
F83_P3	f83r.22:9	ldy	⟦ldy⟧	⟦ldy⟧	recorded
F83_P3	f83r.23:1	tchedy	⟦tchedy⟧	⟦tchedy⟧	recorded
F83_P3	f83r.23:2	qotedy	⟦qotedy⟧	⟦qotedy⟧	recorded
F83_P3	f83r.23:3	qokal	⟦qokal⟧	⟦qokal⟧	recorded
F83_P3	f83r.23:4	shedy	Material B	Material B	recorded
F83_P3	f83r.23:5	qokedy	Material B ist vorbereitet [Materialbezug=f83r.23:4; Gefäßbezug=; offen=; Ergebnisbeleg=]	Material B ist vorbereitet [Materialbezug=f83r.23:4; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P3	f83r.23:6	shecthedy	⟦shecthedy⟧	⟦shecthedy⟧	recorded
F83_P3	f83r.23:7	shecthy	⟦shecthy⟧	⟦shecthy⟧	recorded
F83_P3	f83r.23:8	otor	⟦otor⟧	⟦otor⟧	recorded
F83_P3	f83r.23:9	chedy	erhitze Material B [Materialbezug=f83r.23:4; Gefäßbezug=; offen=; Ergebnisbeleg=]	erhitze Material B [Materialbezug=f83r.23:4; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P3	f83r.24:1	soiiin	⟦soiiin⟧	⟦soiiin⟧	recorded
F83_P3	f83r.24:2	checthy	⟦checthy⟧	⟦checthy⟧	recorded
F83_P3	f83r.24:3	chety	⟦chety⟧	⟦chety⟧	recorded
F83_P3	f83r.24:4	otaiin	⟦otaiin⟧	⟦otaiin⟧	recorded
F83_P3	f83r.24:5	olsaly	⟦olsaly⟧	⟦olsaly⟧	recorded
F83_P3	f83r.24:6	shedy	Material B	Material B	recorded
F83_P4	f83r.25:1	qokeedy	überführe ? in ? [Materialbezug=; Gefäßbezug=; offen=material,vessel; Ergebnisbeleg=]	überführe ? in ? [Materialbezug=; Gefäßbezug=; offen=material,vessel; Ergebnisbeleg=]	recorded
F83_P4	f83r.25:2	qolchey	⟦qolchey⟧	⟦qolchey⟧	recorded
F83_P4	f83r.25:3	qokeey	⟦qokeey⟧	⟦qokeey⟧	recorded
F83_P4	f83r.25:4	qokedy	? ist vorbereitet [Materialbezug=; Gefäßbezug=; offen=material; Ergebnisbeleg=]	? ist vorbereitet [Materialbezug=; Gefäßbezug=; offen=material; Ergebnisbeleg=]	recorded
F83_P4	f83r.25:5	chedy	erhitze ? [Materialbezug=; Gefäßbezug=; offen=material; Ergebnisbeleg=]	erhitze ? [Materialbezug=; Gefäßbezug=; offen=material; Ergebnisbeleg=]	recorded
F83_P4	f83r.25:6	otal	⟦otal⟧	⟦otal⟧	recorded
F83_P4	f83r.26:1	otchey	⟦otchey⟧	⟦otchey⟧	recorded
F83_P4	f83r.26:2	qokeey	⟦qokeey⟧	⟦qokeey⟧	recorded
F83_P4	f83r.26:3	qoky	Ansatz aus ? in ? [Materialbezug=; Gefäßbezug=; offen=material,vessel; Ergebnisbeleg=]	Ansatz aus ? in ? [offen=material,vessel]	recorded
F83_P4	f83r.26:4	tol	⟦tol⟧	⟦tol⟧	recorded
F83_P4	f83r.26:5	shedy	Material B	Material B	recorded
F83_P4	f83r.26:6	qokylddy	⟦qokylddy⟧	⟦qokylddy⟧	recorded
F83_P4	f83r.27:1	dain	⟦dain⟧	⟦dain⟧	recorded
F83_P4	f83r.27:2	chedy	erhitze Material B [Materialbezug=f83r.26:5; Gefäßbezug=; offen=; Ergebnisbeleg=]	erhitze Material B [Materialbezug=f83r.26:5; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P4	f83r.27:3	qokeedy	überführe Material B in ? [Materialbezug=f83r.26:5; Gefäßbezug=; offen=vessel; Ergebnisbeleg=]	überführe Material B in ? [Materialbezug=f83r.26:5; Gefäßbezug=; offen=vessel; Ergebnisbeleg=]	recorded
F83_P4	f83r.27:4	shckhedy	⟦shckhedy⟧	⟦shckhedy⟧	recorded
F83_P4	f83r.27:5	shckhedy	⟦shckhedy⟧	⟦shckhedy⟧	recorded
F83_P4	f83r.28:1	saiin	⟦saiin⟧	⟦saiin⟧	recorded
F83_P4	f83r.28:2	cheeky	⟦cheeky⟧	⟦cheeky⟧	recorded
F83_P4	f83r.28:3	sheey	⟦sheey⟧	⟦sheey⟧	recorded
F83_P4	f83r.28:4	qokedy	Material B ist vorbereitet [Materialbezug=f83r.26:5; Gefäßbezug=; offen=; Ergebnisbeleg=]	Material B ist vorbereitet [Materialbezug=f83r.26:5; Gefäßbezug=; offen=; Ergebnisbeleg=]	recorded
F83_P4	f83r.28:5	shedy	Material B	Material B	recorded
F83_P4	f83r.28:6	oldy	⟦oldy⟧	⟦oldy⟧	recorded
F83_P4	f83r.29:1	salchedy	⟦salchedy⟧	⟦salchedy⟧	recorded
F83_P4	f83r.29:2	cheey	⟦cheey⟧	⟦cheey⟧	recorded
F83_P4	f83r.29:3	qody	⟦qody⟧	⟦qody⟧	recorded
F83_P4	f83r.29:4	kesd	⟦kesd⟧	⟦kesd⟧	recorded
F83_P4	f83r.29:5	oldy	⟦oldy⟧	⟦oldy⟧	recorded
F83_P4	f83r.30:1	s	⟦s⟧	⟦s⟧	recorded
F83_P4	f83r.30:2	okeedy	⟦okeedy⟧	⟦okeedy⟧	recorded
F83_P4	f83r.30:3	qokeedy	überführe Material B in ? [Materialbezug=f83r.28:5; Gefäßbezug=; offen=vessel; Ergebnisbeleg=]	überführe Material B in ? [Materialbezug=f83r.28:5; Gefäßbezug=; offen=vessel; Ergebnisbeleg=]	recorded
F83_P4	f83r.30:4	qoky	Ansatz aus Material B in ? [Materialbezug=f83r.28:5; Gefäßbezug=; offen=vessel; Ergebnisbeleg=]	Ansatz aus Material B in ? [offen=vessel]	recorded
F83_P4	f83r.30:5	saii	⟦saii⟧	⟦saii⟧	recorded
F83_P5	f83r.31:1	techedy	⟦techedy⟧	⟦techedy⟧	recorded
F83_P5	f83r.31:2	qotchedy	⟦qotchedy⟧	⟦qotchedy⟧	recorded
F83_P5	f83r.31:3	okeedy	⟦okeedy⟧	⟦okeedy⟧	recorded
F83_P5	f83r.31:4	ldy	⟦ldy⟧	⟦ldy⟧	recorded
F83_P5	f83r.32:1	cheol	⟦cheol⟧	⟦cheol⟧	recorded
F83_P5	f83r.32:2	qokchedy	⟦qokchedy⟧	⟦qokchedy⟧	recorded
F83_P5	f83r.32:3	lchedy	Gefäß	Gefäß	recorded
F83_P5	f83r.32:4	qokey	⟦qokey⟧	⟦qokey⟧	recorded
