unified_serial	job_id	phase	page	local_unit	source_group_id	visible_owner	visible_surface	current_value_de	reading_layer	orientation	crosspage_key
U013	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H1-S002	E013	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	weiter	SHARED_DECK	PROSE_ORDER	NONE
U014	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H1-S002	E014	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	bereit	SHARED_DECK	PROSE_ORDER	NONE
U015	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E015	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ycheor	Auszugsansatz	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U016	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E016	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	bereit	SHARED_DECK	PROSE_ORDER	NONE
U017	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E017	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	Ansatz	SHARED_DECK	PROSE_ORDER	NONE
U018	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E018	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthaiin	Sollvorbereitung	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U019	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E019	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qoctholy	Folgeposten	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U020	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E020	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	dies	SHARED_DECK	PROSE_ORDER	NONE
U021	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E021	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	dies	SHARED_DECK	PROSE_ORDER	NONE
U022	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E022	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	taiin	Sollmaß	SHARED_DECK	PROSE_ORDER	NONE
U023	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E023	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shy	dies	SHARED_DECK	PROSE_ORDER	NONE
U024	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E024	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchor	Folgeansatz	SHARED_DECK	PROSE_ORDER	NONE
U025	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E025	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	Ansatz	SHARED_DECK	PROSE_ORDER	NONE
U026	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E026	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otol	Fortgang	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U027	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E027	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	weiter	SHARED_DECK	PROSE_ORDER	NONE
U028	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E028	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cholor	derselbe Ansatz	SHARED_DECK	PROSE_ORDER	NONE
U029	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E029	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	weiter	SHARED_DECK	PROSE_ORDER	NONE
U030	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E030	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	Sollmaß	SHARED_DECK	PROSE_ORDER	NONE
U031	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E031	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dar	davon	SHARED_DECK	PROSE_ORDER	NONE
U032	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E032	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oykchor	Arbeitsansatz	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U033	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E033	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shor	Ansatz	SHARED_DECK	PROSE_ORDER	NONE
U034	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E034	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	Ansatz	SHARED_DECK	PROSE_ORDER	NONE
U035	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E035	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	dies	SHARED_DECK	PROSE_ORDER	NONE
U036	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E036	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	kaiiin	Arbeitsstufe	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U037	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E037	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	dies	SHARED_DECK	PROSE_ORDER	NONE
U038	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E038	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chodaiin	Zugabemaß	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U039	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E039	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tshol	Kochgut	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U040	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E040	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	schoal	Sudansatz	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U041	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E041	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cfhy	Auswringen	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U042	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E042	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shfydaiin	Stehzeit	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U043	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E043	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cphy	Nachseihen	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U044	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E044	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shey	Klarauszug	SHARED_DECK	PROSE_ORDER	NONE
U045	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E045	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tchody	Endzugabe; Schluss	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U046	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S002	E046	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shoyty	Zugabeteil	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U047	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S003	E047	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dchol	vom vorigen	SHARED_DECK	PROSE_ORDER	NONE
U048	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S003	E048	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	chy	dies	SHARED_DECK	PROSE_ORDER	NONE
U049	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S003	E049	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	kchy	Bearbeiten	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U050	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S003	E050	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	dies	SHARED_DECK	PROSE_ORDER	NONE
U051	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S003	E051	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	daiin	Sollmaß	SHARED_DECK	PROSE_ORDER	NONE
U052	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S004	E052	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	qotchy	Folgeposten	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U053	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S004	E053	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	okchol	Weiterverarbeitung	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U054	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S004	E054	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cthy	bereit	SHARED_DECK	PROSE_ORDER	NONE
U055	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S004	E055	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	dies	SHARED_DECK	PROSE_ORDER	NONE
U056	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S001	E056	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	qokaiin	bemessen	SHARED_DECK	PROSE_ORDER	NONE
U057	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S001	E057	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chaiin	Sollmaß	SHARED_DECK	PROSE_ORDER	NONE
U058	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S001	E058	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykain	erste Portion	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U059	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S001	E059	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykan	zweite Portion	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U060	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S001	E060	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ody	Abkühlen	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U061	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S002	E061	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	daiin	Sollmaß	SHARED_DECK	PROSE_ORDER	NONE
U062	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S002	E062	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chedy	überführen	SHARED_DECK	PROSE_ORDER	NONE
U063	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S002	E063	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	talam	Verwahrort	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U064	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S003	E064	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykaiin	Sollportion	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U065	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S003	E065	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheoar	Quellauszug	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U066	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S003	E066	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheeky	länger bearbeiten	SHARED_DECK	PROSE_ORDER	NONE
U067	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S003	E067	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oldy	fertig	SHARED_DECK	PROSE_ORDER	NONE
U068	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S004	E068	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	aiin	Sollmaß	SHARED_DECK	PROSE_ORDER	NONE
U069	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S004	E069	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	okal	dorthin einsetzen	SHARED_DECK	PROSE_ORDER	NONE
U070	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S004	E070	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oltchy	Folgebereitung	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U071	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S004	E071	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	or	Ansatz	SHARED_DECK	PROSE_ORDER	NONE
U072	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S004	E072	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	y	dies	SHARED_DECK	PROSE_ORDER	NONE
U073	J3_BOUND_APPLICATION_SERVICE	WHAT_OR_HOW_PROSE	f55v	H4-S004	E073	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	orain	Bereitungsanteil	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U074	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S001	E074	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chochor	Zugabeansatz	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U075	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S001	E075	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	weitere Zutat	SHARED_DECK	PROSE_ORDER	NONE
U076	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S001	E076	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chodaly	Zielzugabe	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U077	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S001	E077	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	Sollmaß	SHARED_DECK	PROSE_ORDER	NONE
U078	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S001	E078	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	weitere Zutat	SHARED_DECK	PROSE_ORDER	NONE
U079	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S001	E079	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchol	Weiterverarbeitung	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U080	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S001	E080	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchor	Folgeansatz	SHARED_DECK	PROSE_ORDER	NONE
U081	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S001	E081	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	einsetzen	SHARED_DECK	PROSE_ORDER	NONE
U082	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S001	E082	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	dal	dorthin	SHARED_DECK	PROSE_ORDER	NONE
U083	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S002	E083	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	schol	vom vorigen	SHARED_DECK	PROSE_ORDER	NONE
U084	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S002	E084	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choy	Zugabeposten	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U085	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S002	E085	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	einsetzen	SHARED_DECK	PROSE_ORDER	NONE
U086	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S002	E086	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cheeckhody	Langpassage; Schluss	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U087	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S003	E087	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sh	Halten	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U088	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S003	E088	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	weitere Zutat	SHARED_DECK	PROSE_ORDER	NONE
U089	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S003	E089	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchey	Kurzbearbeitung	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U090	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S003	E090	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	qokokchy	erneut einsetzen	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U091	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S004	E091	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	okchy	weiterbearbeiten	SHARED_DECK	PROSE_ORDER	NONE
U092	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S004	E092	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokcheo	Auszug einsetzen	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U093	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S004	E093	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchal	Zielbearbeitung	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U094	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S005	E094	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	weitere Zutat	SHARED_DECK	PROSE_ORDER	NONE
U095	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S005	E095	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokchy	weiterbearbeiten	SHARED_DECK	PROSE_ORDER	NONE
U096	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S005	E096	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchoar	Quellauszug	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U097	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S005	E097	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sotodan	Folgeanwendung	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U098	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S006	E098	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchey	das nächste	SHARED_DECK	PROSE_ORDER	NONE
U099	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S006	E099	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	keol	Kurzfortsetzung	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U100	J4_FRESH_PLANT_LONG_ROUTE	WHAT_OR_HOW_PROSE	f56r	H5-S006	E100	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	Sollmaß	SHARED_DECK	PROSE_ORDER	NONE
U101	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f81v	B1-S001	E101	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	kurz einwirken; Schluss	SHARED_DECK	PROSE_ORDER	NONE
U102	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f81v	B1-S002	E102	gemeinsames zweireihiges Figuren-/Beckenfeld	okaiin	bemessen	SHARED_DECK	PROSE_ORDER	NONE
U103	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f81v	B1-S002	E103	gemeinsames zweireihiges Figuren-/Beckenfeld	kair	Beckenlauf	ATOMIC_LOCAL_NOMENCLATOR	PROSE_ORDER	NONE
U104	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f81v	B1-S002	E104	gemeinsames zweireihiges Figuren-/Beckenfeld	okal	dorthin einsetzen	SHARED_DECK	PROSE_ORDER	NONE
U105	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f81v	B1-S002	E105	gemeinsames zweireihiges Figuren-/Beckenfeld	sar	davon	SHARED_DECK	PROSE_ORDER	NONE
U106	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f81v	B1-S002	E106	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	weiter	SHARED_DECK	PROSE_ORDER	NONE
