statement_id	record_unit_id	page	owner_trace	atomic_card_chain_de	pressure_status	workshop_consequence_de
B1-S002	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	bemessen | Beckenlauf | dorthin einsetzen | davon | weiter | Anteil | weiterer Anteil | dorthin | weiter | Anschluss | Zusatz | derselbe Ansatz | weiter | Kurze Zielpassage | Sollmaß | Langer Zieleinsatz | Sollmaß | durchleiten | überführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S003	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	weiter | Haltetransfer; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S004	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	überführen | weiter | kurz absetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S005	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	weiterführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S006	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	Anteil zugeben | durchleiten | Zusatz | Zielmarke	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S007	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	einführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S008	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	dies | weiter | kurz wärmen | weiter | kurz absetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S009	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S010	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S011	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	durchleiten | einsetzen	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S012	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	Waschgang | kurz einwirken | Waschgang; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S013	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	Waschgang; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S014	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	überführen | Weitergang | Zielabführung | weiter | Folgequelle	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S015	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	Kurzteil | einführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S016	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin einsetzen | lange einwirken | weiter | kurz absetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S017	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin | Kurzfortsetzung | Transfer; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S018	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	Abführposten | Kurzhalt | Arbeitsstufe | lange sammeln; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S019	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz absetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B1-S020	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz wärmen | durchlassen; Schluss	REVISED_OVERLITERAL_FILTER_TO_TECHNICAL_PASSAGE	Lesung wird Durchlass/Passage; lokaler Filter bleibt möglich, aber nicht im Kartenwert.
B1-S021	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S001	B3	f83r	obere offene Fächer-Randstation	lange sammeln; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S002	B3	f83r	obere offene Fächer-Randstation	danach dorthin | Langwärmen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S003	B3	f83r	obere offene Fächer-Randstation	dies | Sollmaß | dies | abführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S004	B3	f83r	obere offene Fächer-Randstation	bemessen | danach dorthin | davon	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S005	B3	f83r	mittlere runde Gefäß-Randstation	überführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S006	B3	f83r	mittlere runde Gefäß-Randstation	Postentransfer | dorthin einsetzen | weiterführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S007	B3	f83r	mittlere runde Gefäß-Randstation	bemessen | überführen | lange einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S008	B3	f83r	mittlere runde Gefäß-Randstation	abführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S009	B3	f83r	mittlere runde Gefäß-Randstation	einsetzen	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S010	B3	f83r	untere korbartige Gefäß-Randstation	Zielzuführung | Kurzfolge; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S011	B3	f83r	untere korbartige Gefäß-Randstation	Vorbereitungstransfer | einsetzen | überführen | Quellposten	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S012	B3	f83r	untere korbartige Gefäß-Randstation	Ansatz | kurz absetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S013	B3	f83r	untere korbartige Gefäß-Randstation	bemessen | Anteil | kurz vorbereiten | kurz einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S014	B3	f83r	untere korbartige Gefäß-Randstation	Laufeinsatz | Langabsetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S015	B3	f83r	untere korbartige Gefäß-Randstation	abführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S016	B3	f83r	untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Abzug | einführen; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S017	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	lange einwirken; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S018	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	kurz absetzen; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S019	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Einsatzabsetzen; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S020	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dorthin | abführen; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S021	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	bemessen | bereit | dorthin | dies | Sollmaß | am Ziel absetzen | Kurzvorbereitung | dies | dorthin | bereit | Zieltransfer; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S022	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	Folgetransfer; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S023	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	abführen; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S024	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	überführen; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S025	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	einführen; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S026	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen	Quelltransfer | Sollabsetzung | überführen | Anteil zugeben | bereit | Zielbereitung | lange sammeln; Schluss	KEEP_PROCESS_VALUE_OWNER_UNRESOLVED	Operationskette bleibt, konkrete Station wird nicht erfunden.
B3-S027	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	lange Folgestufe; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S028	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken | kurz einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S029	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	weiter | Vollteil | kurz einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S030	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	einsetzen | Sollmaß | Weiterlauf | Folgetransfer; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S031	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S032	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	Anteilstransfer | überführen | Kurzsoll | Folgemaß | Kurzfolge; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S033	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	abziehen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B3-S034	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	Arbeitsstufe | bereit | Anteil | Folgemaß | Zwischenziel | kurz absetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S001	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	lange einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S002	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	Weiterposten | lange einwirken | kurz einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S003	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	überführen | danach dorthin | das nächste | lange einwirken | einsetzen | weiter | kurz absetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S004	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	Festsetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S005	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	Einlage | überführen | lange einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S006	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	durchlassen; Schluss	REVISED_OVERLITERAL_FILTER_TO_TECHNICAL_PASSAGE	Lesung wird Durchlass/Passage; lokaler Filter bleibt möglich, aber nicht im Kartenwert.
B4-S007	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	durchlassen; Schluss	REVISED_OVERLITERAL_FILTER_TO_TECHNICAL_PASSAGE	Lesung wird Durchlass/Passage; lokaler Filter bleibt möglich, aber nicht im Kartenwert.
B4-S008	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	Sollmaß | länger bearbeiten | Langhalt | kurz einwirken; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S009	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	kurz absetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S010	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	fertig	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S011	B4	f83r	linke offene Fransen-/Unterlaufstation	Sollmaß | kurz wärmen | Langfortsetzung | Anteil zugeben | überführen | weiter | Kurzabzug; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S012	B4	f83r	linke offene Fransen-/Unterlaufstation	abführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S013	B4	f83r	linke offene Fransen-/Unterlaufstation	Weiter einsetzen | kurz absetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S014	B4	f83r	linke offene Fransen-/Unterlaufstation	Ansatz | dies | Kurzdurchgang | Laufschluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S015	B4	f83r	linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation	Anteil zugeben | Klarauszug | Anteil | Zielpassage | Kurzsammlung | abführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B4-S016	B4	f83r	rechte S-Lauf-/Mehrarmknotenstation	weiterer Anteil | dorthin | Quellausguss | kurz absetzen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B5-S001	B5	f83r	linker offener Fransen-Endposten	Nachtransfer; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B5-S002	B5	f83r	linker offener Fransen-Endposten	einführen; Schluss	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B5-S003	B5	f83r	linker offener Fransen-Endposten	am Ziel absetzen | dorthin | weiter | Weiterabzug | Zieltransfer | Sollmaß | weiter | Endstufe | überführen	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
B6-S001	B6	f83r	rechter S-Lauf-/Mehrarm-Endposten	Langsammlung | Kurzbearbeitung | Endposten | weiter | Sollmaß | weiter | Einlage | dies | Endziel	KEEP_PROCESS_COMPATIBLE	Kein klarer Widerspruch zum Auszug-Teilung-Halten-Transfer-Waschen-Ablauf-Modell.
