event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	visible_owner	card_value_de	teaching_layer	terminal_status
16	H2-S001	H2	f10r	cthy	MC161	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	bereit	SHARED_DECK	NONCLOSE
17	H2-S001	H2	f10r	chor	MC080	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Ansatz	SHARED_DECK	NONCLOSE
18	H2-S001	H2	f10r	cthaiin	MC169	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Sollvorbereitung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
19	H2-S001	H2	f10r	qoctholy	MC115	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Folgeposten	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
20	H2-S001	H2	f10r	dy	MC123	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dies	SHARED_DECK	NONCLOSE
21	H2-S001	H2	f10r	chy	MC123	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dies	SHARED_DECK	NONCLOSE
22	H2-S001	H2	f10r	taiin	MC039	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Sollmaß	SHARED_DECK	NONCLOSE
23	H2-S001	H2	f10r	shy	MC123	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dies	SHARED_DECK	NONCLOSE
24	H2-S002	H2	f10r	qotchor	MC013	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Folgeansatz	SHARED_DECK	NONCLOSE
25	H2-S002	H2	f10r	chor	MC080	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Ansatz	SHARED_DECK	NONCLOSE
26	H2-S002	H2	f10r	otol	MC053	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Fortgang	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
27	H2-S002	H2	f10r	chol	MC153	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	weiter	SHARED_DECK	NONCLOSE
28	H2-S002	H2	f10r	cholor	MC157	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	derselbe Ansatz	SHARED_DECK	NONCLOSE
29	H2-S002	H2	f10r	chol	MC153	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	weiter	SHARED_DECK	NONCLOSE
30	H2-S002	H2	f10r	daiin	MC039	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Sollmaß	SHARED_DECK	NONCLOSE
31	H2-S002	H2	f10r	dar	MC055	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	davon	SHARED_DECK	NONCLOSE
32	H2-S003	H2	f10r	oykchor	MC027	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Arbeitsansatz	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
33	H2-S003	H2	f10r	shor	MC080	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Ansatz	SHARED_DECK	NONCLOSE
34	H2-S003	H2	f10r	chor	MC080	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Ansatz	SHARED_DECK	NONCLOSE
35	H2-S003	H2	f10r	chy	MC123	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dies	SHARED_DECK	NONCLOSE
36	H2-S003	H2	f10r	kaiiin	MC048	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Arbeitsstufe	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
37	H2-S003	H2	f10r	dy	MC123	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dies	SHARED_DECK	NONCLOSE
38	H2-S003	H2	f10r	chodaiin	MC087	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	Zugabemaß	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
39	H3-S001	H3	f11r	tshol	MC098	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Kochgut	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
40	H3-S001	H3	f11r	schoal	MC049	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Sudansatz	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
41	H3-S001	H3	f11r	cfhy	MC129	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Auswringen	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
42	H3-S001	H3	f11r	shfydaiin	MC111	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Stehzeit	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
43	H3-S001	H3	f11r	cphy	MC156	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Nachseihen	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
44	H3-S001	H3	f11r	shey	MC119	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Klarauszug	SHARED_DECK	NONCLOSE
45	H3-S001	H3	f11r	tchody	MC037	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Endzugabe; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
46	H3-S002	H3	f11r	shoyty	MC062	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Zugabeteil	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
47	H3-S003	H3	f11r	dchol	MC142	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	vom vorigen	SHARED_DECK	NONCLOSE
48	H3-S003	H3	f11r	chy	MC123	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dies	SHARED_DECK	NONCLOSE
49	H3-S003	H3	f11r	kchy	MC117	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Bearbeiten	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
50	H3-S003	H3	f11r	dy	MC123	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dies	SHARED_DECK	NONCLOSE
51	H3-S003	H3	f11r	daiin	MC039	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Sollmaß	SHARED_DECK	NONCLOSE
52	H3-S004	H3	f11r	qotchy	MC107	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Folgeposten	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
53	H3-S004	H3	f11r	okchol	MC041	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	Weiterverarbeitung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
54	H3-S004	H3	f11r	cthy	MC161	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	bereit	SHARED_DECK	NONCLOSE
55	H3-S004	H3	f11r	dy	MC123	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dies	SHARED_DECK	NONCLOSE
56	H4-S001	H4	f55v	qokaiin	MC120	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	bemessen	SHARED_DECK	NONCLOSE
57	H4-S001	H4	f55v	chaiin	MC039	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	Sollmaß	SHARED_DECK	NONCLOSE
58	H4-S001	H4	f55v	ykain	MC047	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	erste Portion	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
59	H4-S001	H4	f55v	ykan	MC148	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	zweite Portion	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
60	H4-S001	H4	f55v	ody	MC100	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	Abkühlen	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
61	H4-S002	H4	f55v	daiin	MC039	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	Sollmaß	SHARED_DECK	NONCLOSE
62	H4-S002	H4	f55v	chedy	MC074	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	überführen	SHARED_DECK	NONCLOSE
63	H4-S002	H4	f55v	talam	MC160	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	Verwahrort	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
64	H4-S003	H4	f55v	ykaiin	MC170	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	Sollportion	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
65	H4-S003	H4	f55v	cheoar	MC085	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	Quellauszug	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
66	H4-S003	H4	f55v	cheeky	MC032	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	länger bearbeiten	SHARED_DECK	NONCLOSE
67	H4-S003	H4	f55v	oldy	MC019	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	fertig	SHARED_DECK	TERMINAL
68	H4-S004	H4	f55v	aiin	MC039	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	Sollmaß	SHARED_DECK	NONCLOSE
69	H4-S004	H4	f55v	okal	MC040	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	dorthin einsetzen	SHARED_DECK	NONCLOSE
70	H4-S004	H4	f55v	oltchy	MC021	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	Folgebereitung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
71	H4-S004	H4	f55v	or	MC080	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	Ansatz	SHARED_DECK	NONCLOSE
72	H4-S004	H4	f55v	y	MC123	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	dies	SHARED_DECK	NONCLOSE
73	H4-S004	H4	f55v	orain	MC072	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	Bereitungsanteil	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
74	H5-S001	H5	f56r	chochor	MC125	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Zugabeansatz	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
75	H5-S001	H5	f56r	cho	MC034	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	weitere Zutat	SHARED_DECK	NONCLOSE
76	H5-S001	H5	f56r	chodaly	MC010	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Zielzugabe	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
77	H5-S001	H5	f56r	daiin	MC039	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Sollmaß	SHARED_DECK	NONCLOSE
78	H5-S001	H5	f56r	sho	MC034	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	weitere Zutat	SHARED_DECK	NONCLOSE
79	H5-S001	H5	f56r	kchol	MC090	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Weiterverarbeitung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
80	H5-S001	H5	f56r	otchor	MC013	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Folgeansatz	SHARED_DECK	NONCLOSE
81	H5-S001	H5	f56r	choky	MC026	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	einsetzen	SHARED_DECK	NONCLOSE
82	H5-S001	H5	f56r	dal	MC154	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	dorthin	SHARED_DECK	NONCLOSE
83	H5-S002	H5	f56r	schol	MC142	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	vom vorigen	SHARED_DECK	NONCLOSE
84	H5-S002	H5	f56r	choy	MC131	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Zugabeposten	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
85	H5-S002	H5	f56r	choky	MC026	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	einsetzen	SHARED_DECK	NONCLOSE
86	H5-S002	H5	f56r	cheeckhody	MC099	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Langpassage; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
87	H5-S003	H5	f56r	sh	MC114	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Halten	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
88	H5-S003	H5	f56r	cho	MC034	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	weitere Zutat	SHARED_DECK	NONCLOSE
89	H5-S003	H5	f56r	kchey	MC122	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Kurzbearbeitung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
90	H5-S003	H5	f56r	qokokchy	MC015	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	erneut einsetzen	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
91	H5-S004	H5	f56r	okchy	MC103	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	weiterbearbeiten	SHARED_DECK	NONCLOSE
92	H5-S004	H5	f56r	chokcheo	MC006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Auszug einsetzen	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
93	H5-S004	H5	f56r	kchal	MC077	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Zielbearbeitung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
94	H5-S005	H5	f56r	sho	MC034	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	weitere Zutat	SHARED_DECK	NONCLOSE
95	H5-S005	H5	f56r	chokchy	MC103	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	weiterbearbeiten	SHARED_DECK	NONCLOSE
96	H5-S005	H5	f56r	kchoar	MC136	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Quellauszug	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
97	H5-S005	H5	f56r	sotodan	MC068	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Folgeanwendung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
98	H5-S006	H5	f56r	otchey	MC171	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	das nächste	SHARED_DECK	NONCLOSE
99	H5-S006	H5	f56r	keol	MC104	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Kurzfortsetzung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
100	H5-S006	H5	f56r	daiin	MC039	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	Sollmaß	SHARED_DECK	NONCLOSE
101	B1-S001	B1	f81v	qokedy	MC083	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz einwirken; Schluss	SHARED_DECK	TERMINAL
102	B1-S002	B1	f81v	okaiin	MC120	gemeinsames zweireihiges Figuren-/Beckenfeld	bemessen	SHARED_DECK	NONCLOSE
103	B1-S002	B1	f81v	kair	MC023	gemeinsames zweireihiges Figuren-/Beckenfeld	Beckenlauf	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
104	B1-S002	B1	f81v	okal	MC040	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin einsetzen	SHARED_DECK	NONCLOSE
105	B1-S002	B1	f81v	sar	MC055	gemeinsames zweireihiges Figuren-/Beckenfeld	davon	SHARED_DECK	NONCLOSE
106	B1-S002	B1	f81v	ol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	weiter	SHARED_DECK	NONCLOSE
107	B1-S002	B1	f81v	kain	MC105	gemeinsames zweireihiges Figuren-/Beckenfeld	Anteil	SHARED_DECK	NONCLOSE
108	B1-S002	B1	f81v	olkain	MC097	gemeinsames zweireihiges Figuren-/Beckenfeld	weiterer Anteil	SHARED_DECK	NONCLOSE
109	B1-S002	B1	f81v	al	MC154	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin	SHARED_DECK	NONCLOSE
110	B1-S002	B1	f81v	ol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	weiter	SHARED_DECK	NONCLOSE
111	B1-S002	B1	f81v	rol	MC016	gemeinsames zweireihiges Figuren-/Beckenfeld	Anschluss	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
112	B1-S002	B1	f81v	dl	MC012	gemeinsames zweireihiges Figuren-/Beckenfeld	Zusatz	SHARED_DECK	NONCLOSE
113	B1-S002	B1	f81v	olor	MC157	gemeinsames zweireihiges Figuren-/Beckenfeld	derselbe Ansatz	SHARED_DECK	NONCLOSE
114	B1-S002	B1	f81v	ol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	weiter	SHARED_DECK	NONCLOSE
115	B1-S002	B1	f81v	sheckhal	MC058	gemeinsames zweireihiges Figuren-/Beckenfeld	Kurze Zielpassage	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
116	B1-S002	B1	f81v	daiin	MC039	gemeinsames zweireihiges Figuren-/Beckenfeld	Sollmaß	SHARED_DECK	NONCLOSE
117	B1-S002	B1	f81v	qokeedal	MC096	gemeinsames zweireihiges Figuren-/Beckenfeld	Langer Zieleinsatz	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
118	B1-S002	B1	f81v	daiin	MC039	gemeinsames zweireihiges Figuren-/Beckenfeld	Sollmaß	SHARED_DECK	NONCLOSE
119	B1-S002	B1	f81v	chckhy	MC035	gemeinsames zweireihiges Figuren-/Beckenfeld	durchleiten	SHARED_DECK	NONCLOSE
120	B1-S002	B1	f81v	schedy	MC025	gemeinsames zweireihiges Figuren-/Beckenfeld	überführen; Schluss	SHARED_DECK	TERMINAL
121	B1-S003	B1	f81v	qol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	weiter	SHARED_DECK	NONCLOSE
122	B1-S003	B1	f81v	sshkchdy	MC061	gemeinsames zweireihiges Figuren-/Beckenfeld	Haltetransfer; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
123	B1-S004	B1	f81v	chedy	MC074	gemeinsames zweireihiges Figuren-/Beckenfeld	überführen	SHARED_DECK	NONCLOSE
124	B1-S004	B1	f81v	ol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	weiter	SHARED_DECK	NONCLOSE
125	B1-S004	B1	f81v	shedy	MC128	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
126	B1-S005	B1	f81v	qolchedy	MC028	gemeinsames zweireihiges Figuren-/Beckenfeld	weiterführen; Schluss	SHARED_DECK	TERMINAL
127	B1-S006	B1	f81v	qokain	MC017	gemeinsames zweireihiges Figuren-/Beckenfeld	Anteil zugeben	SHARED_DECK	NONCLOSE
128	B1-S006	B1	f81v	shckhy	MC035	gemeinsames zweireihiges Figuren-/Beckenfeld	durchleiten	SHARED_DECK	NONCLOSE
129	B1-S006	B1	f81v	dl	MC012	gemeinsames zweireihiges Figuren-/Beckenfeld	Zusatz	SHARED_DECK	NONCLOSE
130	B1-S006	B1	f81v	ral	MC056	gemeinsames zweireihiges Figuren-/Beckenfeld	Zielmarke	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
131	B1-S007	B1	f81v	qokchdy	MC088	gemeinsames zweireihiges Figuren-/Beckenfeld	einführen; Schluss	SHARED_DECK	TERMINAL
132	B1-S008	B1	f81v	chey	MC123	gemeinsames zweireihiges Figuren-/Beckenfeld	dies	SHARED_DECK	NONCLOSE
133	B1-S008	B1	f81v	ol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	weiter	SHARED_DECK	NONCLOSE
134	B1-S008	B1	f81v	cheky	MC147	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz wärmen	SHARED_DECK	NONCLOSE
135	B1-S008	B1	f81v	ol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	weiter	SHARED_DECK	NONCLOSE
136	B1-S008	B1	f81v	shedy	MC128	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
137	B1-S009	B1	f81v	qokedy	MC083	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz einwirken; Schluss	SHARED_DECK	TERMINAL
138	B1-S010	B1	f81v	qokedy	MC083	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz einwirken; Schluss	SHARED_DECK	TERMINAL
139	B1-S011	B1	f81v	chckhy	MC035	gemeinsames zweireihiges Figuren-/Beckenfeld	durchleiten	SHARED_DECK	NONCLOSE
140	B1-S011	B1	f81v	qoky	MC026	gemeinsames zweireihiges Figuren-/Beckenfeld	einsetzen	SHARED_DECK	NONCLOSE
141	B1-S012	B1	f81v	lsho	MC130	gemeinsames zweireihiges Figuren-/Beckenfeld	Waschgang	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
142	B1-S012	B1	f81v	qokey	MC007	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz einwirken	SHARED_DECK	NONCLOSE
143	B1-S012	B1	f81v	lshedy	MC038	gemeinsames zweireihiges Figuren-/Beckenfeld	Waschgang; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
144	B1-S013	B1	f81v	lshedy	MC038	gemeinsames zweireihiges Figuren-/Beckenfeld	Waschgang; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
145	B1-S014	B1	f81v	chedy	MC074	gemeinsames zweireihiges Figuren-/Beckenfeld	überführen	SHARED_DECK	NONCLOSE
146	B1-S014	B1	f81v	qolky	MC134	gemeinsames zweireihiges Figuren-/Beckenfeld	Weitergang	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
147	B1-S014	B1	f81v	lchedal	MC051	gemeinsames zweireihiges Figuren-/Beckenfeld	Zielabführung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
148	B1-S014	B1	f81v	qol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	weiter	SHARED_DECK	NONCLOSE
149	B1-S014	B1	f81v	otar	MC121	gemeinsames zweireihiges Figuren-/Beckenfeld	Folgequelle	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
150	B1-S015	B1	f81v	ytey	MC109	gemeinsames zweireihiges Figuren-/Beckenfeld	Kurzteil	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
151	B1-S015	B1	f81v	okchedy	MC005	gemeinsames zweireihiges Figuren-/Beckenfeld	einführen; Schluss	SHARED_DECK	TERMINAL
152	B1-S016	B1	f81v	qokal	MC040	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin einsetzen	SHARED_DECK	NONCLOSE
153	B1-S016	B1	f81v	okeey	MC002	gemeinsames zweireihiges Figuren-/Beckenfeld	lange einwirken	SHARED_DECK	NONCLOSE
154	B1-S016	B1	f81v	qol	MC153	gemeinsames zweireihiges Figuren-/Beckenfeld	weiter	SHARED_DECK	NONCLOSE
155	B1-S016	B1	f81v	cheedy	MC128	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
156	B1-S017	B1	f81v	sal	MC154	gemeinsames zweireihiges Figuren-/Beckenfeld	dorthin	SHARED_DECK	NONCLOSE
157	B1-S017	B1	f81v	teol	MC106	gemeinsames zweireihiges Figuren-/Beckenfeld	Kurzfortsetzung	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
158	B1-S017	B1	f81v	dchdy	MC139	gemeinsames zweireihiges Figuren-/Beckenfeld	Transfer; Schluss	ATOMIC_LOCAL_NOMENCLATOR	TERMINAL
159	B1-S018	B1	f81v	ly	MC118	gemeinsames zweireihiges Figuren-/Beckenfeld	Abführposten	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
160	B1-S018	B1	f81v	dsheol	MC076	gemeinsames zweireihiges Figuren-/Beckenfeld	Kurzhalt	ATOMIC_LOCAL_NOMENCLATOR	NONCLOSE
161	B1-S018	B1	f81v	oiiin	MC033	gemeinsames zweireihiges Figuren-/Beckenfeld	Arbeitsstufe	SHARED_DECK	NONCLOSE
162	B1-S018	B1	f81v	olkeedy	MC045	gemeinsames zweireihiges Figuren-/Beckenfeld	lange sammeln; Schluss	SHARED_DECK	TERMINAL
163	B1-S019	B1	f81v	tedy	MC128	gemeinsames zweireihiges Figuren-/Beckenfeld	kurz absetzen; Schluss	SHARED_DECK	TERMINAL
